#PeakID(python identify_motif.py ./ENCODE_processed_files/MEIS2_idr.fa MEIS2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
596_11828	chr11	33944659	33945059	+	1000	121.0	[11.310461]	[82]	[]	[]	[33944825]	[]
596_11829	chr11	38221287	38221687	+	1000	121.0	[11.310461]	[123]	[]	[]	[38221494]	[]
596_1183	chr1	16613391	16613791	+	1000	665.0	[]	[]	[7.705946]	[107]	[]	[16613596]
596_11830	chr11	118715896	118716296	+	1000	121.0	[7.4989777]	[101]	[]	[]	[118716076]	[]
596_11834	chr13	46182026	46182426	+	1000	121.0	[7.4989777]	[122]	[7.4989777]	[77]	[46182232]	[46182187]
596_11836	chr15	101828805	101829205	+	1000	121.0	[]	[]	[11.310461]	[75]	[]	[101828964]
596_11840	chr19	46413442	46413842	+	1000	121.0	[11.310461]	[182]	[]	[]	[46413662]	[]
596_11841	chr2	62296025	62296425	+	1000	121.0	[]	[]	[11.310461]	[142]	[]	[62296255]
596_11843	chr2	216770065	216770465	+	1000	121.0	[]	[]	[11.310461]	[101]	[]	[216770234]
596_11844	chr20	45881010	45881410	+	810	121.0	[]	[]	[7.239613]	[93]	[]	[45881200]
596_11845	chr21	38956842	38957242	+	1000	121.0	[7.705946]	[123]	[]	[]	[38957062]	[]
596_11848	chr3	39812511	39812911	+	1000	121.0	[11.310461]	[112]	[]	[]	[39812676]	[]
596_1185	chr8	101051678	101052078	+	1000	665.0	[]	[]	[11.310461, 7.239613]	[125, 169]	[]	[101051880, 101051924]
596_11852	chr4	98801134	98801534	+	1000	121.0	[]	[]	[7.705946]	[180]	[]	[98801375]
596_11854	chr4	183392327	183392727	+	822	121.0	[]	[]	[7.239613, 11.310461]	[110, 133]	[]	[183392521, 183392544]
596_1186	chr19	46193154	46193554	+	1000	664.0	[7.705946]	[100]	[11.310461]	[160]	[46193329]	[46193389]
596_11863	chr8	30726892	30727292	+	1000	121.0	[7.4989777]	[100]	[]	[]	[30727060]	[]
596_11864	chr8	80917322	80917722	+	1000	121.0	[7.705946]	[113]	[]	[]	[80917526]	[]
596_11865	chr8	102501201	102501601	+	1000	121.0	[]	[]	[11.310461]	[91]	[]	[102501383]
596_11869	chr1	8687563	8687963	+	1000	120.5	[]	[]	[7.239613]	[131]	[]	[8687781]
596_11870	chr1	21522613	21523013	+	1000	120.5	[11.310461]	[126]	[]	[]	[21522826]	[]
596_11871	chr1	26127579	26127979	+	1000	120.5	[7.239613]	[220]	[]	[]	[26127816]	[]
596_11872	chr1	68292008	68292408	+	1000	120.5	[7.705946]	[89]	[11.310461]	[153]	[68292190]	[68292254]
596_11875	chr10	6473387	6473787	+	1000	120.5	[]	[]	[11.310461]	[128]	[]	[6473566]
596_11876	chr10	50359279	50359679	+	1000	120.5	[7.705946, 7.4989777]	[112, 120]	[]	[]	[50359450, 50359458]	[]
596_11879	chr11	65510718	65511118	+	1000	120.5	[7.4989777]	[58]	[]	[]	[65510876]	[]
596_1188	chr7	152463891	152464291	+	1000	664.0	[7.4989777]	[92]	[11.310461]	[99]	[152464071]	[152464078]
596_11882	chr13	48749578	48749978	+	1000	120.5	[]	[]	[11.310461]	[123]	[]	[48749784]
596_11883	chr13	95477117	95477517	+	1000	120.5	[]	[]	[7.4989777]	[142]	[]	[95477342]
596_11884	chr14	22530105	22530505	+	1000	120.5	[]	[]	[7.4989777]	[110]	[]	[22530304]
596_11886	chr14	33652622	33653022	+	1000	120.5	[7.239613]	[189]	[]	[]	[33652858]	[]
596_11888	chr15	29067896	29068296	+	1000	120.5	[]	[]	[7.239613]	[122]	[]	[29068076]
596_11889	chr16	89456369	89456769	+	1000	120.5	[11.310461]	[65]	[7.705946]	[119]	[89456521]	[89456575]
596_1189	chr11	15893076	15893476	+	1000	663.5	[7.239613]	[163]	[7.705946]	[134]	[15893322]	[15893293]
596_11894	chr2	8009031	8009431	+	1000	120.5	[]	[]	[11.310461, 7.4989777]	[124, 140]	[]	[8009238, 8009254]
596_11898	chr2	189552993	189553393	+	1000	120.5	[7.705946, 11.310461]	[93, 99]	[]	[]	[189553163, 189553169]	[]
596_119	chr5	98929480	98929880	+	1000	1414.0	[11.310461]	[128]	[]	[]	[98929694]	[]
596_1190	chr16	30549377	30549777	+	1000	663.5	[7.239613]	[123]	[11.310461]	[73]	[30549591]	[30549541]
596_11901	chr21	36166690	36167090	+	1000	120.5	[]	[]	[7.239613]	[140]	[]	[36166903]
596_11902	chr22	16605169	16605569	+	1000	120.5	[]	[]	[11.310461]	[170]	[]	[16605411]
596_11904	chr4	2419811	2420211	+	1000	120.5	[]	[]	[11.310461]	[128]	[]	[2420023]
596_11905	chr4	87410205	87410605	+	675	120.5	[7.239613]	[58]	[]	[]	[87410360]	[]
596_11907	chr5	80810404	80810804	+	1000	120.5	[]	[]	[7.705946, 7.4989777, 7.239613]	[75, 84, 110]	[]	[80810577, 80810586, 80810612]
596_11908	chr6	17729532	17729932	+	1000	120.5	[]	[]	[7.239613]	[105]	[]	[17729734]
596_1191	chr12	91920260	91920660	+	1000	663.0	[]	[]	[7.4989777]	[122]	[]	[91920468]
596_11911	chr7	14040570	14040970	+	1000	120.5	[]	[]	[7.705946]	[141]	[]	[14040797]
596_11912	chr7	99103273	99103673	+	1000	120.5	[7.4989777]	[120]	[7.239613]	[149]	[99103467]	[99103496]
596_11913	chr8	8807074	8807474	+	1000	120.5	[11.310461]	[209]	[]	[]	[8807297]	[]
596_11915	chr8	56973221	56973621	+	932	120.5	[11.310461]	[126]	[]	[]	[56973373]	[]
596_11916	chr8	101003494	101003894	+	1000	120.5	[7.4989777]	[207]	[]	[]	[101003708]	[]
596_11917	chr8	116627779	116628179	+	1000	120.5	[]	[]	[11.310461]	[84]	[]	[116627941]
596_11919	chr9	37785009	37785409	+	1000	120.5	[11.310461]	[216]	[]	[]	[37785235]	[]
596_1192	chr3	130383469	130383869	+	1000	662.5	[7.705946]	[150]	[7.705946, 11.310461]	[102, 130]	[130383705]	[130383657, 130383685]
596_11921	chr9	127507403	127507803	+	1000	120.5	[]	[]	[7.239613]	[132]	[]	[127507622]
596_11922	chrX	2502846	2503246	+	1000	120.5	[]	[]	[7.239613]	[176]	[]	[2503096]
596_11925	chr1	43009237	43009637	+	1000	120.0	[11.310461]	[82]	[11.310461]	[143]	[43009406]	[43009467]
596_11926	chr1	67133196	67133596	+	1000	120.0	[7.705946]	[91]	[]	[]	[67133371]	[]
596_11928	chr1	169287224	169287624	+	1000	120.0	[7.4989777]	[115]	[]	[]	[169287432]	[]
596_11929	chr1	181100622	181101022	+	871	120.0	[]	[]	[7.705946]	[186]	[]	[181100835]
596_1193	chr16	27245861	27246261	+	1000	662.0	[]	[]	[7.239613]	[112]	[]	[27246067]
596_11930	chr1	196517255	196517655	+	1000	120.0	[11.310461]	[132]	[]	[]	[196517434]	[]
596_11931	chr1	220431736	220432136	+	1000	120.0	[11.310461]	[126]	[7.239613]	[151]	[220431923]	[220431948]
596_11935	chr11	12199671	12200071	+	935	120.0	[7.239613]	[171]	[7.239613]	[146]	[12199918]	[12199893]
596_11936	chr11	66478969	66479369	+	1000	120.0	[]	[]	[11.310461]	[96]	[]	[66479163]
596_11938	chr12	6371094	6371494	+	1000	120.0	[7.4989777]	[145]	[]	[]	[6371337]	[]
596_11944	chr15	67406603	67407003	+	1000	120.0	[7.4989777]	[177]	[]	[]	[67406832]	[]
596_11945	chr16	48630330	48630730	+	1000	120.0	[]	[]	[11.310461]	[69]	[]	[48630493]
596_11946	chr17	20934237	20934637	+	1000	120.0	[7.239613]	[109]	[]	[]	[20934421]	[]
596_11948	chr17	78048731	78049131	+	1000	120.0	[7.4989777]	[133]	[]	[]	[78048957]	[]
596_11949	chr18	2330788	2331188	+	1000	120.0	[]	[]	[7.4989777]	[127]	[]	[2331010]
596_11950	chr19	16890531	16890931	+	1000	120.0	[]	[]	[11.310461]	[120]	[]	[16890729]
596_11953	chr2	172278648	172279048	+	1000	120.0	[7.239613]	[166]	[]	[]	[172278890]	[]
596_11955	chr2	207926800	207927200	+	848	120.0	[11.310461]	[85]	[]	[]	[207926983]	[]
596_11958	chr22	39958922	39959322	+	1000	120.0	[11.310461, 7.705946]	[65, 99]	[]	[]	[39959079, 39959113]	[]
596_11960	chr3	50088687	50089087	+	1000	120.0	[11.310461]	[115]	[]	[]	[50088891]	[]
596_11961	chr3	179268530	179268930	+	1000	120.0	[]	[]	[11.310461]	[142]	[]	[179268742]
596_11962	chr4	10282007	10282407	+	1000	120.0	[7.4989777]	[74]	[7.4989777]	[129]	[10282173]	[10282228]
596_11965	chr5	34436777	34437177	+	623	120.0	[11.310461]	[153]	[7.4989777]	[111]	[34436996]	[34436954]
596_11966	chr5	82165811	82166211	+	1000	120.0	[]	[]	[7.4989777]	[101]	[]	[82165995]
596_11967	chr6	11412673	11413073	+	1000	120.0	[11.310461]	[156]	[]	[]	[11412908]	[]
596_11968	chr6	20458447	20458847	+	1000	120.0	[]	[]	[7.4989777]	[305]	[]	[20458681]
596_11973	chr7	74279617	74280017	+	1000	120.0	[7.705946]	[124]	[]	[]	[74279798]	[]
596_11974	chr7	103810272	103810672	+	1000	120.0	[]	[]	[7.705946, 7.239613]	[172, 218]	[]	[103810465, 103810511]
596_11975	chr7	135944663	135945063	+	1000	120.0	[]	[]	[7.239613]	[131]	[]	[135944886]
596_11978	chr8	124524476	124524876	+	1000	120.0	[11.310461]	[116]	[7.4989777]	[74]	[124524682]	[124524640]
596_11979	chr9	84542691	84543091	+	1000	120.0	[]	[]	[11.310461]	[56]	[]	[84542846]
596_1198	chr10	73956542	73956942	+	1000	661.0	[11.310461]	[112]	[]	[]	[73956753]	[]
596_11980	chr9	130535926	130536326	+	1000	120.0	[]	[]	[7.239613]	[157]	[]	[130536149]
596_11981	chr9	130946906	130947306	+	1000	120.0	[7.705946]	[256]	[]	[]	[130947109]	[]
596_11982	chrX	44828044	44828444	+	1000	120.0	[]	[]	[11.310461]	[94]	[]	[44828233]
596_11983	chrX	134075933	134076333	+	1000	120.0	[11.310461, 11.310461, 7.705946, 11.310461, 11.310461, 7.705946, 7.705946]	[63, 74, 85, 106, 126, 137, 146]	[]	[]	[134076091, 134076102, 134076113, 134076134, 134076154, 134076165, 134076174]	[]
596_11985	chr1	171741166	171741566	+	1000	119.5	[]	[]	[11.310461]	[145]	[]	[171741395]
596_11986	chr1	234881920	234882320	+	959	119.5	[]	[]	[7.4989777]	[126]	[]	[234882143]
596_11987	chr1	244963375	244963775	+	1000	119.5	[11.310461]	[138]	[]	[]	[244963588]	[]
596_11989	chr11	10458967	10459367	+	1000	119.5	[11.310461]	[171]	[]	[]	[10459172]	[]
596_1199	chr3	142817877	142818277	+	1000	661.0	[7.705946]	[104]	[11.310461]	[93]	[142818077]	[142818066]
596_11990	chr11	86021459	86021859	+	1000	119.5	[7.4989777, 7.705946]	[122, 145]	[]	[]	[86021639, 86021662]	[]
596_11992	chr17	20184928	20185328	+	1000	119.5	[]	[]	[7.4989777]	[123]	[]	[20185143]
596_11993	chr17	48505908	48506308	+	1000	119.5	[]	[]	[7.239613, 7.239613, 7.239613]	[95, 112, 122]	[]	[48506094, 48506111, 48506121]
596_11995	chr18	2568156	2568556	+	1000	119.5	[7.705946, 11.310461, 7.705946]	[103, 170, 176]	[7.705946]	[127]	[2568308, 2568375, 2568381]	[2568332]
596_11996	chr19	10492147	10492547	+	1000	119.5	[11.310461]	[134]	[]	[]	[10492353]	[]
596_12	chrM	9868	10268	+	1000	1632.5	[7.4989777]	[106]	[]	[]	[10037]	[]
596_1200	chr7	108236961	108237361	+	1000	661.0	[]	[]	[11.310461]	[98]	[]	[108237159]
596_12000	chr2	170679557	170679957	+	869	119.5	[]	[]	[11.310461]	[123]	[]	[170679739]
596_12001	chr20	460140	460540	+	1000	119.5	[11.310461, 7.705946]	[135, 154]	[]	[]	[460370, 460389]	[]
596_12002	chr21	28839244	28839644	+	1000	119.5	[]	[]	[11.310461]	[100]	[]	[28839429]
596_12009	chr3	126908621	126909021	+	1000	119.5	[]	[]	[7.4989777, 11.310461, 7.4989777]	[90, 128, 137]	[]	[126908806, 126908844, 126908853]
596_1201	chr3	186997082	186997482	+	1000	660.5	[7.4989777, 7.239613]	[117, 146]	[11.310461, 7.705946, 11.310461]	[62, 95, 125]	[186997289, 186997318]	[186997234, 186997267, 186997297]
596_12010	chr3	172315540	172315940	+	1000	119.5	[]	[]	[7.4989777]	[99]	[]	[172315728]
596_12012	chr4	41207421	41207821	+	973	119.5	[]	[]	[7.4989777]	[114]	[]	[41207612]
596_12013	chr4	56158491	56158891	+	1000	119.5	[11.310461]	[122]	[11.310461, 7.239613, 7.705946, 11.310461, 7.239613]	[68, 87, 111, 141, 152]	[56158697]	[56158643, 56158662, 56158686, 56158716, 56158727]
596_12014	chr4	83548415	83548815	+	1000	119.5	[]	[]	[7.4989777]	[117]	[]	[83548609]
596_12016	chr5	61281686	61282086	+	1000	119.5	[11.310461, 7.705946, 7.4989777]	[93, 156, 178]	[11.310461]	[114]	[61281841, 61281904, 61281926]	[61281862]
596_12018	chr6	17869084	17869484	+	1000	119.5	[]	[]	[7.4989777, 11.310461]	[102, 150]	[]	[17869281, 17869329]
596_12019	chr6	33875245	33875645	+	1000	119.5	[11.310461]	[155]	[]	[]	[33875485]	[]
596_12020	chr6	82247032	82247432	+	1000	119.5	[7.705946]	[234]	[]	[]	[82247246]	[]
596_12025	chr8	30156702	30157102	+	995	119.5	[7.705946]	[136]	[11.310461]	[101]	[30156936]	[30156901]
596_12026	chr8	58833883	58834283	+	1000	119.5	[]	[]	[11.310461]	[135]	[]	[58834111]
596_12027	chr9	125135829	125136229	+	652	119.5	[]	[]	[11.310461, 11.310461]	[101, 142]	[]	[125136005, 125136046]
596_1203	chr17	60390147	60390547	+	1000	660.0	[]	[]	[11.310461]	[145]	[]	[60390392]
596_12032	chr1	70675810	70676210	+	1000	119.0	[]	[]	[11.310461]	[71]	[]	[70675963]
596_12034	chr1	89991316	89991716	+	1000	119.0	[11.310461, 7.239613]	[90, 106]	[]	[]	[89991487, 89991503]	[]
596_12041	chr11	75031347	75031747	+	1000	119.0	[]	[]	[7.705946]	[75]	[]	[75031505]
596_12042	chr11	82895447	82895847	+	977	119.0	[11.310461]	[109]	[7.705946]	[64]	[82895647]	[82895602]
596_12044	chr13	28582511	28582911	+	809	119.0	[]	[]	[7.4989777]	[113]	[]	[28582711]
596_12045	chr14_GL000009v2_random	100438	100838	+	1000	119.0	[7.4989777, 11.310461]	[73, 117]	[]	[]	[100595, 100639]	[]
596_12046	chr15	34047563	34047963	+	1000	119.0	[]	[]	[7.4989777, 7.4989777]	[90, 157]	[]	[34047716, 34047783]
596_12047	chr15	63375022	63375422	+	1000	119.0	[11.310461]	[115]	[]	[]	[63375226]	[]
596_12049	chr16	77722351	77722751	+	933	119.0	[]	[]	[7.239613]	[169]	[]	[77722583]
596_1205	chr21	33976643	33977043	+	1000	659.0	[]	[]	[7.4989777]	[81]	[]	[33976805]
596_12050	chr16	81752110	81752510	+	1000	119.0	[11.310461]	[214]	[]	[]	[81752358]	[]
596_12051	chr16	84738455	84738855	+	1000	119.0	[]	[]	[7.705946, 11.310461]	[113, 165]	[]	[84738630, 84738682]
596_12052	chr17	8212646	8213046	+	1000	119.0	[7.705946]	[132]	[]	[]	[8212862]	[]
596_12053	chr17	44132338	44132738	+	1000	119.0	[7.705946, 7.4989777]	[80, 120]	[]	[]	[44132515, 44132555]	[]
596_12055	chr18	2569095	2569495	+	1000	119.0	[]	[]	[11.310461]	[234]	[]	[2569336]
596_12057	chr18	57443267	57443667	+	1000	119.0	[]	[]	[11.310461]	[110]	[]	[57443471]
596_1206	chr4	78672134	78672534	+	1000	659.0	[11.310461]	[72]	[11.310461]	[115]	[78672301]	[78672344]
596_12062	chr2	27371249	27371649	+	1000	119.0	[7.239613]	[149]	[]	[]	[27371492]	[]
596_12064	chr2	144151412	144151812	+	1000	119.0	[]	[]	[11.310461]	[97]	[]	[144151575]
596_12065	chr2	178414663	178415063	+	1000	119.0	[]	[]	[7.4989777]	[274]	[]	[178414904]
596_12069	chr4	38024049	38024449	+	1000	119.0	[]	[]	[7.4989777]	[136]	[]	[38024277]
596_12072	chr6	38280194	38280594	+	1000	119.0	[11.310461]	[149]	[]	[]	[38280426]	[]
596_12075	chr6	167828244	167828644	+	1000	119.0	[7.705946]	[150]	[]	[]	[167828474]	[]
596_12076	chr7	16299877	16300277	+	1000	119.0	[]	[]	[7.239613]	[112]	[]	[16300083]
596_12078	chr7	112572693	112573093	+	1000	119.0	[7.4989777]	[109]	[]	[]	[112572884]	[]
596_12079	chr7	134574322	134574722	+	1000	119.0	[]	[]	[11.310461, 7.705946]	[75, 101]	[]	[134574489, 134574515]
596_12083	chr9	112072998	112073398	+	949	119.0	[7.4989777]	[107]	[]	[]	[112073160]	[]
596_12088	chr10	71238244	71238644	+	1000	118.5	[]	[]	[11.310461]	[93]	[]	[71238400]
596_1209	chr2	121596336	121596736	+	1000	658.5	[]	[]	[11.310461]	[99]	[]	[121596533]
596_12090	chr11	48093751	48094151	+	1000	118.5	[11.310461]	[106]	[]	[]	[48093921]	[]
596_12094	chr13	44386940	44387340	+	1000	118.5	[]	[]	[11.310461]	[142]	[]	[44387148]
596_12097	chr15	66849920	66850320	+	1000	118.5	[11.310461]	[101]	[]	[]	[66850121]	[]
596_121	chr4	126850220	126850620	+	1000	1410.0	[]	[]	[7.4989777, 7.239613]	[85, 93]	[]	[126850400, 126850408]
596_1210	chr8	122689598	122689998	+	1000	658.5	[7.239613]	[140]	[]	[]	[122689828]	[]
596_12101	chr19	12091991	12092391	+	1000	118.5	[]	[]	[11.310461]	[106]	[]	[12092192]
596_12103	chr19	35740532	35740932	+	1000	118.5	[]	[]	[7.4989777]	[172]	[]	[35740697]
596_12104	chr2	38375686	38376086	+	1000	118.5	[7.239613]	[145]	[11.310461]	[132]	[38375914]	[38375901]
596_12108	chr20	50427652	50428052	+	864	118.5	[11.310461]	[136]	[]	[]	[50427861]	[]
596_12109	chr3	65617218	65617618	+	1000	118.5	[11.310461, 7.4989777]	[68, 89]	[11.310461]	[98]	[65617381, 65617402]	[65617411]
596_12110	chr3	195697719	195698119	+	1000	118.5	[]	[]	[11.310461]	[175]	[]	[195697943]
596_12112	chr4	83408959	83409359	+	1000	118.5	[11.310461]	[101]	[]	[]	[83409145]	[]
596_12113	chr4	138259860	138260260	+	1000	118.5	[11.310461]	[96]	[]	[]	[138260053]	[]
596_12114	chr5	60802198	60802598	+	1000	118.5	[7.4989777, 7.4989777]	[130, 160]	[]	[]	[60802411, 60802441]	[]
596_12117	chr5	132529224	132529624	+	1000	118.5	[]	[]	[7.239613]	[94]	[]	[132529413]
596_1212	chr6	6685327	6685727	+	1000	658.0	[7.239613]	[107]	[]	[]	[6685528]	[]
596_12120	chr6	14170149	14170549	+	1000	118.5	[]	[]	[11.310461]	[106]	[]	[14170351]
596_12122	chr6	25560829	25561229	+	1000	118.5	[7.4989777]	[91]	[7.239613]	[150]	[25561006]	[25561065]
596_12123	chr6	49563209	49563609	+	1000	118.5	[7.4989777]	[156]	[]	[]	[49563454]	[]
596_12124	chr6	160138249	160138649	+	1000	118.5	[11.310461]	[87]	[]	[]	[160138433]	[]
596_12127	chr7	103630333	103630733	+	963	118.5	[7.4989777]	[177]	[7.705946]	[162]	[103630568]	[103630553]
596_12129	chr7	148526804	148527204	+	1000	118.5	[]	[]	[11.310461]	[104]	[]	[148527002]
596_1213	chr3	136840201	136840601	+	1000	657.0	[]	[]	[11.310461]	[102]	[]	[136840400]
596_12130	chr8	37539682	37540082	+	1000	118.5	[7.239613]	[131]	[]	[]	[37539880]	[]
596_12133	chrX	66071129	66071529	+	1000	118.5	[7.239613]	[89]	[]	[]	[66071304]	[]
596_12134	chrX	119685404	119685804	+	1000	118.5	[11.310461]	[109]	[]	[]	[119685603]	[]
596_12135	chrX	154812339	154812739	+	1000	118.5	[7.239613]	[122]	[]	[]	[154812550]	[]
596_12136	chr1	56516431	56516831	+	1000	118.0	[7.705946]	[177]	[]	[]	[56516659]	[]
596_12138	chr1	203625507	203625907	+	942	118.0	[]	[]	[7.239613, 11.310461]	[102, 165]	[]	[203625661, 203625724]
596_1214	chr6	135280702	135281102	+	1000	657.0	[]	[]	[11.310461]	[98]	[]	[135280899]
596_12141	chr13	78758548	78758948	+	1000	118.0	[11.310461]	[113]	[7.705946]	[107]	[78758758]	[78758752]
596_12147	chr17	74296506	74296906	+	1000	118.0	[11.310461]	[124]	[]	[]	[74296723]	[]
596_12148	chr17	76586881	76587281	+	1000	118.0	[7.239613, 7.239613]	[91, 108]	[11.310461]	[129]	[76587058, 76587075]	[76587096]
596_12149	chr18	57051519	57051919	+	1000	118.0	[]	[]	[11.310461, 11.310461]	[81, 143]	[]	[57051688, 57051750]
596_12152	chr2	66405488	66405888	+	1000	118.0	[11.310461]	[78]	[]	[]	[66405656]	[]
596_12160	chr5	30341489	30341889	+	1000	118.0	[7.4989777]	[82]	[11.310461, 7.239613]	[109, 150]	[30341649]	[30341676, 30341717]
596_12161	chr5	91091851	91092251	+	1000	118.0	[]	[]	[7.239613]	[99]	[]	[91092035]
596_12162	chr5	91185422	91185822	+	1000	118.0	[7.4989777]	[57]	[]	[]	[91185577]	[]
596_12163	chr5	132422700	132423100	+	1000	118.0	[]	[]	[7.705946]	[181]	[]	[132422908]
596_12165	chr6	31815005	31815405	+	1000	118.0	[]	[]	[11.310461]	[165]	[]	[31815232]
596_12169	chr7	97298539	97298939	+	1000	118.0	[]	[]	[11.310461]	[92]	[]	[97298720]
596_1217	chr1	66936428	66936828	+	1000	654.5	[7.239613, 11.310461]	[118, 123]	[]	[]	[66936644, 66936649]	[]
596_12172	chr8	55939988	55940388	+	990	118.0	[]	[]	[11.310461]	[107]	[]	[55940182]
596_12175	chr9	73023255	73023655	+	716	118.0	[]	[]	[7.239613]	[77]	[]	[73023431]
596_12176	chr9	99433571	99433971	+	1000	118.0	[]	[]	[11.310461, 11.310461]	[135, 150]	[]	[99433800, 99433815]
596_1218	chr1	86775421	86775821	+	1000	654.5	[11.310461]	[137]	[]	[]	[86775657]	[]
596_12180	chr1	27351154	27351554	+	1000	117.5	[11.310461]	[102]	[]	[]	[27351342]	[]
596_12183	chr1	92957064	92957464	+	1000	117.5	[]	[]	[7.705946]	[97]	[]	[92957233]
596_12185	chr1	156524484	156524884	+	1000	117.5	[]	[]	[7.239613, 11.310461]	[213, 219]	[]	[156524697, 156524703]
596_12186	chr1	206847496	206847896	+	1000	117.5	[7.705946]	[115]	[7.4989777]	[97]	[206847703]	[206847685]
596_12187	chr1	207055574	207055974	+	1000	117.5	[7.4989777]	[130]	[7.239613, 7.4989777]	[103, 114]	[207055797]	[207055770, 207055781]
596_12188	chr1	236365885	236366285	+	1000	117.5	[]	[]	[7.705946]	[104]	[]	[236366077]
596_12194	chr11	113574245	113574645	+	1000	117.5	[11.310461]	[156]	[]	[]	[113574484]	[]
596_12195	chr12	50402707	50403107	+	982	117.5	[]	[]	[7.239613]	[135]	[]	[50402896]
596_12196	chr12	64598910	64599310	+	1000	117.5	[7.239613, 7.4989777]	[133, 143]	[7.239613]	[76]	[64599134, 64599144]	[64599077]
596_12197	chr12	113222720	113223120	+	1000	117.5	[]	[]	[7.4989777]	[117]	[]	[113222925]
596_12203	chr17	15883714	15884114	+	876	117.5	[]	[]	[7.705946]	[86]	[]	[15883869]
596_12204	chr17	54864549	54864949	+	1000	117.5	[11.310461]	[109]	[]	[]	[54864754]	[]
596_12206	chr18	32138283	32138683	+	1000	117.5	[]	[]	[11.310461]	[124]	[]	[32138502]
596_12208	chr19	11568134	11568534	+	867	117.5	[7.239613]	[98]	[7.705946]	[109]	[11568321]	[11568332]
596_12209	chr19	11597190	11597590	+	1000	117.5	[]	[]	[7.239613]	[130]	[]	[11597377]
596_1221	chr15	92904026	92904426	+	1000	654.5	[11.310461]	[97]	[]	[]	[92904223]	[]
596_12210	chr19	19403447	19403847	+	1000	117.5	[]	[]	[7.705946]	[150]	[]	[19403646]
596_12213	chr2	152134577	152134977	+	1000	117.5	[7.4989777]	[106]	[]	[]	[152134778]	[]
596_12215	chr21	14716710	14717110	+	1000	117.5	[11.310461]	[109]	[11.310461]	[182]	[14716878]	[14716951]
596_12216	chr21	15732185	15732585	+	1000	117.5	[11.310461]	[210]	[]	[]	[15732430]	[]
596_12217	chr21	46638429	46638829	+	1000	117.5	[11.310461]	[123]	[11.310461]	[89]	[46638614]	[46638580]
596_12220	chr3	16550772	16551172	+	1000	117.5	[]	[]	[7.705946, 11.310461]	[127, 168]	[]	[16550963, 16551004]
596_12221	chr3	50589108	50589508	+	1000	117.5	[11.310461]	[135]	[]	[]	[50589289]	[]
596_12224	chr4	74531819	74532219	+	1000	117.5	[]	[]	[11.310461]	[158]	[]	[74532040]
596_12225	chr4	125432166	125432566	+	683	117.5	[11.310461]	[99]	[]	[]	[125432360]	[]
596_12227	chr5	134249715	134250115	+	967	117.5	[7.239613]	[151]	[]	[]	[134249946]	[]
596_1223	chr2	86189338	86189738	+	1000	654.0	[7.4989777]	[169]	[]	[]	[86189565]	[]
596_12232	chr7	25862235	25862635	+	1000	117.5	[7.4989777]	[114]	[]	[]	[25862425]	[]
596_12233	chr7	113094960	113095360	+	1000	117.5	[11.310461]	[160]	[]	[]	[113095180]	[]
596_12234	chr8	10775516	10775916	+	1000	117.5	[11.310461]	[135]	[11.310461]	[111]	[10775741]	[10775717]
596_12238	chr8	125001826	125002226	+	1000	117.5	[11.310461]	[190]	[11.310461]	[174]	[125002067]	[125002051]
596_12239	chr9	73412901	73413301	+	931	117.5	[11.310461]	[125]	[]	[]	[73413113]	[]
596_1224	chr18	26468883	26469283	+	1000	653.5	[]	[]	[11.310461]	[120]	[]	[26469100]
596_12240	chr1	27157185	27157585	+	1000	117.0	[11.310461]	[133]	[]	[]	[27157408]	[]
596_12241	chr1	91684746	91685146	+	1000	117.0	[]	[]	[11.310461]	[78]	[]	[91684918]
596_12243	chr1	100130603	100131003	+	1000	117.0	[]	[]	[11.310461]	[184]	[]	[100130819]
596_12244	chr1	193083255	193083655	+	1000	117.0	[7.239613]	[88]	[]	[]	[193083439]	[]
596_12246	chr1	247845300	247845700	+	1000	117.0	[]	[]	[11.310461]	[94]	[]	[247845479]
596_12249	chr11	12003299	12003699	+	1000	117.0	[]	[]	[7.239613]	[117]	[]	[12003486]
596_12250	chr11	46504769	46505169	+	1000	117.0	[7.4989777]	[103]	[]	[]	[46504971]	[]
596_12251	chr11	63582529	63582929	+	654	117.0	[7.239613]	[117]	[]	[]	[63582730]	[]
596_12254	chr12	33156072	33156472	+	1000	117.0	[7.705946]	[134]	[7.239613]	[140]	[33156290]	[33156296]
596_12255	chr12	49914233	49914633	+	1000	117.0	[11.310461]	[127]	[]	[]	[49914419]	[]
596_12256	chr12	64514479	64514879	+	1000	117.0	[]	[]	[7.705946]	[96]	[]	[64514668]
596_12258	chr12	92259277	92259677	+	1000	117.0	[11.310461]	[93]	[11.310461]	[141]	[92259456]	[92259504]
596_12260	chr13	113786137	113786537	+	1000	117.0	[]	[]	[11.310461, 7.4989777, 11.310461, 11.310461]	[162, 174, 189, 243]	[]	[113786291, 113786303, 113786318, 113786372]
596_12262	chr15	41775788	41776188	+	1000	117.0	[]	[]	[11.310461]	[64]	[]	[41775950]
596_12263	chr15	50916401	50916801	+	1000	117.0	[11.310461]	[121]	[]	[]	[50916619]	[]
