#PeakID(python identify_motif.py ./ENCODE_processed_files/CTCF_idr.fa CTCF --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
322_23280	chr6	68468515	68468915	+	1000	129.0	[]	[]	[6.8517466]	[107]	[]	[68468717]
322_23282	chr6	137869297	137869697	+	1000	129.0	[9.428062]	[97]	[]	[]	[137869486]	[]
322_23284	chr7	22725618	22726018	+	1000	129.0	[12.996344]	[99]	[]	[]	[22725811]	[]
322_23285	chr7	23863201	23863601	+	1000	129.0	[17.34763]	[89]	[]	[]	[23863385]	[]
322_23286	chr7	41003029	41003429	+	1000	129.0	[20.000898, 4.9440665]	[108, 121]	[]	[]	[41003227, 41003240]	[]
322_23287	chr7	51067655	51068055	+	1000	129.0	[]	[]	[18.846666]	[115]	[]	[51067852]
322_23288	chr7	77995725	77996125	+	1000	129.0	[5.9645777]	[135]	[]	[]	[77995959]	[]
322_23290	chr8	8942590	8942990	+	1000	129.0	[]	[]	[10.591108]	[115]	[]	[8942802]
322_23293	chr8	125828724	125829124	+	1000	129.0	[10.870941]	[100]	[15.798464]	[100]	[125828920]	[125828920]
322_23294	chr9	4750009	4750409	+	1000	129.0	[12.5607815]	[115]	[]	[]	[4750212]	[]
322_23295	chr9	32526441	32526841	+	1000	129.0	[]	[]	[15.630494]	[90]	[]	[32526626]
322_23296	chr9	116497157	116497557	+	1000	129.0	[4.5057397]	[116]	[]	[]	[116497366]	[]
322_23297	chr9	128610891	128611291	+	1000	129.0	[]	[]	[14.371967]	[116]	[]	[128611098]
322_23298	chr9	132252597	132252997	+	1000	129.0	[]	[]	[16.390333]	[89]	[]	[132252783]
322_233	chr22	22877404	22877804	+	1000	606.0	[4.3962708]	[141]	[18.187014]	[103]	[22877645]	[22877607]
322_2330	chr11	117946892	117947292	+	1000	352.0	[7.361494]	[97]	[21.193321]	[97]	[117947086]	[117947086]
322_23301	chrX	10133953	10134353	+	1000	129.0	[10.8302555]	[97]	[]	[]	[10134149]	[]
322_23308	chrX	84729700	84730100	+	1000	129.0	[17.38672]	[110]	[]	[]	[84729897]	[]
322_23309	chrX	111869537	111869937	+	1000	129.0	[12.573993, 10.445728]	[113, 123]	[]	[]	[111869748, 111869758]	[]
322_23310	chrX	121047324	121047724	+	1000	129.0	[10.424234]	[114]	[]	[]	[121047525]	[]
322_23311	chrX	155086446	155086846	+	1000	129.0	[]	[]	[17.200588]	[91]	[]	[155086634]
322_23313	chr1	17370579	17370979	+	1000	128.0	[4.58565]	[98]	[13.687705]	[95]	[17370775]	[17370772]
322_23314	chr1	25487568	25487968	+	1000	128.0	[]	[]	[20.943188]	[94]	[]	[25487753]
322_23317	chr1	32487221	32487621	+	1000	128.0	[]	[]	[4.6899033]	[128]	[]	[32487441]
322_23318	chr1	35444050	35444450	+	1000	128.0	[]	[]	[12.30386]	[87]	[]	[35444236]
322_23319	chr1	53450238	53450638	+	1000	128.0	[17.430695]	[100]	[]	[]	[53450438]	[]
322_23321	chr1	87084236	87084636	+	1000	128.0	[]	[]	[17.378641]	[109]	[]	[87084441]
322_23322	chr1	111334160	111334560	+	1000	128.0	[5.0001836]	[111]	[11.748881]	[100]	[111334367]	[111334356]
322_23326	chr1	204366767	204367167	+	1000	128.0	[]	[]	[15.865125]	[98]	[]	[204366954]
322_23329	chr1	247431630	247432030	+	1000	128.0	[5.2260995]	[97]	[]	[]	[247431821]	[]
322_2333	chr15	66946688	66947088	+	1000	352.0	[13.883765]	[98]	[]	[]	[66946879]	[]
322_23330	chr10	5294090	5294490	+	1000	128.0	[8.029419]	[139]	[9.850959]	[83]	[5294323]	[5294267]
322_23331	chr10	13099092	13099492	+	1000	128.0	[15.502992]	[88]	[]	[]	[13099280]	[]
322_23332	chr10	20855428	20855828	+	1000	128.0	[]	[]	[11.3843]	[86]	[]	[20855611]
322_23333	chr10	23081885	23082285	+	1000	128.0	[13.759216]	[120]	[]	[]	[23082095]	[]
322_23335	chr10	45983500	45983900	+	1000	128.0	[19.613163]	[84]	[]	[]	[45983683]	[]
322_23337	chr10	93816147	93816547	+	1000	128.0	[12.63001]	[93]	[18.056854]	[93]	[93816339]	[93816339]
322_2334	chr16	67546950	67547350	+	1000	352.0	[19.852055, 7.2845016]	[97, 121]	[4.9783397]	[96]	[67547143, 67547167]	[67547142]
322_23340	chr11	3564419	3564819	+	1000	128.0	[]	[]	[5.9636097]	[78]	[]	[3564593]
322_23341	chr11	28697917	28698317	+	1000	128.0	[]	[]	[18.790869, 10.096777]	[95, 105]	[]	[28698108, 28698118]
322_23343	chr11	31887160	31887560	+	1000	128.0	[]	[]	[12.068724]	[119]	[]	[31887375]
322_23344	chr11	61954132	61954532	+	1000	128.0	[7.8585024]	[90]	[]	[]	[61954321]	[]
322_23347	chr11	111996715	111997115	+	1000	128.0	[]	[]	[14.1703005]	[99]	[]	[111996909]
322_23348	chr12	4579701	4580101	+	1000	128.0	[10.376304, 4.6548]	[103, 134]	[]	[]	[4579899, 4579930]	[]
322_23349	chr12	5796472	5796872	+	1000	128.0	[4.7844234, 5.9701715]	[122, 125]	[9.522882]	[96]	[5796691, 5796694]	[5796665]
322_2335	chr17	44168411	44168811	+	1000	352.0	[]	[]	[13.510855]	[103]	[]	[44168610]
322_23352	chr12	102095664	102096064	+	1000	128.0	[12.675939]	[113]	[]	[]	[102095863]	[]
322_23354	chr12	122880732	122881132	+	1000	128.0	[11.314469]	[114]	[]	[]	[122880934]	[]
322_23355	chr13	20828532	20828932	+	1000	128.0	[]	[]	[17.124989]	[84]	[]	[20828709]
322_23359	chr13	100721893	100722293	+	1000	128.0	[15.16178]	[103]	[5.6039305]	[102]	[100722096]	[100722095]
322_23362	chr14	67118204	67118604	+	1000	128.0	[]	[]	[17.139408]	[105]	[]	[67118401]
322_23363	chr14	74324815	74325215	+	1000	128.0	[11.851767]	[109]	[]	[]	[74325022]	[]
322_23365	chr14	94433892	94434292	+	1000	128.0	[20.26064]	[99]	[]	[]	[94434088]	[]
322_23367	chr15	87623848	87624248	+	1000	128.0	[17.847502]	[85]	[]	[]	[87624028]	[]
322_23368	chr16	7513395	7513795	+	1000	128.0	[16.236942]	[104]	[4.618012]	[100]	[7513587]	[7513583]
322_23369	chr16	24906199	24906599	+	1000	128.0	[15.1084385]	[81]	[]	[]	[24906377]	[]
322_23370	chr16	26963089	26963489	+	1000	128.0	[18.227283]	[95]	[]	[]	[26963282]	[]
322_23371	chr17	21239657	21240057	+	1000	128.0	[5.051101]	[89]	[14.713232]	[88]	[21239844]	[21239843]
322_23373	chr17	43338920	43339320	+	1000	128.0	[]	[]	[16.390333]	[81]	[]	[43339100]
322_23374	chr17	47362164	47362564	+	1000	128.0	[16.390333]	[123]	[]	[]	[47362362]	[]
322_23376	chr17	62693173	62693573	+	1000	128.0	[]	[]	[11.627925]	[79]	[]	[62693341]
322_23381	chr18	63578365	63578765	+	1000	128.0	[]	[]	[14.40793]	[104]	[]	[63578562]
322_23382	chr18	78875483	78875883	+	1000	128.0	[14.365744]	[109]	[]	[]	[78875683]	[]
322_23383	chr19	3224354	3224754	+	1000	128.0	[14.399679]	[114]	[]	[]	[3224568]	[]
322_23384	chr19	10861105	10861505	+	1000	128.0	[11.025621]	[106]	[]	[]	[10861309]	[]
322_23386	chr19	49571274	49571674	+	1000	128.0	[]	[]	[13.679392]	[95]	[]	[49571468]
322_2339	chr19	2648431	2648831	+	1000	352.0	[14.393125]	[104]	[12.374079]	[101]	[2648629]	[2648626]
322_23392	chr2	60560761	60561161	+	1000	128.0	[20.40289]	[116]	[]	[]	[60560960]	[]
322_23397	chr2	121297463	121297863	+	1000	128.0	[9.889279]	[86]	[9.468533]	[85]	[121297649]	[121297648]
322_23398	chr2	169983517	169983917	+	1000	128.0	[]	[]	[12.125396]	[84]	[]	[169983695]
322_234	chr9	122122969	122123369	+	1000	606.0	[7.697683]	[105]	[20.24284, 10.656462, 5.811588]	[79, 105, 118]	[122123170]	[122123144, 122123170, 122123183]
322_2340	chr19	14486380	14486780	+	1000	352.0	[]	[]	[13.217046]	[97]	[]	[14486574]
322_23401	chr2	173568065	173568465	+	1000	128.0	[7.749854]	[127]	[12.833259]	[97]	[173568287]	[173568257]
322_23402	chr2	188291660	188292060	+	1000	128.0	[9.325318]	[109]	[]	[]	[188291852]	[]
322_23403	chr2	198127639	198128039	+	1000	128.0	[]	[]	[16.722557]	[110]	[]	[198127837]
322_23405	chr2	208101938	208102338	+	1000	128.0	[11.941985, 6.8175526]	[97, 100]	[]	[]	[208102132, 208102135]	[]
322_23407	chr2	217650741	217651141	+	1000	128.0	[17.10692, 5.157839]	[94, 104]	[9.301975]	[152]	[217650931, 217650941]	[217650989]
322_23409	chr2	238513339	238513739	+	1000	128.0	[7.567522, 13.206487]	[105, 108]	[4.7537313]	[105]	[238513541, 238513544]	[238513541]
322_2341	chr19	17938224	17938624	+	1000	352.0	[16.859348]	[105]	[6.935737]	[124]	[17938422]	[17938441]
322_23410	chr20	18019095	18019495	+	1000	128.0	[]	[]	[11.049795]	[108]	[]	[18019295]
322_23412	chr20	43563431	43563831	+	1000	128.0	[9.872438]	[103]	[]	[]	[43563624]	[]
322_23413	chr20	45933597	45933997	+	1000	128.0	[14.452105]	[103]	[7.3225594]	[103]	[45933787]	[45933787]
322_23414	chr20	59850024	59850424	+	1000	128.0	[]	[]	[10.981394]	[103]	[]	[59850225]
322_23416	chr22	21906856	21907256	+	1000	128.0	[5.512322]	[55]	[8.087626]	[102]	[21907011]	[21907058]
322_23417	chr22	23770925	23771325	+	1000	128.0	[6.345192]	[91]	[5.9240923, 4.490657]	[90, 151]	[23771108]	[23771107, 23771168]
322_23418	chr22	31082649	31083049	+	1000	128.0	[]	[]	[18.850037]	[78]	[]	[31082825]
322_2342	chr2	68441712	68442112	+	1000	352.0	[]	[]	[20.757269]	[109]	[]	[68441918]
322_23424	chr3	126522252	126522652	+	1000	128.0	[22.279346]	[107]	[9.63935]	[107]	[126522454]	[126522454]
322_23427	chr3	185575389	185575789	+	1000	128.0	[]	[]	[15.8387985]	[87]	[]	[185575575]
322_23428	chr3	185677202	185677602	+	1000	128.0	[10.594674]	[98]	[]	[]	[185677392]	[]
322_23429	chr4	9123515	9123915	+	1000	128.0	[]	[]	[17.542612]	[122]	[]	[9123733]
322_2343	chr2	75640517	75640917	+	1000	352.0	[18.49141]	[92]	[4.319867]	[133]	[75640706]	[75640747]
322_23431	chr4	56048913	56049313	+	1000	128.0	[7.4322753]	[89]	[5.7332277]	[89]	[56049101]	[56049101]
322_23432	chr4	139655031	139655431	+	1000	128.0	[12.109858]	[106]	[]	[]	[139655227]	[]
322_23433	chr4	140427547	140427947	+	1000	128.0	[16.180399]	[100]	[4.572804, 6.6904607]	[100, 134]	[140427733]	[140427733, 140427767]
322_23435	chr5	60287160	60287560	+	1000	128.0	[]	[]	[16.133204]	[124]	[]	[60287379]
322_23436	chr5	73596667	73597067	+	1000	128.0	[]	[]	[17.355259]	[109]	[]	[73596871]
322_23439	chr5	132283406	132283806	+	1000	128.0	[]	[]	[11.18062]	[110]	[]	[132283612]
322_23440	chr5	149765926	149766326	+	1000	128.0	[9.948129]	[106]	[16.80507]	[106]	[149766122]	[149766122]
322_23441	chr5	150989667	150990067	+	1000	128.0	[]	[]	[11.007267]	[111]	[]	[150989873]
322_23442	chr5	157816672	157817072	+	1000	128.0	[15.73038]	[112]	[]	[]	[157816874]	[]
322_23443	chr5	173010503	173010903	+	1000	128.0	[10.513907]	[92]	[]	[]	[173010695]	[]
322_23447	chr6	34243858	34244258	+	1000	128.0	[11.858591]	[109]	[7.9379683]	[148]	[34244049]	[34244088]
322_23448	chr6	56595491	56595891	+	1000	128.0	[]	[]	[19.329666]	[100]	[]	[56595689]
322_23449	chr6	70520570	70520970	+	1000	128.0	[16.431046]	[95]	[12.997163]	[95]	[70520762]	[70520762]
322_23450	chr6	98769548	98769948	+	1000	128.0	[11.125464]	[87]	[6.315576]	[87]	[98769730]	[98769730]
322_23452	chr6	110483551	110483951	+	1000	128.0	[5.982479, 10.5824175]	[80, 95]	[]	[]	[110483719, 110483734]	[]
322_23453	chr6	143027062	143027462	+	1000	128.0	[]	[]	[6.7623425]	[85]	[]	[143027246]
322_23454	chr6	161429950	161430350	+	1000	128.0	[9.285273]	[103]	[4.740136]	[143]	[161430139]	[161430179]
322_23456	chr7	3995212	3995612	+	1000	128.0	[4.584805]	[147]	[4.9555507]	[147]	[3995457]	[3995457]
322_23457	chr7	6965027	6965427	+	1000	128.0	[16.940178]	[104]	[]	[]	[6965231]	[]
322_23461	chr7	64630407	64630807	+	1000	128.0	[]	[]	[11.209115]	[88]	[]	[64630593]
322_23464	chr7	105335959	105336359	+	1000	128.0	[]	[]	[17.506083]	[83]	[]	[105336141]
322_23465	chr7	111855226	111855626	+	1000	128.0	[]	[]	[11.621576]	[109]	[]	[111855435]
322_23466	chr7	137816742	137817142	+	1000	128.0	[13.680146]	[113]	[]	[]	[137816951]	[]
322_23467	chr7	151310510	151310910	+	1000	128.0	[17.971325]	[89]	[]	[]	[151310693]	[]
322_23471	chr8	124372661	124373061	+	1000	128.0	[]	[]	[9.531415, 8.200897]	[114, 117]	[]	[124372872, 124372875]
322_23474	chr9	14428778	14429178	+	1000	128.0	[]	[]	[21.0853]	[75]	[]	[14428952]
322_23475	chr9	36991554	36991954	+	1000	128.0	[9.85587]	[103]	[21.009075, 7.3980255]	[103, 152]	[36991753]	[36991753, 36991802]
322_23476	chr9	75238344	75238744	+	1000	128.0	[]	[]	[12.916948, 8.806667]	[88, 98]	[]	[75238530, 75238540]
322_23477	chr9	78004527	78004927	+	1000	128.0	[15.068372]	[107]	[]	[]	[78004720]	[]
322_23478	chr9	92986158	92986558	+	1000	128.0	[15.283902]	[92]	[]	[]	[92986349]	[]
322_2348	chr6	36340947	36341347	+	1000	352.0	[16.404264]	[95]	[5.5517178]	[95]	[36341133]	[36341133]
322_23480	chr9	136268343	136268743	+	1000	128.0	[]	[]	[18.581423]	[99]	[]	[136268532]
322_23482	chrX	55343085	55343485	+	1000	128.0	[]	[]	[15.423125]	[86]	[]	[55343264]
322_23488	chr1	6445088	6445488	+	1000	127.0	[11.595902, 5.733774]	[112, 115]	[8.629234]	[115]	[6445297, 6445300]	[6445300]
322_23490	chr1	13930163	13930563	+	1000	127.0	[18.677408]	[90]	[]	[]	[13930351]	[]
322_23491	chr1	21669812	21670212	+	1000	127.0	[8.304185]	[93]	[]	[]	[21670002]	[]
322_23493	chr1	43074249	43074649	+	1000	127.0	[]	[]	[12.916771]	[101]	[]	[43074440]
322_23494	chr1	52666318	52666718	+	1000	127.0	[]	[]	[10.900549]	[99]	[]	[52666514]
322_23497	chr1	110467681	110468081	+	1000	127.0	[8.685666, 8.418018]	[102, 146]	[5.440994, 13.722209]	[91, 102]	[110467875, 110467919]	[110467864, 110467875]
322_23499	chr1	115677578	115677978	+	1000	127.0	[]	[]	[14.6826315]	[103]	[]	[115677768]
322_23505	chr10	79069035	79069435	+	1000	127.0	[6.1999087]	[79]	[9.32582]	[100]	[79069212]	[79069233]
322_23506	chr10	90779573	90779973	+	1000	127.0	[13.495668]	[91]	[]	[]	[90779757]	[]
322_23507	chr10	93115776	93116176	+	1000	127.0	[18.211273, 7.278405]	[115, 146]	[]	[]	[93115986, 93116017]	[]
322_23509	chr11	6612756	6613156	+	1000	127.0	[]	[]	[8.989915]	[130]	[]	[6612984]
322_23510	chr11	20634036	20634436	+	1000	127.0	[]	[]	[10.282883]	[99]	[]	[20634224]
322_23511	chr11	72181667	72182067	+	1000	127.0	[]	[]	[10.97459]	[106]	[]	[72181867]
322_23514	chr12	47547074	47547474	+	1000	127.0	[10.291862]	[84]	[]	[]	[47547255]	[]
322_23515	chr12	123468788	123469188	+	1000	127.0	[4.804155]	[96]	[]	[]	[123468983]	[]
322_23516	chr12	123972695	123973095	+	1000	127.0	[]	[]	[9.181459]	[90]	[]	[123972883]
322_23518	chr13	20197311	20197711	+	1000	127.0	[13.85525, 6.8265047]	[110, 151]	[]	[]	[20197511, 20197552]	[]
322_23519	chr13	21638231	21638631	+	1000	127.0	[18.090046]	[93]	[]	[]	[21638420]	[]
322_2352	chr7	100851993	100852393	+	1000	352.0	[5.137977]	[64]	[13.95543]	[114]	[100852151]	[100852201]
322_23520	chr13	24997374	24997774	+	1000	127.0	[]	[]	[11.020299]	[84]	[]	[24997556]
322_23525	chr14	20662957	20663357	+	1000	127.0	[4.611838, 12.848465]	[66, 99]	[4.513416]	[99]	[20663119, 20663152]	[20663152]
322_23526	chr14	21825133	21825533	+	1000	127.0	[14.40364]	[86]	[8.254083, 7.083562]	[85, 114]	[21825316]	[21825315, 21825344]
322_23527	chr14	61286155	61286555	+	1000	127.0	[]	[]	[16.343363]	[100]	[]	[61286353]
322_23528	chr14	103185359	103185759	+	1000	127.0	[]	[]	[9.293988]	[92]	[]	[103185543]
322_23529	chr15	51905844	51906244	+	1000	127.0	[5.771279]	[136]	[14.625925]	[91]	[51906075]	[51906030]
322_2353	chr9	121213193	121213593	+	1000	352.0	[17.559532]	[94]	[]	[]	[121213385]	[]
322_23532	chr16	2816997	2817397	+	1000	127.0	[7.882987, 16.715656]	[67, 99]	[9.2745905]	[99]	[2817164, 2817196]	[2817196]
322_23539	chr17	45019223	45019623	+	1000	127.0	[9.043016]	[129]	[11.83158]	[95]	[45019435]	[45019401]
322_2354	chr9	127589848	127590248	+	1000	352.0	[13.065]	[108]	[]	[]	[127590054]	[]
322_23540	chr17	48663125	48663525	+	1000	127.0	[15.493434]	[104]	[]	[]	[48663319]	[]
322_23546	chr19	11440808	11441208	+	1000	127.0	[]	[]	[13.470782]	[88]	[]	[11440995]
322_23548	chr19	18644342	18644742	+	1000	127.0	[]	[]	[11.714731]	[105]	[]	[18644535]
322_2355	chr1	6727439	6727839	+	1000	351.0	[]	[]	[6.109379]	[121]	[]	[6727660]
322_23552	chr2	10909666	10910066	+	1000	127.0	[7.5987377]	[84]	[7.1102414]	[108]	[10909844]	[10909868]
322_23553	chr2	15058011	15058411	+	1000	127.0	[7.578384]	[107]	[16.475403, 5.5574074]	[106, 127]	[15058217]	[15058216, 15058237]
322_23554	chr2	97012186	97012586	+	1000	127.0	[14.79435]	[102]	[]	[]	[97012386]	[]
322_23556	chr2	138846209	138846609	+	1000	127.0	[13.246371]	[107]	[]	[]	[138846409]	[]
322_23557	chr2	167964875	167965275	+	1000	127.0	[17.217855]	[103]	[]	[]	[167965078]	[]
322_23558	chr2	168494417	168494817	+	1000	127.0	[]	[]	[7.1229606]	[75]	[]	[168494591]
322_23559	chr2	182077624	182078024	+	1000	127.0	[]	[]	[15.411096]	[115]	[]	[182077831]
322_2356	chr1	9950296	9950696	+	1000	351.0	[15.074878]	[92]	[]	[]	[9950487]	[]
322_23560	chr2	226978985	226979385	+	1000	127.0	[4.9177485]	[88]	[11.292056]	[87]	[226979168]	[226979167]
322_23561	chr2	229587065	229587465	+	1000	127.0	[]	[]	[13.58904]	[117]	[]	[229587281]
322_23563	chr20	21719596	21719996	+	1000	127.0	[21.19002, 5.022537]	[111, 135]	[]	[]	[21719795, 21719819]	[]
322_23564	chr20	50504149	50504549	+	1000	127.0	[12.858985]	[101]	[]	[]	[50504334]	[]
322_23565	chr20	56995589	56995989	+	1000	127.0	[14.160659]	[83]	[20.816563, 6.7227798]	[83, 134]	[56995770]	[56995770, 56995821]
322_23568	chr21	32916698	32917098	+	1000	127.0	[]	[]	[13.546275]	[90]	[]	[32916888]
322_23570	chr22	16717953	16718353	+	1000	127.0	[8.719164]	[92]	[6.985233, 11.183657]	[86, 89]	[16718137]	[16718131, 16718134]
322_23572	chr22	40399192	40399592	+	1000	127.0	[13.272742]	[103]	[4.7168527]	[149]	[40399394]	[40399440]
322_23575	chr3	57179583	57179983	+	1000	127.0	[10.468456]	[88]	[]	[]	[57179767]	[]
322_23579	chr3	109275676	109276076	+	1000	127.0	[12.508004, 5.8257213]	[86, 132]	[]	[]	[109275860, 109275906]	[]
322_2358	chr1	12208833	12209233	+	1000	351.0	[4.8403306]	[139]	[21.15226]	[98]	[12209070]	[12209029]
322_23580	chr3	122299851	122300251	+	1000	127.0	[13.241364]	[106]	[5.5231876, 13.398963]	[103, 106]	[122300045]	[122300042, 122300045]
322_23584	chr3	152071925	152072325	+	1000	127.0	[13.868058, 6.509144]	[109, 143]	[]	[]	[152072128, 152072162]	[]
322_23587	chr4	13431276	13431676	+	1000	127.0	[]	[]	[16.320997]	[103]	[]	[13431473]
322_23588	chr4	26061236	26061636	+	1000	127.0	[12.313602]	[107]	[7.089999]	[121]	[26061430]	[26061444]
322_2359	chr1	15431125	15431525	+	1000	351.0	[9.536933, 4.7677073]	[97, 137]	[17.84339]	[97]	[15431311, 15431351]	[15431311]
322_23591	chr4	118682935	118683335	+	1000	127.0	[]	[]	[14.513256]	[110]	[]	[118683129]
322_23592	chr5	1235362	1235762	+	1000	127.0	[]	[]	[12.336486]	[113]	[]	[1235571]
322_23593	chr5	1601606	1602006	+	1000	127.0	[]	[]	[5.294472]	[149]	[]	[1601832]
322_23594	chr5	34919129	34919529	+	1000	127.0	[]	[]	[9.041935]	[104]	[]	[34919322]
322_23597	chr5	138825253	138825653	+	1000	127.0	[17.04579]	[105]	[]	[]	[138825457]	[]
322_23598	chr5	139402546	139402946	+	1000	127.0	[4.9610515]	[106]	[13.491588]	[105]	[139402743]	[139402742]
322_23599	chr5	154945681	154946081	+	1000	127.0	[19.118004]	[102]	[]	[]	[154945874]	[]
322_236	chr14	21092472	21092872	+	1000	604.0	[16.968811]	[63]	[12.661849]	[117]	[21092633]	[21092687]
322_23600	chr5	159773062	159773462	+	1000	127.0	[]	[]	[10.871268]	[83]	[]	[159773241]
322_23601	chr6	32061003	32061403	+	1000	127.0	[13.998599]	[120]	[]	[]	[32061206]	[]
322_23605	chr6	116779571	116779971	+	1000	127.0	[19.241117]	[101]	[7.5120807]	[101]	[116779770]	[116779770]
322_23608	chr6	155268095	155268495	+	1000	127.0	[4.8375263]	[98]	[8.34418]	[97]	[155268292]	[155268291]
322_23613	chr7	100217968	100218368	+	1000	127.0	[]	[]	[15.981931, 4.6999497]	[74, 120]	[]	[100218142, 100218188]
322_23614	chr7	113113926	113114326	+	1000	127.0	[7.4823823]	[94]	[14.7944765]	[94]	[113114118]	[113114118]
322_23615	chr7	116828289	116828689	+	1000	127.0	[4.5980144]	[86]	[]	[]	[116828474]	[]
322_23619	chr8	10425153	10425553	+	1000	127.0	[]	[]	[17.695215]	[92]	[]	[10425341]
322_23622	chr8	95519216	95519616	+	1000	127.0	[12.775451]	[99]	[]	[]	[95519408]	[]
322_23623	chr8	97452668	97453068	+	1000	127.0	[15.263103]	[89]	[]	[]	[97452854]	[]
322_23624	chr8	100158304	100158704	+	1000	127.0	[13.976808]	[109]	[]	[]	[100158513]	[]
322_23626	chr8	106521797	106522197	+	1000	127.0	[]	[]	[16.920847]	[100]	[]	[106521990]
322_23627	chr8	141075511	141075911	+	1000	127.0	[]	[]	[23.257341]	[64]	[]	[141075675]
322_23628	chr9	306954	307354	+	1000	127.0	[4.744447]	[97]	[8.279374]	[81]	[307150]	[307134]
322_23633	chrX	25034850	25035250	+	1000	127.0	[14.174416]	[90]	[]	[]	[25035038]	[]
322_23634	chrX	78024728	78025128	+	1000	127.0	[]	[]	[16.710472]	[112]	[]	[78024931]
322_23635	chrX	108020504	108020904	+	1000	127.0	[14.658928]	[117]	[]	[]	[108020717]	[]
322_23636	chrX	113928973	113929373	+	1000	127.0	[13.480185]	[92]	[]	[]	[113929163]	[]
322_23638	chrX	123770448	123770848	+	1000	127.0	[]	[]	[15.647944]	[112]	[]	[123770644]
322_23639	chrX	135342797	135343197	+	1000	127.0	[5.055344]	[61]	[9.68034]	[93]	[135342951]	[135342983]
322_23640	chrX	136711147	136711547	+	1000	127.0	[16.96269]	[87]	[6.022299]	[117]	[136711332]	[136711362]
322_23641	chr1	5830749	5831149	+	1000	126.0	[]	[]	[6.5495524]	[110]	[]	[5830943]
322_23645	chr1	67144713	67145113	+	1000	126.0	[8.137483]	[107]	[]	[]	[67144915]	[]
322_23649	chr1	179599636	179600036	+	1000	126.0	[10.898596]	[104]	[20.163214]	[104]	[179599832]	[179599832]
322_2365	chr12	47963278	47963678	+	1000	351.0	[7.5596185]	[57]	[6.718827, 12.871623]	[83, 93]	[47963435]	[47963461, 47963471]
322_23650	chr1	200258422	200258822	+	1000	126.0	[11.736947]	[89]	[8.579233]	[88]	[200258610]	[200258609]
322_23651	chr1	200262313	200262713	+	1000	126.0	[8.604237]	[92]	[]	[]	[200262502]	[]
322_23652	chr1	206925355	206925755	+	1000	126.0	[13.744944]	[113]	[5.6895843]	[113]	[206925554]	[206925554]
322_23653	chr1	235601090	235601490	+	1000	126.0	[]	[]	[14.615167]	[99]	[]	[235601281]
322_23655	chr10	93357669	93358069	+	1000	126.0	[]	[]	[11.940677]	[105]	[]	[93357872]
322_23658	chr11	40294068	40294468	+	1000	126.0	[]	[]	[16.389378]	[99]	[]	[40294260]
322_23659	chr11	64704483	64704883	+	1000	126.0	[]	[]	[9.26452]	[117]	[]	[64704692]
322_23660	chr11	70448998	70449398	+	1000	126.0	[15.963058]	[87]	[]	[]	[70449178]	[]
322_23661	chr11	72553740	72554140	+	1000	126.0	[]	[]	[14.319129]	[103]	[]	[72553940]
322_23662	chr11	84558069	84558469	+	1000	126.0	[16.649887]	[105]	[6.0808077]	[105]	[84558272]	[84558272]
322_23665	chr12	8780393	8780793	+	1000	126.0	[7.312945, 7.2518997]	[101, 111]	[]	[]	[8780584, 8780594]	[]
322_23667	chr12	52222007	52222407	+	1000	126.0	[7.394713, 7.4580674]	[108, 118]	[]	[]	[52222211, 52222221]	[]
322_2367	chr15	101006949	101007349	+	1000	351.0	[5.1940565]	[95]	[20.172745, 9.27802]	[95, 123]	[101007140]	[101007140, 101007168]
322_23671	chr12	103870536	103870936	+	1000	126.0	[]	[]	[8.635297]	[118]	[]	[103870746]
322_23672	chr12	105279456	105279856	+	1000	126.0	[20.516514]	[89]	[]	[]	[105279645]	[]
322_23673	chr12	111824285	111824685	+	1000	126.0	[5.5281053, 5.156198, 8.547181]	[87, 115, 117]	[8.363032]	[151]	[111824470, 111824498, 111824500]	[111824534]
322_23676	chr13	20703978	20704378	+	1000	126.0	[15.860467]	[143]	[4.616416]	[61]	[20704212]	[20704130]
322_23677	chr13	52862345	52862745	+	1000	126.0	[17.599264]	[120]	[]	[]	[52862551]	[]
322_23678	chr13	95660993	95661393	+	1000	126.0	[]	[]	[18.251856]	[90]	[]	[95661183]
322_23679	chr14	23727538	23727938	+	1000	126.0	[17.043219]	[78]	[]	[]	[23727715]	[]
322_2368	chr16	3129503	3129903	+	1000	351.0	[4.5490174]	[65]	[16.825523]	[111]	[3129665]	[3129711]
322_23681	chr14	64910860	64911260	+	1000	126.0	[]	[]	[12.44782]	[107]	[]	[64911055]
322_23682	chr14	74294248	74294648	+	1000	126.0	[]	[]	[14.563746]	[86]	[]	[74294432]
322_23683	chr14	77151318	77151718	+	1000	126.0	[]	[]	[12.832049]	[101]	[]	[77151507]
322_23684	chr14	77761640	77762040	+	1000	126.0	[6.4126134]	[96]	[]	[]	[77761832]	[]
322_23685	chr14	99460925	99461325	+	1000	126.0	[]	[]	[12.761973, 4.8730555]	[105, 138]	[]	[99461125, 99461158]
322_23688	chr15	64426863	64427263	+	1000	126.0	[14.387191]	[88]	[]	[]	[64427049]	[]
322_23690	chr15	97755109	97755509	+	1000	126.0	[]	[]	[16.747808]	[105]	[]	[97755313]
