#PeakID(python scan_motif.py ./ENCODE_processed_files/TEAD4_idr.fa TEAD4 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
171_20786	chr12	57744760	57745160	+	1000	86.0	[]	[]	[7.3263307]	[102]	[]	[57744956]
171_20790	chr12	96371104	96371504	+	1000	86.0	[]	[]	[11.970033]	[66]	[]	[96371269]
171_20795	chr13	25200776	25201176	+	1000	86.0	[9.952792]	[106]	[9.395648]	[123]	[25200976]	[25200993]
171_20799	chr13	110981354	110981754	+	1000	86.0	[6.910793]	[83]	[]	[]	[110981533]	[]
171_20800	chr14	20657368	20657768	+	1000	86.0	[6.7503724]	[146]	[11.988031]	[153]	[20657609]	[20657616]
171_20802	chr14	22872532	22872932	+	1000	86.0	[]	[]	[6.660366]	[82]	[]	[22872696]
171_20817	chr15	95170088	95170488	+	1000	86.0	[]	[]	[9.605281]	[109]	[]	[95170281]
171_20818	chr16	1528439	1528839	+	1000	86.0	[11.988031]	[114]	[]	[]	[1528646]	[]
171_20822	chr16	30747982	30748382	+	1000	86.0	[10.0733185]	[71]	[]	[]	[30748149]	[]
171_20825	chr16	78375990	78376390	+	1000	86.0	[]	[]	[8.9615]	[103]	[]	[78376170]
171_20828	chr17	933435	933835	+	1000	86.0	[7.5952926]	[116]	[]	[]	[933643]	[]
171_2083	chr1	150604723	150605123	+	1000	372.0	[8.9615]	[113]	[]	[]	[150604934]	[]
171_20836	chr17	42640160	42640560	+	1000	86.0	[6.6825495]	[107]	[]	[]	[42640364]	[]
171_2084	chr1	160911455	160911855	+	1000	372.0	[]	[]	[9.364644, 6.910793]	[80, 147]	[]	[160911629, 160911696]
171_20842	chr17	59527415	59527815	+	1000	86.0	[]	[]	[6.678365]	[159]	[]	[59527648]
171_20843	chr17	60082508	60082908	+	1000	86.0	[]	[]	[14.352782]	[102]	[]	[60082707]
171_20846	chr17	78314225	78314625	+	1000	86.0	[]	[]	[9.112068]	[65]	[]	[78314387]
171_20848	chr18	74796897	74797297	+	1000	86.0	[8.9795]	[156]	[]	[]	[74797123]	[]
171_20849	chr19	1253504	1253904	+	1000	86.0	[8.9795]	[103]	[]	[]	[1253706]	[]
171_20851	chr19	3374508	3374908	+	1000	86.0	[]	[]	[6.7503724]	[64]	[]	[3374672]
171_20854	chr19	6862694	6863094	+	1000	86.0	[11.970033]	[74]	[]	[]	[6862857]	[]
171_20857	chr19	15329916	15330316	+	1000	86.0	[7.0647864]	[131]	[]	[]	[15330125]	[]
171_20861	chr19	41308489	41308889	+	1000	86.0	[]	[]	[9.303733, 7.931352]	[60, 133]	[]	[41308645, 41308718]
171_20866	chr19	50537674	50538074	+	1000	86.0	[]	[]	[6.621249, 10.370207]	[75, 98]	[]	[50537826, 50537849]
171_20870	chr2	24490145	24490545	+	1000	86.0	[]	[]	[11.988031]	[128]	[]	[24490358]
171_20873	chr2	54568975	54569375	+	1000	86.0	[9.043116]	[145]	[]	[]	[54569218]	[]
171_20875	chr2	69914322	69914722	+	1000	86.0	[6.747317]	[54]	[]	[]	[69914475]	[]
171_20881	chr2	99336357	99336757	+	1000	86.0	[]	[]	[6.747317]	[70]	[]	[99336511]
171_20885	chr2	105380653	105381053	+	1000	86.0	[6.9442596, 9.395648]	[71, 109]	[7.5245605]	[98]	[105380818, 105380856]	[105380845]
171_20888	chr2	190762559	190762959	+	1000	86.0	[]	[]	[9.303733]	[58]	[]	[190762716]
171_20889	chr2	216880680	216881080	+	1000	86.0	[10.314102]	[109]	[]	[]	[216880872]	[]
171_20893	chr20	34797316	34797716	+	1000	86.0	[10.603825]	[125]	[6.9442596]	[64]	[34797539]	[34797478]
171_20896	chr20	49699286	49699686	+	1000	86.0	[7.5952926]	[146]	[]	[]	[49699523]	[]
171_20897	chr20	62861964	62862364	+	1000	86.0	[]	[]	[7.9874573]	[131]	[]	[62862187]
171_20898	chr21	35508327	35508727	+	1000	86.0	[7.030897]	[138]	[]	[]	[35508564]	[]
171_209	chr9	108094160	108094560	+	1000	657.0	[]	[]	[10.0733185]	[97]	[]	[108094356]
171_20906	chr3	5086700	5087100	+	1000	86.0	[11.970033]	[111]	[]	[]	[5086905]	[]
171_20908	chr3	13479907	13480307	+	1000	86.0	[7.9493513]	[100]	[]	[]	[13480105]	[]
171_20911	chr3	17891459	17891859	+	1000	86.0	[7.3083315]	[94]	[]	[]	[17891632]	[]
171_20915	chr3	105866874	105867274	+	1000	86.0	[6.9287915]	[155]	[]	[]	[105867119]	[]
171_20916	chr3	114056503	114056903	+	1000	86.0	[]	[]	[9.174619]	[97]	[]	[114056693]
171_20922	chr3	143092197	143092597	+	1000	86.0	[]	[]	[6.660366]	[158]	[]	[143092432]
171_20926	chr3	186745955	186746355	+	1000	86.0	[11.970033]	[134]	[]	[]	[186746169]	[]
171_20931	chr4	83255570	83255970	+	1000	86.0	[9.605281]	[106]	[]	[]	[83255762]	[]
171_20933	chr4	86972897	86973297	+	1000	86.0	[]	[]	[6.678365]	[136]	[]	[86973129]
171_20934	chr4	87092658	87093058	+	1000	86.0	[]	[]	[9.043116]	[161]	[]	[87092889]
171_20937	chr4	177319697	177320097	+	1000	86.0	[6.8987784]	[68]	[6.910793]	[105]	[177319854]	[177319891]
171_20938	chr4	184537960	184538360	+	1000	86.0	[]	[]	[6.7918687]	[63]	[]	[184538118]
171_20941	chr5	7326263	7326663	+	1000	86.0	[9.133122]	[69]	[]	[]	[7326428]	[]
171_20945	chr5	34008085	34008485	+	1000	86.0	[8.9615]	[102]	[]	[]	[34008272]	[]
171_20946	chr5	55995616	55996016	+	1000	86.0	[]	[]	[7.3083315]	[100]	[]	[55995814]
171_20948	chr5	67118036	67118436	+	1000	86.0	[6.621249]	[156]	[7.6905684]	[119]	[67118286]	[67118249]
171_20952	chr5	149930772	149931172	+	1000	86.0	[]	[]	[9.174619]	[114]	[]	[149930945]
171_20953	chr5	150766272	150766672	+	1000	86.0	[11.344251]	[94]	[]	[]	[150766457]	[]
171_20954	chr5	173691973	173692373	+	1000	86.0	[]	[]	[9.691082]	[135]	[]	[173692201]
171_20956	chr6	7561218	7561618	+	1000	86.0	[6.621249]	[111]	[]	[]	[7561426]	[]
171_20957	chr6	8080442	8080842	+	1000	86.0	[11.344251]	[128]	[]	[]	[8080660]	[]
171_20958	chr6	14066762	14067162	+	1000	86.0	[6.8758135]	[124]	[]	[]	[14066984]	[]
171_2096	chr3	194089504	194089904	+	1000	372.0	[9.364644]	[105]	[]	[]	[194089706]	[]
171_20961	chr6	20402714	20403114	+	1000	86.0	[9.043116]	[99]	[]	[]	[20402869]	[]
171_20962	chr6	26253217	26253617	+	1000	86.0	[6.910793]	[101]	[8.9795]	[85]	[26253412]	[26253396]
171_20963	chr6	27141508	27141908	+	1000	86.0	[]	[]	[7.012898]	[208]	[]	[27141738]
171_20964	chr6	27205847	27206247	+	1000	86.0	[]	[]	[6.910793]	[192]	[]	[27206083]
171_20968	chr6	34697050	34697450	+	1000	86.0	[]	[]	[6.7683716]	[230]	[]	[34697282]
171_20969	chr6	34835133	34835533	+	1000	86.0	[]	[]	[9.395648]	[91]	[]	[34835303]
171_20971	chr6	36623413	36623813	+	1000	86.0	[7.0647864]	[138]	[]	[]	[36623645]	[]
171_20973	chr6	43774686	43775086	+	1000	86.0	[9.605281]	[101]	[]	[]	[43774860]	[]
171_20979	chr6	107539407	107539807	+	646	86.0	[]	[]	[6.7918687]	[139]	[]	[107539642]
171_2098	chr9	68747061	68747461	+	1000	372.0	[6.910793]	[97]	[]	[]	[68747254]	[]
171_20984	chr6	136334079	136334479	+	1000	86.0	[8.962336]	[133]	[]	[]	[136334305]	[]
171_20987	chr6	149349293	149349693	+	1000	86.0	[]	[]	[6.8758135]	[78]	[]	[149349466]
171_2099	chr1	182338891	182339291	+	1000	371.0	[]	[]	[10.0733185]	[149]	[]	[182339134]
171_20990	chr6	167467799	167468199	+	1000	86.0	[7.5245605]	[131]	[]	[]	[167468029]	[]
171_20991	chr7	874067	874467	+	1000	86.0	[9.9073105]	[80]	[10.314102]	[132]	[874230]	[874282]
171_20995	chr7	8724105	8724505	+	1000	86.0	[]	[]	[14.352782]	[109]	[]	[8724311]
171_20998	chr7	20306749	20307149	+	1000	86.0	[]	[]	[9.952792]	[110]	[]	[20306936]
171_21	chr10	46001249	46001649	+	1000	770.0	[7.931352]	[136]	[]	[]	[46001481]	[]
171_21003	chr7	44867322	44867722	+	1000	86.0	[14.352782]	[128]	[]	[]	[44867548]	[]
171_21006	chr7	99422252	99422652	+	1000	86.0	[10.314102]	[129]	[]	[]	[99422472]	[]
171_21020	chr8	37900228	37900628	+	1000	86.0	[]	[]	[6.729318]	[97]	[]	[37900390]
171_21023	chr8	73884994	73885394	+	1000	86.0	[]	[]	[9.395648]	[109]	[]	[73885202]
171_21024	chr8	97918500	97918900	+	1000	86.0	[14.352782]	[104]	[]	[]	[97918691]	[]
171_21032	chr8	145002755	145003155	+	1000	86.0	[8.9795]	[98]	[]	[]	[145002941]	[]
171_21034	chr9	97711159	97711559	+	1000	86.0	[]	[]	[6.660366]	[75]	[]	[97711330]
171_21036	chr9	110443507	110443907	+	1000	86.0	[10.314102]	[128]	[10.603825]	[136]	[110443733]	[110443741]
171_2104	chr6	42028555	42028955	+	1000	371.0	[]	[]	[7.9874573]	[137]	[]	[42028782]
171_21040	chr9	128098636	128099036	+	1000	86.0	[]	[]	[6.910793, 9.9073105]	[111, 120]	[]	[128098822, 128098831]
171_21047	chr1	2227681	2228081	+	1000	85.0	[6.910793]	[123]	[]	[]	[2227898]	[]
171_21049	chr1	17441680	17442080	+	1000	85.0	[]	[]	[11.344251]	[122]	[]	[17441898]
171_21053	chr1	25432083	25432483	+	1000	85.0	[6.938982]	[129]	[10.370207]	[119]	[25432311]	[25432301]
171_21054	chr1	25854494	25854894	+	1000	85.0	[6.809868]	[184]	[]	[]	[25854743]	[]
171_21058	chr1	31936634	31937034	+	1000	85.0	[9.153993]	[177]	[]	[]	[31936870]	[]
171_2106	chr12	94089892	94090292	+	1000	370.0	[8.962336]	[109]	[]	[]	[94090098]	[]
171_21062	chr1	65237489	65237889	+	1000	85.0	[]	[]	[7.931352]	[89]	[]	[65237668]
171_21064	chr1	70410813	70411213	+	1000	85.0	[]	[]	[8.9615]	[132]	[]	[70411034]
171_21067	chr1	95087181	95087581	+	1000	85.0	[]	[]	[7.3616753]	[106]	[]	[95087381]
171_21070	chr1	113073386	113073786	+	1000	85.0	[9.605281]	[80]	[]	[]	[113073555]	[]
171_21072	chr1	116986435	116986835	+	1000	85.0	[]	[]	[7.9874573]	[157]	[]	[116986682]
171_21075	chr1	119554141	119554541	+	1000	85.0	[]	[]	[14.352782]	[95]	[]	[119554322]
171_21077	chr1	154999755	155000155	+	1000	85.0	[7.9874573]	[149]	[]	[]	[154999971]	[]
171_21080	chr1	173843827	173844227	+	1000	85.0	[11.970033]	[117]	[]	[]	[173844029]	[]
171_21085	chr1	193115550	193115950	+	1000	85.0	[11.344251]	[119]	[]	[]	[193115756]	[]
171_21087	chr1	207077768	207078168	+	1000	85.0	[]	[]	[6.938982]	[156]	[]	[207078013]
171_21092	chr1	241944797	241945197	+	1000	85.0	[]	[]	[8.239074]	[92]	[]	[241944978]
171_21096	chr10	12068466	12068866	+	1000	85.0	[6.660366]	[141]	[]	[]	[12068692]	[]
171_21105	chr10	102959378	102959778	+	1000	85.0	[]	[]	[6.920983]	[57]	[]	[102959532]
171_21107	chr11	3058648	3059048	+	1000	85.0	[7.3083315]	[113]	[]	[]	[3058859]	[]
171_21110	chr11	16346901	16347301	+	1000	85.0	[]	[]	[11.988031]	[87]	[]	[16347065]
171_21112	chr11	46617191	46617591	+	1000	85.0	[]	[]	[10.370207]	[144]	[]	[46617421]
171_21114	chr11	61446120	61446520	+	1000	85.0	[]	[]	[7.3263307]	[102]	[]	[61446307]
171_21116	chr11	64917275	64917675	+	1000	85.0	[]	[]	[9.605281]	[160]	[]	[64917493]
171_2112	chr6	26556539	26556939	+	1000	370.0	[11.988031]	[124]	[]	[]	[26556755]	[]
171_21123	chr11	94128563	94128963	+	1000	85.0	[]	[]	[6.9998927]	[128]	[]	[94128777]
171_21125	chr11	111911668	111912068	+	1000	85.0	[]	[]	[10.0733185]	[59]	[]	[111911819]
171_21130	chr12	22624972	22625372	+	1000	85.0	[]	[]	[8.9615]	[157]	[]	[22625200]
171_21135	chr12	50221448	50221848	+	1000	85.0	[7.3616753]	[185]	[]	[]	[50221680]	[]
171_21138	chr12	57444890	57445290	+	1000	85.0	[14.352782]	[101]	[]	[]	[57445088]	[]
171_21147	chr12	121129214	121129614	+	1000	85.0	[]	[]	[6.910793]	[153]	[]	[121129448]
171_21148	chr12	123633693	123634093	+	1000	85.0	[]	[]	[14.352782]	[158]	[]	[123633943]
171_21149	chr12	130916161	130916561	+	1000	85.0	[6.7918687, 7.5952926]	[74, 87]	[]	[]	[130916334, 130916347]	[]
171_2115	chr10	5479536	5479936	+	1000	369.0	[6.7503724]	[112]	[]	[]	[5479740]	[]
171_21151	chr13	52127711	52128111	+	1000	85.0	[]	[]	[11.970033]	[58]	[]	[52127864]
171_21158	chr14	101961075	101961475	+	1000	85.0	[11.344251]	[64]	[]	[]	[101961235]	[]
171_21163	chr15	64197918	64198318	+	1000	85.0	[]	[]	[6.7683716]	[76]	[]	[64198083]
171_21167	chr16	11364791	11365191	+	1000	85.0	[8.9615]	[106]	[]	[]	[11364992]	[]
171_21170	chr16	30922364	30922764	+	1000	85.0	[9.9073105]	[89]	[]	[]	[30922551]	[]
171_21172	chr16	50712439	50712839	+	1000	85.0	[]	[]	[11.970033]	[113]	[]	[50712644]
171_21175	chr16	69565718	69566118	+	1000	85.0	[7.931352]	[148]	[]	[]	[69565966]	[]
171_21177	chr16	75064439	75064839	+	1000	85.0	[]	[]	[7.5245605]	[138]	[]	[75064663]
171_21186	chr17	45061096	45061496	+	1000	85.0	[7.5952926]	[69]	[]	[]	[45061263]	[]
171_21189	chr17	50472660	50473060	+	1000	85.0	[]	[]	[6.920983]	[141]	[]	[50472893]
171_21193	chr17	59453697	59454097	+	1000	85.0	[9.258564]	[116]	[]	[]	[59453911]	[]
171_21194	chr17	59535563	59535963	+	1000	85.0	[9.9073105]	[92]	[]	[]	[59535739]	[]
171_21198	chr17	78135963	78136363	+	1000	85.0	[]	[]	[10.603825]	[97]	[]	[78136152]
171_21200	chr17	80691733	80692133	+	1000	85.0	[]	[]	[6.678365]	[101]	[]	[80691914]
171_21202	chr18	9101739	9102139	+	1000	85.0	[]	[]	[11.344251]	[134]	[]	[9101970]
171_21203	chr18	32018318	32018718	+	1000	85.0	[]	[]	[9.112068]	[106]	[]	[32018520]
171_21208	chr19	8085070	8085470	+	1000	85.0	[14.352782]	[104]	[]	[]	[8085269]	[]
171_21210	chr19	13839517	13839917	+	1000	85.0	[9.303733, 6.9442596]	[116, 149]	[]	[]	[13839701, 13839734]	[]
171_21212	chr19	38224278	38224678	+	1000	85.0	[6.660366]	[146]	[]	[]	[38224515]	[]
171_21214	chr19	38636939	38637339	+	1000	85.0	[6.729318]	[114]	[]	[]	[38637135]	[]
171_21216	chr19	44845956	44846356	+	1000	85.0	[]	[]	[7.9493513]	[138]	[]	[44846184]
171_21219	chr2	26658925	26659325	+	1000	85.0	[6.910793, 9.395648]	[89, 150]	[]	[]	[26659112, 26659173]	[]
171_21224	chr2	86396453	86396853	+	1000	85.0	[8.9795]	[108]	[]	[]	[86396658]	[]
171_2123	chr7	91554884	91555284	+	1000	369.0	[6.7712426]	[106]	[]	[]	[91555088]	[]
171_21236	chr2	208570153	208570553	+	761	85.0	[10.370207]	[183]	[]	[]	[208570389]	[]
171_21239	chr20	37987397	37987797	+	1000	85.0	[7.3083315]	[103]	[]	[]	[37987597]	[]
171_2124	chr8	37891736	37892136	+	1000	369.0	[]	[]	[6.6825495]	[122]	[]	[37891948]
171_21241	chr20	46747887	46748287	+	1000	85.0	[11.988031]	[89]	[]	[]	[46748076]	[]
171_21246	chr20	53621327	53621727	+	1000	85.0	[8.9615]	[135]	[]	[]	[53621531]	[]
171_21249	chr20	62529859	62530259	+	1000	85.0	[]	[]	[7.5245605]	[129]	[]	[62530080]
171_21252	chr21	35470434	35470834	+	1000	85.0	[7.6905684]	[167]	[]	[]	[35470679]	[]
171_21255	chr22	20919797	20920197	+	1000	85.0	[7.3616753]	[133]	[]	[]	[20920030]	[]
171_21258	chr22	32576527	32576927	+	1000	85.0	[7.9874573]	[87]	[]	[]	[32576706]	[]
171_21260	chr3	4720693	4721093	+	1000	85.0	[7.012898]	[131]	[]	[]	[4720891]	[]
171_21264	chr3	45066342	45066742	+	1000	85.0	[]	[]	[10.314102]	[178]	[]	[45066559]
171_21268	chr3	69143620	69144020	+	1000	85.0	[]	[]	[6.621249]	[115]	[]	[69143826]
171_21269	chr3	71245875	71246275	+	1000	85.0	[9.133122]	[57]	[]	[]	[71246029]	[]
171_21272	chr3	114418669	114419069	+	1000	85.0	[]	[]	[9.9073105]	[136]	[]	[114418894]
171_21276	chr3	171503784	171504184	+	1000	85.0	[9.395648]	[165]	[8.913587]	[84]	[171504028]	[171503947]
171_21278	chr3	186720391	186720791	+	1000	85.0	[6.747317]	[98]	[]	[]	[186720580]	[]
171_2128	chr17	42624113	42624513	+	1000	368.0	[]	[]	[9.112068]	[129]	[]	[42624337]
171_21280	chr3	193780700	193781100	+	1000	85.0	[8.9795, 10.370207]	[109, 132]	[]	[]	[193780898, 193780921]	[]
171_21282	chr3	196138478	196138878	+	1000	85.0	[]	[]	[8.9615]	[121]	[]	[196138683]
171_21285	chr3	197668586	197668986	+	1000	85.0	[10.603825]	[164]	[]	[]	[197668834]	[]
171_21286	chr3	198079876	198080276	+	1000	85.0	[]	[]	[6.9442596, 6.621249]	[72, 87]	[]	[198080040, 198080055]
171_21287	chr4	47913306	47913706	+	1000	85.0	[]	[]	[11.988031]	[89]	[]	[47913495]
171_21288	chr4	55385276	55385676	+	1000	85.0	[11.988031]	[129]	[]	[]	[55385488]	[]
171_21289	chr4	78615960	78616360	+	1000	85.0	[7.3263307]	[103]	[7.3083315]	[83]	[78616146]	[78616126]
171_2129	chr19	39381833	39382233	+	1000	368.0	[]	[]	[10.0733185]	[139]	[]	[39382069]
171_21299	chr5	10357897	10358297	+	1000	85.0	[11.988031]	[186]	[]	[]	[10358137]	[]
171_21304	chr5	41925649	41926049	+	1000	85.0	[11.988031]	[134]	[]	[]	[41925863]	[]
171_21305	chr5	49658794	49659194	+	1000	85.0	[10.0733185, 10.0733185, 10.0733185, 10.370207, 10.0733185, 10.0733185, 10.0733185, 14.352782]	[56, 61, 81, 101, 106, 126, 131, 145]	[]	[]	[49658946, 49658951, 49658971, 49658991, 49658996, 49659016, 49659021, 49659035]	[]
171_21308	chr5	65925662	65926062	+	1000	85.0	[7.6905684]	[98]	[]	[]	[65925829]	[]
171_2131	chr5	89418298	89418698	+	1000	368.0	[]	[]	[8.962336]	[101]	[]	[89418494]
171_21313	chr5	132180171	132180571	+	1000	85.0	[7.0647864]	[126]	[9.112068]	[177]	[132180357]	[132180408]
171_21314	chr5	133902500	133902900	+	954	85.0	[6.747317]	[192]	[]	[]	[133902707]	[]
171_21318	chr5	140566658	140567058	+	1000	85.0	[6.920983]	[111]	[]	[]	[140566859]	[]
171_21326	chr6	15303127	15303527	+	1000	85.0	[]	[]	[9.9073105]	[87]	[]	[15303293]
171_21329	chr6	27552227	27552627	+	1000	85.0	[]	[]	[8.9795, 7.9874573, 6.8987784]	[90, 113, 118]	[]	[27552383, 27552406, 27552411]
171_2133	chrX	39693334	39693734	+	1000	368.0	[]	[]	[8.239074]	[139]	[]	[39693570]
171_21332	chr6	31903972	31904372	+	1000	85.0	[]	[]	[7.3263307]	[148]	[]	[31904213]
171_21333	chr6	33380439	33380839	+	1000	85.0	[9.112068]	[145]	[]	[]	[33380662]	[]
171_21338	chr6	42930071	42930471	+	1000	85.0	[]	[]	[8.9615]	[149]	[]	[42930313]
171_21339	chr6	44206894	44207294	+	1000	85.0	[11.970033]	[108]	[]	[]	[44207094]	[]
171_2134	chr1	58883389	58883789	+	1000	367.0	[]	[]	[14.352782]	[109]	[]	[58883594]
171_21345	chr6	88698678	88699078	+	1000	85.0	[6.809868]	[80]	[]	[]	[88698843]	[]
171_21347	chr6	137223765	137224165	+	1000	85.0	[]	[]	[9.174619]	[57]	[]	[137223918]
171_21349	chr6	147126753	147127153	+	1000	85.0	[6.9442596]	[134]	[7.3083315]	[82]	[147126981]	[147126929]
171_21354	chr7	2099233	2099633	+	1000	85.0	[]	[]	[6.8758135]	[112]	[]	[2099431]
171_21355	chr7	6130016	6130416	+	1000	85.0	[10.603825]	[156]	[]	[]	[6130266]	[]
171_21356	chr7	22681321	22681721	+	1000	85.0	[7.3263307]	[124]	[]	[]	[22681539]	[]
171_21359	chr7	27361584	27361984	+	1000	85.0	[6.9442596]	[96]	[7.5700417]	[54]	[27361779]	[27361737]
171_21360	chr7	36312550	36312950	+	1000	85.0	[7.9493513]	[128]	[]	[]	[36312771]	[]
171_21370	chr7	99913114	99913514	+	1000	85.0	[7.5425596, 6.9442596]	[138, 157]	[]	[]	[99913337, 99913356]	[]
171_21377	chr7	112282459	112282859	+	1000	85.0	[6.729318]	[152]	[]	[]	[112282684]	[]
171_21378	chr7	123580820	123581220	+	1000	85.0	[7.6905684]	[82]	[]	[]	[123580997]	[]
171_21384	chr8	1130269	1130669	+	1000	85.0	[]	[]	[8.9615]	[119]	[]	[1130481]
171_21386	chr8	18066816	18067216	+	1000	85.0	[]	[]	[6.678365]	[98]	[]	[18067006]
171_21387	chr8	37590370	37590770	+	1000	85.0	[7.030897]	[157]	[]	[]	[37590606]	[]
171_2139	chr16	46390376	46390776	+	1000	367.0	[]	[]	[7.3616753]	[159]	[]	[46390602]
171_21392	chr8	68391550	68391950	+	1000	85.0	[9.043116]	[95]	[]	[]	[68391706]	[]
171_21394	chr8	85939409	85939809	+	1000	85.0	[14.352782]	[152]	[]	[]	[85939655]	[]
171_21397	chr8	99123185	99123585	+	1000	85.0	[]	[]	[6.7918687]	[138]	[]	[99123394]
171_21399	chr8	105330133	105330533	+	1000	85.0	[]	[]	[6.729318, 9.153993]	[81, 125]	[]	[105330307, 105330351]
171_214	chr9	131180503	131180903	+	1000	656.0	[8.9615]	[65]	[]	[]	[131180661]	[]
171_21408	chr9	74953444	74953844	+	1000	85.0	[11.970033]	[131]	[9.112068]	[111]	[74953644]	[74953624]
171_21411	chr9	94554368	94554768	+	1000	85.0	[7.5245605]	[101]	[]	[]	[94554569]	[]
171_21412	chr9	98942416	98942816	+	1000	85.0	[]	[]	[14.352782]	[105]	[]	[98942615]
171_21413	chr9	99000452	99000852	+	1000	85.0	[]	[]	[10.0733185]	[123]	[]	[99000660]
171_21414	chr9	99140626	99141026	+	1000	85.0	[14.352782]	[118]	[]	[]	[99140824]	[]
171_21416	chr9	112333859	112334259	+	1000	85.0	[]	[]	[11.970033, 7.0647864]	[108, 140]	[]	[112334053, 112334085]
171_21418	chr9	127914843	127915243	+	1000	85.0	[9.293543]	[124]	[]	[]	[127915057]	[]
171_21419	chr9	129886753	129887153	+	1000	85.0	[8.9795]	[152]	[9.174619]	[83]	[129886998]	[129886929]
171_21422	chrUn_GL000216v2	212	612	+	1000	85.0	[10.0733185, 10.0733185, 7.0647864, 10.0733185, 10.0733185, 10.0733185]	[134, 139, 159, 184, 189, 194]	[]	[]	[381, 386, 406, 431, 436, 441]	[]
171_21425	chrX	54237061	54237461	+	1000	85.0	[8.9615]	[103]	[]	[]	[54237249]	[]
171_21426	chrX	107304117	107304517	+	1000	85.0	[]	[]	[9.691082]	[112]	[]	[107304318]
171_21429	chrX	136726818	136727218	+	1000	85.0	[6.910793]	[102]	[]	[]	[136727007]	[]
171_2143	chr6	30767506	30767906	+	1000	367.0	[]	[]	[8.9615]	[58]	[]	[30767657]
171_21433	chr1	6205111	6205511	+	1000	84.0	[]	[]	[9.303733]	[161]	[]	[6205338]
171_21441	chr1	25430212	25430612	+	1000	84.0	[]	[]	[6.7683716]	[150]	[]	[25430421]
171_2145	chr6	158881918	158882318	+	1000	367.0	[]	[]	[6.8758135, 11.988031]	[77, 90]	[]	[158882089, 158882102]
171_21450	chr1	46421753	46422153	+	1000	84.0	[]	[]	[7.9874573]	[95]	[]	[46421943]
171_21457	chr1	61238305	61238705	+	1000	84.0	[6.747317]	[165]	[]	[]	[61238540]	[]
171_21459	chr1	65469250	65469650	+	1000	84.0	[]	[]	[9.153993]	[133]	[]	[65469479]
171_21461	chr1	84247568	84247968	+	1000	84.0	[7.931352]	[77]	[]	[]	[84247738]	[]
171_21469	chr1	165815721	165816121	+	1000	84.0	[6.621249]	[127]	[11.988031]	[109]	[165815945]	[165815927]
171_21470	chr1	167426740	167427140	+	1000	84.0	[]	[]	[6.7712426]	[148]	[]	[167426938]
171_21472	chr1	180586002	180586402	+	1000	84.0	[]	[]	[7.6905684]	[113]	[]	[180586192]
171_21477	chr1	209807985	209808385	+	1000	84.0	[]	[]	[14.352782]	[106]	[]	[209808181]
171_21479	chr1	224356595	224356995	+	1000	84.0	[7.3263307]	[116]	[]	[]	[224356804]	[]
171_21480	chr1	224432645	224433045	+	1000	84.0	[9.112068]	[140]	[]	[]	[224432840]	[]
171_21482	chr1	230066353	230066753	+	1000	84.0	[]	[]	[11.970033]	[132]	[]	[230066569]
171_21483	chr1	236905085	236905485	+	1000	84.0	[8.913587, 6.7712426]	[79, 128]	[]	[]	[236905255, 236905304]	[]
171_21487	chr10	15703890	15704290	+	1000	84.0	[]	[]	[11.988031]	[75]	[]	[15704064]
171_21490	chr10	67828901	67829301	+	1000	84.0	[11.970033]	[109]	[]	[]	[67829093]	[]
171_21491	chr10	73168354	73168754	+	1000	84.0	[8.9615]	[162]	[]	[]	[73168581]	[]
171_21495	chr10	109982084	109982484	+	824	84.0	[]	[]	[7.3616753]	[108]	[]	[109982268]
171_21496	chr10	118947219	118947619	+	1000	84.0	[7.9874573]	[143]	[]	[]	[118947444]	[]
171_21497	chr10	131916509	131916909	+	1000	84.0	[]	[]	[10.370207, 10.370207]	[92, 160]	[]	[131916690, 131916758]
171_21499	chr11	9001817	9002217	+	1000	84.0	[]	[]	[8.9795]	[151]	[]	[9002057]
171_215	chr15	50260513	50260913	+	1000	655.0	[6.7503724]	[126]	[]	[]	[50260736]	[]
171_21500	chr11	10532522	10532922	+	1000	84.0	[]	[]	[6.8938127]	[131]	[]	[10532752]
171_21510	chr11	66616491	66616891	+	1000	84.0	[]	[]	[6.729318]	[157]	[]	[66616698]
171_21513	chr11	75380612	75381012	+	1000	84.0	[7.9493513]	[122]	[]	[]	[75380818]	[]
171_21516	chr11	98564219	98564619	+	1000	84.0	[7.9493513]	[63]	[]	[]	[98564372]	[]
171_21520	chr11	119381655	119382055	+	1000	84.0	[]	[]	[14.352782, 9.112068]	[128, 152]	[]	[119381879, 119381903]
171_21521	chr11	121226426	121226826	+	1000	84.0	[]	[]	[6.809868]	[162]	[]	[121226636]
171_21526	chr12	54289527	54289927	+	1000	84.0	[9.043116]	[97]	[]	[]	[54289718]	[]
171_21528	chr12	57240475	57240875	+	1000	84.0	[7.5700417]	[123]	[]	[]	[57240673]	[]
171_21535	chr12	112014087	112014487	+	1000	84.0	[6.8938127]	[135]	[]	[]	[112014294]	[]
171_21537	chr12	122368382	122368782	+	1000	84.0	[9.153993]	[140]	[8.9615]	[97]	[122368619]	[122368576]
171_21541	chr14	22900201	22900601	+	1000	84.0	[]	[]	[6.9287915]	[85]	[]	[22900373]
