#PeakID(python identify_motif.py ./ENCODE_processed_files/PKNOX1_idr.fa PKNOX1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
36_13812	chr5	181161822	181162222	+	994	98.5	[12.082027]	[175]	[]	[]	[181161979]	[]
36_13818	chr6	164274546	164274946	+	761	98.5	[]	[]	[14.610782]	[108]	[]	[164274745]
36_13819	chr6	169253703	169254103	+	1000	98.5	[7.59214]	[159]	[14.959101]	[112]	[169253944]	[169253897]
36_13824	chr7	87833149	87833549	+	958	98.5	[]	[]	[12.082027, 11.903602]	[89, 93]	[]	[87833333, 87833337]
36_13825	chr7	125062019	125062419	+	1000	98.5	[12.948277]	[145]	[8.781398]	[65]	[125062252]	[125062172]
36_1383	chr3	15098903	15099303	+	1000	586.5	[]	[]	[10.643184, 13.053981]	[101, 105]	[]	[15099099, 15099103]
36_13846	chr11	16613174	16613574	+	1000	98.0	[]	[]	[7.122853]	[109]	[]	[16613378]
36_1386	chr8	23457584	23457984	+	1000	585.0	[9.112087]	[95]	[]	[]	[23457777]	[]
36_13860	chr17	77363696	77364096	+	998	98.0	[]	[]	[11.964068]	[198]	[]	[77363902]
36_13865	chr19	15499009	15499409	+	1000	98.0	[12.48378, 7.806618]	[163, 167]	[]	[]	[15499187, 15499191]	[]
36_13866	chr2	20180064	20180464	+	1000	98.0	[12.082027]	[99]	[]	[]	[20180248]	[]
36_13873	chr22	19891506	19891906	+	1000	98.0	[8.481263]	[70]	[]	[]	[19891670]	[]
36_13876	chr3	170181505	170181905	+	995	98.0	[]	[]	[7.737102, 8.983733]	[90, 105]	[]	[170181676, 170181691]
36_13877	chr4	13368274	13368674	+	1000	98.0	[8.853726]	[155]	[]	[]	[13368517]	[]
36_13880	chr5	76546768	76547168	+	1000	98.0	[13.520257]	[105]	[]	[]	[76546952]	[]
36_13881	chr6	5285513	5285913	+	871	98.0	[]	[]	[12.213435, 8.068459]	[89, 120]	[]	[5285702, 5285733]
36_13885	chr6	42745919	42746319	+	1000	98.0	[]	[]	[7.950842]	[128]	[]	[42746120]
36_13886	chr6	119628406	119628806	+	923	98.0	[]	[]	[7.581545]	[66]	[]	[119628564]
36_13887	chr6	167829528	167829928	+	1000	98.0	[9.168581]	[188]	[]	[]	[167829743]	[]
36_13888	chr7	76278542	76278942	+	969	98.0	[8.07561]	[55]	[]	[]	[76278693]	[]
36_13890	chr8	630870	631270	+	1000	98.0	[9.134563, 8.0269785]	[146, 198]	[]	[]	[631051, 631103]	[]
36_13891	chr8	19385854	19386254	+	1000	98.0	[8.0269785, 7.911935, 8.822879]	[106, 168, 178]	[]	[]	[19386026, 19386088, 19386098]	[]
36_13895	chr9	130913291	130913691	+	1000	98.0	[]	[]	[9.761811]	[233]	[]	[130913496]
36_13897	chr9	133804369	133804769	+	821	98.0	[]	[]	[12.799472]	[73]	[]	[133804542]
36_139	chr19	4246779	4247179	+	1000	887.0	[9.328998]	[99]	[]	[]	[4246978]	[]
36_13905	chr1	99969602	99970002	+	991	97.5	[]	[]	[9.465427]	[137]	[]	[99969760]
36_13914	chr11	67379366	67379766	+	1000	97.5	[13.053981]	[117]	[7.712342, 10.270717]	[61, 65]	[67379579]	[67379523, 67379527]
36_13922	chr14	104577513	104577913	+	1000	97.5	[13.044986]	[96]	[]	[]	[104577701]	[]
36_13924	chr15	65033109	65033509	+	1000	97.5	[]	[]	[9.039978, 11.350836]	[199, 227]	[]	[65033331, 65033359]
36_13925	chr15	73704717	73705117	+	959	97.5	[14.492824, 8.06066]	[88, 182]	[]	[]	[73704870, 73704964]	[]
36_13933	chr17	76673742	76674142	+	1000	97.5	[14.492824]	[141]	[]	[]	[76673968]	[]
36_13935	chr18	9073604	9074004	+	1000	97.5	[7.2408113]	[132]	[]	[]	[9073819]	[]
36_13939	chr19	47765944	47766344	+	954	97.5	[9.145273]	[176]	[11.785644]	[129]	[47766173]	[47766126]
36_13949	chr3	108486904	108487304	+	981	97.5	[]	[]	[7.2228217]	[59]	[]	[108487060]
36_13950	chr3	172710940	172711340	+	945	97.5	[]	[]	[8.50106]	[70]	[]	[172711104]
36_13955	chr5	150544741	150545141	+	1000	97.5	[12.799472]	[114]	[]	[]	[150544954]	[]
36_13959	chr6	56542822	56543222	+	755	97.5	[10.270717]	[143]	[]	[]	[56543021]	[]
36_13960	chr6	142885319	142885719	+	1000	97.5	[7.790426]	[122]	[10.831086, 9.271838]	[104, 115]	[142885529]	[142885511, 142885522]
36_13966	chr7	106957784	106958184	+	591	97.5	[7.4391866]	[147]	[10.733765]	[107]	[106957980]	[106957940]
36_13971	chr9	98074335	98074735	+	1000	97.5	[12.830319]	[108]	[]	[]	[98074539]	[]
36_13972	chr9	121370215	121370615	+	1000	97.5	[]	[]	[9.256888]	[71]	[]	[121370375]
36_1398	chr14	60247877	60248277	+	1000	582.5	[]	[]	[7.118893]	[153]	[]	[60248118]
36_13980	chr1	203733209	203733609	+	1000	97.0	[11.803653]	[124]	[]	[]	[203733402]	[]
36_13988	chr11	118060963	118061363	+	1000	97.0	[9.761811, 9.59378]	[96, 125]	[7.978272]	[86]	[118061126, 118061155]	[118061116]
36_1399	chr19	40465811	40466211	+	1000	582.0	[7.1693687]	[148]	[11.459053]	[109]	[40466045]	[40466006]
36_13994	chr13	40672380	40672780	+	1000	97.0	[9.113638, 10.347194]	[84, 143]	[10.956583]	[87]	[40672534, 40672593]	[40672537]
36_13999	chr15	92904013	92904413	+	1000	97.0	[9.336362]	[129]	[]	[]	[92904223]	[]
36_14	chr15	84631204	84631604	+	1000	1196.5	[]	[]	[10.388675]	[78]	[]	[84631381]
36_140	chr19	45370467	45370867	+	1000	887.0	[]	[]	[10.419522, 10.813077]	[94, 98]	[]	[45370661, 45370665]
36_14001	chr17	39972186	39972586	+	1000	97.0	[9.136437, 12.082027]	[92, 96]	[]	[]	[39972377, 39972381]	[]
36_14005	chr18	6929746	6930146	+	899	97.0	[]	[]	[7.5943837]	[126]	[]	[6929934]
36_14009	chr2	226791513	226791913	+	1000	97.0	[10.821276]	[108]	[]	[]	[226791713]	[]
36_1401	chr10	72935382	72935782	+	1000	580.5	[9.263231]	[88]	[12.172607]	[103]	[72935567]	[72935582]
36_14011	chr20	53129523	53129923	+	1000	97.0	[]	[]	[12.91743]	[111]	[]	[53129725]
36_14019	chr22	39898957	39899357	+	756	97.0	[]	[]	[9.336362, 14.959101]	[98, 102]	[]	[39899151, 39899155]
36_1402	chr10	97498649	97499049	+	1000	580.5	[14.492824]	[96]	[]	[]	[97498844]	[]
36_14020	chr22	41049216	41049616	+	1000	97.0	[7.2228217]	[132]	[]	[]	[41049433]	[]
36_14023	chr3	114056520	114056920	+	1000	97.0	[8.50106]	[129]	[]	[]	[114056746]	[]
36_14027	chr4	10330327	10330727	+	1000	97.0	[11.351634, 10.053806]	[115, 158]	[9.758735]	[144]	[10330512, 10330555]	[10330541]
36_14032	chr5	139198102	139198502	+	1000	97.0	[7.978272]	[97]	[]	[]	[139198286]	[]
36_14041	chr7	25557379	25557779	+	978	97.0	[14.492824]	[100]	[]	[]	[25557564]	[]
36_14047	chr9	98117910	98118310	+	1000	97.0	[]	[]	[9.692398]	[168]	[]	[98118141]
36_1405	chr10	69211128	69211528	+	1000	580.0	[11.964068]	[114]	[10.053806]	[101]	[69211341]	[69211328]
36_1407	chr4	40265221	40265621	+	1000	580.0	[]	[]	[14.492824]	[113]	[]	[40265429]
36_14082	chr16	23901284	23901684	+	632	96.5	[8.047822]	[116]	[]	[]	[23901499]	[]
36_14098	chr2	197011973	197012373	+	1000	96.5	[13.044986]	[118]	[]	[]	[197012187]	[]
36_1411	chr19	17616888	17617288	+	1000	579.5	[]	[]	[14.959101]	[97]	[]	[17617077]
36_14112	chr5	105033645	105034045	+	1000	96.5	[9.191207, 8.786245]	[186, 225]	[]	[]	[105033846, 105033885]	[]
36_14114	chr5	124808972	124809372	+	866	96.5	[]	[]	[10.388675]	[98]	[]	[124809155]
36_1412	chr6	31815143	31815543	+	1000	579.0	[]	[]	[8.684296]	[168]	[]	[31815294]
36_14125	chr8	144473724	144474124	+	1000	96.5	[10.482768, 8.302331]	[120, 124]	[]	[]	[144473933, 144473937]	[]
36_14126	chr9	14531793	14532193	+	726	96.5	[8.210917]	[98]	[]	[]	[14531961]	[]
36_14130	chr9	136354790	136355190	+	936	96.5	[12.082027, 12.172607]	[83, 158]	[]	[]	[136354949, 136355024]	[]
36_14131	chr9	136483132	136483532	+	640	96.5	[]	[]	[7.2873273, 7.1693687]	[79, 126]	[]	[136483290, 136483337]
36_14132	chrX	49079790	49080190	+	994	96.5	[9.640777]	[161]	[]	[]	[49080000]	[]
36_14138	chr1	171313880	171314280	+	1000	96.0	[]	[]	[10.589416]	[136]	[]	[171314106]
36_14150	chr11	36073458	36073858	+	978	96.0	[]	[]	[8.60517]	[120]	[]	[36073657]
36_14168	chr17	63442534	63442934	+	1000	96.0	[9.145273]	[112]	[]	[]	[63442698]	[]
36_14169	chr17	65144113	65144513	+	809	96.0	[14.492824]	[118]	[]	[]	[65144315]	[]
36_14180	chr2	112542205	112542605	+	561	96.0	[7.070417]	[148]	[]	[]	[112542441]	[]
36_14182	chr21	42532817	42533217	+	966	96.0	[]	[]	[11.350836]	[159]	[]	[42533014]
36_14183	chr22	31618778	31619178	+	952	96.0	[]	[]	[7.134114]	[85]	[]	[31618956]
36_14186	chr4	138053508	138053908	+	971	96.0	[8.317065]	[151]	[]	[]	[138053738]	[]
36_14188	chr5	58072177	58072577	+	1000	96.0	[]	[]	[12.638885]	[117]	[]	[58072380]
36_1419	chr10	72098771	72099171	+	1000	577.0	[8.196015, 12.91743]	[90, 107]	[]	[]	[72098958, 72098975]	[]
36_14194	chr6	111211368	111211768	+	1000	96.0	[10.229236]	[103]	[]	[]	[111211552]	[]
36_14199	chr7	65081134	65081534	+	1000	96.0	[8.8627205]	[71]	[]	[]	[65081304]	[]
36_142	chr4	48780142	48780542	+	1000	887.0	[8.823982]	[162]	[]	[]	[48780337]	[]
36_14205	chr8	37763516	37763916	+	886	96.0	[]	[]	[11.200042]	[106]	[]	[37763715]
36_14223	chr10	7168412	7168812	+	1000	95.5	[7.063966]	[145]	[9.909346]	[134]	[7168651]	[7168640]
36_14225	chr10	28807322	28807722	+	854	95.5	[8.302331]	[91]	[]	[]	[28807501]	[]
36_14226	chr10	32980459	32980859	+	970	95.5	[8.159381]	[163]	[]	[]	[32980642]	[]
36_1423	chr11	68030446	68030846	+	1000	576.0	[7.6317334]	[147]	[]	[]	[68030687]	[]
36_14235	chr12	7960751	7961151	+	1000	95.5	[9.2220545]	[78]	[10.364809]	[117]	[7960921]	[7960960]
36_14242	chr13	110412227	110412627	+	1000	95.5	[]	[]	[7.601135]	[123]	[]	[110412448]
36_14243	chr15	36888028	36888428	+	987	95.5	[]	[]	[10.838625]	[104]	[]	[36888223]
36_14244	chr15	44792685	44793085	+	1000	95.5	[]	[]	[12.799472]	[67]	[]	[44792845]
36_14245	chr15	44796508	44796908	+	713	95.5	[8.317065]	[169]	[]	[]	[44796708]	[]
36_14247	chr15	97729219	97729619	+	1000	95.5	[14.492824]	[126]	[8.853726]	[151]	[97729423]	[97729448]
36_14248	chr15	97993309	97993709	+	877	95.5	[7.7539153, 8.092959]	[116, 135]	[]	[]	[97993465, 97993484]	[]
36_14249	chr15	101455593	101455993	+	848	95.5	[9.218403]	[191]	[10.229236]	[110]	[101455834]	[101455753]
36_1425	chr5	149930777	149931177	+	1000	576.0	[]	[]	[13.171939]	[98]	[]	[149930968]
36_14252	chr17	7583797	7584197	+	648	95.5	[9.272988]	[231]	[]	[]	[7584042]	[]
36_14257	chr2	25362006	25362406	+	1000	95.5	[10.821276]	[98]	[]	[]	[25362176]	[]
36_1426	chr6	157529246	157529646	+	1000	576.0	[14.959101]	[91]	[]	[]	[157529435]	[]
36_14260	chr2	74328104	74328504	+	1000	95.5	[7.260291, 8.829581, 14.610782]	[129, 197, 201]	[]	[]	[74328265, 74328333, 74328337]	[]
36_14263	chr20	24309509	24309909	+	1000	95.5	[14.492824]	[141]	[]	[]	[24309725]	[]
36_14270	chr3	32553972	32554372	+	928	95.5	[14.492824]	[104]	[]	[]	[32554160]	[]
36_1428	chr11	93326681	93327081	+	1000	575.5	[14.959101]	[96]	[]	[]	[93326875]	[]
36_14280	chr5	178787032	178787432	+	1000	95.5	[8.790392]	[159]	[]	[]	[178787282]	[]
36_14281	chr6	31822198	31822598	+	673	95.5	[7.5943837]	[268]	[]	[]	[31822426]	[]
36_14282	chr6	33454258	33454658	+	657	95.5	[]	[]	[7.7875047]	[253]	[]	[33454476]
36_14287	chr6	129710127	129710527	+	888	95.5	[]	[]	[7.5943837, 9.2220545]	[152, 171]	[]	[129710294, 129710313]
36_14296	chr7	130373817	130374217	+	1000	95.5	[]	[]	[9.018479]	[114]	[]	[130374016]
36_143	chr15	41283681	41284081	+	1000	886.5	[10.774591]	[91]	[]	[]	[41283872]	[]
36_14302	chr9	35728212	35728612	+	637	95.5	[10.171764]	[107]	[]	[]	[35728410]	[]
36_14304	chrX	110321124	110321524	+	1000	95.5	[8.354469]	[103]	[13.265748]	[110]	[110321318]	[110321325]
36_14305	chrX	152733080	152733480	+	656	95.5	[]	[]	[13.296596]	[99]	[]	[152733276]
36_14306	chr1	10472373	10472773	+	1000	95.0	[]	[]	[7.2130113]	[183]	[]	[10472568]
36_14309	chr1	51569355	51569755	+	976	95.0	[7.482768]	[161]	[]	[]	[51569595]	[]
36_1431	chr7	101882806	101883206	+	1000	575.5	[7.7539153]	[125]	[]	[]	[101883026]	[]
36_14312	chr1	89763251	89763651	+	549	95.0	[]	[]	[8.869831]	[94]	[]	[89763432]
36_1432	chr21	36319896	36320296	+	1000	575.0	[]	[]	[7.117401]	[88]	[]	[36320080]
36_14326	chr12	50053640	50054040	+	581	95.0	[10.324151]	[101]	[8.6082115]	[116]	[50053828]	[50053843]
36_14329	chr14	75860716	75861116	+	1000	95.0	[]	[]	[14.492824]	[98]	[]	[75860902]
36_1435	chrX	49191075	49191475	+	1000	575.0	[8.50106]	[149]	[]	[]	[49191291]	[]
36_14362	chr5	150357381	150357781	+	981	95.0	[8.8627205]	[214]	[]	[]	[150357573]	[]
36_14365	chr6	37306603	37307003	+	948	95.0	[14.959101, 8.099306]	[103, 107]	[]	[]	[37306798, 37306802]	[]
36_14368	chr6	45844229	45844629	+	1000	95.0	[13.044986]	[109]	[]	[]	[45844410]	[]
36_14369	chr6	131640516	131640916	+	1000	95.0	[]	[]	[9.68913, 9.390787]	[83, 119]	[]	[131640689, 131640725]
36_1437	chr19	4474588	4474988	+	1000	574.5	[7.625756, 14.610782]	[56, 96]	[]	[]	[4474742, 4474782]	[]
36_14373	chr8	116866823	116867223	+	1000	95.0	[14.959101]	[115]	[]	[]	[116867036]	[]
36_14375	chr9	38069601	38070001	+	692	95.0	[8.661647]	[83]	[10.270717]	[90]	[38069752]	[38069759]
36_14377	chr9	124595756	124596156	+	1000	95.0	[7.2093596]	[319]	[]	[]	[124596003]	[]
36_1438	chr2	233566570	233566970	+	1000	574.5	[7.2228217]	[114]	[]	[]	[233566782]	[]
36_14394	chr11	5291150	5291550	+	925	94.5	[]	[]	[7.8494177]	[142]	[]	[5291356]
36_1440	chr19	49676898	49677298	+	1000	573.5	[8.245836]	[100]	[]	[]	[49677096]	[]
36_14403	chr13	24922787	24923187	+	948	94.5	[7.2478447]	[107]	[]	[]	[24922991]	[]
36_14413	chr16	11076477	11076877	+	1000	94.5	[12.082027]	[146]	[8.682302]	[173]	[11076684]	[11076711]
36_1442	chr10	74826233	74826633	+	1000	573.0	[8.095773, 10.838625, 12.082027]	[103, 149, 153]	[]	[]	[74826433, 74826479, 74826483]	[]
36_14425	chr2	55734713	55735113	+	990	94.5	[14.959101]	[90]	[]	[]	[55734902]	[]
36_1443	chr20	34876025	34876425	+	1000	573.0	[]	[]	[11.785644, 7.657629]	[76, 156]	[]	[34876182, 34876262]
36_14432	chr21	37458793	37459193	+	1000	94.5	[7.6007266]	[200]	[7.8863187]	[159]	[37458989]	[37458948]
36_14433	chr3	15685968	15686368	+	993	94.5	[]	[]	[10.711831]	[96]	[]	[15686148]
36_14435	chr3	184363169	184363569	+	1000	94.5	[]	[]	[7.377908]	[147]	[]	[184363356]
36_14439	chr4	182189500	182189900	+	1000	94.5	[]	[]	[7.2228217]	[117]	[]	[182189715]
36_14444	chr6	97215171	97215571	+	1000	94.5	[]	[]	[8.004651]	[120]	[]	[97215377]
36_14453	chr1	27789491	27789891	+	1000	94.0	[7.063966, 10.301564]	[121, 162]	[]	[]	[27789691, 27789732]	[]
36_14454	chr1	39106237	39106637	+	1000	94.0	[9.048256]	[110]	[]	[]	[39106440]	[]
36_14455	chr1	91711620	91712020	+	975	94.0	[]	[]	[7.4954314]	[238]	[]	[91711869]
36_1446	chr15	85380257	85380657	+	1000	572.0	[9.074489]	[108]	[]	[]	[85380461]	[]
36_14460	chr10	118754926	118755326	+	1000	94.0	[]	[]	[10.347194]	[181]	[]	[118755126]
36_14463	chr11	61581356	61581756	+	1000	94.0	[7.9133544]	[119]	[]	[]	[61581562]	[]
36_1447	chr2	10408310	10408710	+	1000	572.0	[]	[]	[12.799472]	[99]	[]	[10408508]
36_14478	chr19	7965408	7965808	+	1000	94.0	[]	[]	[12.830319]	[255]	[]	[7965641]
36_14481	chr19	49149121	49149521	+	974	94.0	[7.2873273]	[88]	[]	[]	[49149307]	[]
36_14483	chr2	108385629	108386029	+	1000	94.0	[]	[]	[9.134563]	[81]	[]	[108385793]
36_14484	chr2	178589376	178589776	+	645	94.0	[]	[]	[11.304902]	[82]	[]	[178589530]
36_14491	chr3	50328036	50328436	+	1000	94.0	[10.821276]	[137]	[]	[]	[50328268]	[]
36_145	chr6	159790196	159790596	+	1000	886.0	[8.823982, 8.699134]	[90, 130]	[7.791825]	[123]	[159790380, 159790420]	[159790413]
36_1450	chr17	46818625	46819025	+	1000	571.5	[]	[]	[10.821276, 7.9442024, 14.959101]	[70, 117, 121]	[]	[46818785, 46818832, 46818836]
36_14500	chr5	91384916	91385316	+	1000	94.0	[11.351634]	[135]	[]	[]	[91385112]	[]
36_14501	chr5	154199235	154199635	+	1000	94.0	[]	[]	[11.925329]	[114]	[]	[154199435]
36_14512	chr7	43104877	43105277	+	1000	94.0	[7.2369456]	[154]	[]	[]	[43105120]	[]
36_14517	chr7	129768717	129769117	+	921	94.0	[]	[]	[7.134114]	[286]	[]	[129768965]
36_14520	chr8	144373516	144373916	+	1000	94.0	[7.1693687]	[210]	[]	[]	[144373719]	[]
36_14521	chr1	25239777	25240177	+	836	93.5	[7.9228125, 9.176121]	[225, 237]	[]	[]	[25239929, 25239941]	[]
36_14522	chr1	26392640	26393040	+	978	93.5	[7.581545]	[155]	[8.535883]	[209]	[26392803]	[26392857]
36_14527	chr1	92957011	92957411	+	1000	93.5	[]	[]	[9.031418]	[224]	[]	[92957233]
36_1453	chr7	73603375	73603775	+	1000	570.5	[14.959101]	[99]	[]	[]	[73603571]	[]
36_14534	chr1	151142661	151143061	+	1000	93.5	[]	[]	[7.220449, 11.459053]	[68, 74]	[]	[151142827, 151142833]
36_14540	chr10	11897989	11898389	+	846	93.5	[]	[]	[14.610782]	[136]	[]	[11898201]
36_14543	chr10	61822808	61823208	+	1000	93.5	[7.6093335]	[126]	[]	[]	[61823014]	[]
36_14544	chr11	34605521	34605921	+	1000	93.5	[8.120735]	[147]	[8.006341, 7.6738567, 13.044986]	[76, 115, 119]	[34605753]	[34605682, 34605721, 34605725]
36_14545	chr11	44065917	44066317	+	1000	93.5	[9.796548]	[95]	[]	[]	[44066112]	[]
36_1455	chr1	87328277	87328677	+	1000	569.5	[]	[]	[9.561028]	[144]	[]	[87328471]
36_14556	chr14	31261819	31262219	+	911	93.5	[14.959101]	[98]	[]	[]	[31262009]	[]
36_1456	chr7	99558358	99558758	+	1000	569.5	[]	[]	[13.053981, 7.6886597]	[89, 108]	[]	[99558539, 99558558]
36_14571	chr17	77007104	77007504	+	1000	93.5	[8.823982, 9.137733]	[82, 122]	[]	[]	[77007275, 77007315]	[]
36_14572	chr19	34145778	34146178	+	951	93.5	[9.018479]	[125]	[]	[]	[34145975]	[]
36_14576	chr2	135962445	135962845	+	876	93.5	[13.296596]	[136]	[]	[]	[135962649]	[]
36_14578	chr2	196400090	196400490	+	1000	93.5	[9.374846]	[157]	[]	[]	[196400316]	[]
36_14584	chr3	12953178	12953578	+	614	93.5	[7.7339315]	[97]	[]	[]	[12953362]	[]
36_1459	chr12	6554105	6554505	+	1000	568.0	[]	[]	[14.610782]	[105]	[]	[6554308]
36_14591	chr5	39381370	39381770	+	852	93.5	[7.079566, 12.91743]	[80, 153]	[]	[]	[39381541, 39381614]	[]
36_14597	chr6	162538713	162539113	+	886	93.5	[8.6082115]	[147]	[14.610782]	[133]	[162538948]	[162538934]
36_146	chr14	73458591	73458991	+	1000	885.5	[8.2925205]	[92]	[]	[]	[73458783]	[]
36_14601	chr7	108573085	108573485	+	1000	93.5	[]	[]	[14.492824]	[123]	[]	[108573295]
36_14604	chr9	93552916	93553316	+	1000	93.5	[7.797315]	[120]	[]	[]	[93553122]	[]
36_1461	chrX	69615659	69616059	+	1000	568.0	[8.192481]	[91]	[9.1892185]	[100]	[69615847]	[69615856]
36_14614	chr1	25216112	25216512	+	993	93.0	[11.603244]	[118]	[]	[]	[25216283]	[]
36_14624	chr10	2143157	2143557	+	1000	93.0	[14.492824, 14.492824, 14.492824]	[95, 134, 173]	[]	[]	[2143309, 2143348, 2143387]	[]
36_14625	chr10	8035403	8035803	+	873	93.0	[]	[]	[12.638885]	[125]	[]	[8035623]
36_14629	chr11	16356051	16356451	+	732	93.0	[]	[]	[9.642397]	[71]	[]	[16356211]
36_1463	chr19	38930667	38931067	+	1000	567.5	[]	[]	[8.50106, 8.114096]	[53, 149]	[]	[38930818, 38930914]
36_14631	chr14	24216138	24216538	+	994	93.0	[]	[]	[11.459053]	[129]	[]	[24216345]
36_14634	chr15	74541938	74542338	+	733	93.0	[7.8863187, 12.948277, 9.794609, 12.48378]	[91, 95, 132, 136]	[]	[]	[74542112, 74542116, 74542153, 74542157]	[]
36_14635	chr15	85234633	85235033	+	709	93.0	[]	[]	[8.06066]	[102]	[]	[85234824]
36_14639	chr17	30476930	30477330	+	1000	93.0	[]	[]	[7.5829563]	[209]	[]	[30477147]
36_1464	chr5	66596104	66596504	+	1000	567.5	[]	[]	[8.726171]	[108]	[]	[66596310]
36_14644	chr18	23529090	23529490	+	990	93.0	[]	[]	[9.263231]	[231]	[]	[23529275]
36_14653	chr2	106269758	106270158	+	1000	93.0	[]	[]	[9.761811, 7.1588783]	[83, 87]	[]	[106269933, 106269937]
36_14658	chr3	46538771	46539171	+	1000	93.0	[9.592721]	[138]	[9.761811]	[126]	[46538984]	[46538972]
36_1466	chr7	129401481	129401881	+	1000	567.5	[14.610782]	[125]	[]	[]	[129401691]	[]
36_14661	chr4	128553852	128554252	+	1000	93.0	[]	[]	[9.048256, 14.492824]	[107, 111]	[]	[128554053, 128554057]
36_14666	chr5	141814006	141814406	+	999	93.0	[]	[]	[11.964068]	[124]	[]	[141814208]
36_14669	chr6	35346506	35346906	+	1000	93.0	[10.55093]	[152]	[7.540064]	[205]	[35346694]	[35346747]
36_14672	chr6	53548041	53548441	+	580	93.0	[]	[]	[8.790392]	[155]	[]	[53548246]
36_14687	chrX	55000077	55000477	+	996	93.0	[]	[]	[7.7265677]	[70]	[]	[55000243]
36_1469	chr5	109656827	109657227	+	1000	566.5	[12.948277]	[101]	[]	[]	[109657028]	[]
36_14691	chr1	31765532	31765932	+	986	92.5	[9.328332]	[61]	[]	[]	[31765686]	[]
36_1470	chr5	95554571	95554971	+	1000	566.0	[10.711831]	[93]	[]	[]	[95554760]	[]
36_14700	chr1	234309962	234310362	+	966	92.5	[8.152741]	[66]	[7.654458]	[93]	[234310115]	[234310142]
36_14701	chr1	235866281	235866681	+	970	92.5	[]	[]	[7.824388]	[234]	[]	[235866493]
36_14702	chr10	17049098	17049498	+	1000	92.5	[]	[]	[8.875516]	[158]	[]	[17049332]
36_14709	chr11	59856612	59857012	+	1000	92.5	[11.925329, 11.925329]	[100, 135]	[]	[]	[59856791, 59856826]	[]
36_14713	chr12	117922179	117922579	+	1000	92.5	[]	[]	[8.099306, 14.959101]	[102, 106]	[]	[117922375, 117922379]
36_14716	chr15	41790757	41791157	+	976	92.5	[9.049327]	[119]	[]	[]	[41790962]	[]
36_14720	chr17	62916877	62917277	+	1000	92.5	[7.24659]	[89]	[]	[]	[62917066]	[]
36_14723	chr19	42284971	42285371	+	883	92.5	[12.799472, 7.9442024]	[112, 116]	[]	[]	[42285170, 42285174]	[]
36_14731	chr2	232550500	232550900	+	1000	92.5	[8.034783]	[168]	[]	[]	[232550746]	[]
36_14732	chr20	22387823	22388223	+	1000	92.5	[]	[]	[14.492824]	[137]	[]	[22388040]
36_14734	chr21	36156229	36156629	+	978	92.5	[]	[]	[8.908351]	[139]	[]	[36156422]
36_14737	chr3	13235130	13235530	+	1000	92.5	[]	[]	[7.5736537, 7.0874286]	[126, 130]	[]	[13235344, 13235348]
36_14738	chr3	51681989	51682389	+	944	92.5	[]	[]	[9.074489]	[150]	[]	[51682223]
36_1474	chr6	156832118	156832518	+	1000	565.5	[10.821276]	[81]	[]	[]	[156832298]	[]
36_14740	chr4	74659773	74660173	+	729	92.5	[9.815247]	[125]	[7.911935]	[154]	[74659956]	[74659985]
36_14742	chr5	36870425	36870825	+	1000	92.5	[9.738114]	[124]	[]	[]	[36870621]	[]
36_14746	chr6	6701882	6702282	+	962	92.5	[7.1120214]	[124]	[]	[]	[6702088]	[]
36_1475	chr7	16268841	16269241	+	1000	565.5	[10.831086, 8.302331]	[97, 101]	[]	[]	[16269034, 16269038]	[]
36_14758	chr7	127840451	127840851	+	948	92.5	[7.3372684, 14.959101]	[73, 125]	[]	[]	[127840607, 127840659]	[]
36_14764	chr9	126852221	126852621	+	1000	92.5	[11.925329]	[90]	[]	[]	[126852401]	[]
36_14767	chrX	150482758	150483158	+	984	92.5	[10.347194]	[233]	[7.6466613]	[210]	[150482974]	[150482951]
36_14768	chr1	25875116	25875516	+	1000	92.0	[]	[]	[8.726171]	[187]	[]	[25875335]
36_14775	chr1	110433708	110434108	+	952	92.0	[7.63498]	[117]	[]	[]	[110433908]	[]
36_14776	chr1	180815214	180815614	+	712	92.0	[]	[]	[9.723165]	[107]	[]	[180815420]
36_14778	chr1	234730640	234731040	+	958	92.0	[10.711831]	[231]	[]	[]	[234730803]	[]
36_14780	chr11	72103284	72103684	+	1000	92.0	[7.4739327]	[248]	[]	[]	[72103513]	[]
36_14803	chr18	77737297	77737697	+	920	92.0	[]	[]	[9.561028]	[104]	[]	[77737478]
36_14808	chr19	47480214	47480614	+	924	92.0	[9.723165, 7.9360037]	[125, 134]	[7.1693687]	[162]	[47480421, 47480430]	[47480458]
36_14809	chr19	48875255	48875655	+	1000	92.0	[8.047822, 8.668286, 7.3857517]	[98, 119, 123]	[7.871874]	[89]	[48875443, 48875464, 48875468]	[48875434]
36_1481	chr12	57552302	57552702	+	1000	561.5	[]	[]	[13.265748]	[104]	[]	[57552500]
36_14812	chr2	197867616	197868016	+	1000	92.0	[]	[]	[10.053806]	[116]	[]	[197867825]
36_14816	chr20	60085749	60086149	+	759	92.0	[14.492824]	[111]	[]	[]	[60085950]	[]
36_1482	chr19	11434982	11435382	+	1000	561.5	[8.636368]	[141]	[8.831873]	[99]	[11435223]	[11435181]
