#PeakID(python scan_motif.py ./ENCODE_processed_files/MAFK_idr.fa MAFK --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
420_14741	chr7	136103527	136103927	+	1000	65.0	[11.476549]	[139]	[]	[]	[136103743]	[]
420_14744	chr7	142150854	142151254	+	1000	65.0	[]	[]	[7.312882]	[117]	[]	[142151061]
420_14745	chr7	145774781	145775181	+	1000	65.0	[]	[]	[11.476549]	[91]	[]	[145774969]
420_14746	chr7	151265524	151265924	+	1000	65.0	[8.216044]	[140]	[]	[]	[151265760]	[]
420_14748	chr8	1625347	1625747	+	1000	65.0	[]	[]	[11.476549]	[93]	[]	[1625538]
420_14749	chr8	14628407	14628807	+	1000	65.0	[]	[]	[7.2262077]	[121]	[]	[14628619]
420_1475	chr8	71831286	71831686	+	1000	260.0	[8.216044]	[147]	[8.216044]	[76]	[71831528]	[71831457]
420_14751	chr8	68022877	68023277	+	1000	65.0	[11.476549]	[114]	[]	[]	[68023085]	[]
420_14752	chr8	70472640	70473040	+	1000	65.0	[11.476549]	[112]	[]	[]	[70472849]	[]
420_14753	chr8	71591141	71591541	+	1000	65.0	[11.476549]	[104]	[7.312882]	[117]	[71591343]	[71591356]
420_14754	chr8	73108100	73108500	+	1000	65.0	[]	[]	[7.312882]	[89]	[]	[73108285]
420_14755	chr8	79770080	79770480	+	1000	65.0	[5.659805]	[90]	[]	[]	[79770268]	[]
420_14756	chr8	91566194	91566594	+	1000	65.0	[8.216044]	[100]	[11.476549]	[112]	[91566393]	[91566405]
420_14759	chr8	103173373	103173773	+	1000	65.0	[]	[]	[11.476549]	[108]	[]	[103173581]
420_1476	chr8	124629745	124630145	+	1000	260.0	[8.216044]	[96]	[11.476549]	[89]	[124629940]	[124629933]
420_14760	chr8	104336981	104337381	+	1000	65.0	[8.216044]	[88]	[]	[]	[104337155]	[]
420_14761	chr8	105050555	105050955	+	1000	65.0	[7.312882]	[87]	[]	[]	[105050736]	[]
420_14762	chr8	109476544	109476944	+	1000	65.0	[7.312882]	[98]	[7.312882, 7.312882, 11.476549]	[91, 118, 149]	[109476737]	[109476730, 109476757, 109476788]
420_14763	chr8	117749102	117749502	+	1000	65.0	[11.476549]	[122]	[]	[]	[117749308]	[]
420_14764	chr8	123050593	123050993	+	1000	65.0	[]	[]	[7.2262077]	[110]	[]	[123050799]
420_14765	chr8	129973418	129973818	+	1000	65.0	[11.476549]	[114]	[]	[]	[129973625]	[]
420_14767	chr8	130343063	130343463	+	1000	65.0	[7.312882]	[76]	[5.659805]	[142]	[130343216]	[130343282]
420_14769	chr9	35652534	35652934	+	1000	65.0	[7.312882]	[114]	[11.476549]	[137]	[35652731]	[35652754]
420_1477	chr9	129910541	129910941	+	1000	260.0	[11.476549]	[117]	[5.659805]	[69]	[129910755]	[129910707]
420_14770	chr9	40992104	40992504	+	1000	65.0	[5.659805]	[80]	[]	[]	[40992255]	[]
420_14771	chr9	69136194	69136594	+	1000	65.0	[8.216044]	[95]	[7.2262077]	[88]	[69136385]	[69136378]
420_14772	chr9	95270791	95271191	+	1000	65.0	[11.476549]	[116]	[]	[]	[95270993]	[]
420_14773	chr9	97958883	97959283	+	1000	65.0	[]	[]	[7.2262077]	[108]	[]	[97959085]
420_14774	chr9	107751763	107752163	+	1000	65.0	[]	[]	[7.2262077]	[72]	[]	[107751920]
420_14775	chr9	110194297	110194697	+	1000	65.0	[7.2262077]	[143]	[]	[]	[110194539]	[]
420_14776	chr9	111023044	111023444	+	1000	65.0	[8.216044]	[104]	[]	[]	[111023245]	[]
420_14777	chr9	114612136	114612536	+	1000	65.0	[11.476549]	[122]	[7.312882]	[157]	[114612348]	[114612383]
420_14778	chr9	123312532	123312932	+	1000	65.0	[]	[]	[11.476549, 11.476549]	[58, 88]	[]	[123312689, 123312719]
420_14779	chr9	124306341	124306741	+	1000	65.0	[]	[]	[11.476549, 7.312882, 7.2262077]	[101, 118, 151]	[]	[124306535, 124306552, 124306585]
420_1478	chr11	34371392	34371792	+	1000	259.0	[]	[]	[8.216044]	[90]	[]	[34371578]
420_14780	chr9	130762296	130762696	+	1000	65.0	[]	[]	[11.476549]	[132]	[]	[130762494]
420_14781	chr9	130809337	130809737	+	1000	65.0	[11.476549]	[95]	[5.659805, 5.659805]	[63, 144]	[130809523]	[130809491, 130809572]
420_14783	chr9	131016505	131016905	+	1000	65.0	[8.216044]	[155]	[7.2262077]	[70]	[131016750]	[131016665]
420_14784	chrUn_GL000219v1	99275	99675	+	1000	65.0	[]	[]	[5.659805]	[150]	[]	[99504]
420_14785	chrX	111503591	111503991	+	1000	65.0	[11.476549]	[107]	[]	[]	[111503792]	[]
420_14786	chrX	115023111	115023511	+	1000	65.0	[11.476549]	[102]	[]	[]	[115023305]	[]
420_14787	chrX	120462399	120462799	+	1000	65.0	[]	[]	[7.2262077]	[141]	[]	[120462628]
420_14789	chr1	16088950	16089350	+	1000	64.0	[]	[]	[5.659805]	[108]	[]	[16089154]
420_14790	chr1	19840264	19840664	+	1000	64.0	[5.659805, 11.476549]	[70, 138]	[]	[]	[19840420, 19840488]	[]
420_14791	chr1	20192368	20192768	+	1000	64.0	[5.659805]	[132]	[11.476549]	[89]	[20192586]	[20192543]
420_14795	chr1	36421644	36422044	+	1000	64.0	[11.476549]	[117]	[11.476549]	[109]	[36421850]	[36421842]
420_14796	chr1	40240383	40240783	+	1000	64.0	[11.476549]	[118]	[5.659805]	[129]	[40240591]	[40240602]
420_14797	chr1	41461777	41462177	+	1000	64.0	[]	[]	[11.476549]	[106]	[]	[41461982]
420_14799	chr1	44835844	44836244	+	1000	64.0	[11.476549]	[126]	[]	[]	[44836068]	[]
420_148	chr7	139915989	139916389	+	1000	513.0	[11.476549]	[98]	[7.2262077]	[81]	[139916187]	[139916170]
420_1480	chr4	7036456	7036856	+	1000	259.0	[11.476549]	[113]	[]	[]	[7036666]	[]
420_14802	chr1	46527934	46528334	+	1000	64.0	[]	[]	[5.659805]	[156]	[]	[46528165]
420_14803	chr1	46735690	46736090	+	1000	64.0	[]	[]	[11.476549, 11.476549, 11.476549]	[77, 112, 133]	[]	[46735852, 46735887, 46735908]
420_14804	chr1	46753985	46754385	+	1000	64.0	[11.476549]	[108]	[]	[]	[46754184]	[]
420_14805	chr1	62852256	62852656	+	1000	64.0	[]	[]	[7.312882]	[96]	[]	[62852442]
420_14807	chr1	82034822	82035222	+	1000	64.0	[11.476549]	[109]	[7.2262077]	[102]	[82035029]	[82035022]
420_14808	chr1	100750179	100750579	+	670	64.0	[]	[]	[8.216044]	[129]	[]	[100750388]
420_14809	chr1	104269730	104270130	+	1000	64.0	[]	[]	[11.476549]	[93]	[]	[104269918]
420_1481	chr4	78662652	78663052	+	1000	259.0	[11.476549]	[110]	[]	[]	[78662857]	[]
420_14810	chr1	108522033	108522433	+	1000	64.0	[7.2262077]	[148]	[11.476549, 8.216044, 11.476549]	[89, 96, 129]	[108522280]	[108522221, 108522228, 108522261]
420_14811	chr1	109307179	109307579	+	1000	64.0	[]	[]	[7.2262077]	[147]	[]	[109307395]
420_14812	chr1	114780484	114780884	+	1000	64.0	[7.2262077, 11.476549]	[99, 138]	[]	[]	[114780639, 114780678]	[]
420_14813	chr1	120092830	120093230	+	1000	64.0	[8.216044, 11.476549]	[87, 90]	[]	[]	[120093009, 120093012]	[]
420_14815	chr1	147851178	147851578	+	1000	64.0	[]	[]	[7.2262077]	[128]	[]	[147851398]
420_14816	chr1	158200500	158200900	+	1000	64.0	[11.476549]	[137]	[11.476549, 11.476549]	[107, 152]	[158200720]	[158200690, 158200735]
420_14817	chr1	159869151	159869551	+	1000	64.0	[]	[]	[11.476549]	[127]	[]	[159869373]
420_14818	chr1	162674016	162674416	+	1000	64.0	[11.476549]	[139]	[7.2262077]	[99]	[162674240]	[162674200]
420_14819	chr1	165507548	165507948	+	1000	64.0	[]	[]	[11.476549]	[124]	[]	[165507759]
420_1482	chr5	10420975	10421375	+	1000	259.0	[11.476549]	[105]	[7.312882]	[88]	[10421179]	[10421162]
420_14821	chr1	182625719	182626119	+	1000	64.0	[]	[]	[7.2262077]	[98]	[]	[182625911]
420_14822	chr1	183845672	183846072	+	983	64.0	[7.2262077]	[114]	[]	[]	[183845868]	[]
420_14823	chr1	197253008	197253408	+	1000	64.0	[11.476549]	[76]	[11.476549]	[110]	[197253183]	[197253217]
420_14824	chr1	202348308	202348708	+	1000	64.0	[]	[]	[5.659805]	[64]	[]	[202348470]
420_14826	chr1	210878547	210878947	+	1000	64.0	[7.312882]	[109]	[]	[]	[210878756]	[]
420_14827	chr1	218317046	218317446	+	1000	64.0	[11.476549]	[99]	[]	[]	[218317211]	[]
420_14828	chr1	219119828	219120228	+	1000	64.0	[7.312882, 8.216044]	[66, 99]	[]	[]	[219119993, 219120026]	[]
420_14829	chr1	227791696	227792096	+	1000	64.0	[]	[]	[11.476549]	[103]	[]	[227791891]
420_1483	chr5	72597639	72598039	+	1000	259.0	[]	[]	[7.312882, 7.2262077]	[111, 141]	[]	[72597836, 72597866]
420_14830	chr1	228369144	228369544	+	1000	64.0	[5.659805, 8.216044]	[91, 143]	[]	[]	[228369311, 228369363]	[]
420_14832	chr1	230359913	230360313	+	1000	64.0	[]	[]	[11.476549, 7.312882]	[104, 132]	[]	[230360117, 230360145]
420_14834	chr10	3548657	3549057	+	1000	64.0	[]	[]	[11.476549]	[162]	[]	[3548889]
420_14836	chr10	10591775	10592175	+	1000	64.0	[11.476549]	[112]	[]	[]	[10591981]	[]
420_14837	chr10	15954172	15954572	+	1000	64.0	[]	[]	[11.476549]	[119]	[]	[15954382]
420_14840	chr10	29420785	29421185	+	1000	64.0	[]	[]	[11.476549, 7.2262077]	[100, 123]	[]	[29420964, 29420987]
420_14841	chr10	30227391	30227791	+	1000	64.0	[11.476549]	[146]	[]	[]	[30227617]	[]
420_14844	chr10	50275659	50276059	+	1000	64.0	[]	[]	[8.216044]	[166]	[]	[50275891]
420_14846	chr10	60169107	60169507	+	1000	64.0	[]	[]	[8.216044]	[97]	[]	[60169299]
420_14847	chr10	64234488	64234888	+	1000	64.0	[8.216044]	[111]	[]	[]	[64234688]	[]
420_14848	chr10	70430443	70430843	+	1000	64.0	[11.476549, 11.476549]	[125, 135]	[11.476549]	[100]	[70430662, 70430672]	[70430637]
420_14849	chr10	71382803	71383203	+	1000	64.0	[8.216044, 11.476549]	[78, 97]	[]	[]	[71382980, 71382999]	[]
420_14850	chr10	77321876	77322276	+	1000	64.0	[]	[]	[7.2262077]	[122]	[]	[77322085]
420_14852	chr10	79374578	79374978	+	1000	64.0	[7.2262077]	[73]	[7.2262077]	[106]	[79374738]	[79374771]
420_14853	chr10	79466535	79466935	+	1000	64.0	[11.476549]	[104]	[]	[]	[79466703]	[]
420_14854	chr10	80146908	80147308	+	1000	64.0	[]	[]	[11.476549]	[109]	[]	[80147110]
420_14855	chr10	132443506	132443906	+	1000	64.0	[11.476549, 7.2262077, 7.2262077]	[70, 119, 135]	[7.2262077]	[137]	[132443676, 132443725, 132443741]	[132443743]
420_14856	chr11	4578623	4579023	+	1000	64.0	[]	[]	[11.476549]	[101]	[]	[4578820]
420_14857	chr11	9856957	9857357	+	1000	64.0	[11.476549]	[88]	[7.312882]	[80]	[9857129]	[9857121]
420_14858	chr11	20406481	20406881	+	1000	64.0	[]	[]	[11.476549]	[95]	[]	[20406675]
420_14859	chr11	22792550	22792950	+	1000	64.0	[11.476549]	[105]	[8.216044]	[151]	[22792730]	[22792776]
420_1486	chr6	159974019	159974419	+	1000	259.0	[7.2262077]	[96]	[11.476549]	[112]	[159974206]	[159974222]
420_14860	chr11	30356384	30356784	+	1000	64.0	[]	[]	[11.476549]	[112]	[]	[30356579]
420_14861	chr11	55028841	55029241	+	1000	64.0	[]	[]	[11.476549]	[100]	[]	[55029032]
420_14864	chr11	108724968	108725368	+	1000	64.0	[]	[]	[11.476549]	[104]	[]	[108725170]
420_14866	chr11	116852482	116852882	+	1000	64.0	[7.2262077]	[111]	[11.476549, 7.2262077]	[104, 113]	[116852688]	[116852681, 116852690]
420_14867	chr11	131033043	131033443	+	1000	64.0	[8.216044]	[124]	[]	[]	[131033264]	[]
420_14869	chr12	11929755	11930155	+	1000	64.0	[7.312882]	[106]	[]	[]	[11929945]	[]
420_1487	chr9	131347365	131347765	+	1000	259.0	[11.476549]	[92]	[5.659805, 11.476549]	[85, 113]	[131347553]	[131347546, 131347574]
420_14871	chr12	39505553	39505953	+	1000	64.0	[]	[]	[11.476549]	[105]	[]	[39505756]
420_14874	chr12	69432789	69433189	+	1000	64.0	[]	[]	[7.2262077]	[116]	[]	[69432999]
420_14875	chr12	75888396	75888796	+	1000	64.0	[8.216044]	[114]	[]	[]	[75888601]	[]
420_14877	chr12	76965214	76965614	+	1000	64.0	[11.476549]	[136]	[11.476549]	[99]	[76965442]	[76965405]
420_14879	chr12	106822242	106822642	+	1000	64.0	[11.476549, 11.476549]	[62, 127]	[]	[]	[106822393, 106822458]	[]
420_1488	chr1	40585631	40586031	+	1000	258.0	[11.476549]	[114]	[8.216044]	[58]	[40585844]	[40585788]
420_14881	chr12	113486684	113487084	+	1000	64.0	[8.216044]	[123]	[11.476549]	[116]	[113486905]	[113486898]
420_14882	chr13	24563077	24563477	+	1000	64.0	[11.476549]	[85]	[7.312882]	[100]	[24563262]	[24563277]
420_14883	chr13	31930928	31931328	+	587	64.0	[]	[]	[7.312882]	[100]	[]	[31931121]
420_14884	chr13	38957806	38958206	+	1000	64.0	[11.476549]	[104]	[11.476549]	[97]	[38958004]	[38957997]
420_14885	chr13	42330971	42331371	+	1000	64.0	[11.476549]	[102]	[8.216044]	[151]	[42331166]	[42331215]
420_14889	chr13	95524467	95524867	+	1000	64.0	[]	[]	[11.476549]	[140]	[]	[95524686]
420_1489	chr1	167387252	167387652	+	1000	258.0	[11.476549]	[100]	[]	[]	[167387450]	[]
420_14890	chr13	110412222	110412622	+	1000	64.0	[]	[]	[11.476549]	[160]	[]	[110412463]
420_14891	chr14	69065925	69066325	+	1000	64.0	[]	[]	[11.476549]	[104]	[]	[69066127]
420_14892	chr14	69069044	69069444	+	735	64.0	[8.216044, 5.659805]	[95, 98]	[]	[]	[69069224, 69069227]	[]
420_14893	chr14	72925053	72925453	+	1000	64.0	[]	[]	[11.476549]	[124]	[]	[72925264]
420_14894	chr14	100392276	100392676	+	1000	64.0	[11.476549, 7.312882]	[111, 131]	[]	[]	[100392484, 100392504]	[]
420_14895	chr14	104767141	104767541	+	1000	64.0	[]	[]	[11.476549, 7.2262077]	[129, 139]	[]	[104767359, 104767369]
420_14896	chr15	36330534	36330934	+	1000	64.0	[]	[]	[11.476549, 5.659805]	[120, 141]	[]	[36330747, 36330768]
420_14897	chr15	39877720	39878120	+	1000	64.0	[7.312882]	[143]	[]	[]	[39877948]	[]
420_14899	chr15	49155545	49155945	+	1000	64.0	[]	[]	[7.2262077]	[106]	[]	[49155723]
420_149	chr9	72839213	72839613	+	1000	513.0	[11.476549]	[113]	[8.216044]	[106]	[72839424]	[72839417]
420_1490	chr10	24292517	24292917	+	1000	258.0	[]	[]	[11.476549]	[97]	[]	[24292709]
420_14900	chr15	57005217	57005617	+	1000	64.0	[]	[]	[11.476549]	[113]	[]	[57005430]
420_14901	chr15	58524267	58524667	+	1000	64.0	[]	[]	[11.476549]	[103]	[]	[58524466]
420_14902	chr15	58602807	58603207	+	1000	64.0	[]	[]	[11.476549, 5.659805]	[126, 135]	[]	[58603016, 58603025]
420_14903	chr15	62112900	62113300	+	1000	64.0	[]	[]	[8.216044]	[80]	[]	[62113061]
420_14905	chr15	67947246	67947646	+	1000	64.0	[11.476549, 11.476549]	[81, 108]	[]	[]	[67947423, 67947450]	[]
420_14907	chr15	83449948	83450348	+	1000	64.0	[]	[]	[8.216044]	[95]	[]	[83450142]
420_14909	chr15	91668328	91668728	+	1000	64.0	[7.312882]	[93]	[]	[]	[91668503]	[]
420_1491	chr17	41645788	41646188	+	1000	258.0	[]	[]	[7.2262077, 8.216044]	[119, 138]	[]	[41646003, 41646022]
420_14910	chr15	95176252	95176652	+	1000	64.0	[]	[]	[11.476549]	[83]	[]	[95176418]
420_14911	chr15	99673106	99673506	+	615	64.0	[]	[]	[11.476549]	[108]	[]	[99673310]
420_14912	chr16	6267724	6268124	+	1000	64.0	[11.476549]	[98]	[]	[]	[6267920]	[]
420_14913	chr16	7509119	7509519	+	1000	64.0	[]	[]	[7.312882]	[107]	[]	[7509324]
420_14914	chr16	9077303	9077703	+	1000	64.0	[5.659805]	[85]	[]	[]	[9077483]	[]
420_14915	chr16	11458435	11458835	+	1000	64.0	[11.476549]	[97]	[]	[]	[11458629]	[]
420_14917	chr16	21525259	21525659	+	1000	64.0	[11.476549]	[84]	[]	[]	[21525443]	[]
420_14919	chr16	46384625	46385025	+	1000	64.0	[8.216044]	[147]	[]	[]	[46384871]	[]
420_1492	chr17	55090215	55090615	+	1000	258.0	[]	[]	[11.476549]	[114]	[]	[55090422]
420_14920	chr16	46968007	46968407	+	1000	64.0	[]	[]	[7.2262077]	[145]	[]	[46968232]
420_14922	chr16	88307024	88307424	+	1000	64.0	[]	[]	[11.476549]	[133]	[]	[88307209]
420_14923	chr17	1060280	1060680	+	1000	64.0	[]	[]	[11.476549]	[101]	[]	[1060471]
420_14924	chr17	12386324	12386724	+	1000	64.0	[]	[]	[11.476549]	[114]	[]	[12386529]
420_14925	chr17	15957185	15957585	+	1000	64.0	[11.476549]	[118]	[5.659805]	[66]	[15957392]	[15957340]
420_14927	chr17	27778239	27778639	+	1000	64.0	[11.476549]	[105]	[8.216044]	[124]	[27778431]	[27778450]
420_14928	chr17	27986851	27987251	+	1000	64.0	[8.216044, 7.312882]	[66, 114]	[]	[]	[27987016, 27987064]	[]
420_14929	chr17	29155309	29155709	+	1000	64.0	[7.2262077]	[101]	[]	[]	[29155495]	[]
420_1493	chr2	187056932	187057332	+	1000	258.0	[]	[]	[11.476549]	[102]	[]	[187057129]
420_14930	chr17	30133208	30133608	+	1000	64.0	[11.476549]	[94]	[]	[]	[30133400]	[]
420_14931	chr17	32909886	32910286	+	1000	64.0	[11.476549]	[145]	[]	[]	[32910124]	[]
420_14932	chr17	42459434	42459834	+	1000	64.0	[]	[]	[11.476549]	[111]	[]	[42459617]
420_14936	chr18	7035805	7036205	+	1000	64.0	[11.476549]	[97]	[8.216044]	[89]	[7036000]	[7035992]
420_14937	chr18	23303260	23303660	+	1000	64.0	[11.476549]	[112]	[]	[]	[23303467]	[]
420_14938	chr18	27171987	27172387	+	1000	64.0	[]	[]	[7.312882]	[105]	[]	[27172184]
420_14939	chr18	56270841	56271241	+	1000	64.0	[]	[]	[7.2262077]	[111]	[]	[56271043]
420_1494	chr4	85743311	85743711	+	1000	258.0	[11.476549]	[109]	[5.659805]	[102]	[85743504]	[85743497]
420_14940	chr18	70037462	70037862	+	1000	64.0	[]	[]	[11.476549]	[97]	[]	[70037651]
420_14941	chr19	2619088	2619488	+	1000	64.0	[]	[]	[7.2262077]	[92]	[]	[2619260]
420_14942	chr19	3155139	3155539	+	1000	64.0	[]	[]	[5.659805]	[149]	[]	[3155342]
420_14943	chr19	6639482	6639882	+	1000	64.0	[7.312882, 11.476549]	[96, 136]	[]	[]	[6639664, 6639704]	[]
420_14944	chr19	14735915	14736315	+	1000	64.0	[]	[]	[11.476549]	[110]	[]	[14736114]
420_14946	chr19	39162438	39162838	+	1000	64.0	[7.2262077, 11.476549]	[71, 106]	[]	[]	[39162605, 39162640]	[]
420_14947	chr19	43634952	43635352	+	1000	64.0	[7.312882]	[89]	[]	[]	[43635131]	[]
420_1495	chr4	138242254	138242654	+	1000	258.0	[5.659805, 7.2262077]	[88, 117]	[8.216044]	[61]	[138242442, 138242471]	[138242415]
420_14950	chr2	5884080	5884480	+	1000	64.0	[]	[]	[11.476549]	[83]	[]	[5884254]
420_14952	chr2	26197503	26197903	+	1000	64.0	[]	[]	[11.476549]	[102]	[]	[26197705]
420_14955	chr2	41504532	41504932	+	1000	64.0	[7.2262077]	[107]	[]	[]	[41504732]	[]
420_14956	chr2	42342390	42342790	+	1000	64.0	[11.476549]	[122]	[]	[]	[42342591]	[]
420_14957	chr2	55230558	55230958	+	1000	64.0	[]	[]	[11.476549]	[102]	[]	[55230744]
420_14958	chr2	65065136	65065536	+	1000	64.0	[8.216044]	[122]	[]	[]	[65065290]	[]
420_14959	chr2	70743716	70744116	+	1000	64.0	[5.659805, 8.216044]	[118, 138]	[]	[]	[70743927, 70743947]	[]
420_1496	chr5	105238558	105238958	+	1000	258.0	[11.476549]	[111]	[]	[]	[105238765]	[]
420_14960	chr2	72745554	72745954	+	1000	64.0	[11.476549]	[112]	[]	[]	[72745755]	[]
420_14961	chr2	74003821	74004221	+	1000	64.0	[11.476549]	[119]	[]	[]	[74004025]	[]
420_14962	chr2	74670273	74670673	+	1000	64.0	[]	[]	[11.476549]	[125]	[]	[74670484]
420_14963	chr2	88545154	88545554	+	1000	64.0	[7.312882]	[137]	[]	[]	[88545387]	[]
420_14964	chr2	98445914	98446314	+	1000	64.0	[]	[]	[11.476549]	[126]	[]	[98446123]
420_14965	chr2	119333374	119333774	+	1000	64.0	[11.476549]	[118]	[]	[]	[119333588]	[]
420_14966	chr2	159270946	159271346	+	1000	64.0	[5.659805, 11.476549]	[101, 159]	[]	[]	[159271125, 159271183]	[]
420_14967	chr2	169584164	169584564	+	1000	64.0	[]	[]	[11.476549]	[63]	[]	[169584319]
420_14969	chr2	191760646	191761046	+	1000	64.0	[]	[]	[7.312882]	[113]	[]	[191760844]
420_1497	chr6	4358569	4358969	+	1000	258.0	[]	[]	[11.476549]	[100]	[]	[4358754]
420_14971	chr2	207313948	207314348	+	1000	64.0	[11.476549, 8.216044]	[104, 139]	[]	[]	[207314147, 207314182]	[]
420_14972	chr2	210028176	210028576	+	1000	64.0	[]	[]	[11.476549]	[105]	[]	[210028378]
420_14974	chr2	231557821	231558221	+	1000	64.0	[]	[]	[11.476549]	[89]	[]	[231558007]
420_14977	chr20	41265926	41266326	+	1000	64.0	[]	[]	[11.476549]	[116]	[]	[41266132]
420_14978	chr20	44394633	44395033	+	1000	64.0	[11.476549]	[139]	[]	[]	[44394862]	[]
420_14979	chr20	48831722	48832122	+	1000	64.0	[7.312882]	[119]	[]	[]	[48831928]	[]
420_1498	chr6	30785905	30786305	+	1000	258.0	[]	[]	[11.476549, 7.312882]	[99, 137]	[]	[30786096, 30786134]
420_14980	chr20	63249284	63249684	+	1000	64.0	[7.2262077]	[151]	[11.476549]	[113]	[63249521]	[63249483]
420_14982	chr21	14388284	14388684	+	1000	64.0	[11.476549]	[114]	[]	[]	[14388482]	[]
420_14983	chr21	14673625	14674025	+	1000	64.0	[7.312882]	[80]	[5.659805]	[114]	[14673796]	[14673830]
420_14984	chr21	38797486	38797886	+	1000	64.0	[7.2262077]	[150]	[5.659805]	[179]	[38797695]	[38797724]
420_14985	chr21	39346937	39347337	+	1000	64.0	[7.2262077]	[120]	[]	[]	[39347133]	[]
420_14986	chr21	42455280	42455680	+	1000	64.0	[]	[]	[8.216044, 8.216044]	[90, 105]	[]	[42455458, 42455473]
420_14987	chr21	42924353	42924753	+	1000	64.0	[11.476549]	[119]	[7.312882]	[130]	[42924557]	[42924568]
420_14988	chr22	12194884	12195284	+	1000	64.0	[]	[]	[11.476549, 7.2262077]	[109, 137]	[]	[12195080, 12195108]
420_14989	chr22	19941175	19941575	+	1000	64.0	[8.216044]	[223]	[]	[]	[19941400]	[]
420_1499	chr6	109153749	109154149	+	1000	258.0	[7.312882]	[157]	[11.476549, 8.216044]	[104, 128]	[109153996]	[109153943, 109153967]
420_14990	chr22	21628421	21628821	+	1000	64.0	[7.2262077]	[147]	[]	[]	[21628663]	[]
420_14993	chr22	22102916	22103316	+	1000	64.0	[7.2262077]	[129]	[]	[]	[22103143]	[]
420_14994	chr22	22210297	22210697	+	1000	64.0	[11.476549]	[120]	[5.659805]	[145]	[22210517]	[22210542]
420_14995	chr22	22546400	22546800	+	1000	64.0	[]	[]	[11.476549]	[91]	[]	[22546587]
420_14997	chr22	22663469	22663869	+	1000	64.0	[7.2262077]	[66]	[11.476549]	[91]	[22663625]	[22663650]
420_14998	chr22	23140584	23140984	+	906	64.0	[]	[]	[7.312882]	[197]	[]	[23140801]
420_15	chr19	46991186	46991586	+	1000	687.0	[]	[]	[11.476549]	[106]	[]	[46991391]
420_150	chr1	14929364	14929764	+	1000	512.0	[11.476549, 7.312882]	[100, 140]	[7.2262077]	[81]	[14929560, 14929600]	[14929541]
420_1500	chr7	147805998	147806398	+	1000	258.0	[]	[]	[7.2262077]	[91]	[]	[147806189]
420_15000	chr22	23227343	23227743	+	1000	64.0	[7.2262077, 7.2262077]	[182, 189]	[]	[]	[23227582, 23227589]	[]
420_15001	chr22	26389120	26389520	+	1000	64.0	[11.476549]	[105]	[]	[]	[26389325]	[]
420_15002	chr22	28927704	28928104	+	1000	64.0	[]	[]	[11.476549]	[155]	[]	[28927938]
420_15003	chr22	30606624	30607024	+	1000	64.0	[]	[]	[7.2262077]	[70]	[]	[30606784]
420_15004	chr22	39574736	39575136	+	1000	64.0	[7.2262077]	[114]	[11.476549]	[58]	[39574944]	[39574888]
420_15005	chr3	4471866	4472266	+	1000	64.0	[11.476549]	[133]	[]	[]	[4472087]	[]
420_15006	chr3	4493177	4493577	+	1000	64.0	[]	[]	[11.476549]	[106]	[]	[4493369]
420_15007	chr3	9569105	9569505	+	1000	64.0	[7.312882]	[117]	[11.476549]	[102]	[9569307]	[9569292]
420_15008	chr3	33032908	33033308	+	1000	64.0	[]	[]	[11.476549]	[140]	[]	[33033125]
420_15009	chr3	45548424	45548824	+	1000	64.0	[11.476549]	[106]	[]	[]	[45548625]	[]
420_1501	chr8	1755613	1756013	+	1000	258.0	[7.2262077]	[105]	[]	[]	[1755816]	[]
420_15010	chr3	46406882	46407282	+	1000	64.0	[11.476549]	[161]	[]	[]	[46407102]	[]
420_15011	chr3	101941728	101942128	+	1000	64.0	[8.216044, 8.216044]	[117, 128]	[]	[]	[101941932, 101941943]	[]
420_15012	chr3	113712136	113712536	+	1000	64.0	[]	[]	[11.476549]	[143]	[]	[113712361]
420_15013	chr3	150136230	150136630	+	1000	64.0	[]	[]	[11.476549, 11.476549]	[70, 103]	[]	[150136400, 150136433]
420_15015	chr3	177209521	177209921	+	1000	64.0	[11.476549]	[89]	[]	[]	[177209708]	[]
420_15017	chr4	3304007	3304407	+	1000	64.0	[5.659805]	[149]	[8.216044, 11.476549]	[100, 111]	[3304254]	[3304205, 3304216]
420_15018	chr4	6925421	6925821	+	1000	64.0	[]	[]	[11.476549]	[101]	[]	[6925620]
420_15019	chr4	11463698	11464098	+	1000	64.0	[11.476549, 11.476549]	[70, 120]	[]	[]	[11463858, 11463908]	[]
420_1502	chr8	135446574	135446974	+	1000	258.0	[7.312882, 11.476549]	[96, 148]	[11.476549]	[88]	[135446768, 135446820]	[135446760]
420_15020	chr4	23667651	23668051	+	1000	64.0	[]	[]	[11.476549, 11.476549]	[105, 129]	[]	[23667852, 23667876]
420_15021	chr4	42719262	42719662	+	1000	64.0	[]	[]	[11.476549]	[100]	[]	[42719446]
420_15022	chr4	73751805	73752205	+	1000	64.0	[]	[]	[11.476549]	[125]	[]	[73752024]
420_15023	chr4	80076001	80076401	+	1000	64.0	[11.476549]	[111]	[]	[]	[80076200]	[]
420_15025	chr4	92843777	92844177	+	1000	64.0	[]	[]	[11.476549]	[104]	[]	[92843980]
420_15026	chr4	99677159	99677559	+	1000	64.0	[11.476549]	[106]	[]	[]	[99677357]	[]
