#PeakID(python identify_motif.py ./ENCODE_processed_files/JUNB_idr.fa JUNB --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
771_14566	chr9	129587495	129587895	+	665	27.0	[6.8128824]	[150]	[]	[]	[129587701]	[]
771_14574	chr9	131208042	131208442	+	752	27.0	[6.9073806]	[142]	[6.650433]	[235]	[131208199]	[131208292]
771_14577	chr9	131707708	131708108	+	699	27.0	[13.061545]	[110]	[10.770802]	[110]	[131707876]	[131707876]
771_1458	chr4	76943149	76943549	+	1000	71.0	[15.927315, 6.9799495]	[140, 147]	[13.506975, 6.5913215]	[140, 147]	[76943369, 76943376]	[76943369, 76943376]
771_14584	chrX	39870229	39870629	+	698	27.0	[8.124977]	[156]	[10.846566]	[156]	[39870452]	[39870452]
771_14586	chrX	65596262	65596662	+	849	27.0	[7.3936696, 13.28149, 7.383095]	[69, 122, 126]	[11.291996]	[122]	[65596417, 65596470, 65596474]	[65596470]
771_1459	chr4	83548391	83548791	+	1000	71.0	[11.291996]	[82]	[13.28149]	[82]	[83548571]	[83548571]
771_14596	chr1	6581787	6582187	+	728	26.0	[9.75485]	[151]	[9.614127]	[151]	[6582009]	[6582009]
771_146	chr13	110965262	110965662	+	1000	187.0	[13.191141, 13.191141, 13.191141, 13.191141]	[82, 99, 127, 144]	[10.641206, 10.641206, 10.641206, 10.641206]	[82, 99, 127, 144]	[110965428, 110965445, 110965473, 110965490]	[110965428, 110965445, 110965473, 110965490]
771_1460	chr5	141691397	141691797	+	1000	71.0	[13.191141]	[108]	[10.641206]	[108]	[141691596]	[141691596]
771_1461	chr5	142223618	142224018	+	1000	71.0	[13.712336]	[119]	[10.861151]	[119]	[142223821]	[142223821]
771_1462	chr5	170331165	170331565	+	1000	71.0	[10.861151]	[117]	[13.712336]	[117]	[170331369]	[170331369]
771_1463	chr6	6806712	6807112	+	1000	71.0	[13.28149]	[177]	[11.291996]	[177]	[6806959]	[6806959]
771_14633	chr1	32500765	32501165	+	699	26.0	[7.4553385]	[139]	[]	[]	[32501003]	[]
771_14634	chr1	33130260	33130660	+	633	26.0	[12.31283]	[140]	[7.514847, 9.462089]	[124, 140]	[33130487]	[33130471, 33130487]
771_1464	chr6	35726289	35726689	+	1000	71.0	[10.861151]	[126]	[13.712336]	[126]	[35726501]	[35726501]
771_14645	chr1	42824477	42824877	+	745	26.0	[6.337772]	[175]	[6.6684]	[175]	[42824720]	[42824720]
771_14649	chr1	44714857	44715257	+	618	26.0	[]	[]	[7.8418097]	[93]	[]	[44715026]
771_14653	chr1	46517178	46517578	+	723	26.0	[]	[]	[7.1910195]	[149]	[]	[46517391]
771_14654	chr1	47175272	47175672	+	718	26.0	[]	[]	[6.3611712]	[158]	[]	[47175517]
771_1466	chr7	2863616	2864016	+	1000	71.0	[11.066511]	[119]	[8.646172]	[119]	[2863832]	[2863832]
771_14662	chr1	67919189	67919589	+	717	26.0	[9.447061]	[197]	[6.725914]	[197]	[67919428]	[67919428]
771_14670	chr1	92960415	92960815	+	694	26.0	[7.3535123]	[225]	[]	[]	[92960651]	[]
771_14671	chr1	100130603	100131003	+	729	26.0	[11.882428]	[166]	[9.89249]	[166]	[100130827]	[100130827]
771_14693	chr1	159009774	159010174	+	674	26.0	[9.968816]	[116]	[7.2397733]	[116]	[159009963]	[159009963]
771_14695	chr1	160607011	160607411	+	613	26.0	[7.232081]	[149]	[]	[]	[160607218]	[]
771_14696	chr1	161115231	161115631	+	708	26.0	[10.264917]	[127]	[9.8452]	[127]	[161115437]	[161115437]
771_14697	chr1	165928046	165928446	+	550	26.0	[11.136225, 7.514847]	[64, 72]	[7.771173]	[64]	[165928198, 165928206]	[165928198]
771_1470	chr7	128523231	128523631	+	1000	71.0	[11.291996]	[91]	[13.28149]	[91]	[128523419]	[128523419]
771_14704	chr1	170063156	170063556	+	612	26.0	[11.066511, 10.325372]	[119, 172]	[8.646172, 7.9050317]	[119, 172]	[170063341, 170063394]	[170063341, 170063394]
771_14708	chr1	173302330	173302730	+	746	26.0	[7.5734572]	[177]	[]	[]	[173302545]	[]
771_14709	chr1	174230483	174230883	+	781	26.0	[8.270454]	[132]	[]	[]	[174230684]	[]
771_1471	chr7	130242161	130242561	+	1000	71.0	[9.146254, 6.6484528]	[121, 142]	[7.026721]	[121]	[130242341, 130242362]	[130242341]
771_1472	chr7	139118163	139118563	+	1000	71.0	[10.641206, 10.641206]	[107, 126]	[13.191141, 13.191141, 8.562418]	[107, 126, 179]	[139118317, 139118336]	[139118317, 139118336, 139118389]
771_14725	chr1	201883535	201883935	+	694	26.0	[7.824515]	[171]	[]	[]	[201883725]	[]
771_14734	chr1	205945047	205945447	+	765	26.0	[13.506975]	[121]	[15.927315]	[121]	[205945240]	[205945240]
771_14737	chr1	207463546	207463946	+	618	26.0	[13.712336]	[114]	[10.861151]	[114]	[207463755]	[207463755]
771_1474	chr7	150317986	150318386	+	1000	71.0	[9.462089]	[92]	[12.31283]	[92]	[150318152]	[150318152]
771_14741	chr1	209667811	209668211	+	635	26.0	[7.026721]	[91]	[9.146254]	[91]	[209668000]	[209668000]
771_14744	chr1	220274583	220274983	+	702	26.0	[8.426227]	[82]	[10.545317]	[82]	[220274764]	[220274764]
771_1475	chr8	54153385	54153785	+	1000	71.0	[8.865413]	[113]	[8.446137, 7.232081]	[113, 153]	[54153586]	[54153586, 54153626]
771_14751	chr1	226100919	226101319	+	757	26.0	[9.236603]	[62]	[7.677511]	[62]	[226101073]	[226101073]
771_14756	chr1	231442610	231443010	+	757	26.0	[8.124977]	[137]	[10.846566]	[137]	[231442833]	[231442833]
771_14758	chr1	234659567	234659967	+	567	26.0	[10.861151]	[88]	[7.383095, 13.712336]	[78, 88]	[234659738]	[234659728, 234659738]
771_1476	chr8	67366272	67366672	+	1000	71.0	[8.124977]	[85]	[10.846566]	[85]	[67366443]	[67366443]
771_14769	chr10	11609100	11609500	+	665	26.0	[12.491025]	[109]	[12.4798975, 7.8418097]	[109, 153]	[11609303]	[11609303, 11609347]
771_1477	chr8	104617819	104618219	+	1000	71.0	[11.136225]	[194]	[7.771173]	[194]	[104618053]	[104618053]
771_14773	chr10	15020974	15021374	+	739	26.0	[11.066511]	[122]	[8.646172]	[122]	[15021162]	[15021162]
771_14780	chr10	24643783	24644183	+	687	26.0	[10.861151]	[134]	[13.712336]	[134]	[24643994]	[24643994]
771_14794	chr10	62735906	62736306	+	642	26.0	[15.927315]	[116]	[13.506975]	[116]	[62736080]	[62736080]
771_14799	chr10	70549818	70550218	+	806	26.0	[]	[]	[6.466483]	[124]	[]	[70550020]
771_148	chr16	15590842	15591242	+	1000	184.0	[10.641206]	[78]	[13.191141]	[78]	[15590994]	[15590994]
771_1480	chr1	6784387	6784787	+	1000	70.0	[13.506975]	[82]	[15.927315]	[82]	[6784565]	[6784565]
771_14800	chr10	70579577	70579977	+	746	26.0	[10.846566]	[112]	[8.124977]	[112]	[70579743]	[70579743]
771_14801	chr10	70594632	70595032	+	745	26.0	[8.646172]	[96]	[11.066511]	[96]	[70594791]	[70594791]
771_14806	chr10	74799747	74800147	+	711	26.0	[15.927315]	[121]	[13.506975]	[121]	[74799934]	[74799934]
771_14812	chr10	118002694	118003094	+	757	26.0	[11.066511]	[84]	[8.646172, 7.558171]	[84, 125]	[118002875]	[118002875, 118002916]
771_14821	chr11	14415178	14415578	+	728	26.0	[10.770802]	[106]	[13.061545]	[106]	[14415382]	[14415382]
771_14847	chr11	70788304	70788704	+	654	26.0	[13.712336]	[93]	[10.861151, 7.452026]	[93, 143]	[70788464]	[70788464, 70788514]
771_1486	chr1	112792175	112792575	+	1000	70.0	[11.066511]	[124]	[8.646172]	[124]	[112792380]	[112792380]
771_14867	chr12	14836199	14836599	+	613	26.0	[11.066511, 9.8452]	[122, 145]	[8.646172, 10.264917]	[122, 145]	[14836404, 14836427]	[14836404, 14836427]
771_14869	chr12	24937457	24937857	+	759	26.0	[8.646172, 8.004303]	[150, 193]	[11.066511]	[150]	[24937665, 24937708]	[24937665]
771_14870	chr12	24950091	24950491	+	736	26.0	[]	[]	[8.40005, 7.253499]	[104, 171]	[]	[24950267, 24950334]
771_14877	chr12	49945475	49945875	+	768	26.0	[10.846566]	[168]	[8.124977]	[168]	[49945650]	[49945650]
771_14887	chr12	66164316	66164716	+	614	26.0	[]	[]	[6.9308314]	[179]	[]	[66164544]
771_1489	chr10	74021283	74021683	+	1000	70.0	[6.6484528]	[97]	[]	[]	[74021447]	[]
771_149	chr22	20916767	20917167	+	1000	184.0	[10.770802]	[82]	[13.061545]	[82]	[20916947]	[20916947]
771_14902	chr12	110796907	110797307	+	775	26.0	[13.506975, 7.7989426]	[87, 99]	[15.927315, 10.119268]	[87, 99]	[110797094, 110797106]	[110797094, 110797106]
771_14905	chr12	118309624	118310024	+	760	26.0	[10.770802]	[73]	[13.061545]	[73]	[118309796]	[118309796]
771_14906	chr12	120430364	120430764	+	623	26.0	[7.889711]	[161]	[]	[]	[120430569]	[]
771_14907	chr12	122679081	122679481	+	744	26.0	[]	[]	[8.267943]	[178]	[]	[122679291]
771_14912	chr13	41465152	41465552	+	642	26.0	[7.0198283, 8.124977]	[149, 182]	[9.447621, 10.846566]	[149, 182]	[41465366, 41465399]	[41465366, 41465399]
771_14913	chr13	45807468	45807868	+	620	26.0	[7.1737247]	[89]	[]	[]	[45807640]	[]
771_1492	chr12	52903803	52904203	+	1000	70.0	[15.927315]	[104]	[13.506975]	[104]	[52904001]	[52904001]
771_14923	chr13	93330223	93330623	+	682	26.0	[11.291996]	[179]	[13.28149]	[179]	[93330469]	[93330469]
771_14935	chr14	78005277	78005677	+	617	26.0	[12.183796]	[111]	[7.253499, 9.885598]	[104, 111]	[78005478]	[78005471, 78005478]
771_1494	chr13	50245079	50245479	+	1000	70.0	[10.545317, 11.066511]	[106, 129]	[8.426227, 8.646172]	[106, 129]	[50245275, 50245298]	[50245275, 50245298]
771_14947	chr15	56737216	56737616	+	700	26.0	[7.2397733]	[109]	[9.968816]	[109]	[56737414]	[56737414]
771_14951	chr15	64284018	64284418	+	781	26.0	[13.506975]	[192]	[15.927315]	[192]	[64284248]	[64284248]
771_14956	chr15	74311561	74311961	+	712	26.0	[7.9042892]	[186]	[]	[]	[74311780]	[]
771_14959	chr15	82749404	82749804	+	587	26.0	[9.462089]	[120]	[12.31283]	[120]	[82749611]	[82749611]
771_1496	chr16	23784790	23785190	+	1000	70.0	[7.0216236, 12.31283]	[74, 129]	[9.462089]	[129]	[23784953, 23785008]	[23785008]
771_14969	chr16	5033750	5034150	+	699	26.0	[9.968816]	[141]	[7.2397733]	[141]	[5033953]	[5033953]
771_14974	chr16	29008011	29008411	+	736	26.0	[13.191141]	[73]	[10.641206]	[73]	[29008175]	[29008175]
771_14975	chr16	29266552	29266952	+	604	26.0	[8.646172]	[115]	[11.066511]	[115]	[29266750]	[29266750]
771_14982	chr16	56577090	56577490	+	772	26.0	[6.337772]	[126]	[6.6684]	[126]	[56577247]	[56577247]
771_1499	chr19	4058278	4058678	+	1000	70.0	[13.712336]	[97]	[10.861151]	[97]	[4058466]	[4058466]
771_14991	chr16	71961468	71961868	+	655	26.0	[7.246666]	[178]	[9.667448]	[178]	[71961676]	[71961676]
771_14995	chr16	80993269	80993669	+	709	26.0	[7.2397733]	[120]	[9.968816]	[120]	[80993479]	[80993479]
771_15002	chr17	17836168	17836568	+	584	26.0	[]	[]	[7.0216236]	[110]	[]	[17836325]
771_15010	chr17	30336363	30336763	+	706	26.0	[6.7718644]	[205]	[6.682978]	[205]	[30336602]	[30336602]
771_1503	chr2	158214401	158214801	+	1000	70.0	[6.7552223, 13.506975, 7.6011157]	[66, 109, 123]	[7.6888065, 15.927315]	[66, 109]	[158214566, 158214609, 158214623]	[158214566, 158214609]
771_15030	chr17	44794856	44795256	+	675	26.0	[8.124977]	[122]	[10.846566]	[122]	[44795070]	[44795070]
771_15041	chr17	58232710	58233110	+	696	26.0	[10.264917]	[173]	[9.8452]	[173]	[58232961]	[58232961]
771_15042	chr17	59220073	59220473	+	639	26.0	[]	[]	[6.3757496]	[200]	[]	[59220280]
771_15048	chr17	64992340	64992740	+	559	26.0	[15.927315, 10.056789]	[94, 142]	[13.506975, 7.352811]	[94, 142]	[64992530, 64992578]	[64992530, 64992578]
771_1505	chr2	178074786	178075186	+	1000	70.0	[9.462089]	[128]	[12.31283]	[128]	[178075005]	[178075005]
771_15050	chr17	74203349	74203749	+	749	26.0	[7.789663]	[148]	[10.0394945]	[148]	[74203597]	[74203597]
771_15057	chr17	77137915	77138315	+	753	26.0	[7.9050317]	[168]	[10.325372, 7.1910195]	[168, 235]	[77138095]	[77138095, 77138162]
771_15064	chr18	3177985	3178385	+	645	26.0	[]	[]	[7.3206153]	[184]	[]	[3178211]
771_1508	chr20	41149693	41150093	+	1000	70.0	[10.276045]	[133]	[7.0369763, 9.834072]	[119, 133]	[41149923]	[41149909, 41149923]
771_15080	chr19	6667303	6667703	+	731	26.0	[8.715885]	[130]	[10.191513]	[130]	[6667523]	[6667523]
771_15087	chr19	11138503	11138903	+	664	26.0	[8.426227]	[176]	[10.545317]	[176]	[11138747]	[11138747]
771_15090	chr19	11988403	11988803	+	541	26.0	[11.291996]	[185]	[13.28149]	[185]	[11988624]	[11988624]
771_15099	chr19	16258461	16258861	+	758	26.0	[]	[]	[7.0369763]	[163]	[]	[16258642]
771_15101	chr19	16823043	16823443	+	760	26.0	[12.31283]	[104]	[9.462089]	[104]	[16823234]	[16823234]
771_15103	chr19	17938248	17938648	+	777	26.0	[7.558171]	[97]	[]	[]	[17938441]	[]
771_15109	chr19	35327535	35327935	+	768	26.0	[]	[]	[8.176992]	[168]	[]	[35327782]
771_15110	chr19	35748168	35748568	+	623	26.0	[6.8016787]	[151]	[]	[]	[35748359]	[]
771_15123	chr19	45505190	45505590	+	772	26.0	[11.066511]	[124]	[8.646172]	[124]	[45505342]	[45505342]
771_15136	chr19	50363003	50363403	+	766	26.0	[10.641206]	[89]	[13.191141]	[89]	[50363179]	[50363179]
771_1514	chr3	39146942	39147342	+	1000	70.0	[7.383095, 10.545317, 7.6302204]	[125, 155, 171]	[8.426227, 7.619093]	[155, 171]	[39147137, 39147167, 39147183]	[39147167, 39147183]
771_15155	chr2	27170588	27170988	+	769	26.0	[13.191141]	[94]	[10.641206]	[94]	[27170761]	[27170761]
771_15158	chr2	43142942	43143342	+	757	26.0	[7.9050317]	[94]	[10.325372]	[94]	[43143134]	[43143134]
771_15164	chr2	54532938	54533338	+	725	26.0	[7.452026, 9.8452]	[124, 170]	[10.264917]	[170]	[54533120, 54533166]	[54533166]
771_15169	chr2	69934301	69934701	+	737	26.0	[13.061545]	[192]	[10.770802]	[192]	[69934523]	[69934523]
771_1517	chr3	184085389	184085789	+	1000	70.0	[6.7718644, 15.927315]	[95, 118]	[6.682978, 13.506975]	[95, 118]	[184085571, 184085594]	[184085571, 184085594]
771_15170	chr2	72824377	72824777	+	619	26.0	[7.027282, 7.677511]	[146, 178]	[6.4250097, 9.440167, 9.236603]	[135, 146, 178]	[72824591, 72824623]	[72824580, 72824591, 72824623]
771_15192	chr2	151878945	151879345	+	709	26.0	[13.506975]	[121]	[15.927315]	[121]	[151879142]	[151879142]
771_15196	chr2	166411198	166411598	+	700	26.0	[9.236603]	[155]	[7.677511]	[155]	[166411357]	[166411357]
771_15200	chr2	172000661	172001061	+	757	26.0	[8.921245]	[117]	[]	[]	[172000865]	[]
771_15205	chr2	190267261	190267661	+	594	26.0	[10.861151, 9.462089]	[121, 144]	[13.712336, 12.31283]	[121, 144]	[190267477, 190267500]	[190267477, 190267500]
771_15208	chr2	208638080	208638480	+	787	26.0	[8.426227]	[138]	[10.545317]	[138]	[208638313]	[208638313]
771_15210	chr2	223995571	223995971	+	749	26.0	[10.861151]	[148]	[13.712336]	[148]	[223995789]	[223995789]
771_15211	chr2	240387597	240387997	+	761	26.0	[7.1910195, 10.770802, 8.124977]	[82, 109, 127]	[13.061545, 10.846566]	[109, 127]	[240387762, 240387789, 240387807]	[240387789, 240387807]
771_15213	chr20	401886	402286	+	765	26.0	[9.8452]	[99]	[10.264917]	[99]	[402058]	[402058]
771_15217	chr20	35584610	35585010	+	544	26.0	[8.646172]	[157]	[7.8418097, 11.066511]	[115, 157]	[35584846]	[35584804, 35584846]
771_15219	chr20	35743961	35744361	+	726	26.0	[6.7830076]	[172]	[]	[]	[35744202]	[]
771_1522	chr5	138641850	138642250	+	1000	70.0	[10.770802]	[82]	[13.061545]	[82]	[138642022]	[138642022]
771_15223	chr20	49916365	49916765	+	740	26.0	[10.641206]	[107]	[7.1737247, 13.191141]	[64, 107]	[49916559]	[49916516, 49916559]
771_15225	chr20	50372691	50373091	+	622	26.0	[8.646172]	[132]	[11.066511]	[132]	[50372910]	[50372910]
771_15229	chr20	62530756	62531156	+	715	26.0	[7.9050317]	[136]	[10.325372]	[136]	[62530931]	[62530931]
771_15248	chr22	19299046	19299446	+	733	26.0	[7.3685164]	[146]	[]	[]	[19299260]	[]
771_1525	chr6	36350862	36351262	+	1000	70.0	[9.834072]	[107]	[10.276045]	[107]	[36351054]	[36351054]
771_15252	chr22	19417172	19417572	+	773	26.0	[7.8418097]	[97]	[]	[]	[19417353]	[]
771_1526	chr6	36680305	36680705	+	1000	70.0	[13.191141]	[142]	[10.641206]	[142]	[36680532]	[36680532]
771_15260	chr22	19664035	19664435	+	768	26.0	[10.391972]	[106]	[7.91695]	[106]	[19664212]	[19664212]
771_15263	chr22	19958200	19958600	+	749	26.0	[]	[]	[7.8418097]	[211]	[]	[19958445]
771_1527	chr6	87756865	87757265	+	1000	70.0	[11.291996]	[126]	[13.28149]	[126]	[87757083]	[87757083]
771_15276	chr22	20641233	20641633	+	727	26.0	[7.47152]	[197]	[]	[]	[20641449]	[]
771_15277	chr22	20655175	20655575	+	761	26.0	[7.4109645]	[156]	[]	[]	[20655420]	[]
771_15287	chr22	21675011	21675411	+	771	26.0	[7.6989293]	[141]	[10.219282]	[141]	[21675194]	[21675194]
771_15300	chr22	22011957	22012357	+	648	26.0	[8.865413]	[155]	[8.446137]	[155]	[22012167]	[22012167]
771_15302	chr22	22027730	22028130	+	765	26.0	[6.650433]	[61]	[]	[]	[22027888]	[]
771_15307	chr22	22142059	22142459	+	775	26.0	[6.773712]	[105]	[6.5920763]	[105]	[22142248]	[22142248]
771_1531	chr7	107077166	107077566	+	1000	70.0	[15.927315]	[103]	[13.506975]	[103]	[107077354]	[107077354]
771_1532	chr7	110994589	110994989	+	1000	70.0	[11.066511]	[133]	[8.646172]	[133]	[110994811]	[110994811]
771_15321	chr22	22695549	22695949	+	743	26.0	[6.773712]	[145]	[6.5920763]	[145]	[22695781]	[22695781]
771_15325	chr22	22862865	22863265	+	766	26.0	[6.435412]	[137]	[]	[]	[22863069]	[]
771_15328	chr22	22878982	22879382	+	695	26.0	[]	[]	[7.889711, 6.91942]	[124, 183]	[]	[22879170, 22879229]
771_15341	chr3	4564960	4565360	+	714	26.0	[]	[]	[8.921245]	[77]	[]	[4565129]
771_15343	chr3	5315013	5315413	+	735	26.0	[7.619093]	[129]	[7.6302204]	[129]	[5315174]	[5315174]
771_15344	chr3	8972618	8973018	+	556	26.0	[9.968816, 13.191141]	[87, 126]	[7.2397733, 10.641206]	[87, 126]	[8972771, 8972810]	[8972771, 8972810]
771_15350	chr3	14206742	14207142	+	565	26.0	[8.26105]	[84]	[]	[]	[14206909]	[]
771_15351	chr3	18079669	18080069	+	756	26.0	[13.191141]	[107]	[10.641206]	[107]	[18079861]	[18079861]
771_15356	chr3	39021756	39022156	+	787	26.0	[6.9308314]	[117]	[]	[]	[39021949]	[]
771_15357	chr3	39317539	39317939	+	715	26.0	[9.885598, 13.506975]	[147, 154]	[12.183796, 15.927315]	[147, 154]	[39317712, 39317719]	[39317712, 39317719]
771_1536	chr8	125383772	125384172	+	1000	70.0	[10.770802]	[97]	[13.061545]	[97]	[125383962]	[125383962]
771_15360	chr3	40584422	40584822	+	777	26.0	[]	[]	[7.1910195]	[223]	[]	[40584662]
771_1537	chr9	73149480	73149880	+	1000	70.0	[12.4798975, 11.291996]	[75, 108]	[12.491025, 13.28149]	[75, 108]	[73149645, 73149678]	[73149645, 73149678]
771_15370	chr3	53131122	53131522	+	581	26.0	[11.066511]	[143]	[8.646172]	[143]	[53131362]	[53131362]
771_15371	chr3	65658402	65658802	+	666	26.0	[6.889081, 7.6843505]	[88, 107]	[6.8779535, 9.78519]	[88, 107]	[65658579, 65658598]	[65658579, 65658598]
771_1538	chr9	129237168	129237568	+	1000	70.0	[8.646172]	[98]	[11.066511, 7.2914376]	[98, 150]	[129237341]	[129237341, 129237393]
771_15380	chr3	142574591	142574991	+	766	26.0	[]	[]	[7.5734572]	[106]	[]	[142574779]
771_15386	chr3	155037952	155038352	+	636	26.0	[]	[]	[7.691465]	[168]	[]	[155038186]
771_15391	chr3	177528857	177529257	+	693	26.0	[7.1910195, 7.3033204]	[81, 135]	[]	[]	[177529027, 177529081]	[]
771_15395	chr3	184777689	184778089	+	693	26.0	[12.183796]	[166]	[9.885598]	[166]	[184777907]	[184777907]
771_1540	chrX	47662177	47662577	+	1000	70.0	[13.191141, 9.447061]	[99, 146]	[10.641206, 6.725914]	[99, 146]	[47662368, 47662415]	[47662368, 47662415]
771_15409	chr4	40525955	40526355	+	771	26.0	[13.712336]	[102]	[10.861151]	[102]	[40526152]	[40526152]
771_1541	chr1	30809543	30809943	+	1000	69.0	[10.770802]	[83]	[13.061545]	[83]	[30809707]	[30809707]
771_15417	chr4	94485574	94485974	+	594	26.0	[7.9050317]	[86]	[10.325372]	[86]	[94485749]	[94485749]
771_1542	chr1	31827133	31827533	+	1000	69.0	[11.291996]	[119]	[13.28149]	[119]	[31827331]	[31827331]
771_15424	chr4	139172261	139172661	+	568	26.0	[12.4798975, 6.8162637]	[57, 107]	[12.491025, 10.097851]	[57, 107]	[139172416, 139172466]	[139172416, 139172466]
771_1543	chr1	38533868	38534268	+	1000	69.0	[13.28149]	[153]	[11.291996]	[153]	[38534102]	[38534102]
771_15459	chr5	83095931	83096331	+	655	26.0	[8.124977, 10.846566]	[80, 102]	[10.846566, 8.124977, 7.824515]	[80, 102, 115]	[83096092, 83096114]	[83096092, 83096114, 83096127]
771_15461	chr5	88829120	88829520	+	739	26.0	[]	[]	[6.91942]	[175]	[]	[88829371]
771_15468	chr5	120457773	120458173	+	773	26.0	[11.291996, 8.646172]	[117, 148]	[13.28149, 11.066511]	[117, 148]	[120457974, 120458005]	[120457974, 120458005]
771_15474	chr5	135153579	135153979	+	546	26.0	[8.646172]	[105]	[11.066511]	[105]	[135153770]	[135153770]
771_15476	chr5	137220475	137220875	+	728	26.0	[8.124977]	[112]	[10.846566]	[112]	[137220674]	[137220674]
771_1548	chr1	211735693	211736093	+	1000	69.0	[10.861151, 10.861151]	[98, 110]	[13.712336, 13.712336]	[98, 110]	[211735880, 211735892]	[211735880, 211735892]
771_1549	chr1	223707180	223707580	+	1000	69.0	[10.545317, 10.545317]	[103, 130]	[8.426227, 8.426227]	[103, 130]	[223707359, 223707386]	[223707359, 223707386]
771_15499	chr6	3355589	3355989	+	796	26.0	[7.383095]	[187]	[]	[]	[3355824]	[]
771_1551	chr10	24897334	24897734	+	1000	69.0	[8.426227]	[112]	[10.545317]	[112]	[24897537]	[24897537]
771_15511	chr6	16324634	16325034	+	773	26.0	[13.712336]	[89]	[10.861151]	[89]	[16324807]	[16324807]
771_15514	chr6	26221207	26221607	+	597	26.0	[13.28149]	[78]	[11.291996]	[78]	[26221376]	[26221376]
771_15515	chr6	26400662	26401062	+	761	26.0	[6.406234]	[85]	[]	[]	[26400823]	[]
771_15518	chr6	27609295	27609695	+	730	26.0	[6.603204]	[135]	[6.7625847]	[135]	[27609523]	[27609523]
771_15520	chr6	27800624	27801024	+	545	26.0	[]	[]	[7.0369763]	[241]	[]	[27800875]
771_15521	chr6	28553408	28553808	+	730	26.0	[]	[]	[7.4553385]	[235]	[]	[28553645]
771_15536	chr6	34663767	34664167	+	708	26.0	[7.293798]	[151]	[]	[]	[34663990]	[]
771_1555	chr12	31749098	31749498	+	1000	69.0	[10.770802]	[150]	[13.061545]	[150]	[31749328]	[31749328]
771_15554	chr6	47416404	47416804	+	657	26.0	[]	[]	[6.5955176]	[197]	[]	[47416607]
771_15565	chr6	108277828	108278228	+	697	26.0	[10.861151]	[131]	[13.712336]	[131]	[108277995]	[108277995]
771_1557	chr12	116360838	116361238	+	1000	69.0	[9.885598]	[140]	[12.183796]	[140]	[116361071]	[116361071]
771_15574	chr6	146912905	146913305	+	740	26.0	[7.5734572]	[167]	[]	[]	[146913098]	[]
771_15582	chr6	158737762	158738162	+	690	26.0	[12.183796, 9.89249]	[99, 143]	[9.885598, 11.882428]	[99, 143]	[158737953, 158737997]	[158737953, 158737997]
771_1559	chr13	114004779	114005179	+	1000	69.0	[13.061545]	[151]	[10.770802]	[151]	[114005007]	[114005007]
771_15592	chr7	22665957	22666357	+	731	26.0	[10.861151]	[91]	[13.712336]	[91]	[22666145]	[22666145]
771_15595	chr7	27662909	27663309	+	793	26.0	[7.812632]	[164]	[]	[]	[27663112]	[]
771_1560	chr14	68719796	68720196	+	1000	69.0	[8.124977]	[118]	[10.846566]	[118]	[68719993]	[68719993]
771_15601	chr7	43926601	43927001	+	783	26.0	[]	[]	[7.561598]	[159]	[]	[43926778]
771_15605	chr7	55593476	55593876	+	700	26.0	[12.183796, 12.183796]	[160, 188]	[9.885598, 6.5955176, 9.885598]	[160, 181, 188]	[55593696, 55593724]	[55593696, 55593717, 55593724]
771_1561	chr14	100068493	100068893	+	1000	69.0	[10.641206]	[115]	[13.191141]	[115]	[100068705]	[100068705]
771_15611	chr7	64905534	64905934	+	772	26.0	[]	[]	[6.776115]	[148]	[]	[64905775]
771_15613	chr7	65762699	65763099	+	551	26.0	[13.506975]	[70]	[15.927315]	[70]	[65762868]	[65762868]
771_15615	chr7	77553143	77553543	+	610	26.0	[9.146254]	[107]	[7.026721]	[107]	[77553339]	[77553339]
771_15619	chr7	97835282	97835682	+	654	26.0	[10.846566]	[184]	[8.124977]	[184]	[97835512]	[97835512]
771_15629	chr7	104983177	104983577	+	741	26.0	[6.5450826]	[133]	[]	[]	[104983363]	[]
771_1563	chr16	34595893	34596293	+	1000	69.0	[6.3611712]	[138]	[]	[]	[34596131]	[]
771_15635	chr7	106596989	106597389	+	653	26.0	[7.63645]	[151]	[9.77315]	[151]	[106597164]	[106597164]
771_15638	chr7	106849093	106849493	+	673	26.0	[8.270454]	[148]	[]	[]	[106849323]	[]
771_1564	chr16	68142277	68142677	+	1000	69.0	[9.75485, 11.066511]	[81, 119]	[9.614127, 8.646172]	[81, 119]	[68142449, 68142487]	[68142449, 68142487]
771_15641	chr7	107659638	107660038	+	758	26.0	[12.305938]	[87]	[9.763456]	[87]	[107659817]	[107659817]
771_15644	chr7	111098634	111099034	+	691	26.0	[]	[]	[6.406234]	[123]	[]	[111098827]
771_15654	chr7	123552582	123552982	+	575	26.0	[7.691465]	[152]	[]	[]	[123552768]	[]
771_1566	chr17	66493939	66494339	+	1000	69.0	[13.28149]	[106]	[7.1910195, 11.291996]	[71, 106]	[66494134]	[66494099, 66494134]
771_15660	chr7	129435323	129435723	+	747	26.0	[6.4833126]	[205]	[]	[]	[129435555]	[]
771_15663	chr7	129955547	129955947	+	649	26.0	[10.325372]	[184]	[7.9050317]	[184]	[129955742]	[129955742]
