#PeakID(python identify_motif.py ./ENCODE_processed_files/CEBPB_idr.fa CEBPB --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
878_25452	chr6	17297563	17297963	+	1000	56.0	[12.102169]	[99]	[11.489543]	[98]	[17297759]	[17297758]
878_25455	chr6	25716138	25716538	+	1000	56.0	[11.9157095]	[99]	[11.303083]	[98]	[25716331]	[25716330]
878_25459	chr6	27472263	27472663	+	1000	56.0	[]	[]	[6.714743]	[96]	[]	[27472448]
878_2546	chr6	136415369	136415769	+	1000	267.0	[11.303083]	[101]	[12.102169]	[100]	[136415568]	[136415567]
878_25465	chr6	37074108	37074508	+	1000	56.0	[9.684778]	[92]	[9.095225]	[91]	[37074274]	[37074273]
878_25474	chr6	84866763	84867163	+	1000	56.0	[8.194376]	[110]	[]	[]	[84866955]	[]
878_25478	chr6	105834502	105834902	+	1000	56.0	[9.546091]	[104]	[9.741591]	[103]	[105834706]	[105834705]
878_25485	chr6	119023172	119023572	+	1000	56.0	[11.489543]	[123]	[8.722458]	[122]	[119023385]	[119023384]
878_25487	chr6	137924275	137924675	+	1000	56.0	[8.722458, 9.871238]	[66, 119]	[6.5497785, 9.095225]	[65, 118]	[137924434, 137924487]	[137924433, 137924486]
878_2549	chr1	68050206	68050606	+	1000	266.0	[11.440731]	[103]	[11.222141]	[102]	[68050407]	[68050406]
878_25496	chr6	157159317	157159717	+	1000	56.0	[11.9157095]	[92]	[11.489543]	[91]	[157159503]	[157159502]
878_2550	chr10	1159456	1159856	+	1000	266.0	[8.143959]	[98]	[10.00991]	[97]	[1159652]	[1159651]
878_25502	chr7	12712198	12712598	+	1000	56.0	[8.219931]	[127]	[8.613966]	[126]	[12712405]	[12712404]
878_25510	chr7	75951464	75951864	+	1000	56.0	[6.601625]	[83]	[8.9867325]	[82]	[75951645]	[75951644]
878_25512	chr7	78179843	78180243	+	1000	56.0	[9.741591]	[94]	[9.546091]	[93]	[78180025]	[78180024]
878_25519	chr7	105652379	105652779	+	1000	56.0	[7.4068704]	[142]	[]	[]	[105652617]	[]
878_25522	chr7	121953168	121953568	+	1000	56.0	[8.194376]	[99]	[]	[]	[121953362]	[]
878_25533	chr7	156949511	156949911	+	1000	56.0	[]	[]	[9.196087]	[121]	[]	[156949728]
878_25534	chr7	157635675	157636075	+	1000	56.0	[8.832556]	[98]	[11.381051]	[97]	[157635871]	[157635870]
878_25540	chr8	26391027	26391427	+	1000	56.0	[6.463977]	[112]	[]	[]	[26391232]	[]
878_25543	chr8	37073443	37073843	+	1000	56.0	[11.489543]	[113]	[12.102169]	[112]	[37073655]	[37073654]
878_25548	chr8	67961999	67962399	+	1000	56.0	[8.109833]	[124]	[12.102169]	[123]	[67962214]	[67962213]
878_25550	chr8	89689099	89689499	+	1000	56.0	[8.807002]	[116]	[]	[]	[89689308]	[]
878_25551	chr8	90467612	90468012	+	1000	56.0	[8.757326, 8.722458]	[92, 133]	[11.489543]	[132]	[90467793, 90467834]	[90467833]
878_25561	chr8	123153335	123153735	+	1000	56.0	[8.194376]	[125]	[]	[]	[123153546]	[]
878_25573	chr9	36325174	36325574	+	1000	56.0	[11.489543]	[95]	[12.102169]	[94]	[36325369]	[36325368]
878_25578	chr9	87817154	87817554	+	1000	56.0	[]	[]	[6.576071]	[132]	[]	[87817385]
878_2558	chr3	182921687	182922087	+	1000	266.0	[]	[]	[8.194376]	[104]	[]	[182921888]
878_25580	chr9	98083041	98083441	+	1000	56.0	[8.194376]	[106]	[]	[]	[98083243]	[]
878_25592	chrUn_KI270750v1	28393	28793	+	1000	56.0	[8.253193, 11.807217]	[115, 156]	[9.824262, 8.219931]	[114, 155]	[28581, 28622]	[28580, 28621]
878_256	chr4	87391054	87391454	+	1000	582.0	[12.432437]	[97]	[8.280743]	[96]	[87391250]	[87391249]
878_2561	chr1	114756822	114757222	+	1000	265.0	[12.102169]	[96]	[11.489543]	[95]	[114757015]	[114757014]
878_25613	chr1	16614899	16615299	+	1000	55.0	[6.637587]	[111]	[]	[]	[16615104]	[]
878_25636	chr1	67687665	67688065	+	1000	55.0	[6.2533884]	[74]	[]	[]	[67687836]	[]
878_2564	chr1	209673874	209674274	+	1000	265.0	[]	[]	[8.194376]	[102]	[]	[209674073]
878_25641	chr1	93869657	93870057	+	1000	55.0	[11.660454]	[100]	[12.432437]	[99]	[93869855]	[93869854]
878_25642	chr1	99566630	99567030	+	1000	55.0	[9.095225]	[136]	[9.871238]	[135]	[99566851]	[99566850]
878_25645	chr1	108503317	108503717	+	1000	55.0	[6.4412866]	[108]	[8.832556]	[107]	[108503523]	[108503522]
878_2565	chr16	81483618	81484018	+	1000	265.0	[12.245977]	[97]	[11.660454]	[96]	[81483813]	[81483812]
878_25651	chr1	150981337	150981737	+	1000	55.0	[]	[]	[8.007916]	[97]	[]	[150981533]
878_25661	chr1	168246404	168246804	+	1000	55.0	[11.415177]	[99]	[6.740297]	[98]	[168246598]	[168246597]
878_25662	chr1	169109795	169110195	+	1000	55.0	[11.807217]	[106]	[8.219931]	[105]	[169109999]	[169109998]
878_25669	chr1	185412800	185413200	+	1000	55.0	[11.9157095]	[120]	[11.303083]	[119]	[185413015]	[185413014]
878_25673	chr1	196462092	196462492	+	1000	55.0	[9.245763]	[105]	[6.960019]	[104]	[196462297]	[196462296]
878_25677	chr1	202956968	202957368	+	1000	55.0	[7.401735]	[110]	[8.116408]	[109]	[202957174]	[202957173]
878_25684	chr1	211332359	211332759	+	1000	55.0	[8.007916]	[122]	[]	[]	[211332570]	[]
878_25692	chr1	233615015	233615415	+	1000	55.0	[]	[]	[8.9867325]	[110]	[]	[233615220]
878_25698	chr10	7027234	7027634	+	1000	55.0	[8.537604]	[111]	[8.111438]	[110]	[7027445]	[7027444]
878_25702	chr10	27153327	27153727	+	1000	55.0	[6.491527]	[106]	[9.095225]	[105]	[27153527]	[27153526]
878_25705	chr10	43572759	43573159	+	1000	55.0	[9.824262]	[136]	[8.439652]	[135]	[43572965]	[43572964]
878_2571	chr5	135135784	135136184	+	1000	265.0	[]	[]	[8.007916]	[105]	[]	[135135982]
878_25716	chr10	80322162	80322562	+	1000	55.0	[6.8294234, 12.102169]	[78, 97]	[11.303083]	[96]	[80322334, 80322353]	[80322352]
878_25723	chr11	2795919	2796319	+	1000	55.0	[11.523669]	[103]	[10.00991]	[102]	[2796122]	[2796121]
878_25731	chr11	64875916	64876316	+	1000	55.0	[11.381051]	[110]	[8.646096]	[109]	[64876120]	[64876119]
878_25734	chr11	66071033	66071433	+	1000	55.0	[7.5933304]	[99]	[]	[]	[66071225]	[]
878_25744	chr11	94993407	94993807	+	1000	55.0	[]	[]	[8.194376]	[104]	[]	[94993606]
878_25745	chr11	95789803	95790203	+	1000	55.0	[]	[]	[9.741591]	[146]	[]	[95790031]
878_2575	chr6	52286872	52287272	+	1000	265.0	[9.0522785]	[109]	[9.211636]	[108]	[52287077]	[52287076]
878_25751	chr11	129093297	129093697	+	1000	55.0	[12.102169]	[107]	[11.489543]	[106]	[129093477]	[129093476]
878_25756	chr12	10783264	10783664	+	1000	55.0	[6.740297]	[99]	[11.415177]	[98]	[10783463]	[10783462]
878_25758	chr12	23814159	23814559	+	1000	55.0	[12.102169]	[102]	[8.109833]	[101]	[23814358]	[23814357]
878_25766	chr12	49587502	49587902	+	1000	55.0	[11.2542715]	[91]	[14.601852]	[90]	[49587691]	[49587690]
878_25772	chr12	64836004	64836404	+	1000	55.0	[8.832556]	[99]	[11.1945915]	[98]	[64836201]	[64836200]
878_25777	chr12	89359613	89360013	+	1000	55.0	[8.109833]	[109]	[12.102169]	[108]	[89359813]	[89359812]
878_2578	chr7	128267032	128267432	+	1000	265.0	[]	[]	[8.007916]	[98]	[]	[128267230]
878_25780	chr12	95386046	95386446	+	1000	55.0	[9.555131]	[124]	[9.359631]	[123]	[95386266]	[95386265]
878_25781	chr12	104109601	104110001	+	1000	55.0	[9.546091]	[103]	[9.741591]	[102]	[104109790]	[104109789]
878_25783	chr12	108689407	108689807	+	1000	55.0	[7.1067824]	[108]	[]	[]	[108689614]	[]
878_25786	chr12	112342599	112342999	+	1000	55.0	[6.6806164]	[80]	[]	[]	[112342771]	[]
878_25801	chr13	103063390	103063790	+	1000	55.0	[14.601852]	[94]	[11.2542715]	[93]	[103063581]	[103063580]
878_25803	chr13	110715283	110715683	+	1000	55.0	[8.271258]	[161]	[]	[]	[110715515]	[]
878_25807	chr14	50018132	50018532	+	1000	55.0	[12.102169]	[117]	[11.303083, 9.741591]	[116, 126]	[50018340]	[50018339, 50018349]
878_25809	chr14	68158068	68158468	+	1000	55.0	[]	[]	[8.007916]	[110]	[]	[68158277]
878_25813	chr14	99075124	99075524	+	1000	55.0	[11.330633]	[103]	[14.523885]	[102]	[99075322]	[99075321]
878_2582	chr9	131393327	131393727	+	1000	265.0	[11.303083]	[102]	[8.943787, 12.102169]	[72, 101]	[131393524]	[131393494, 131393523]
878_25820	chr15	38474162	38474562	+	1000	55.0	[7.9249783]	[119]	[8.537604]	[118]	[38474368]	[38474367]
878_25821	chr15	38540543	38540943	+	1000	55.0	[11.489543]	[127]	[12.102169]	[126]	[38540756]	[38540755]
878_25823	chr15	42581193	42581593	+	1000	55.0	[8.302869]	[98]	[7.215275]	[97]	[42581380]	[42581379]
878_25824	chr15	52609254	52609654	+	1000	55.0	[9.546091]	[106]	[9.555131]	[105]	[52609441]	[52609440]
878_25827	chr15	78440975	78441375	+	1000	55.0	[8.439652]	[115]	[9.824262]	[114]	[78441168]	[78441167]
878_25833	chr15	96183283	96183683	+	1000	55.0	[6.471978]	[105]	[9.437598]	[104]	[96183483]	[96183482]
878_25842	chr16	34154486	34154886	+	1000	55.0	[9.824262]	[100]	[8.253193]	[99]	[34154681]	[34154680]
878_25847	chr16	58120992	58121392	+	1000	55.0	[6.601625]	[97]	[8.9867325]	[96]	[58121186]	[58121185]
878_25857	chr17	4161658	4162058	+	1000	55.0	[8.908765]	[136]	[9.871238]	[135]	[4161880]	[4161879]
878_25861	chr17	29393432	29393832	+	956	55.0	[9.637802]	[101]	[]	[]	[29393633]	[]
878_25869	chr17	48546219	48546619	+	1000	55.0	[]	[]	[8.194376]	[114]	[]	[48546420]
878_25873	chr17	72823478	72823878	+	1000	55.0	[9.741591]	[93]	[9.546091]	[92]	[72823668]	[72823667]
878_25875	chr17	75048218	75048618	+	1000	55.0	[6.500967]	[136]	[14.415392]	[135]	[75048444]	[75048443]
878_25889	chr18	31148576	31148976	+	1000	55.0	[8.194376]	[99]	[]	[]	[31148770]	[]
878_25892	chr18	58093513	58093913	+	1000	55.0	[12.102169, 6.521707]	[99, 108]	[11.489543]	[98]	[58093711, 58093720]	[58093710]
878_2591	chr19	34173169	34173569	+	1000	264.0	[11.303083]	[98]	[11.9157095]	[97]	[34173366]	[34173365]
878_25912	chr19	41612463	41612863	+	1000	55.0	[6.576071, 11.303083]	[101, 128]	[12.102169]	[127]	[41612637, 41612664]	[41612663]
878_25929	chr2	71834205	71834605	+	1000	55.0	[12.102169]	[110]	[11.489543]	[109]	[71834414]	[71834413]
878_25947	chr2	170721642	170722042	+	1000	55.0	[6.33433, 12.432437]	[58, 99]	[11.473993]	[98]	[170721796, 170721837]	[170721836]
878_25949	chr2	175418201	175418601	+	1000	55.0	[11.14578]	[163]	[11.332239]	[162]	[175418430]	[175418429]
878_25951	chr2	182924286	182924686	+	1000	55.0	[9.437598]	[108]	[6.471978]	[107]	[182924488]	[182924487]
878_25972	chr20	50728169	50728569	+	1000	55.0	[11.993677]	[190]	[8.219931]	[189]	[50728417]	[50728416]
878_25978	chr21	33449577	33449977	+	1000	55.0	[8.03347]	[132]	[11.993677]	[131]	[33449792]	[33449791]
878_2599	chr4	7965220	7965620	+	1000	264.0	[14.710344]	[105]	[14.710344]	[104]	[7965422]	[7965421]
878_25992	chr22	38700861	38701261	+	1000	55.0	[]	[]	[6.528283]	[86]	[]	[38701044]
878_26	chr6	146857474	146857874	+	1000	713.0	[14.415392]	[100]	[8.061021]	[99]	[146857674]	[146857673]
878_260	chr3	4712064	4712464	+	1000	580.0	[14.710344]	[97]	[14.523885]	[96]	[4712260]	[4712259]
878_2600	chr5	52074327	52074727	+	1000	264.0	[14.710344]	[100]	[14.710344]	[99]	[52074524]	[52074523]
878_26002	chr3	25448787	25449187	+	1000	55.0	[11.9157095]	[93]	[11.489543]	[92]	[25448980]	[25448979]
878_26004	chr3	31687062	31687462	+	1000	55.0	[11.2542715]	[94]	[14.601852]	[93]	[31687241]	[31687240]
878_26011	chr3	46395374	46395774	+	1000	55.0	[8.194376]	[125]	[]	[]	[46395584]	[]
878_26013	chr3	47121790	47122190	+	1000	55.0	[6.250924]	[109]	[]	[]	[47121993]	[]
878_26015	chr3	65039872	65040272	+	1000	55.0	[6.2599645]	[112]	[]	[]	[65040076]	[]
878_26017	chr3	69755023	69755423	+	1000	55.0	[11.993677]	[100]	[8.03347]	[99]	[69755221]	[69755220]
878_26026	chr3	136476318	136476718	+	1000	55.0	[11.14578]	[88]	[11.332239]	[87]	[136476499]	[136476498]
878_26030	chr3	152929078	152929478	+	1000	55.0	[8.832556]	[113]	[8.00134]	[112]	[152929279]	[152929278]
878_26037	chr3	197626515	197626915	+	1000	55.0	[12.102169]	[102]	[11.489543]	[101]	[197626716]	[197626715]
878_2604	chr6	41939394	41939794	+	1000	264.0	[]	[]	[6.368189]	[119]	[]	[41939598]
878_26042	chr4	41856783	41857183	+	1000	55.0	[]	[]	[8.194376, 6.5832086]	[115, 131]	[]	[41856991, 41857007]
878_26046	chr4	76219262	76219662	+	1000	55.0	[8.439652, 8.439652]	[111, 146]	[9.824262, 9.637802]	[110, 145]	[76219462, 76219497]	[76219461, 76219496]
878_26051	chr4	88587299	88587699	+	1000	55.0	[11.332239]	[101]	[11.332239]	[100]	[88587496]	[88587495]
878_26060	chr4	163353056	163353456	+	720	55.0	[11.365501]	[67]	[]	[]	[163353221]	[]
878_26062	chr5	948377	948777	+	1000	55.0	[]	[]	[8.194376]	[112]	[]	[948580]
878_26069	chr5	34008063	34008463	+	1000	55.0	[11.303083]	[110]	[7.1624045]	[109]	[34008261]	[34008260]
878_26075	chr5	69313400	69313800	+	1000	55.0	[6.740297]	[118]	[11.228718]	[117]	[69313609]	[69313608]
878_26078	chr5	109720005	109720405	+	1000	55.0	[9.437598, 8.439652]	[108, 117]	[6.2855186]	[107]	[109720207, 109720216]	[109720206]
878_26079	chr5	115536294	115536694	+	1000	55.0	[12.102169]	[108]	[11.489543]	[107]	[115536488]	[115536487]
878_2608	chr8	15644066	15644466	+	1000	264.0	[]	[]	[8.9867325]	[88]	[]	[15644247]
878_26081	chr5	120507165	120507565	+	1000	55.0	[11.473993]	[100]	[12.432437]	[99]	[120507364]	[120507363]
878_26082	chr5	126976480	126976880	+	1000	55.0	[8.807002]	[113]	[]	[]	[126976692]	[]
878_26084	chr5	132293647	132294047	+	1000	55.0	[]	[]	[7.4068704]	[132]	[]	[132293866]
878_26086	chr5	141957636	141958036	+	1000	55.0	[]	[]	[8.007916]	[108]	[]	[141957842]
878_26090	chr5	154940912	154941312	+	1000	55.0	[]	[]	[9.576285]	[151]	[]	[154941134]
878_26092	chr5	172886940	172887340	+	1000	55.0	[11.222141, 7.5933304]	[97, 148]	[8.061021]	[96]	[172887136, 172887187]	[172887135]
878_26095	chr6	4612578	4612978	+	1000	55.0	[6.1920977]	[129]	[]	[]	[4612800]	[]
878_2610	chr1	27098833	27099233	+	1000	263.0	[12.102169]	[96]	[11.489543]	[95]	[27099029]	[27099028]
878_26102	chr6	15108534	15108934	+	1000	55.0	[11.381051]	[112]	[8.832556]	[111]	[15108734]	[15108733]
878_26103	chr6	15138746	15139146	+	1000	55.0	[6.471978]	[102]	[9.437598]	[101]	[15138944]	[15138943]
878_26109	chr6	26033518	26033918	+	1000	55.0	[6.576071]	[160]	[]	[]	[26033769]	[]
878_2612	chr11	61964605	61965005	+	1000	263.0	[11.330633]	[105]	[11.330633]	[104]	[61964806]	[61964805]
878_26123	chr6	35386965	35387365	+	579	55.0	[]	[]	[8.007916]	[101]	[]	[35387157]
878_26133	chr6	49744236	49744636	+	1000	55.0	[8.109833]	[140]	[11.9157095]	[139]	[49744450]	[49744449]
878_26140	chr6	89716348	89716748	+	1000	55.0	[11.440731]	[94]	[11.222141]	[93]	[89716533]	[89716532]
878_26144	chr6	111176386	111176786	+	1000	55.0	[12.102169]	[106]	[8.109833]	[105]	[111176588]	[111176587]
878_26147	chr6	117677634	117678034	+	1000	55.0	[8.807002]	[88]	[]	[]	[117677816]	[]
878_26149	chr6	136276387	136276787	+	1000	55.0	[9.871238]	[102]	[8.908765]	[101]	[136276582]	[136276581]
878_26150	chr6	137864795	137865195	+	1000	55.0	[8.724064]	[82]	[7.9249783]	[81]	[137864972]	[137864971]
878_2616	chr19	11530401	11530801	+	1000	263.0	[9.095225]	[97]	[9.871238]	[96]	[11530597]	[11530596]
878_26173	chr7	16472693	16473093	+	1000	55.0	[]	[]	[8.007916]	[133]	[]	[16472907]
878_26174	chr7	26664968	26665368	+	1000	55.0	[11.222141]	[114]	[11.440731]	[113]	[26665166]	[26665165]
878_26179	chr7	44477408	44477808	+	1000	55.0	[6.4962]	[141]	[]	[]	[44477649]	[]
878_26183	chr7	66995434	66995834	+	1000	55.0	[9.901418]	[144]	[]	[]	[66995673]	[]
878_26198	chr7	116731712	116732112	+	1000	55.0	[11.489543]	[106]	[12.102169]	[105]	[116731902]	[116731901]
878_26206	chr7	132243493	132243893	+	1000	55.0	[8.194376]	[129]	[8.757326]	[139]	[132243709]	[132243719]
878_2621	chr4	48778343	48778743	+	1000	263.0	[8.722458]	[99]	[11.489543]	[98]	[48778542]	[48778541]
878_26213	chr8	531750	532150	+	1000	55.0	[11.440731]	[106]	[14.415392]	[105]	[531952]	[531951]
878_2622	chr5	54083248	54083648	+	1000	263.0	[11.330633]	[102]	[14.523885]	[101]	[54083447]	[54083446]
878_26227	chr8	47431420	47431820	+	1000	55.0	[]	[]	[9.824262]	[103]	[]	[47431622]
878_26229	chr8	61714813	61715213	+	1000	55.0	[8.280743]	[116]	[9.052726]	[115]	[61715025]	[61715024]
878_26231	chr8	89757522	89757922	+	1000	55.0	[7.9591045]	[95]	[]	[]	[89757717]	[]
878_26233	chr8	94917234	94917634	+	1000	55.0	[11.660454]	[118]	[12.432437]	[117]	[94917439]	[94917438]
878_26239	chr8	116766246	116766646	+	1000	55.0	[]	[]	[6.6318045]	[105]	[]	[116766443]
878_26240	chr8	117825789	117826189	+	1000	55.0	[11.489543]	[112]	[12.102169]	[111]	[117825992]	[117825991]
878_26244	chr8	140723947	140724347	+	1000	55.0	[11.381051]	[119]	[8.646096]	[118]	[140724160]	[140724159]
878_26263	chr9	130858202	130858602	+	1000	55.0	[8.908765]	[124]	[9.871238]	[123]	[130858407]	[130858406]
878_26267	chrX	9340979	9341379	+	1000	55.0	[8.646096]	[97]	[11.1945915]	[96]	[9341174]	[9341173]
878_26269	chrX	37847428	37847828	+	1000	55.0	[8.252521]	[97]	[6.528283]	[124]	[37847618]	[37847645]
878_2627	chr1	234604892	234605292	+	1000	262.0	[8.865818]	[104]	[9.211636]	[103]	[234605095]	[234605094]
878_26277	chr1	2547165	2547565	+	1000	54.0	[9.095225]	[134]	[9.684778]	[133]	[2547379]	[2547378]
878_26279	chr1	8879937	8880337	+	1000	54.0	[]	[]	[9.0522785]	[77]	[]	[8880111]
878_2628	chr1	244224425	244224825	+	1000	262.0	[8.06606]	[118]	[8.194376]	[97]	[244224637]	[244224616]
878_26293	chr1	28050718	28051118	+	1000	54.0	[9.359631]	[97]	[9.741591]	[96]	[28050913]	[28050912]
878_263	chr4	39638949	39639349	+	1000	578.0	[6.250924]	[99]	[]	[]	[39639148]	[]
878_2630	chr12	53159383	53159783	+	1000	262.0	[]	[]	[8.007916]	[93]	[]	[53159575]
878_26308	chr1	51272922	51273322	+	1000	54.0	[11.489543]	[100]	[11.9157095]	[99]	[51273115]	[51273114]
878_2631	chr12	56010179	56010579	+	1000	262.0	[8.194376]	[111]	[]	[]	[56010383]	[]
878_26314	chr1	65820990	65821390	+	1000	54.0	[6.740297]	[143]	[11.228718]	[142]	[65821214]	[65821213]
878_26317	chr1	75340177	75340577	+	1000	54.0	[9.211636]	[97]	[8.724064, 9.0522785]	[63, 96]	[75340362]	[75340328, 75340361]
878_26322	chr1	116020647	116021047	+	1000	54.0	[6.471978]	[96]	[]	[]	[116020843]	[]
878_26337	chr1	171755973	171756373	+	1000	54.0	[8.194376]	[95]	[]	[]	[171756152]	[]
878_26340	chr1	176843692	176844092	+	685	54.0	[]	[]	[6.3618803]	[113]	[]	[176843875]
878_26347	chr1	199167452	199167852	+	1000	54.0	[6.960019, 8.800273]	[110, 140]	[9.245763]	[109]	[199167652, 199167682]	[199167651]
878_26365	chr10	3782881	3783281	+	1000	54.0	[8.146331]	[122]	[]	[]	[3783096]	[]
878_26368	chr10	11986594	11986994	+	1000	54.0	[6.6840725, 8.116408]	[63, 104]	[7.215275]	[103]	[11986753, 11986794]	[11986793]
878_26370	chr10	17607469	17607869	+	1000	54.0	[]	[]	[8.772876, 6.1729565]	[72, 118]	[]	[17607630, 17607676]
878_26371	chr10	17665688	17666088	+	1000	54.0	[8.361012]	[115]	[8.175548]	[114]	[17665875]	[17665874]
878_26374	chr10	22229972	22230372	+	1000	54.0	[6.6917005]	[107]	[7.2681837]	[106]	[22230175]	[22230174]
878_26378	chr10	34931270	34931670	+	1000	54.0	[11.9157095]	[97]	[11.489543]	[96]	[34931440]	[34931439]
878_2638	chr2	69178226	69178626	+	1000	262.0	[6.491527]	[102]	[9.095225]	[101]	[69178427]	[69178426]
878_26384	chr10	61756963	61757363	+	1000	54.0	[]	[]	[8.194376]	[101]	[]	[61757149]
878_26398	chr10	100839059	100839459	+	1000	54.0	[8.194376]	[112]	[]	[]	[100839262]	[]
878_2640	chr20	30537396	30537796	+	1000	262.0	[11.330633]	[105]	[11.330633]	[104]	[30537601]	[30537600]
878_26406	chr11	14041559	14041959	+	1000	54.0	[]	[]	[8.007916]	[97]	[]	[14041750]
878_26419	chr11	76381235	76381635	+	1000	54.0	[6.471978]	[122]	[]	[]	[76381451]	[]
878_2642	chr3	19945625	19946025	+	1000	262.0	[12.102169]	[98]	[11.489543]	[97]	[19945823]	[19945822]
878_26434	chr12	46186933	46187333	+	1000	54.0	[8.194376]	[96]	[]	[]	[46187125]	[]
878_26442	chr12	79300174	79300574	+	1000	54.0	[11.222141]	[104]	[11.440731]	[103]	[79300374]	[79300373]
878_26443	chr12	90172510	90172910	+	1000	54.0	[14.601852]	[106]	[11.440731]	[105]	[90172715]	[90172714]
878_26445	chr12	96329526	96329926	+	1000	54.0	[]	[]	[6.417001]	[82]	[]	[96329698]
878_2645	chr4	150348124	150348524	+	1000	262.0	[11.2542715]	[98]	[14.601852]	[97]	[150348320]	[150348319]
878_26453	chr12	113297625	113298025	+	1000	54.0	[12.102169]	[96]	[11.489543]	[95]	[113297821]	[113297820]
878_26465	chr13	21771084	21771484	+	1000	54.0	[12.102169]	[110]	[11.489543]	[109]	[21771283]	[21771282]
878_26468	chr13	45597100	45597500	+	1000	54.0	[12.102169]	[107]	[11.489543]	[106]	[45597291]	[45597290]
878_2647	chr7	129750001	129750401	+	1000	262.0	[6.471978]	[98]	[9.251139]	[97]	[129750190]	[129750189]
878_26476	chr14	24861353	24861753	+	1000	54.0	[12.432437]	[101]	[11.660454]	[100]	[24861550]	[24861549]
878_26477	chr14	34134539	34134939	+	1000	54.0	[11.303083]	[93]	[12.102169]	[92]	[34134728]	[34134727]
878_26481	chr14	81165209	81165609	+	1000	54.0	[9.555131]	[107]	[9.359631]	[106]	[81165408]	[81165407]
878_26486	chr15	36947049	36947449	+	1000	54.0	[]	[]	[8.007916]	[106]	[]	[36947250]
878_2649	chr9	134356951	134357351	+	1000	262.0	[6.4962]	[107]	[7.277224]	[106]	[134357157]	[134357156]
878_26491	chr15	72784195	72784595	+	1000	54.0	[6.6840725]	[74]	[]	[]	[72784346]	[]
878_26492	chr15	77067344	77067744	+	1000	54.0	[6.491527]	[112]	[8.908765]	[111]	[77067553]	[77067552]
878_26493	chr15	79370667	79371067	+	1000	54.0	[]	[]	[6.250924]	[94]	[]	[79370853]
878_26496	chr15	92681269	92681669	+	1000	54.0	[9.824262]	[120]	[8.439652]	[119]	[92681480]	[92681479]
878_26497	chr15	96254159	96254559	+	1000	54.0	[9.824262, 11.9157095]	[149, 161]	[8.439652, 11.303083]	[148, 160]	[96254387, 96254399]	[96254386, 96254398]
878_2650	chr1	23368725	23369125	+	1000	261.0	[8.112887]	[96]	[]	[]	[23368921]	[]
878_26504	chr16	12097545	12097945	+	1000	54.0	[7.9249783, 8.194376]	[105, 118]	[]	[]	[12097737, 12097750]	[]
878_26521	chr16	31507297	31507697	+	1000	54.0	[11.381051]	[87]	[]	[]	[31507464]	[]
878_26526	chr16	65960005	65960405	+	1000	54.0	[]	[]	[8.007916]	[94]	[]	[65960176]
878_26528	chr16	68790187	68790587	+	1000	54.0	[9.684778]	[116]	[8.908765]	[115]	[68790401]	[68790400]
878_26536	chr16	86824891	86825291	+	1000	54.0	[6.960019]	[124]	[9.059302]	[123]	[86825104]	[86825103]
878_26540	chr17	4980961	4981361	+	1000	54.0	[8.061021]	[109]	[11.222141]	[108]	[4981166]	[4981165]
878_26548	chr17	29645681	29646081	+	1000	54.0	[9.824262]	[106]	[]	[]	[29645883]	[]
878_26561	chr17	61943130	61943530	+	896	54.0	[8.194376]	[85]	[]	[]	[61943301]	[]
878_26569	chr18	11178839	11179239	+	1000	54.0	[14.601852]	[105]	[11.2542715]	[104]	[11179038]	[11179037]
878_2657	chr16	71845716	71846116	+	1000	261.0	[11.415177]	[119]	[6.553837]	[118]	[71845933]	[71845932]
878_26574	chr18	40385486	40385886	+	1000	54.0	[9.741591]	[145]	[9.546091]	[144]	[40385705]	[40385704]
878_26593	chr19	57435118	57435518	+	1000	54.0	[]	[]	[7.9763064]	[155]	[]	[57435346]
878_26595	chr19	58499391	58499791	+	1000	54.0	[8.040548]	[103]	[8.03492]	[102]	[58499594]	[58499593]
878_26598	chr2	12700914	12701314	+	1000	54.0	[11.489543]	[111]	[12.102169]	[110]	[12701118]	[12701117]
878_26606	chr2	86190048	86190448	+	1000	54.0	[6.554649]	[125]	[8.1447]	[124]	[86190257]	[86190256]
878_26607	chr2	95079206	95079606	+	1000	54.0	[9.251139]	[103]	[6.2855186]	[102]	[95079404]	[95079403]
878_26608	chr2	102718916	102719316	+	1000	54.0	[12.432437]	[143]	[8.280743]	[142]	[102719138]	[102719137]
878_26620	chr2	174339579	174339979	+	1000	54.0	[12.432437]	[94]	[11.660454]	[93]	[174339770]	[174339769]
878_26622	chr2	174812028	174812428	+	1000	54.0	[11.489543]	[97]	[12.102169]	[96]	[174812224]	[174812223]
878_26627	chr2	201191337	201191737	+	809	54.0	[]	[]	[9.211636]	[204]	[]	[201191586]
878_26647	chr21	20968324	20968724	+	1000	54.0	[11.381051]	[101]	[6.554649]	[54]	[20968524]	[20968477]
878_26650	chr21	32298292	32298692	+	1000	54.0	[9.741591]	[105]	[9.359631, 9.437598]	[104, 124]	[32298489]	[32298488, 32298508]
878_26652	chr21	34927214	34927614	+	1000	54.0	[8.007916]	[102]	[]	[]	[34927411]	[]
878_26653	chr21	35046898	35047298	+	1000	54.0	[9.741591]	[131]	[9.546091]	[130]	[35047112]	[35047111]
