#PeakID(python identify_motif.py ./ENCODE_processed_files/IKZF1_idr.fa IKZF1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
758_12614	chr5	68345584	68345984	+	1000	92.0	[]	[]	[7.5565295]	[106]	[]	[68345769]
758_12630	chr7	116971785	116972185	+	1000	92.0	[6.7035384]	[113]	[]	[]	[116971992]	[]
758_12634	chr8	41578548	41578948	+	1000	92.0	[]	[]	[10.7555]	[141]	[]	[41578786]
758_12638	chr9	254380	254780	+	1000	92.0	[7.6377397]	[128]	[7.652416]	[170]	[254575]	[254617]
758_12640	chrX	15515926	15516326	+	1000	92.0	[]	[]	[11.362798, 11.54585]	[75, 155]	[]	[15516094, 15516174]
758_12649	chr1	53273537	53273937	+	1000	91.5	[6.7416005]	[161]	[7.87297]	[130]	[53273785]	[53273754]
758_12652	chr1	155975880	155976280	+	1000	91.5	[]	[]	[8.458068]	[102]	[]	[155976066]
758_12664	chr10	45404058	45404458	+	1000	91.5	[]	[]	[11.575829]	[110]	[]	[45404264]
758_12665	chr10	83983640	83984040	+	1000	91.5	[14.245327]	[124]	[]	[]	[83983850]	[]
758_12666	chr10	102917175	102917575	+	1000	91.5	[]	[]	[11.127567]	[188]	[]	[102917391]
758_12668	chr11	2991566	2991966	+	1000	91.5	[9.411099]	[158]	[]	[]	[2991800]	[]
758_12671	chr11	72741420	72741820	+	1000	91.5	[6.780856, 14.245327]	[63, 139]	[6.738754]	[75]	[72741577, 72741653]	[72741589]
758_12680	chr16	1971796	1972196	+	1000	91.5	[]	[]	[6.5722647]	[57]	[]	[1971953]
758_12686	chr17	39972232	39972632	+	1000	91.5	[]	[]	[6.863072]	[150]	[]	[39972478]
758_12688	chr17	63827477	63827877	+	1000	91.5	[8.693299]	[139]	[]	[]	[63827705]	[]
758_12695	chr19	35846419	35846819	+	1000	91.5	[]	[]	[10.7555, 11.127567, 8.056022, 6.743228]	[113, 128, 148, 169]	[]	[35846595, 35846610, 35846630, 35846651]
758_12709	chr3	141368088	141368488	+	1000	91.5	[6.685237, 8.245038]	[93, 123]	[]	[]	[141368281, 141368311]	[]
758_1271	chr4	128863410	128863810	+	1000	308.5	[6.7035384]	[116]	[7.5565295]	[85]	[128863616]	[128863585]
758_12718	chr5	62778912	62779312	+	1000	91.5	[9.957938]	[105]	[]	[]	[62779103]	[]
758_12719	chr5	68304445	68304845	+	1000	91.5	[7.6377397, 7.2884393]	[113, 121]	[]	[]	[68304640, 68304648]	[]
758_12725	chr6	10749659	10750059	+	1000	91.5	[]	[]	[6.7661796]	[103]	[]	[10749829]
758_12730	chr6	34235481	34235881	+	1000	91.5	[]	[]	[8.428089]	[102]	[]	[34235679]
758_12744	chr9	32552388	32552788	+	1000	91.5	[]	[]	[6.780856, 6.5722647]	[140, 158]	[]	[32552620, 32552638]
758_12749	chr9	133163746	133164146	+	1000	91.5	[7.0754085, 11.575829, 11.362798, 7.0754085]	[112, 119, 131, 143]	[]	[]	[133163903, 133163910, 133163922, 133163934]	[]
758_12750	chrX	109840527	109840927	+	1000	91.5	[]	[]	[11.127567]	[93]	[]	[109840713]
758_12755	chr1	36374439	36374839	+	1000	91.0	[8.458068]	[82]	[]	[]	[36374617]	[]
758_12758	chr1	46526921	46527321	+	1000	91.0	[]	[]	[6.780856]	[125]	[]	[46527128]
758_12759	chr1	61053728	61054128	+	1000	91.0	[]	[]	[6.7416005]	[105]	[]	[61053919]
758_1276	chr19	47257328	47257728	+	1000	307.5	[7.25846]	[185]	[]	[]	[47257559]	[]
758_12773	chr11	36106173	36106573	+	1000	91.0	[]	[]	[6.7416005]	[130]	[]	[36106377]
758_12784	chr12	53259172	53259572	+	1000	91.0	[]	[]	[6.8439474, 8.245038]	[127, 138]	[]	[53259396, 53259407]
758_12787	chr12	121513649	121514049	+	1000	91.0	[]	[]	[7.652416, 9.438231]	[57, 150]	[]	[121513800, 121513893]
758_12788	chr12	121802677	121803077	+	1000	91.0	[8.056022, 8.056022]	[66, 93]	[]	[]	[121802836, 121802863]	[]
758_12796	chr17	32006487	32006887	+	1000	91.0	[]	[]	[6.8930507]	[59]	[]	[32006640]
758_128	chr19	51553158	51553558	+	1000	620.5	[6.673559]	[93]	[]	[]	[51553347]	[]
758_1280	chr1	151327428	151327828	+	1000	307.0	[]	[]	[11.127567]	[88]	[]	[151327611]
758_12817	chr2	127884854	127885254	+	1000	91.0	[6.6800203]	[158]	[]	[]	[127885040]	[]
758_12824	chr21	29299821	29300221	+	1000	91.0	[]	[]	[10.256007]	[169]	[]	[29300072]
758_12827	chr22	21949304	21949704	+	1000	91.0	[9.442706, 9.919872]	[131, 147]	[]	[]	[21949528, 21949544]	[]
758_12828	chr22	39021655	39022055	+	1000	91.0	[7.220394]	[101]	[7.220394]	[93]	[39021854]	[39021846]
758_12830	chr3	9897708	9898108	+	1000	91.0	[10.770176]	[71]	[]	[]	[9897875]	[]
758_12835	chr3	69764784	69765184	+	1000	91.0	[]	[]	[7.5565295, 6.738754]	[112, 131]	[]	[69764990, 69765009]
758_1284	chr14	23129119	23129519	+	1000	306.5	[8.458068]	[109]	[]	[]	[23129326]	[]
758_12841	chr4	52945480	52945880	+	1000	91.0	[]	[]	[6.780856]	[147]	[]	[52945726]
758_12844	chr5	34929197	34929597	+	1000	91.0	[]	[]	[8.458068, 9.438231]	[67, 70]	[]	[34929354, 34929357]
758_12847	chr5	179766477	179766877	+	1000	91.0	[7.3734775]	[149]	[9.56255]	[126]	[179766699]	[179766676]
758_12848	chr6	21997632	21998032	+	1000	91.0	[]	[]	[6.738754, 11.54585]	[81, 102]	[]	[21997806, 21997827]
758_12853	chr6	125202142	125202542	+	1000	91.0	[]	[]	[6.660896]	[157]	[]	[125202382]
758_12857	chr7	26234116	26234516	+	1000	91.0	[7.652416, 11.575829]	[106, 139]	[]	[]	[26234300, 26234333]	[]
758_12861	chr8	26576987	26577387	+	1000	91.0	[]	[]	[7.652416]	[100]	[]	[26577162]
758_12863	chrX	13653089	13653489	+	1000	91.0	[]	[]	[8.693299]	[167]	[]	[13653332]
758_12864	chrX	132217227	132217627	+	1000	91.0	[11.575829]	[151]	[]	[]	[132217412]	[]
758_12871	chr1	93345516	93345916	+	1000	90.5	[]	[]	[6.863072]	[130]	[]	[93345734]
758_12882	chr10	71359273	71359673	+	1000	90.5	[]	[]	[7.220394, 7.87297]	[83, 144]	[]	[71359443, 71359504]
758_12885	chr11	65614100	65614500	+	1000	90.5	[7.652416]	[145]	[]	[]	[65614319]	[]
758_12888	chr11	96259942	96260342	+	1000	90.5	[]	[]	[6.673559]	[113]	[]	[96260146]
758_1290	chr11	65504025	65504425	+	1000	306.0	[]	[]	[7.6377397, 6.780856]	[72, 136]	[]	[65504193, 65504257]
758_12901	chr16	69339397	69339797	+	1000	90.5	[11.362798, 9.373037]	[146, 156]	[]	[]	[69339613, 69339623]	[]
758_12903	chr16	75087227	75087627	+	1000	90.5	[11.362798]	[130]	[]	[]	[75087437]	[]
758_12906	chr17	10790669	10791069	+	1000	90.5	[]	[]	[7.3734775, 6.7416005]	[122, 139]	[]	[10790857, 10790874]
758_1291	chr11	86067924	86068324	+	1000	306.0	[9.957938, 7.3734775, 8.056022]	[94, 102, 135]	[]	[]	[86068096, 86068104, 86068137]	[]
758_12913	chr17	82297763	82298163	+	1000	90.5	[14.245327]	[127]	[8.458068]	[57]	[82297990]	[82297920]
758_12914	chr19	2090962	2091362	+	1000	90.5	[]	[]	[6.743228, 7.652416]	[71, 111]	[]	[2091127, 2091167]
758_12922	chr19	47113428	47113828	+	1000	90.5	[6.8930507]	[117]	[]	[]	[47113605]	[]
758_12924	chr19	50333584	50333984	+	1000	90.5	[]	[]	[7.2884393]	[135]	[]	[50333751]
758_12926	chr19	58228588	58228988	+	1000	90.5	[11.54585]	[91]	[6.673559]	[149]	[58228776]	[58228834]
758_12929	chr2	41830640	41831040	+	1000	90.5	[]	[]	[6.6800203, 6.780856]	[88, 139]	[]	[41830825, 41830876]
758_12941	chr3	52681905	52682305	+	1000	90.5	[6.780856]	[109]	[6.7416005]	[75]	[52682111]	[52682077]
758_12945	chr4	1043541	1043941	+	1000	90.5	[]	[]	[7.220394]	[190]	[]	[1043788]
758_12946	chr4	2415976	2416376	+	1000	90.5	[11.575829]	[127]	[]	[]	[2416154]	[]
758_1296	chrX	47541091	47541491	+	1000	305.5	[9.919872]	[146]	[8.693299]	[160]	[47541317]	[47541331]
758_12967	chr6	44226705	44227105	+	1000	90.5	[]	[]	[8.458068]	[148]	[]	[44226935]
758_12968	chr7	33129490	33129890	+	1000	90.5	[]	[]	[8.458068]	[83]	[]	[33129670]
758_1297	chr11	46554167	46554567	+	1000	305.0	[6.7416005]	[134]	[]	[]	[46554399]	[]
758_12971	chr7	99558053	99558453	+	1000	90.5	[]	[]	[8.458068]	[212]	[]	[99558275]
758_12974	chr7	158740844	158741244	+	1000	90.5	[9.56255]	[178]	[]	[]	[158741095]	[]
758_12976	chr8	38912677	38913077	+	1000	90.5	[]	[]	[9.919872]	[83]	[]	[38912859]
758_1298	chr19	38648667	38649067	+	1000	305.0	[7.250373]	[90]	[]	[]	[38648848]	[]
758_12980	chr9	135587593	135587993	+	1000	90.5	[7.3734775]	[75]	[]	[]	[135587756]	[]
758_12999	chr1	154479772	154480172	+	1000	90.0	[]	[]	[7.2884393]	[133]	[]	[154479994]
758_130	chr3	139299402	139299802	+	1000	620.0	[]	[]	[8.458068]	[109]	[]	[139299595]
758_1300	chr7	22433969	22434369	+	1000	305.0	[11.362798]	[174]	[6.780856]	[97]	[22434213]	[22434136]
758_13002	chr1	207218460	207218860	+	1000	90.0	[6.780856, 6.685237]	[111, 118]	[]	[]	[207218670, 207218677]	[]
758_13004	chr1	222713085	222713485	+	1000	90.0	[]	[]	[9.373037]	[94]	[]	[222713275]
758_13011	chr11	66728721	66729121	+	1000	90.0	[]	[]	[8.693299]	[111]	[]	[66728888]
758_13012	chr12	22350786	22351186	+	1000	90.0	[]	[]	[6.8930507]	[110]	[]	[22350986]
758_13014	chr14	21044275	21044675	+	1000	90.0	[]	[]	[8.458068]	[130]	[]	[21044501]
758_13015	chr14	23153710	23154110	+	1000	90.0	[9.373037]	[113]	[]	[]	[23153876]	[]
758_13035	chr19	13164498	13164898	+	1000	90.0	[]	[]	[14.245327]	[97]	[]	[13164684]
758_13040	chr19	45670781	45671181	+	1000	90.0	[7.25846]	[103]	[]	[]	[45670955]	[]
758_13041	chr19	47109565	47109965	+	1000	90.0	[7.6377397]	[122]	[6.7661796]	[113]	[47109747]	[47109738]
758_13056	chr20	51437545	51437945	+	1000	90.0	[9.373037]	[112]	[]	[]	[51437752]	[]
758_13059	chr22	19709013	19709413	+	1000	90.0	[6.738754]	[117]	[]	[]	[19709221]	[]
758_13069	chr5	54310740	54311140	+	1000	90.0	[6.685237]	[105]	[]	[]	[54310931]	[]
758_1307	chr2	65081268	65081668	+	1000	304.0	[8.245038]	[119]	[11.575829, 8.1006775]	[79, 91]	[65081483]	[65081443, 65081455]
758_13070	chr5	89042881	89043281	+	1000	90.0	[7.250373]	[132]	[]	[]	[89043107]	[]
758_13075	chr6	26216810	26217210	+	1000	90.0	[]	[]	[9.442706]	[156]	[]	[26217051]
758_13077	chr6	30882957	30883357	+	1000	90.0	[]	[]	[10.256007, 8.6123495]	[127, 165]	[]	[30883160, 30883198]
758_13078	chr6	37038639	37039039	+	1000	90.0	[6.780856]	[120]	[]	[]	[37038857]	[]
758_13080	chr6	43174428	43174828	+	1000	90.0	[]	[]	[10.7555]	[151]	[]	[43174639]
758_13082	chr6	82836075	82836475	+	1000	90.0	[]	[]	[8.693299]	[70]	[]	[82836240]
758_13084	chr7	6026539	6026939	+	1000	90.0	[7.2884393]	[80]	[]	[]	[6026707]	[]
758_13085	chr7	12951586	12951986	+	1000	90.0	[]	[]	[9.919872, 9.802997]	[126, 135]	[]	[12951802, 12951811]
758_13089	chr7	128398555	128398955	+	1000	90.0	[7.5565295, 9.56255]	[107, 147]	[]	[]	[128398755, 128398795]	[]
758_13092	chr8	37849804	37850204	+	1000	90.0	[]	[]	[7.5565295]	[131]	[]	[37850007]
758_13095	chrX	10159099	10159499	+	1000	90.0	[]	[]	[8.734424]	[125]	[]	[10159317]
758_1310	chr11	10750715	10751115	+	1000	303.5	[9.543426]	[112]	[]	[]	[10750924]	[]
758_13103	chr1	39159243	39159643	+	1000	89.5	[]	[]	[9.442706]	[64]	[]	[39159402]
758_13108	chr1	109398102	109398502	+	1000	89.5	[]	[]	[9.438231]	[117]	[]	[109398300]
758_13115	chr11	5245343	5245743	+	1000	89.5	[10.256007, 6.780856]	[102, 150]	[6.773207]	[129]	[5245521, 5245569]	[5245548]
758_13119	chr11	67277392	67277792	+	1000	89.5	[]	[]	[8.458068, 6.7416005]	[105, 142]	[]	[67277595, 67277632]
758_13120	chr11	67442827	67443227	+	1000	89.5	[8.693299, 11.127567]	[115, 122]	[11.127567]	[70]	[67443037, 67443044]	[67442992]
758_13127	chr12	56041821	56042221	+	1000	89.5	[6.8401775, 7.280349]	[178, 195]	[]	[]	[56042009, 56042026]	[]
758_13128	chr12	56565670	56566070	+	1000	89.5	[]	[]	[9.438231]	[161]	[]	[56565847]
758_13131	chr13	50084985	50085385	+	1000	89.5	[8.056022, 9.411099]	[137, 146]	[7.220394]	[121]	[50085205, 50085214]	[50085189]
758_13133	chr14	22956675	22957075	+	1000	89.5	[]	[]	[6.7687325]	[129]	[]	[22956872]
758_13138	chr17	48907971	48908371	+	1000	89.5	[9.411099]	[83]	[]	[]	[48908153]	[]
758_13139	chr17	58328948	58329348	+	1000	89.5	[7.0754085, 7.2884393]	[171, 181]	[]	[]	[58329177, 58329187]	[]
758_13140	chr17	73092506	73092906	+	1000	89.5	[]	[]	[11.127567]	[104]	[]	[73092691]
758_13156	chr2	74503546	74503946	+	1000	89.5	[8.428089]	[109]	[6.780856]	[145]	[74503728]	[74503764]
758_13161	chr20	31717724	31718124	+	1000	89.5	[6.780856]	[173]	[]	[]	[31717962]	[]
758_13163	chr20	63847677	63848077	+	1000	89.5	[]	[]	[7.87297]	[71]	[]	[63847840]
758_13167	chr3	65617147	65617547	+	1000	89.5	[8.458068]	[84]	[]	[]	[65617311]	[]
758_1317	chr17	13510136	13510536	+	1000	303.0	[7.3734775]	[77]	[]	[]	[13510304]	[]
758_13176	chr5	56819317	56819717	+	1000	89.5	[8.056022, 7.250373]	[94, 145]	[]	[]	[56819511, 56819562]	[]
758_1318	chr18	34979093	34979493	+	1000	303.0	[6.685237, 6.8401775]	[105, 118]	[11.54585]	[77]	[34979297, 34979310]	[34979269]
758_13180	chr6	13987314	13987714	+	1000	89.5	[7.87297]	[152]	[]	[]	[13987524]	[]
758_13184	chr6	126123232	126123632	+	1000	89.5	[8.056022]	[143]	[]	[]	[126123468]	[]
758_13189	chr7	134448642	134449042	+	1000	89.5	[]	[]	[10.770176, 8.693299]	[91, 102]	[]	[134448818, 134448829]
758_13190	chr7	139936808	139937208	+	1000	89.5	[]	[]	[6.9204674]	[101]	[]	[139936997]
758_13192	chr8	11567051	11567451	+	1000	89.5	[]	[]	[7.5565295]	[75]	[]	[11567219]
758_13201	chr1	32695109	32695509	+	1000	89.0	[]	[]	[8.056022]	[143]	[]	[32695342]
758_13205	chr1	182385236	182385636	+	1000	89.0	[7.5565295]	[93]	[9.442706]	[85]	[182385425]	[182385417]
758_13206	chr1	203795381	203795781	+	1000	89.0	[8.1006775]	[88]	[]	[]	[203795555]	[]
758_13209	chr10	13115763	13116163	+	1000	89.0	[6.8930507]	[119]	[8.690641]	[158]	[13115948]	[13115987]
758_1322	chr9	116395352	116395752	+	1000	303.0	[11.127567]	[113]	[]	[]	[116395549]	[]
758_13221	chr11	119108552	119108952	+	1000	89.0	[7.5565295, 8.245038]	[97, 109]	[]	[]	[119108742, 119108754]	[]
758_13229	chr12	108721807	108722207	+	1000	89.0	[11.362798]	[79]	[9.919872]	[114]	[108721979]	[108722014]
758_13233	chr14	24094509	24094909	+	1000	89.0	[]	[]	[8.693299]	[102]	[]	[24094702]
758_13236	chr15	51981550	51981950	+	1000	89.0	[11.127567, 7.6377397]	[123, 152]	[]	[]	[51981743, 51981772]	[]
758_13240	chr16	30997959	30998359	+	1000	89.0	[]	[]	[11.127567]	[158]	[]	[30998193]
758_13245	chr16	77190480	77190880	+	1000	89.0	[6.7661796]	[145]	[]	[]	[77190708]	[]
758_13246	chr16	81451638	81452038	+	1000	89.0	[8.693299]	[124]	[11.127567, 7.2884393]	[71, 139]	[81451861]	[81451808, 81451876]
758_1325	chr12	116559258	116559658	+	1000	302.5	[]	[]	[6.8439474]	[63]	[]	[116559419]
758_13254	chr17	45061021	45061421	+	1000	89.0	[]	[]	[7.5565295, 6.7416005]	[130, 204]	[]	[45061192, 45061266]
758_13262	chr19	19488468	19488868	+	1000	89.0	[]	[]	[7.3734775, 7.25846]	[86, 105]	[]	[19488635, 19488654]
758_13264	chr19	46631112	46631512	+	1000	89.0	[10.256007, 8.458068]	[107, 120]	[7.0754085]	[92]	[46631297, 46631310]	[46631282]
758_13266	chr2	20747363	20747763	+	1000	89.0	[6.743228]	[134]	[6.7687325]	[92]	[20747589]	[20747547]
758_1327	chr17	81057027	81057427	+	1000	302.5	[8.458068]	[106]	[6.6800203]	[60]	[81057224]	[81057178]
758_13270	chr20	4064540	4064940	+	1000	89.0	[8.458068]	[87]	[]	[]	[4064720]	[]
758_13274	chr20	44309868	44310268	+	1000	89.0	[7.87297]	[135]	[6.673559]	[128]	[44310101]	[44310094]
758_13277	chr22	17920283	17920683	+	1000	89.0	[]	[]	[6.780856]	[167]	[]	[17920514]
758_13278	chr22	32881001	32881401	+	1000	89.0	[6.7416005]	[159]	[]	[]	[32881242]	[]
758_13283	chr3	52694563	52694963	+	1000	89.0	[]	[]	[7.220394]	[150]	[]	[52694808]
758_1329	chr5	39117483	39117883	+	1000	302.5	[]	[]	[11.362798]	[98]	[]	[39117676]
758_13290	chr4	109912580	109912980	+	1000	89.0	[7.280349]	[146]	[6.7687325, 11.54585]	[60, 85]	[109912822]	[109912736, 109912761]
758_13292	chr5	56494204	56494604	+	1000	89.0	[]	[]	[6.7416005]	[142]	[]	[56494419]
758_13297	chr5	141616913	141617313	+	1000	89.0	[7.6377397]	[142]	[]	[]	[141617151]	[]
758_133	chr10	50550266	50550666	+	1000	618.0	[]	[]	[8.245038]	[162]	[]	[50550457]
758_13301	chr6	6858476	6858876	+	1000	89.0	[10.7555]	[59]	[]	[]	[6858629]	[]
758_13302	chr6	11770851	11771251	+	1000	89.0	[6.8439474]	[140]	[]	[]	[11771087]	[]
758_13304	chr6	17705606	17706006	+	1000	89.0	[]	[]	[6.773207]	[74]	[]	[17705768]
758_13316	chr8	29225954	29226354	+	1000	89.0	[6.780856]	[129]	[10.256007]	[121]	[29226169]	[29226161]
758_13335	chr1	43934300	43934700	+	1000	88.5	[6.7035384]	[143]	[6.773207]	[131]	[43934476]	[43934464]
758_13340	chr1	151056453	151056853	+	1000	88.5	[]	[]	[7.280349]	[92]	[]	[151056639]
758_13342	chr1	182268976	182269376	+	1000	88.5	[]	[]	[9.081597]	[173]	[]	[182269174]
758_13346	chr1	207644314	207644714	+	1000	88.5	[6.780856]	[135]	[]	[]	[207644538]	[]
758_1335	chr17	30708615	30709015	+	1000	302.0	[7.87297]	[140]	[]	[]	[30708854]	[]
758_13353	chr11	27398005	27398405	+	1000	88.5	[7.652416]	[108]	[6.9204674]	[74]	[27398200]	[27398166]
758_13358	chr11	96103076	96103476	+	1000	88.5	[6.780856]	[101]	[]	[]	[96103265]	[]
758_13359	chr11	118912776	118913176	+	1000	88.5	[]	[]	[11.575829, 7.220394]	[147, 153]	[]	[118912995, 118913001]
758_13360	chr11	124079587	124079987	+	1000	88.5	[7.037342, 6.743228]	[82, 148]	[]	[]	[124079746, 124079812]	[]
758_13361	chr12	751252	751652	+	1000	88.5	[]	[]	[6.685237]	[83]	[]	[751410]
758_13364	chr14	81268178	81268578	+	1000	88.5	[7.220394, 7.220394]	[70, 93]	[]	[]	[81268334, 81268357]	[]
758_1337	chr22	38943097	38943497	+	1000	302.0	[6.780856, 14.245327]	[95, 102]	[]	[]	[38943289, 38943296]	[]
758_13371	chr15	75647051	75647451	+	1000	88.5	[]	[]	[9.957938]	[73]	[]	[75647210]
758_13372	chr15	77910311	77910711	+	1000	88.5	[]	[]	[6.780856, 6.8439474]	[100, 134]	[]	[77910505, 77910539]
758_13378	chr17	29726865	29727265	+	1000	88.5	[]	[]	[8.245038]	[81]	[]	[29727045]
758_13381	chr17	77375557	77375957	+	1000	88.5	[]	[]	[6.863072]	[61]	[]	[77375709]
758_1339	chr6	119627291	119627691	+	1000	302.0	[]	[]	[8.458068]	[145]	[]	[119627536]
758_13408	chr3	115658801	115659201	+	1000	88.5	[6.7687325]	[100]	[]	[]	[115658987]	[]
758_13410	chr3	172710634	172711034	+	1000	88.5	[6.7687325, 8.458068]	[156, 159]	[]	[]	[172710807, 172710810]	[]
758_13413	chr4	73832845	73833245	+	1000	88.5	[8.693299]	[215]	[8.734424]	[141]	[73833074]	[73833000]
758_13415	chr4	80265886	80266286	+	1000	88.5	[]	[]	[9.56255]	[103]	[]	[80266079]
758_1342	chr3	50601116	50601516	+	1000	301.5	[]	[]	[7.5565295]	[114]	[]	[50601328]
758_13421	chr5	132677104	132677504	+	1000	88.5	[]	[]	[7.037342]	[83]	[]	[132677283]
758_13425	chr6	28838841	28839241	+	1000	88.5	[6.7687325]	[88]	[]	[]	[28839019]	[]
758_13428	chr7	2735296	2735696	+	1000	88.5	[6.7416005, 6.8401775, 9.438231]	[103, 151, 158]	[]	[]	[2735487, 2735535, 2735542]	[]
758_13430	chr7	12961877	12962277	+	1000	88.5	[8.056022, 7.87297]	[63, 68]	[]	[]	[12962029, 12962034]	[]
758_13432	chr7	103344691	103345091	+	1000	88.5	[]	[]	[10.770176]	[135]	[]	[103344918]
758_13437	chr7	150996566	150996966	+	1000	88.5	[]	[]	[11.127567]	[65]	[]	[150996726]
758_13438	chr8	38385867	38386267	+	1000	88.5	[8.693299]	[63]	[]	[]	[38386019]	[]
758_13449	chrX	49860856	49861256	+	1000	88.5	[]	[]	[7.2884393]	[78]	[]	[49861029]
758_1345	chr1	47424346	47424746	+	1000	301.0	[11.127567, 6.743228]	[143, 153]	[6.8930507]	[60]	[47424583, 47424593]	[47424500]
758_13456	chr1	101128277	101128677	+	1000	88.0	[]	[]	[6.863072]	[100]	[]	[101128464]
758_1346	chr5	10702944	10703344	+	1000	301.0	[]	[]	[9.957938, 6.7416005]	[61, 71]	[]	[10703099, 10703109]
758_13460	chr1	156813760	156814160	+	1000	88.0	[11.127567]	[142]	[]	[]	[156813987]	[]
758_13463	chr1	200154096	200154496	+	1000	88.0	[]	[]	[11.54585, 6.685237]	[138, 152]	[]	[200154294, 200154308]
758_13464	chr1	214419623	214420023	+	1000	88.0	[7.1035194]	[71]	[]	[]	[214419784]	[]
758_13466	chr1	225444893	225445293	+	1000	88.0	[10.256007]	[135]	[8.690641]	[116]	[225445109]	[225445090]
758_13469	chr10	87108	87508	+	1000	88.0	[7.037342]	[148]	[]	[]	[87340]	[]
758_1347	chr10	69334193	69334593	+	1000	300.5	[]	[]	[8.87635]	[72]	[]	[69334360]
758_1349	chr14	23068935	23069335	+	1000	300.5	[11.127567]	[137]	[]	[]	[23069168]	[]
758_13492	chr16	70653824	70654224	+	1000	88.0	[11.127567]	[146]	[]	[]	[70654056]	[]
758_13498	chr17	48244071	48244471	+	1000	88.0	[]	[]	[8.458068]	[130]	[]	[48244292]
758_1350	chr7	90403272	90403672	+	1000	300.5	[]	[]	[7.5565295]	[110]	[]	[90403471]
758_13503	chr17	64331932	64332332	+	1000	88.0	[]	[]	[7.0754085]	[138]	[]	[64332166]
758_13511	chr19	45406647	45407047	+	1000	88.0	[9.411099]	[113]	[]	[]	[45406851]	[]
758_13519	chr2	47225414	47225814	+	1000	88.0	[6.660896]	[175]	[7.5565295]	[94]	[47225660]	[47225579]
758_13524	chr2	171922686	171923086	+	1000	88.0	[]	[]	[8.708212, 6.7687325]	[105, 144]	[]	[171922871, 171922910]
758_13532	chr22	46085702	46086102	+	1000	88.0	[]	[]	[7.5565295, 6.780856]	[96, 124]	[]	[46085887, 46085915]
758_13533	chr3	65588006	65588406	+	1000	88.0	[9.411099]	[72]	[]	[]	[65588169]	[]
758_13535	chr3	124586116	124586516	+	1000	88.0	[]	[]	[11.362798]	[165]	[]	[124586351]
758_13539	chr4	74452859	74453259	+	1000	88.0	[11.575829]	[81]	[]	[]	[74453035]	[]
758_13543	chr5	103262524	103262924	+	1000	88.0	[9.442706]	[150]	[9.802997]	[92]	[103262762]	[103262704]
758_13545	chr5	108748258	108748658	+	1000	88.0	[]	[]	[11.54585]	[174]	[]	[108748502]
758_13548	chr5	142323758	142324158	+	1000	88.0	[7.6377397]	[80]	[]	[]	[142323933]	[]
758_1355	chr6	161254919	161255319	+	1000	300.0	[]	[]	[6.863072]	[81]	[]	[161255082]
758_1356	chrX	66023072	66023472	+	1000	300.0	[10.256007, 7.5565295]	[82, 164]	[]	[]	[66023237, 66023319]	[]
758_13568	chr7	121045127	121045527	+	1000	88.0	[]	[]	[6.7661796]	[136]	[]	[121045355]
758_1357	chr1	67686684	67687084	+	1000	299.5	[]	[]	[7.280349, 7.3734775]	[115, 152]	[]	[67686883, 67686920]
758_13573	chr8	60903891	60904291	+	1000	88.0	[]	[]	[8.87635]	[93]	[]	[60904078]
758_13576	chr9	129879741	129880141	+	1000	88.0	[7.5565295]	[57]	[8.87635]	[116]	[129879892]	[129879951]
758_13582	chr1	19430119	19430519	+	1000	87.5	[6.780856]	[133]	[]	[]	[19430327]	[]
758_13584	chr1	31577518	31577918	+	1000	87.5	[]	[]	[6.660896]	[73]	[]	[31577687]
758_13585	chr1	58815112	58815512	+	1000	87.5	[]	[]	[6.9204674, 7.3734775]	[78, 101]	[]	[58815269, 58815292]
758_13589	chr1	155884341	155884741	+	1000	87.5	[8.458068]	[126]	[]	[]	[155884564]	[]
758_13590	chr1	172717744	172718144	+	1000	87.5	[]	[]	[7.037342]	[96]	[]	[172717937]
758_13592	chr1	211490778	211491178	+	1000	87.5	[8.693299]	[96]	[]	[]	[211490958]	[]
758_13597	chr10	42638393	42638793	+	1000	87.5	[10.7555]	[146]	[]	[]	[42638565]	[]
758_13598	chr10	49941746	49942146	+	1000	87.5	[]	[]	[6.8930507]	[85]	[]	[49941912]
758_136	chr20	31675298	31675698	+	1000	616.5	[]	[]	[8.87635]	[140]	[]	[31675534]
758_1360	chr7	127892430	127892830	+	1000	299.5	[]	[]	[7.87297]	[96]	[]	[127892607]
758_13605	chr12	11648602	11649002	+	1000	87.5	[7.652416, 9.438231]	[118, 208]	[]	[]	[11648762, 11648852]	[]
758_13613	chr15	40763209	40763609	+	1000	87.5	[7.25846]	[129]	[7.280349, 8.428089]	[103, 117]	[40763434]	[40763408, 40763422]
758_13625	chr17	48539530	48539930	+	1000	87.5	[6.863072]	[67]	[]	[]	[48539691]	[]
758_13626	chr17	48571228	48571628	+	1000	87.5	[6.8930507]	[127]	[]	[]	[48571451]	[]
758_13628	chr17	73976677	73977077	+	1000	87.5	[9.438231]	[154]	[]	[]	[73976922]	[]
758_13630	chr17	82030511	82030911	+	1000	87.5	[]	[]	[7.652416]	[146]	[]	[82030737]
758_13634	chr19	35869962	35870362	+	1000	87.5	[9.411099]	[202]	[]	[]	[35870192]	[]
