#PeakID(python identify_motif.py ./ENCODE_processed_files/PBX2_idr.fa PBX2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
919_12197	chr6	31877434	31877834	+	677	25.0	[]	[]	[7.760843]	[135]	[]	[31877605]
919_122	chr11	3797430	3797830	+	1000	270.0	[]	[]	[6.6522384]	[118]	[]	[3797648]
919_12202	chr6	34391654	34392054	+	561	25.0	[8.013846]	[143]	[8.664022]	[65]	[34391886]	[34391808]
919_12206	chr6	37423632	37424032	+	746	25.0	[10.668542]	[145]	[]	[]	[37423848]	[]
919_12207	chr6	41768689	41769089	+	797	25.0	[8.655526]	[187]	[]	[]	[41768935]	[]
919_12210	chr6	43744003	43744403	+	575	25.0	[13.767965]	[103]	[]	[]	[43744190]	[]
919_12211	chr6	43809284	43809684	+	589	25.0	[7.990104]	[141]	[]	[]	[43809469]	[]
919_12216	chr6	56542820	56543220	+	576	25.0	[7.953706]	[110]	[]	[]	[56543021]	[]
919_12219	chr6	83067452	83067852	+	580	25.0	[]	[]	[7.895588]	[189]	[]	[83067689]
919_12224	chr6	112357008	112357408	+	667	25.0	[]	[]	[11.2828665]	[97]	[]	[112357190]
919_12225	chr6	119482861	119483261	+	787	25.0	[7.3744354]	[104]	[9.063183, 7.72541]	[116, 120]	[119483040]	[119483052, 119483056]
919_12228	chr6	137920410	137920810	+	720	25.0	[13.767965]	[96]	[]	[]	[137920602]	[]
919_12235	chr6	156780321	156780721	+	694	25.0	[7.597396]	[168]	[]	[]	[156780553]	[]
919_12237	chr6	157824033	157824433	+	709	25.0	[]	[]	[7.5889]	[100]	[]	[157824221]
919_12240	chr6	159048760	159049160	+	724	25.0	[8.4530525]	[191]	[9.765003]	[205]	[159048988]	[159049002]
919_12243	chr6	163640561	163640961	+	577	25.0	[]	[]	[8.810179]	[103]	[]	[163640735]
919_12244	chr6	163777190	163777590	+	708	25.0	[]	[]	[7.8151984]	[118]	[]	[163777382]
919_12245	chr6	164274579	164274979	+	726	25.0	[]	[]	[13.096307, 8.4295225]	[72, 102]	[]	[164274746, 164274776]
919_1225	chr5	135134065	135134465	+	1000	91.0	[]	[]	[11.997098]	[134]	[]	[135134296]
919_12250	chr7	22708294	22708694	+	720	25.0	[]	[]	[8.653753]	[104]	[]	[22708495]
919_12256	chr7	66879322	66879722	+	786	25.0	[7.249742]	[156]	[7.59513]	[120]	[66879543]	[66879507]
919_12259	chr7	73738429	73738829	+	711	25.0	[7.560086]	[116]	[]	[]	[73738638]	[]
919_12261	chr7	87107817	87108217	+	782	25.0	[7.2810874]	[193]	[6.862472]	[187]	[87108044]	[87108038]
919_12263	chr7	99643444	99643844	+	765	25.0	[]	[]	[11.995326]	[82]	[]	[99643623]
919_12264	chr7	99820752	99821152	+	747	25.0	[]	[]	[9.946344]	[127]	[]	[99820935]
919_12266	chr7	101075594	101075994	+	806	25.0	[]	[]	[6.98671]	[103]	[]	[101075778]
919_12268	chr7	101411128	101411528	+	777	25.0	[7.249742]	[133]	[]	[]	[101411358]	[]
919_1227	chr1	24419194	24419594	+	1000	90.0	[7.060389]	[53]	[8.887406]	[90]	[24419346]	[24419383]
919_12270	chr7	106848789	106849189	+	780	25.0	[]	[]	[8.942274]	[172]	[]	[106849003]
919_12271	chr7	106859999	106860399	+	650	25.0	[]	[]	[9.370035]	[119]	[]	[106860179]
919_12275	chr7	112480617	112481017	+	690	25.0	[]	[]	[8.698377]	[201]	[]	[112480863]
919_12279	chr7	128267473	128267873	+	704	25.0	[]	[]	[7.2086043]	[170]	[]	[128267693]
919_1228	chr1	159177281	159177681	+	1000	90.0	[8.655526]	[101]	[]	[]	[159177475]	[]
919_12288	chr7	133947395	133947795	+	688	25.0	[]	[]	[15.3284025]	[124]	[]	[133947589]
919_1229	chr10	25766724	25767124	+	1000	90.0	[]	[]	[15.3284025]	[103]	[]	[25766926]
919_12292	chr7	135905890	135906290	+	619	25.0	[7.990104]	[171]	[]	[]	[135906101]	[]
919_12293	chr7	139471586	139471986	+	553	25.0	[]	[]	[7.249742, 13.767965]	[145, 156]	[]	[139471811, 139471822]
919_12295	chr7	140317542	140317942	+	729	25.0	[8.880494]	[88]	[]	[]	[140317707]	[]
919_12297	chr7	142626373	142626773	+	587	25.0	[7.287168]	[102]	[]	[]	[142626558]	[]
919_12298	chr7	142961980	142962380	+	772	25.0	[]	[]	[8.721576]	[151]	[]	[142962208]
919_123	chr1	247007983	247008383	+	1000	269.0	[13.767965, 11.98683]	[90, 133]	[]	[]	[247008172, 247008215]	[]
919_1230	chr11	44899950	44900350	+	1000	90.0	[]	[]	[8.270616, 11.98683]	[97, 101]	[]	[44900145, 44900149]
919_12300	chr7	148572122	148572522	+	738	25.0	[]	[]	[10.668542]	[135]	[]	[148572314]
919_12302	chr7	150369787	150370187	+	592	25.0	[8.231745]	[197]	[]	[]	[150370001]	[]
919_12309	chr7	151228227	151228627	+	752	25.0	[]	[]	[6.8849363]	[161]	[]	[151228464]
919_1231	chr12	55996894	55997294	+	1000	90.0	[11.98683]	[105]	[]	[]	[55997096]	[]
919_12313	chr7	153406096	153406496	+	728	25.0	[]	[]	[9.703858]	[89]	[]	[153406283]
919_12316	chr8	10799702	10800102	+	706	25.0	[]	[]	[9.549196]	[134]	[]	[10799925]
919_1232	chr15	85794788	85795188	+	1000	90.0	[]	[]	[7.597396]	[76]	[]	[85794964]
919_12324	chr8	94748413	94748813	+	723	25.0	[10.434889, 7.9515624]	[117, 135]	[6.682185]	[139]	[94748595, 94748613]	[94748617]
919_12327	chr8	129583091	129583491	+	735	25.0	[11.98683]	[142]	[]	[]	[129583311]	[]
919_12328	chr8	130329849	130330249	+	687	25.0	[]	[]	[10.1405115]	[93]	[]	[130330042]
919_1233	chr17	30824572	30824972	+	1000	90.0	[11.019517]	[110]	[]	[]	[30824780]	[]
919_12330	chr9	19246869	19247269	+	713	25.0	[]	[]	[7.983867, 7.2307167]	[74, 83]	[]	[19247031, 19247040]
919_12331	chr9	35733219	35733619	+	771	25.0	[7.757864]	[104]	[]	[]	[35733411]	[]
919_12332	chr9	37485653	37486053	+	674	25.0	[]	[]	[7.597396]	[91]	[]	[37485816]
919_12334	chr9	77987022	77987422	+	698	25.0	[]	[]	[10.693923]	[134]	[]	[77987234]
919_12336	chr9	107794272	107794672	+	762	25.0	[]	[]	[9.133486]	[114]	[]	[107794473]
919_12337	chr9	112180332	112180732	+	720	25.0	[]	[]	[7.953706]	[142]	[]	[112180563]
919_12338	chr9	112379632	112380032	+	770	25.0	[10.01349]	[220]	[]	[]	[112379861]	[]
919_12340	chr9	120812418	120812818	+	735	25.0	[]	[]	[7.963974]	[113]	[]	[120812587]
919_12342	chr9	120844896	120845296	+	686	25.0	[]	[]	[6.6778507]	[174]	[]	[120845084]
919_12343	chr9	120847776	120848176	+	712	25.0	[7.1611385]	[151]	[]	[]	[120847950]	[]
919_12346	chr9	122394780	122395180	+	815	25.0	[13.767965]	[65]	[]	[]	[122394941]	[]
919_1235	chr20	47181346	47181746	+	1000	90.0	[]	[]	[13.767965]	[100]	[]	[47181544]
919_12353	chr9	128293148	128293548	+	639	25.0	[8.441064]	[106]	[]	[]	[128293329]	[]
919_12362	chr9	134316700	134317100	+	700	25.0	[10.25316]	[114]	[]	[]	[134316895]	[]
919_12363	chr9	135948836	135949236	+	721	25.0	[13.767965]	[160]	[]	[]	[135949036]	[]
919_12365	chr9	137618295	137618695	+	671	25.0	[6.8814974]	[59]	[]	[]	[137618446]	[]
919_12366	chrUn_GL000219v1	176421	176821	+	739	25.0	[7.335466, 9.734841]	[160, 208]	[]	[]	[176618, 176666]	[]
919_12367	chrUn_GL000219v1	178643	179043	+	764	25.0	[8.942274, 9.734841]	[127, 175]	[]	[]	[178820, 178868]	[]
919_12369	chrUn_GL000224v1	48827	49227	+	678	25.0	[]	[]	[8.129065]	[173]	[]	[49036]
919_1237	chr5	132963431	132963831	+	1000	90.0	[8.787421]	[99]	[]	[]	[132963627]	[]
919_12373	chrX	2317588	2317988	+	624	25.0	[]	[]	[10.930472, 10.1405115]	[139, 215]	[]	[2317741, 2317817]
919_12374	chrX	9420495	9420895	+	717	25.0	[10.434889]	[90]	[]	[]	[9420682]	[]
919_12375	chrX	10178903	10179303	+	694	25.0	[6.6958528]	[159]	[]	[]	[10179104]	[]
919_12376	chrX	47144943	47145343	+	735	25.0	[]	[]	[11.995326]	[108]	[]	[47145144]
919_12378	chrY	11312961	11313361	+	670	25.0	[7.3269696]	[144]	[7.2307167]	[113]	[11313202]	[11313171]
919_1238	chr5	142280042	142280442	+	1000	90.0	[]	[]	[6.8074355]	[84]	[]	[142280221]
919_12394	chr1	15957336	15957736	+	652	24.0	[6.9739804, 11.98683]	[149, 159]	[]	[]	[15957558, 15957568]	[]
919_124	chr10	102502011	102502411	+	1000	268.0	[6.920084, 9.514142]	[68, 146]	[7.597396]	[85]	[102502177, 102502255]	[102502194]
919_1240	chr7	149028350	149028750	+	1000	90.0	[8.976292, 7.0062857]	[93, 135]	[]	[]	[149028542, 149028584]	[]
919_12409	chr1	26286987	26287387	+	591	24.0	[7.953706]	[109]	[]	[]	[26287169]	[]
919_1241	chr9	125284377	125284777	+	1000	90.0	[13.096307]	[102]	[]	[]	[125284579]	[]
919_12413	chr1	26351160	26351560	+	654	24.0	[7.2810874]	[120]	[]	[]	[26351363]	[]
919_12419	chr1	28352260	28352660	+	543	24.0	[]	[]	[6.7459693]	[121]	[]	[28352480]
919_12421	chr1	28509843	28510243	+	733	24.0	[8.661762]	[109]	[7.365663]	[128]	[28510007]	[28510026]
919_12422	chr1	28544372	28544772	+	615	24.0	[]	[]	[13.096307]	[217]	[]	[28544619]
919_12423	chr1	28646004	28646404	+	673	24.0	[11.315171]	[69]	[]	[]	[28646170]	[]
919_12425	chr1	29197923	29198323	+	546	24.0	[]	[]	[7.1035852]	[151]	[]	[29198150]
919_12426	chr1	29868923	29869323	+	652	24.0	[]	[]	[7.3688555, 7.2086043]	[104, 119]	[]	[29869106, 29869121]
919_12427	chr1	30184588	30184988	+	547	24.0	[7.0993586]	[151]	[]	[]	[30184809]	[]
919_12428	chr1	30817070	30817470	+	672	24.0	[7.2781315]	[124]	[]	[]	[30817256]	[]
919_12436	chr1	36240366	36240766	+	661	24.0	[]	[]	[11.315171]	[125]	[]	[36240566]
919_12444	chr1	45550485	45550885	+	675	24.0	[]	[]	[7.7371]	[112]	[]	[45550669]
919_1245	chr10	73930701	73931101	+	1000	89.0	[15.3284025]	[108]	[]	[]	[73930909]	[]
919_12450	chr1	51487627	51488027	+	639	24.0	[]	[]	[9.370035]	[129]	[]	[51487842]
919_12451	chr1	54376688	54377088	+	660	24.0	[7.990104]	[154]	[6.9043694, 6.682185]	[118, 145]	[54376918]	[54376882, 54376909]
919_12452	chr1	58620872	58621272	+	549	24.0	[]	[]	[13.096307, 9.149337]	[123, 127]	[]	[58621084, 58621088]
919_1246	chr11	329497	329897	+	1000	89.0	[]	[]	[7.9622016]	[132]	[]	[329718]
919_12460	chr1	112804191	112804591	+	663	24.0	[]	[]	[6.8464055]	[162]	[]	[112804421]
919_12462	chr1	116409151	116409551	+	625	24.0	[]	[]	[8.231745]	[157]	[]	[116409353]
919_12467	chr1	146021780	146022180	+	681	24.0	[8.270616]	[91]	[6.880627]	[124]	[146021959]	[146021992]
919_12468	chr1	151907502	151907902	+	620	24.0	[7.9707575]	[155]	[]	[]	[151907663]	[]
919_1247	chr11	94750513	94750913	+	1000	89.0	[15.3284025]	[114]	[]	[]	[94750721]	[]
919_12470	chr1	153945969	153946369	+	669	24.0	[9.734841]	[131]	[]	[]	[153946200]	[]
919_12475	chr1	156768269	156768669	+	627	24.0	[7.757864]	[114]	[]	[]	[156768483]	[]
919_12477	chr1	157407896	157408296	+	669	24.0	[]	[]	[8.580075]	[62]	[]	[157408048]
919_12479	chr1	160078497	160078897	+	555	24.0	[]	[]	[10.2141905]	[193]	[]	[160078698]
919_12480	chr1	168101350	168101750	+	701	24.0	[9.76323, 6.9218564]	[66, 93]	[]	[]	[168101508, 168101535]	[]
919_12481	chr1	169421374	169421774	+	633	24.0	[13.767965]	[144]	[]	[]	[169421589]	[]
919_12489	chr1	180970811	180971211	+	663	24.0	[8.359376]	[142]	[8.4530525]	[133]	[180971001]	[180970992]
919_12491	chr1	182247868	182248268	+	584	24.0	[13.767965]	[123]	[]	[]	[182248091]	[]
919_12492	chr1	183609308	183609708	+	708	24.0	[8.661762]	[144]	[]	[]	[183609490]	[]
919_12494	chr1	186304957	186305357	+	595	24.0	[]	[]	[10.25316]	[152]	[]	[186305199]
919_125	chr1	150487133	150487533	+	1000	267.0	[8.653753]	[102]	[]	[]	[150487330]	[]
919_12507	chr1	207670933	207671333	+	670	24.0	[13.096307]	[137]	[]	[]	[207671156]	[]
919_12508	chr1	207691880	207692280	+	651	24.0	[11.995326]	[114]	[]	[]	[207692092]	[]
919_12510	chr1	211916422	211916822	+	586	24.0	[8.661762]	[160]	[15.3284025]	[126]	[211916658]	[211916624]
919_12517	chr1	226061342	226061742	+	657	24.0	[6.9234715]	[150]	[7.597396]	[143]	[226061558]	[226061551]
919_1252	chr18	9017329	9017729	+	1000	89.0	[]	[]	[11.995326]	[102]	[]	[9017529]
919_12520	chr1	227857444	227857844	+	695	24.0	[8.7029915]	[124]	[7.6186666]	[102]	[227857661]	[227857639]
919_12523	chr1	228505167	228505567	+	556	24.0	[]	[]	[8.013846]	[104]	[]	[228505342]
919_12524	chr1	228514561	228514961	+	597	24.0	[6.671917]	[104]	[]	[]	[228514756]	[]
919_12525	chr1	233518434	233518834	+	676	24.0	[]	[]	[13.547267]	[103]	[]	[233518636]
919_12527	chr1	234772298	234772698	+	543	24.0	[8.270616]	[109]	[]	[]	[234772503]	[]
919_12528	chr1	236551226	236551626	+	682	24.0	[]	[]	[6.798939, 6.98671]	[121, 147]	[]	[236551439, 236551465]
919_1253	chr19	22052166	22052566	+	1000	89.0	[]	[]	[13.767965]	[107]	[]	[22052363]
919_12530	chr1	244837601	244838001	+	684	24.0	[6.920084]	[111]	[]	[]	[244837800]	[]
919_12533	chr10	11614823	11615223	+	669	24.0	[]	[]	[13.767965]	[113]	[]	[11615032]
919_12535	chr10	35308312	35308712	+	674	24.0	[8.290325]	[147]	[7.9515624]	[129]	[35308526]	[35308508]
919_12536	chr10	35563314	35563714	+	644	24.0	[7.121478]	[137]	[]	[]	[35563540]	[]
919_12539	chr10	46018466	46018866	+	567	24.0	[]	[]	[7.09214]	[192]	[]	[46018663]
919_1254	chr19	24086825	24087225	+	1000	89.0	[]	[]	[11.98683, 8.34459]	[106, 145]	[]	[24087027, 24087066]
919_12542	chr10	49278348	49278748	+	745	24.0	[]	[]	[8.069627]	[67]	[]	[49278509]
919_12549	chr10	72069072	72069472	+	540	24.0	[7.299099]	[181]	[15.3284025]	[158]	[72069320]	[72069297]
919_1255	chr2	85587578	85587978	+	1000	89.0	[10.434889]	[118]	[7.483721, 9.370035]	[100, 104]	[85587789]	[85587771, 85587775]
919_12550	chr10	73232864	73233264	+	625	24.0	[]	[]	[6.8464055]	[88]	[]	[73233037]
919_12552	chr10	79326268	79326668	+	635	24.0	[]	[]	[7.1611385, 7.1611385]	[146, 212]	[]	[79326432, 79326498]
919_12555	chr10	132422920	132423320	+	623	24.0	[8.580075]	[104]	[]	[]	[132423104]	[]
919_12558	chr11	737907	738307	+	620	24.0	[15.3284025]	[136]	[]	[]	[738109]	[]
919_12560	chr11	7651165	7651565	+	615	24.0	[7.1035852, 8.942274]	[69, 134]	[6.7459693, 6.951835]	[67, 115]	[7651331, 7651396]	[7651329, 7651377]
919_12564	chr11	33899334	33899734	+	636	24.0	[11.98683]	[103]	[]	[]	[33899527]	[]
919_12567	chr11	47376094	47376494	+	708	24.0	[15.3284025]	[93]	[8.4530525]	[97]	[47376258]	[47376262]
919_12571	chr11	63507875	63508275	+	701	24.0	[]	[]	[7.457406]	[228]	[]	[63508120]
919_12579	chr11	108593517	108593917	+	583	24.0	[10.693923, 9.180952]	[109, 123]	[]	[]	[108593710, 108593724]	[]
919_1258	chr4	185209307	185209707	+	1000	89.0	[]	[]	[13.767965]	[103]	[]	[185209508]
919_12581	chr11	119087772	119088172	+	746	24.0	[6.7459693]	[95]	[]	[]	[119087947]	[]
919_12582	chr12	6765578	6765978	+	699	24.0	[]	[]	[13.547267]	[96]	[]	[6765769]
919_12584	chr12	47493809	47494209	+	658	24.0	[]	[]	[8.942274]	[126]	[]	[47494026]
919_1259	chr6	137867543	137867943	+	1000	89.0	[11.2828665]	[99]	[]	[]	[137867740]	[]
919_12593	chr12	93912166	93912566	+	670	24.0	[]	[]	[8.276244]	[138]	[]	[93912381]
919_12594	chr12	104785862	104786262	+	605	24.0	[12.309368]	[84]	[6.862472]	[60]	[104786042]	[104786018]
919_12595	chr12	113582412	113582812	+	640	24.0	[7.279904]	[131]	[]	[]	[113582634]	[]
919_12598	chr12	124027130	124027530	+	660	24.0	[7.72541]	[109]	[]	[]	[124027337]	[]
919_12599	chr12	124391337	124391737	+	684	24.0	[9.511999]	[108]	[]	[]	[124391534]	[]
919_126	chr2	112275285	112275685	+	1000	267.0	[11.019517]	[91]	[]	[]	[112275476]	[]
919_1260	chr7	135650793	135651193	+	1000	89.0	[8.34459, 11.98683]	[91, 118]	[7.750059]	[141]	[135650973, 135651000]	[135651023]
919_12602	chr13	30892883	30893283	+	578	24.0	[7.1035852]	[117]	[6.7459693]	[115]	[30893080]	[30893078]
919_12606	chr13	80889337	80889737	+	575	24.0	[]	[]	[9.549196]	[159]	[]	[80889547]
919_12608	chr13	89858905	89859305	+	643	24.0	[7.09214]	[87]	[]	[]	[89859065]	[]
919_1261	chr8	101036940	101037340	+	1000	89.0	[10.215962]	[100]	[]	[]	[101037128]	[]
919_1262	chr1	150515395	150515795	+	1000	88.0	[]	[]	[9.063183]	[106]	[]	[150515598]
919_12628	chr13	90870385	90870785	+	588	24.0	[]	[]	[6.8908954]	[97]	[]	[90870557]
919_12629	chr13	90898289	90898689	+	578	24.0	[]	[]	[7.990104]	[185]	[]	[90898537]
919_1263	chr1	151311531	151311931	+	1000	88.0	[11.997098]	[82]	[9.370035]	[147]	[151311692]	[151311757]
919_12632	chr13	90939985	90940385	+	583	24.0	[8.34459, 10.245942]	[58, 75]	[6.8505144]	[134]	[90940136, 90940153]	[90940212]
919_12637	chr13	91212218	91212618	+	640	24.0	[15.3284025]	[192]	[]	[]	[91212449]	[]
919_1264	chr1	153920440	153920840	+	1000	88.0	[]	[]	[7.09214]	[119]	[]	[153920655]
919_12647	chr13	91603216	91603616	+	685	24.0	[12.034296, 7.5815454]	[195, 226]	[]	[]	[91603418, 91603449]	[]
919_1265	chr12	1439730	1440130	+	1000	88.0	[15.3284025]	[108]	[]	[]	[1439932]	[]
919_12650	chr13	91788140	91788540	+	736	24.0	[]	[]	[6.897348]	[136]	[]	[91788370]
919_12656	chr13	92677344	92677744	+	697	24.0	[8.664022]	[184]	[]	[]	[92677559]	[]
919_12658	chr13	92681692	92682092	+	570	24.0	[8.231745]	[121]	[]	[]	[92681873]	[]
919_1266	chr12	54280289	54280689	+	1000	88.0	[]	[]	[6.8908954]	[94]	[]	[54280478]
919_12662	chr13	93360111	93360511	+	693	24.0	[6.951835]	[185]	[10.2141905]	[164]	[93360308]	[93360287]
919_12668	chr14	24094446	24094846	+	667	24.0	[]	[]	[8.653753]	[163]	[]	[24094687]
919_12669	chr14	30621296	30621696	+	655	24.0	[8.138656]	[84]	[]	[]	[30621460]	[]
919_12672	chr14	75254874	75255274	+	696	24.0	[10.614163]	[119]	[]	[]	[75255090]	[]
919_12674	chr14	96584116	96584516	+	659	24.0	[11.98683]	[142]	[8.655526]	[172]	[96584330]	[96584360]
919_12677	chr14	101679174	101679574	+	557	24.0	[11.995326]	[96]	[7.983867]	[140]	[101679369]	[101679413]
919_12679	chr14_GL000225v1_random	133555	133955	+	701	24.0	[]	[]	[7.3269696]	[67]	[]	[133709]
919_1268	chr13	97222005	97222405	+	1000	88.0	[]	[]	[13.096307]	[120]	[]	[97222209]
919_12681	chr15	30903722	30904122	+	670	24.0	[8.685505]	[108]	[]	[]	[30903920]	[]
919_12687	chr15	51830067	51830467	+	645	24.0	[9.531195]	[172]	[]	[]	[51830293]	[]
919_12689	chr15	58292673	58293073	+	656	24.0	[]	[]	[9.942505]	[140]	[]	[58292911]
919_1269	chr14	21103548	21103948	+	1000	88.0	[9.45908]	[99]	[]	[]	[21103744]	[]
919_12695	chr15	75054184	75054584	+	665	24.0	[6.8464055]	[95]	[]	[]	[75054359]	[]
919_12696	chr15	80990107	80990507	+	687	24.0	[10.434889]	[106]	[]	[]	[80990299]	[]
919_12698	chr15	90489515	90489915	+	609	24.0	[]	[]	[6.9234715]	[92]	[]	[90489696]
919_127	chr7	65373510	65373910	+	1000	266.0	[]	[]	[11.98683, 9.45908]	[90, 129]	[]	[65373689, 65373728]
919_1270	chr14	68792966	68793366	+	1000	88.0	[15.3284025]	[111]	[]	[]	[68793172]	[]
919_12707	chr16	22217826	22218226	+	621	24.0	[]	[]	[9.370035]	[173]	[]	[22218052]
919_1271	chr14	103333917	103334317	+	1000	88.0	[8.000483]	[106]	[]	[]	[103334108]	[]
919_12710	chr16	31033815	31034215	+	628	24.0	[]	[]	[8.664022]	[77]	[]	[31033989]
919_12711	chr16	31073041	31073441	+	680	24.0	[9.734841]	[158]	[]	[]	[31073242]	[]
919_1272	chr16	53435328	53435728	+	1000	88.0	[8.4530525]	[126]	[]	[]	[53435553]	[]
919_12721	chr16	85327855	85328255	+	583	24.0	[]	[]	[8.231745]	[114]	[]	[85328041]
919_12722	chr16	85372702	85373102	+	610	24.0	[8.661762]	[126]	[]	[]	[85372925]	[]
919_12723	chr16	85396703	85397103	+	617	24.0	[7.1611385, 7.1611385]	[103, 147]	[]	[]	[85396882, 85396926]	[]
919_12724	chr16	87720480	87720880	+	598	24.0	[7.0993586]	[197]	[]	[]	[87720704]	[]
919_12725	chr16	88452827	88453227	+	563	24.0	[7.2820473]	[97]	[]	[]	[88453018]	[]
919_12729	chr17	4833183	4833583	+	609	24.0	[]	[]	[10.077273]	[140]	[]	[4833412]
919_12730	chr17	32231997	32232397	+	751	24.0	[]	[]	[7.895588]	[108]	[]	[32232196]
919_12742	chr17	55751273	55751673	+	621	24.0	[9.180952]	[183]	[]	[]	[55751508]	[]
919_12746	chr17	77873125	77873525	+	648	24.0	[]	[]	[7.2307167]	[117]	[]	[77873311]
919_12748	chr17	78048787	78049187	+	690	24.0	[10.611208]	[71]	[]	[]	[78048953]	[]
919_12751	chr17	81348868	81349268	+	572	24.0	[6.9043694, 9.370035]	[79, 136]	[7.121478]	[162]	[81349034, 81349091]	[81349117]
919_12753	chr17	82039011	82039411	+	598	24.0	[]	[]	[15.3284025]	[133]	[]	[82039234]
919_12754	chr17_GL000205v2_random	14491	14891	+	639	24.0	[9.734841, 9.734841]	[108, 156]	[]	[]	[14688, 14736]	[]
919_12759	chr18	3603499	3603899	+	637	24.0	[]	[]	[7.2086043]	[214]	[]	[3603736]
919_12761	chr18	3655325	3655725	+	711	24.0	[9.765003]	[134]	[10.434889]	[128]	[3655520]	[3655514]
919_12762	chr18	3675911	3676311	+	681	24.0	[]	[]	[11.995326]	[153]	[]	[3676122]
919_12765	chr18	23515905	23516305	+	642	24.0	[6.8814974]	[82]	[7.6186666]	[71]	[23516077]	[23516066]
919_12767	chr18	55477899	55478299	+	689	24.0	[]	[]	[7.2239294]	[158]	[]	[55478132]
919_12768	chr18	57820074	57820474	+	631	24.0	[8.787421]	[124]	[]	[]	[57820294]	[]
919_12772	chr19	1021507	1021907	+	633	24.0	[]	[]	[9.514142]	[162]	[]	[1021719]
919_12776	chr19	2237409	2237809	+	567	24.0	[10.1405115]	[110]	[]	[]	[2237577]	[]
919_12779	chr19	4400491	4400891	+	688	24.0	[]	[]	[9.765003]	[104]	[]	[4400691]
919_12782	chr19	6199645	6200045	+	698	24.0	[7.471763]	[121]	[]	[]	[6199850]	[]
919_12784	chr19	9792587	9792987	+	705	24.0	[]	[]	[8.534417]	[96]	[]	[9792778]
919_12785	chr19	11088077	11088477	+	654	24.0	[13.767965]	[129]	[]	[]	[11088306]	[]
919_12792	chr19	29688273	29688673	+	588	24.0	[]	[]	[7.5889, 8.359376]	[139, 167]	[]	[29688465, 29688493]
919_12793	chr19	35223201	35223601	+	674	24.0	[11.2828665]	[85]	[]	[]	[35223375]	[]
919_12795	chr19	35716927	35717327	+	754	24.0	[8.810179]	[127]	[]	[]	[35717131]	[]
919_128	chr9	128067286	128067686	+	1000	266.0	[]	[]	[8.138656]	[87]	[]	[128067466]
919_1281	chr22	22770259	22770659	+	1000	88.0	[]	[]	[8.7029915]	[154]	[]	[22770508]
919_12812	chr19	49301161	49301561	+	680	24.0	[7.2781315]	[103]	[8.461827]	[159]	[49301355]	[49301411]
919_1282	chr22_KI270733v1_random	141408	141808	+	1000	88.0	[]	[]	[11.2828665]	[138]	[]	[141646]
919_12821	chr2	9759976	9760376	+	653	24.0	[8.655526]	[143]	[]	[]	[9760200]	[]
919_12823	chr2	26245778	26246178	+	699	24.0	[11.315171]	[72]	[]	[]	[26245949]	[]
919_12828	chr2	62505776	62506176	+	647	24.0	[]	[]	[8.231745]	[187]	[]	[62506020]
919_12829	chr2	67650749	67651149	+	699	24.0	[6.6969604]	[72]	[]	[]	[67650913]	[]
919_12830	chr2	74120313	74120713	+	684	24.0	[7.3688555]	[107]	[]	[]	[74120492]	[]
919_12831	chr2	74439179	74439579	+	675	24.0	[7.9622016]	[154]	[7.953706]	[216]	[74439364]	[74439426]
919_12833	chr2	74503112	74503512	+	649	24.0	[8.270616]	[155]	[]	[]	[74503329]	[]
919_12834	chr2	74542421	74542821	+	603	24.0	[]	[]	[13.767965]	[168]	[]	[74542661]
919_12835	chr2	102050704	102051104	+	676	24.0	[]	[]	[8.231745]	[169]	[]	[102050948]
919_12840	chr2	167962420	167962820	+	674	24.0	[7.6186666]	[99]	[]	[]	[167962619]	[]
919_12841	chr2	170254144	170254544	+	616	24.0	[7.471763]	[176]	[]	[]	[170254386]	[]
919_12842	chr2	170523491	170523891	+	555	24.0	[]	[]	[13.096307]	[90]	[]	[170523680]
919_12843	chr2	171081492	171081892	+	619	24.0	[8.155379]	[159]	[]	[]	[171081729]	[]
919_12846	chr2	171999396	171999796	+	552	24.0	[8.653753]	[74]	[]	[]	[171999558]	[]
919_12847	chr2	173869228	173869628	+	668	24.0	[]	[]	[6.8849363]	[126]	[]	[173869428]
919_12851	chr2	181944923	181945323	+	701	24.0	[]	[]	[7.6882124]	[141]	[]	[181945144]
919_12853	chr2	217247477	217247877	+	666	24.0	[11.295278, 8.721576]	[108, 120]	[]	[]	[217247685, 217247697]	[]
919_12854	chr2	219521016	219521416	+	625	24.0	[9.734841]	[108]	[]	[]	[219521222]	[]
919_12855	chr20	298245	298645	+	603	24.0	[7.4669967]	[104]	[]	[]	[298443]	[]
919_12856	chr20	13786056	13786456	+	642	24.0	[15.3284025]	[104]	[7.3489094]	[146]	[13786255]	[13786297]
919_1286	chr9	124392740	124393140	+	1000	88.0	[6.880627]	[77]	[7.7142496]	[151]	[124392915]	[124392989]
919_12862	chr20	41327179	41327579	+	656	24.0	[13.096307]	[98]	[]	[]	[41327373]	[]
919_12866	chr20	53141640	53142040	+	641	24.0	[]	[]	[7.983867]	[59]	[]	[53141791]
919_12867	chr20	53677996	53678396	+	590	24.0	[]	[]	[9.703858]	[120]	[]	[53678151]
