#PeakID(python identify_motif.py ./ENCODE_processed_files/NFIX_idr.fa NFIX --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
642_247	chr2	108253098	108253498	+	1000	211.0	[8.844542]	[113]	[8.844542]	[103]	[108253306]	[108253296]
642_2474	chr1	15106636	15107036	+	1000	51.5	[8.844542]	[168]	[]	[]	[15106844]	[]
642_2476	chr1	58781721	58782121	+	1000	51.5	[8.844542, 8.844542]	[90, 105]	[8.844542]	[174]	[58781873, 58781888]	[58781957]
642_2482	chr12	57225437	57225837	+	1000	51.5	[7.4974093, 8.844542]	[81, 101]	[7.4974093]	[91]	[57225611, 57225631]	[57225621]
642_2485	chr13	43473487	43473887	+	1000	51.5	[8.844542]	[118]	[7.4974093, 8.844542]	[108, 153]	[43473687]	[43473677, 43473722]
642_2489	chr16	8032428	8032828	+	1000	51.5	[7.4974093]	[97]	[8.844542]	[87]	[8032601]	[8032591]
642_249	chr2	168434123	168434523	+	1000	210.5	[8.844542, 8.844542]	[104, 124]	[8.844542, 7.4974093, 8.844542]	[94, 114, 121]	[168434319, 168434339]	[168434309, 168434329, 168434336]
642_2497	chr20	32798576	32798976	+	1000	51.5	[7.4974093, 7.4974093]	[122, 151]	[7.4974093]	[112]	[32798787, 32798816]	[32798777]
642_2503	chr3	53715694	53716094	+	1000	51.5	[7.4974093]	[152]	[8.844542]	[142]	[53715929]	[53715919]
642_2510	chr6	126890037	126890437	+	1000	51.5	[7.4974093]	[139]	[7.4974093, 7.4974093]	[129, 167]	[126890256]	[126890246, 126890284]
642_2512	chr8	85342294	85342694	+	1000	51.5	[8.844542, 8.844542]	[81, 89]	[7.4974093]	[71]	[85342471, 85342479]	[85342461]
642_2517	chr1	75991565	75991965	+	1000	51.0	[7.4974093]	[103]	[7.4974093]	[121]	[75991760]	[75991778]
642_2518	chr1	118995312	118995712	+	1000	51.0	[8.844542, 7.4974093]	[120, 137]	[7.4974093]	[110]	[118995521, 118995538]	[118995511]
642_2522	chr10	70331701	70332101	+	1000	51.0	[8.844542]	[119]	[]	[]	[70331907]	[]
642_2534	chr2	111226990	111227390	+	1000	51.0	[8.844542]	[118]	[8.844542]	[108]	[111227187]	[111227177]
642_2540	chr20	10170264	10170664	+	1000	51.0	[8.844542]	[118]	[8.844542]	[108]	[10170466]	[10170456]
642_2548	chr3	14345496	14345896	+	1000	51.0	[8.844542]	[117]	[7.4974093]	[107]	[14345689]	[14345679]
642_2551	chr6	17096696	17097096	+	1000	51.0	[8.844542]	[89]	[8.844542]	[79]	[17096873]	[17096863]
642_2559	chr9	131067459	131067859	+	1000	51.0	[]	[]	[7.4974093]	[235]	[]	[131067702]
642_2561	chr9	131102721	131103121	+	1000	51.0	[7.4974093]	[177]	[]	[]	[131102955]	[]
642_2563	chr9	131275141	131275541	+	1000	51.0	[7.4974093]	[151]	[7.4974093]	[132]	[131275372]	[131275353]
642_2564	chr1	931827	932227	+	1000	50.5	[7.4974093, 7.4974093, 7.4974093]	[69, 83, 128]	[8.844542]	[118]	[931980, 931994, 932039]	[932029]
642_2567	chr1	90821918	90822318	+	1000	50.5	[8.844542]	[136]	[7.4974093]	[126]	[90822144]	[90822134]
642_257	chr1	113058996	113059396	+	1000	204.5	[7.4974093]	[97]	[7.4974093, 8.844542, 7.4974093]	[79, 87, 127]	[113059192]	[113059174, 113059182, 113059222]
642_2576	chr13	98313788	98314188	+	1000	50.5	[8.844542]	[109]	[8.844542]	[99]	[98313997]	[98313987]
642_2580	chr22	21014024	21014424	+	1000	50.5	[]	[]	[7.4974093, 8.844542]	[78, 140]	[]	[21014200, 21014262]
642_2585	chr22	22939539	22939939	+	1000	50.5	[]	[]	[7.4974093]	[163]	[]	[22939762]
642_2589	chr3	169522640	169523040	+	1000	50.5	[7.4974093]	[110]	[7.4974093, 8.844542]	[100, 107]	[169522813]	[169522803, 169522810]
642_259	chr14	75732889	75733289	+	1000	203.0	[8.844542, 8.844542]	[60, 113]	[8.844542]	[103]	[75733045, 75733098]	[75733088]
642_2596	chr6	142851020	142851420	+	1000	50.5	[7.4974093, 8.844542]	[65, 110]	[8.844542]	[100]	[142851181, 142851226]	[142851216]
642_2598	chr8	11845480	11845880	+	1000	50.5	[7.4974093]	[143]	[8.844542, 8.844542]	[78, 133]	[11845700]	[11845635, 11845690]
642_260	chr2	108633371	108633771	+	1000	203.0	[8.844542]	[116]	[8.844542]	[106]	[108633577]	[108633567]
642_2610	chr1	61227853	61228253	+	1000	50.0	[]	[]	[8.844542]	[102]	[]	[61228045]
642_2615	chr1	223550543	223550943	+	1000	50.0	[7.4974093]	[111]	[7.4974093]	[101]	[223550739]	[223550729]
642_2616	chr12	114545446	114545846	+	1000	50.0	[7.4974093]	[100]	[8.844542]	[90]	[114545639]	[114545629]
642_2617	chr15	48590700	48591100	+	1000	50.0	[7.4974093, 8.844542]	[82, 94]	[8.844542]	[113]	[48590870, 48590882]	[48590901]
642_2622	chr20	37384647	37385047	+	1000	50.0	[7.4974093]	[106]	[7.4974093]	[132]	[37384837]	[37384863]
642_2623	chr20	50746411	50746811	+	1000	50.0	[8.844542]	[92]	[7.4974093]	[82]	[50746597]	[50746587]
642_2632	chr6	15036725	15037125	+	1000	50.0	[7.4974093, 8.844542]	[134, 140]	[7.4974093, 7.4974093]	[111, 124]	[15036959, 15036965]	[15036936, 15036949]
642_2633	chr6	122622585	122622985	+	1000	50.0	[8.844542]	[79]	[7.4974093]	[69]	[122622751]	[122622741]
642_2634	chr7	5558781	5559181	+	1000	50.0	[7.4974093, 8.844542, 7.4974093]	[163, 179, 209]	[]	[]	[5558966, 5558982, 5559012]	[]
642_2636	chr9	104099644	104100044	+	1000	50.0	[]	[]	[8.844542]	[102]	[]	[104099827]
642_2638	chr9	130860922	130861322	+	1000	50.0	[7.4974093]	[210]	[]	[]	[130861162]	[]
642_2643	chr1	11842119	11842519	+	1000	49.5	[8.844542]	[199]	[]	[]	[11842364]	[]
642_2647	chr1	175628553	175628953	+	1000	49.5	[7.4974093]	[124]	[8.844542]	[114]	[175628764]	[175628754]
642_2649	chr11	108121293	108121693	+	1000	49.5	[8.844542]	[97]	[8.844542]	[87]	[108121469]	[108121459]
642_2654	chr19	39704243	39704643	+	1000	49.5	[8.844542]	[95]	[7.4974093]	[85]	[39704427]	[39704417]
642_2662	chr22	23145348	23145748	+	1000	49.5	[]	[]	[7.4974093]	[131]	[]	[23145499]
642_2663	chr3	14921151	14921551	+	1000	49.5	[]	[]	[7.4974093]	[132]	[]	[14921362]
642_2664	chr4	28536088	28536488	+	1000	49.5	[8.844542]	[155]	[8.844542]	[145]	[28536319]	[28536309]
642_2668	chr6	28218493	28218893	+	1000	49.5	[7.4974093]	[133]	[]	[]	[28218725]	[]
642_2671	chr9	130831018	130831418	+	1000	49.5	[7.4974093, 7.4974093]	[127, 162]	[]	[]	[130831213, 130831248]	[]
642_2672	chr9	130893525	130893925	+	1000	49.5	[7.4974093]	[127]	[]	[]	[130893708]	[]
642_2684	chr12	1605939	1606339	+	1000	49.0	[7.4974093, 7.4974093]	[121, 126]	[7.4974093]	[116]	[1606147, 1606152]	[1606142]
642_2694	chr19	49085187	49085587	+	1000	49.0	[]	[]	[8.844542]	[112]	[]	[49085381]
642_2706	chr5	113095793	113096193	+	1000	49.0	[7.4974093]	[142]	[8.844542]	[132]	[113095977]	[113095967]
642_2707	chr5	179422486	179422886	+	1000	49.0	[8.844542, 8.844542]	[103, 147]	[7.4974093]	[93]	[179422669, 179422713]	[179422659]
642_2708	chr6	1766641	1767041	+	1000	49.0	[7.4974093]	[133]	[7.4974093]	[123]	[1766858]	[1766848]
642_2710	chr6	34190117	34190517	+	1000	49.0	[7.4974093]	[89]	[7.4974093]	[79]	[34190303]	[34190293]
642_2713	chr7	18361639	18362039	+	743	49.0	[8.844542]	[105]	[7.4974093]	[95]	[18361844]	[18361834]
642_2719	chr9	130913213	130913613	+	1000	49.0	[7.4974093, 8.844542]	[111, 201]	[]	[]	[130913369, 130913459]	[]
642_2727	chr10	72244124	72244524	+	1000	48.5	[8.844542]	[173]	[]	[]	[72244353]	[]
642_2728	chr11	58179606	58180006	+	1000	48.5	[7.4974093]	[140]	[8.844542, 8.844542]	[103, 130]	[58179824]	[58179787, 58179814]
642_2729	chr11	65663032	65663432	+	1000	48.5	[7.4974093]	[164]	[]	[]	[65663252]	[]
642_274	chr1	52253409	52253809	+	1000	196.5	[7.4974093]	[99]	[8.844542]	[89]	[52253604]	[52253594]
642_2744	chr19	19056937	19057337	+	1000	48.5	[7.4974093]	[120]	[8.844542]	[110]	[19057122]	[19057112]
642_2761	chr22	23144810	23145210	+	1000	48.5	[7.4974093]	[102]	[]	[]	[23144996]	[]
642_2765	chr22	23248565	23248965	+	1000	48.5	[7.4974093]	[90]	[]	[]	[23248749]	[]
642_2766	chr3	8298523	8298923	+	1000	48.5	[8.844542]	[163]	[7.4974093]	[153]	[8298761]	[8298751]
642_2767	chr3	10224857	10225257	+	1000	48.5	[]	[]	[7.4974093, 8.844542]	[83, 115]	[]	[10225027, 10225059]
642_277	chr2	170679654	170680054	+	1000	196.0	[7.4974093]	[117]	[8.844542]	[107]	[170679869]	[170679859]
642_2775	chr5	132103279	132103679	+	1000	48.5	[7.4974093]	[178]	[8.844542]	[168]	[132103507]	[132103497]
642_2778	chr6	37103220	37103620	+	1000	48.5	[]	[]	[7.4974093]	[157]	[]	[37103471]
642_2785	chr9	128295414	128295814	+	1000	48.5	[7.4974093, 7.4974093]	[93, 98]	[7.4974093]	[148]	[128295595, 128295600]	[128295650]
642_2787	chr9	130921522	130921922	+	1000	48.5	[8.844542]	[133]	[]	[]	[130921749]	[]
642_2793	chr1	64864075	64864475	+	1000	48.0	[]	[]	[8.844542]	[66]	[]	[64864241]
642_2798	chr1	228490596	228490996	+	1000	48.0	[]	[]	[8.844542]	[97]	[]	[228490769]
642_2803	chr12	26696635	26697035	+	1000	48.0	[]	[]	[7.4974093]	[167]	[]	[26696844]
642_2812	chr16	15642586	15642986	+	1000	48.0	[8.844542, 8.844542]	[94, 123]	[]	[]	[15642773, 15642802]	[]
642_2813	chr16	73599877	73600277	+	1000	48.0	[8.844542]	[127]	[]	[]	[73600070]	[]
642_2818	chr20	50165906	50166306	+	1000	48.0	[7.4974093]	[157]	[]	[]	[50166146]	[]
642_2819	chr22	20394059	20394459	+	1000	48.0	[]	[]	[7.4974093]	[178]	[]	[20394292]
642_2822	chr22	22631233	22631633	+	1000	48.0	[8.844542]	[101]	[]	[]	[22631395]	[]
642_2832	chr6	37644293	37644693	+	1000	48.0	[7.4974093]	[117]	[7.4974093]	[107]	[37644484]	[37644474]
642_2834	chr6	143400487	143400887	+	1000	48.0	[7.4974093]	[107]	[8.844542]	[97]	[143400671]	[143400661]
642_2841	chr9	130871036	130871436	+	1000	48.0	[8.844542]	[212]	[]	[]	[130871276]	[]
642_2849	chr9	131273219	131273619	+	1000	48.0	[7.4974093]	[175]	[]	[]	[131273402]	[]
642_2856	chr12	27967817	27968217	+	1000	47.5	[8.844542]	[81]	[]	[]	[27967993]	[]
642_2857	chr12	65067390	65067790	+	1000	47.5	[8.844542]	[95]	[]	[]	[65067565]	[]
642_2863	chr19	49876812	49877212	+	1000	47.5	[8.844542]	[97]	[8.844542, 7.4974093]	[129, 172]	[49876972]	[49877004, 49877047]
642_2864	chr2	20386474	20386874	+	1000	47.5	[7.4974093]	[141]	[8.844542]	[131]	[20386701]	[20386691]
642_2865	chr2	67797817	67798217	+	1000	47.5	[7.4974093, 7.4974093]	[73, 93]	[8.844542]	[83]	[67797986, 67798006]	[67797996]
642_2867	chr20	33654039	33654439	+	1000	47.5	[8.844542]	[136]	[8.844542, 7.4974093, 7.4974093]	[88, 121, 126]	[33654245]	[33654197, 33654230, 33654235]
642_2879	chr4	113550530	113550930	+	1000	47.5	[8.844542]	[85]	[8.844542]	[75]	[113550710]	[113550700]
642_2880	chr5	1003308	1003708	+	1000	47.5	[7.4974093]	[122]	[7.4974093]	[103]	[1003492]	[1003473]
642_2892	chr7	22202181	22202581	+	1000	47.5	[8.844542]	[107]	[7.4974093]	[115]	[22202382]	[22202390]
642_2893	chr7	42226496	42226896	+	1000	47.5	[8.844542]	[156]	[]	[]	[42226700]	[]
642_2894	chr7	106126433	106126833	+	1000	47.5	[8.844542]	[146]	[]	[]	[106126652]	[]
642_2902	chr9	130772142	130772542	+	1000	47.5	[8.844542]	[131]	[]	[]	[130772325]	[]
642_2909	chr1	39845584	39845984	+	1000	47.0	[7.4974093, 8.844542]	[115, 146]	[7.4974093, 7.4974093, 7.4974093]	[64, 105, 143]	[39845790, 39845821]	[39845739, 39845780, 39845818]
642_291	chr16	1271837	1272237	+	1000	192.5	[7.4974093, 7.4974093]	[87, 124]	[8.844542, 8.844542, 8.844542]	[77, 114, 152]	[1272019, 1272056]	[1272009, 1272046, 1272084]
642_2910	chr1	40633990	40634390	+	1000	47.0	[]	[]	[7.4974093, 8.844542, 8.844542]	[98, 149, 166]	[]	[40634167, 40634218, 40634235]
642_2914	chr11	9664878	9665278	+	1000	47.0	[7.4974093]	[102]	[8.844542, 8.844542]	[92, 113]	[9665078]	[9665068, 9665089]
642_2916	chr12	12986739	12987139	+	1000	47.0	[8.844542]	[114]	[8.844542, 7.4974093]	[104, 111]	[12986945]	[12986935, 12986942]
642_2922	chr14	23588973	23589373	+	1000	47.0	[7.4974093, 7.4974093, 7.4974093]	[131, 166, 173]	[]	[]	[23589179, 23589214, 23589221]	[]
642_2923	chr15	62240645	62241045	+	1000	47.0	[7.4974093]	[115]	[8.844542]	[105]	[62240857]	[62240847]
642_2933	chr2	48886875	48887275	+	1000	47.0	[]	[]	[7.4974093]	[201]	[]	[48887123]
642_2934	chr2	97068734	97069134	+	1000	47.0	[8.844542, 7.4974093]	[123, 149]	[7.4974093, 8.844542]	[108, 139]	[97068928, 97068954]	[97068913, 97068944]
642_2935	chr20	6440106	6440506	+	1000	47.0	[8.844542]	[115]	[7.4974093]	[105]	[6440308]	[6440298]
642_2938	chr22	22594570	22594970	+	1000	47.0	[8.844542, 7.4974093]	[109, 152]	[]	[]	[22594775, 22594818]	[]
642_2941	chr22	22825791	22826191	+	1000	47.0	[7.4974093]	[122]	[]	[]	[22825951]	[]
642_2946	chr4	48129705	48130105	+	1000	47.0	[7.4974093, 7.4974093]	[98, 158]	[8.844542, 7.4974093]	[123, 148]	[48129882, 48129942]	[48129907, 48129932]
642_2948	chr5	94313181	94313581	+	1000	47.0	[7.4974093]	[116]	[7.4974093]	[106]	[94313389]	[94313379]
642_2951	chr7	19327037	19327437	+	1000	47.0	[7.4974093]	[119]	[7.4974093, 8.844542]	[109, 149]	[19327229]	[19327219, 19327259]
642_2956	chr8	61108721	61109121	+	1000	47.0	[7.4974093, 7.4974093]	[147, 154]	[8.844542]	[144]	[61108960, 61108967]	[61108957]
642_2968	chr10	68331294	68331694	+	1000	46.5	[7.4974093, 7.4974093]	[114, 128]	[7.4974093]	[104]	[68331479, 68331493]	[68331469]
642_2969	chr11	46408567	46408967	+	1000	46.5	[8.844542, 7.4974093]	[114, 136]	[7.4974093]	[104]	[46408781, 46408803]	[46408771]
642_297	chr2	154557908	154558308	+	1000	191.5	[7.4974093]	[112]	[8.844542]	[102]	[154558118]	[154558108]
642_2970	chr11	65261559	65261959	+	1000	46.5	[7.4974093]	[145]	[7.4974093]	[135]	[65261783]	[65261773]
642_2974	chr12	67269171	67269571	+	1000	46.5	[]	[]	[8.844542, 7.4974093]	[95, 161]	[]	[67269353, 67269419]
642_2997	chr3	41117422	41117822	+	1000	46.5	[7.4974093]	[78]	[7.4974093]	[72]	[41117580]	[41117574]
642_2998	chr3	43152612	43153012	+	1000	46.5	[]	[]	[8.844542]	[168]	[]	[43152823]
642_300	chr5	42620807	42621207	+	1000	191.0	[8.844542]	[103]	[7.4974093, 7.4974093, 8.844542]	[68, 72, 93]	[42621003]	[42620968, 42620972, 42620993]
642_3000	chr4	37715846	37716246	+	1000	46.5	[]	[]	[8.844542, 7.4974093]	[131, 150]	[]	[37716051, 37716070]
642_3002	chr6	15936382	15936782	+	1000	46.5	[8.844542]	[121]	[]	[]	[15936591]	[]
642_3006	chr6	42045621	42046021	+	1000	46.5	[]	[]	[8.844542]	[88]	[]	[42045790]
642_3009	chr7	152086516	152086916	+	1000	46.5	[8.844542]	[130]	[7.4974093]	[120]	[152086705]	[152086695]
642_3010	chr8	72947355	72947755	+	1000	46.5	[7.4974093]	[92]	[8.844542]	[82]	[72947531]	[72947521]
642_3015	chr9	131227378	131227778	+	1000	46.5	[7.4974093]	[112]	[7.4974093]	[102]	[131227585]	[131227575]
642_3022	chr1	234584983	234585383	+	1000	46.0	[7.4974093]	[150]	[7.4974093]	[140]	[234585214]	[234585204]
642_3026	chr16	26526654	26527054	+	1000	46.0	[8.844542]	[81]	[]	[]	[26526828]	[]
642_3032	chr2	129070663	129071063	+	1000	46.0	[8.844542]	[109]	[7.4974093]	[99]	[129070871]	[129070861]
642_3034	chr2	203730780	203731180	+	1000	46.0	[8.844542]	[113]	[8.844542]	[103]	[203730987]	[203730977]
642_3035	chr21	32098890	32099290	+	1000	46.0	[8.844542]	[120]	[7.4974093, 8.844542]	[110, 158]	[32099096]	[32099086, 32099134]
642_3042	chr22	22815514	22815914	+	1000	46.0	[8.844542]	[81]	[7.4974093]	[156]	[22815682]	[22815757]
642_3049	chr3	44045784	44046184	+	1000	46.0	[8.844542]	[109]	[8.844542]	[99]	[44045993]	[44045983]
642_3050	chr3	171192206	171192606	+	566	46.0	[7.4974093]	[180]	[]	[]	[171192414]	[]
642_3053	chr4	76028262	76028662	+	1000	46.0	[8.844542]	[111]	[]	[]	[76028450]	[]
642_3058	chr6	27146916	27147316	+	1000	46.0	[8.844542]	[187]	[8.844542]	[122]	[27147165]	[27147100]
642_306	chr3	160101972	160102372	+	1000	190.0	[8.844542]	[141]	[8.844542]	[131]	[160102189]	[160102179]
642_3078	chr9	131270574	131270974	+	1000	46.0	[]	[]	[7.4974093, 7.4974093]	[125, 146]	[]	[131270791, 131270812]
642_309	chr6	143264455	143264855	+	1000	189.5	[7.4974093]	[102]	[8.844542]	[92]	[143264657]	[143264647]
642_3090	chr10	45487700	45488100	+	1000	45.5	[8.844542]	[161]	[8.844542]	[151]	[45487938]	[45487928]
642_3091	chr10	59680198	59680598	+	1000	45.5	[]	[]	[8.844542]	[99]	[]	[59680397]
642_3104	chr18	51072596	51072996	+	1000	45.5	[8.844542]	[125]	[]	[]	[51072798]	[]
642_3105	chr19	35612519	35612919	+	1000	45.5	[]	[]	[8.844542]	[114]	[]	[35612716]
642_3111	chr22	20206436	20206836	+	1000	45.5	[7.4974093]	[171]	[]	[]	[20206619]	[]
642_3127	chr6	11392941	11393341	+	1000	45.5	[7.4974093, 7.4974093]	[127, 131]	[7.4974093]	[121]	[11393153, 11393157]	[11393147]
642_3130	chr6	134995545	134995945	+	1000	45.5	[]	[]	[8.844542]	[137]	[]	[134995756]
642_3131	chr6	156561960	156562360	+	1000	45.5	[7.4974093, 7.4974093]	[153, 166]	[7.4974093]	[143]	[156562177, 156562190]	[156562167]
642_3132	chr7	127699879	127700279	+	1000	45.5	[8.844542]	[85]	[7.4974093]	[112]	[127700055]	[127700082]
642_3133	chr8	129005066	129005466	+	1000	45.5	[8.844542]	[108]	[8.844542]	[98]	[129005269]	[129005259]
642_3135	chr9	130858774	130859174	+	1000	45.5	[8.844542]	[134]	[]	[]	[130858988]	[]
642_3139	chr1	27605793	27606193	+	1000	45.0	[]	[]	[8.844542, 7.4974093]	[110, 127]	[]	[27605968, 27605985]
642_3140	chr1	74964468	74964868	+	1000	45.0	[]	[]	[8.844542]	[103]	[]	[74964647]
642_3147	chr10	85177757	85178157	+	1000	45.0	[8.844542]	[124]	[]	[]	[85177968]	[]
642_3150	chr13	97191668	97192068	+	1000	45.0	[7.4974093]	[102]	[8.844542]	[92]	[97191844]	[97191834]
642_3152	chr14	94048764	94049164	+	1000	45.0	[8.844542]	[126]	[7.4974093, 7.4974093]	[94, 116]	[94048974]	[94048942, 94048964]
642_316	chr2	90390487	90390887	+	1000	187.0	[8.844542]	[121]	[]	[]	[90390668]	[]
642_3170	chr21	45910421	45910821	+	1000	45.0	[]	[]	[8.844542]	[182]	[]	[45910669]
642_3172	chr22	19806460	19806860	+	1000	45.0	[]	[]	[8.844542]	[225]	[]	[19806693]
642_3183	chr22	22753897	22754297	+	1000	45.0	[]	[]	[7.4974093]	[190]	[]	[22754102]
642_3184	chr22	22809849	22810249	+	1000	45.0	[]	[]	[7.4974093]	[155]	[]	[22810043]
642_3186	chr22	23010669	23011069	+	1000	45.0	[]	[]	[7.4974093]	[190]	[]	[23010894]
642_3189	chr22	23106786	23107186	+	1000	45.0	[]	[]	[7.4974093]	[180]	[]	[23107034]
642_319	chr6	118502161	118502561	+	1000	186.0	[8.844542]	[99]	[7.4974093]	[89]	[118502351]	[118502341]
642_3195	chr5	78569453	78569853	+	1000	45.0	[8.844542]	[154]	[]	[]	[78569676]	[]
642_3199	chr7	39560400	39560800	+	1000	45.0	[8.844542]	[112]	[8.844542, 7.4974093]	[79, 102]	[39560609]	[39560576, 39560599]
642_3200	chr7	105887594	105887994	+	1000	45.0	[8.844542]	[76]	[7.4974093]	[66]	[105887758]	[105887748]
642_3204	chr8	11315314	11315714	+	1000	45.0	[8.844542]	[104]	[]	[]	[11315512]	[]
642_3207	chr8	97777783	97778183	+	1000	45.0	[]	[]	[8.844542]	[146]	[]	[97778023]
642_3209	chr9	110810229	110810629	+	1000	45.0	[8.844542]	[182]	[7.4974093, 8.844542]	[172, 179]	[110810465]	[110810455, 110810462]
642_321	chr9	95611433	95611833	+	1000	185.0	[8.844542]	[113]	[7.4974093]	[103]	[95611637]	[95611627]
642_3234	chr17	1574420	1574820	+	1000	44.5	[7.4974093]	[155]	[7.4974093]	[145]	[1574663]	[1574653]
642_3241	chr22	20319549	20319949	+	1000	44.5	[7.4974093, 7.4974093]	[165, 171]	[]	[]	[20319749, 20319755]	[]
642_3242	chr22	21002904	21003304	+	1000	44.5	[7.4974093]	[149]	[8.844542]	[146]	[21003128]	[21003125]
642_325	chr5	140295424	140295824	+	1000	184.5	[8.844542]	[135]	[7.4974093]	[125]	[140295636]	[140295626]
642_3252	chr22	22553224	22553624	+	1000	44.5	[]	[]	[8.844542]	[197]	[]	[22553468]
642_3259	chr5	10262398	10262798	+	1000	44.5	[8.844542]	[112]	[7.4974093]	[102]	[10262602]	[10262592]
642_3276	chrX	132114584	132114984	+	1000	44.5	[8.844542]	[175]	[8.844542]	[165]	[132114816]	[132114806]
642_3288	chr1	201016344	201016744	+	1000	44.0	[]	[]	[7.4974093]	[137]	[]	[201016545]
642_3290	chr1	246035056	246035456	+	1000	44.0	[]	[]	[7.4974093]	[85]	[]	[246035229]
642_3318	chr3	9749572	9749972	+	1000	44.0	[]	[]	[7.4974093]	[157]	[]	[9749812]
642_3320	chr3	48180836	48181236	+	1000	44.0	[8.844542]	[137]	[]	[]	[48181071]	[]
642_3321	chr4	19791737	19792137	+	1000	44.0	[8.844542, 8.844542]	[93, 100]	[8.844542]	[90]	[19791911, 19791918]	[19791908]
642_3323	chr5	151892420	151892820	+	1000	44.0	[8.844542]	[151]	[7.4974093]	[141]	[151892644]	[151892634]
642_3327	chr6	31083693	31084093	+	1000	44.0	[]	[]	[8.844542]	[120]	[]	[31083885]
642_333	chr4	82796969	82797369	+	1000	183.0	[8.844542]	[105]	[7.4974093]	[95]	[82797168]	[82797158]
642_3331	chr6	156791289	156791689	+	1000	44.0	[8.844542]	[92]	[]	[]	[156791443]	[]
642_3333	chr7	119377842	119378242	+	1000	44.0	[]	[]	[8.844542]	[107]	[]	[119378043]
642_3338	chr9	130936348	130936748	+	1000	44.0	[8.844542]	[146]	[]	[]	[130936503]	[]
642_3350	chr1	95388009	95388409	+	1000	43.5	[8.844542]	[170]	[7.4974093]	[160]	[95388250]	[95388240]
642_3352	chr1	168178493	168178893	+	1000	43.5	[]	[]	[7.4974093]	[146]	[]	[168178705]
642_3354	chr1	212288668	212289068	+	1000	43.5	[8.844542]	[155]	[]	[]	[212288905]	[]
642_3359	chr12	23040741	23041141	+	1000	43.5	[8.844542]	[123]	[8.844542]	[113]	[23040951]	[23040941]
642_3365	chr2	16853061	16853461	+	1000	43.5	[8.844542]	[138]	[8.844542]	[128]	[16853286]	[16853276]
642_3367	chr2	99939063	99939463	+	1000	43.5	[8.844542]	[107]	[7.4974093]	[97]	[99939266]	[99939256]
642_3371	chr21	42171286	42171686	+	1000	43.5	[7.4974093]	[120]	[8.844542]	[110]	[42171500]	[42171490]
642_3377	chr22	22647792	22648192	+	1000	43.5	[7.4974093]	[191]	[]	[]	[22648033]	[]
642_3378	chr22	22712063	22712463	+	1000	43.5	[7.4974093]	[158]	[]	[]	[22712229]	[]
642_3385	chr3	46889713	46890113	+	950	43.5	[8.844542]	[94]	[7.4974093]	[84]	[46889897]	[46889887]
642_3386	chr3	71955440	71955840	+	1000	43.5	[8.844542]	[133]	[7.4974093]	[152]	[71955636]	[71955655]
642_3389	chr4	76308663	76309063	+	1000	43.5	[7.4974093]	[82]	[7.4974093]	[169]	[76308818]	[76308905]
642_339	chr17	38881521	38881921	+	1000	181.0	[8.844542, 7.4974093]	[61, 112]	[7.4974093]	[102]	[38881676, 38881727]	[38881717]
642_3392	chr6	15880020	15880420	+	1000	43.5	[7.4974093]	[66]	[]	[]	[15880175]	[]
642_3393	chr6	31729984	31730384	+	1000	43.5	[]	[]	[7.4974093, 7.4974093]	[152, 219]	[]	[31730167, 31730234]
642_3395	chr6	93358411	93358811	+	1000	43.5	[8.844542, 8.844542]	[79, 162]	[8.844542]	[152]	[93358564, 93358647]	[93358637]
642_3396	chr6	128367470	128367870	+	1000	43.5	[8.844542]	[107]	[8.844542]	[97]	[128367663]	[128367653]
642_3398	chr6	161151973	161152373	+	1000	43.5	[8.844542]	[116]	[]	[]	[161152175]	[]
642_34	chr11	59842329	59842729	+	1000	457.5	[8.844542]	[108]	[7.4974093]	[98]	[59842532]	[59842522]
642_340	chr20	53040681	53041081	+	1000	181.0	[8.844542]	[109]	[7.4974093]	[99]	[53040880]	[53040870]
642_3400	chr7	22152658	22153058	+	1000	43.5	[8.844542]	[147]	[]	[]	[22152884]	[]
642_3412	chr1	155983455	155983855	+	873	43.0	[8.844542, 7.4974093]	[91, 157]	[]	[]	[155983628, 155983694]	[]
642_3413	chr1	157166567	157166967	+	1000	43.0	[7.4974093]	[156]	[7.4974093]	[146]	[157166771]	[157166761]
642_3420	chr11	86988368	86988768	+	1000	43.0	[]	[]	[7.4974093]	[124]	[]	[86988580]
642_3429	chr2	214412678	214413078	+	1000	43.0	[8.844542]	[119]	[8.844542]	[109]	[214412896]	[214412886]
642_3439	chr22	22060603	22061003	+	1000	43.0	[7.4974093]	[172]	[7.4974093, 7.4974093, 7.4974093]	[97, 140, 146]	[22060836]	[22060761, 22060804, 22060810]
642_344	chr9	109604670	109605070	+	1000	179.5	[7.4974093]	[114]	[8.844542]	[104]	[109604881]	[109604871]
642_3445	chr22	22664558	22664958	+	1000	43.0	[7.4974093]	[177]	[]	[]	[22664759]	[]
642_3452	chr22	22896432	22896832	+	1000	43.0	[]	[]	[8.844542]	[140]	[]	[22896616]
642_3456	chr5	36242212	36242612	+	1000	43.0	[]	[]	[7.4974093]	[90]	[]	[36242371]
642_3457	chr6	14804698	14805098	+	1000	43.0	[]	[]	[8.844542]	[100]	[]	[14804897]
