#PeakID(python identify_motif.py ./ENCODE_processed_files/BACH1_idr.fa BACH1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
593_1661	chr1	166910412	166910812	+	1000	60.0	[6.7076573, 10.945392]	[93, 147]	[12.32841]	[145]	[166910583, 166910637]	[166910635]
593_1664	chr1	232810878	232811278	+	1000	60.0	[6.6792603]	[103]	[16.412586]	[101]	[232811052]	[232811050]
593_1666	chr10	75987640	75988040	+	1000	60.0	[7.0733485]	[129]	[6.1916084, 16.412586]	[98, 127]	[75987858]	[75987827, 75987856]
593_167	chr6	56890572	56890972	+	1000	239.0	[13.45553]	[106]	[10.030405]	[104]	[56890775]	[56890773]
593_1675	chr18	3623903	3624303	+	1000	60.0	[9.818272, 8.363047]	[146, 173]	[6.7076573, 12.673135]	[81, 144]	[3624125, 3624152]	[3624060, 3624123]
593_1676	chr18	34979098	34979498	+	1000	60.0	[9.716079, 13.902448]	[83, 141]	[10.945392, 12.32841]	[81, 139]	[34979278, 34979336]	[34979276, 34979334]
593_168	chr3	4814292	4814692	+	1000	238.0	[]	[]	[16.412586]	[112]	[]	[4814499]
593_1681	chr2	129646074	129646474	+	1000	60.0	[16.412586, 16.412586, 11.13416]	[64, 94, 124]	[]	[]	[129646237, 129646267, 129646297]	[]
593_1683	chr20	62302556	62302956	+	1000	60.0	[12.235088]	[153]	[]	[]	[62302759]	[]
593_169	chr13	114222646	114223046	+	1000	234.0	[11.300851]	[84]	[11.296419]	[142]	[114222825]	[114222883]
593_1692	chr5	169856565	169856965	+	1000	60.0	[16.412586]	[111]	[7.2059402]	[109]	[169856770]	[169856768]
593_1697	chr6	158323238	158323638	+	1000	60.0	[16.412586, 9.189399]	[114, 128]	[6.782292, 6.6792603]	[90, 126]	[158323448, 158323462]	[158323424, 158323460]
593_1700	chr8	9082128	9082528	+	1000	60.0	[9.716079]	[74]	[9.163619, 6.1916084]	[72, 137]	[9082291]	[9082289, 9082354]
593_1704	chr8	115613083	115613483	+	1000	60.0	[13.902448]	[99]	[13.45553, 7.522613]	[97, 143]	[115613272]	[115613270, 115613316]
593_171	chr12	123126536	123126936	+	1000	231.0	[16.412586]	[120]	[8.260011, 6.3568525, 6.6792603]	[65, 114, 118]	[123126752]	[123126697, 123126746, 123126750]
593_1715	chr1	223788956	223789356	+	1000	59.0	[6.256924, 8.790712]	[71, 110]	[]	[]	[223789111, 223789150]	[]
593_1716	chr11	20367563	20367963	+	1000	59.0	[16.412586, 7.238777, 7.711474]	[101, 119, 136]	[10.945392, 9.042406]	[99, 117]	[20367763, 20367781, 20367798]	[20367761, 20367779]
593_1718	chr17	1717050	1717450	+	1000	59.0	[6.1916084]	[134]	[]	[]	[1717281]	[]
593_1726	chr22	47092757	47093157	+	1000	59.0	[10.945392]	[129]	[16.412586]	[127]	[47092966]	[47092964]
593_1727	chr3	17432239	17432639	+	1000	59.0	[16.412586]	[85]	[6.6792603]	[83]	[17432418]	[17432416]
593_1729	chr3	179288883	179289283	+	1000	59.0	[7.262118, 10.162996]	[56, 122]	[16.412586]	[120]	[179289036, 179289102]	[179289100]
593_173	chr10	24292503	24292903	+	1000	230.0	[7.2059402]	[109]	[16.412586, 7.8219643]	[107, 128]	[24292712]	[24292710, 24292731]
593_1730	chr4	138900011	138900411	+	1000	59.0	[16.412586]	[89]	[]	[]	[138900200]	[]
593_1731	chr5	88743457	88743857	+	1000	59.0	[7.2059402]	[93]	[7.981068, 16.412586]	[65, 91]	[88743647]	[88743619, 88743645]
593_1735	chr6	36118509	36118909	+	1000	59.0	[6.7715845]	[98]	[]	[]	[36118680]	[]
593_1738	chr7	27345138	27345538	+	1000	59.0	[13.45553]	[137]	[13.902448]	[135]	[27345363]	[27345361]
593_174	chr18	3652854	3653254	+	1000	230.0	[12.673135, 16.412586]	[80, 91]	[7.424376, 10.030405, 9.818272]	[68, 78, 89]	[3653034, 3653045]	[3653022, 3653032, 3653043]
593_1749	chr1	233113245	233113645	+	1000	58.0	[13.902448]	[96]	[9.5834875]	[94]	[233113431]	[233113429]
593_1751	chr11	65498866	65499266	+	1000	58.0	[8.790712]	[129]	[]	[]	[65499051]	[]
593_1753	chr11	67239870	67240270	+	1000	58.0	[11.300851]	[115]	[]	[]	[67240079]	[]
593_1755	chr11	78292186	78292586	+	1000	58.0	[6.3859158]	[119]	[8.342637]	[117]	[78292390]	[78292388]
593_1763	chr18	62451083	62451483	+	1000	58.0	[7.2059402]	[138]	[16.412586, 6.769946, 16.412586]	[62, 123, 136]	[62451315]	[62451239, 62451300, 62451313]
593_1773	chr3	195441045	195441445	+	1000	58.0	[7.0733485]	[100]	[16.412586]	[98]	[195441226]	[195441224]
593_1775	chr4	1043604	1044004	+	1000	58.0	[8.4563675, 7.8347774, 13.902448]	[80, 93, 109]	[10.945392, 12.673135, 6.803663]	[78, 107, 170]	[1043763, 1043776, 1043792]	[1043761, 1043790, 1043853]
593_1776	chr4	72360064	72360464	+	1000	58.0	[6.970353]	[118]	[]	[]	[72360280]	[]
593_1779	chr6	7732239	7732639	+	1000	58.0	[]	[]	[11.977605]	[120]	[]	[7732455]
593_1781	chr6	26031188	26031588	+	1000	58.0	[7.6756134]	[121]	[]	[]	[26031406]	[]
593_1790	chr7	157941188	157941588	+	1000	58.0	[7.1189213, 7.1189213, 7.1189213]	[81, 112, 141]	[]	[]	[157941363, 157941394, 157941423]	[]
593_1802	chr14	20219033	20219433	+	1000	57.0	[16.412586]	[100]	[7.2059402]	[98]	[20219232]	[20219230]
593_1803	chr15	43899922	43900322	+	1000	57.0	[16.412586]	[98]	[]	[]	[43900119]	[]
593_1804	chr15	87610268	87610668	+	1000	57.0	[16.412586]	[141]	[9.818272]	[139]	[87610476]	[87610474]
593_1808	chr17	32275046	32275446	+	1000	57.0	[11.409169, 13.902448]	[101, 145]	[13.45553]	[143]	[32275227, 32275271]	[32275269]
593_181	chr7	135943478	135943878	+	1000	226.0	[7.8219643]	[90]	[16.412586]	[97]	[135943666]	[135943673]
593_1810	chr2	68908473	68908873	+	1000	57.0	[16.412586]	[116]	[]	[]	[68908674]	[]
593_1811	chr2	80086912	80087312	+	1000	57.0	[13.902448]	[156]	[7.017528, 8.062279]	[70, 154]	[80087158]	[80087072, 80087156]
593_1817	chr3	177345598	177345998	+	1000	57.0	[9.636316]	[121]	[9.5834875]	[119]	[177345810]	[177345808]
593_1818	chr3	196279372	196279772	+	1000	57.0	[12.32841]	[89]	[13.902448, 11.111503]	[87, 147]	[196279558]	[196279556, 196279616]
593_1824	chr6	26216425	26216825	+	1000	57.0	[11.195025]	[126]	[8.011604, 6.7210364]	[124, 133]	[26216623]	[26216621, 26216630]
593_1830	chr7	103347458	103347858	+	1000	57.0	[]	[]	[7.6756134]	[120]	[]	[103347669]
593_1832	chr1	5993602	5994002	+	1000	56.0	[11.977605]	[93]	[]	[]	[5993788]	[]
593_1833	chr1	27428279	27428679	+	1000	56.0	[]	[]	[6.7715845]	[94]	[]	[27428457]
593_1836	chr1	213051614	213052014	+	1000	56.0	[12.146455]	[89]	[10.945392]	[87]	[213051774]	[213051772]
593_1838	chr10	30682365	30682765	+	1000	56.0	[7.934307, 9.818272]	[70, 92]	[9.163619, 12.540544]	[68, 90]	[30682535, 30682557]	[30682533, 30682555]
593_184	chr5	54744328	54744728	+	1000	225.0	[13.902448]	[128]	[8.062279]	[126]	[54744548]	[54744546]
593_1841	chr11	28009335	28009735	+	1000	56.0	[7.2059402]	[139]	[16.412586]	[137]	[28009570]	[28009568]
593_1843	chr11	131549084	131549484	+	1000	56.0	[16.412586, 13.902448]	[117, 140]	[7.407627]	[138]	[131549289, 131549312]	[131549310]
593_1844	chr12	56688077	56688477	+	1000	56.0	[11.300851]	[150]	[]	[]	[56688301]	[]
593_1845	chr12	68808681	68809081	+	1000	56.0	[16.412586]	[146]	[9.163619]	[144]	[68808899]	[68808897]
593_185	chr17	81923402	81923802	+	1000	224.0	[16.412586]	[122]	[7.324993, 13.902448]	[110, 120]	[81923617]	[81923605, 81923615]
593_1851	chr17	538141	538541	+	1000	56.0	[13.902448, 13.902448]	[95, 141]	[16.412586, 16.412586]	[93, 139]	[538301, 538347]	[538299, 538345]
593_1854	chr18	35688741	35689141	+	1000	56.0	[12.235088]	[108]	[]	[]	[35688944]	[]
593_186	chr8	101376025	101376425	+	1000	223.0	[7.2122426, 6.861438, 6.6792603]	[58, 97, 106]	[16.412586]	[104]	[101376178, 101376217, 101376226]	[101376224]
593_1860	chr2	157838439	157838839	+	1000	56.0	[7.2059402]	[113]	[8.588959]	[111]	[157838648]	[157838646]
593_1861	chr21	15343134	15343534	+	1000	56.0	[16.412586]	[101]	[]	[]	[15343334]	[]
593_1862	chr22	20885484	20885884	+	1000	56.0	[]	[]	[6.2127576]	[86]	[]	[20885648]
593_1864	chr22	22720255	22720655	+	1000	56.0	[7.981068]	[128]	[]	[]	[22720436]	[]
593_1866	chr22	29503948	29504348	+	1000	56.0	[9.636316]	[116]	[16.412586]	[114]	[29504162]	[29504160]
593_1868	chr3	148943527	148943927	+	1000	56.0	[13.45553]	[118]	[6.6792603]	[116]	[148943724]	[148943722]
593_187	chr5	140710998	140711398	+	1000	222.0	[7.2059402, 8.062279]	[91, 117]	[16.412586, 6.6765213]	[89, 99]	[140711183, 140711209]	[140711181, 140711191]
593_1880	chr6	79632524	79632924	+	1000	56.0	[]	[]	[12.082088]	[154]	[]	[79632768]
593_1882	chr6	146913906	146914306	+	1000	56.0	[]	[]	[11.999462]	[81]	[]	[146914086]
593_1884	chr7	151519697	151520097	+	1000	56.0	[]	[]	[11.300851]	[85]	[]	[151519877]
593_1894	chr1	29202802	29203202	+	1000	55.0	[13.45553, 6.1601887]	[74, 83]	[9.636316]	[72]	[29202976, 29202985]	[29202974]
593_1895	chr1	35506476	35506876	+	1000	55.0	[]	[]	[12.235088]	[102]	[]	[35506671]
593_1897	chr1	65231724	65232124	+	1000	55.0	[10.030405]	[117]	[13.45553]	[115]	[65231939]	[65231937]
593_1898	chr1	101077861	101078261	+	1000	55.0	[9.818272]	[120]	[16.412586]	[118]	[101078076]	[101078074]
593_190	chr1	75520765	75521165	+	1000	219.0	[16.412586, 8.495638]	[104, 138]	[7.0733485]	[102]	[75520966, 75521000]	[75520964]
593_1908	chr12	64219140	64219540	+	1000	55.0	[13.902448]	[114]	[7.407627]	[112]	[64219333]	[64219331]
593_191	chr6	4942204	4942604	+	1000	219.0	[7.2059402]	[109]	[16.412586]	[107]	[4942390]	[4942388]
593_1910	chr12	127999057	127999457	+	1000	55.0	[16.412586]	[136]	[10.945392]	[134]	[127999279]	[127999277]
593_1915	chr17	76444996	76445396	+	1000	55.0	[12.146455]	[161]	[7.2059402]	[159]	[76445244]	[76445242]
593_1921	chr2	227451351	227451751	+	1000	55.0	[8.085031]	[130]	[]	[]	[227451562]	[]
593_193	chr1	246306636	246307036	+	1000	218.0	[6.1916084, 7.0302877]	[67, 125]	[11.409169]	[103]	[246306799, 246306857]	[246306835]
593_1932	chr22	46013438	46013838	+	1000	55.0	[10.162996, 13.902448]	[101, 113]	[12.32841, 12.673135]	[99, 111]	[46013621, 46013633]	[46013619, 46013631]
593_1935	chr3	170506552	170506952	+	1000	55.0	[]	[]	[16.412586]	[91]	[]	[170506732]
593_1937	chr4	51853078	51853478	+	1000	55.0	[]	[]	[16.412586]	[129]	[]	[51853290]
593_1942	chr5	134592437	134592837	+	1000	55.0	[16.412586]	[116]	[]	[]	[134592632]	[]
593_1943	chr5	173782049	173782449	+	1000	55.0	[16.412586]	[117]	[]	[]	[173782264]	[]
593_1946	chr6	134063138	134063538	+	1000	55.0	[16.412586]	[83]	[10.162996]	[81]	[134063320]	[134063318]
593_1949	chr7	32879381	32879781	+	1000	55.0	[12.235088]	[101]	[]	[]	[32879557]	[]
593_195	chr15	35557476	35557876	+	1000	218.0	[16.412586]	[115]	[13.45553, 10.945392]	[71, 113]	[35557691]	[35557647, 35557689]
593_1951	chr8	91038679	91039079	+	1000	55.0	[]	[]	[11.195025]	[108]	[]	[91038870]
593_1956	chr1	151311565	151311965	+	1000	54.0	[13.902448]	[107]	[7.934307, 12.146455]	[91, 105]	[151311769]	[151311753, 151311767]
593_1958	chr10	2933481	2933881	+	1000	54.0	[7.0733485]	[105]	[16.412586]	[103]	[2933684]	[2933682]
593_1962	chr11	12263100	12263500	+	1000	54.0	[12.146455, 11.296419]	[61, 87]	[6.6792603, 8.036991]	[59, 113]	[12263255, 12263281]	[12263253, 12263307]
593_1964	chr12	98399534	98399934	+	1000	54.0	[10.945392]	[126]	[16.412586]	[124]	[98399733]	[98399731]
593_1966	chr15	29815345	29815745	+	1000	54.0	[10.949082]	[158]	[10.949082]	[99]	[29815590]	[29815531]
593_1972	chr19	16945001	16945401	+	1000	54.0	[7.2059402]	[110]	[16.412586]	[108]	[16945210]	[16945208]
593_1978	chr2	128186974	128187374	+	1000	54.0	[]	[]	[16.412586]	[110]	[]	[128187172]
593_198	chr5	39755862	39756262	+	1000	215.0	[13.902448, 13.902448]	[105, 115]	[9.716079, 9.716079]	[103, 113]	[39756063, 39756073]	[39756061, 39756071]
593_1980	chr2	218964014	218964414	+	1000	54.0	[16.412586, 7.2122426]	[82, 116]	[6.6792603]	[80]	[218964187, 218964221]	[218964185]
593_1981	chr2	235460578	235460978	+	1000	54.0	[13.902448]	[111]	[13.45553]	[109]	[235460784]	[235460782]
593_1983	chr21	37514273	37514673	+	1000	54.0	[16.412586]	[90]	[10.945392]	[88]	[37514463]	[37514461]
593_1985	chr3	33385396	33385796	+	1000	54.0	[]	[]	[12.235088, 8.154447]	[100, 142]	[]	[33385592, 33385634]
593_1989	chr4	38523867	38524267	+	1000	54.0	[13.902448]	[84]	[11.6737585]	[82]	[38524033]	[38524031]
593_1991	chr5	73673085	73673485	+	1000	54.0	[13.902448]	[143]	[8.4563675]	[141]	[73673307]	[73673305]
593_1994	chr6	781648	782048	+	1000	54.0	[16.412586]	[125]	[7.2059402]	[123]	[781844]	[781842]
593_1995	chr6	85112542	85112942	+	1000	54.0	[16.412586]	[112]	[]	[]	[85112740]	[]
593_1996	chr6	119627329	119627729	+	1000	54.0	[11.999462]	[130]	[6.934005]	[86]	[119627549]	[119627505]
593_20	chr16	79970932	79971332	+	1000	602.0	[6.6792603, 13.45553]	[98, 118]	[16.412586, 13.902448]	[96, 116]	[79971130, 79971150]	[79971128, 79971148]
593_2007	chr1	183022283	183022683	+	1000	53.0	[7.1146708, 6.6792603, 16.412586]	[78, 97, 126]	[12.146455]	[95]	[183022454, 183022473, 183022502]	[183022471]
593_2010	chr1	222240528	222240928	+	1000	53.0	[8.062279]	[83]	[9.163619, 12.235088]	[81, 115]	[222240710]	[222240708, 222240742]
593_2012	chr10	69222620	69223020	+	1000	53.0	[7.2059402]	[119]	[16.412586]	[117]	[69222828]	[69222826]
593_2020	chr12	132394049	132394449	+	1000	53.0	[]	[]	[11.409169, 11.409169, 7.143038, 16.412586, 6.7231274]	[85, 111, 135, 161, 171]	[]	[132394203, 132394229, 132394253, 132394279, 132394289]
593_2024	chr15	32004230	32004630	+	1000	53.0	[7.2059402]	[114]	[6.9288945, 16.412586]	[63, 112]	[32004444]	[32004393, 32004442]
593_2026	chr15	91536781	91537181	+	1000	53.0	[7.2059402]	[129]	[16.412586]	[127]	[91536997]	[91536995]
593_2027	chr15	95557559	95557959	+	1000	53.0	[10.945392, 13.45553]	[77, 112]	[8.062279, 7.2059402]	[75, 110]	[95557735, 95557770]	[95557733, 95557768]
593_2029	chr16	73020419	73020819	+	1000	53.0	[16.412586]	[94]	[7.2059402]	[92]	[73020603]	[73020601]
593_2030	chr16	80027059	80027459	+	1000	53.0	[16.412586]	[147]	[7.2059402]	[145]	[80027294]	[80027292]
593_2034	chr21	41957422	41957822	+	1000	53.0	[9.818272, 8.154447]	[106, 130]	[16.412586]	[104]	[41957622, 41957646]	[41957620]
593_204	chr7	1044040	1044440	+	1000	214.0	[16.412586]	[101]	[10.030405]	[99]	[1044234]	[1044232]
593_2044	chr5	34923910	34924310	+	1000	53.0	[9.189399]	[127]	[13.45553]	[113]	[34924129]	[34924115]
593_2047	chr6	38578978	38579378	+	1000	53.0	[8.4563675]	[134]	[13.902448]	[132]	[38579197]	[38579195]
593_2053	chr7	38127912	38128312	+	1000	53.0	[11.6737585]	[106]	[10.945392]	[104]	[38128103]	[38128101]
593_2054	chr7	42210342	42210742	+	1000	53.0	[16.412586]	[102]	[]	[]	[42210530]	[]
593_2059	chr8	140343331	140343731	+	1000	53.0	[11.296419]	[141]	[]	[]	[140343538]	[]
593_2062	chr1	77347677	77348077	+	1000	52.0	[8.4563675, 16.412586]	[76, 154]	[10.162996, 6.6792603]	[74, 152]	[77347844, 77347922]	[77347842, 77347920]
593_2068	chr1	212995457	212995857	+	1000	52.0	[]	[]	[6.4409976]	[93]	[]	[212995649]
593_2069	chr10	4941481	4941881	+	1000	52.0	[13.902448]	[120]	[8.4563675]	[118]	[4941694]	[4941692]
593_2076	chr11	65502887	65503287	+	1000	52.0	[7.23946]	[141]	[]	[]	[65503109]	[]
593_2079	chr12	6961956	6962356	+	1000	52.0	[9.72495]	[185]	[10.59517]	[183]	[6962185]	[6962183]
593_208	chr17	39132115	39132515	+	1000	212.0	[16.412586, 16.412586, 16.412586]	[87, 111, 136]	[10.030405, 10.030405]	[85, 109]	[39132295, 39132319, 39132344]	[39132293, 39132317]
593_2080	chr12	26116880	26117280	+	1000	52.0	[9.636316]	[109]	[7.5569677, 16.412586]	[83, 107]	[26117061]	[26117035, 26117059]
593_2081	chr12	49130132	49130532	+	1000	52.0	[6.535958]	[135]	[]	[]	[49130358]	[]
593_2086	chr14	65346878	65347278	+	1000	52.0	[10.162996]	[107]	[16.412586]	[105]	[65347078]	[65347076]
593_2094	chr2	102065741	102066141	+	1000	52.0	[13.902448]	[97]	[12.32841]	[95]	[102065924]	[102065922]
593_2095	chr2	157258528	157258928	+	1000	52.0	[9.278032]	[99]	[]	[]	[157258697]	[]
593_2099	chr20	53623349	53623749	+	1000	52.0	[11.85311, 8.2620945]	[75, 137]	[8.038696]	[135]	[53623505, 53623567]	[53623565]
593_2104	chr3	194089532	194089932	+	1000	52.0	[6.6148934]	[98]	[8.896054]	[96]	[194089695]	[194089693]
593_2108	chr4	81421477	81421877	+	1000	52.0	[9.189399]	[68]	[]	[]	[81421637]	[]
593_2112	chr4	174681800	174682200	+	1000	52.0	[]	[]	[10.772233, 9.020549]	[124, 135]	[]	[174682023, 174682034]
593_2113	chr5	1231526	1231926	+	1000	52.0	[8.281695]	[72]	[10.949082, 8.78628]	[70, 92]	[1231697]	[1231695, 1231717]
593_2136	chr1	117612756	117613156	+	1000	51.0	[6.6792603]	[184]	[16.412586]	[182]	[117613000]	[117612998]
593_2137	chr1	165650997	165651397	+	1000	51.0	[7.0733485]	[94]	[16.412586]	[92]	[165651176]	[165651174]
593_2140	chr10	50604022	50604422	+	1000	51.0	[]	[]	[16.412586]	[87]	[]	[50604175]
593_2141	chr10	62769542	62769942	+	1000	51.0	[10.945392]	[106]	[16.412586]	[104]	[62769744]	[62769742]
593_2142	chr11	3051693	3052093	+	1000	51.0	[12.235088, 9.72495]	[123, 145]	[10.59517]	[143]	[3051895, 3051917]	[3051915]
593_2145	chr13	51955266	51955666	+	1000	51.0	[6.9960446]	[141]	[]	[]	[51955506]	[]
593_215	chr16	79972027	79972427	+	1000	208.0	[16.412586]	[108]	[6.767894, 9.636316]	[75, 106]	[79972232]	[79972199, 79972230]
593_2151	chr17	55683484	55683884	+	1000	51.0	[10.772233, 10.772233, 16.412586]	[76, 104, 122]	[13.902448]	[120]	[55683655, 55683683, 55683701]	[55683699]
593_2152	chr18	158784	159184	+	1000	51.0	[11.296419, 6.1846833]	[95, 115]	[]	[]	[158970, 158990]	[]
593_2154	chr19	5953892	5954292	+	1000	51.0	[11.977605]	[137]	[11.977605]	[128]	[5954125]	[5954116]
593_2157	chr2	26018130	26018530	+	1000	51.0	[12.673135, 10.162996]	[103, 118]	[7.067152, 13.902448, 12.32841]	[83, 101, 116]	[26018309, 26018324]	[26018289, 26018307, 26018322]
593_2163	chr22	21703921	21704321	+	1000	51.0	[6.861438]	[90]	[6.1340055, 11.300851]	[88, 97]	[21704095]	[21704093, 21704102]
593_2168	chr3	151933234	151933634	+	1000	51.0	[10.945392]	[88]	[16.412586]	[86]	[151933418]	[151933416]
593_2170	chr4	72791045	72791445	+	1000	51.0	[]	[]	[16.412586]	[92]	[]	[72791217]
593_2173	chr5	72597608	72598008	+	1000	51.0	[]	[]	[12.082088]	[147]	[]	[72597837]
593_2179	chr6	44247349	44247749	+	1000	51.0	[16.412586]	[215]	[9.818272]	[213]	[44247580]	[44247578]
593_2180	chr6	49541096	49541496	+	1000	51.0	[12.146455]	[85]	[13.902448, 7.668964, 6.682951]	[83, 126, 136]	[49541274]	[49541272, 49541315, 49541325]
593_2186	chr9	128322405	128322805	+	1000	51.0	[8.438943]	[125]	[10.791834]	[123]	[128322575]	[128322573]
593_2189	chr9	132270086	132270486	+	1000	51.0	[16.412586, 16.412586]	[147, 188]	[6.6792603, 6.6792603]	[145, 186]	[132270269, 132270310]	[132270267, 132270308]
593_2190	chr1	6600940	6601340	+	1000	50.0	[11.409169]	[211]	[]	[]	[6601190]	[]
593_2193	chr1	209647166	209647566	+	1000	50.0	[]	[]	[11.244649]	[121]	[]	[209647370]
593_2194	chr1	228139887	228140287	+	1000	50.0	[11.300851]	[91]	[]	[]	[228140059]	[]
593_2195	chr1	234700297	234700697	+	1000	50.0	[12.673135]	[158]	[7.904591, 10.030405]	[88, 156]	[234700533]	[234700463, 234700531]
593_2196	chr10	23038152	23038552	+	1000	50.0	[]	[]	[7.078671]	[123]	[]	[23038361]
593_2199	chr12	64796205	64796605	+	1000	50.0	[12.673135]	[55]	[]	[]	[64796357]	[]
593_2205	chr15	98076465	98076865	+	1000	50.0	[]	[]	[7.1189213]	[63]	[]	[98076620]
593_2206	chr16	8967311	8967711	+	1000	50.0	[6.1916084]	[136]	[]	[]	[8967538]	[]
593_2209	chr17	46976609	46977009	+	1000	50.0	[6.970353]	[116]	[12.673135]	[140]	[46976820]	[46976844]
593_2210	chr17	51640311	51640711	+	1000	50.0	[9.636316, 13.45553, 7.23946]	[78, 116, 129]	[16.412586, 7.2059402, 8.790712]	[76, 114, 127]	[51640487, 51640525, 51640538]	[51640485, 51640523, 51640536]
593_2217	chr2	170363236	170363636	+	1000	50.0	[]	[]	[12.235088]	[131]	[]	[170363458]
593_2219	chr21	33947700	33948100	+	1000	50.0	[9.716079]	[127]	[7.2059402, 12.32841]	[125, 171]	[33947897]	[33947895, 33947941]
593_2220	chr21	45592211	45592611	+	1000	50.0	[]	[]	[12.235088]	[142]	[]	[45592431]
593_2224	chr22	22692603	22693003	+	1000	50.0	[10.162996]	[138]	[7.934307]	[136]	[22692802]	[22692800]
593_2227	chr3	4994915	4995315	+	1000	50.0	[13.902448]	[158]	[9.189399]	[156]	[4995149]	[4995147]
593_2229	chr3	120350331	120350731	+	1000	50.0	[10.945392]	[151]	[13.45553]	[149]	[120350553]	[120350551]
593_2230	chr3	143207358	143207758	+	1000	50.0	[9.818272]	[107]	[16.412586]	[105]	[143207564]	[143207562]
593_2232	chr4	171920876	171921276	+	1000	50.0	[7.2059402]	[144]	[13.45553]	[142]	[171921096]	[171921094]
593_224	chr9	5839286	5839686	+	1000	204.0	[16.412586, 9.716079]	[88, 117]	[6.437567, 9.818272, 9.636316]	[67, 86, 115]	[5839474, 5839503]	[5839453, 5839472, 5839501]
593_2245	chr7	137992245	137992645	+	1000	50.0	[]	[]	[16.412586]	[97]	[]	[137992407]
593_2255	chr10	42093262	42093662	+	1000	49.0	[7.5900736]	[143]	[]	[]	[42093505]	[]
593_2259	chr12	31325819	31326219	+	1000	49.0	[6.7076573]	[97]	[]	[]	[31326016]	[]
593_2263	chr12	94172052	94172452	+	1000	49.0	[6.4409976, 13.45553]	[90, 106]	[10.162996, 6.919791]	[104, 119]	[94172237, 94172253]	[94172251, 94172266]
593_2268	chr16	76946846	76947246	+	1000	49.0	[7.0733485, 7.915286]	[148, 171]	[16.412586]	[146]	[76947069, 76947092]	[76947067]
593_2269	chr17	51121779	51122179	+	1000	49.0	[7.4962606]	[95]	[16.412586]	[121]	[51121947]	[51121973]
593_2276	chr2	187547361	187547761	+	1000	49.0	[7.2059402]	[147]	[8.105562, 16.412586]	[110, 145]	[187547601]	[187547564, 187547599]
593_2277	chr2	196718995	196719395	+	1000	49.0	[10.162996]	[138]	[16.412586]	[136]	[196719222]	[196719220]
593_2285	chr3	19931877	19932277	+	1000	49.0	[10.945392, 7.7689347]	[118, 139]	[12.673135]	[116]	[19932078, 19932099]	[19932076]
593_2287	chr3	177359842	177360242	+	1000	49.0	[]	[]	[10.949082]	[111]	[]	[177360048]
593_2291	chr4	105963505	105963905	+	1000	49.0	[16.412586]	[96]	[9.636316]	[94]	[105963701]	[105963699]
593_2292	chr5	8457190	8457590	+	1000	49.0	[16.412586]	[121]	[10.945392]	[119]	[8457385]	[8457383]
593_23	chr7	101100108	101100508	+	1000	576.0	[16.412586, 13.902448]	[78, 123]	[10.945392, 9.716079]	[76, 121]	[101100283, 101100328]	[101100281, 101100326]
593_2300	chr6	51050023	51050423	+	1000	49.0	[10.162996]	[96]	[12.32841]	[94]	[51050211]	[51050209]
593_2306	chr8	61760115	61760515	+	1000	49.0	[]	[]	[12.082088, 12.082088]	[75, 151]	[]	[61760278, 61760354]
593_2307	chr8	143741519	143741919	+	1000	49.0	[16.412586]	[160]	[13.902448]	[158]	[143741727]	[143741725]
593_2317	chr1	183635693	183636093	+	1000	48.0	[6.594735]	[161]	[]	[]	[183635914]	[]
593_2322	chr10	44478002	44478402	+	1000	48.0	[6.7369432]	[145]	[16.412586]	[133]	[44478214]	[44478202]
593_2323	chr10	78972680	78973080	+	1000	48.0	[13.902448]	[106]	[9.716079]	[104]	[78972883]	[78972881]
593_2326	chr11	126839434	126839834	+	1000	48.0	[13.902448]	[105]	[13.45553]	[103]	[126839631]	[126839629]
593_2330	chr13	38628553	38628953	+	1000	48.0	[7.2059402]	[105]	[16.412586]	[103]	[38628748]	[38628746]
593_2335	chr15	88865645	88866045	+	1000	48.0	[9.72495]	[91]	[7.6381135]	[89]	[88865830]	[88865828]
593_2339	chr17	49739618	49740018	+	1000	48.0	[7.904591]	[92]	[]	[]	[49739774]	[]
593_2343	chr19	46991192	46991592	+	1000	48.0	[12.235088]	[104]	[8.085031]	[102]	[46991394]	[46991392]
593_2346	chr2	177738577	177738977	+	1000	48.0	[7.078671]	[141]	[]	[]	[177738798]	[]
593_2347	chr20	35901957	35902357	+	1000	48.0	[10.945392]	[122]	[11.6737585, 7.934307]	[120, 130]	[35902164]	[35902162, 35902172]
593_2356	chr3	177810044	177810444	+	1000	48.0	[16.412586]	[115]	[10.945392]	[113]	[177810254]	[177810252]
593_2363	chr6	56954596	56954996	+	1000	48.0	[16.412586, 6.241232]	[115, 141]	[7.2059402]	[113]	[56954799, 56954825]	[56954797]
593_2364	chr6	67493706	67494106	+	1000	48.0	[13.902448]	[72]	[16.412586, 7.078671]	[70, 95]	[67493876]	[67493874, 67493899]
593_2366	chr6	125203378	125203778	+	1000	48.0	[12.235088]	[150]	[]	[]	[125203624]	[]
593_2368	chr7	4738725	4739125	+	1000	48.0	[]	[]	[16.412586]	[100]	[]	[4738919]
593_2372	chr8	41604256	41604656	+	1000	48.0	[6.255612]	[64]	[16.412586]	[88]	[41604409]	[41604433]
