#PeakID(python identify_motif.py ./ENCODE_processed_files/TCF12_idr.fa TCF12 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
368_11969	chr14	75605386	75605786	+	947	64.0	[]	[]	[8.182954]	[167]	[]	[75605621]
368_11979	chr2	130370396	130370796	+	982	64.0	[8.891774]	[150]	[8.891774]	[149]	[130370606]	[130370605]
368_11981	chr22	17638158	17638558	+	809	64.0	[8.001244, 7.549868]	[90, 148]	[]	[]	[17638342, 17638400]	[]
368_1199	chr5	76849912	76850312	+	1000	425.0	[8.001244]	[127]	[7.549868]	[141]	[76850131]	[76850145]
368_11993	chr6	35497898	35498298	+	943	64.0	[8.069409]	[265]	[9.473919]	[187]	[35498147]	[35498069]
368_12007	chr9	111959342	111959742	+	850	64.0	[]	[]	[8.779576]	[53]	[]	[111959494]
368_12011	chr1	36386487	36386887	+	895	63.5	[7.7957826]	[238]	[]	[]	[36386733]	[]
368_12012	chr1	48530714	48531114	+	806	63.5	[8.228404]	[113]	[7.7957826, 8.320784]	[103, 125]	[48530920]	[48530910, 48530932]
368_12026	chr11	118605450	118605850	+	972	63.5	[8.891774]	[96]	[]	[]	[118605629]	[]
368_12027	chr12	111410044	111410444	+	975	63.5	[]	[]	[8.182954]	[120]	[]	[111410207]
368_12030	chr15	64507365	64507765	+	954	63.5	[7.549868]	[93]	[8.090539]	[158]	[64507533]	[64507598]
368_12031	chr15	67399861	67400261	+	627	63.5	[]	[]	[8.891774]	[195]	[]	[67400090]
368_12039	chr2	216211012	216211412	+	920	63.5	[8.320784]	[107]	[]	[]	[216211215]	[]
368_12042	chr22	22037575	22037975	+	970	63.5	[8.228404]	[172]	[]	[]	[22037793]	[]
368_12061	chr8	6570364	6570764	+	819	63.5	[]	[]	[8.069409, 8.891774]	[61, 126]	[]	[6570518, 6570583]
368_12072	chr1	206941734	206942134	+	614	63.0	[8.228404]	[148]	[8.069409]	[100]	[206941979]	[206941931]
368_12076	chr10	63269100	63269500	+	913	63.0	[]	[]	[8.779576]	[129]	[]	[63269293]
368_12078	chr10	79158661	79159061	+	899	63.0	[]	[]	[8.069409]	[138]	[]	[79158892]
368_12083	chr12	53808992	53809392	+	945	63.0	[8.090539]	[122]	[]	[]	[53809191]	[]
368_12091	chr19	4455176	4455576	+	858	63.0	[8.228404]	[85]	[]	[]	[4455344]	[]
368_12098	chr21	45255271	45255671	+	951	63.0	[8.891774, 8.069409]	[138, 183]	[8.891774, 8.779576]	[137, 213]	[45255436, 45255481]	[45255435, 45255511]
368_12142	chr14	77342711	77343111	+	622	62.5	[8.069409]	[133]	[]	[]	[77342917]	[]
368_12161	chr2	54957400	54957800	+	892	62.5	[12.567606, 8.320784]	[98, 142]	[]	[]	[54957591, 54957635]	[]
368_12166	chr21	34159498	34159898	+	940	62.5	[8.891774]	[87]	[]	[]	[34159649]	[]
368_12171	chr3	10292656	10293056	+	798	62.5	[8.891774, 7.7957826]	[179, 208]	[]	[]	[10292868, 10292897]	[]
368_12195	chr1	211675587	211675987	+	958	62.0	[]	[]	[8.891774]	[134]	[]	[211675818]
368_12201	chr11	3903514	3903914	+	752	62.0	[8.069409]	[93]	[]	[]	[3903706]	[]
368_12206	chr12	6341277	6341677	+	833	62.0	[8.069409]	[115]	[]	[]	[6341474]	[]
368_12213	chr14	23006070	23006470	+	865	62.0	[8.779576]	[100]	[]	[]	[23006230]	[]
368_12225	chr18	30432362	30432762	+	824	62.0	[8.779576]	[68]	[]	[]	[30432530]	[]
368_12236	chr2	96819208	96819608	+	859	62.0	[7.549868]	[105]	[]	[]	[96819413]	[]
368_1224	chr15	91478577	91478977	+	1000	421.0	[8.228404]	[97]	[]	[]	[91478765]	[]
368_12247	chr3	34033812	34034212	+	960	62.0	[]	[]	[8.320784]	[148]	[]	[34034054]
368_12258	chr5	170154861	170155261	+	555	62.0	[8.001244, 12.567606, 12.567606]	[97, 138, 164]	[]	[]	[170155032, 170155073, 170155099]	[]
368_12267	chr6	159726757	159727157	+	595	62.0	[8.320784]	[100]	[]	[]	[159726916]	[]
368_12269	chr8	22667605	22668005	+	954	62.0	[]	[]	[8.779576]	[160]	[]	[22667813]
368_12279	chrX	149516594	149516994	+	944	62.0	[]	[]	[8.069409]	[117]	[]	[149516784]
368_12283	chr1	111743731	111744131	+	711	61.5	[8.090539]	[116]	[]	[]	[111743920]	[]
368_12284	chr1	121362237	121362637	+	912	61.5	[8.001244]	[118]	[]	[]	[121362452]	[]
368_12289	chr1	208185794	208186194	+	917	61.5	[]	[]	[8.779576]	[208]	[]	[208186026]
368_12305	chr14	99606308	99606708	+	585	61.5	[7.7957826]	[194]	[]	[]	[99606477]	[]
368_12328	chr21	28992604	28993004	+	905	61.5	[]	[]	[8.891774]	[290]	[]	[28992816]
368_12329	chr21	33308921	33309321	+	901	61.5	[]	[]	[8.891774]	[136]	[]	[33309146]
368_12337	chr3	115239763	115240163	+	643	61.5	[]	[]	[12.567606]	[138]	[]	[115239979]
368_12357	chrX	48911860	48912260	+	746	61.5	[]	[]	[8.320784]	[179]	[]	[48912056]
368_12361	chr1	58893221	58893621	+	789	61.0	[]	[]	[8.182954]	[134]	[]	[58893408]
368_12376	chr15	95410730	95411130	+	669	61.0	[]	[]	[7.7957826]	[129]	[]	[95410935]
368_1238	chr19	38152987	38153387	+	1000	419.0	[]	[]	[12.567606, 8.891774]	[95, 137]	[]	[38153177, 38153219]
368_12388	chr2	58757961	58758361	+	956	61.0	[]	[]	[8.001244]	[77]	[]	[58758121]
368_12393	chr22	19144467	19144867	+	877	61.0	[]	[]	[9.473919, 9.473919]	[140, 184]	[]	[19144669, 19144713]
368_12405	chr5	149708856	149709256	+	852	61.0	[8.069409]	[148]	[]	[]	[149709099]	[]
368_12409	chr6	30914814	30915214	+	934	61.0	[9.473919]	[83]	[9.473919, 8.228404]	[97, 122]	[30914984]	[30914998, 30915023]
368_12415	chr7	101100099	101100499	+	946	61.0	[]	[]	[8.891774]	[213]	[]	[101100335]
368_12424	chr1	37989850	37990250	+	903	60.5	[8.069409]	[69]	[]	[]	[37990018]	[]
368_12443	chr13	91346779	91347179	+	742	60.5	[]	[]	[8.891774, 8.891774]	[167, 200]	[]	[91346994, 91347027]
368_12453	chr17	63550050	63550450	+	861	60.5	[9.473919]	[132]	[]	[]	[63550261]	[]
368_12479	chr6	31729430	31729830	+	922	60.5	[]	[]	[8.228404, 8.228404]	[232, 268]	[]	[31729616, 31729652]
368_12489	chr8	29175607	29176007	+	876	60.5	[]	[]	[8.069409]	[92]	[]	[29175780]
368_12493	chr8	142681374	142681774	+	951	60.5	[8.779576, 12.567606, 8.001244]	[101, 123, 175]	[]	[]	[142681531, 142681553, 142681605]	[]
368_12522	chr14	100696576	100696976	+	935	60.0	[]	[]	[8.891774]	[129]	[]	[100696777]
368_12526	chr16	57846433	57846833	+	834	60.0	[8.228404]	[155]	[8.891774]	[160]	[57846669]	[57846674]
368_12529	chr17	76385326	76385726	+	943	60.0	[8.069409]	[69]	[8.069409]	[158]	[76385481]	[76385570]
368_12535	chr19	19063559	19063959	+	743	60.0	[9.473919]	[235]	[]	[]	[19063767]	[]
368_12547	chr3	9396475	9396875	+	887	60.0	[]	[]	[8.228404]	[272]	[]	[9396689]
368_1256	chr21	35106232	35106632	+	1000	416.5	[8.805163]	[131]	[8.805163]	[130]	[35106429]	[35106428]
368_12584	chr1	149888712	149889112	+	923	59.5	[7.7957826]	[178]	[]	[]	[149888957]	[]
368_12590	chr10	80537223	80537623	+	880	59.5	[8.001244]	[93]	[]	[]	[80537392]	[]
368_12595	chr11	61149832	61150232	+	939	59.5	[12.567606]	[216]	[]	[]	[61150079]	[]
368_12612	chr18	812908	813308	+	917	59.5	[8.069409]	[211]	[]	[]	[813157]	[]
368_12618	chr2	10810773	10811173	+	813	59.5	[8.001244]	[203]	[8.001244]	[117]	[10811022]	[10810936]
368_12625	chr3	4868253	4868653	+	937	59.5	[8.182954, 9.473919]	[314, 344]	[]	[]	[4868457, 4868487]	[]
368_12631	chr5	138435917	138436317	+	933	59.5	[]	[]	[8.805163]	[184]	[]	[138436149]
368_12634	chr6	33909698	33910098	+	760	59.5	[8.182954]	[153]	[8.891774]	[98]	[33909932]	[33909877]
368_12636	chr6	143806276	143806676	+	921	59.5	[7.549868]	[138]	[]	[]	[143806482]	[]
368_12640	chr8	57931054	57931454	+	937	59.5	[8.891774]	[202]	[8.090539, 8.891774]	[125, 201]	[57931299]	[57931222, 57931298]
368_1265	chr20	57410057	57410457	+	1000	415.5	[]	[]	[7.7957826]	[148]	[]	[57410296]
368_12661	chr11	10454769	10455169	+	884	59.0	[]	[]	[8.779576]	[81]	[]	[10454937]
368_12663	chr11	68099502	68099902	+	628	59.0	[8.228404]	[113]	[]	[]	[68099676]	[]
368_12664	chr11	94732081	94732481	+	852	59.0	[8.001244]	[173]	[]	[]	[94732306]	[]
368_12676	chr15	45338402	45338802	+	750	59.0	[]	[]	[7.7957826]	[214]	[]	[45338637]
368_12679	chr15	95957835	95958235	+	925	59.0	[]	[]	[8.891774]	[145]	[]	[95958057]
368_12689	chr19	18438637	18439037	+	772	59.0	[]	[]	[8.228404]	[98]	[]	[18438797]
368_1271	chr5	151100171	151100571	+	1000	415.0	[7.549868]	[132]	[]	[]	[151100359]	[]
368_12718	chr6	31664394	31664794	+	866	59.0	[7.549868]	[118]	[]	[]	[31664575]	[]
368_12719	chr6	35343355	35343755	+	818	59.0	[7.549868]	[133]	[8.182954]	[166]	[35343508]	[35343541]
368_12723	chr6	169916243	169916643	+	607	59.0	[]	[]	[8.069409]	[99]	[]	[169916408]
368_12726	chr7	50792305	50792705	+	876	59.0	[8.090539]	[95]	[9.473919]	[119]	[50792458]	[50792482]
368_12739	chr1	45583677	45584077	+	822	58.5	[]	[]	[8.069409, 8.182954]	[128, 131]	[]	[45583892, 45583895]
368_12742	chr1	227888922	227889322	+	884	58.5	[7.7957826]	[206]	[]	[]	[227889159]	[]
368_12749	chr12	1500233	1500633	+	759	58.5	[]	[]	[8.228404]	[183]	[]	[1500466]
368_12756	chr13	41060195	41060595	+	906	58.5	[8.182954]	[295]	[]	[]	[41060415]	[]
368_12760	chr17	2192437	2192837	+	876	58.5	[8.182954, 8.320784]	[86, 103]	[]	[]	[2192609, 2192626]	[]
368_12787	chr5	10724697	10725097	+	881	58.5	[]	[]	[8.891774]	[200]	[]	[10724937]
368_12788	chr5	119361767	119362167	+	865	58.5	[8.182954]	[122]	[]	[]	[119361942]	[]
368_12800	chr9	120876008	120876408	+	856	58.5	[]	[]	[8.228404]	[146]	[]	[120876247]
368_12807	chr1	149906662	149907062	+	772	58.0	[]	[]	[8.001244]	[143]	[]	[149906892]
368_12819	chr15	97978796	97979196	+	894	58.0	[8.891774]	[136]	[8.891774]	[135]	[97979014]	[97979013]
368_12820	chr15	100234884	100235284	+	642	58.0	[8.069409]	[109]	[]	[]	[100235077]	[]
368_12831	chr2	9313371	9313771	+	795	58.0	[8.891774, 8.805163]	[102, 153]	[8.805163]	[152]	[9313565, 9313616]	[9313615]
368_12847	chr4	26992884	26993284	+	735	58.0	[8.891774]	[151]	[]	[]	[26993129]	[]
368_12851	chr5	139197815	139198215	+	910	58.0	[8.069409]	[169]	[8.779576]	[125]	[139198033]	[139197989]
368_12859	chr7	7799192	7799592	+	879	58.0	[]	[]	[8.001244]	[83]	[]	[7799375]
368_12861	chr7	55120724	55121124	+	910	58.0	[]	[]	[8.320784]	[85]	[]	[55120902]
368_12862	chr7	74633572	74633972	+	858	58.0	[]	[]	[12.567606]	[186]	[]	[74633764]
368_12863	chr7	108236989	108237389	+	722	58.0	[8.779576]	[101]	[]	[]	[108237156]	[]
368_12868	chr8	41508377	41508777	+	817	58.0	[8.891774]	[119]	[8.891774]	[118]	[41508570]	[41508569]
368_12872	chr9	83623725	83624125	+	601	58.0	[8.891774]	[112]	[]	[]	[83623914]	[]
368_12879	chr1	24744750	24745150	+	896	57.5	[8.320784]	[271]	[]	[]	[24744986]	[]
368_12906	chr16	27470790	27471190	+	822	57.5	[8.527855]	[158]	[]	[]	[27471001]	[]
368_12932	chr4	74483280	74483680	+	876	57.5	[]	[]	[8.320784]	[84]	[]	[74483451]
368_12944	chr7	51233379	51233779	+	891	57.5	[9.473919]	[118]	[]	[]	[51233567]	[]
368_12947	chr8	72135381	72135781	+	895	57.5	[8.069409]	[113]	[]	[]	[72135539]	[]
368_12949	chr9	131045517	131045917	+	890	57.5	[]	[]	[12.567606]	[234]	[]	[131045711]
368_12950	chrUn_GL000219v1	99642	100042	+	684	57.5	[]	[]	[8.494345]	[120]	[]	[99802]
368_12956	chr1	181112562	181112962	+	631	57.0	[8.069409]	[214]	[8.069409]	[128]	[181112803]	[181112717]
368_12961	chr12	51070029	51070429	+	722	57.0	[8.320784]	[164]	[]	[]	[51070274]	[]
368_12971	chr15	94845163	94845563	+	848	57.0	[8.090539]	[97]	[]	[]	[94845315]	[]
368_12979	chr18	36468177	36468577	+	890	57.0	[]	[]	[8.182954]	[145]	[]	[36468398]
368_1298	chr16	25216772	25217172	+	1000	411.5	[]	[]	[7.549868, 12.567606]	[79, 117]	[]	[25216948, 25216986]
368_12997	chr4	173120993	173121393	+	816	57.0	[8.891774]	[132]	[8.320784, 8.891774]	[81, 131]	[173121220]	[173121169, 173121219]
368_13	chr10	46001238	46001638	+	1000	844.5	[]	[]	[7.549868]	[119]	[]	[46001448]
368_13006	chr6	157107801	157108201	+	813	57.0	[8.001244]	[118]	[]	[]	[157107988]	[]
368_13010	chr7	44848192	44848592	+	892	57.0	[]	[]	[9.473919]	[182]	[]	[44848426]
368_13023	chrX	9462973	9463373	+	746	57.0	[7.7957826]	[132]	[9.473919]	[137]	[9463200]	[9463205]
368_13026	chr1	10211928	10212328	+	882	56.5	[]	[]	[8.891774]	[145]	[]	[10212099]
368_13048	chr13	29402307	29402707	+	877	56.5	[]	[]	[8.228404]	[214]	[]	[29402557]
368_13053	chr17	2812132	2812532	+	716	56.5	[8.069409]	[169]	[]	[]	[2812378]	[]
368_13056	chr17	59388006	59388406	+	624	56.5	[8.001244]	[83]	[]	[]	[59388179]	[]
368_13092	chr6	137926101	137926501	+	829	56.5	[7.549868]	[181]	[]	[]	[137926327]	[]
368_13101	chr8	27036209	27036609	+	673	56.5	[8.891774]	[134]	[]	[]	[27036418]	[]
368_13102	chr8	58030553	58030953	+	873	56.5	[8.069409]	[110]	[8.001244]	[167]	[58030714]	[58030771]
368_13111	chr1	46583126	46583526	+	876	56.0	[8.001244]	[295]	[]	[]	[46583294]	[]
368_13130	chr12	117005352	117005752	+	820	56.0	[7.549868]	[106]	[]	[]	[117005522]	[]
368_13132	chr13	28410003	28410403	+	602	56.0	[8.069409]	[140]	[]	[]	[28410187]	[]
368_13157	chr4	27084596	27084996	+	871	56.0	[8.968127]	[65]	[8.069409]	[111]	[27084753]	[27084799]
368_13162	chr5	124659240	124659640	+	656	56.0	[]	[]	[8.069409]	[128]	[]	[124659445]
368_13187	chr1	210558284	210558684	+	702	55.5	[9.473919]	[82]	[8.001244]	[70]	[210558456]	[210558444]
368_13198	chr12	89574919	89575319	+	757	55.5	[8.182954, 8.069409]	[110, 155]	[]	[]	[89575078, 89575123]	[]
368_13201	chr12	113220982	113221382	+	675	55.5	[8.182954]	[91]	[]	[]	[113221145]	[]
368_13205	chr16	579068	579468	+	561	55.5	[]	[]	[8.891774]	[144]	[]	[579286]
368_13212	chr19	35702273	35702673	+	775	55.5	[9.473919]	[152]	[]	[]	[35702492]	[]
368_13227	chr22	40436613	40437013	+	863	55.5	[8.069409]	[108]	[]	[]	[40436769]	[]
368_13255	chr8	42484578	42484978	+	870	55.5	[8.320784]	[155]	[]	[]	[42484800]	[]
368_13262	chr1	21324609	21325009	+	631	55.0	[]	[]	[8.182954]	[156]	[]	[21324761]
368_13266	chr1	51966449	51966849	+	569	55.0	[]	[]	[8.891774]	[109]	[]	[51966649]
368_13269	chr1	111639877	111640277	+	855	55.0	[8.891774]	[169]	[]	[]	[111640053]	[]
368_13272	chr1	159289012	159289412	+	669	55.0	[8.069409]	[61]	[]	[]	[159289166]	[]
368_13274	chr1	242924599	242924999	+	628	55.0	[8.182954]	[174]	[]	[]	[242924807]	[]
368_13279	chr11	64204516	64204916	+	710	55.0	[]	[]	[8.891774]	[146]	[]	[64204726]
368_13287	chr14	69637578	69637978	+	864	55.0	[8.805163, 8.891774, 8.001244]	[63, 88, 107]	[8.805163, 8.968127]	[62, 125]	[69637738, 69637763, 69637782]	[69637737, 69637800]
368_13293	chr17	46976640	46977040	+	847	55.0	[8.527855]	[120]	[]	[]	[46976812]	[]
368_1331	chr20	49790277	49790677	+	1000	406.0	[12.567606, 8.001244]	[100, 144]	[]	[]	[49790453, 49790497]	[]
368_13319	chr22	19953683	19954083	+	803	55.0	[7.549868]	[153]	[8.228404, 12.567606]	[158, 173]	[19953853]	[19953858, 19953873]
368_13320	chr22	20862366	20862766	+	860	55.0	[]	[]	[8.069409]	[243]	[]	[20862551]
368_13349	chr9	93587915	93588315	+	577	55.0	[]	[]	[8.891774]	[113]	[]	[93588127]
368_13362	chr1	108830449	108830849	+	821	54.5	[8.069409]	[131]	[]	[]	[108830648]	[]
368_13395	chr17	47208968	47209368	+	698	54.5	[]	[]	[7.7957826]	[222]	[]	[47209189]
368_1341	chr9	128845732	128846132	+	1000	405.5	[]	[]	[8.069409]	[144]	[]	[128845936]
368_13412	chr2	226981695	226982095	+	732	54.5	[8.069409]	[58]	[]	[]	[226981846]	[]
368_13417	chr22	19806656	19807056	+	718	54.5	[8.320784]	[234]	[]	[]	[19806883]	[]
368_13418	chr22	23971084	23971484	+	761	54.5	[7.7957826]	[154]	[]	[]	[23971304]	[]
368_13427	chr5	126732654	126733054	+	776	54.5	[]	[]	[8.527855, 7.7957826]	[117, 139]	[]	[126732829, 126732851]
368_13432	chr6	10250823	10251223	+	834	54.5	[8.494345]	[116]	[8.182954]	[180]	[10250983]	[10251047]
368_13433	chr6	13046059	13046459	+	737	54.5	[8.779576]	[224]	[8.891774]	[239]	[13046226]	[13046241]
368_13441	chr7	135845419	135845819	+	660	54.5	[12.567606]	[108]	[]	[]	[135845621]	[]
368_13446	chr9	37362373	37362773	+	660	54.5	[12.567606]	[138]	[8.228404]	[143]	[37362592]	[37362597]
368_13456	chr1	1398076	1398476	+	850	54.0	[]	[]	[8.320784]	[146]	[]	[1398315]
368_13464	chr1	55192098	55192498	+	754	54.0	[12.567606]	[98]	[]	[]	[55192287]	[]
368_13465	chr1	89904168	89904568	+	680	54.0	[8.891774]	[204]	[]	[]	[89904383]	[]
368_13471	chr1	234976483	234976883	+	654	54.0	[]	[]	[7.7957826]	[114]	[]	[234976679]
368_13474	chr10	30584072	30584472	+	852	54.0	[]	[]	[8.891774]	[145]	[]	[30584307]
368_13484	chr12	54294519	54294919	+	853	54.0	[]	[]	[8.069409]	[137]	[]	[54294682]
368_1349	chr4	153528657	153529057	+	1000	403.5	[8.001244]	[100]	[]	[]	[153528855]	[]
368_13494	chr16	88499847	88500247	+	593	54.0	[]	[]	[9.473919]	[128]	[]	[88500070]
368_13498	chr18	2982774	2983174	+	807	54.0	[]	[]	[8.228404]	[132]	[]	[2982990]
368_13513	chr22	19432253	19432653	+	834	54.0	[]	[]	[8.228404]	[183]	[]	[19432494]
368_13521	chr6	2246166	2246566	+	752	54.0	[8.891774]	[98]	[8.891774, 8.182954, 12.567606]	[97, 126, 152]	[2246353]	[2246352, 2246381, 2246407]
368_13553	chr1	109881795	109882195	+	842	53.5	[8.891774]	[245]	[8.182954]	[165]	[109882044]	[109881964]
368_13555	chr1	116595946	116596346	+	768	53.5	[]	[]	[12.567606]	[111]	[]	[116596128]
368_13561	chr10	104260630	104261030	+	827	53.5	[8.001244]	[127]	[]	[]	[104260841]	[]
368_13565	chr11	93583459	93583859	+	596	53.5	[8.001244]	[131]	[]	[]	[93583643]	[]
368_13566	chr11	124096374	124096774	+	653	53.5	[8.090539]	[107]	[]	[]	[124096547]	[]
368_13572	chr14	76768356	76768756	+	840	53.5	[]	[]	[8.182954]	[75]	[]	[76768526]
368_1358	chr9	122254248	122254648	+	1000	402.5	[8.001244]	[131]	[]	[]	[122254464]	[]
368_13580	chr17	57868087	57868487	+	641	53.5	[]	[]	[8.320784]	[181]	[]	[57868305]
368_13583	chr19	18091130	18091530	+	799	53.5	[8.891774]	[132]	[8.968127]	[205]	[18091297]	[18091370]
368_13590	chr21	33324519	33324919	+	802	53.5	[]	[]	[8.069409]	[250]	[]	[33324756]
368_13597	chr4	72567856	72568256	+	754	53.5	[9.473919]	[243]	[]	[]	[72568074]	[]
368_13604	chr6	17725082	17725482	+	699	53.5	[]	[]	[8.891774, 8.069409]	[162, 186]	[]	[17725280, 17725304]
368_13607	chr6	34244385	34244785	+	722	53.5	[8.069409]	[280]	[8.090539]	[341]	[34244564]	[34244625]
368_13625	chr8	109058860	109059260	+	680	53.5	[]	[]	[8.891774]	[137]	[]	[109059081]
368_13630	chr9	128494419	128494819	+	720	53.5	[7.549868]	[189]	[]	[]	[128494654]	[]
368_13633	chr9	133133677	133134077	+	807	53.5	[]	[]	[8.891774]	[112]	[]	[133133888]
368_13636	chr1	23562297	23562697	+	680	53.0	[8.494345]	[193]	[]	[]	[23562526]	[]
368_13647	chr11	9575110	9575510	+	630	53.0	[]	[]	[8.001244]	[161]	[]	[9575273]
368_13661	chr17	50151989	50152389	+	755	53.0	[8.891774]	[108]	[]	[]	[50152162]	[]
368_13669	chr20	64042430	64042830	+	773	53.0	[]	[]	[8.320784, 7.549868]	[141, 149]	[]	[64042624, 64042632]
368_1369	chr2	157261331	157261731	+	1000	401.0	[]	[]	[8.090539]	[83]	[]	[157261503]
368_13698	chr8	17362713	17363113	+	822	53.0	[8.001244]	[128]	[]	[]	[17362888]	[]
368_13724	chr10	125799408	125799808	+	779	52.5	[8.891774]	[158]	[8.891774]	[157]	[125799647]	[125799646]
368_1374	chr2	238422263	238422663	+	1000	400.5	[8.891774, 8.891774]	[93, 149]	[8.891774]	[92]	[238422453, 238422509]	[238422452]
368_13758	chr2	86563307	86563707	+	749	52.5	[9.473919]	[140]	[]	[]	[86563504]	[]
368_13765	chr20	35305682	35306082	+	766	52.5	[]	[]	[8.891774, 8.891774]	[150, 200]	[]	[35305873, 35305923]
368_13769	chr22	20084827	20085227	+	729	52.5	[]	[]	[7.549868]	[177]	[]	[20085033]
368_13771	chr22	23715149	23715549	+	750	52.5	[8.320784]	[181]	[]	[]	[23715367]	[]
368_13777	chr3	124812839	124813239	+	829	52.5	[]	[]	[12.567606]	[227]	[]	[124813063]
368_13783	chr6	16090935	16091335	+	819	52.5	[]	[]	[12.567606]	[137]	[]	[16091142]
368_13794	chr7	43540468	43540868	+	819	52.5	[12.567606]	[153]	[]	[]	[43540718]	[]
368_13795	chr7	158422762	158423162	+	703	52.5	[8.069409]	[90]	[]	[]	[158422937]	[]
368_13798	chr8	96327874	96328274	+	783	52.5	[8.779576, 8.891774]	[93, 140]	[8.891774]	[139]	[96328058, 96328105]	[96328104]
368_1380	chr1	14840353	14840753	+	1000	399.5	[]	[]	[12.567606]	[118]	[]	[14840554]
368_13801	chr8	141401569	141401969	+	808	52.5	[]	[]	[12.567606, 8.805163]	[124, 154]	[]	[141401772, 141401802]
368_13807	chr1	28736353	28736753	+	823	52.0	[]	[]	[8.891774]	[126]	[]	[28736524]
368_13809	chr1	147334261	147334661	+	746	52.0	[]	[]	[8.891774]	[64]	[]	[147334424]
368_13813	chr1	201731669	201732069	+	809	52.0	[8.891774]	[228]	[]	[]	[201731920]	[]
368_13815	chr10	5496379	5496779	+	792	52.0	[8.182954, 8.968127]	[77, 99]	[]	[]	[5496548, 5496570]	[]
368_13821	chr11	68677404	68677804	+	812	52.0	[8.527855]	[179]	[8.891774, 9.473919]	[152, 210]	[68677614]	[68677587, 68677645]
368_13830	chr13	46181781	46182181	+	744	52.0	[]	[]	[8.001244]	[216]	[]	[46181949]
368_13837	chr15	41230888	41231288	+	619	52.0	[8.891774]	[205]	[8.494345, 8.891774]	[197, 204]	[41231081]	[41231073, 41231080]
368_13838	chr15	62928500	62928900	+	724	52.0	[]	[]	[8.891774]	[145]	[]	[62928722]
368_13841	chr16	54927036	54927436	+	642	52.0	[8.779576]	[205]	[]	[]	[54927283]	[]
368_13846	chr17	46194615	46195015	+	790	52.0	[12.567606]	[166]	[]	[]	[46194862]	[]
368_13854	chr2	134154211	134154611	+	817	52.0	[]	[]	[7.549868]	[134]	[]	[134154431]
368_13859	chr21	33947537	33947937	+	788	52.0	[8.805163]	[199]	[8.320784]	[129]	[33947768]	[33947698]
368_13869	chr3	21783853	21784253	+	646	52.0	[8.805163]	[137]	[]	[]	[21784072]	[]
368_13887	chr7	130909196	130909596	+	812	52.0	[8.779576]	[149]	[]	[]	[130909435]	[]
368_13898	chr1	31644529	31644929	+	736	51.5	[]	[]	[8.228404]	[195]	[]	[31644773]
368_13935	chr17	75845172	75845572	+	782	51.5	[]	[]	[8.228404]	[193]	[]	[75845396]
368_13937	chr18	57095896	57096296	+	805	51.5	[]	[]	[8.228404]	[136]	[]	[57096128]
368_13941	chr19	57350845	57351245	+	772	51.5	[]	[]	[8.891774]	[99]	[]	[57351020]
368_13945	chr2	190881791	190882191	+	801	51.5	[]	[]	[8.805163]	[163]	[]	[190882039]
368_13952	chr3	141308630	141309030	+	787	51.5	[8.779576]	[135]	[]	[]	[141308841]	[]
368_13956	chr5	154647231	154647631	+	679	51.5	[8.968127]	[69]	[]	[]	[154647382]	[]
368_13985	chr1	35769955	35770355	+	650	51.0	[8.891774]	[86]	[8.891774, 8.182954]	[85, 116]	[35770129]	[35770128, 35770159]
368_13988	chr1	117059998	117060398	+	772	51.0	[]	[]	[8.182954]	[140]	[]	[117060156]
368_13996	chr10	74854997	74855397	+	788	51.0	[]	[]	[8.182954]	[141]	[]	[74855225]
368_13999	chr10	109898655	109899055	+	778	51.0	[8.090539]	[87]	[]	[]	[109898840]	[]
368_140	chr2	126674005	126674405	+	1000	704.5	[8.891774]	[135]	[8.228404]	[140]	[126674232]	[126674237]
368_1400	chr15	82849510	82849910	+	1000	398.0	[]	[]	[7.549868]	[161]	[]	[82849759]
368_14019	chr18	8141172	8141572	+	756	51.0	[7.549868]	[152]	[]	[]	[8141388]	[]
368_14021	chr18	32018299	32018699	+	622	51.0	[]	[]	[8.891774]	[115]	[]	[32018501]
368_1404	chr1	6429648	6430048	+	1000	397.5	[]	[]	[8.320784, 7.7957826]	[73, 96]	[]	[6429819, 6429842]
368_14047	chr3	157718857	157719257	+	589	51.0	[]	[]	[8.891774]	[176]	[]	[157719033]
368_14048	chr4	10386003	10386403	+	768	51.0	[]	[]	[8.527855]	[133]	[]	[10386232]
368_1407	chr5	10702914	10703314	+	1000	397.5	[8.001244]	[72]	[]	[]	[10703068]	[]
368_14079	chr1	243421762	243422162	+	684	50.5	[8.320784]	[158]	[]	[]	[243421982]	[]
368_14080	chr10	15483741	15484141	+	773	50.5	[7.7957826]	[133]	[]	[]	[15483912]	[]
368_14089	chr12	103957068	103957468	+	763	50.5	[]	[]	[8.805163, 8.182954]	[119, 133]	[]	[103957266, 103957280]
368_141	chr3	179375090	179375490	+	1000	704.5	[]	[]	[8.891774]	[139]	[]	[179375325]
368_14100	chr17	41066151	41066551	+	607	50.5	[8.001244]	[158]	[]	[]	[41066361]	[]
368_14113	chr22	19854688	19855088	+	739	50.5	[9.473919]	[106]	[]	[]	[19854840]	[]
