#PeakID(python identify_motif.py ./ENCODE_processed_files/TFDP1_idr.fa TFDP1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
964_13799	chr1	235090666	235091066	+	1000	53.0	[8.8998375]	[119]	[]	[]	[235090847]	[]
964_138	chr7	73522029	73522429	+	1000	459.0	[9.4829645]	[130]	[]	[]	[73522249]	[]
964_1380	chr19	4374502	4374902	+	1000	182.0	[]	[]	[8.09991]	[83]	[]	[4374678]
964_1382	chr19	48963733	48964133	+	1000	182.0	[]	[]	[8.8998375, 12.889068]	[91, 107]	[]	[48963906, 48963922]
964_13823	chr11	59668315	59668715	+	1000	53.0	[12.889068]	[171]	[8.519867]	[193]	[59668498]	[59668520]
964_1383	chr2	3558498	3558898	+	1000	182.0	[12.889068, 7.5846877]	[79, 119]	[]	[]	[3558666, 3558706]	[]
964_13835	chr12	49296909	49297309	+	1000	53.0	[9.758087]	[98]	[]	[]	[49297083]	[]
964_13852	chr13	106535620	106536020	+	1000	53.0	[9.4829645]	[186]	[9.4829645]	[174]	[106535856]	[106535844]
964_13853	chr14	54441011	54441411	+	1000	53.0	[]	[]	[7.6702986]	[119]	[]	[54441207]
964_13857	chr14	73490908	73491308	+	1000	53.0	[]	[]	[8.417865]	[191]	[]	[73491158]
964_13859	chr15	22757564	22757964	+	1000	53.0	[9.4829645]	[180]	[]	[]	[22757756]	[]
964_13865	chr15	74433984	74434384	+	1000	53.0	[]	[]	[8.8998375]	[143]	[]	[74434216]
964_13871	chr16	588837	589237	+	1000	53.0	[8.519867]	[156]	[]	[]	[589048]	[]
964_13889	chr17	1684651	1685051	+	1000	53.0	[8.519867]	[126]	[8.8998375]	[76]	[1684859]	[1684809]
964_13890	chr17	2041930	2042330	+	1000	53.0	[]	[]	[8.169096]	[68]	[]	[2042090]
964_13891	chr17	7035638	7036038	+	1000	53.0	[]	[]	[8.8998375]	[139]	[]	[7035815]
964_139	chr10	60778172	60778572	+	1000	456.0	[8.519867]	[121]	[8.653531]	[105]	[60778367]	[60778351]
964_1390	chr5	173283715	173284115	+	1000	182.0	[8.653531]	[111]	[]	[]	[173283907]	[]
964_13901	chr17	43024599	43024999	+	1000	53.0	[9.4829645]	[189]	[9.4829645]	[236]	[43024796]	[43024843]
964_13902	chr17	43900444	43900844	+	1000	53.0	[9.4829645]	[125]	[]	[]	[43900641]	[]
964_13903	chr17	46795365	46795765	+	1000	53.0	[]	[]	[8.519867]	[192]	[]	[46795613]
964_1391	chr5	179623784	179624184	+	1000	182.0	[]	[]	[7.6622133]	[106]	[]	[179623975]
964_13917	chr18	49561818	49562218	+	1000	53.0	[8.09991]	[153]	[]	[]	[49561972]	[]
964_13927	chr19	36687285	36687685	+	1000	53.0	[8.501586, 8.169096]	[116, 135]	[]	[]	[36687488, 36687507]	[]
964_13929	chr19	41351106	41351506	+	1000	53.0	[9.758087]	[145]	[]	[]	[41351344]	[]
964_13935	chr19	55643487	55643887	+	1000	53.0	[]	[]	[7.817822]	[128]	[]	[55643697]
964_13937	chr2	9142705	9143105	+	1000	53.0	[]	[]	[8.519867]	[168]	[]	[9142918]
964_13940	chr2	42906841	42907241	+	1000	53.0	[8.8998375]	[68]	[]	[]	[42907007]	[]
964_13942	chr2	62196133	62196533	+	1000	53.0	[]	[]	[9.4829645]	[85]	[]	[62196307]
964_13944	chr2	64143765	64144165	+	1000	53.0	[8.8998375]	[194]	[8.8998375]	[165]	[64143960]	[64143931]
964_13948	chr2	85578101	85578501	+	1000	53.0	[7.6622133]	[212]	[]	[]	[85578340]	[]
964_13954	chr2	216412151	216412551	+	1000	53.0	[]	[]	[7.817822]	[118]	[]	[216412344]
964_13956	chr20	3203899	3204299	+	1000	53.0	[12.889068]	[111]	[]	[]	[3204055]	[]
964_13964	chr20	53652509	53652909	+	1000	53.0	[]	[]	[8.501586]	[206]	[]	[53652729]
964_13967	chr21	41957243	41957643	+	1000	53.0	[12.889068]	[137]	[]	[]	[41957467]	[]
964_13974	chr22	22554692	22555092	+	1000	53.0	[]	[]	[8.8998375]	[75]	[]	[22554857]
964_13982	chr22	39920093	39920493	+	1000	53.0	[]	[]	[8.09991]	[224]	[]	[39920333]
964_13994	chr3	101512681	101513081	+	798	53.0	[9.4829645, 7.5797467]	[117, 124]	[]	[]	[101512841, 101512848]	[]
964_14	chr7	100428041	100428441	+	1000	936.0	[]	[]	[12.889068]	[104]	[]	[100428241]
964_14000	chr3	153166250	153166650	+	1000	53.0	[8.501586]	[165]	[]	[]	[153166468]	[]
964_14003	chr3	158644341	158644741	+	1000	53.0	[]	[]	[8.519867]	[150]	[]	[158644565]
964_14005	chr3	171959478	171959878	+	1000	53.0	[8.501586]	[125]	[]	[]	[171959699]	[]
964_1401	chr19	14006458	14006858	+	1000	181.0	[]	[]	[7.6702986]	[98]	[]	[14006654]
964_14014	chr4	3955090	3955490	+	1000	53.0	[]	[]	[9.4829645]	[175]	[]	[3955280]
964_14021	chr4	71406202	71406602	+	1000	53.0	[]	[]	[7.5797467]	[129]	[]	[71406374]
964_14026	chr4	139302282	139302682	+	1000	53.0	[12.889068]	[194]	[]	[]	[139302514]	[]
964_14028	chr4	183505833	183506233	+	1000	53.0	[9.4829645, 8.8998375]	[148, 176]	[]	[]	[183506003, 183506031]	[]
964_1405	chr9	133149249	133149649	+	1000	181.0	[9.758087]	[90]	[]	[]	[133149434]	[]
964_1406	chr12	46268749	46269149	+	1000	180.0	[]	[]	[9.758087]	[165]	[]	[46268982]
964_1407	chr16	53484	53884	+	1000	180.0	[]	[]	[12.889068]	[101]	[]	[53683]
964_1408	chr16	4616018	4616418	+	1000	180.0	[8.169096]	[109]	[9.4829645, 8.501586]	[75, 83]	[4616211]	[4616177, 4616185]
964_14087	chr8	25458272	25458672	+	1000	53.0	[]	[]	[8.501586]	[94]	[]	[25458435]
964_14089	chr8	55880325	55880725	+	1000	53.0	[8.8998375]	[135]	[]	[]	[55880515]	[]
964_141	chr1	40979844	40980244	+	1000	454.0	[]	[]	[9.4829645]	[92]	[]	[40980035]
964_1410	chr19	35612615	35613015	+	1000	180.0	[12.889068]	[104]	[]	[]	[35612815]	[]
964_14100	chr9	95048563	95048963	+	1000	53.0	[7.5846877]	[105]	[]	[]	[95048743]	[]
964_14110	chr9	131111332	131111732	+	1000	53.0	[7.5797467]	[157]	[]	[]	[131111511]	[]
964_14115	chr9	137223324	137223724	+	1000	53.0	[7.5367184]	[163]	[]	[]	[137223566]	[]
964_1412	chr3	47781640	47782040	+	1000	180.0	[]	[]	[8.519867, 12.889068]	[117, 127]	[]	[47781849, 47781859]
964_14138	chr1	58783072	58783472	+	1000	52.0	[]	[]	[8.8998375, 9.4829645]	[74, 132]	[]	[58783224, 58783282]
964_14140	chr1	69567264	69567664	+	1000	52.0	[9.4829645]	[191]	[]	[]	[69567504]	[]
964_14143	chr1	88891299	88891699	+	1000	52.0	[9.758087]	[86]	[]	[]	[88891468]	[]
964_14148	chr1	151146541	151146941	+	1000	52.0	[]	[]	[8.417865]	[118]	[]	[151146724]
964_14149	chr1	153533118	153533518	+	1000	52.0	[]	[]	[8.8998375]	[119]	[]	[153533275]
964_14152	chr1	154182303	154182703	+	1000	52.0	[]	[]	[8.501586]	[163]	[]	[154182513]
964_14159	chr1	167439368	167439768	+	1000	52.0	[]	[]	[9.4829645]	[162]	[]	[167439600]
964_1417	chrX	101097887	101098287	+	1000	180.0	[]	[]	[9.4829645, 9.4829645]	[83, 98]	[]	[101098066, 101098081]
964_1418	chr1	40531486	40531886	+	1000	179.0	[12.889068]	[100]	[]	[]	[40531685]	[]
964_14185	chr10	5894871	5895271	+	1000	52.0	[]	[]	[8.09991]	[77]	[]	[5895042]
964_1419	chr1	52404211	52404611	+	1000	179.0	[]	[]	[8.653531]	[125]	[]	[52404436]
964_142	chr18	658228	658628	+	1000	454.0	[12.889068, 12.889068]	[104, 132]	[]	[]	[658418, 658446]	[]
964_1421	chr1	155227542	155227942	+	1000	179.0	[7.817822]	[71]	[12.889068, 8.501586]	[99, 142]	[155227710]	[155227738, 155227781]
964_14233	chr12	118372915	118373315	+	1000	52.0	[9.758087]	[219]	[]	[]	[118373137]	[]
964_14237	chr13	40771006	40771406	+	1000	52.0	[]	[]	[9.758087, 8.8998375, 8.169096]	[110, 128, 147]	[]	[40771180, 40771198, 40771217]
964_14240	chr14	31026109	31026509	+	1000	52.0	[8.8998375]	[120]	[]	[]	[31026295]	[]
964_14242	chr14	54488684	54489084	+	1000	52.0	[8.519867, 7.6702986]	[114, 167]	[8.169096]	[187]	[54488860, 54488913]	[54488933]
964_14249	chr15	45278946	45279346	+	1000	52.0	[12.889068, 7.5797467]	[104, 158]	[]	[]	[45279116, 45279170]	[]
964_1425	chr11	85628314	85628714	+	1000	179.0	[]	[]	[12.889068]	[155]	[]	[85628551]
964_14253	chr16	2023125	2023525	+	1000	52.0	[]	[]	[8.169096]	[128]	[]	[2023278]
964_14254	chr16	2026920	2027320	+	1000	52.0	[7.817822]	[80]	[]	[]	[2027085]	[]
964_14262	chr16	67528686	67529086	+	1000	52.0	[]	[]	[9.758087]	[162]	[]	[67528921]
964_14263	chr16	71845709	71846109	+	1000	52.0	[9.758087]	[245]	[8.519867]	[181]	[71845957]	[71845893]
964_14268	chr17	14331730	14332130	+	1000	52.0	[]	[]	[9.4829645]	[108]	[]	[14331937]
964_14269	chr17	15490483	15490883	+	1000	52.0	[7.5797467]	[205]	[]	[]	[15490690]	[]
964_1427	chr13	95301429	95301829	+	1000	179.0	[9.4829645, 9.4829645]	[83, 98]	[]	[]	[95301599, 95301614]	[]
964_14272	chr17	30476921	30477321	+	1000	52.0	[7.5797467]	[145]	[]	[]	[30477111]	[]
964_1428	chr14	22766338	22766738	+	1000	179.0	[]	[]	[7.5846877]	[149]	[]	[22766585]
964_14283	chr17	73232227	73232627	+	1000	52.0	[8.09991, 9.4829645]	[70, 91]	[]	[]	[73232385, 73232406]	[]
964_14298	chr19	3670881	3671281	+	1000	52.0	[9.758087]	[171]	[]	[]	[3671099]	[]
964_14299	chr19	7533853	7534253	+	1000	52.0	[9.4829645]	[152]	[]	[]	[7534010]	[]
964_143	chr19	48364118	48364518	+	1000	454.0	[9.758087, 12.889068]	[82, 125]	[]	[]	[48364295, 48364338]	[]
964_14303	chr19	18363520	18363920	+	1000	52.0	[7.5797467]	[163]	[]	[]	[18363760]	[]
964_1431	chr16	68310850	68311250	+	1000	179.0	[7.5846877]	[123]	[9.758087, 12.889068]	[102, 160]	[68311051]	[68311030, 68311088]
964_14316	chr19	55647916	55648316	+	1000	52.0	[]	[]	[8.8998375]	[140]	[]	[55648103]
964_14320	chr2	26970628	26971028	+	1000	52.0	[9.4829645]	[136]	[]	[]	[26970845]	[]
964_14322	chr2	46428936	46429336	+	1000	52.0	[8.169096]	[104]	[]	[]	[46429104]	[]
964_1433	chr19	13102698	13103098	+	1000	179.0	[8.8998375]	[129]	[]	[]	[13102918]	[]
964_14341	chr2	216882954	216883354	+	1000	52.0	[]	[]	[7.5797467]	[112]	[]	[216883149]
964_14346	chr20	5911321	5911721	+	1000	52.0	[8.8998375]	[111]	[]	[]	[5911515]	[]
964_14354	chr21	44582074	44582474	+	1000	52.0	[]	[]	[7.5797467]	[183]	[]	[44582322]
964_1436	chr2	85327909	85328309	+	1000	179.0	[8.417865]	[88]	[]	[]	[85328082]	[]
964_14369	chr22	22681330	22681730	+	1000	52.0	[9.4829645, 7.5797467]	[158, 162]	[]	[]	[22681574, 22681578]	[]
964_14376	chr22	37803211	37803611	+	1000	52.0	[]	[]	[8.8998375]	[112]	[]	[37803400]
964_14383	chr3	33911924	33912324	+	1000	52.0	[]	[]	[7.5797467]	[120]	[]	[33912077]
964_14402	chr3	182793089	182793489	+	1000	52.0	[]	[]	[8.519867]	[125]	[]	[182793308]
964_14410	chr4	88523699	88524099	+	1000	52.0	[]	[]	[8.501586]	[90]	[]	[88523879]
964_14427	chr5	142323740	142324140	+	1000	52.0	[7.5797467]	[131]	[]	[]	[142323942]	[]
964_1444	chr1	151165769	151166169	+	1000	178.0	[]	[]	[7.5797467]	[101]	[]	[151165962]
964_14441	chr6	30722609	30723009	+	1000	52.0	[9.758087]	[135]	[]	[]	[30722809]	[]
964_14442	chr6	32048124	32048524	+	1000	52.0	[9.4829645]	[126]	[]	[]	[32048337]	[]
964_1446	chr17	31936604	31937004	+	1000	178.0	[]	[]	[12.889068]	[172]	[]	[31936819]
964_14462	chr7	43034489	43034889	+	1000	52.0	[7.5797467]	[209]	[]	[]	[43034727]	[]
964_14463	chr7	47216505	47216905	+	1000	52.0	[]	[]	[8.8998375]	[159]	[]	[47216731]
964_14466	chr7	87220186	87220586	+	1000	52.0	[]	[]	[9.758087]	[111]	[]	[87220343]
964_14467	chr7	100015454	100015854	+	1000	52.0	[]	[]	[7.817822]	[160]	[]	[100015688]
964_1447	chr19	42242601	42243001	+	1000	178.0	[7.5367184]	[120]	[]	[]	[42242770]	[]
964_14483	chr8	30027257	30027657	+	795	52.0	[7.5797467]	[82]	[]	[]	[30027416]	[]
964_14485	chr8	65644963	65645363	+	1000	52.0	[]	[]	[12.889068]	[141]	[]	[65645126]
964_14496	chr9	125243270	125243670	+	1000	52.0	[7.6702986]	[231]	[]	[]	[125243508]	[]
964_1450	chr4	39638855	39639255	+	1000	178.0	[8.519867, 9.4829645]	[92, 104]	[]	[]	[39639037, 39639049]	[]
964_14508	chrX	130173048	130173448	+	1000	52.0	[9.4829645]	[102]	[]	[]	[130173235]	[]
964_1451	chr4	83012771	83013171	+	1000	178.0	[]	[]	[8.8998375]	[131]	[]	[83012948]
964_14510	chr1	1013068	1013468	+	1000	51.0	[]	[]	[8.8998375]	[172]	[]	[1013307]
964_14519	chr1	26771636	26772036	+	1000	51.0	[7.5797467]	[121]	[]	[]	[26771837]	[]
964_1452	chr6	19804699	19805099	+	1000	178.0	[9.4829645]	[125]	[]	[]	[19804914]	[]
964_14520	chr1	27351123	27351523	+	1000	51.0	[]	[]	[8.8998375]	[142]	[]	[27351319]
964_14522	chr1	32222119	32222519	+	1000	51.0	[7.5367184, 8.519867]	[89, 165]	[]	[]	[32222270, 32222346]	[]
964_1453	chr7	128135621	128136021	+	1000	178.0	[]	[]	[8.169096]	[102]	[]	[128135803]
964_14536	chr1	150552209	150552609	+	845	51.0	[7.5797467]	[113]	[]	[]	[150552379]	[]
964_14537	chr1	155078477	155078877	+	1000	51.0	[]	[]	[7.5367184]	[155]	[]	[155078698]
964_14552	chr1	234734826	234735226	+	1000	51.0	[]	[]	[8.501586, 9.4829645]	[98, 120]	[]	[234735009, 234735031]
964_1456	chr1	25997985	25998385	+	1000	177.0	[]	[]	[7.5367184]	[94]	[]	[25998179]
964_14562	chr10	17230173	17230573	+	1000	51.0	[9.4829645, 8.8998375]	[155, 217]	[]	[]	[17230349, 17230411]	[]
964_14567	chr10	46786693	46787093	+	1000	51.0	[]	[]	[8.169096]	[143]	[]	[46786850]
964_14577	chr10	100999067	100999467	+	1000	51.0	[]	[]	[7.6702986]	[205]	[]	[100999297]
964_14578	chr10	102133407	102133807	+	1000	51.0	[]	[]	[8.519867]	[133]	[]	[102133592]
964_14589	chr11	67804957	67805357	+	1000	51.0	[]	[]	[9.4829645]	[119]	[]	[67805174]
964_146	chr19	48720579	48720979	+	1000	450.0	[]	[]	[8.653531]	[94]	[]	[48720772]
964_14602	chr12	42426766	42427166	+	1000	51.0	[]	[]	[12.889068]	[125]	[]	[42426943]
964_14606	chr12	57240333	57240733	+	1000	51.0	[9.4829645]	[171]	[]	[]	[57240546]	[]
964_14607	chr12	57735964	57736364	+	1000	51.0	[12.889068]	[144]	[8.519867]	[122]	[57736157]	[57736135]
964_1461	chr11	108222449	108222849	+	1000	177.0	[7.6702986]	[121]	[9.758087]	[131]	[108222645]	[108222655]
964_14610	chr12	104485541	104485941	+	1000	51.0	[9.758087]	[201]	[]	[]	[104485761]	[]
964_14618	chr13	72781764	72782164	+	609	51.0	[12.889068, 8.8998375]	[134, 178]	[8.519867, 7.817822]	[109, 129]	[72781955, 72781999]	[72781930, 72781950]
964_14619	chr13	99087450	99087850	+	1000	51.0	[8.8998375]	[172]	[9.4829645]	[89]	[99087689]	[99087606]
964_1462	chr12	121399551	121399951	+	1000	177.0	[]	[]	[12.889068]	[101]	[]	[121399750]
964_14623	chr14	95620750	95621150	+	1000	51.0	[7.6702986, 7.817822]	[106, 126]	[]	[]	[95620938, 95620958]	[]
964_14625	chr14	105489732	105490132	+	1000	51.0	[]	[]	[9.4829645]	[141]	[]	[105489961]
964_14626	chr15	40075435	40075835	+	1000	51.0	[8.09991]	[149]	[]	[]	[40075591]	[]
964_14633	chr15	77944229	77944629	+	1000	51.0	[]	[]	[7.6622133]	[81]	[]	[77944380]
964_14635	chr16	177458	177858	+	1000	51.0	[9.4829645, 7.5797467]	[110, 129]	[]	[]	[177641, 177660]	[]
964_14641	chr16	29261378	29261778	+	1000	51.0	[]	[]	[8.501586]	[121]	[]	[29261565]
964_14651	chr17	5438932	5439332	+	1000	51.0	[8.169096]	[121]	[12.889068]	[151]	[5439147]	[5439177]
964_14657	chr17	48632179	48632579	+	1000	51.0	[8.501586]	[144]	[]	[]	[48632330]	[]
964_14661	chr17	63961460	63961860	+	1000	51.0	[]	[]	[8.417865]	[152]	[]	[63961704]
964_1467	chr7	44606914	44607314	+	1000	177.0	[]	[]	[7.5367184, 12.889068]	[77, 100]	[]	[44607069, 44607092]
964_14677	chr19	11346381	11346781	+	1000	51.0	[8.417865]	[106]	[8.8998375]	[101]	[11346557]	[11346552]
964_1468	chr7	130205167	130205567	+	1000	177.0	[8.169096]	[120]	[]	[]	[130205384]	[]
964_14683	chr19	38412953	38413353	+	1000	51.0	[]	[]	[7.5797467]	[124]	[]	[38413149]
964_14686	chr19	42253256	42253656	+	1000	51.0	[8.169096]	[157]	[9.758087]	[176]	[42253425]	[42253444]
964_14689	chr19	47973477	47973877	+	1000	51.0	[8.8998375]	[152]	[]	[]	[47973722]	[]
964_1469	chr8	141392084	141392484	+	1000	177.0	[12.889068]	[96]	[]	[]	[141392268]	[]
964_14690	chr19	48812171	48812571	+	1000	51.0	[]	[]	[9.4829645]	[187]	[]	[48812396]
964_14694	chr2	10042527	10042927	+	1000	51.0	[]	[]	[8.519867]	[187]	[]	[10042747]
964_14696	chr2	20595760	20596160	+	1000	51.0	[]	[]	[12.889068, 8.501586]	[70, 92]	[]	[20595917, 20595939]
964_14700	chr2	38643746	38644146	+	1000	51.0	[7.5797467]	[158]	[]	[]	[38643947]	[]
964_14702	chr2	47199462	47199862	+	1000	51.0	[12.889068]	[150]	[]	[]	[47199690]	[]
964_14712	chr2	118310109	118310509	+	1000	51.0	[]	[]	[8.8998375]	[197]	[]	[118310357]
964_14716	chr2	168803070	168803470	+	1000	51.0	[7.6702986]	[141]	[]	[]	[168803284]	[]
964_14719	chr2	174486477	174486877	+	1000	51.0	[]	[]	[8.519867]	[127]	[]	[174486673]
964_14722	chr2	188292486	188292886	+	1000	51.0	[8.653531]	[146]	[]	[]	[188292715]	[]
964_14724	chr2	191677960	191678360	+	1000	51.0	[]	[]	[8.519867]	[164]	[]	[191678206]
964_1473	chr14	23006896	23007296	+	1000	176.0	[9.4829645]	[118]	[]	[]	[23007109]	[]
964_14764	chr3	66997969	66998369	+	1000	51.0	[9.4829645]	[121]	[7.5367184]	[148]	[66998145]	[66998172]
964_1477	chr19	4791385	4791785	+	1000	176.0	[]	[]	[8.501586]	[99]	[]	[4791560]
964_14770	chr3	169764989	169765389	+	1000	51.0	[8.09991, 8.519867]	[104, 161]	[8.169096]	[124]	[169765179, 169765236]	[169765199]
964_14771	chr3	184176414	184176814	+	1000	51.0	[9.4829645]	[130]	[]	[]	[184176608]	[]
964_14774	chr3	196163591	196163991	+	1000	51.0	[12.889068]	[64]	[]	[]	[196163749]	[]
964_1478	chr20	50730616	50731016	+	1000	176.0	[12.889068, 9.758087]	[92, 127]	[]	[]	[50730793, 50730828]	[]
964_14783	chr4	79852127	79852527	+	1000	51.0	[]	[]	[7.5797467]	[204]	[]	[79852342]
964_14786	chr4	146175564	146175964	+	1000	51.0	[]	[]	[12.889068]	[152]	[]	[146175798]
964_14792	chr5	64768407	64768807	+	1000	51.0	[7.5367184]	[147]	[12.889068]	[70]	[64768647]	[64768570]
964_14794	chr5	78510296	78510696	+	1000	51.0	[]	[]	[12.889068]	[89]	[]	[78510448]
964_148	chr6	34238011	34238411	+	1000	448.0	[]	[]	[12.889068]	[133]	[]	[34238223]
964_14805	chr6	10402500	10402900	+	1000	51.0	[7.5797467]	[150]	[]	[]	[10402743]	[]
964_14825	chr6	112139001	112139401	+	1000	51.0	[]	[]	[7.5797467]	[118]	[]	[112139199]
964_14829	chr6	143807514	143807914	+	1000	51.0	[]	[]	[7.5797467]	[239]	[]	[143807765]
964_1483	chr6	5003616	5004016	+	1000	176.0	[8.8998375]	[120]	[]	[]	[5003834]	[]
964_1484	chr6	152982133	152982533	+	1000	176.0	[9.4829645]	[73]	[9.4829645]	[97]	[152982293]	[152982317]
964_14840	chr7	16644609	16645009	+	1000	51.0	[8.653531]	[161]	[8.8998375]	[102]	[16644834]	[16644775]
964_1485	chr8	22440721	22441121	+	1000	176.0	[12.889068]	[160]	[]	[]	[22440965]	[]
964_14855	chr7	150477264	150477664	+	1000	51.0	[8.8998375]	[160]	[]	[]	[150477496]	[]
964_14858	chr8	10676663	10677063	+	1000	51.0	[8.501586]	[179]	[]	[]	[10676889]	[]
964_14861	chr8	22668851	22669251	+	1000	51.0	[]	[]	[9.4829645]	[110]	[]	[22669019]
964_14864	chr8	73306723	73307123	+	1000	51.0	[]	[]	[8.501586]	[156]	[]	[73306955]
964_14869	chr8	127733943	127734343	+	1000	51.0	[7.5797467]	[206]	[]	[]	[127734175]	[]
964_1487	chr9	35079719	35080119	+	1000	176.0	[9.4829645]	[130]	[]	[]	[35079947]	[]
964_1489	chr1	45750507	45750907	+	1000	175.0	[9.4829645, 8.501586]	[155, 208]	[]	[]	[45750699, 45750752]	[]
964_149	chr8	56074432	56074832	+	1000	448.0	[12.889068]	[103]	[]	[]	[56074635]	[]
964_14900	chrX	154136666	154137066	+	1000	51.0	[]	[]	[12.889068, 8.519867]	[173, 181]	[]	[154136900, 154136908]
964_14907	chr1	16167717	16168117	+	1000	50.0	[]	[]	[7.5846877, 8.8998375]	[82, 110]	[]	[16167879, 16167907]
964_1491	chr10	94545628	94546028	+	1000	175.0	[]	[]	[12.889068]	[68]	[]	[94545781]
964_14915	chr1	27563594	27563994	+	1000	50.0	[]	[]	[12.889068]	[136]	[]	[27563763]
964_14928	chr1	100463734	100464134	+	1000	50.0	[]	[]	[7.5797467]	[122]	[]	[100463939]
964_14931	chr1	150696659	150697059	+	1000	50.0	[]	[]	[7.5797467]	[209]	[]	[150696901]
964_14938	chr1	181022593	181022993	+	704	50.0	[]	[]	[12.889068]	[85]	[]	[181022756]
964_14947	chr1	212699763	212700163	+	1000	50.0	[]	[]	[8.8998375, 8.09991]	[139, 168]	[]	[212699936, 212699965]
964_1495	chr16	1611852	1612252	+	1000	175.0	[]	[]	[8.653531]	[67]	[]	[1612005]
964_1496	chr16	30698758	30699158	+	1000	175.0	[9.4829645]	[164]	[]	[]	[30699004]	[]
964_14962	chr10	21496632	21497032	+	1000	50.0	[7.5797467]	[240]	[9.4829645]	[164]	[21496876]	[21496800]
964_14985	chr11	76784409	76784809	+	1000	50.0	[8.501586]	[139]	[]	[]	[76784587]	[]
964_1499	chr2	218908936	218909336	+	1000	175.0	[8.169096]	[92]	[]	[]	[218909112]	[]
964_150	chr11	125625761	125626161	+	1000	447.0	[12.889068]	[108]	[]	[]	[125625960]	[]
964_15006	chr12	57110360	57110760	+	1000	50.0	[8.8998375]	[123]	[]	[]	[57110558]	[]
964_15007	chr12	71664060	71664460	+	1000	50.0	[8.8998375]	[67]	[]	[]	[71664212]	[]
964_15016	chr13	30421451	30421851	+	1000	50.0	[8.519867, 8.8998375]	[96, 148]	[8.519867]	[74]	[30421625, 30421677]	[30421603]
964_15021	chr14	45134014	45134414	+	1000	50.0	[9.4829645, 12.889068]	[85, 143]	[]	[]	[45134181, 45134239]	[]
964_15025	chr14	63543284	63543684	+	1000	50.0	[8.501586]	[163]	[]	[]	[63543523]	[]
964_15026	chr14	69191557	69191957	+	1000	50.0	[]	[]	[8.8998375]	[201]	[]	[69191759]
964_15053	chr16	56643046	56643446	+	1000	50.0	[]	[]	[12.889068]	[84]	[]	[56643217]
964_15054	chr16	85390761	85391161	+	1000	50.0	[8.8998375]	[163]	[]	[]	[85390948]	[]
964_15057	chr16	88781186	88781586	+	1000	50.0	[9.758087]	[89]	[]	[]	[88781365]	[]
964_15059	chr17	1625498	1625898	+	1000	50.0	[]	[]	[12.889068]	[100]	[]	[1625691]
964_1506	chr1	904607	905007	+	1000	174.0	[]	[]	[9.4829645]	[103]	[]	[904806]
964_15060	chr17	4987316	4987716	+	1000	50.0	[8.519867]	[128]	[]	[]	[4987484]	[]
964_15062	chr17	7315159	7315559	+	1000	50.0	[]	[]	[7.6622133]	[73]	[]	[7315328]
964_15063	chr17	8152315	8152715	+	1000	50.0	[]	[]	[8.519867]	[193]	[]	[8152509]
964_15067	chr17	28570715	28571115	+	1000	50.0	[]	[]	[9.4829645]	[120]	[]	[28570922]
964_1507	chr1	224330223	224330623	+	1000	174.0	[]	[]	[8.8998375]	[123]	[]	[224330421]
964_15077	chr17	57988677	57989077	+	1000	50.0	[7.5797467]	[173]	[8.501586]	[184]	[57988886]	[57988897]
964_1508	chr10	133394037	133394437	+	1000	174.0	[9.4829645, 9.4829645]	[80, 156]	[]	[]	[133394192, 133394268]	[]
964_15080	chr17	75667166	75667566	+	1000	50.0	[8.501586, 8.8998375]	[101, 115]	[]	[]	[75667362, 75667376]	[]
964_15112	chr19	53103402	53103802	+	1000	50.0	[8.8998375, 12.889068]	[198, 211]	[]	[]	[53103640, 53103653]	[]
964_15119	chr2	53768082	53768482	+	742	50.0	[7.817822]	[80]	[]	[]	[53768254]	[]
964_15123	chr2	97748490	97748890	+	1000	50.0	[]	[]	[7.5797467]	[151]	[]	[97748685]
964_15124	chr2	99141086	99141486	+	1000	50.0	[12.889068]	[94]	[]	[]	[99141277]	[]
964_15137	chr20	5112850	5113250	+	1000	50.0	[8.417865, 8.169096, 8.169096]	[125, 138, 152]	[]	[]	[5113066, 5113079, 5113093]	[]
964_1514	chr19	45691992	45692392	+	1000	174.0	[7.5797467]	[106]	[]	[]	[45692195]	[]
964_15142	chr20	36236186	36236586	+	1000	50.0	[]	[]	[12.889068]	[126]	[]	[36236394]
964_15144	chr20	62740322	62740722	+	1000	50.0	[9.4829645, 9.4829645, 7.5797467]	[126, 155, 159]	[]	[]	[62740509, 62740538, 62740542]	[]
964_1515	chr19	45717181	45717581	+	1000	174.0	[]	[]	[7.5797467, 7.5797467]	[74, 112]	[]	[45717347, 45717385]
964_15159	chr22	22201061	22201461	+	1000	50.0	[7.5797467]	[72]	[]	[]	[22201227]	[]
964_15165	chr22	26645087	26645487	+	1000	50.0	[7.6702986]	[161]	[]	[]	[26645326]	[]
964_15166	chr22	28802124	28802524	+	1000	50.0	[7.5797467]	[100]	[]	[]	[28802310]	[]
964_15167	chr22	31630273	31630673	+	1000	50.0	[]	[]	[12.889068, 8.09991, 8.09991, 7.6622133]	[169, 187, 205, 211]	[]	[31630477, 31630495, 31630513, 31630519]
964_15169	chr22	38201996	38202396	+	1000	50.0	[9.758087, 9.758087]	[131, 152]	[]	[]	[38202222, 38202243]	[]
