#PeakID(python identify_motif.py ./ENCODE_processed_files/ETS1_idr.fa ETS1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
503_16098	chr19	51224908	51225308	+	1000	31.0	[10.897183]	[95]	[]	[]	[51225088]	[]
503_1610	chr7	138460147	138460547	+	1000	103.0	[]	[]	[9.1897955]	[127]	[]	[138460346]
503_16101	chr2	10297865	10298265	+	1000	31.0	[]	[]	[8.830775]	[85]	[]	[10298046]
503_16103	chr2	30253878	30254278	+	1000	31.0	[]	[]	[6.993913]	[104]	[]	[30254055]
503_16109	chr2	78541688	78542088	+	1000	31.0	[]	[]	[9.005733]	[134]	[]	[78541912]
503_1611	chr9	112181120	112181520	+	1000	103.0	[]	[]	[11.072505]	[74]	[]	[112181277]
503_16125	chr2	216013195	216013595	+	1000	31.0	[11.455031]	[121]	[]	[]	[216013351]	[]
503_16132	chr20	43579863	43580263	+	1000	31.0	[]	[]	[10.897548]	[155]	[]	[43580091]
503_16136	chr20	50433752	50434152	+	889	31.0	[]	[]	[6.4371176]	[107]	[]	[50433928]
503_16141	chr21	9839355	9839755	+	886	31.0	[]	[]	[7.937324]	[167]	[]	[9839577]
503_16144	chr21	45111202	45111602	+	1000	31.0	[]	[]	[8.214487, 8.112281]	[71, 128]	[]	[45111360, 45111417]
503_16160	chr22	20152786	20153186	+	738	31.0	[9.975595]	[158]	[]	[]	[20152998]	[]
503_16175	chr22	20840974	20841374	+	1000	31.0	[]	[]	[8.76831]	[203]	[]	[20841217]
503_16187	chr22	21041969	21042369	+	1000	31.0	[7.081232]	[157]	[]	[]	[21042146]	[]
503_16194	chr22	21733901	21734301	+	1000	31.0	[7.475481]	[157]	[]	[]	[21734143]	[]
503_16218	chr22	36197621	36198021	+	1000	31.0	[12.327155]	[125]	[]	[]	[36197839]	[]
503_16220	chr22	38982196	38982596	+	1000	31.0	[10.310211]	[119]	[]	[]	[38982385]	[]
503_16222	chr22	46798671	46799071	+	1000	31.0	[]	[]	[9.467575]	[154]	[]	[46798894]
503_16230	chr3	13011580	13011980	+	1000	31.0	[]	[]	[10.421151, 8.423885]	[162, 174]	[]	[13011763, 13011775]
503_16248	chr3	135513680	135514080	+	1000	31.0	[8.322755]	[123]	[]	[]	[135513902]	[]
503_1625	chr15	40593709	40594109	+	1000	102.0	[]	[]	[7.0677395]	[111]	[]	[40593920]
503_16259	chr4	15649916	15650316	+	1000	31.0	[14.393928]	[117]	[]	[]	[15650122]	[]
503_1626	chr16	58265437	58265837	+	1000	102.0	[]	[]	[12.885004]	[129]	[]	[58265661]
503_16268	chr4	185202433	185202833	+	1000	31.0	[10.150553]	[116]	[8.372218]	[91]	[185202626]	[185202601]
503_1627	chr16	67968502	67968902	+	1000	102.0	[]	[]	[7.259386]	[100]	[]	[67968672]
503_16273	chr5	34244581	34244981	+	1000	31.0	[11.941725]	[143]	[]	[]	[34244803]	[]
503_16275	chr5	56814964	56815364	+	1000	31.0	[7.8463583]	[127]	[]	[]	[56815162]	[]
503_16285	chr5	139475427	139475827	+	1000	31.0	[8.423885, 6.6215615]	[84, 153]	[]	[]	[139475589, 139475658]	[]
503_1629	chr17	7685923	7686323	+	1000	102.0	[]	[]	[8.155915]	[144]	[]	[7686158]
503_16293	chr6	2989697	2990097	+	1000	31.0	[6.730932]	[108]	[]	[]	[2989903]	[]
503_16294	chr6	3337819	3338219	+	1000	31.0	[9.276331]	[93]	[]	[]	[3338010]	[]
503_16296	chr6	6968710	6969110	+	1000	31.0	[6.862329]	[73]	[]	[]	[6968877]	[]
503_16308	chr6	30615242	30615642	+	1000	31.0	[7.753163]	[149]	[]	[]	[30615479]	[]
503_16315	chr6	37240171	37240571	+	1000	31.0	[8.880239]	[132]	[]	[]	[37240369]	[]
503_16324	chr6	53483417	53483817	+	1000	31.0	[]	[]	[10.897183]	[125]	[]	[53483641]
503_1633	chr19	9140158	9140558	+	1000	102.0	[10.421151]	[158]	[6.461904]	[102]	[9140402]	[9140346]
503_16330	chr6	130993344	130993744	+	1000	31.0	[12.327155]	[124]	[]	[]	[130993557]	[]
503_16331	chr6	133951969	133952369	+	1000	31.0	[]	[]	[6.924771]	[69]	[]	[133952124]
503_16344	chr7	56107172	56107572	+	1000	31.0	[8.261184]	[134]	[]	[]	[56107373]	[]
503_16349	chr7	100243378	100243778	+	726	31.0	[]	[]	[9.005733]	[126]	[]	[100243566]
503_16354	chr7	107078185	107078585	+	1000	31.0	[6.730932, 7.1016955]	[61, 108]	[]	[]	[107078340, 107078387]	[]
503_16362	chr7	149742090	149742490	+	1000	31.0	[]	[]	[9.783327]	[154]	[]	[149742322]
503_16363	chr7	149854717	149855117	+	1000	31.0	[]	[]	[6.730932]	[176]	[]	[149854956]
503_16364	chr7	150938207	150938607	+	1000	31.0	[]	[]	[12.327155]	[152]	[]	[150938428]
503_16374	chr8	22999636	23000036	+	1000	31.0	[7.885317]	[126]	[]	[]	[22999852]	[]
503_16378	chr8	73747877	73748277	+	1000	31.0	[]	[]	[9.812852]	[106]	[]	[73748064]
503_16379	chr8	90974297	90974697	+	1000	31.0	[]	[]	[10.897183]	[97]	[]	[90974476]
503_1639	chr2	27380541	27380941	+	1000	102.0	[]	[]	[10.421151, 8.404206]	[154, 160]	[]	[27380771, 27380777]
503_16396	chr9	93119890	93120290	+	1000	31.0	[]	[]	[11.354753]	[89]	[]	[93120064]
503_16401	chr9	124322577	124322977	+	1000	31.0	[11.354753]	[119]	[]	[]	[124322766]	[]
503_16407	chr9	130762336	130762736	+	1000	31.0	[]	[]	[12.327155]	[99]	[]	[130762532]
503_1641	chr2	126308209	126308609	+	1000	102.0	[7.1016955, 11.819135]	[68, 120]	[]	[]	[126308370, 126308422]	[]
503_16418	chr9	135412565	135412965	+	1000	31.0	[6.615002]	[174]	[]	[]	[135412814]	[]
503_16425	chrX	39860318	39860718	+	1000	31.0	[]	[]	[12.376983]	[84]	[]	[39860486]
503_1643	chr2	177213000	177213400	+	1000	102.0	[]	[]	[9.875317]	[161]	[]	[177213228]
503_16431	chrX	132218034	132218434	+	1000	31.0	[]	[]	[14.901949]	[83]	[]	[132218209]
503_16434	chrX	154484556	154484956	+	1000	31.0	[]	[]	[7.4008026]	[134]	[]	[154484745]
503_16436	chr1	906778	907178	+	1000	30.0	[6.406941]	[154]	[]	[]	[906989]	[]
503_16443	chr1	16076009	16076409	+	1000	30.0	[7.349987]	[169]	[]	[]	[16076198]	[]
503_16450	chr1	21266202	21266602	+	991	30.0	[]	[]	[7.1016955]	[148]	[]	[21266401]
503_16453	chr1	23216775	23217175	+	1000	30.0	[]	[]	[8.880239]	[116]	[]	[23216984]
503_16458	chr1	27044558	27044958	+	1000	30.0	[7.8463583]	[123]	[]	[]	[27044762]	[]
503_16469	chr1	34852722	34853122	+	1000	30.0	[7.915865]	[234]	[]	[]	[34852961]	[]
503_16478	chr1	44835891	44836291	+	1000	30.0	[]	[]	[7.2088985]	[139]	[]	[44836099]
503_16492	chr1	150604691	150605091	+	1000	30.0	[7.3005238]	[89]	[]	[]	[150604874]	[]
503_165	chr7	143380999	143381399	+	1000	226.0	[]	[]	[8.372218]	[104]	[]	[143381185]
503_16514	chr1	220045243	220045643	+	1000	30.0	[11.405568]	[108]	[]	[]	[220045426]	[]
503_16526	chr10	24897331	24897731	+	800	30.0	[8.372218]	[101]	[]	[]	[24897508]	[]
503_16527	chr10	27252453	27252853	+	1000	30.0	[]	[]	[8.404206]	[96]	[]	[27252645]
503_1653	chr6	28225050	28225450	+	1000	102.0	[11.405568]	[82]	[]	[]	[28225231]	[]
503_16540	chr10	97319138	97319538	+	1000	30.0	[]	[]	[6.924771]	[112]	[]	[97319319]
503_16569	chr11	71787420	71787820	+	1000	30.0	[]	[]	[7.4008026, 8.155915]	[107, 134]	[]	[71787592, 71787619]
503_1657	chr7	149714585	149714985	+	1000	102.0	[7.896186]	[156]	[]	[]	[149714831]	[]
503_16571	chr11	75525007	75525407	+	1000	30.0	[]	[]	[8.445345]	[97]	[]	[75525193]
503_16595	chr12	93314525	93314925	+	1000	30.0	[7.7851515, 8.404206]	[74, 93]	[]	[]	[93314690, 93314709]	[]
503_16597	chr12	116687923	116688323	+	1000	30.0	[7.259386]	[121]	[]	[]	[116688120]	[]
503_16599	chr12	120640360	120640760	+	1000	30.0	[9.975595]	[116]	[]	[]	[120640514]	[]
503_16617	chr14	96391505	96391905	+	1000	30.0	[]	[]	[8.303927]	[144]	[]	[96391746]
503_16618	chr14	100068434	100068834	+	1000	30.0	[9.005733]	[121]	[]	[]	[100068637]	[]
503_1662	chr1	37807955	37808355	+	1000	101.0	[7.259386]	[154]	[8.303927, 9.975595]	[131, 147]	[37808200]	[37808177, 37808193]
503_1663	chr1	54715612	54716012	+	1000	101.0	[9.1897955]	[148]	[]	[]	[54715848]	[]
503_16632	chr15	51228434	51228834	+	1000	30.0	[10.796905]	[160]	[]	[]	[51228657]	[]
503_16636	chr15	78811532	78811932	+	638	30.0	[7.2023387]	[164]	[]	[]	[78811726]	[]
503_16639	chr15	88938880	88939280	+	1000	30.0	[12.327155]	[155]	[]	[]	[88939087]	[]
503_16640	chr15	89776522	89776922	+	1000	30.0	[]	[]	[6.6256638]	[128]	[]	[89776740]
503_16642	chr15	90320019	90320419	+	1000	30.0	[]	[]	[8.76831]	[148]	[]	[90320266]
503_16662	chr16	68732254	68732654	+	1000	30.0	[8.830775]	[110]	[]	[]	[68732443]	[]
503_16669	chr16	85306660	85307060	+	1000	30.0	[7.377296]	[96]	[7.0065327]	[93]	[85306831]	[85306828]
503_16674	chr16	88802206	88802606	+	1000	30.0	[]	[]	[8.5297]	[86]	[]	[88802370]
503_16676	chr16	89115272	89115672	+	1000	30.0	[]	[]	[8.404206, 8.404206]	[82, 93]	[]	[89115439, 89115450]
503_16680	chr17	4948856	4949256	+	1000	30.0	[6.406941]	[69]	[]	[]	[4949007]	[]
503_16683	chr17	15684139	15684539	+	1000	30.0	[10.947011, 11.2133]	[114, 120]	[]	[]	[15684303, 15684309]	[]
503_16684	chr17	16419079	16419479	+	1000	30.0	[]	[]	[8.423885, 7.7103596]	[88, 141]	[]	[16419264, 16419317]
503_16687	chr17	27573897	27574297	+	1000	30.0	[]	[]	[7.885317]	[143]	[]	[27574116]
503_16688	chr17	27654587	27654987	+	1000	30.0	[]	[]	[9.975595]	[125]	[]	[27654749]
503_1669	chr12	100200535	100200935	+	1000	101.0	[10.327956]	[167]	[12.885004]	[96]	[100200782]	[100200711]
503_16693	chr17	34981737	34982137	+	1000	30.0	[7.7786345]	[130]	[]	[]	[34981961]	[]
503_16695	chr17	38923899	38924299	+	799	30.0	[]	[]	[7.885317]	[125]	[]	[38924115]
503_1670	chr12	116910720	116911120	+	1000	101.0	[]	[]	[11.455031]	[137]	[]	[116910946]
503_16701	chr17	45031457	45031857	+	1000	30.0	[]	[]	[8.123926, 9.276331]	[168, 189]	[]	[45031640, 45031661]
503_16702	chr17	45445874	45446274	+	1000	30.0	[10.897183]	[126]	[]	[]	[45446099]	[]
503_16707	chr17	57783341	57783741	+	1000	30.0	[]	[]	[7.4008026]	[128]	[]	[57783505]
503_16718	chr18	47176137	47176537	+	862	30.0	[6.461904]	[156]	[]	[]	[47176362]	[]
503_16721	chr19	1767310	1767710	+	1000	30.0	[8.372218, 6.612075]	[127, 143]	[]	[]	[1767504, 1767520]	[]
503_1674	chr19	14496065	14496465	+	1000	101.0	[7.2583613]	[80]	[7.7851515, 7.750857]	[59, 65]	[14496241]	[14496220, 14496226]
503_16750	chr19	39335108	39335508	+	1000	30.0	[7.915865]	[104]	[]	[]	[39335259]	[]
503_16757	chr19	45154352	45154752	+	1000	30.0	[]	[]	[7.2380586]	[168]	[]	[45154533]
503_16771	chr19	53158830	53159230	+	1000	30.0	[6.612075]	[127]	[10.150553]	[124]	[53159045]	[53159042]
503_16782	chr2	20595940	20596340	+	1000	30.0	[10.796905]	[66]	[]	[]	[20596101]	[]
503_16786	chr2	64917672	64918072	+	1000	30.0	[8.372218]	[114]	[11.343102, 7.2706137]	[134, 149]	[64917870]	[64917890, 64917905]
503_16787	chr2	69893798	69894198	+	1000	30.0	[]	[]	[9.467575]	[104]	[]	[69893962]
503_16789	chr2	73921146	73921546	+	1000	30.0	[6.751365]	[162]	[]	[]	[73921331]	[]
503_1679	chr19	55216350	55216750	+	1000	101.0	[]	[]	[9.913131]	[124]	[]	[55216569]
503_16830	chr20	45427249	45427649	+	1000	30.0	[]	[]	[7.4008026]	[167]	[]	[45427490]
503_16832	chr20	49964860	49965260	+	1000	30.0	[]	[]	[10.897183]	[145]	[]	[49965072]
503_16844	chr22	19109427	19109827	+	901	30.0	[12.327155]	[80]	[]	[]	[19109584]	[]
503_16848	chr22	19378333	19378733	+	1000	30.0	[7.4008026]	[183]	[]	[]	[19378527]	[]
503_1685	chr3	72144742	72145142	+	1000	101.0	[7.8463583]	[102]	[9.4167595]	[135]	[72144938]	[72144971]
503_16857	chr22	19706684	19707084	+	1000	30.0	[]	[]	[6.406941]	[60]	[]	[19706839]
503_16863	chr22	19901654	19902054	+	1000	30.0	[12.327155]	[134]	[]	[]	[19901811]	[]
503_16867	chr22	20067560	20067960	+	1000	30.0	[8.261184]	[168]	[]	[]	[20067774]	[]
503_1687	chr3	196867703	196868103	+	1000	101.0	[7.8463583]	[129]	[]	[]	[196867920]	[]
503_16884	chr22	20973063	20973463	+	1000	30.0	[7.259386]	[139]	[]	[]	[20973258]	[]
503_1689	chr5	142356975	142357375	+	1000	101.0	[]	[]	[8.130486, 8.404206]	[61, 100]	[]	[142357127, 142357166]
503_16890	chr22	21932149	21932549	+	1000	30.0	[]	[]	[8.830775]	[137]	[]	[21932329]
503_16891	chr22	22035787	22036187	+	1000	30.0	[]	[]	[8.404206]	[104]	[]	[22035957]
503_16901	chr22	22776125	22776525	+	1000	30.0	[7.277131]	[198]	[]	[]	[22776347]	[]
503_1691	chr6	79631040	79631440	+	1000	101.0	[7.2583613]	[92]	[]	[]	[79631208]	[]
503_16919	chr22	23278626	23279026	+	1000	30.0	[7.1016955]	[173]	[]	[]	[23278833]	[]
503_16920	chr22	30208860	30209260	+	1000	30.0	[7.2023387]	[117]	[]	[]	[30209060]	[]
503_16929	chr3	24520090	24520490	+	1000	30.0	[]	[]	[10.310211]	[158]	[]	[24520336]
503_16931	chr3	27484149	27484549	+	1000	30.0	[6.993913]	[126]	[]	[]	[27484369]	[]
503_16934	chr3	40379908	40380308	+	1000	30.0	[]	[]	[9.80219]	[92]	[]	[40380100]
503_16936	chr3	45065176	45065576	+	1000	30.0	[]	[]	[8.123926]	[156]	[]	[45065425]
503_16960	chr4	1899132	1899532	+	1000	30.0	[]	[]	[9.366932]	[147]	[]	[1899341]
503_16971	chr4	72706658	72707058	+	1000	30.0	[]	[]	[10.897183]	[145]	[]	[72706888]
503_16974	chr4	82421949	82422349	+	999	30.0	[]	[]	[9.366932]	[135]	[]	[82422119]
503_16978	chr4	143975495	143975895	+	1000	30.0	[]	[]	[10.389162]	[157]	[]	[143975745]
503_16992	chr5	96743340	96743740	+	1000	30.0	[]	[]	[12.327155, 6.406941]	[104, 144]	[]	[96743543, 96743583]
503_17014	chr6	26130894	26131294	+	1000	30.0	[6.406941]	[158]	[]	[]	[26131079]	[]
503_17029	chr6	33672791	33673191	+	1000	30.0	[6.615002]	[67]	[]	[]	[33672956]	[]
503_17032	chr6	35522744	35523144	+	1000	30.0	[]	[]	[7.3395963]	[140]	[]	[35522911]
503_17034	chr6	37187216	37187616	+	1000	30.0	[6.993913]	[101]	[]	[]	[37187406]	[]
503_17036	chr6	39206360	39206760	+	1000	30.0	[]	[]	[10.897183]	[176]	[]	[39206584]
503_17041	chr6	58922730	58923130	+	1000	30.0	[9.812852, 8.130486, 7.766382]	[82, 117, 144]	[]	[]	[58922911, 58922946, 58922973]	[]
503_17051	chr6	149317725	149318125	+	1000	30.0	[8.00715]	[93]	[]	[]	[149317888]	[]
503_17062	chr7	1579440	1579840	+	1000	30.0	[6.615002]	[151]	[6.4858923]	[211]	[1579592]	[1579652]
503_17063	chr7	1742042	1742442	+	1000	30.0	[]	[]	[10.897183]	[227]	[]	[1742283]
503_17066	chr7	5609527	5609927	+	913	30.0	[10.897183]	[104]	[6.751365]	[133]	[5609725]	[5609754]
503_17078	chr7	67454005	67454405	+	1000	30.0	[7.259386]	[117]	[]	[]	[67454201]	[]
503_17081	chr7	75921433	75921833	+	1000	30.0	[]	[]	[10.310211]	[122]	[]	[75921611]
503_17090	chr7	106779855	106780255	+	1000	30.0	[]	[]	[8.830775]	[138]	[]	[106780016]
503_17092	chr7	127598363	127598763	+	1000	30.0	[]	[]	[7.4008026, 6.615002]	[93, 160]	[]	[127598541, 127598608]
503_17098	chr7	138225993	138226393	+	1000	30.0	[]	[]	[12.327155]	[134]	[]	[138226181]
503_17103	chr7	148914019	148914419	+	695	30.0	[8.423885]	[242]	[6.993913]	[239]	[148914264]	[148914261]
503_17109	chr7	158861201	158861601	+	1000	30.0	[]	[]	[6.7845144]	[162]	[]	[158861445]
503_17110	chr8	232232	232632	+	1000	30.0	[]	[]	[6.615002]	[163]	[]	[232461]
503_17112	chr8	11942188	11942588	+	1000	30.0	[6.78076]	[161]	[]	[]	[11942415]	[]
503_17113	chr8	24076874	24077274	+	1000	30.0	[]	[]	[10.050274]	[106]	[]	[24077080]
503_1712	chr10	102056021	102056421	+	1000	100.0	[]	[]	[7.57576]	[206]	[]	[102056263]
503_17120	chr8	100680762	100681162	+	1000	30.0	[]	[]	[8.372218]	[172]	[]	[100680999]
503_17135	chr9	87410515	87410915	+	1000	30.0	[6.406941]	[170]	[8.631947]	[96]	[87410762]	[87410688]
503_17140	chr9	96256850	96257250	+	1000	30.0	[]	[]	[7.0677395]	[176]	[]	[96257080]
503_17144	chr9	98808533	98808933	+	1000	30.0	[]	[]	[7.3587046]	[108]	[]	[98808729]
503_17170	chr9	135906591	135906991	+	1000	30.0	[10.421151]	[87]	[]	[]	[135906755]	[]
503_17195	chr1	11939266	11939666	+	1000	29.0	[]	[]	[11.941725]	[154]	[]	[11939499]
503_17219	chr1	25101372	25101772	+	1000	29.0	[]	[]	[7.1016955, 7.259386]	[84, 111]	[]	[25101542, 25101569]
503_1723	chr17	78129024	78129424	+	1000	100.0	[]	[]	[12.327155]	[146]	[]	[78129244]
503_17235	chr1	112718661	112719061	+	845	29.0	[11.354753]	[85]	[]	[]	[112718815]	[]
503_17241	chr1	150506467	150506867	+	1000	29.0	[6.993913]	[140]	[]	[]	[150506681]	[]
503_17244	chr1	153633303	153633703	+	1000	29.0	[7.259386]	[159]	[]	[]	[153633518]	[]
503_17249	chr1	156616460	156616860	+	993	29.0	[8.880239]	[92]	[]	[]	[156616634]	[]
503_17255	chr1	181033042	181033442	+	952	29.0	[]	[]	[9.276331, 8.123926]	[157, 164]	[]	[181033277, 181033284]
503_17261	chr1	201999544	201999944	+	541	29.0	[]	[]	[6.993913]	[216]	[]	[201999777]
503_17267	chr1	206575009	206575409	+	1000	29.0	[6.8936343]	[128]	[]	[]	[206575212]	[]
503_17269	chr1	208219108	208219508	+	1000	29.0	[10.310211]	[143]	[]	[]	[208219272]	[]
503_17277	chr1	244833897	244834297	+	1000	29.0	[]	[]	[7.5180907]	[83]	[]	[244834063]
503_17284	chr10	22672801	22673201	+	1000	29.0	[]	[]	[11.819135, 8.830775]	[127, 152]	[]	[22673007, 22673032]
503_17317	chr11	4393317	4393717	+	1000	29.0	[13.471976]	[119]	[]	[]	[4393470]	[]
503_17326	chr11	65225339	65225739	+	1000	29.0	[]	[]	[7.916553]	[133]	[]	[65225541]
503_17329	chr11	66694698	66695098	+	1000	29.0	[]	[]	[8.403247]	[179]	[]	[66694940]
503_17333	chr11	72735487	72735887	+	1000	29.0	[10.389162]	[177]	[]	[]	[72735715]	[]
503_17363	chr12	121748871	121749271	+	1000	29.0	[]	[]	[7.0065327]	[131]	[]	[121749077]
503_17365	chr12	123719545	123719945	+	1000	29.0	[]	[]	[6.615002]	[139]	[]	[123719769]
503_17368	chr12	132414931	132415331	+	1000	29.0	[6.612075]	[164]	[]	[]	[132415142]	[]
503_17385	chr14	95533429	95533829	+	1000	29.0	[]	[]	[7.5145535]	[190]	[]	[95533654]
503_17391	chr15	28955795	28956195	+	889	29.0	[]	[]	[13.371697]	[147]	[]	[28956041]
503_174	chr1	145281008	145281408	+	1000	222.0	[10.050274]	[81]	[]	[]	[145281188]	[]
503_17417	chr16	10964030	10964430	+	748	29.0	[8.423885]	[126]	[]	[]	[10964240]	[]
503_17419	chr16	22192221	22192621	+	975	29.0	[]	[]	[6.993913]	[132]	[]	[22192446]
503_17421	chr16	27243114	27243514	+	982	29.0	[8.372218]	[77]	[]	[]	[27243272]	[]
503_17431	chr16	57667443	57667843	+	979	29.0	[8.830775]	[79]	[]	[]	[57667619]	[]
503_17441	chr16	89565169	89565569	+	1000	29.0	[7.915865]	[101]	[]	[]	[89565337]	[]
503_17444	chr17	1723038	1723438	+	1000	29.0	[]	[]	[10.288883]	[83]	[]	[1723204]
503_17445	chr17	3916385	3916785	+	796	29.0	[9.642532, 8.372218]	[134, 154]	[]	[]	[3916584, 3916604]	[]
503_17448	chr17	7213813	7214213	+	1000	29.0	[]	[]	[6.6393065]	[136]	[]	[7214043]
503_17469	chr17	41500057	41500457	+	1000	29.0	[8.226053]	[178]	[]	[]	[41500270]	[]
503_1747	chr6	169701902	169702302	+	1000	100.0	[]	[]	[11.455031, 9.834179]	[107, 140]	[]	[169702093, 169702126]
503_17478	chr17	55451194	55451594	+	1000	29.0	[]	[]	[8.261184]	[156]	[]	[55451428]
503_1748	chr6	170306551	170306951	+	1000	100.0	[10.421151, 10.421151, 11.851124]	[106, 121, 127]	[]	[]	[170306728, 170306743, 170306749]	[]
503_17481	chr17	64213922	64214322	+	1000	29.0	[9.92478]	[112]	[]	[]	[64214092]	[]
503_17488	chr17	67784336	67784736	+	1000	29.0	[]	[]	[8.638506]	[155]	[]	[67784570]
503_17496	chr17	77453583	77453983	+	1000	29.0	[]	[]	[12.327155]	[124]	[]	[77453781]
503_17500	chr17	80441071	80441471	+	1000	29.0	[8.722507]	[95]	[]	[]	[80441254]	[]
503_17515	chr18	47930539	47930939	+	1000	29.0	[]	[]	[8.404206]	[153]	[]	[47930749]
503_17526	chr19	1567174	1567574	+	823	29.0	[]	[]	[6.859596]	[136]	[]	[1567351]
503_17541	chr19	11130902	11131302	+	985	29.0	[]	[]	[6.6958017]	[125]	[]	[11131118]
503_1755	chr1	959010	959410	+	1000	99.0	[7.750857]	[147]	[]	[]	[959248]	[]
503_1756	chr1	37514616	37515016	+	1000	99.0	[]	[]	[10.150553]	[143]	[]	[37514837]
503_17564	chr19	38255561	38255961	+	1000	29.0	[]	[]	[7.208534]	[105]	[]	[38255736]
503_17566	chr19	38728148	38728548	+	854	29.0	[8.8589115]	[124]	[]	[]	[38728367]	[]
503_1757	chr1	52365951	52366351	+	1000	99.0	[10.897183]	[111]	[]	[]	[52366155]	[]
503_17572	chr19	42450337	42450737	+	1000	29.0	[]	[]	[12.327155, 8.638506]	[105, 191]	[]	[42450498, 42450584]
503_17587	chr19	50835753	50836153	+	1000	29.0	[]	[]	[7.2925353]	[141]	[]	[50835947]
503_17588	chr19	53431763	53432163	+	1000	29.0	[7.4008026]	[137]	[]	[]	[53431987]	[]
503_17589	chr19	55503932	55504332	+	1000	29.0	[11.455031]	[182]	[]	[]	[55504117]	[]
503_17592	chr2	11132600	11133000	+	1000	29.0	[11.455031]	[132]	[]	[]	[11132830]	[]
503_17594	chr2	20348492	20348892	+	1000	29.0	[6.892782]	[164]	[]	[]	[20348730]	[]
503_17599	chr2	44044146	44044546	+	1000	29.0	[]	[]	[11.455031]	[153]	[]	[44044389]
503_176	chr22	19431597	19431997	+	1000	222.0	[]	[]	[7.750857]	[135]	[]	[19431826]
503_1760	chr1	224434632	224435032	+	1000	99.0	[11.819135]	[107]	[14.901949]	[138]	[224434818]	[224434849]
503_17605	chr2	70104603	70105003	+	1000	29.0	[7.3395963]	[72]	[]	[]	[70104774]	[]
503_17618	chr2	112794077	112794477	+	785	29.0	[9.276331]	[143]	[]	[]	[112794289]	[]
503_17639	chr20	49785739	49786139	+	1000	29.0	[9.276331]	[129]	[]	[]	[49785955]	[]
503_17648	chr21	36860096	36860496	+	984	29.0	[8.830775, 7.4008026]	[152, 170]	[]	[]	[36860327, 36860345]	[]
503_17653	chr21	45308989	45309389	+	982	29.0	[6.615002]	[131]	[]	[]	[45309176]	[]
503_17697	chr22	21750825	21751225	+	1000	29.0	[]	[]	[8.830775]	[107]	[]	[21751023]
503_17699	chr22	21803726	21804126	+	1000	29.0	[]	[]	[7.915865]	[165]	[]	[21803937]
503_17700	chr22	21823419	21823819	+	1000	29.0	[8.423885, 8.423885, 6.993913]	[99, 110, 121]	[]	[]	[21823581, 21823592, 21823603]	[]
503_1772	chr16	69762101	69762501	+	1000	99.0	[9.834179]	[176]	[7.3395963]	[116]	[69762345]	[69762285]
503_17727	chr22	22862899	22863299	+	1000	29.0	[11.819135]	[101]	[]	[]	[22863093]	[]
503_17729	chr22	22931092	22931492	+	1000	29.0	[]	[]	[7.7460794]	[166]	[]	[22931282]
503_1773	chr16	75623142	75623542	+	1000	99.0	[]	[]	[6.8315754]	[123]	[]	[75623364]
503_17736	chr22	38412611	38413011	+	1000	29.0	[6.615002]	[171]	[]	[]	[38412828]	[]
503_17737	chr22	41666731	41667131	+	1000	29.0	[]	[]	[8.445345]	[137]	[]	[41666950]
503_17739	chr22_KI270733v1_random	134918	135318	+	1000	29.0	[8.681774]	[96]	[]	[]	[135114]	[]
503_1776	chr19	10119755	10120155	+	1000	99.0	[]	[]	[14.901949]	[102]	[]	[10119922]
503_17764	chr3	129599514	129599914	+	940	29.0	[7.57576]	[57]	[]	[]	[129599666]	[]
503_17765	chr3	138187242	138187642	+	1000	29.0	[]	[]	[10.698719]	[116]	[]	[138187403]
503_17782	chr4	2390177	2390577	+	1000	29.0	[10.389162]	[164]	[]	[]	[2390388]	[]
503_17784	chr4	17636676	17637076	+	1000	29.0	[7.4008026]	[112]	[]	[]	[17636853]	[]
503_17790	chr4	118835041	118835441	+	1000	29.0	[10.897183]	[138]	[]	[]	[118835237]	[]
503_17791	chr4	122364990	122365390	+	899	29.0	[8.830775]	[146]	[]	[]	[122365216]	[]
503_1780	chr2	53786778	53787178	+	1000	99.0	[9.875317, 9.467575]	[155, 179]	[]	[]	[53786988, 53787012]	[]
503_17802	chr5	109743726	109744126	+	1000	29.0	[]	[]	[10.310211]	[105]	[]	[109743927]
503_17806	chr5	126680250	126680650	+	1000	29.0	[7.885317]	[124]	[10.150553]	[121]	[126680459]	[126680456]
503_17817	chr5	148682289	148682689	+	1000	29.0	[]	[]	[9.80219]	[131]	[]	[148682516]
503_17821	chr5	151126133	151126533	+	1000	29.0	[6.615002]	[106]	[]	[]	[151126338]	[]
503_17826	chr6	14710975	14711375	+	1000	29.0	[8.261184, 8.8589115]	[104, 174]	[]	[]	[14711133, 14711203]	[]
503_17849	chr6	33744381	33744781	+	1000	29.0	[6.4858923]	[151]	[]	[]	[33744619]	[]
503_17861	chr6	73653132	73653532	+	1000	29.0	[7.896186]	[98]	[]	[]	[73653293]	[]
503_17865	chr6	119312851	119313251	+	1000	29.0	[6.6215615]	[128]	[]	[]	[119313065]	[]
503_17868	chr6	150186543	150186943	+	1000	29.0	[6.993913, 8.497711]	[107, 193]	[]	[]	[150186703, 150186789]	[]
