#PeakID(python identify_motif.py ./ENCODE_processed_files/IKZF1_idr.fa IKZF1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
758_20944	chr17	27469791	27470191	+	1000	65.5	[7.5565295]	[73]	[]	[]	[27469953]	[]
758_20945	chr17	31558715	31559115	+	1000	65.5	[8.458068]	[110]	[]	[]	[31558920]	[]
758_20948	chr17	44066562	44066962	+	1000	65.5	[11.575829, 6.7416005]	[122, 133]	[]	[]	[44066752, 44066763]	[]
758_20950	chr17	46782293	46782693	+	1000	65.5	[7.87297, 11.127567]	[155, 177]	[7.5565295]	[108]	[46782504, 46782526]	[46782457]
758_20960	chr18	966984	967384	+	1000	65.5	[8.458068]	[147]	[]	[]	[967158]	[]
758_20961	chr18	21739256	21739656	+	1000	65.5	[6.8930507]	[54]	[]	[]	[21739409]	[]
758_20963	chr18	55119375	55119775	+	1000	65.5	[8.056022]	[137]	[11.362798]	[87]	[55119598]	[55119548]
758_20965	chr19	17931730	17932130	+	1000	65.5	[]	[]	[7.5565295]	[98]	[]	[17931885]
758_20968	chr19	19901531	19901931	+	1000	65.5	[9.241764]	[213]	[]	[]	[19901776]	[]
758_20971	chr19	34999631	35000031	+	1000	65.5	[10.256007]	[131]	[]	[]	[34999832]	[]
758_20972	chr19	40875413	40875813	+	1000	65.5	[]	[]	[7.87297]	[93]	[]	[40875581]
758_20977	chr19	54020252	54020652	+	1000	65.5	[]	[]	[6.773207, 10.7555]	[166, 172]	[]	[54020486, 54020492]
758_20978	chr2	25242505	25242905	+	1000	65.5	[]	[]	[7.87297]	[99]	[]	[25242700]
758_2098	chr7	104093104	104093504	+	1000	247.5	[]	[]	[6.7416005]	[79]	[]	[104093280]
758_20981	chr2	70243836	70244236	+	1000	65.5	[]	[]	[6.685237, 9.802997, 6.685237]	[55, 122, 147]	[]	[70243989, 70244056, 70244081]
758_20984	chr2	110688846	110689246	+	1000	65.5	[7.220394, 10.256007, 7.5565295]	[111, 144, 152]	[]	[]	[110689034, 110689067, 110689075]	[]
758_20985	chr2	112276208	112276608	+	1000	65.5	[7.3734775]	[103]	[]	[]	[112276395]	[]
758_20986	chr2	119198423	119198823	+	1000	65.5	[]	[]	[8.693299, 11.54585]	[95, 129]	[]	[119198585, 119198619]
758_20989	chr2	173943142	173943542	+	1000	65.5	[]	[]	[6.8930507, 6.780856]	[82, 88]	[]	[173943324, 173943330]
758_20996	chr20	50526379	50526779	+	1000	65.5	[]	[]	[14.245327, 8.693299]	[66, 72]	[]	[50526540, 50526546]
758_20997	chr20	57451875	57452275	+	1000	65.5	[11.575829, 9.241764]	[105, 111]	[]	[]	[57452055, 57452061]	[]
758_210	chr6	28687607	28688007	+	1000	559.5	[11.575829, 11.575829]	[119, 147]	[]	[]	[28687813, 28687841]	[]
758_21003	chr22	32882064	32882464	+	1000	65.5	[]	[]	[7.87297, 6.6800203]	[87, 132]	[]	[32882223, 32882268]
758_21005	chr3	5116572	5116972	+	1000	65.5	[]	[]	[9.081597, 7.6377397, 8.1006775]	[105, 111, 166]	[]	[5116752, 5116758, 5116813]
758_21014	chr3	156818927	156819327	+	1000	65.5	[6.7416005]	[94]	[]	[]	[156819096]	[]
758_21015	chr3	157279276	157279676	+	1000	65.5	[6.7416005]	[133]	[]	[]	[157279494]	[]
758_21022	chr4	153954706	153955106	+	1000	65.5	[11.575829]	[111]	[]	[]	[153954905]	[]
758_21023	chr4	159102910	159103310	+	1000	65.5	[8.458068, 6.7687325]	[104, 122]	[]	[]	[159103113, 159103131]	[]
758_21027	chr5	71586812	71587212	+	1000	65.5	[]	[]	[7.87297]	[100]	[]	[71586969]
758_21029	chr5	139337016	139337416	+	1000	65.5	[11.575829]	[133]	[9.442706]	[153]	[139337245]	[139337265]
758_21031	chr5	173852525	173852925	+	1000	65.5	[6.8930507, 7.250373, 10.256007]	[93, 125, 137]	[]	[]	[173852707, 173852739, 173852751]	[]
758_21034	chr6	2542843	2543243	+	1000	65.5	[]	[]	[9.919872]	[95]	[]	[2543029]
758_2104	chr2	166376124	166376524	+	1000	247.0	[]	[]	[11.127567]	[94]	[]	[166376313]
758_21042	chr6	42084981	42085381	+	1000	65.5	[]	[]	[7.250373]	[140]	[]	[42085218]
758_21043	chr6	42894033	42894433	+	1000	65.5	[]	[]	[11.575829, 11.575829]	[60, 87]	[]	[42894187, 42894214]
758_21047	chr6	49633748	49634148	+	1000	65.5	[]	[]	[6.863072, 7.220394, 9.957938]	[68, 86, 133]	[]	[49633914, 49633932, 49633979]
758_21048	chr6	52325878	52326278	+	1000	65.5	[]	[]	[9.411099]	[136]	[]	[52326100]
758_21051	chr6	136767160	136767560	+	1000	65.5	[7.87297, 7.87297, 7.280349, 8.458068]	[72, 89, 131, 153]	[]	[]	[136767321, 136767338, 136767380, 136767402]	[]
758_21052	chr6	143516748	143517148	+	1000	65.5	[7.6377397, 7.6377397, 7.6377397, 7.6377397, 7.87297]	[112, 145, 171, 179, 199]	[]	[]	[143516908, 143516941, 143516967, 143516975, 143516995]	[]
758_21057	chr7	67453987	67454387	+	1000	65.5	[8.458068]	[145]	[]	[]	[67454200]	[]
758_2106	chr1	67711453	67711853	+	1000	246.5	[]	[]	[10.7555]	[145]	[]	[67711685]
758_21063	chr7	135941856	135942256	+	1000	65.5	[9.373037]	[107]	[]	[]	[135942022]	[]
758_21064	chr7	137962252	137962652	+	1000	65.5	[]	[]	[6.7416005]	[107]	[]	[137962459]
758_21065	chr8	9058029	9058429	+	1000	65.5	[6.780856]	[96]	[9.919872]	[124]	[9058221]	[9058249]
758_21067	chr8	89755763	89756163	+	1000	65.5	[]	[]	[8.245038]	[132]	[]	[89755985]
758_21068	chr8	116887454	116887854	+	1000	65.5	[9.919872]	[85]	[8.458068, 6.8930507]	[100, 114]	[116887638]	[116887653, 116887667]
758_21073	chr9	95510513	95510913	+	1000	65.5	[7.87297, 7.87297]	[147, 152]	[]	[]	[95510749, 95510754]	[]
758_21074	chr9	112224649	112225049	+	1000	65.5	[6.7661796, 9.373037]	[123, 150]	[]	[]	[112224868, 112224895]	[]
758_21079	chr9	125284833	125285233	+	1000	65.5	[]	[]	[7.25846]	[140]	[]	[125285073]
758_2108	chr1	28065901	28066301	+	1000	246.0	[8.690641]	[123]	[]	[]	[28066120]	[]
758_21082	chr9	137254297	137254697	+	1000	65.5	[8.245038]	[80]	[6.780856]	[129]	[137254466]	[137254515]
758_21087	chrX	109911039	109911439	+	1000	65.5	[]	[]	[6.7661796]	[113]	[]	[109911245]
758_21088	chrX	152149839	152150239	+	641	65.5	[6.780856]	[163]	[]	[]	[152150043]	[]
758_2109	chr10	43397197	43397597	+	1000	246.0	[8.245038]	[98]	[]	[]	[43397386]	[]
758_21092	chr1	23531547	23531947	+	1000	65.0	[7.3734775]	[73]	[11.127567]	[56]	[23531719]	[23531702]
758_21094	chr1	26385523	26385923	+	1000	65.0	[7.0754085]	[119]	[]	[]	[26385716]	[]
758_21095	chr1	26507119	26507519	+	1000	65.0	[7.3734775, 7.5565295]	[78, 146]	[8.1006775]	[170]	[26507275, 26507343]	[26507367]
758_21096	chr1	27321908	27322308	+	1000	65.0	[8.87635]	[84]	[]	[]	[27322075]	[]
758_211	chr1	29156950	29157350	+	1000	558.5	[]	[]	[6.743228]	[57]	[]	[29157106]
758_21100	chr1	65506083	65506483	+	1000	65.0	[6.8930507]	[96]	[]	[]	[65506276]	[]
758_21101	chr1	116430071	116430471	+	1000	65.0	[]	[]	[7.6377397, 7.6377397, 11.575829, 7.6377397, 6.7416005]	[55, 63, 79, 136, 148]	[]	[116430225, 116430233, 116430249, 116430306, 116430318]
758_21104	chr1	155319995	155320395	+	1000	65.0	[6.660896]	[62]	[]	[]	[155320149]	[]
758_21105	chr1	155598789	155599189	+	1000	65.0	[7.280349]	[173]	[]	[]	[155599013]	[]
758_21107	chr1	165628711	165629111	+	1000	65.0	[10.770176]	[159]	[8.056022]	[66]	[165628959]	[165628866]
758_21111	chr1	182359601	182360001	+	1000	65.0	[]	[]	[6.738754]	[140]	[]	[182359824]
758_21112	chr1	201648287	201648687	+	1000	65.0	[]	[]	[10.7555]	[68]	[]	[201648441]
758_21115	chr1	227906553	227906953	+	1000	65.0	[]	[]	[8.458068, 14.245327, 8.245038, 7.6377397, 8.458068, 14.245327, 8.245038]	[99, 107, 113, 133, 176, 184, 190]	[]	[227906708, 227906716, 227906722, 227906742, 227906785, 227906793, 227906799]
758_21116	chr10	5487485	5487885	+	1000	65.0	[]	[]	[6.780856]	[141]	[]	[5487726]
758_21120	chr10	50654514	50654914	+	857	65.0	[6.780856]	[194]	[8.87635]	[212]	[50654720]	[50654738]
758_21124	chr10	73786219	73786619	+	1000	65.0	[6.6800203, 7.0754085]	[68, 85]	[6.8439474]	[77]	[73786371, 73786388]	[73786380]
758_21125	chr10	79129318	79129718	+	973	65.0	[]	[]	[8.693299]	[209]	[]	[79129553]
758_21127	chr10	112843179	112843579	+	1000	65.0	[11.127567]	[142]	[]	[]	[112843420]	[]
758_21128	chr11	407293	407693	+	1000	65.0	[6.780856]	[63]	[]	[]	[407451]	[]
758_21134	chr11	70397493	70397893	+	1000	65.0	[]	[]	[6.7116218]	[124]	[]	[70397690]
758_21139	chr12	54229616	54230016	+	1000	65.0	[]	[]	[7.037342, 7.5565295]	[67, 98]	[]	[54229782, 54229813]
758_21141	chr12	57478384	57478784	+	1000	65.0	[]	[]	[7.5565295, 6.5722647, 6.780856]	[99, 116, 129]	[]	[57478570, 57478587, 57478600]
758_21145	chr12	113820768	113821168	+	1000	65.0	[6.863072, 8.428089]	[61, 78]	[]	[]	[113820925, 113820942]	[]
758_21148	chr12	123580134	123580534	+	1000	65.0	[8.1006775]	[123]	[]	[]	[123580335]	[]
758_21149	chr12	131879515	131879915	+	575	65.0	[8.693299, 8.87635]	[106, 152]	[]	[]	[131879697, 131879743]	[]
758_21150	chr13	51542039	51542439	+	1000	65.0	[6.8439474]	[179]	[]	[]	[51542281]	[]
758_21153	chr14	31058335	31058735	+	1000	65.0	[]	[]	[10.256007]	[53]	[]	[31058487]
758_21160	chr15	48858461	48858861	+	1000	65.0	[]	[]	[8.245038]	[95]	[]	[48858654]
758_21161	chr15	58552283	58552683	+	1000	65.0	[]	[]	[6.8930507]	[105]	[]	[58552478]
758_21162	chr15	63392018	63392418	+	1000	65.0	[6.660896]	[156]	[]	[]	[63392252]	[]
758_21163	chr15	63512267	63512667	+	1000	65.0	[]	[]	[7.6377397]	[94]	[]	[63512437]
758_21166	chr15	84651346	84651746	+	1000	65.0	[]	[]	[6.780856, 6.863072]	[137, 158]	[]	[84651572, 84651593]
758_21168	chr16	11198301	11198701	+	1000	65.0	[10.7555, 7.6377397, 7.6377397, 10.7555]	[67, 75, 91, 160]	[]	[]	[11198457, 11198465, 11198481, 11198550]	[]
758_21169	chr16	19842690	19843090	+	1000	65.0	[8.458068]	[71]	[]	[]	[19842853]	[]
758_2117	chr4	84966596	84966996	+	1000	246.0	[]	[]	[11.575829]	[94]	[]	[84966790]
758_21174	chr16	69619513	69619913	+	1000	65.0	[8.859356]	[152]	[11.54585, 6.780856]	[91, 135]	[69619753]	[69619692, 69619736]
758_21180	chr16	89826958	89827358	+	1000	65.0	[7.5565295]	[163]	[]	[]	[89827204]	[]
758_21183	chr17	38351435	38351835	+	1000	65.0	[7.5565295]	[151]	[]	[]	[38351679]	[]
758_21188	chr17	64240446	64240846	+	1000	65.0	[7.87297]	[127]	[7.3734775]	[145]	[64240654]	[64240672]
758_21189	chr17	65068377	65068777	+	1000	65.0	[]	[]	[7.87297, 7.87297, 7.87297, 7.87297, 7.87297, 7.87297, 7.87297, 7.87297, 8.458068, 8.693299]	[63, 68, 73, 78, 83, 88, 93, 98, 107, 127]	[]	[65068530, 65068535, 65068540, 65068545, 65068550, 65068555, 65068560, 65068565, 65068574, 65068594]
758_2119	chr7	117045875	117046275	+	1000	246.0	[7.250373, 7.250373]	[71, 100]	[]	[]	[117046032, 117046061]	[]
758_21193	chr17	82170326	82170726	+	1000	65.0	[11.575829]	[100]	[]	[]	[82170524]	[]
758_21199	chr19	7391401	7391801	+	1000	65.0	[6.780856]	[152]	[6.780856]	[85]	[7391652]	[7391585]
758_212	chr10	17425512	17425912	+	1000	558.5	[7.6377397, 8.458068, 8.458068]	[68, 92, 116]	[]	[]	[17425678, 17425702, 17425726]	[]
758_21200	chr19	13401478	13401878	+	1000	65.0	[6.780856]	[72]	[]	[]	[13401633]	[]
758_21207	chr19	50553278	50553678	+	1000	65.0	[]	[]	[6.780856]	[132]	[]	[50553493]
758_21208	chr19	51460450	51460850	+	1000	65.0	[]	[]	[9.56255, 6.780856]	[89, 100]	[]	[51460627, 51460638]
758_21210	chr19	55671534	55671934	+	1000	65.0	[7.6377397]	[149]	[]	[]	[55671774]	[]
758_21211	chr1_KI270713v1_random	16152	16552	+	1000	65.0	[]	[]	[11.575829]	[85]	[]	[16333]
758_21213	chr2	26724179	26724579	+	1000	65.0	[]	[]	[7.5565295]	[102]	[]	[26724380]
758_21215	chr2	68440722	68441122	+	1000	65.0	[7.037342]	[183]	[]	[]	[68440919]	[]
758_21216	chr2	85906105	85906505	+	1000	65.0	[]	[]	[7.6377397, 7.6377397, 6.8930507, 7.87297, 7.87297]	[87, 95, 150, 157, 162]	[]	[85906275, 85906283, 85906338, 85906345, 85906350]
758_21217	chr2	85978844	85979244	+	1000	65.0	[]	[]	[11.575829, 10.7555, 11.575829, 7.6377397, 7.6377397]	[89, 99, 124, 130, 142]	[]	[85979027, 85979037, 85979062, 85979068, 85979080]
758_21219	chr2	102420335	102420735	+	1000	65.0	[]	[]	[7.220394]	[123]	[]	[102420544]
758_21220	chr2	105337736	105338136	+	1000	65.0	[6.7687325]	[131]	[6.673559]	[156]	[105337938]	[105337963]
758_21223	chr2	170151053	170151453	+	1000	65.0	[]	[]	[9.919872]	[132]	[]	[170151280]
758_21230	chr20	47500353	47500753	+	1000	65.0	[8.245038]	[71]	[]	[]	[47500509]	[]
758_21235	chr22	22063160	22063560	+	1000	65.0	[9.56255]	[172]	[]	[]	[22063364]	[]
758_21236	chr22	22709708	22710108	+	1000	65.0	[6.673559]	[103]	[]	[]	[22709905]	[]
758_21238	chr22	38802727	38803127	+	1000	65.0	[]	[]	[7.037342, 7.5565295]	[89, 113]	[]	[38802899, 38802923]
758_21239	chr22	46895816	46896216	+	1000	65.0	[]	[]	[14.245327]	[175]	[]	[46896047]
758_21248	chr3	101142157	101142557	+	1000	65.0	[7.037342]	[77]	[]	[]	[101142332]	[]
758_21251	chr3	139237933	139238333	+	1000	65.0	[]	[]	[11.575829]	[176]	[]	[139238180]
758_21255	chr4	48591341	48591741	+	1000	65.0	[]	[]	[8.056022, 6.773207]	[139, 156]	[]	[48591575, 48591592]
758_21256	chr4	56070091	56070491	+	857	65.0	[]	[]	[6.773207, 8.693299]	[79, 85]	[]	[56070266, 56070272]
758_21257	chr4	56387721	56388121	+	1000	65.0	[]	[]	[11.362798]	[98]	[]	[56387919]
758_21259	chr4	126775359	126775759	+	1000	65.0	[8.693299, 7.87297]	[93, 102]	[]	[]	[126775536, 126775545]	[]
758_2126	chr4	2395501	2395901	+	1000	245.5	[10.256007]	[110]	[7.220394]	[65]	[2395701]	[2395656]
758_21260	chr4	126790591	126790991	+	980	65.0	[]	[]	[9.438231, 7.280349]	[74, 80]	[]	[126790763, 126790769]
758_21261	chr5	32297715	32298115	+	1000	65.0	[7.220394]	[150]	[]	[]	[32297925]	[]
758_21262	chr5	54460404	54460804	+	1000	65.0	[]	[]	[10.770176]	[104]	[]	[54460576]
758_21266	chr5	112974864	112975264	+	1000	65.0	[]	[]	[11.127567]	[57]	[]	[112975021]
758_21267	chr5	172111558	172111958	+	1000	65.0	[11.127567]	[145]	[6.8401775]	[103]	[172111793]	[172111751]
758_21268	chr5	173864254	173864654	+	1000	65.0	[]	[]	[9.442706]	[163]	[]	[173864418]
758_21269	chr5	177113815	177114215	+	1000	65.0	[]	[]	[7.5565295]	[132]	[]	[177114013]
758_21273	chr6	16044208	16044608	+	837	65.0	[7.6377397, 9.442706]	[127, 144]	[]	[]	[16044398, 16044415]	[]
758_21274	chr6	26064581	26064981	+	1000	65.0	[]	[]	[9.802997]	[87]	[]	[26064755]
758_21275	chr6	27136803	27137203	+	1000	65.0	[]	[]	[10.7555, 11.127567]	[74, 118]	[]	[27136972, 27137016]
758_21278	chr6	28979566	28979966	+	1000	65.0	[]	[]	[10.7555]	[61]	[]	[28979723]
758_21285	chr6	47245827	47246227	+	1000	65.0	[11.127567]	[89]	[]	[]	[47246000]	[]
758_21287	chr6	142146879	142147279	+	1000	65.0	[]	[]	[8.458068]	[64]	[]	[142147034]
758_2129	chr7	23470519	23470919	+	1000	245.5	[8.693299, 8.458068]	[113, 167]	[]	[]	[23470715, 23470769]	[]
758_21292	chr7	65925079	65925479	+	1000	65.0	[]	[]	[6.660896]	[173]	[]	[65925323]
758_21293	chr7	73323890	73324290	+	1000	65.0	[8.693299, 6.8930507, 6.8930507, 6.8930507, 7.6377397, 10.7555]	[98, 104, 111, 118, 129, 144]	[]	[]	[73324078, 73324084, 73324091, 73324098, 73324109, 73324124]	[]
758_21294	chr7	74650727	74651127	+	1000	65.0	[]	[]	[11.54585]	[89]	[]	[74650913]
758_21296	chr7	100643510	100643910	+	1000	65.0	[]	[]	[6.8930507]	[127]	[]	[100643733]
758_21301	chr7	111459653	111460053	+	1000	65.0	[7.280349]	[140]	[]	[]	[111459877]	[]
758_21304	chr7	134933006	134933406	+	1000	65.0	[6.8401775, 7.6377397, 8.1006775]	[88, 108, 150]	[]	[]	[134933192, 134933212, 134933254]	[]
758_21307	chr7	145786100	145786500	+	1000	65.0	[9.56255]	[134]	[]	[]	[145786333]	[]
758_2131	chr10	17435162	17435562	+	1000	245.0	[7.250373]	[146]	[7.1035194]	[75]	[17435400]	[17435329]
758_21310	chr7	156893342	156893742	+	1000	65.0	[6.738754]	[116]	[]	[]	[156893500]	[]
758_21320	chr8	98825360	98825760	+	1000	65.0	[8.458068]	[182]	[]	[]	[98825588]	[]
758_21321	chr8	130329862	130330262	+	1000	65.0	[8.708212]	[87]	[]	[]	[130330047]	[]
758_21323	chr9	69187342	69187742	+	1000	65.0	[10.7555]	[141]	[]	[]	[69187563]	[]
758_21326	chr9	113299972	113300372	+	1000	65.0	[9.56255, 8.458068]	[140, 148]	[10.256007]	[104]	[113300195, 113300203]	[113300159]
758_21329	chr9	128211458	128211858	+	1000	65.0	[]	[]	[11.575829]	[162]	[]	[128211697]
758_21330	chr9	129478504	129478904	+	1000	65.0	[10.7555, 6.6800203, 7.6377397]	[72, 85, 149]	[]	[]	[129478667, 129478680, 129478744]	[]
758_21335	chr9	135961283	135961683	+	1000	65.0	[8.056022]	[121]	[]	[]	[135961483]	[]
758_21338	chrUn_GL000219v1	94580	94980	+	1000	65.0	[9.56255]	[95]	[]	[]	[94749]	[]
758_21348	chr1	28510496	28510896	+	1000	64.5	[7.5565295]	[122]	[]	[]	[28510706]	[]
758_21349	chr1	35279996	35280396	+	1000	64.5	[]	[]	[7.87297, 7.87297, 7.2884393, 7.87297, 7.2884393]	[124, 137, 141, 147, 157]	[]	[35280196, 35280209, 35280213, 35280219, 35280229]
758_2135	chr21	39332068	39332468	+	1000	245.0	[11.127567]	[151]	[]	[]	[39332316]	[]
758_21350	chr1	35675854	35676254	+	1000	64.5	[]	[]	[7.6377397, 7.6377397]	[85, 101]	[]	[35676036, 35676052]
758_21355	chr1	54052624	54053024	+	1000	64.5	[6.8401775, 9.438231]	[183, 218]	[]	[]	[54052829, 54052864]	[]
758_2136	chr22	24728891	24729291	+	1000	245.0	[7.5565295]	[64]	[8.87635]	[75]	[24729045]	[24729056]
758_21360	chr1	152071082	152071482	+	1000	64.5	[6.7687325]	[120]	[6.780856]	[86]	[152071298]	[152071264]
758_21362	chr1	160541531	160541931	+	1000	64.5	[7.5565295]	[155]	[]	[]	[160541778]	[]
758_21363	chr1	168399048	168399448	+	1000	64.5	[]	[]	[11.575829, 7.2884393]	[146, 152]	[]	[168399272, 168399278]
758_21369	chr1	243270448	243270848	+	1000	64.5	[9.442706]	[76]	[6.8401775, 14.245327]	[97, 116]	[243270612]	[243270633, 243270652]
758_2137	chr3	141312906	141313306	+	1000	245.0	[]	[]	[11.54585]	[71]	[]	[141313073]
758_21370	chr1	244367709	244368109	+	1000	64.5	[9.919872]	[77]	[8.693299, 8.458068]	[103, 119]	[244367863]	[244367889, 244367905]
758_21380	chr11	63517151	63517551	+	1000	64.5	[6.673559]	[126]	[]	[]	[63517374]	[]
758_21386	chr11	121257274	121257674	+	1000	64.5	[]	[]	[7.250373, 8.87635]	[99, 142]	[]	[121257440, 121257483]
758_21387	chr11	128956374	128956774	+	1000	64.5	[10.256007, 14.245327]	[101, 130]	[]	[]	[128956572, 128956601]	[]
758_21388	chr12	2958677	2959077	+	1000	64.5	[8.428089]	[134]	[11.127567, 10.256007]	[89, 96]	[2958911]	[2958866, 2958873]
758_21390	chr12	18696961	18697361	+	1000	64.5	[]	[]	[9.543426, 11.127567]	[86, 104]	[]	[18697126, 18697144]
758_21393	chr12	56157218	56157618	+	1000	64.5	[10.7555]	[88]	[]	[]	[56157397]	[]
758_21398	chr12	74171681	74172081	+	1000	64.5	[8.220124]	[74]	[]	[]	[74171841]	[]
758_214	chr3	47762227	47762627	+	1000	556.0	[]	[]	[8.245038]	[83]	[]	[47762410]
758_21401	chr12	113413532	113413932	+	1000	64.5	[]	[]	[6.780856]	[116]	[]	[113413730]
758_21402	chr12	116591524	116591924	+	1000	64.5	[10.7555]	[75]	[8.220124]	[143]	[116591684]	[116591752]
758_21403	chr12	122195454	122195854	+	1000	64.5	[]	[]	[8.056022, 7.2884393, 11.127567]	[103, 127, 133]	[]	[122195626, 122195650, 122195656]
758_21405	chr12	127160903	127161303	+	1000	64.5	[7.87297, 6.8401775]	[128, 165]	[]	[]	[127161114, 127161151]	[]
758_21406	chr13	30585685	30586085	+	1000	64.5	[6.7416005]	[54]	[11.575829, 11.575829]	[106, 143]	[30585837]	[30585889, 30585926]
758_2141	chr1	154353444	154353844	+	1000	244.5	[]	[]	[8.690641]	[167]	[]	[154353691]
758_21410	chr14	20493674	20494074	+	1000	64.5	[11.575829]	[84]	[14.245327]	[144]	[20493855]	[20493915]
758_21414	chr14	75051402	75051802	+	1000	64.5	[]	[]	[6.7116218]	[154]	[]	[75051653]
758_21415	chr14	77414383	77414783	+	1000	64.5	[]	[]	[8.458068]	[143]	[]	[77414612]
758_21417	chr15	34588226	34588626	+	1000	64.5	[7.037342]	[141]	[]	[]	[34588438]	[]
758_21418	chr15	66883257	66883657	+	1000	64.5	[]	[]	[7.3734775]	[66]	[]	[66883413]
758_21419	chr15	67098229	67098629	+	1000	64.5	[7.220394]	[119]	[]	[]	[67098434]	[]
758_21424	chr15	90650298	90650698	+	1000	64.5	[6.863072]	[123]	[]	[]	[90650467]	[]
758_21426	chr16	30354519	30354919	+	1000	64.5	[8.87635]	[116]	[]	[]	[30354722]	[]
758_21427	chr16	66551350	66551750	+	1000	64.5	[7.6377397]	[136]	[6.743228]	[62]	[66551584]	[66551510]
758_21428	chr16	72554905	72555305	+	1000	64.5	[7.5565295]	[167]	[]	[]	[72555142]	[]
758_21434	chr17	27978162	27978562	+	1000	64.5	[6.743228]	[134]	[]	[]	[27978389]	[]
758_21437	chr17	38869264	38869664	+	1000	64.5	[7.87297]	[112]	[]	[]	[38869450]	[]
758_2144	chr11	118621064	118621464	+	1000	244.5	[]	[]	[11.575829]	[142]	[]	[118621302]
758_21440	chr17	45579842	45580242	+	1000	64.5	[6.780856]	[131]	[]	[]	[45580057]	[]
758_21444	chr17	69175690	69176090	+	1000	64.5	[]	[]	[7.5565295]	[162]	[]	[69175914]
758_21445	chr17	75184506	75184906	+	1000	64.5	[]	[]	[7.037342]	[121]	[]	[75184722]
758_21446	chr17	75453043	75453443	+	1000	64.5	[]	[]	[7.3734775]	[105]	[]	[75453237]
758_21448	chr17	81011956	81012356	+	1000	64.5	[6.7416005, 7.87297]	[59, 112]	[]	[]	[81012108, 81012161]	[]
758_21451	chr19	2552773	2553173	+	1000	64.5	[10.7555, 8.458068]	[90, 122]	[]	[]	[2552948, 2552980]	[]
758_21454	chr19	17962466	17962866	+	1000	64.5	[]	[]	[8.245038]	[96]	[]	[17962655]
758_21455	chr19	18194578	18194978	+	1000	64.5	[]	[]	[7.3734775]	[67]	[]	[18194735]
758_21457	chr19	36190566	36190966	+	1000	64.5	[]	[]	[6.660896]	[174]	[]	[36190816]
758_21459	chr19	39430633	39431033	+	1000	64.5	[]	[]	[7.1035194]	[105]	[]	[39430813]
758_2146	chr17	82339140	82339540	+	1000	244.5	[]	[]	[6.685237, 7.250373]	[103, 123]	[]	[82339343, 82339363]
758_21467	chr19	55257390	55257790	+	1000	64.5	[7.0754085]	[143]	[]	[]	[55257632]	[]
758_2147	chr5	49601893	49602293	+	1000	244.5	[7.87297]	[117]	[]	[]	[49602108]	[]
758_21474	chr2	138028431	138028831	+	1000	64.5	[8.458068, 11.575829]	[76, 127]	[]	[]	[138028582, 138028633]	[]
758_21475	chr2	167941109	167941509	+	1000	64.5	[10.770176]	[115]	[]	[]	[167941312]	[]
758_21476	chr2	200315939	200316339	+	1000	64.5	[6.9204674, 9.919872, 6.7416005]	[72, 100, 106]	[]	[]	[200316092, 200316120, 200316126]	[]
758_21479	chr20	32205929	32206329	+	1000	64.5	[8.1006775]	[173]	[]	[]	[32206122]	[]
758_21481	chr20	36843350	36843750	+	1000	64.5	[8.458068, 6.773207, 8.859356, 7.250373]	[63, 69, 75, 104]	[]	[]	[36843502, 36843508, 36843514, 36843543]	[]
758_21483	chr20	50483568	50483968	+	1000	64.5	[7.3734775, 7.87297, 7.87297]	[130, 155, 163]	[]	[]	[50483779, 50483804, 50483812]	[]
758_21487	chr21	36078178	36078578	+	1000	64.5	[8.859356]	[163]	[]	[]	[36078424]	[]
758_21488	chr22	19085098	19085498	+	1000	64.5	[7.037342]	[93]	[]	[]	[19085286]	[]
758_21489	chr22	19582268	19582668	+	1000	64.5	[7.280349, 8.708212]	[129, 203]	[]	[]	[19582444, 19582518]	[]
758_2149	chr7	105401590	105401990	+	1000	244.5	[11.575829, 9.438231]	[107, 113]	[14.245327]	[135]	[105401792, 105401798]	[105401820]
758_21490	chr22	20852068	20852468	+	1000	64.5	[6.8401775]	[137]	[]	[]	[20852272]	[]
758_21491	chr22	21827290	21827690	+	1000	64.5	[6.743228]	[130]	[7.87297]	[98]	[21827498]	[21827466]
758_21492	chr22	21852213	21852613	+	1000	64.5	[9.957938, 8.734424, 8.734424]	[148, 156, 167]	[]	[]	[21852436, 21852444, 21852455]	[]
758_21496	chr22_KI270736v1_random	158268	158668	+	1000	64.5	[7.87297]	[223]	[]	[]	[158510]	[]
758_21499	chr3	32720748	32721148	+	1000	64.5	[]	[]	[7.6377397, 7.6377397]	[151, 165]	[]	[32720981, 32720995]
758_2150	chr8	95223513	95223913	+	1000	244.5	[]	[]	[9.919872]	[123]	[]	[95223725]
758_21501	chr3	43506632	43507032	+	1000	64.5	[]	[]	[6.9204674]	[110]	[]	[43506837]
758_21504	chr3	152472376	152472776	+	1000	64.5	[11.575829]	[130]	[]	[]	[152472600]	[]
758_21506	chr3	183520608	183521008	+	1000	64.5	[]	[]	[11.575829]	[154]	[]	[183520856]
758_21508	chr3	193656071	193656471	+	1000	64.5	[7.037342]	[120]	[7.0754085]	[67]	[193656289]	[193656236]
