#PeakID(python identify_motif.py ./ENCODE_processed_files/SOX6_idr.fa SOX6 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
986_2284	chr3	156781584	156781984	+	1000	198.5	[]	[]	[6.2220955]	[101]	[]	[156781761]
986_22842	chr3	196639602	196640002	+	1000	60.5	[]	[]	[6.2220955]	[201]	[]	[196639835]
986_22847	chr4	128570345	128570745	+	1000	60.5	[13.042722]	[162]	[6.2220955]	[111]	[128570588]	[128570537]
986_22851	chr5	77492196	77492596	+	1000	60.5	[8.910168]	[161]	[]	[]	[77492388]	[]
986_22853	chr5	104079721	104080121	+	1000	60.5	[12.18935]	[100]	[]	[]	[104079907]	[]
986_22854	chr5	116436845	116437245	+	1000	60.5	[9.315548]	[117]	[]	[]	[116437039]	[]
986_22857	chr5	143596306	143596706	+	1000	60.5	[11.946385]	[81]	[]	[]	[143596465]	[]
986_22858	chr5	151155871	151156271	+	1000	60.5	[]	[]	[11.946385]	[164]	[]	[151156116]
986_2286	chr9	112811086	112811486	+	1000	198.5	[9.315548, 6.4234533]	[55, 80]	[]	[]	[112811240, 112811265]	[]
986_22862	chr6	27826212	27826612	+	1000	60.5	[]	[]	[7.805526]	[104]	[]	[27826410]
986_22863	chr6	30597309	30597709	+	1000	60.5	[7.2768254]	[103]	[6.3845105]	[100]	[30597502]	[30597499]
986_22864	chr6	30802714	30803114	+	1000	60.5	[]	[]	[9.315548, 6.2220955]	[84, 114]	[]	[30802893, 30802923]
986_22869	chr6	90296706	90297106	+	1000	60.5	[7.2768254]	[102]	[]	[]	[90296899]	[]
986_22871	chr6	116501139	116501539	+	1000	60.5	[]	[]	[9.315548]	[129]	[]	[116501346]
986_22873	chr6	136756454	136756854	+	1000	60.5	[]	[]	[6.3845105, 6.3118367]	[150, 161]	[]	[136756607, 136756618]
986_22874	chr6	139449598	139449998	+	1000	60.5	[11.78397, 9.315548, 6.2220955]	[63, 107, 124]	[]	[]	[139449756, 139449800, 139449817]	[]
986_22875	chr6	143167235	143167635	+	1000	60.5	[6.7628446]	[130]	[]	[]	[143167412]	[]
986_22876	chr6	146950330	146950730	+	1000	60.5	[12.18935]	[132]	[]	[]	[146950559]	[]
986_22886	chr7	108089383	108089783	+	1000	60.5	[8.055507, 7.0770936]	[148, 159]	[]	[]	[108089619, 108089630]	[]
986_22887	chr7	116258626	116259026	+	1000	60.5	[7.3200583]	[80]	[]	[]	[116258788]	[]
986_22888	chr7	116419985	116420385	+	1000	60.5	[]	[]	[8.908878]	[136]	[]	[116420209]
986_22889	chr7	116802828	116803228	+	1000	60.5	[]	[]	[6.4666862]	[99]	[]	[116803018]
986_2289	chr4	68281932	68282332	+	1000	198.0	[]	[]	[9.76354, 6.2220955]	[94, 170]	[]	[68282088, 68282164]
986_22892	chr7	139588593	139588993	+	1000	60.5	[6.3845105]	[146]	[]	[]	[139588833]	[]
986_22893	chr7	140923506	140923906	+	1000	60.5	[]	[]	[7.2768254]	[160]	[]	[140923736]
986_22896	chr7	154684877	154685277	+	1000	60.5	[8.658898]	[90]	[]	[]	[154685067]	[]
986_229	chr1	15260578	15260978	+	1000	546.0	[12.18935]	[105]	[]	[]	[15260778]	[]
986_22902	chr8	27488882	27489282	+	1000	60.5	[]	[]	[6.2220955]	[152]	[]	[27489115]
986_22906	chr8	79932563	79932963	+	1000	60.5	[]	[]	[11.78397]	[75]	[]	[79932734]
986_22908	chr8	101207363	101207763	+	1000	60.5	[]	[]	[6.2220955]	[104]	[]	[101207560]
986_22909	chr8	101376050	101376450	+	1000	60.5	[7.2768254, 6.8433943]	[91, 118]	[]	[]	[101376231, 101376258]	[]
986_22910	chr8	102746835	102747235	+	1000	60.5	[6.2220955, 6.2220955]	[65, 104]	[]	[]	[102746999, 102747038]	[]
986_22911	chr8	123058169	123058569	+	1000	60.5	[]	[]	[6.2220955]	[75]	[]	[123058325]
986_22919	chr9	130804775	130805175	+	1000	60.5	[9.072583]	[226]	[12.18935]	[156]	[130805009]	[130804939]
986_22923	chr9	131210636	131211036	+	1000	60.5	[]	[]	[6.3845105]	[64]	[]	[131210794]
986_22925	chr9	136875139	136875539	+	1000	60.5	[]	[]	[6.2220955]	[107]	[]	[136875296]
986_22929	chrX	13084589	13084989	+	1000	60.5	[]	[]	[12.18935]	[145]	[]	[13084820]
986_2293	chr14	22497769	22498169	+	1000	197.5	[6.3845105]	[71]	[7.0058093]	[153]	[22497926]	[22498008]
986_22930	chrX	13398527	13398927	+	1000	60.5	[]	[]	[12.026935]	[144]	[]	[13398750]
986_22931	chrX	31847696	31848096	+	1000	60.5	[]	[]	[6.3845105, 6.2220955]	[81, 178]	[]	[31847847, 31847944]
986_22933	chrX	120242830	120243230	+	1000	60.5	[8.496483]	[114]	[]	[]	[120243019]	[]
986_22934	chrX	134792030	134792430	+	1000	60.5	[]	[]	[6.4234533]	[140]	[]	[134792245]
986_22936	chr1	3319921	3320321	+	1000	60.0	[6.7628446]	[70]	[]	[]	[3320084]	[]
986_22937	chr1	8040643	8041043	+	1000	60.0	[9.072583]	[174]	[]	[]	[8040888]	[]
986_22938	chr1	30180140	30180540	+	789	60.0	[]	[]	[6.3923864]	[102]	[]	[30180307]
986_22943	chr1	40875697	40876097	+	943	60.0	[]	[]	[6.2220955]	[77]	[]	[40875862]
986_22949	chr1	67694876	67695276	+	1000	60.0	[]	[]	[8.665914]	[158]	[]	[67695101]
986_22954	chr1	116463822	116464222	+	1000	60.0	[]	[]	[10.16892]	[152]	[]	[116464037]
986_22957	chr1	154386543	154386943	+	1000	60.0	[6.8433943]	[113]	[]	[]	[154386746]	[]
986_22960	chr1	156192701	156193101	+	1000	60.0	[12.026935]	[164]	[]	[]	[156192938]	[]
986_22967	chr1	212013696	212014096	+	1000	60.0	[6.3845105]	[83]	[8.665914, 8.658898]	[91, 110]	[212013877]	[212013885, 212013904]
986_22968	chr1	212680660	212681060	+	888	60.0	[6.3845105, 9.153132]	[143, 199]	[12.880307]	[135]	[212680851, 212680907]	[212680843]
986_22975	chr1	246188046	246188446	+	1000	60.0	[]	[]	[6.3845105]	[90]	[]	[246188203]
986_2298	chr2	86440769	86441169	+	1000	197.5	[]	[]	[6.3118367]	[89]	[]	[86440953]
986_22982	chr10	69087634	69088034	+	1000	60.0	[]	[]	[6.3845105]	[176]	[]	[69087864]
986_22984	chr10	77846630	77847030	+	1000	60.0	[6.2220955]	[97]	[11.946385]	[81]	[77846806]	[77846790]
986_22987	chr10	101607063	101607463	+	1000	60.0	[6.2220955]	[112]	[]	[]	[101607258]	[]
986_22995	chr11	59866470	59866870	+	1000	60.0	[12.026935]	[134]	[]	[]	[59866695]	[]
986_22996	chr11	62398550	62398950	+	1000	60.0	[6.4234533]	[153]	[]	[]	[62398771]	[]
986_22997	chr11	64659779	64660179	+	1000	60.0	[]	[]	[6.3845105]	[108]	[]	[64659971]
986_22998	chr11	64870304	64870704	+	1000	60.0	[]	[]	[8.055507]	[139]	[]	[64870515]
986_22999	chr11	72118464	72118864	+	1000	60.0	[6.2220955]	[130]	[]	[]	[72118681]	[]
986_2301	chr6	43836590	43836990	+	1000	197.5	[]	[]	[8.496483]	[145]	[]	[43836828]
986_23012	chr12	50642003	50642403	+	1000	60.0	[]	[]	[11.946385]	[105]	[]	[50642197]
986_23015	chr12	55940220	55940620	+	1000	60.0	[8.908878]	[121]	[]	[]	[55940410]	[]
986_2302	chr7	135661294	135661694	+	1000	197.5	[]	[]	[10.16892]	[111]	[]	[135661487]
986_23021	chr12	111637460	111637860	+	787	60.0	[]	[]	[6.8433943]	[67]	[]	[111637613]
986_23022	chr12	112353339	112353739	+	1000	60.0	[]	[]	[7.2768254]	[79]	[]	[112353503]
986_23037	chr15	42954309	42954709	+	1000	60.0	[]	[]	[13.042722]	[93]	[]	[42954475]
986_23039	chr15	50003658	50004058	+	1000	60.0	[]	[]	[7.0058093]	[105]	[]	[50003851]
986_2304	chr9	19748627	19749027	+	1000	197.5	[12.18935]	[138]	[]	[]	[19748854]	[]
986_23046	chr15	92644991	92645391	+	1000	60.0	[6.3845105]	[137]	[]	[]	[92645216]	[]
986_23047	chr16	1473032	1473432	+	1000	60.0	[]	[]	[6.2220955]	[188]	[]	[1473273]
986_23051	chr16	16782122	16782522	+	878	60.0	[]	[]	[13.042722]	[99]	[]	[16782296]
986_23052	chr16	25776171	25776571	+	1000	60.0	[]	[]	[6.3845105]	[123]	[]	[25776394]
986_23053	chr16	30139826	30140226	+	681	60.0	[]	[]	[6.3845105]	[147]	[]	[30140054]
986_2306	chr1	1375102	1375502	+	1000	197.0	[6.2220955]	[113]	[]	[]	[1375294]	[]
986_2307	chr1	221958224	221958624	+	1000	197.0	[]	[]	[12.637342]	[73]	[]	[221958393]
986_23072	chr17	57612629	57613029	+	1000	60.0	[]	[]	[12.880307]	[96]	[]	[57612808]
986_23076	chr17	76654428	76654828	+	1000	60.0	[]	[]	[6.2220955]	[98]	[]	[76654580]
986_23079	chr18	2425578	2425978	+	1000	60.0	[8.658898]	[181]	[]	[]	[2425794]	[]
986_2308	chr1	233598897	233599297	+	1000	197.0	[13.042722]	[93]	[]	[]	[233599084]	[]
986_23080	chr18	23227282	23227682	+	753	60.0	[12.880307]	[83]	[]	[]	[23227450]	[]
986_23087	chr19	14382019	14382419	+	1000	60.0	[]	[]	[6.4234533]	[110]	[]	[14382191]
986_23095	chr19	39347901	39348301	+	1000	60.0	[8.658898]	[135]	[]	[]	[39348132]	[]
986_23097	chr19	46770938	46771338	+	1000	60.0	[]	[]	[7.2768254]	[132]	[]	[46771158]
986_23099	chr19	48107379	48107779	+	1000	60.0	[6.2220955]	[78]	[]	[]	[48107550]	[]
986_2310	chr17	81094827	81095227	+	1000	197.0	[9.153132]	[120]	[]	[]	[81095038]	[]
986_23107	chr2	24799182	24799582	+	1000	60.0	[]	[]	[6.2220955]	[150]	[]	[24799391]
986_23115	chr2	60962517	60962917	+	1000	60.0	[]	[]	[8.658898]	[82]	[]	[60962695]
986_2312	chr3	150631819	150632219	+	1000	197.0	[]	[]	[6.3845105, 6.3845105]	[117, 153]	[]	[150632020, 150632056]
986_23121	chr2	119377614	119378014	+	1000	60.0	[]	[]	[6.2220955]	[94]	[]	[119377806]
986_23124	chr2	190334415	190334815	+	1000	60.0	[6.2237215]	[141]	[]	[]	[190334649]	[]
986_23136	chr21	21193233	21193633	+	841	60.0	[]	[]	[9.315548]	[125]	[]	[21193426]
986_23141	chr22	16651294	16651694	+	1000	60.0	[6.2220955]	[155]	[12.18935]	[71]	[16651540]	[16651456]
986_23143	chr22	17366915	17367315	+	1000	60.0	[]	[]	[12.880307]	[187]	[]	[17367154]
986_23147	chr22	21580134	21580534	+	1000	60.0	[]	[]	[6.3845105]	[129]	[]	[21580338]
986_23154	chr3	28243680	28244080	+	1000	60.0	[]	[]	[6.3845105]	[116]	[]	[28243881]
986_23155	chr3	32510132	32510532	+	1000	60.0	[6.2220955]	[89]	[]	[]	[32510284]	[]
986_2316	chr1	234547151	234547551	+	1000	196.5	[6.5548015]	[86]	[6.2220955]	[107]	[234547335]	[234547356]
986_23160	chr3	100602477	100602877	+	1000	60.0	[]	[]	[11.946385]	[98]	[]	[100602674]
986_23162	chr3	118540282	118540682	+	801	60.0	[]	[]	[9.76354]	[136]	[]	[118540500]
986_23169	chr3	178859983	178860383	+	1000	60.0	[6.2220955]	[77]	[]	[]	[178860135]	[]
986_2317	chr14	90573744	90574144	+	1000	196.5	[6.7628446]	[96]	[]	[]	[90573940]	[]
986_23170	chr3	183912050	183912450	+	1000	60.0	[]	[]	[7.0770936, 6.2220955]	[74, 138]	[]	[183912222, 183912286]
986_23172	chr3	186874762	186875162	+	1000	60.0	[11.946385, 9.76354]	[104, 137]	[6.3845105]	[56]	[186874965, 186874998]	[186874917]
986_23187	chr4	107990867	107991267	+	1000	60.0	[7.0770936, 12.799757]	[105, 129]	[]	[]	[107991058, 107991082]	[]
986_23188	chr4	151014445	151014845	+	1000	60.0	[6.3923864]	[115]	[]	[]	[151014624]	[]
986_23189	chr4	153465913	153466313	+	1000	60.0	[12.637342]	[132]	[]	[]	[153466140]	[]
986_2319	chr22	37803213	37803613	+	1000	196.5	[6.3845105]	[82]	[]	[]	[37803388]	[]
986_23192	chr4	183580337	183580737	+	702	60.0	[]	[]	[6.2220955]	[118]	[]	[183580550]
986_23196	chr5	40802902	40803302	+	1000	60.0	[]	[]	[6.2220955]	[122]	[]	[40803066]
986_23197	chr5	75566826	75567226	+	1000	60.0	[]	[]	[6.8433943]	[102]	[]	[75567018]
986_23199	chr5	100534997	100535397	+	1000	60.0	[]	[]	[12.799757]	[121]	[]	[100535205]
986_23200	chr5	100654884	100655284	+	1000	60.0	[]	[]	[9.76354]	[147]	[]	[100655123]
986_23201	chr5	119411183	119411583	+	1000	60.0	[10.006505, 8.908878]	[124, 150]	[]	[]	[119411387, 119411413]	[]
986_23207	chr5	139513517	139513917	+	1000	60.0	[]	[]	[6.6004295]	[131]	[]	[139513742]
986_23214	chr6	6663492	6663892	+	1000	60.0	[6.2220955]	[104]	[12.880307, 6.3845105]	[64, 101]	[6663684]	[6663644, 6663681]
986_23216	chr6	7615521	7615921	+	1000	60.0	[]	[]	[7.0770936]	[128]	[]	[7615749]
986_23218	chr6	27812917	27813317	+	1000	60.0	[]	[]	[7.6431108]	[141]	[]	[27813128]
986_23219	chr6	28956295	28956695	+	1000	60.0	[]	[]	[7.0058093, 9.925955]	[166, 173]	[]	[28956516, 28956523]
986_2322	chr5	68331194	68331594	+	1000	196.5	[]	[]	[6.7628446]	[160]	[]	[68331444]
986_23222	chr6	49532030	49532430	+	1000	60.0	[6.3845105, 6.3845105]	[100, 117]	[6.3845105, 6.2220955]	[97, 114]	[49532203, 49532220]	[49532200, 49532217]
986_23223	chr6	68761253	68761653	+	1000	60.0	[6.4666862]	[158]	[]	[]	[68761463]	[]
986_23224	chr6	83467559	83467959	+	1000	60.0	[]	[]	[9.315548, 9.315548]	[98, 103]	[]	[83467753, 83467758]
986_23226	chr6	88973049	88973449	+	1000	60.0	[11.946385, 9.315548]	[104, 143]	[]	[]	[88973235, 88973274]	[]
986_23227	chr6	104402643	104403043	+	1000	60.0	[]	[]	[7.6431108]	[174]	[]	[104402881]
986_23228	chr6	116631468	116631868	+	1000	60.0	[]	[]	[6.3845105]	[172]	[]	[116631657]
986_23229	chr6	124964693	124965093	+	1000	60.0	[]	[]	[9.925955]	[91]	[]	[124964882]
986_23231	chr6	133923916	133924316	+	1000	60.0	[6.8433943]	[138]	[]	[]	[133924135]	[]
986_23233	chr6	149148365	149148765	+	595	60.0	[]	[]	[7.805526]	[110]	[]	[149148529]
986_23234	chr6	154610312	154610712	+	1000	60.0	[6.3845105, 6.7628446]	[89, 159]	[]	[]	[154610480, 154610550]	[]
986_23236	chr6	160955532	160955932	+	1000	60.0	[12.637342]	[148]	[]	[]	[160955773]	[]
986_23238	chr7	6637648	6638048	+	1000	60.0	[6.2220955]	[135]	[]	[]	[6637836]	[]
986_23239	chr7	44973784	44974184	+	1000	60.0	[6.2220955]	[96]	[6.2220955]	[87]	[44973970]	[44973961]
986_23243	chr7	77362821	77363221	+	1000	60.0	[12.637342]	[66]	[]	[]	[77362981]	[]
986_23247	chr7	123761742	123762142	+	1000	60.0	[12.18935, 6.3845105]	[125, 158]	[]	[]	[123761899, 123761932]	[]
986_23249	chr7	137882918	137883318	+	1000	60.0	[12.18935]	[112]	[8.055507, 6.3923864]	[70, 102]	[137883113]	[137883071, 137883103]
986_23250	chr7	148264842	148265242	+	1000	60.0	[]	[]	[8.658898]	[138]	[]	[148265071]
986_23254	chr8	274363	274763	+	969	60.0	[6.3845105]	[79]	[]	[]	[274536]	[]
986_2326	chr6	136718486	136718886	+	1000	196.5	[]	[]	[12.026935, 10.16892]	[79, 96]	[]	[136718653, 136718670]
986_23260	chr8	59056636	59057036	+	634	60.0	[]	[]	[9.153132, 6.3845105]	[93, 99]	[]	[59056812, 59056818]
986_23261	chr8	66917711	66918111	+	1000	60.0	[6.5548015]	[154]	[]	[]	[66917950]	[]
986_23268	chr8	144954611	144955011	+	1000	60.0	[]	[]	[6.3845105]	[87]	[]	[144954789]
986_2327	chr7	108274453	108274853	+	1000	196.5	[]	[]	[12.18935, 6.3923864]	[133, 139]	[]	[108274683, 108274689]
986_23273	chr9	97923553	97923953	+	1000	60.0	[6.3845105]	[195]	[]	[]	[97923754]	[]
986_23274	chr9	111601634	111602034	+	1000	60.0	[]	[]	[9.315548]	[99]	[]	[111601797]
986_23275	chr9	113406862	113407262	+	1000	60.0	[]	[]	[9.315548, 9.315548, 9.315548]	[99, 104, 109]	[]	[113407025, 113407030, 113407035]
986_23276	chr9	124392776	124393176	+	1000	60.0	[8.658898]	[148]	[]	[]	[124392986]	[]
986_23277	chr9	127699123	127699523	+	1000	60.0	[]	[]	[6.3845105]	[180]	[]	[127699342]
986_23279	chr9	128886320	128886720	+	984	60.0	[]	[]	[12.18935]	[118]	[]	[128886500]
986_23280	chr9	129175671	129176071	+	1000	60.0	[]	[]	[12.799757]	[73]	[]	[129175822]
986_23281	chr9	130738316	130738716	+	1000	60.0	[10.16892]	[169]	[6.2220955]	[148]	[130738562]	[130738541]
986_23284	chr9	131186053	131186453	+	1000	60.0	[9.315548]	[179]	[]	[]	[131186274]	[]
986_23293	chr1	16082319	16082719	+	1000	59.5	[6.2220955, 11.946385]	[92, 159]	[]	[]	[16082492, 16082559]	[]
986_23294	chr1	23417568	23417968	+	1000	59.5	[]	[]	[6.3845105]	[95]	[]	[23417739]
986_23298	chr1	25784603	25785003	+	1000	59.5	[]	[]	[6.2220955]	[136]	[]	[25784818]
986_23309	chr1	46673730	46674130	+	1000	59.5	[6.3845105, 7.805526]	[161, 165]	[]	[]	[46673975, 46673979]	[]
986_23311	chr1	57674828	57675228	+	1000	59.5	[]	[]	[12.799757]	[86]	[]	[57675011]
986_23317	chr1	150507821	150508221	+	1000	59.5	[]	[]	[6.3923864]	[180]	[]	[150508072]
986_23324	chr1	167526969	167527369	+	1000	59.5	[]	[]	[8.908878]	[77]	[]	[167527145]
986_23325	chr1	197441882	197442282	+	1000	59.5	[]	[]	[6.3845105]	[167]	[]	[197442113]
986_23331	chr1	230150201	230150601	+	966	59.5	[]	[]	[9.315548]	[173]	[]	[230150391]
986_23335	chr10	17616306	17616706	+	1000	59.5	[8.908878]	[69]	[]	[]	[17616471]	[]
986_23348	chr10	84374940	84375340	+	1000	59.5	[12.799757]	[135]	[]	[]	[84375170]	[]
986_23351	chr10	102645911	102646311	+	1000	59.5	[7.3200583]	[94]	[]	[]	[102646072]	[]
986_23357	chr11	57277727	57278127	+	771	59.5	[12.026935]	[159]	[6.2220955]	[144]	[57277944]	[57277929]
986_2336	chr19	38862579	38862979	+	1000	196.0	[6.3118367]	[148]	[]	[]	[38862817]	[]
986_23362	chr11	66351249	66351649	+	823	59.5	[7.6431108, 7.6431108]	[113, 150]	[]	[]	[66351437, 66351474]	[]
986_23378	chr12	62604847	62605247	+	1000	59.5	[]	[]	[6.2220955]	[183]	[]	[62605087]
986_23379	chr12	77049814	77050214	+	1000	59.5	[7.805526]	[161]	[]	[]	[77050052]	[]
986_2338	chr4	73990968	73991368	+	1000	196.0	[12.880307]	[127]	[]	[]	[73991188]	[]
986_23382	chr12	105946578	105946978	+	954	59.5	[]	[]	[6.2220955]	[139]	[]	[105946816]
986_23384	chr12	109461108	109461508	+	1000	59.5	[]	[]	[6.2220955]	[146]	[]	[109461321]
986_23388	chr12	118611777	118612177	+	1000	59.5	[]	[]	[12.880307]	[154]	[]	[118611999]
986_23391	chr13	73261870	73262270	+	1000	59.5	[8.496483]	[116]	[12.799757]	[88]	[73262068]	[73262040]
986_23393	chr14	33964747	33965147	+	1000	59.5	[6.3118367]	[110]	[]	[]	[33964956]	[]
986_23397	chr14	68987617	68988017	+	1000	59.5	[]	[]	[7.0770936]	[117]	[]	[68987788]
986_234	chr20	53175400	53175800	+	1000	541.5	[8.658898]	[79]	[]	[]	[53175577]	[]
986_2340	chr7	111255635	111256035	+	1000	196.0	[9.76354]	[102]	[7.3200583]	[155]	[111255808]	[111255861]
986_23400	chr15	31435304	31435704	+	1000	59.5	[6.2220955]	[112]	[6.2220955]	[91]	[31435508]	[31435487]
986_23404	chr15	51981541	51981941	+	1000	59.5	[]	[]	[11.946385]	[173]	[]	[51981777]
986_23406	chr15	65532732	65533132	+	1000	59.5	[]	[]	[9.315548]	[118]	[]	[65532914]
986_23409	chr16	3016113	3016513	+	1000	59.5	[]	[]	[7.3200583]	[133]	[]	[3016334]
986_23413	chr16	23902999	23903399	+	1000	59.5	[]	[]	[8.910168]	[146]	[]	[23903204]
986_23415	chr16	30070830	30071230	+	1000	59.5	[8.055507]	[189]	[]	[]	[30071074]	[]
986_23417	chr16	31869468	31869868	+	1000	59.5	[]	[]	[8.496483]	[98]	[]	[31869665]
986_23420	chr16	81558707	81559107	+	1000	59.5	[11.946385, 11.78397]	[62, 106]	[6.3845105]	[130]	[81558865, 81558909]	[81558933]
986_23421	chr16	85188789	85189189	+	1000	59.5	[8.658898]	[181]	[]	[]	[85189011]	[]
986_23423	chr17	7252188	7252588	+	1000	59.5	[]	[]	[6.2220955]	[164]	[]	[7252424]
986_23424	chr17	7857551	7857951	+	1000	59.5	[6.3845105, 7.0058093]	[137, 159]	[]	[]	[7857742, 7857764]	[]
986_23425	chr17	8153530	8153930	+	1000	59.5	[]	[]	[12.799757]	[128]	[]	[8153758]
986_2343	chr10	42638353	42638753	+	1000	195.5	[]	[]	[9.315548]	[108]	[]	[42638561]
986_23432	chr17	40219071	40219471	+	1000	59.5	[9.072583]	[198]	[]	[]	[40219305]	[]
986_23434	chr17	42493257	42493657	+	1000	59.5	[12.18935]	[146]	[6.3845105]	[107]	[42493490]	[42493451]
986_23438	chr17	75074456	75074856	+	1000	59.5	[]	[]	[12.880307]	[92]	[]	[75074614]
986_23439	chr17	76736300	76736700	+	1000	59.5	[6.2220955]	[172]	[]	[]	[76736547]	[]
986_23445	chr18	3444921	3445321	+	1000	59.5	[]	[]	[6.3845105]	[118]	[]	[3445079]
986_23446	chr18	3655547	3655947	+	1000	59.5	[]	[]	[6.2220955]	[135]	[]	[3655766]
986_2345	chr22	21556038	21556438	+	1000	195.5	[]	[]	[9.315548]	[118]	[]	[21556237]
986_23452	chr19	6087841	6088241	+	1000	59.5	[]	[]	[11.946385, 6.3845105]	[162, 173]	[]	[6088078, 6088089]
986_23453	chr19	7494546	7494946	+	1000	59.5	[]	[]	[6.5548015, 6.8433943]	[133, 159]	[]	[7494756, 7494782]
986_23457	chr19	12132995	12133395	+	772	59.5	[6.2220955]	[149]	[]	[]	[12133155]	[]
986_23459	chr19	13794862	13795262	+	1000	59.5	[]	[]	[12.18935]	[129]	[]	[13795069]
986_2346	chr22	21816687	21817087	+	1000	195.5	[]	[]	[6.3845105]	[161]	[]	[21816923]
986_23466	chr19	44591321	44591721	+	1000	59.5	[8.055507]	[117]	[]	[]	[44591531]	[]
986_23470	chr19	50724404	50724804	+	1000	59.5	[]	[]	[6.3845105]	[148]	[]	[50724627]
986_23474	chr19	55655030	55655430	+	1000	59.5	[6.2220955]	[153]	[]	[]	[55655220]	[]
986_23475	chr2	20052889	20053289	+	1000	59.5	[9.072583]	[194]	[]	[]	[20053114]	[]
986_23484	chr2	105950731	105951131	+	1000	59.5	[12.799757]	[117]	[9.153132]	[127]	[105950948]	[105950958]
986_23486	chr2	112764483	112764883	+	1000	59.5	[6.2220955]	[93]	[]	[]	[112764674]	[]
986_23502	chr20	53869713	53870113	+	1000	59.5	[]	[]	[6.3845105]	[131]	[]	[53869940]
986_23509	chr22	19725403	19725803	+	1000	59.5	[]	[]	[12.880307]	[110]	[]	[19725577]
986_23512	chr22	22009791	22010191	+	1000	59.5	[]	[]	[9.315548]	[201]	[]	[22009998]
986_23513	chr22	22058633	22059033	+	1000	59.5	[6.2220955, 6.2220955]	[128, 158]	[]	[]	[22058852, 22058882]	[]
986_23516	chr22	22657608	22658008	+	1000	59.5	[6.2220955]	[186]	[]	[]	[22657796]	[]
986_23518	chr22	22729213	22729613	+	1000	59.5	[8.055507]	[88]	[]	[]	[22729370]	[]
986_23521	chr22	50533398	50533798	+	1000	59.5	[6.2220955]	[146]	[]	[]	[50533602]	[]
986_23526	chr3	45040628	45041028	+	1000	59.5	[6.3845105]	[146]	[]	[]	[45040832]	[]
986_2353	chr1	169338613	169339013	+	1000	195.0	[]	[]	[8.658898]	[89]	[]	[169338798]
986_23532	chr3	156535121	156535521	+	1000	59.5	[11.78397]	[193]	[]	[]	[156535372]	[]
986_23535	chr3	185290307	185290707	+	1000	59.5	[]	[]	[8.665914]	[106]	[]	[185290502]
986_23537	chr3	196048532	196048932	+	1000	59.5	[]	[]	[6.3845105]	[140]	[]	[196048760]
986_23538	chr3	197447782	197448182	+	1000	59.5	[7.6431108]	[116]	[6.2220955, 11.946385]	[68, 131]	[197447988]	[197447940, 197448003]
986_2354	chr1	180970692	180971092	+	1000	195.0	[]	[]	[6.8433943]	[134]	[]	[180970895]
986_23540	chr4	4502962	4503362	+	1000	59.5	[7.0058093]	[148]	[]	[]	[4503201]	[]
986_23543	chr4	46081640	46082040	+	1000	59.5	[]	[]	[6.2220955]	[150]	[]	[46081878]
986_23546	chr4	78656866	78657266	+	1000	59.5	[6.2220955]	[148]	[]	[]	[78657108]	[]
986_23547	chr4	79897119	79897519	+	1000	59.5	[6.2220955]	[116]	[]	[]	[79897313]	[]
986_23550	chr4	138406150	138406550	+	1000	59.5	[10.006505]	[140]	[]	[]	[138406356]	[]
986_23551	chr4	184347331	184347731	+	1000	59.5	[7.6431108]	[105]	[]	[]	[184347512]	[]
986_23552	chr5	10595797	10596197	+	1000	59.5	[12.18935]	[159]	[8.910168]	[84]	[10596031]	[10595956]
986_23554	chr5	55995587	55995987	+	1000	59.5	[]	[]	[6.2220955]	[62]	[]	[55995742]
986_23555	chr5	132506173	132506573	+	1000	59.5	[6.3845105]	[151]	[6.3845105]	[92]	[132506421]	[132506362]
986_23558	chr6	4800634	4801034	+	1000	59.5	[11.946385, 7.0058093, 6.2220955, 9.315548]	[77, 101, 124, 148]	[]	[]	[4800790, 4800814, 4800837, 4800861]	[]
986_23560	chr6	6851024	6851424	+	1000	59.5	[8.055507]	[187]	[]	[]	[6851226]	[]
986_23561	chr6	11069715	11070115	+	1000	59.5	[6.2220955]	[150]	[6.3845105, 12.026935]	[95, 107]	[11069939]	[11069884, 11069896]
986_23565	chr6	21079728	21080128	+	861	59.5	[9.315548, 12.026935]	[106, 149]	[]	[]	[21079925, 21079968]	[]
986_23566	chr6	27667859	27668259	+	1000	59.5	[]	[]	[6.2220955]	[178]	[]	[27668056]
986_23569	chr6	31068786	31069186	+	1000	59.5	[]	[]	[10.16892]	[128]	[]	[31068959]
986_23570	chr6	31717406	31717806	+	1000	59.5	[6.2220955]	[152]	[]	[]	[31717566]	[]
986_23571	chr6	34544833	34545233	+	1000	59.5	[]	[]	[6.7628446]	[122]	[]	[34545010]
986_23579	chr6	79796192	79796592	+	1000	59.5	[]	[]	[12.026935]	[103]	[]	[79796391]
986_23581	chr6	108587481	108587881	+	1000	59.5	[13.042722, 8.496483]	[110, 145]	[6.8433943, 7.0770936]	[102, 121]	[108587666, 108587701]	[108587658, 108587677]
986_23584	chr6	112951775	112952175	+	1000	59.5	[9.315548]	[76]	[9.925955]	[157]	[112951934]	[112952015]
986_23585	chr6	119498007	119498407	+	802	59.5	[6.2220955]	[141]	[]	[]	[119498244]	[]
