#PeakID(python identify_motif.py ./ENCODE_processed_files/PKNOX1_idr.fa PKNOX1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
36_16293	chr7	99979172	99979572	+	779	84.0	[8.0269785]	[173]	[]	[]	[99979341]	[]
36_16297	chr8	61875413	61875813	+	830	84.0	[]	[]	[10.479256]	[108]	[]	[61875609]
36_163	chr20	17682171	17682571	+	1000	880.0	[]	[]	[9.698124]	[86]	[]	[17682347]
36_1630	chr9	70607966	70608366	+	1000	530.0	[]	[]	[8.355804, 7.38059]	[53, 94]	[]	[70608117, 70608158]
36_16308	chr1	116476361	116476761	+	913	83.5	[8.026925]	[131]	[]	[]	[116476566]	[]
36_16309	chr1	116711202	116711602	+	628	83.5	[10.171764]	[96]	[]	[]	[116711389]	[]
36_16310	chr1	155242740	155243140	+	663	83.5	[]	[]	[7.0489435, 7.63498]	[178, 182]	[]	[155242976, 155242980]
36_16311	chr1	167276036	167276436	+	930	83.5	[9.127924]	[163]	[10.419522, 14.610782, 10.569666]	[127, 131, 135]	[167276281]	[167276245, 167276249, 167276253]
36_16314	chr10	22716901	22717301	+	939	83.5	[7.6974354]	[133]	[]	[]	[22717110]	[]
36_16316	chr11	62450936	62451336	+	945	83.5	[]	[]	[9.606707, 14.492824]	[81, 85]	[]	[62451111, 62451115]
36_16319	chr11	65493509	65493909	+	753	83.5	[7.8048544]	[201]	[]	[]	[65493730]	[]
36_16322	chr11	110379385	110379785	+	947	83.5	[]	[]	[10.76784, 7.351545]	[99, 103]	[]	[110379581, 110379585]
36_16325	chr12	93300351	93300751	+	785	83.5	[14.492824]	[116]	[]	[]	[93300524]	[]
36_16327	chr12	131404861	131405261	+	878	83.5	[]	[]	[8.302331, 8.302331, 8.302331]	[98, 145, 160]	[]	[131405022, 131405069, 131405084]
36_16328	chr13	95656646	95657046	+	943	83.5	[7.5829563]	[94]	[]	[]	[95656814]	[]
36_16330	chr15	34047554	34047954	+	870	83.5	[]	[]	[7.8048544]	[144]	[]	[34047783]
36_16333	chr16	29654849	29655249	+	912	83.5	[8.06066]	[226]	[]	[]	[29655090]	[]
36_16338	chr17	2026015	2026415	+	944	83.5	[]	[]	[13.044986]	[145]	[]	[2026239]
36_1634	chr6	31929486	31929886	+	1000	529.0	[14.492824]	[108]	[]	[]	[31929692]	[]
36_16343	chr18	7830526	7830926	+	899	83.5	[7.8270597]	[147]	[13.296596]	[99]	[7830763]	[7830715]
36_16346	chr19	9040985	9041385	+	943	83.5	[14.492824]	[158]	[]	[]	[9041205]	[]
36_16348	chr2	8998512	8998912	+	940	83.5	[]	[]	[8.984686]	[273]	[]	[8998726]
36_16350	chr2	20110772	20111172	+	896	83.5	[7.1821637]	[139]	[8.913801]	[160]	[20110999]	[20111020]
36_16351	chr2	65845450	65845850	+	942	83.5	[]	[]	[8.29916]	[160]	[]	[65845697]
36_16356	chr2	230010182	230010582	+	950	83.5	[10.482768]	[106]	[]	[]	[230010357]	[]
36_16357	chr20	4091525	4091925	+	930	83.5	[11.865117]	[105]	[]	[]	[4091726]	[]
36_16358	chr20	34153183	34153583	+	938	83.5	[]	[]	[8.092959, 8.302331]	[52, 74]	[]	[34153335, 34153357]
36_16359	chr20	53154583	53154983	+	737	83.5	[]	[]	[10.361639]	[158]	[]	[53154792]
36_16365	chr3	133456009	133456409	+	786	83.5	[7.6974354]	[148]	[]	[]	[133456255]	[]
36_16368	chr3	197502968	197503368	+	926	83.5	[14.492824]	[100]	[]	[]	[197503157]	[]
36_1637	chr5	111083351	111083751	+	1000	528.5	[]	[]	[12.269929]	[83]	[]	[111083534]
36_16370	chr5	96924109	96924509	+	908	83.5	[12.135462, 14.610782]	[96, 100]	[]	[]	[96924297, 96924301]	[]
36_16374	chr6	41768775	41769175	+	857	83.5	[7.6093335]	[210]	[]	[]	[41768995]	[]
36_16377	chr6	130034683	130035083	+	925	83.5	[]	[]	[12.172607]	[142]	[]	[130034848]
36_16378	chr6	143900339	143900739	+	942	83.5	[14.959101, 8.838065, 8.838065]	[140, 155, 170]	[]	[]	[143900551, 143900566, 143900581]	[]
36_16379	chr6	157061823	157062223	+	801	83.5	[]	[]	[7.654458, 9.018479]	[213, 222]	[]	[157062045, 157062054]
36_16382	chr7	134535523	134535923	+	895	83.5	[10.831086]	[122]	[]	[]	[134535742]	[]
36_16383	chr7	149102280	149102680	+	941	83.5	[13.265748, 11.964068]	[145, 157]	[]	[]	[149102493, 149102505]	[]
36_16384	chr7	158710539	158710939	+	945	83.5	[]	[]	[10.110129]	[99]	[]	[158710722]
36_16385	chr8	15586487	15586887	+	921	83.5	[]	[]	[14.492824]	[151]	[]	[15586708]
36_16387	chr8	124866536	124866936	+	910	83.5	[7.7539153]	[127]	[]	[]	[124866727]	[]
36_16388	chr9	99196525	99196925	+	930	83.5	[10.774591]	[101]	[]	[]	[99196719]	[]
36_16389	chr9	130947021	130947421	+	949	83.5	[7.8360543]	[75]	[11.459053, 12.135462, 12.135462, 12.135462, 7.8624854]	[112, 149, 153, 157, 161]	[130947182]	[130947219, 130947256, 130947260, 130947264, 130947268]
36_1639	chr2	196356359	196356759	+	1000	528.0	[]	[]	[7.412284, 7.9228125]	[58, 93]	[]	[196356510, 196356545]
36_16390	chrX	24693645	24694045	+	947	83.5	[8.07561]	[149]	[]	[]	[24693880]	[]
36_16392	chr1	36149736	36150136	+	838	83.0	[8.0269785]	[95]	[]	[]	[36149905]	[]
36_16394	chr1	89635813	89636213	+	821	83.0	[]	[]	[8.661665]	[93]	[]	[89635997]
36_16398	chr1	172532814	172533214	+	858	83.0	[7.079566]	[171]	[]	[]	[172533012]	[]
36_16399	chr1	178266569	178266969	+	928	83.0	[]	[]	[10.29932]	[127]	[]	[178266774]
36_1640	chr6	163717107	163717507	+	1000	528.0	[]	[]	[9.68468, 14.959101, 7.5706415, 7.0576324, 8.301034, 7.9540124, 7.0576324]	[70, 85, 110, 123, 137, 149, 153]	[]	[163717267, 163717282, 163717307, 163717320, 163717334, 163717346, 163717350]
36_16403	chr1	230191122	230191522	+	938	83.0	[]	[]	[7.7539153]	[77]	[]	[230191297]
36_16404	chr1	236420956	236421356	+	906	83.0	[8.413243]	[86]	[7.8184385]	[138]	[236421142]	[236421194]
36_16408	chr10	102116550	102116950	+	927	83.0	[]	[]	[8.2925205]	[266]	[]	[102116801]
36_16411	chr11	57780501	57780901	+	919	83.0	[7.0489435, 10.520082]	[117, 133]	[]	[]	[57780698, 57780714]	[]
36_16413	chr12	31733326	31733726	+	884	83.0	[]	[]	[10.838625]	[96]	[]	[31733521]
36_16414	chr12	47307690	47308090	+	941	83.0	[]	[]	[12.830319]	[158]	[]	[47307911]
36_16415	chr12	62977870	62978270	+	720	83.0	[7.5706415]	[110]	[]	[]	[62978070]	[]
36_16416	chr12	76633358	76633758	+	567	83.0	[11.577011, 9.134563]	[98, 110]	[]	[]	[76633530, 76633542]	[]
36_16417	chr12	102441121	102441521	+	857	83.0	[]	[]	[7.7705655]	[226]	[]	[102441352]
36_16418	chr13	99151464	99151864	+	939	83.0	[7.7539153]	[150]	[]	[]	[99151682]	[]
36_16419	chr15	62165748	62166148	+	929	83.0	[8.907162]	[96]	[10.419522]	[112]	[62165935]	[62165951]
36_16423	chr16	79845725	79846125	+	755	83.0	[]	[]	[9.168581]	[149]	[]	[79845948]
36_16434	chr19	55183647	55184047	+	764	83.0	[]	[]	[7.818045, 7.3857517, 9.145273]	[116, 129, 133]	[]	[55183848, 55183861, 55183865]
36_16438	chr2	144234364	144234764	+	943	83.0	[]	[]	[13.296596]	[94]	[]	[144234540]
36_16439	chr2	171150365	171150765	+	939	83.0	[]	[]	[9.461956]	[124]	[]	[171150571]
36_1644	chr1	22342106	22342506	+	1000	524.5	[9.256888, 10.388675, 7.70643]	[117, 121, 129]	[]	[]	[22342317, 22342321, 22342329]	[]
36_16442	chr20	10511531	10511931	+	864	83.0	[7.552109]	[98]	[]	[]	[10511716]	[]
36_16446	chr22	39439247	39439647	+	838	83.0	[8.01759, 8.786245]	[167, 173]	[]	[]	[39439431, 39439437]	[]
36_16447	chr3	24023239	24023639	+	900	83.0	[7.116506]	[55]	[14.492824]	[109]	[24023392]	[24023446]
36_16448	chr3	33811318	33811718	+	936	83.0	[14.610782]	[84]	[]	[]	[33811484]	[]
36_16449	chr3	38209027	38209427	+	941	83.0	[9.794609, 9.794609, 14.959101]	[111, 115, 119]	[14.492824]	[138]	[38209226, 38209230, 38209234]	[38209253]
36_16452	chr3	195194426	195194826	+	927	83.0	[]	[]	[8.245836]	[251]	[]	[195194656]
36_16455	chr4	114495478	114495878	+	832	83.0	[]	[]	[10.29932]	[133]	[]	[114495679]
36_16459	chr5	68316529	68316929	+	921	83.0	[7.7686043]	[170]	[]	[]	[68316684]	[]
36_1646	chr16	81495647	81496047	+	1000	524.5	[]	[]	[7.5706415, 11.903602]	[105, 148]	[]	[81495832, 81495875]
36_16467	chr6	107972636	107973036	+	896	83.0	[9.113638]	[111]	[]	[]	[107972834]	[]
36_16468	chr7	30347963	30348363	+	940	83.0	[10.354999, 8.636368]	[186, 190]	[]	[]	[30348121, 30348125]	[]
36_1647	chr18	9848133	9848533	+	1000	524.5	[]	[]	[8.822879, 10.736993, 10.736993, 9.723165, 8.047822, 10.388675, 9.29815, 8.047822, 7.128729, 10.388675]	[127, 135, 167, 175, 179, 187, 191, 195, 211, 219]	[]	[9848284, 9848292, 9848324, 9848332, 9848336, 9848344, 9848348, 9848352, 9848368, 9848376]
36_16471	chr7	121530465	121530865	+	770	83.0	[]	[]	[10.945533]	[101]	[]	[121530634]
36_16473	chr8	28174722	28175122	+	559	83.0	[7.8270597, 13.296596]	[80, 111]	[]	[]	[28174889, 28174920]	[]
36_16474	chr8	41844906	41845306	+	781	83.0	[]	[]	[7.7875047, 7.7539153]	[94, 137]	[]	[41845069, 41845112]
36_1648	chr8	100952726	100953126	+	1000	524.5	[10.364809]	[108]	[]	[]	[100952928]	[]
36_16480	chrUn_GL000219v1	59729	60129	+	623	83.0	[]	[]	[12.799472]	[91]	[]	[59900]
36_16483	chrX	44314429	44314829	+	555	83.0	[]	[]	[10.270717]	[101]	[]	[44314605]
36_16484	chr1	7062710	7063110	+	930	82.5	[]	[]	[10.774591]	[127]	[]	[7062928]
36_16486	chr1	30226206	30226606	+	923	82.5	[]	[]	[13.296596, 7.8804946]	[117, 121]	[]	[30226418, 30226422]
36_16487	chr1	116537404	116537804	+	850	82.5	[]	[]	[7.712342]	[105]	[]	[116537563]
36_16488	chr1	121418735	121419135	+	935	82.5	[]	[]	[14.492824]	[137]	[]	[121418972]
36_1649	chr11	57340224	57340624	+	1000	524.0	[7.899369]	[97]	[]	[]	[57340416]	[]
36_16491	chr1	235415277	235415677	+	855	82.5	[9.271838]	[103]	[]	[]	[235415478]	[]
36_16492	chr10	3095621	3096021	+	871	82.5	[9.077388]	[122]	[]	[]	[3095794]	[]
36_16494	chr10	49330595	49330995	+	937	82.5	[12.638885]	[93]	[]	[]	[49330788]	[]
36_16497	chr11	48093686	48094086	+	855	82.5	[9.761811]	[171]	[]	[]	[48093921]	[]
36_16500	chr11	110159488	110159888	+	833	82.5	[12.830319]	[98]	[11.002518, 9.271838]	[121, 125]	[110159678]	[110159701, 110159705]
36_16503	chr12	7748883	7749283	+	710	82.5	[12.91743]	[98]	[]	[]	[7749081]	[]
36_16509	chr15	69414038	69414438	+	920	82.5	[]	[]	[7.5943837]	[170]	[]	[69414259]
36_16511	chr15	89447475	89447875	+	927	82.5	[7.7755876, 12.638885]	[80, 93]	[]	[]	[89447638, 89447651]	[]
36_16514	chr16	31270789	31271189	+	893	82.5	[10.831086]	[114]	[]	[]	[31270987]	[]
36_16515	chr16	53055723	53056123	+	885	82.5	[8.779605]	[311]	[]	[]	[53055932]	[]
36_16516	chr16	57890199	57890599	+	933	82.5	[]	[]	[8.30987]	[74]	[]	[57890365]
36_16518	chr16	79261490	79261890	+	893	82.5	[8.831873, 12.799472]	[62, 134]	[8.9806795, 7.899369]	[78, 82]	[79261642, 79261714]	[79261658, 79261662]
36_1652	chr3	45079254	45079654	+	1000	524.0	[14.492824]	[118]	[10.55093]	[105]	[45079468]	[45079455]
36_16522	chr17	19448892	19449292	+	673	82.5	[]	[]	[8.726171]	[195]	[]	[19449097]
36_16524	chr17	60635799	60636199	+	864	82.5	[8.114096]	[168]	[]	[]	[60636045]	[]
36_16526	chr17	78541837	78542237	+	716	82.5	[]	[]	[7.48357]	[164]	[]	[78542063]
36_16528	chr18	3313771	3314171	+	894	82.5	[7.9498467]	[245]	[]	[]	[3314007]	[]
36_16529	chr18	12880508	12880908	+	860	82.5	[]	[]	[9.048256]	[145]	[]	[12880726]
36_16537	chr19	55590632	55591032	+	862	82.5	[]	[]	[8.068459]	[144]	[]	[55590862]
36_16538	chr2	25252628	25253028	+	815	82.5	[12.799472]	[114]	[]	[]	[25252841]	[]
36_16540	chr2	58826794	58827194	+	884	82.5	[8.60517]	[82]	[]	[]	[58826956]	[]
36_16547	chr20	44079352	44079752	+	933	82.5	[12.430346]	[95]	[]	[]	[44079542]	[]
36_16548	chr20	62921234	62921634	+	912	82.5	[7.654458]	[133]	[7.679665]	[183]	[62921434]	[62921484]
36_1655	chr1	236532826	236533226	+	1000	523.5	[]	[]	[12.135462, 8.363305]	[113, 117]	[]	[236533021, 236533025]
36_16551	chr21	45138661	45139061	+	820	82.5	[]	[]	[9.136437]	[196]	[]	[45138904]
36_16560	chr4	26936638	26937038	+	921	82.5	[]	[]	[10.838625]	[122]	[]	[26936824]
36_16562	chr4	102627799	102628199	+	885	82.5	[]	[]	[8.085421]	[97]	[]	[102627988]
36_16565	chr5	80810399	80810799	+	924	82.5	[]	[]	[10.520082]	[114]	[]	[80810612]
36_16566	chr5	108271103	108271503	+	728	82.5	[7.911935]	[118]	[]	[]	[108271299]	[]
36_16569	chr6	41874733	41875133	+	848	82.5	[14.492824, 10.479256]	[110, 118]	[]	[]	[41874936, 41874944]	[]
36_1657	chr6	18269138	18269538	+	1000	523.5	[]	[]	[8.122609]	[81]	[]	[18269319]
36_16574	chr7	120998593	120998993	+	577	82.5	[]	[]	[9.057987]	[117]	[]	[120998757]
36_16575	chr7	121558275	121558675	+	931	82.5	[8.196015, 11.459053]	[61, 93]	[]	[]	[121558434, 121558466]	[]
36_16576	chr7	135708038	135708438	+	884	82.5	[]	[]	[11.865117]	[141]	[]	[135708268]
36_16577	chr8	98878385	98878785	+	914	82.5	[]	[]	[11.360628]	[77]	[]	[98878549]
36_16579	chr9	6008145	6008545	+	834	82.5	[7.5943837]	[142]	[10.829789]	[99]	[6008377]	[6008334]
36_16580	chr9	113682176	113682576	+	874	82.5	[]	[]	[12.830319]	[92]	[]	[113682365]
36_16583	chrX	103369459	103369859	+	679	82.5	[9.256888, 13.265748]	[113, 130]	[]	[]	[103369666, 103369683]	[]
36_16585	chr1	31326474	31326874	+	927	82.0	[10.956583, 7.9990454]	[117, 145]	[10.790428, 12.91743]	[63, 140]	[31326687, 31326715]	[31326633, 31326710]
36_16586	chr1	39167851	39168251	+	872	82.0	[]	[]	[10.110129, 7.790426]	[159, 163]	[]	[39168091, 39168095]
36_16592	chr1	116321944	116322344	+	819	82.0	[]	[]	[9.018479]	[106]	[]	[116322140]
36_16594	chr1	150789323	150789723	+	706	82.0	[7.7837863]	[137]	[7.9442024]	[102]	[150789558]	[150789523]
36_16595	chr1	153958357	153958757	+	653	82.0	[]	[]	[7.482768]	[92]	[]	[153958517]
36_16596	chr1	227379255	227379655	+	929	82.0	[]	[]	[8.822081]	[157]	[]	[227379485]
36_16598	chr10	21517159	21517559	+	888	82.0	[7.6356454, 13.296596]	[239, 291]	[]	[]	[21517317, 21517369]	[]
36_16601	chr10	100021305	100021705	+	891	82.0	[]	[]	[10.97638, 8.07561]	[81, 99]	[]	[100021469, 100021487]
36_16604	chr11	7079757	7080157	+	872	82.0	[11.178108, 8.802254]	[130, 178]	[]	[]	[7079957, 7080005]	[]
36_16606	chr11	32511944	32512344	+	896	82.0	[]	[]	[12.290566]	[99]	[]	[32512138]
36_16607	chr11	46936530	46936930	+	924	82.0	[7.2542233, 8.831873]	[125, 184]	[]	[]	[46936681, 46936740]	[]
36_16609	chr11	74839949	74840349	+	826	82.0	[9.336362]	[132]	[]	[]	[74840164]	[]
36_16612	chr12	48409856	48410256	+	877	82.0	[9.074489]	[169]	[]	[]	[48410044]	[]
36_16614	chr12	101470984	101471384	+	783	82.0	[]	[]	[14.959101]	[137]	[]	[101471199]
36_16615	chr12	120892197	120892597	+	906	82.0	[]	[]	[9.537537]	[106]	[]	[120892393]
36_16617	chr14	50062633	50063033	+	830	82.0	[]	[]	[9.4847555]	[157]	[]	[50062878]
36_1662	chr8	58656900	58657300	+	1000	522.5	[]	[]	[14.959101]	[95]	[]	[58657086]
36_16622	chr15	91471600	91472000	+	718	82.0	[]	[]	[8.247687]	[327]	[]	[91471840]
36_16624	chr16	24057998	24058398	+	906	82.0	[]	[]	[7.501099, 7.5829563, 9.310323]	[83, 149, 153]	[]	[24058166, 24058232, 24058236]
36_16625	chr16	83967660	83968060	+	882	82.0	[8.284322, 9.374846]	[157, 161]	[]	[]	[83967892, 83967896]	[]
36_1663	chr11	17703874	17704274	+	1000	522.0	[]	[]	[8.776147, 13.296596]	[72, 99]	[]	[17704045, 17704072]
36_16632	chr19	19618628	19619028	+	926	82.0	[]	[]	[9.51774]	[132]	[]	[19618814]
36_16635	chr2	26352797	26353197	+	929	82.0	[11.603244]	[230]	[]	[]	[26353046]	[]
36_16636	chr2	100791574	100791974	+	817	82.0	[]	[]	[14.492824]	[119]	[]	[100791781]
36_1664	chr17	62633593	62633993	+	1000	522.0	[14.492824]	[126]	[]	[]	[62633815]	[]
36_16640	chr20	31666583	31666983	+	927	82.0	[11.903602]	[99]	[]	[]	[31666745]	[]
36_16642	chr20	57452033	57452433	+	577	82.0	[]	[]	[7.8804946]	[123]	[]	[57452185]
36_16643	chr22	19928296	19928696	+	932	82.0	[8.821984, 8.4737625, 7.7497163, 12.082027]	[80, 107, 156, 160]	[]	[]	[19928448, 19928475, 19928524, 19928528]	[]
36_16644	chr3	32848029	32848429	+	653	82.0	[8.07867]	[235]	[]	[]	[32848206]	[]
36_16645	chr3	33355653	33356053	+	798	82.0	[]	[]	[9.796548, 7.116506]	[112, 160]	[]	[33355807, 33355855]
36_16646	chr3	50044438	50044838	+	793	82.0	[8.786245]	[158]	[]	[]	[50044676]	[]
36_16648	chr3	156617766	156618166	+	929	82.0	[10.482768]	[131]	[]	[]	[156617958]	[]
36_1665	chr20	53899566	53899966	+	1000	522.0	[7.160374, 7.826244]	[68, 129]	[11.785644]	[101]	[53899728, 53899789]	[53899761]
36_16650	chr4	3260361	3260761	+	862	82.0	[]	[]	[14.492824]	[109]	[]	[3260564]
36_16653	chr5	95130878	95131278	+	921	82.0	[7.0413136]	[58]	[12.430346]	[107]	[95131034]	[95131083]
36_16656	chr5	145946562	145946962	+	751	82.0	[8.509574]	[144]	[]	[]	[145946772]	[]
36_16657	chr5	150115474	150115874	+	870	82.0	[10.956583]	[112]	[]	[]	[150115671]	[]
36_1666	chr8	37905805	37906205	+	1000	522.0	[8.269199]	[100]	[]	[]	[37906005]	[]
36_16662	chr6	34316656	34317056	+	930	82.0	[11.747158]	[101]	[]	[]	[34316857]	[]
36_16664	chr6	166383743	166384143	+	847	82.0	[10.851724]	[93]	[]	[]	[166383934]	[]
36_16665	chr6	166939912	166940312	+	928	82.0	[13.265748, 8.876314, 8.763769]	[111, 129, 133]	[9.390787]	[87]	[166940114, 166940132, 166940136]	[166940090]
36_16668	chr8	8885773	8886173	+	890	82.0	[]	[]	[14.492824]	[225]	[]	[8886020]
36_16669	chr8	10061971	10062371	+	928	82.0	[]	[]	[10.831086]	[119]	[]	[10062181]
36_16672	chr9	36996094	36996494	+	932	82.0	[]	[]	[8.004651, 7.2303605]	[122, 149]	[]	[36996280, 36996307]
36_16675	chr9	93146454	93146854	+	579	82.0	[]	[]	[13.171939]	[137]	[]	[93146660]
36_1668	chr1	168179233	168179633	+	1000	521.0	[]	[]	[12.25192]	[159]	[]	[168179389]
36_16681	chr1	22045739	22046139	+	844	81.5	[7.806618]	[176]	[]	[]	[22045925]	[]
36_16682	chr1	26308271	26308671	+	892	81.5	[]	[]	[7.1286316]	[215]	[]	[26308424]
36_16683	chr1	35243661	35244061	+	911	81.5	[12.948277]	[91]	[]	[]	[35243835]	[]
36_16689	chr1	117656967	117657367	+	799	81.5	[10.388675]	[119]	[7.472059]	[169]	[117657141]	[117657191]
36_16691	chr10	69455041	69455441	+	924	81.5	[]	[]	[12.799472]	[135]	[]	[69455257]
36_16696	chr11	48003966	48004366	+	910	81.5	[12.290566]	[91]	[]	[]	[48004157]	[]
36_16698	chr11	78027779	78028179	+	642	81.5	[]	[]	[7.2774377]	[215]	[]	[78028003]
36_1670	chr19	19034272	19034672	+	1000	520.5	[10.123138]	[113]	[]	[]	[19034476]	[]
36_16700	chr11	96156153	96156553	+	902	81.5	[]	[]	[10.956583]	[133]	[]	[96156367]
36_16701	chr11	98110040	98110440	+	616	81.5	[8.159381, 13.265748]	[105, 173]	[7.547842, 10.361639]	[89, 102]	[98110217, 98110285]	[98110201, 98110214]
36_16706	chr14	98901042	98901442	+	787	81.5	[]	[]	[13.044986]	[98]	[]	[98901240]
36_16709	chr15	63395520	63395920	+	584	81.5	[7.7875047]	[251]	[]	[]	[63395747]	[]
36_16711	chr15	79450651	79451051	+	850	81.5	[14.492824]	[172]	[]	[]	[79450879]	[]
36_16712	chr16	3163267	3163667	+	708	81.5	[12.213435]	[68]	[]	[]	[3163423]	[]
36_16718	chr17	21673378	21673778	+	683	81.5	[11.577011]	[147]	[]	[]	[21673579]	[]
36_1672	chr10	12042715	12043115	+	1000	520.0	[]	[]	[11.391476]	[89]	[]	[12042903]
36_16723	chr19	1867632	1868032	+	896	81.5	[14.492824]	[163]	[]	[]	[1867841]	[]
36_16727	chr2	111269746	111270146	+	803	81.5	[]	[]	[7.3372684]	[56]	[]	[111269898]
36_1673	chr6	147166407	147166807	+	1000	520.0	[10.829789]	[81]	[8.823982]	[155]	[147166576]	[147166650]
36_16731	chr2	216756489	216756889	+	731	81.5	[]	[]	[9.018479, 7.2228217]	[105, 121]	[]	[216756665, 216756681]
36_16733	chr20	32606358	32606758	+	901	81.5	[]	[]	[10.270717, 12.799472, 10.270717, 7.8328834, 7.8328834]	[214, 234, 265, 277, 303]	[]	[32606514, 32606534, 32606565, 32606577, 32606603]
36_16736	chr21	33217146	33217546	+	924	81.5	[12.430346]	[106]	[]	[]	[33217348]	[]
36_16737	chr3	58998456	58998856	+	923	81.5	[9.68468]	[168]	[8.535883]	[145]	[58998662]	[58998639]
36_16738	chr3	93950023	93950423	+	710	81.5	[]	[]	[8.726171]	[112]	[]	[93950225]
36_16739	chr3	130183596	130183996	+	758	81.5	[8.245836]	[144]	[]	[]	[130183830]	[]
36_16740	chr3	141686800	141687200	+	676	81.5	[7.6003904]	[75]	[]	[]	[141686963]	[]
36_16742	chr3	172744508	172744908	+	834	81.5	[14.492824]	[109]	[]	[]	[172744694]	[]
36_16745	chr4	38601893	38602293	+	877	81.5	[]	[]	[12.172607]	[108]	[]	[38602093]
36_16749	chr5	65986191	65986591	+	832	81.5	[14.492824]	[102]	[]	[]	[65986378]	[]
36_1675	chr2	11941326	11941726	+	1000	519.5	[]	[]	[9.310323]	[195]	[]	[11941574]
36_16758	chr7	13920123	13920523	+	927	81.5	[]	[]	[7.2774377]	[172]	[]	[13920355]
36_1676	chr17	42087177	42087577	+	1000	519.0	[]	[]	[9.794609]	[58]	[]	[42087334]
36_16764	chr7	156843196	156843596	+	924	81.5	[12.430346]	[94]	[]	[]	[156843384]	[]
36_16765	chr8	12931034	12931434	+	753	81.5	[14.959101]	[82]	[]	[]	[12931214]	[]
36_16767	chr8	38184412	38184812	+	545	81.5	[12.135462, 8.636816, 8.786245]	[96, 118, 138]	[]	[]	[38184603, 38184625, 38184645]	[]
36_16768	chr8	42899546	42899946	+	926	81.5	[12.290566, 10.361639, 9.048256]	[118, 149, 153]	[8.99568, 10.479597]	[121, 146]	[42899743, 42899774, 42899778]	[42899746, 42899771]
36_1677	chr2	196076778	196077178	+	1000	519.0	[14.492824, 13.296596]	[98, 120]	[]	[]	[196076973, 196076995]	[]
36_16770	chr8	85835966	85836366	+	811	81.5	[7.327868]	[97]	[7.1417403]	[100]	[85836161]	[85836164]
36_16771	chr8	103020739	103021139	+	843	81.5	[]	[]	[7.1693687]	[163]	[]	[103020970]
36_16776	chr9	116335417	116335817	+	925	81.5	[]	[]	[10.516231]	[95]	[]	[116335601]
36_16783	chr1	56138152	56138552	+	903	81.0	[]	[]	[10.479256]	[124]	[]	[56138373]
36_16786	chr1	156232196	156232596	+	691	81.0	[11.391476]	[183]	[]	[]	[156232427]	[]
36_16787	chr1	156816779	156817179	+	820	81.0	[]	[]	[10.479256]	[253]	[]	[156816946]
36_16789	chr1	196546267	196546667	+	818	81.0	[8.416778]	[199]	[]	[]	[196546465]	[]
36_1679	chr4	38242676	38243076	+	1000	519.0	[]	[]	[7.797315, 7.63498, 8.483703, 12.48378, 9.794609, 9.096472]	[100, 104, 112, 116, 120, 149]	[]	[38242869, 38242873, 38242881, 38242885, 38242889, 38242918]
36_16793	chr10	102763017	102763417	+	766	81.0	[10.838625, 7.24659, 8.196015]	[174, 229, 233]	[]	[]	[102763181, 102763236, 102763240]	[]
36_16794	chr11	6663800	6664200	+	903	81.0	[14.492824]	[115]	[]	[]	[6664003]	[]
36_16795	chr11	10901172	10901572	+	901	81.0	[7.16454]	[372]	[]	[]	[10901389]	[]
36_16796	chr11	45806163	45806563	+	916	81.0	[12.830319]	[106]	[]	[]	[45806338]	[]
36_16798	chr12	8841230	8841630	+	909	81.0	[7.2228217]	[141]	[]	[]	[8841424]	[]
36_16799	chr12	42279909	42280309	+	918	81.0	[8.614963]	[130]	[11.459053]	[116]	[42280129]	[42280115]
36_168	chr16	3264445	3264845	+	1000	878.5	[13.296596]	[85]	[]	[]	[3264628]	[]
36_16804	chr14	101945293	101945693	+	855	81.0	[11.178108]	[90]	[]	[]	[101945474]	[]
36_16810	chr16	76579192	76579592	+	725	81.0	[14.492824]	[170]	[12.082027, 10.821276]	[96, 177]	[76579433]	[76579359, 76579440]
36_16812	chr18	46067390	46067790	+	900	81.0	[]	[]	[13.296596]	[142]	[]	[46067628]
36_16818	chr19	41427646	41428046	+	842	81.0	[9.256888]	[286]	[]	[]	[41427894]	[]
36_16820	chr2	31823770	31824170	+	915	81.0	[]	[]	[10.516231]	[107]	[]	[31823951]
36_16821	chr2	38543142	38543542	+	672	81.0	[]	[]	[7.8328834]	[85]	[]	[38543318]
36_16823	chr2	55090711	55091111	+	913	81.0	[]	[]	[8.869831]	[170]	[]	[55090935]
36_16824	chr2	65065057	65065457	+	921	81.0	[]	[]	[7.7742176]	[163]	[]	[65065240]
36_16826	chr2	175805610	175806010	+	871	81.0	[13.296596]	[91]	[]	[]	[175805777]	[]
36_1683	chr17	73362695	73363095	+	1000	516.5	[10.516231]	[94]	[8.763769]	[80]	[73362889]	[73362875]
36_16835	chr3	33931502	33931902	+	686	81.0	[]	[]	[7.2228217]	[103]	[]	[33931699]
36_16837	chr3	72174883	72175283	+	918	81.0	[]	[]	[7.2228217]	[114]	[]	[72175070]
36_1684	chr18	49323889	49324289	+	1000	516.5	[14.492824]	[138]	[]	[]	[49324109]	[]
