#PeakID(python identify_motif.py ./ENCODE_processed_files/TCF3_idr.fa TCF3 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
203_25810	chr5	91383151	91383551	+	1000	59.0	[]	[]	[8.801346]	[211]	[]	[91383378]
203_25814	chr5	126972242	126972642	+	1000	59.0	[]	[]	[8.332749]	[144]	[]	[126972475]
203_25815	chr5	134099272	134099672	+	1000	59.0	[8.643063]	[110]	[]	[]	[134099480]	[]
203_25824	chr5	177427968	177428368	+	1000	59.0	[8.235647]	[131]	[]	[]	[177428173]	[]
203_25838	chr6	26327464	26327864	+	1000	59.0	[]	[]	[7.5073967, 7.5073967]	[140, 188]	[]	[26327646, 26327694]
203_25839	chr6	28940888	28941288	+	1000	59.0	[]	[]	[8.272243]	[96]	[]	[28941047]
203_25843	chr6	33208230	33208630	+	1000	59.0	[9.166563]	[116]	[9.166563]	[161]	[33208423]	[33208468]
203_25845	chr6	36110859	36111259	+	1000	59.0	[8.52607]	[127]	[]	[]	[36111086]	[]
203_25854	chr6	52946338	52946738	+	1000	59.0	[]	[]	[12.754859]	[150]	[]	[52946573]
203_25885	chr7	50450137	50450537	+	1000	59.0	[7.8880606, 8.801346]	[68, 124]	[]	[]	[50450298, 50450354]	[]
203_25886	chr7	66740198	66740598	+	1000	59.0	[8.332749]	[93]	[]	[]	[66740363]	[]
203_2589	chr19	39308941	39309341	+	1000	352.0	[]	[]	[7.8923073]	[80]	[]	[39309119]
203_25893	chr7	101240434	101240834	+	1000	59.0	[7.5855]	[166]	[]	[]	[101240653]	[]
203_25896	chr7	106056890	106057290	+	1000	59.0	[]	[]	[7.5855]	[151]	[]	[106057086]
203_25899	chr7	113743076	113743476	+	1000	59.0	[8.272243]	[70]	[]	[]	[113743243]	[]
203_25900	chr7	125259048	125259448	+	1000	59.0	[]	[]	[8.272243]	[113]	[]	[125259258]
203_25904	chr7	139566426	139566826	+	1000	59.0	[12.754859]	[87]	[]	[]	[139566606]	[]
203_25906	chr7	150965996	150966396	+	1000	59.0	[8.643063]	[119]	[7.5855]	[108]	[150966182]	[150966171]
203_25908	chr8	2810773	2811173	+	1000	59.0	[]	[]	[8.643063]	[71]	[]	[2810941]
203_25909	chr8	11796457	11796857	+	1000	59.0	[]	[]	[8.643063, 8.386223]	[88, 101]	[]	[11796639, 11796652]
203_25915	chr8	23518696	23519096	+	1000	59.0	[]	[]	[8.386223]	[184]	[]	[23518907]
203_25922	chr8	73756808	73757208	+	1000	59.0	[12.754859]	[136]	[]	[]	[73757026]	[]
203_25930	chr8	142636917	142637317	+	1000	59.0	[]	[]	[12.754859]	[151]	[]	[142637148]
203_25933	chr9	4829646	4830046	+	1000	59.0	[8.643063]	[113]	[8.332749, 8.643063]	[101, 112]	[4829856]	[4829844, 4829855]
203_25935	chr9	34396758	34397158	+	1000	59.0	[8.272243]	[109]	[]	[]	[34396958]	[]
203_25938	chr9	68760448	68760848	+	1000	59.0	[8.332749]	[133]	[]	[]	[68760679]	[]
203_25941	chr9	94042545	94042945	+	1000	59.0	[]	[]	[8.498569]	[112]	[]	[94042752]
203_25944	chr9	98504898	98505298	+	1000	59.0	[]	[]	[7.5855]	[119]	[]	[98505110]
203_25945	chr9	98791134	98791534	+	1000	59.0	[12.754859]	[124]	[8.801346]	[148]	[98791340]	[98791364]
203_25950	chr9	112333299	112333699	+	1000	59.0	[]	[]	[8.801346]	[138]	[]	[112333536]
203_25957	chr9	130931428	130931828	+	1000	59.0	[]	[]	[8.332749]	[117]	[]	[130931616]
203_2596	chr1	89786604	89787004	+	1000	351.0	[8.643063]	[57]	[]	[]	[89786755]	[]
203_25960	chr9	131136822	131137222	+	1000	59.0	[]	[]	[8.272243]	[108]	[]	[131137014]
203_25963	chr9	131196266	131196666	+	1000	59.0	[]	[]	[8.52607]	[72]	[]	[131196435]
203_25978	chr1	1680556	1680956	+	1000	58.0	[8.52607]	[122]	[]	[]	[1680765]	[]
203_25987	chr1	20519643	20520043	+	1000	58.0	[8.643063]	[153]	[]	[]	[20519890]	[]
203_25989	chr1	22976452	22976852	+	1000	58.0	[]	[]	[8.498569]	[174]	[]	[22976673]
203_25990	chr1	25246407	25246807	+	1000	58.0	[7.8923073]	[114]	[]	[]	[25246608]	[]
203_25992	chr1	26110834	26111234	+	1000	58.0	[]	[]	[8.272243, 8.801346, 8.332749]	[101, 107, 141]	[]	[26111020, 26111026, 26111060]
203_26005	chr1	47210748	47211148	+	1000	58.0	[8.498569]	[66]	[]	[]	[47210913]	[]
203_26007	chr1	56986389	56986789	+	1000	58.0	[8.235647]	[61]	[12.754859]	[122]	[56986543]	[56986604]
203_26014	chr1	99745648	99746048	+	1000	58.0	[8.332749]	[140]	[]	[]	[99745878]	[]
203_2602	chr20	35462406	35462806	+	1000	351.0	[8.643063]	[60]	[8.643063]	[59]	[35462560]	[35462559]
203_26042	chr1	206419234	206419634	+	1000	58.0	[]	[]	[8.272243]	[97]	[]	[206419397]
203_2605	chr6	36888986	36889386	+	1000	351.0	[8.643063]	[124]	[8.643063]	[123]	[36889204]	[36889203]
203_26050	chr1	226938834	226939234	+	1000	58.0	[]	[]	[7.8880606]	[88]	[]	[226939008]
203_26051	chr1	241688927	241689327	+	1000	58.0	[7.5855]	[154]	[]	[]	[241689168]	[]
203_2606	chr7	29891773	29892173	+	1000	351.0	[]	[]	[8.332749]	[136]	[]	[29892007]
203_26065	chr10	60663240	60663640	+	1000	58.0	[8.235647]	[175]	[]	[]	[60663476]	[]
203_26067	chr10	70629297	70629697	+	1000	58.0	[8.332749]	[87]	[]	[]	[70629477]	[]
203_26074	chr10	98466759	98467159	+	1000	58.0	[8.332749]	[144]	[]	[]	[98466992]	[]
203_26081	chr11	8682572	8682972	+	1000	58.0	[]	[]	[8.386223]	[219]	[]	[8682817]
203_26088	chr11	33971030	33971430	+	1000	58.0	[8.272243]	[81]	[]	[]	[33971209]	[]
203_26093	chr11	61336214	61336614	+	1000	58.0	[]	[]	[7.5073967, 8.272243]	[77, 96]	[]	[61336368, 61336387]
203_26095	chr11	63746923	63747323	+	1000	58.0	[]	[]	[7.5073967]	[132]	[]	[63747137]
203_26096	chr11	66288810	66289210	+	1000	58.0	[8.643063]	[159]	[8.643063]	[158]	[66289051]	[66289050]
203_26097	chr11	66347888	66348288	+	1000	58.0	[]	[]	[7.5855]	[80]	[]	[66348067]
203_26099	chr11	75022823	75023223	+	1000	58.0	[]	[]	[8.272243]	[165]	[]	[75023072]
203_26105	chr11	100681101	100681501	+	1000	58.0	[8.643063]	[137]	[8.643063]	[136]	[100681298]	[100681297]
203_26108	chr12	2812664	2813064	+	1000	58.0	[]	[]	[8.386223]	[141]	[]	[2812857]
203_26109	chr12	6335697	6336097	+	1000	58.0	[]	[]	[12.754859]	[146]	[]	[6335902]
203_26112	chr12	7970420	7970820	+	1000	58.0	[8.498569]	[111]	[]	[]	[7970592]	[]
203_26124	chr12	104959355	104959755	+	1000	58.0	[8.235647]	[105]	[]	[]	[104959558]	[]
203_26126	chr12	116358987	116359387	+	1000	58.0	[]	[]	[8.235647]	[114]	[]	[116359166]
203_26129	chr12	121626126	121626526	+	1000	58.0	[8.643063]	[85]	[8.643063]	[84]	[121626278]	[121626277]
203_2613	chr14	34078093	34078493	+	1000	350.0	[]	[]	[7.8880606]	[149]	[]	[34078332]
203_26134	chr13	50599937	50600337	+	1000	58.0	[]	[]	[8.272243, 8.498569]	[86, 123]	[]	[50600103, 50600140]
203_26136	chr13	61671811	61672211	+	1000	58.0	[8.272243]	[134]	[]	[]	[61672038]	[]
203_26139	chr13	113544518	113544918	+	1000	58.0	[]	[]	[8.498569]	[151]	[]	[113544762]
203_26140	chr14	22824871	22825271	+	1000	58.0	[]	[]	[8.235647, 8.272243]	[95, 122]	[]	[22825060, 22825087]
203_26150	chr15	52255876	52256276	+	1000	58.0	[]	[]	[8.498569, 8.272243]	[83, 141]	[]	[52256037, 52256095]
203_26159	chr16	2296557	2296957	+	1000	58.0	[]	[]	[8.498569]	[81]	[]	[2296711]
203_26161	chr16	10944289	10944689	+	1000	58.0	[]	[]	[9.166563]	[140]	[]	[10944481]
203_26162	chr16	19556273	19556673	+	1000	58.0	[]	[]	[12.754859]	[183]	[]	[19556499]
203_26163	chr16	21278052	21278452	+	1000	58.0	[8.52607]	[116]	[]	[]	[21278257]	[]
203_26166	chr16	24506688	24507088	+	1000	58.0	[8.272243]	[128]	[]	[]	[24506914]	[]
203_26169	chr16	30844625	30845025	+	1000	58.0	[7.8880606]	[88]	[]	[]	[30844801]	[]
203_26173	chr16	66622801	66623201	+	1000	58.0	[12.754859]	[81]	[]	[]	[66622970]	[]
203_26175	chr16	67833669	67834069	+	1000	58.0	[8.643063]	[190]	[]	[]	[67833893]	[]
203_26184	chr16	89972745	89973145	+	1000	58.0	[8.272243]	[149]	[]	[]	[89972905]	[]
203_26185	chr17	1648756	1649156	+	1000	58.0	[]	[]	[8.643063]	[127]	[]	[1648966]
203_26186	chr17	4135507	4135907	+	1000	58.0	[7.5073967]	[103]	[]	[]	[4135697]	[]
203_26188	chr17	13941332	13941732	+	1000	58.0	[8.235647]	[82]	[]	[]	[13941504]	[]
203_26189	chr17	16106416	16106816	+	1000	58.0	[8.643063]	[86]	[8.643063]	[85]	[16106591]	[16106590]
203_26190	chr17	21475620	21476020	+	1000	58.0	[8.235647]	[125]	[]	[]	[21475836]	[]
203_26204	chr17	76121333	76121733	+	1000	58.0	[]	[]	[8.801346, 8.332749]	[162, 170]	[]	[76121548, 76121556]
203_26210	chr18	682392	682792	+	1000	58.0	[]	[]	[8.235647]	[180]	[]	[682642]
203_26225	chr19	7391133	7391533	+	1000	58.0	[]	[]	[7.5855]	[128]	[]	[7391351]
203_26228	chr19	10812972	10813372	+	1000	58.0	[8.498569]	[123]	[]	[]	[10813177]	[]
203_2623	chrX	118948261	118948661	+	1000	350.0	[8.272243]	[112]	[]	[]	[118948468]	[]
203_26237	chr19	42200052	42200452	+	1000	58.0	[7.5855]	[124]	[]	[]	[42200239]	[]
203_2624	chr1	19462785	19463185	+	1000	349.0	[8.643063]	[125]	[]	[]	[19463010]	[]
203_26244	chr19	51794009	51794409	+	1000	58.0	[8.272243]	[99]	[]	[]	[51794196]	[]
203_26257	chr2	27085500	27085900	+	1000	58.0	[8.679044]	[161]	[]	[]	[27085734]	[]
203_2626	chr16	25553747	25554147	+	1000	349.0	[8.52607]	[80]	[8.643063]	[105]	[25553921]	[25553946]
203_26267	chr2	61647078	61647478	+	1000	58.0	[]	[]	[8.235647]	[142]	[]	[61647302]
203_26275	chr2	121722765	121723165	+	1000	58.0	[8.643063]	[104]	[]	[]	[121722955]	[]
203_26278	chr2	130337892	130338292	+	1000	58.0	[]	[]	[9.540733]	[86]	[]	[130338055]
203_26281	chr2	143908840	143909240	+	1000	58.0	[]	[]	[8.643063]	[82]	[]	[143909020]
203_26287	chr2	173963859	173964259	+	1000	58.0	[]	[]	[8.801346]	[215]	[]	[173964104]
203_26295	chr2	237723651	237724051	+	1000	58.0	[]	[]	[8.643063]	[124]	[]	[237723872]
203_26300	chr20	10511508	10511908	+	1000	58.0	[]	[]	[8.235647]	[87]	[]	[10511672]
203_26307	chr20	50483435	50483835	+	1000	58.0	[7.8923073]	[93]	[9.166563]	[139]	[50483625]	[50483671]
203_26311	chr20	62704408	62704808	+	1000	58.0	[8.801346]	[123]	[]	[]	[62704616]	[]
203_26330	chr22	20943414	20943814	+	1000	58.0	[]	[]	[8.498569]	[195]	[]	[20943623]
203_26331	chr22	21447818	21448218	+	1000	58.0	[8.52607]	[209]	[]	[]	[21448039]	[]
203_26339	chr22	49970743	49971143	+	1000	58.0	[8.332749]	[135]	[9.540733]	[107]	[49970978]	[49970950]
203_26341	chr3	4815053	4815453	+	1000	58.0	[]	[]	[8.498569]	[125]	[]	[4815272]
203_26346	chr3	13973001	13973401	+	1000	58.0	[]	[]	[12.754859, 8.52607]	[106, 122]	[]	[13973205, 13973221]
203_26350	chr3	31486765	31487165	+	1000	58.0	[12.754859]	[97]	[]	[]	[31486949]	[]
203_26353	chr3	37987722	37988122	+	1000	58.0	[]	[]	[8.52607]	[91]	[]	[37987902]
203_26358	chr3	47251703	47252103	+	1000	58.0	[]	[]	[7.5073967]	[95]	[]	[47251895]
203_26359	chr3	49880577	49880977	+	1000	58.0	[7.8923073]	[89]	[]	[]	[49880751]	[]
203_26360	chr3	50251218	50251618	+	1000	58.0	[]	[]	[7.8923073]	[133]	[]	[50251449]
203_26363	chr3	60414031	60414431	+	1000	58.0	[]	[]	[8.272243]	[164]	[]	[60414280]
203_26368	chr3	127903621	127904021	+	1000	58.0	[12.754859]	[110]	[]	[]	[127903817]	[]
203_2637	chr1	13808616	13809016	+	1000	348.0	[7.8923073]	[96]	[8.235647, 8.679044]	[118, 148]	[13808806]	[13808828, 13808858]
203_26370	chr3	128457087	128457487	+	1000	58.0	[]	[]	[8.235647]	[123]	[]	[128457277]
203_26371	chr3	139312885	139313285	+	1000	58.0	[8.332749]	[144]	[]	[]	[139313121]	[]
203_26373	chr3	160458147	160458547	+	1000	58.0	[8.643063]	[137]	[]	[]	[160458378]	[]
203_26374	chr3	165918549	165918949	+	1000	58.0	[8.643063]	[116]	[]	[]	[165918730]	[]
203_26376	chr3	171503809	171504209	+	1000	58.0	[8.52607]	[115]	[]	[]	[171504015]	[]
203_26380	chr3	186931793	186932193	+	1000	58.0	[]	[]	[8.235647, 7.5073967]	[82, 159]	[]	[186931946, 186932023]
203_26383	chr3	196337446	196337846	+	1000	58.0	[]	[]	[8.801346]	[159]	[]	[196337682]
203_26389	chr4	68276586	68276986	+	1000	58.0	[]	[]	[8.272243, 12.754859]	[119, 145]	[]	[68276795, 68276821]
203_26399	chr4	138242152	138242552	+	1000	58.0	[8.801346]	[132]	[]	[]	[138242381]	[]
203_26401	chr4	159018044	159018444	+	1000	58.0	[8.643063]	[58]	[8.643063]	[57]	[159018200]	[159018199]
203_26402	chr4	182969234	182969634	+	1000	58.0	[12.754859]	[130]	[]	[]	[182969446]	[]
203_26411	chr5	69189477	69189877	+	1000	58.0	[]	[]	[8.801346, 7.8923073]	[163, 177]	[]	[69189698, 69189712]
203_26415	chr5	95710870	95711270	+	1000	58.0	[]	[]	[8.332749]	[69]	[]	[95711034]
203_26419	chr5	109756567	109756967	+	1000	58.0	[]	[]	[7.8923073]	[60]	[]	[109756722]
203_26425	chr5	128083222	128083622	+	1000	58.0	[]	[]	[8.332749]	[167]	[]	[128083391]
203_26430	chr5	151211015	151211415	+	1000	58.0	[7.8923073]	[119]	[]	[]	[151211226]	[]
203_26434	chr6	148433	148833	+	1000	58.0	[]	[]	[8.643063]	[77]	[]	[148606]
203_26439	chr6	6997315	6997715	+	1000	58.0	[7.5073967]	[66]	[12.754859]	[90]	[6997471]	[6997495]
203_26441	chr6	13873137	13873537	+	1000	58.0	[]	[]	[12.754859]	[89]	[]	[13873311]
203_26449	chr6	31863636	31864036	+	1000	58.0	[]	[]	[7.5073967]	[140]	[]	[31863864]
203_2645	chr6	79599869	79600269	+	1000	348.0	[12.754859]	[109]	[]	[]	[79600072]	[]
203_26450	chr6	32087566	32087966	+	1000	58.0	[]	[]	[12.754859]	[87]	[]	[32087749]
203_26461	chr6	107028096	107028496	+	1000	58.0	[]	[]	[8.52607]	[167]	[]	[107028268]
203_26471	chr6	143246341	143246741	+	1000	58.0	[8.332749]	[54]	[]	[]	[143246495]	[]
203_26475	chr6	163427488	163427888	+	1000	58.0	[]	[]	[8.498569]	[98]	[]	[163427675]
203_26477	chr7	1642436	1642836	+	1000	58.0	[8.643063]	[121]	[]	[]	[1642646]	[]
203_26482	chr7	39949944	39950344	+	1000	58.0	[8.801346]	[68]	[]	[]	[39950107]	[]
203_26485	chr7	71865128	71865528	+	1000	58.0	[8.332749]	[78]	[8.332749]	[138]	[71865301]	[71865361]
203_26490	chr7	101941801	101942201	+	1000	58.0	[]	[]	[8.332749]	[114]	[]	[101941974]
203_26492	chr7	105685257	105685657	+	1000	58.0	[]	[]	[8.643063]	[120]	[]	[105685465]
203_26505	chr7	129218526	129218926	+	1000	58.0	[]	[]	[8.235647]	[152]	[]	[129218759]
203_26508	chr7	136049115	136049515	+	1000	58.0	[12.754859]	[90]	[]	[]	[136049286]	[]
203_26517	chr8	17246112	17246512	+	1000	58.0	[]	[]	[7.5855]	[121]	[]	[17246333]
203_26518	chr8	23074600	23075000	+	1000	58.0	[8.386223]	[94]	[]	[]	[23074787]	[]
203_26523	chr8	103021016	103021416	+	1000	58.0	[7.5855]	[138]	[]	[]	[103021215]	[]
203_26525	chr8	123369189	123369589	+	1000	58.0	[]	[]	[8.643063]	[82]	[]	[123369366]
203_26527	chr8	127735522	127735922	+	1000	58.0	[8.801346]	[128]	[8.643063]	[118]	[127735727]	[127735717]
203_26538	chr9	34151325	34151725	+	1000	58.0	[8.332749]	[81]	[]	[]	[34151497]	[]
203_26541	chr9	91197200	91197600	+	1000	58.0	[8.643063]	[132]	[9.540733]	[107]	[91197425]	[91197400]
203_26544	chr9	98821791	98822191	+	1000	58.0	[8.498569]	[171]	[8.386223]	[122]	[98822033]	[98821984]
203_26554	chr9	131187405	131187805	+	1000	58.0	[8.235647]	[150]	[]	[]	[131187629]	[]
203_26555	chr9	131193670	131194070	+	1000	58.0	[9.166563]	[168]	[]	[]	[131193893]	[]
203_26560	chr9	136400121	136400521	+	1000	58.0	[]	[]	[9.166563]	[213]	[]	[136400349]
203_26564	chrX	3697262	3697662	+	1000	58.0	[7.8923073]	[107]	[]	[]	[3697424]	[]
203_26569	chrX	47752721	47753121	+	1000	58.0	[]	[]	[8.801346]	[64]	[]	[47752882]
203_2657	chr17	4660541	4660941	+	1000	347.0	[7.5073967]	[82]	[]	[]	[4660714]	[]
203_26579	chrX	149804102	149804502	+	1000	58.0	[]	[]	[8.643063, 8.235647]	[53, 114]	[]	[149804254, 149804315]
203_26594	chr1	27343375	27343775	+	1000	57.0	[]	[]	[8.332749, 8.235647]	[73, 128]	[]	[27343529, 27343584]
203_26598	chr1	37175786	37176186	+	1000	57.0	[8.235647]	[87]	[]	[]	[37175947]	[]
203_26604	chr1	44039221	44039621	+	1000	57.0	[8.332749]	[127]	[7.8923073]	[92]	[44039429]	[44039394]
203_26609	chr1	65497411	65497811	+	1000	57.0	[]	[]	[8.386223]	[101]	[]	[65497589]
203_2661	chr3	39347000	39347400	+	1000	347.0	[]	[]	[8.643063]	[92]	[]	[39347191]
203_26614	chr1	100246699	100247099	+	1000	57.0	[]	[]	[8.386223]	[110]	[]	[100246895]
203_26617	chr1	112804129	112804529	+	1000	57.0	[]	[]	[12.754859]	[111]	[]	[112804332]
203_26626	chr1	160676175	160676575	+	1000	57.0	[]	[]	[12.754859]	[108]	[]	[160676375]
203_26628	chr1	162389089	162389489	+	1000	57.0	[8.643063]	[79]	[]	[]	[162389255]	[]
203_26630	chr1	168317260	168317660	+	1000	57.0	[8.272243]	[104]	[]	[]	[168317459]	[]
203_26636	chr1	198649938	198650338	+	1000	57.0	[]	[]	[7.5073967, 7.8923073]	[147, 182]	[]	[198650147, 198650182]
203_26639	chr1	203301376	203301776	+	1000	57.0	[]	[]	[8.52607]	[61]	[]	[203301533]
203_26647	chr1	228502478	228502878	+	1000	57.0	[8.643063]	[116]	[]	[]	[228502672]	[]
203_26654	chr1	246413391	246413791	+	1000	57.0	[]	[]	[8.332749, 8.332749]	[69, 86]	[]	[246413544, 246413561]
203_2667	chr12	9685280	9685680	+	1000	346.0	[]	[]	[8.272243]	[85]	[]	[9685453]
203_26670	chr10	94277470	94277870	+	1000	57.0	[7.8923073]	[131]	[]	[]	[94277689]	[]
203_26673	chr11	3841458	3841858	+	1000	57.0	[8.643063]	[160]	[8.643063]	[159]	[3841648]	[3841647]
203_26677	chr11	34208564	34208964	+	1000	57.0	[8.332749]	[167]	[]	[]	[34208789]	[]
203_26681	chr11	61949675	61950075	+	1000	57.0	[]	[]	[8.52607]	[152]	[]	[61949876]
203_26686	chr11	68839243	68839643	+	1000	57.0	[9.166563]	[214]	[]	[]	[68839464]	[]
203_26689	chr11	72759009	72759409	+	1000	57.0	[8.801346]	[116]	[]	[]	[72759223]	[]
203_26690	chr11	93491232	93491632	+	1000	57.0	[8.235647]	[81]	[]	[]	[93491405]	[]
203_26711	chr12	70049987	70050387	+	1000	57.0	[8.332749]	[122]	[8.332749]	[137]	[70050206]	[70050221]
203_26712	chr12	70152040	70152440	+	1000	57.0	[]	[]	[8.332749]	[117]	[]	[70152247]
203_26715	chr12	93442077	93442477	+	1000	57.0	[]	[]	[8.679044]	[177]	[]	[93442277]
203_2672	chr18	3617518	3617918	+	1000	346.0	[8.235647]	[104]	[]	[]	[3617721]	[]
203_26720	chr12	112357224	112357624	+	1000	57.0	[8.235647]	[94]	[]	[]	[112357402]	[]
203_26721	chr12	113358396	113358796	+	1000	57.0	[8.272243]	[155]	[]	[]	[113358634]	[]
203_26723	chr12	120469581	120469981	+	1000	57.0	[]	[]	[8.332749]	[159]	[]	[120469827]
203_26733	chr14	39110139	39110539	+	1000	57.0	[12.754859]	[150]	[]	[]	[39110369]	[]
203_26734	chr14	56666208	56666608	+	1000	57.0	[]	[]	[8.52607]	[151]	[]	[56666458]
203_26738	chr14	68748209	68748609	+	1000	57.0	[8.332749]	[122]	[]	[]	[68748405]	[]
203_26748	chr15	41972300	41972700	+	1000	57.0	[8.801346]	[69]	[]	[]	[41972468]	[]
203_26749	chr15	44726523	44726923	+	1000	57.0	[]	[]	[8.235647]	[142]	[]	[44726754]
203_26753	chr15	67900570	67900970	+	1000	57.0	[]	[]	[7.5073967]	[64]	[]	[67900733]
203_26756	chr15	78522500	78522900	+	1000	57.0	[8.498569]	[153]	[]	[]	[78522747]	[]
203_26758	chr15	80938113	80938513	+	1000	57.0	[7.5073967]	[97]	[8.643063]	[128]	[80938297]	[80938328]
203_26771	chr16	12703621	12704021	+	1000	57.0	[]	[]	[12.754859, 8.332749]	[113, 136]	[]	[12703834, 12703857]
203_26776	chr16	30566471	30566871	+	1000	57.0	[8.272243]	[121]	[]	[]	[30566681]	[]
203_2678	chr22	31603111	31603511	+	1000	346.0	[]	[]	[8.643063]	[113]	[]	[31603319]
203_26784	chr16	75593934	75594334	+	1000	57.0	[]	[]	[12.754859]	[102]	[]	[75594111]
203_26785	chr16	84533120	84533520	+	1000	57.0	[]	[]	[7.8923073]	[135]	[]	[84533331]
203_2679	chr22	32873612	32874012	+	1000	346.0	[8.52607]	[113]	[]	[]	[32873822]	[]
203_26793	chr17	3641677	3642077	+	1000	57.0	[]	[]	[7.8923073]	[132]	[]	[3641895]
203_26804	chr17	59843699	59844099	+	1000	57.0	[8.498569]	[101]	[]	[]	[59843873]	[]
203_26807	chr17	61464891	61465291	+	1000	57.0	[]	[]	[12.754859]	[145]	[]	[61465104]
203_26813	chr17	76484743	76485143	+	559	57.0	[7.8923073]	[107]	[]	[]	[76484918]	[]
203_26817	chr17	82338708	82339108	+	1000	57.0	[]	[]	[8.643063, 8.643063, 8.643063]	[90, 116, 142]	[]	[82338872, 82338898, 82338924]
203_26819	chr18	662169	662569	+	1000	57.0	[]	[]	[8.498569]	[103]	[]	[662367]
203_2682	chr3	187522277	187522677	+	1000	346.0	[8.643063]	[89]	[8.643063]	[88]	[187522465]	[187522464]
203_26823	chr18	11757063	11757463	+	1000	57.0	[]	[]	[8.272243]	[157]	[]	[11757308]
203_26831	chr19	610768	611168	+	1000	57.0	[8.235647]	[194]	[]	[]	[611014]	[]
203_26832	chr19	1905593	1905993	+	1000	57.0	[8.643063]	[57]	[]	[]	[1905749]	[]
203_26834	chr19	2151692	2152092	+	1000	57.0	[]	[]	[8.52607]	[78]	[]	[2151856]
203_26846	chr19	14673073	14673473	+	1000	57.0	[]	[]	[8.235647]	[123]	[]	[14673286]
203_26854	chr19	45262975	45263375	+	1000	57.0	[]	[]	[7.5855]	[113]	[]	[45263163]
203_26857	chr19	56186914	56187314	+	1000	57.0	[]	[]	[8.386223]	[58]	[]	[56187066]
203_26860	chr2	2886887	2887287	+	1000	57.0	[]	[]	[7.8923073]	[95]	[]	[2887075]
203_26863	chr2	9004898	9005298	+	1000	57.0	[12.754859]	[207]	[]	[]	[9005148]	[]
203_26865	chr2	11863629	11864029	+	1000	57.0	[]	[]	[8.235647]	[82]	[]	[11863806]
203_26866	chr2	26330031	26330431	+	1000	57.0	[7.8923073]	[90]	[8.235647]	[59]	[26330218]	[26330187]
203_2687	chr7	113142332	113142732	+	1000	346.0	[]	[]	[8.235647]	[119]	[]	[113142534]
203_26871	chr2	65062818	65063218	+	1000	57.0	[]	[]	[8.643063]	[96]	[]	[65063012]
203_26876	chr2	97112948	97113348	+	1000	57.0	[]	[]	[8.643063]	[167]	[]	[97113198]
203_26880	chr2	157229000	157229400	+	1000	57.0	[]	[]	[7.5073967]	[170]	[]	[157229230]
203_26882	chr2	171008869	171009269	+	1000	57.0	[]	[]	[7.5855]	[215]	[]	[171009117]
203_26886	chr2	174248655	174249055	+	1000	57.0	[7.8880606]	[149]	[9.540733]	[93]	[174248869]	[174248813]
203_2689	chr9	37905214	37905614	+	1000	346.0	[12.754859]	[139]	[]	[]	[37905446]	[]
203_26893	chr2	216473198	216473598	+	1000	57.0	[7.8923073]	[98]	[8.235647]	[103]	[216473396]	[216473401]
203_26894	chr2	219381357	219381757	+	1000	57.0	[]	[]	[8.679044]	[108]	[]	[219381559]
203_26899	chr20	1415980	1416380	+	1000	57.0	[]	[]	[8.235647]	[89]	[]	[1416156]
203_2690	chr9	94277050	94277450	+	1000	346.0	[]	[]	[7.5073967]	[163]	[]	[94277300]
203_26902	chr20	31566648	31567048	+	1000	57.0	[8.386223]	[99]	[8.52607]	[155]	[31566836]	[31566892]
203_26906	chr20	44863614	44864014	+	1000	57.0	[8.272243]	[60]	[]	[]	[44863770]	[]
203_26919	chr22	17847364	17847764	+	1000	57.0	[8.235647]	[110]	[]	[]	[17847572]	[]
203_26923	chr22	19769508	19769908	+	1000	57.0	[8.643063]	[107]	[8.643063]	[106]	[19769662]	[19769661]
203_26937	chr22	23146524	23146924	+	1000	57.0	[]	[]	[12.754859]	[184]	[]	[23146771]
203_2694	chr11	72776188	72776588	+	1000	345.0	[8.801346]	[100]	[]	[]	[72776381]	[]
203_26958	chr3	99009856	99010256	+	1000	57.0	[8.643063]	[120]	[]	[]	[99010067]	[]
203_26969	chr3	170196858	170197258	+	1000	57.0	[12.754859]	[83]	[]	[]	[170197038]	[]
203_26974	chr3	184184836	184185236	+	1000	57.0	[]	[]	[8.272243]	[103]	[]	[184185027]
203_26975	chr3	195453107	195453507	+	1000	57.0	[8.498569]	[74]	[]	[]	[195453272]	[]
203_2698	chr2	96895091	96895491	+	1000	345.0	[8.52607]	[99]	[]	[]	[96895287]	[]
203_26987	chr4	68569440	68569840	+	1000	57.0	[8.386223]	[155]	[]	[]	[68569687]	[]
203_26988	chr4	72569074	72569474	+	1000	57.0	[]	[]	[8.801346, 8.332749]	[179, 188]	[]	[72569291, 72569300]
203_26991	chr4	88823119	88823519	+	1000	57.0	[8.643063]	[113]	[8.643063]	[112]	[88823297]	[88823296]
203_26993	chr4	139172241	139172641	+	1000	57.0	[7.8880606]	[152]	[]	[]	[139172457]	[]
203_26995	chr4	141248029	141248429	+	1000	57.0	[]	[]	[8.235647]	[57]	[]	[141248180]
203_26996	chr4	150565805	150566205	+	1000	57.0	[8.52607]	[64]	[]	[]	[150565965]	[]
203_2700	chr4	150774051	150774451	+	1000	345.0	[8.235647]	[157]	[]	[]	[150774298]	[]
