#PeakID(python identify_motif.py ./ENCODE_processed_files/FOXA3_idr.fa FOXA3 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
876_13906	chr13	92348175	92348575	+	789	35.5	[7.677661]	[198]	[]	[]	[92348392]	[]
876_13907	chr13	92384320	92384720	+	561	35.5	[7.5891633]	[79]	[9.252844]	[148]	[92384494]	[92384563]
876_13909	chr13	92695963	92696363	+	702	35.5	[]	[]	[8.009179]	[109]	[]	[92696171]
876_13913	chr13	107857567	107857967	+	793	35.5	[]	[]	[9.53014]	[174]	[]	[107857773]
876_13915	chr14	55500417	55500817	+	746	35.5	[]	[]	[8.361351]	[104]	[]	[55500616]
876_13916	chr14	57002137	57002537	+	719	35.5	[]	[]	[12.570299]	[86]	[]	[57002321]
876_13917	chr14	61537550	61537950	+	653	35.5	[8.264141]	[140]	[8.361351]	[121]	[61537766]	[61537747]
876_13919	chr15	42499184	42499584	+	777	35.5	[12.570299]	[142]	[]	[]	[42499425]	[]
876_1392	chr1	167864558	167864958	+	1000	117.0	[12.570299]	[129]	[]	[]	[167864779]	[]
876_13921	chr15	56496459	56496859	+	788	35.5	[12.570299]	[197]	[]	[]	[56496661]	[]
876_1393	chr1	184037582	184037982	+	1000	117.0	[]	[]	[9.252844]	[109]	[]	[184037788]
876_13930	chr15	99421098	99421498	+	682	35.5	[]	[]	[12.570299]	[112]	[]	[99421303]
876_13933	chr16	30838000	30838400	+	770	35.5	[10.2047415]	[112]	[]	[]	[30838209]	[]
876_13934	chr16	55572432	55572832	+	613	35.5	[7.677661]	[118]	[7.578352, 7.677661]	[105, 117]	[55572645]	[55572632, 55572644]
876_13939	chr17	27651379	27651779	+	791	35.5	[9.252844]	[90]	[]	[]	[27651566]	[]
876_13941	chr17	37067671	37068071	+	799	35.5	[9.53014]	[137]	[12.570299]	[109]	[37067901]	[37067873]
876_13942	chr17	42023620	42024020	+	627	35.5	[]	[]	[7.676677]	[85]	[]	[42023800]
876_13943	chr17	42459472	42459872	+	573	35.5	[]	[]	[8.182752, 8.84223]	[70, 96]	[]	[42459640, 42459666]
876_13945	chr17	55730722	55731122	+	693	35.5	[7.7748694]	[180]	[12.570299]	[124]	[55730956]	[55730900]
876_13946	chr17	62995018	62995418	+	581	35.5	[]	[]	[8.361351]	[176]	[]	[62995258]
876_1395	chr2	20438517	20438917	+	1000	117.0	[10.2047415]	[127]	[]	[]	[20438729]	[]
876_13952	chr18	9017287	9017687	+	675	35.5	[9.53014]	[102]	[]	[]	[9017447]	[]
876_13953	chr18	31029853	31030253	+	804	35.5	[]	[]	[10.2047415]	[103]	[]	[31030054]
876_13954	chr18	31262200	31262600	+	685	35.5	[]	[]	[10.2047415]	[61]	[]	[31262360]
876_13955	chr18	35638214	35638614	+	805	35.5	[8.361351]	[125]	[]	[]	[35638417]	[]
876_13956	chr19	14081281	14081681	+	784	35.5	[]	[]	[8.361351]	[122]	[]	[14081439]
876_13957	chr19	15169027	15169427	+	808	35.5	[9.252844]	[114]	[9.252844]	[111]	[15169239]	[15169236]
876_13958	chr19	40822650	40823050	+	579	35.5	[7.764176]	[99]	[7.764176, 12.570299]	[98, 109]	[40822830]	[40822829, 40822840]
876_13962	chr19	49876396	49876796	+	750	35.5	[7.764176]	[150]	[]	[]	[49876579]	[]
876_13967	chr2	23404558	23404958	+	767	35.5	[]	[]	[12.570299]	[107]	[]	[23404761]
876_13974	chr2	68362104	68362504	+	787	35.5	[8.182752]	[218]	[7.7748694]	[181]	[68362334]	[68362297]
876_13975	chr2	68469919	68470319	+	633	35.5	[]	[]	[12.570299]	[110]	[]	[68470107]
876_13977	chr2	72719505	72719905	+	794	35.5	[9.53014]	[126]	[]	[]	[72719730]	[]
876_13978	chr2	74933037	74933437	+	609	35.5	[]	[]	[12.570299]	[134]	[]	[74933262]
876_13979	chr2	86002347	86002747	+	547	35.5	[10.2047415]	[166]	[]	[]	[86002536]	[]
876_1398	chr4	186829776	186830176	+	1000	117.0	[]	[]	[12.570299, 8.361351]	[101, 168]	[]	[186829959, 186830026]
876_13981	chr2	112275951	112276351	+	666	35.5	[8.264141]	[132]	[]	[]	[112276167]	[]
876_13985	chr2	127000986	127001386	+	751	35.5	[10.2047415]	[164]	[]	[]	[127001196]	[]
876_13986	chr2	128092687	128093087	+	806	35.5	[]	[]	[9.53014]	[85]	[]	[128092865]
876_1399	chr7	25495350	25495750	+	1000	117.0	[8.182752]	[121]	[]	[]	[25495569]	[]
876_13992	chr2	168803341	168803741	+	710	35.5	[]	[]	[9.53014]	[179]	[]	[168803551]
876_13993	chr2	168809199	168809599	+	804	35.5	[8.182752]	[191]	[]	[]	[168809449]	[]
876_13994	chr2	170119370	170119770	+	562	35.5	[]	[]	[8.361351]	[119]	[]	[170119577]
876_13995	chr2	170173841	170174241	+	654	35.5	[]	[]	[8.361351, 7.5891633]	[113, 141]	[]	[170174039, 170174067]
876_13996	chr2	172596695	172597095	+	805	35.5	[12.570299]	[137]	[]	[]	[172596906]	[]
876_13998	chr2	182949627	182950027	+	660	35.5	[9.53014]	[99]	[10.2047415]	[143]	[182949801]	[182949845]
876_13999	chr2	215927008	215927408	+	674	35.5	[]	[]	[12.570299]	[82]	[]	[215927190]
876_140	chr1	150477824	150478224	+	1000	361.5	[12.570299]	[99]	[]	[]	[150478021]	[]
876_14005	chr21	35229278	35229678	+	746	35.5	[]	[]	[10.2047415]	[188]	[]	[35229492]
876_14008	chr22	16762121	16762521	+	808	35.5	[7.553737]	[182]	[10.2047415]	[174]	[16762371]	[16762363]
876_1401	chr10	22316822	22317222	+	1000	116.5	[]	[]	[8.361351, 12.570299]	[80, 147]	[]	[22317001, 22317068]
876_14015	chr22	20410472	20410872	+	792	35.5	[9.53014]	[174]	[]	[]	[20410722]	[]
876_14024	chr22	28887051	28887451	+	823	35.5	[7.677661]	[160]	[7.677661]	[159]	[28887270]	[28887269]
876_14026	chr3	9354644	9355044	+	612	35.5	[]	[]	[12.570299]	[126]	[]	[9354829]
876_14028	chr3	42025645	42026045	+	815	35.5	[9.252844]	[191]	[]	[]	[42025886]	[]
876_1403	chr11	58770747	58771147	+	1000	116.5	[]	[]	[8.361351]	[107]	[]	[58770953]
876_14032	chr3	45499513	45499913	+	692	35.5	[9.53014, 10.2047415, 7.5891633]	[87, 121, 171]	[]	[]	[45499668, 45499702, 45499752]	[]
876_14033	chr3	46503100	46503500	+	779	35.5	[]	[]	[12.570299]	[84]	[]	[46503263]
876_14038	chr3	179375143	179375543	+	807	35.5	[7.553737]	[157]	[]	[]	[179375316]	[]
876_1404	chr11	93444574	93444974	+	1000	116.5	[]	[]	[12.570299]	[97]	[]	[93444732]
876_14040	chr3	195705952	195706352	+	830	35.5	[]	[]	[9.252844]	[82]	[]	[195706130]
876_14041	chr3	198076662	198077062	+	777	35.5	[7.676677]	[133]	[12.570299]	[147]	[198076892]	[198076906]
876_14042	chr4	693181	693581	+	675	35.5	[]	[]	[10.2047415, 10.2047415]	[99, 162]	[]	[693360, 693423]
876_14044	chr4	54961549	54961949	+	605	35.5	[12.570299]	[142]	[]	[]	[54961777]	[]
876_14046	chr4	108649880	108650280	+	817	35.5	[]	[]	[8.361351, 8.84223]	[91, 117]	[]	[108650053, 108650079]
876_1405	chr15	92667162	92667562	+	1000	116.5	[10.2047415]	[94]	[]	[]	[92667355]	[]
876_14052	chr5	34001338	34001738	+	801	35.5	[]	[]	[12.570299]	[109]	[]	[34001509]
876_14053	chr5	38718958	38719358	+	670	35.5	[]	[]	[12.570299]	[114]	[]	[38719169]
876_14054	chr5	39140507	39140907	+	814	35.5	[7.764176, 8.182752]	[139, 154]	[]	[]	[39140715, 39140730]	[]
876_14060	chr5	141338451	141338851	+	708	35.5	[8.361351]	[135]	[]	[]	[141338642]	[]
876_14062	chr5	162036258	162036658	+	814	35.5	[]	[]	[12.570299]	[123]	[]	[162036478]
876_14063	chr5	164376826	164377226	+	773	35.5	[8.84223]	[184]	[]	[]	[164377061]	[]
876_14064	chr5	177529516	177529916	+	794	35.5	[]	[]	[10.2047415]	[138]	[]	[177529727]
876_1407	chr19	54674043	54674443	+	1000	116.5	[12.570299, 10.2047415]	[102, 125]	[]	[]	[54674237, 54674260]	[]
876_14070	chr6	7110399	7110799	+	680	35.5	[8.84223]	[96]	[7.578352]	[80]	[7110591]	[7110575]
876_14088	chr6	104704941	104705341	+	749	35.5	[]	[]	[8.84223, 10.2047415]	[82, 114]	[]	[104705099, 104705131]
876_1409	chr2	120938335	120938735	+	1000	116.5	[]	[]	[12.570299]	[115]	[]	[120938532]
876_14090	chr6	106103018	106103418	+	652	35.5	[]	[]	[9.53014]	[69]	[]	[106103169]
876_14091	chr6	106622410	106622810	+	785	35.5	[]	[]	[12.570299]	[105]	[]	[106622609]
876_14097	chr6	119067073	119067473	+	710	35.5	[]	[]	[12.570299, 8.182752]	[136, 180]	[]	[119067268, 119067312]
876_14098	chr6	130675063	130675463	+	762	35.5	[]	[]	[9.53014]	[112]	[]	[130675260]
876_14099	chr6	132513831	132514231	+	819	35.5	[10.2047415]	[99]	[]	[]	[132514023]	[]
876_141	chr2	170263885	170264285	+	1000	360.5	[8.361351]	[133]	[8.84223]	[85]	[170264105]	[170264057]
876_1410	chr2	151789316	151789716	+	1000	116.5	[12.570299]	[96]	[]	[]	[151789484]	[]
876_14102	chr6	136740201	136740601	+	749	35.5	[]	[]	[12.570299]	[116]	[]	[136740386]
876_14107	chr6	140258162	140258562	+	642	35.5	[8.264141, 12.570299]	[160, 173]	[]	[]	[140258377, 140258390]	[]
876_14108	chr6	141746293	141746693	+	576	35.5	[12.570299]	[100]	[]	[]	[141746490]	[]
876_14109	chr6	147186156	147186556	+	816	35.5	[]	[]	[8.361351]	[77]	[]	[147186308]
876_1411	chr20	50767411	50767811	+	1000	116.5	[7.553737, 12.570299]	[65, 116]	[]	[]	[50767573, 50767624]	[]
876_14110	chr6	150015692	150016092	+	595	35.5	[]	[]	[9.53014]	[64]	[]	[150015847]
876_14114	chr7	24793790	24794190	+	713	35.5	[]	[]	[12.570299]	[153]	[]	[24794002]
876_14115	chr7	25216720	25217120	+	765	35.5	[]	[]	[9.53014]	[85]	[]	[25216897]
876_14121	chr7	99471352	99471752	+	801	35.5	[]	[]	[8.182752]	[153]	[]	[99471580]
876_14123	chr7	105283845	105284245	+	612	35.5	[]	[]	[7.5891633]	[122]	[]	[105284021]
876_14124	chr7	106281499	106281899	+	752	35.5	[9.53014]	[176]	[]	[]	[106281737]	[]
876_1413	chr6	98416776	98417176	+	1000	116.5	[12.570299]	[94]	[]	[]	[98416967]	[]
876_14130	chr7	113014992	113015392	+	804	35.5	[9.252844]	[85]	[]	[]	[113015158]	[]
876_14132	chr7	117011777	117012177	+	728	35.5	[]	[]	[9.53014, 7.578352]	[65, 135]	[]	[117011942, 117012012]
876_14133	chr7	120986725	120987125	+	798	35.5	[]	[]	[7.553737]	[112]	[]	[120986909]
876_14135	chr7	127907671	127908071	+	634	35.5	[]	[]	[8.84223]	[122]	[]	[127907835]
876_1414	chr7	137992223	137992623	+	1000	116.5	[]	[]	[7.553737]	[77]	[]	[137992389]
876_14142	chr7	139776091	139776491	+	785	35.5	[8.182752]	[165]	[10.2047415, 10.2047415]	[206, 224]	[139776258]	[139776299, 139776317]
876_14145	chr7	150356550	150356950	+	712	35.5	[7.677661]	[155]	[]	[]	[150356801]	[]
876_14148	chr8	42571367	42571767	+	690	35.5	[8.361351]	[194]	[]	[]	[42571609]	[]
876_14149	chr8	54106010	54106410	+	785	35.5	[8.84223]	[115]	[9.53014]	[105]	[54106205]	[54106195]
876_1415	chr8	125191742	125192142	+	1000	116.5	[]	[]	[10.2047415]	[63]	[]	[125191901]
876_14151	chr8	92966230	92966630	+	823	35.5	[12.570299]	[160]	[]	[]	[92966470]	[]
876_14152	chr8	96928435	96928835	+	813	35.5	[12.570299]	[110]	[8.264141, 8.182752]	[74, 125]	[96928634]	[96928598, 96928649]
876_14156	chr9	19221385	19221785	+	681	35.5	[9.53014]	[99]	[]	[]	[19221561]	[]
876_14159	chr9	107675806	107676206	+	562	35.5	[]	[]	[9.53014]	[166]	[]	[107676011]
876_1416	chr1	223264567	223264967	+	1000	116.0	[]	[]	[12.570299]	[125]	[]	[223264777]
876_14161	chr9	126499351	126499751	+	657	35.5	[12.570299, 12.570299]	[68, 160]	[]	[]	[126499507, 126499599]	[]
876_14165	chr9	132324359	132324759	+	788	35.5	[10.2047415]	[97]	[]	[]	[132324553]	[]
876_14167	chrUn_GL000219v1	106358	106758	+	684	35.5	[]	[]	[9.53014]	[178]	[]	[106571]
876_1417	chr2	173354077	173354477	+	1000	116.0	[12.570299]	[96]	[]	[]	[173354271]	[]
876_14174	chr1	27428058	27428458	+	657	35.0	[]	[]	[9.252844]	[112]	[]	[27428233]
876_14177	chr1	31422813	31423213	+	777	35.0	[]	[]	[9.53014]	[64]	[]	[31422975]
876_14178	chr1	31787696	31788096	+	652	35.0	[]	[]	[12.570299]	[146]	[]	[31787917]
876_14185	chr1	67095017	67095417	+	688	35.0	[]	[]	[10.2047415]	[101]	[]	[67095202]
876_14186	chr1	74222724	74223124	+	755	35.0	[8.361351]	[102]	[9.53014]	[128]	[74222918]	[74222944]
876_14188	chr1	89995158	89995558	+	732	35.0	[]	[]	[12.570299]	[177]	[]	[89995338]
876_14189	chr1	99716543	99716943	+	801	35.0	[8.361351, 10.2047415]	[88, 122]	[]	[]	[99716727, 99716761]	[]
876_1419	chr1	75181233	75181633	+	1000	115.5	[]	[]	[12.570299]	[95]	[]	[75181391]
876_14193	chr1	117363437	117363837	+	787	35.0	[]	[]	[10.2047415]	[186]	[]	[117363682]
876_14194	chr1	117964025	117964425	+	721	35.0	[]	[]	[8.361351]	[213]	[]	[117964276]
876_142	chr7	22708239	22708639	+	1000	359.5	[]	[]	[12.570299]	[85]	[]	[22708424]
876_1420	chr1	225694145	225694545	+	1000	115.5	[8.361351]	[121]	[]	[]	[225694350]	[]
876_14200	chr1	193111784	193112184	+	693	35.0	[]	[]	[7.7748694]	[209]	[]	[193112018]
876_14205	chr1	207128548	207128948	+	554	35.0	[8.182752]	[124]	[]	[]	[207128758]	[]
876_1421	chr10	11602877	11603277	+	1000	115.5	[]	[]	[12.570299]	[95]	[]	[11603057]
876_14212	chr1	218275752	218276152	+	728	35.0	[8.264141, 9.53014]	[52, 136]	[]	[]	[218275904, 218275988]	[]
876_1422	chr17	18017942	18018342	+	1000	115.5	[]	[]	[8.84223]	[161]	[]	[18018183]
876_14221	chr1	234937005	234937405	+	773	35.0	[8.361351]	[200]	[]	[]	[234937239]	[]
876_14226	chr1	246306576	246306976	+	708	35.0	[]	[]	[8.264141]	[153]	[]	[246306782]
876_14227	chr10	15483319	15483719	+	717	35.0	[8.009179, 9.252844]	[142, 184]	[]	[]	[15483516, 15483558]	[]
876_14229	chr10	36400255	36400655	+	776	35.0	[12.570299]	[154]	[]	[]	[36400477]	[]
876_1423	chr17	58387837	58388237	+	1000	115.5	[]	[]	[8.361351]	[93]	[]	[58388021]
876_14231	chr10	49186465	49186865	+	764	35.0	[12.570299]	[180]	[]	[]	[49186686]	[]
876_14232	chr10	61964436	61964836	+	735	35.0	[]	[]	[12.570299]	[106]	[]	[61964642]
876_14238	chr10	77111792	77112192	+	789	35.0	[]	[]	[12.570299]	[186]	[]	[77111989]
876_14239	chr10	88256396	88256796	+	775	35.0	[9.53014]	[131]	[]	[]	[88256618]	[]
876_14242	chr11	27395439	27395839	+	747	35.0	[9.53014]	[113]	[7.5891633]	[172]	[27395627]	[27395686]
876_14243	chr11	34668121	34668521	+	556	35.0	[]	[]	[10.2047415, 8.182752]	[100, 145]	[]	[34668307, 34668352]
876_14244	chr11	38192009	38192409	+	544	35.0	[12.570299]	[111]	[]	[]	[38192211]	[]
876_14248	chr11	60169320	60169720	+	663	35.0	[]	[]	[12.570299]	[131]	[]	[60169519]
876_14249	chr11	64843027	64843427	+	663	35.0	[8.361351]	[129]	[]	[]	[64843238]	[]
876_1425	chr2	122051605	122052005	+	1000	115.5	[]	[]	[12.570299]	[110]	[]	[122051772]
876_14250	chr11	75813568	75813968	+	653	35.0	[7.7748694]	[64]	[]	[]	[75813732]	[]
876_14253	chr11	86919575	86919975	+	633	35.0	[]	[]	[8.84223]	[88]	[]	[86919749]
876_14254	chr11	94493153	94493553	+	777	35.0	[10.2047415, 9.53014]	[136, 140]	[]	[]	[94493376, 94493380]	[]
876_14255	chr11	118227728	118228128	+	705	35.0	[]	[]	[10.2047415]	[141]	[]	[118227926]
876_14256	chr12	5121772	5122172	+	648	35.0	[]	[]	[12.570299]	[126]	[]	[5121968]
876_14259	chr12	46537958	46538358	+	653	35.0	[]	[]	[12.570299]	[144]	[]	[46538184]
876_14260	chr12	50734656	50735056	+	683	35.0	[12.570299]	[118]	[]	[]	[50734869]	[]
876_14261	chr12	54933401	54933801	+	789	35.0	[]	[]	[8.009179]	[96]	[]	[54933593]
876_14264	chr12	92003814	92004214	+	646	35.0	[8.361351]	[121]	[]	[]	[92004030]	[]
876_14265	chr12	98736759	98737159	+	784	35.0	[10.2047415]	[111]	[]	[]	[98736922]	[]
876_1427	chr6	42198019	42198419	+	1000	115.5	[]	[]	[12.570299]	[116]	[]	[42198217]
876_14270	chr13	25302502	25302902	+	574	35.0	[8.361351]	[104]	[]	[]	[25302701]	[]
876_14279	chr13	90130681	90131081	+	769	35.0	[12.570299]	[99]	[]	[]	[90130855]	[]
876_14281	chr13	90346740	90347140	+	673	35.0	[]	[]	[8.264141]	[189]	[]	[90346985]
876_14283	chr13	90408253	90408653	+	760	35.0	[12.570299]	[109]	[]	[]	[90408409]	[]
876_14284	chr13	90534491	90534891	+	589	35.0	[9.53014]	[220]	[]	[]	[90534715]	[]
876_1429	chr1	181910916	181911316	+	1000	115.0	[12.570299]	[125]	[]	[]	[181911137]	[]
876_14291	chr13	91432123	91432523	+	786	35.0	[]	[]	[8.361351, 8.182752]	[165, 207]	[]	[91432303, 91432345]
876_14294	chr13	91776523	91776923	+	806	35.0	[]	[]	[9.252844]	[199]	[]	[91776771]
876_14298	chr13	92446460	92446860	+	766	35.0	[]	[]	[7.677661]	[136]	[]	[92446638]
876_143	chr7	87040028	87040428	+	1000	359.0	[12.570299]	[109]	[]	[]	[87040226]	[]
876_1430	chr11	9930882	9931282	+	1000	115.0	[12.570299]	[116]	[]	[]	[9931083]	[]
876_14300	chr13	92533386	92533786	+	704	35.0	[]	[]	[7.7748694]	[115]	[]	[92533542]
876_14301	chr13	92602281	92602681	+	772	35.0	[]	[]	[12.570299]	[104]	[]	[92602474]
876_14307	chr14	36285091	36285491	+	669	35.0	[9.252844]	[134]	[]	[]	[36285322]	[]
876_1431	chr19	11095097	11095497	+	1000	115.0	[]	[]	[9.252844, 9.252844]	[71, 96]	[]	[11095266, 11095291]
876_14311	chr15	73593635	73594035	+	780	35.0	[12.570299]	[162]	[]	[]	[73593876]	[]
876_14312	chr15	82855804	82856204	+	632	35.0	[10.2047415]	[119]	[]	[]	[82856019]	[]
876_14314	chr16	1331698	1332098	+	783	35.0	[]	[]	[12.570299]	[101]	[]	[1331884]
876_1432	chr19	55217229	55217629	+	1000	115.0	[10.2047415]	[127]	[]	[]	[55217446]	[]
876_14324	chr17	58903295	58903695	+	712	35.0	[10.2047415]	[142]	[7.578352]	[165]	[58903520]	[58903543]
876_14329	chr18	23487874	23488274	+	695	35.0	[8.84223, 8.264141]	[93, 150]	[]	[]	[23488037, 23488094]	[]
876_1433	chr2	242031725	242032125	+	1000	115.0	[9.53014]	[133]	[]	[]	[242031949]	[]
876_14330	chr18	32122035	32122435	+	764	35.0	[9.252844]	[170]	[9.252844]	[167]	[32122285]	[32122282]
876_14331	chr18	33751585	33751985	+	741	35.0	[]	[]	[8.182752, 10.2047415]	[93, 121]	[]	[33751774, 33751802]
876_14332	chr18	58013424	58013824	+	592	35.0	[10.2047415, 8.361351]	[113, 140]	[]	[]	[58013631, 58013658]	[]
876_14334	chr19	1897523	1897923	+	801	35.0	[12.570299]	[118]	[]	[]	[1897737]	[]
876_14347	chr2	10410167	10410567	+	776	35.0	[8.182752]	[59]	[12.570299]	[130]	[10410325]	[10410396]
876_14350	chr2	68093618	68094018	+	752	35.0	[12.570299]	[122]	[]	[]	[68093834]	[]
876_14351	chr2	68352848	68353248	+	799	35.0	[8.264141]	[167]	[]	[]	[68353087]	[]
876_14358	chr2	170367342	170367742	+	763	35.0	[]	[]	[9.53014]	[97]	[]	[170367531]
876_14359	chr2	171511872	171512272	+	750	35.0	[10.2047415]	[132]	[]	[]	[171512101]	[]
876_1436	chr10	60956140	60956540	+	1000	114.5	[10.2047415]	[110]	[]	[]	[60956348]	[]
876_14361	chr2	189836594	189836994	+	656	35.0	[]	[]	[12.570299]	[114]	[]	[189836795]
876_14362	chr2	190182006	190182406	+	552	35.0	[]	[]	[12.570299]	[127]	[]	[190182211]
876_14363	chr2	191624961	191625361	+	639	35.0	[12.570299]	[163]	[]	[]	[191625187]	[]
876_14364	chr2	195756178	195756578	+	721	35.0	[]	[]	[12.570299]	[112]	[]	[195756379]
876_14365	chr2	204454663	204455063	+	797	35.0	[]	[]	[10.2047415]	[96]	[]	[204454856]
876_14367	chr2	240562964	240563364	+	807	35.0	[12.570299]	[135]	[]	[]	[240563174]	[]
876_14372	chr20	49867318	49867718	+	769	35.0	[]	[]	[10.2047415]	[112]	[]	[49867529]
876_14375	chr21	14653244	14653644	+	784	35.0	[]	[]	[9.252844, 7.578352]	[123, 146]	[]	[14653459, 14653482]
876_14377	chr21	36298080	36298480	+	682	35.0	[8.84223]	[159]	[]	[]	[36298306]	[]
876_14381	chr22	17024338	17024738	+	709	35.0	[12.570299]	[155]	[]	[]	[17024566]	[]
876_14382	chr22	19361851	19362251	+	617	35.0	[8.84223, 9.53014]	[109, 199]	[]	[]	[19362010, 19362100]	[]
876_14385	chr22	19651636	19652036	+	748	35.0	[9.53014]	[167]	[]	[]	[19651839]	[]
876_1439	chr16	4272869	4273269	+	1000	114.5	[12.570299]	[141]	[]	[]	[4273097]	[]
876_14396	chr22	21083175	21083575	+	705	35.0	[]	[]	[9.53014]	[67]	[]	[21083333]
876_144	chr7	101352269	101352669	+	1000	359.0	[]	[]	[10.2047415, 10.2047415]	[104, 131]	[]	[101352465, 101352492]
876_1440	chr2	48707474	48707874	+	1000	114.5	[]	[]	[12.570299]	[109]	[]	[48707672]
876_14405	chr22	26295518	26295918	+	761	35.0	[]	[]	[8.361351]	[130]	[]	[26295745]
876_14406	chr22	29538235	29538635	+	696	35.0	[]	[]	[12.570299]	[80]	[]	[29538402]
876_14409	chr3	4687249	4687649	+	667	35.0	[12.570299]	[119]	[]	[]	[4687409]	[]
876_1441	chr6	104671232	104671632	+	1000	114.5	[12.570299]	[132]	[]	[]	[104671446]	[]
876_14410	chr3	5573985	5574385	+	795	35.0	[12.570299]	[142]	[]	[]	[5574212]	[]
876_14413	chr3	14272681	14273081	+	749	35.0	[7.676677]	[133]	[]	[]	[14272895]	[]
876_14415	chr3	24339545	24339945	+	774	35.0	[8.84223]	[131]	[]	[]	[24339741]	[]
876_14417	chr3	33636255	33636655	+	762	35.0	[8.182752]	[180]	[]	[]	[33636495]	[]
876_14418	chr3	33798073	33798473	+	743	35.0	[8.361351, 9.53014]	[88, 103]	[]	[]	[33798257, 33798272]	[]
876_14419	chr3	36453696	36454096	+	568	35.0	[12.570299]	[62]	[]	[]	[36453854]	[]
876_1442	chr7	26629641	26630041	+	1000	114.5	[9.53014]	[141]	[7.676677]	[127]	[26629879]	[26629865]
876_14421	chr3	37038612	37039012	+	785	35.0	[]	[]	[10.2047415]	[105]	[]	[37038802]
876_14424	chr3	94745723	94746123	+	676	35.0	[12.570299]	[145]	[]	[]	[94745937]	[]
876_14426	chr3	101802080	101802480	+	570	35.0	[]	[]	[12.570299]	[102]	[]	[101802273]
876_14427	chr3	112134787	112135187	+	793	35.0	[]	[]	[8.361351]	[159]	[]	[112134977]
876_14428	chr3	118938490	118938890	+	778	35.0	[]	[]	[10.2047415]	[87]	[]	[118938668]
876_14432	chr3	171808479	171808879	+	804	35.0	[12.570299]	[118]	[]	[]	[171808653]	[]
876_14433	chr3	182436484	182436884	+	540	35.0	[8.361351, 8.361351]	[83, 117]	[]	[]	[182436667, 182436701]	[]
876_14434	chr3	182920289	182920689	+	769	35.0	[7.578352, 7.5891633]	[103, 110]	[]	[]	[182920458, 182920465]	[]
876_1444	chrX	44253264	44253664	+	1000	114.5	[12.570299]	[136]	[]	[]	[44253490]	[]
876_14441	chr4	68367820	68368220	+	770	35.0	[]	[]	[8.361351, 8.009179]	[137, 163]	[]	[68368037, 68368063]
876_14442	chr4	70688006	70688406	+	628	35.0	[9.252844]	[76]	[]	[]	[70688171]	[]
876_14443	chr4	81069705	81070105	+	772	35.0	[]	[]	[10.2047415]	[86]	[]	[81069881]
876_14444	chr4	102760224	102760624	+	736	35.0	[7.677661, 8.264141]	[107, 141]	[7.677661]	[106]	[102760412, 102760446]	[102760411]
876_14447	chr5	414396	414796	+	774	35.0	[12.570299]	[144]	[]	[]	[414604]	[]
876_14450	chr5	14696216	14696616	+	756	35.0	[7.676677]	[140]	[]	[]	[14696406]	[]
876_14451	chr5	21107694	21108094	+	734	35.0	[12.570299]	[87]	[]	[]	[21107880]	[]
876_14453	chr5	36305640	36306040	+	612	35.0	[9.53014]	[101]	[9.53014]	[74]	[36305839]	[36305812]
876_14454	chr5	75567630	75568030	+	553	35.0	[8.182752]	[226]	[]	[]	[75567870]	[]
876_14455	chr5	96921566	96921966	+	785	35.0	[]	[]	[10.2047415]	[92]	[]	[96921729]
876_14458	chr5	150567030	150567430	+	768	35.0	[]	[]	[8.361351]	[118]	[]	[150567239]
876_1446	chr3	24376083	24376483	+	1000	114.0	[]	[]	[12.570299]	[105]	[]	[24376285]
876_14460	chr5	179622512	179622912	+	730	35.0	[8.009179]	[245]	[]	[]	[179622761]	[]
876_1447	chr3	158839934	158840334	+	1000	114.0	[8.361351]	[116]	[]	[]	[158840139]	[]
876_14475	chr6	37311933	37312333	+	770	35.0	[9.53014]	[167]	[7.764176]	[206]	[37312139]	[37312178]
876_14476	chr6	38796446	38796846	+	692	35.0	[]	[]	[7.5891633]	[156]	[]	[38796661]
876_14479	chr6	42260287	42260687	+	727	35.0	[12.570299, 12.570299]	[184, 198]	[]	[]	[42260490, 42260504]	[]
876_1448	chr3	178370377	178370777	+	1000	114.0	[12.570299]	[109]	[8.009179]	[152]	[178370572]	[178370615]
876_14483	chr6	75852639	75853039	+	761	35.0	[10.2047415, 8.264141]	[152, 190]	[9.252844]	[110]	[75852852, 75852890]	[75852810]
876_14485	chr6	109511802	109512202	+	545	35.0	[10.2047415]	[144]	[]	[]	[109512031]	[]
876_14486	chr6	111624566	111624966	+	784	35.0	[10.2047415]	[134]	[]	[]	[111624793]	[]
876_14487	chr6	116012293	116012693	+	672	35.0	[]	[]	[8.182752, 12.570299]	[116, 132]	[]	[116012501, 116012517]
876_14488	chr6	133783348	133783748	+	797	35.0	[]	[]	[12.570299, 10.2047415, 12.570299]	[108, 142, 176]	[]	[133783508, 133783542, 133783576]
876_1449	chr6	27129421	27129821	+	1000	114.0	[12.570299]	[127]	[]	[]	[27129631]	[]
876_14497	chr6	163731167	163731567	+	785	35.0	[9.53014]	[127]	[]	[]	[163731356]	[]
876_14499	chr7	24924389	24924789	+	761	35.0	[12.570299]	[124]	[]	[]	[24924576]	[]
876_145	chr7	128237025	128237425	+	1000	357.5	[12.570299]	[128]	[]	[]	[128237238]	[]
