#PeakID(python identify_motif.py ./ENCODE_processed_files/TAL1_idr.fa TAL1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
345_15244	chr1	211537246	211537646	+	1000	72.0	[4.611834, 4.611834]	[114, 117]	[4.611834, 4.611834]	[114, 117]	[211537453, 211537456]	[211537453, 211537456]
345_15247	chr10	5433174	5433574	+	1000	72.0	[4.611834, 8.356634]	[87, 124]	[4.611834, 4.611834]	[87, 124]	[5433352, 5433389]	[5433352, 5433389]
345_15249	chr10	87660773	87661173	+	1000	72.0	[4.611834, 4.611834, 9.465482]	[69, 80, 120]	[4.611834, 4.611834, 4.611834]	[69, 80, 120]	[87660935, 87660946, 87660986]	[87660935, 87660946, 87660986]
345_1525	chr17	76640854	76641254	+	1000	477.0	[11.270045, 4.611834]	[101, 109]	[11.270045, 4.611834]	[101, 109]	[76641053, 76641061]	[76641053, 76641061]
345_15250	chr11	2301967	2302367	+	1000	72.0	[9.465482, 4.611834]	[139, 150]	[4.611834, 5.088419]	[139, 150]	[2302186, 2302197]	[2302186, 2302197]
345_15256	chr11	77091069	77091469	+	1000	72.0	[4.611834, 5.088419, 4.611834]	[66, 96, 117]	[4.611834, 4.611834, 4.611834]	[66, 96, 117]	[77091234, 77091264, 77091285]	[77091234, 77091264, 77091285]
345_15258	chr11	116786316	116786716	+	1000	72.0	[4.611834, 4.611834]	[73, 96]	[4.611834, 4.611834]	[73, 96]	[116786480, 116786503]	[116786480, 116786503]
345_15259	chr11	120598491	120598891	+	1000	72.0	[11.270045]	[74]	[11.270045]	[74]	[120598664]	[120598664]
345_15260	chr12	2984186	2984586	+	1000	72.0	[9.465482]	[98]	[4.611834]	[98]	[2984383]	[2984383]
345_15261	chr12	7126263	7126663	+	1000	72.0	[4.611834, 11.270045]	[97, 110]	[9.465482, 11.270045]	[97, 110]	[7126421, 7126434]	[7126421, 7126434]
345_15262	chr12	12927163	12927563	+	1000	72.0	[4.611834, 4.611834, 8.356634]	[82, 102, 124]	[5.088419, 4.611834, 4.611834]	[82, 102, 124]	[12927339, 12927359, 12927381]	[12927339, 12927359, 12927381]
345_15265	chr12	89619116	89619516	+	1000	72.0	[5.088419]	[131]	[4.611834]	[131]	[89619333]	[89619333]
345_15267	chr12	121018209	121018609	+	1000	72.0	[4.611834]	[114]	[4.611834]	[114]	[121018419]	[121018419]
345_15269	chr14	55385473	55385873	+	1000	72.0	[4.611834]	[134]	[4.611834]	[134]	[55385692]	[55385692]
345_1527	chr19	14142658	14143058	+	1000	477.0	[11.270045]	[92]	[11.270045]	[92]	[14142834]	[14142834]
345_15270	chr15	22895414	22895814	+	1000	72.0	[4.611834]	[105]	[5.088419]	[105]	[22895614]	[22895614]
345_15271	chr15	43510369	43510769	+	1000	72.0	[9.465482]	[92]	[4.611834]	[92]	[43510559]	[43510559]
345_15273	chr15	78244115	78244515	+	1000	72.0	[4.611834]	[171]	[4.611834]	[171]	[78244364]	[78244364]
345_15276	chr16	3085254	3085654	+	1000	72.0	[4.611834, 11.270045]	[123, 131]	[4.611834, 11.270045]	[123, 131]	[3085471, 3085479]	[3085471, 3085479]
345_15277	chr16	10485701	10486101	+	1000	72.0	[4.611834, 4.611834]	[128, 144]	[9.465482, 5.088419]	[128, 144]	[10485919, 10485935]	[10485919, 10485935]
345_15278	chr16	17397481	17397881	+	1000	72.0	[4.611834, 4.611834, 4.611834]	[77, 129, 145]	[4.611834, 9.465482, 4.611834]	[77, 129, 145]	[17397643, 17397695, 17397711]	[17397643, 17397695, 17397711]
345_15279	chr16	19556344	19556744	+	1000	72.0	[4.611834, 5.088419]	[79, 82]	[4.611834, 4.611834]	[79, 82]	[19556497, 19556500]	[19556497, 19556500]
345_15281	chr16	27547076	27547476	+	1000	72.0	[11.270045, 11.270045, 9.465482]	[86, 102, 122]	[11.270045, 11.270045, 4.611834]	[86, 102, 122]	[27547251, 27547267, 27547287]	[27547251, 27547267, 27547287]
345_15283	chr16	29679597	29679997	+	1000	72.0	[8.356634, 9.465482]	[79, 153]	[4.611834, 4.611834]	[79, 153]	[29679763, 29679837]	[29679763, 29679837]
345_15286	chr16	56307199	56307599	+	1000	72.0	[4.611834, 4.611834, 4.611834]	[83, 147, 157]	[9.465482, 4.611834, 4.611834]	[83, 147, 157]	[56307361, 56307425, 56307435]	[56307361, 56307425, 56307435]
345_15288	chr16	57695754	57696154	+	1000	72.0	[4.611834]	[104]	[4.611834]	[104]	[57695951]	[57695951]
345_15289	chr16	78443955	78444355	+	1000	72.0	[11.270045, 4.611834]	[101, 119]	[11.270045, 4.611834]	[101, 119]	[78444156, 78444174]	[78444156, 78444174]
345_15290	chr16	87870726	87871126	+	1000	72.0	[4.611834]	[86]	[4.611834]	[86]	[87870909]	[87870909]
345_15292	chr17	42527939	42528339	+	1000	72.0	[9.465482, 4.611834]	[61, 122]	[4.611834, 9.465482]	[61, 122]	[42528097, 42528158]	[42528097, 42528158]
345_15294	chr17	48555277	48555677	+	1000	72.0	[4.611834]	[149]	[4.611834]	[149]	[48555523]	[48555523]
345_15296	chr17	59155620	59156020	+	1000	72.0	[4.611834]	[160]	[4.611834]	[160]	[59155855]	[59155855]
345_15299	chr17	82292544	82292944	+	1000	72.0	[4.611834, 5.088419]	[70, 105]	[4.611834, 4.611834]	[70, 105]	[82292705, 82292740]	[82292705, 82292740]
345_15304	chr19	1573701	1574101	+	1000	72.0	[4.611834, 4.611834, 4.611834]	[54, 86, 94]	[4.611834, 4.611834, 4.611834]	[54, 86, 94]	[1573854, 1573886, 1573894]	[1573854, 1573886, 1573894]
345_15305	chr19	3155099	3155499	+	1000	72.0	[9.465482]	[80]	[4.611834]	[80]	[3155256]	[3155256]
345_15306	chr19	4145756	4146156	+	1000	72.0	[4.611834, 4.611834]	[84, 131]	[4.611834, 4.611834]	[84, 131]	[4145927, 4145974]	[4145927, 4145974]
345_15309	chr19	48445196	48445596	+	1000	72.0	[4.611834, 4.611834]	[80, 124]	[4.611834, 4.611834]	[80, 124]	[48445368, 48445412]	[48445368, 48445412]
345_1531	chr2	208489192	208489592	+	1000	477.0	[4.611834, 4.611834]	[54, 71]	[4.611834, 4.611834]	[54, 71]	[208489346, 208489363]	[208489346, 208489363]
345_15312	chr2	8536560	8536960	+	1000	72.0	[4.611834]	[63]	[8.356634]	[63]	[8536721]	[8536721]
345_15315	chr2	37192889	37193289	+	1000	72.0	[4.611834, 11.270045, 11.270045]	[62, 121, 150]	[4.611834, 11.270045, 11.270045]	[62, 121, 150]	[37193051, 37193110, 37193139]	[37193051, 37193110, 37193139]
345_15320	chr2	219664042	219664442	+	1000	72.0	[4.611834]	[61]	[4.611834]	[61]	[219664197]	[219664197]
345_15325	chr21	34888453	34888853	+	1000	72.0	[4.611834]	[135]	[4.611834]	[135]	[34888677]	[34888677]
345_15326	chr21	38088876	38089276	+	1000	72.0	[4.611834]	[94]	[4.611834]	[94]	[38089063]	[38089063]
345_15329	chr22	20060242	20060642	+	1000	72.0	[9.465482, 4.611834]	[65, 85]	[4.611834, 4.611834]	[65, 85]	[20060399, 20060419]	[20060399, 20060419]
345_15330	chr3	6608832	6609232	+	1000	72.0	[4.611834, 4.611834]	[74, 99]	[9.465482, 4.611834]	[74, 99]	[6609002, 6609027]	[6609002, 6609027]
345_15331	chr3	45269860	45270260	+	1000	72.0	[4.611834]	[106]	[4.611834]	[106]	[45270059]	[45270059]
345_15332	chr3	100060578	100060978	+	1000	72.0	[4.611834, 4.611834]	[69, 81]	[4.611834, 4.611834]	[69, 81]	[100060746, 100060758]	[100060746, 100060758]
345_15335	chr3	141291491	141291891	+	1000	72.0	[4.611834]	[147]	[4.611834]	[147]	[141291727]	[141291727]
345_15337	chr3	155251591	155251991	+	1000	72.0	[4.611834]	[52]	[4.611834]	[52]	[155251742]	[155251742]
345_15339	chr3	160459436	160459836	+	1000	72.0	[4.611834, 4.611834]	[118, 144]	[4.611834, 5.088419]	[118, 144]	[160459636, 160459662]	[160459636, 160459662]
345_1534	chr1	46522505	46522905	+	1000	476.0	[4.611834]	[110]	[4.611834]	[110]	[46522712]	[46522712]
345_15340	chr3	171814166	171814566	+	1000	72.0	[4.611834, 4.611834]	[57, 101]	[4.611834, 4.611834]	[57, 101]	[171814320, 171814364]	[171814320, 171814364]
345_15345	chr4	98802654	98803054	+	1000	72.0	[4.611834]	[89]	[4.611834]	[89]	[98802842]	[98802842]
345_15348	chr5	74679260	74679660	+	1000	72.0	[4.611834]	[106]	[4.611834]	[106]	[74679454]	[74679454]
345_15350	chr5	96081468	96081868	+	1000	72.0	[9.465482, 9.465482, 4.611834, 9.465482]	[64, 91, 143, 146]	[4.611834, 4.611834, 4.611834, 4.611834]	[64, 91, 143, 146]	[96081626, 96081653, 96081705, 96081708]	[96081626, 96081653, 96081705, 96081708]
345_15356	chr6	28960932	28961332	+	1000	72.0	[4.611834, 4.611834]	[111, 131]	[4.611834, 4.611834]	[111, 131]	[28961127, 28961147]	[28961127, 28961147]
345_15364	chr6	142729145	142729545	+	1000	72.0	[4.611834]	[184]	[4.611834]	[184]	[142729370]	[142729370]
345_15365	chr6	158808027	158808427	+	1000	72.0	[4.611834, 5.088419]	[89, 126]	[9.465482, 4.611834]	[89, 126]	[158808206, 158808243]	[158808206, 158808243]
345_15366	chr7	5755605	5756005	+	1000	72.0	[4.611834]	[83]	[4.611834]	[83]	[5755788]	[5755788]
345_15367	chr7	12612621	12613021	+	1000	72.0	[4.611834]	[91]	[4.611834]	[91]	[12612812]	[12612812]
345_1537	chr8	56013851	56014251	+	1000	476.0	[11.270045]	[127]	[11.270045]	[127]	[56014077]	[56014077]
345_15370	chr7	99762904	99763304	+	1000	72.0	[4.611834]	[140]	[4.611834]	[140]	[99763120]	[99763120]
345_15378	chr8	73756819	73757219	+	1000	72.0	[11.270045, 4.611834]	[58, 109]	[11.270045, 5.088419]	[58, 109]	[73756975, 73757026]	[73756975, 73757026]
345_1538	chr8	134720107	134720507	+	1000	476.0	[8.356634]	[74]	[4.611834]	[74]	[134720277]	[134720277]
345_15381	chr8	126783062	126783462	+	1000	72.0	[4.611834]	[94]	[4.611834]	[94]	[126783253]	[126783253]
345_15382	chr8	133505290	133505690	+	1000	72.0	[4.611834, 4.611834]	[87, 107]	[4.611834, 9.465482]	[87, 107]	[133505475, 133505495]	[133505475, 133505495]
345_15386	chr9	124808588	124808988	+	1000	72.0	[4.611834]	[107]	[4.611834]	[107]	[124808789]	[124808789]
345_15387	chr9	131011899	131012299	+	1000	72.0	[4.611834]	[114]	[4.611834]	[114]	[131012096]	[131012096]
345_15388	chr9	136120009	136120409	+	1000	72.0	[9.465482, 4.611834]	[63, 122]	[4.611834, 5.088419]	[63, 122]	[136120163, 136120222]	[136120163, 136120222]
345_15389	chrX	12955742	12956142	+	1000	72.0	[9.465482]	[95]	[4.611834]	[95]	[12955932]	[12955932]
345_15391	chrX	43481606	43482006	+	1000	72.0	[4.611834]	[76]	[9.465482]	[76]	[43481779]	[43481779]
345_15393	chr1	1858657	1859057	+	1000	71.0	[4.611834]	[111]	[4.611834]	[111]	[1858851]	[1858851]
345_15396	chr1	32120783	32121183	+	1000	71.0	[4.611834]	[65]	[4.611834]	[65]	[32120937]	[32120937]
345_1540	chr10	42645034	42645434	+	1000	475.0	[11.270045]	[149]	[11.270045]	[149]	[42645280]	[42645280]
345_15401	chr1	65083340	65083740	+	1000	71.0	[11.270045]	[119]	[11.270045]	[119]	[65083517]	[65083517]
345_15402	chr1	95122366	95122766	+	1000	71.0	[11.270045]	[101]	[11.270045]	[101]	[95122545]	[95122545]
345_15404	chr1	113072056	113072456	+	1000	71.0	[9.465482]	[152]	[4.611834]	[152]	[113072302]	[113072302]
345_15405	chr1	113610372	113610772	+	1000	71.0	[11.270045]	[132]	[11.270045]	[132]	[113610596]	[113610596]
345_15406	chr1	116316331	116316731	+	1000	71.0	[4.611834, 4.611834]	[59, 111]	[4.611834, 5.088419]	[59, 111]	[116316486, 116316538]	[116316486, 116316538]
345_15408	chr1	156869438	156869838	+	1000	71.0	[4.611834]	[98]	[4.611834]	[98]	[156869631]	[156869631]
345_15419	chr10	24921316	24921716	+	1000	71.0	[4.611834, 4.611834, 4.611834, 4.611834]	[95, 129, 144, 147]	[4.611834, 4.611834, 8.356634, 4.611834]	[95, 129, 144, 147]	[24921492, 24921526, 24921541, 24921544]	[24921492, 24921526, 24921541, 24921544]
345_15420	chr10	26797331	26797731	+	1000	71.0	[4.611834]	[107]	[4.611834]	[107]	[26797532]	[26797532]
345_15421	chr10	32548224	32548624	+	1000	71.0	[5.088419, 5.088419]	[68, 97]	[4.611834, 4.611834]	[68, 97]	[32548390, 32548419]	[32548390, 32548419]
345_15422	chr10	42641564	42641964	+	1000	71.0	[4.611834, 9.465482]	[102, 120]	[9.465482, 4.611834]	[102, 120]	[42641762, 42641780]	[42641762, 42641780]
345_15423	chr10	50582766	50583166	+	1000	71.0	[4.611834, 4.611834]	[131, 139]	[4.611834, 4.611834]	[131, 139]	[50582973, 50582981]	[50582973, 50582981]
345_15426	chr10	72892130	72892530	+	1000	71.0	[9.465482]	[141]	[4.611834]	[141]	[72892361]	[72892361]
345_1543	chr16	11102042	11102442	+	1000	475.0	[4.611834, 11.270045, 4.611834]	[65, 98, 154]	[9.465482, 11.270045, 4.611834]	[65, 98, 154]	[11102200, 11102233, 11102289]	[11102200, 11102233, 11102289]
345_15430	chr11	36565016	36565416	+	1000	71.0	[4.611834, 4.611834]	[83, 86]	[9.465482, 4.611834]	[83, 86]	[36565183, 36565186]	[36565183, 36565186]
345_15432	chr11	47431468	47431868	+	1000	71.0	[4.611834]	[109]	[4.611834]	[109]	[47431656]	[47431656]
345_15438	chr11	83151593	83151993	+	1000	71.0	[8.356634]	[136]	[4.611834]	[136]	[83151827]	[83151827]
345_15440	chr12	24862214	24862614	+	1000	71.0	[4.611834]	[69]	[5.088419]	[69]	[24862370]	[24862370]
345_15444	chr12	104959355	104959755	+	1000	71.0	[4.611834]	[115]	[9.465482]	[115]	[104959558]	[104959558]
345_15445	chr12	113190686	113191086	+	1000	71.0	[4.611834, 4.611834, 5.088419]	[85, 110, 131]	[4.611834, 4.611834, 4.611834]	[85, 110, 131]	[113190868, 113190893, 113190914]	[113190868, 113190893, 113190914]
345_15446	chr12	116346241	116346641	+	1000	71.0	[4.611834]	[82]	[4.611834]	[82]	[116346405]	[116346405]
345_15447	chr13	26226196	26226596	+	1000	71.0	[11.270045, 4.611834]	[74, 148]	[11.270045, 4.611834]	[74, 148]	[26226362, 26226436]	[26226362, 26226436]
345_1545	chr17	69093235	69093635	+	1000	475.0	[11.270045]	[98]	[11.270045]	[98]	[69093433]	[69093433]
345_15450	chr13	95247869	95248269	+	1000	71.0	[4.611834]	[108]	[4.611834]	[108]	[95248069]	[95248069]
345_15451	chr13	97889714	97890114	+	1000	71.0	[4.611834, 4.611834, 9.465482]	[102, 126, 151]	[8.356634, 4.611834, 4.611834]	[102, 126, 151]	[97889912, 97889936, 97889961]	[97889912, 97889936, 97889961]
345_15455	chr14	77859851	77860251	+	1000	71.0	[4.611834, 4.611834, 4.611834]	[81, 101, 154]	[9.465482, 4.611834, 4.611834]	[81, 101, 154]	[77860025, 77860045, 77860098]	[77860025, 77860045, 77860098]
345_15458	chr15	42553535	42553935	+	1000	71.0	[9.465482]	[108]	[4.611834]	[108]	[42553736]	[42553736]
345_15459	chr15	51705338	51705738	+	1000	71.0	[5.088419]	[150]	[4.611834]	[150]	[51705564]	[51705564]
345_15461	chr15	88865513	88865913	+	1000	71.0	[4.611834]	[99]	[4.611834]	[99]	[88865707]	[88865707]
345_15467	chr16	22205900	22206300	+	1000	71.0	[4.611834, 4.611834]	[129, 164]	[4.611834, 5.088419]	[129, 164]	[22206103, 22206138]	[22206103, 22206138]
345_15469	chr16	86939563	86939963	+	1000	71.0	[4.611834, 4.611834]	[134, 150]	[4.611834, 4.611834]	[134, 150]	[86939788, 86939804]	[86939788, 86939804]
345_1547	chr18	57776748	57777148	+	1000	475.0	[9.465482, 4.611834]	[61, 122]	[4.611834, 8.356634]	[61, 122]	[57776904, 57776965]	[57776904, 57776965]
345_15470	chr16	89376708	89377108	+	1000	71.0	[4.611834]	[114]	[4.611834]	[114]	[89376921]	[89376921]
345_15471	chr17	4663694	4664094	+	1000	71.0	[5.088419, 4.611834]	[91, 120]	[4.611834, 4.611834]	[91, 120]	[4663883, 4663912]	[4663883, 4663912]
345_15476	chr17	46823659	46824059	+	1000	71.0	[4.611834]	[136]	[4.611834]	[136]	[46823888]	[46823888]
345_15477	chr17	81740324	81740724	+	1000	71.0	[4.611834]	[76]	[4.611834]	[76]	[81740491]	[81740491]
345_15478	chr18	10419723	10420123	+	1000	71.0	[8.356634]	[121]	[4.611834]	[121]	[10419943]	[10419943]
345_15479	chr18	11757094	11757494	+	1000	71.0	[4.611834, 5.088419]	[90, 148]	[4.611834, 4.611834]	[90, 148]	[11757251, 11757309]	[11757251, 11757309]
345_15483	chr19	8050803	8051203	+	1000	71.0	[9.465482, 11.270045]	[116, 159]	[4.611834, 11.270045]	[116, 159]	[8051005, 8051048]	[8051005, 8051048]
345_15485	chr19	16892883	16893283	+	1000	71.0	[4.611834, 4.611834, 5.088419]	[60, 110, 144]	[4.611834, 8.356634, 4.611834]	[60, 110, 144]	[16893037, 16893087, 16893121]	[16893037, 16893087, 16893121]
345_15486	chr19	29810443	29810843	+	1000	71.0	[4.611834]	[111]	[4.611834]	[111]	[29810654]	[29810654]
345_15489	chr2	10560685	10561085	+	1000	71.0	[4.611834]	[102]	[8.356634]	[102]	[10560884]	[10560884]
345_15491	chr2	55087948	55088348	+	1000	71.0	[4.611834, 4.611834, 4.611834]	[60, 109, 124]	[4.611834, 4.611834, 4.611834]	[60, 109, 124]	[55088107, 55088156, 55088171]	[55088107, 55088156, 55088171]
345_15494	chr2	171208685	171209085	+	1000	71.0	[4.611834]	[125]	[9.465482]	[125]	[171208901]	[171208901]
345_15496	chr2	201130569	201130969	+	1000	71.0	[4.611834]	[158]	[4.611834]	[158]	[201130818]	[201130818]
345_15498	chr2	231429907	231430307	+	1000	71.0	[4.611834]	[105]	[4.611834]	[105]	[231430107]	[231430107]
345_15499	chr20	266567	266967	+	1000	71.0	[4.611834, 4.611834]	[88, 142]	[4.611834, 4.611834]	[88, 142]	[266751, 266805]	[266751, 266805]
345_1550	chr20	4673633	4674033	+	1000	475.0	[4.611834]	[94]	[4.611834]	[94]	[4673827]	[4673827]
345_15502	chr20	45820934	45821334	+	1000	71.0	[4.611834, 4.611834]	[106, 129]	[8.356634, 9.465482]	[106, 129]	[45821132, 45821155]	[45821132, 45821155]
345_15503	chr20	47339847	47340247	+	1000	71.0	[4.611834, 4.611834, 5.088419]	[65, 125, 137]	[4.611834, 4.611834, 4.611834]	[65, 125, 137]	[47340011, 47340071, 47340083]	[47340011, 47340071, 47340083]
345_15505	chr21	33332168	33332568	+	1000	71.0	[4.611834, 4.611834]	[79, 130]	[9.465482, 8.356634]	[79, 130]	[33332324, 33332375]	[33332324, 33332375]
345_15508	chr22	35230825	35231225	+	1000	71.0	[4.611834]	[145]	[4.611834]	[145]	[35231036]	[35231036]
345_15509	chr3	24439023	24439423	+	1000	71.0	[4.611834, 4.611834, 11.270045]	[155, 161, 164]	[8.356634, 4.611834, 11.270045]	[155, 161, 164]	[24439264, 24439270, 24439273]	[24439264, 24439270, 24439273]
345_15512	chr3	50590527	50590927	+	1000	71.0	[4.611834]	[92]	[9.465482]	[92]	[50590712]	[50590712]
345_15513	chr3	100262865	100263265	+	1000	71.0	[4.611834]	[147]	[5.088419]	[147]	[100263068]	[100263068]
345_15514	chr3	107838207	107838607	+	1000	71.0	[5.088419]	[95]	[4.611834]	[95]	[107838400]	[107838400]
345_15517	chr3	143222520	143222920	+	1000	71.0	[4.611834, 4.611834]	[88, 160]	[4.611834, 4.611834]	[88, 160]	[143222697, 143222769]	[143222697, 143222769]
345_15520	chr3	184945895	184946295	+	1000	71.0	[8.356634]	[99]	[4.611834]	[99]	[184946084]	[184946084]
345_15521	chr3	193942683	193943083	+	1000	71.0	[4.611834]	[149]	[4.611834]	[149]	[193942905]	[193942905]
345_15524	chr4	49323539	49323939	+	1000	71.0	[4.611834]	[65]	[4.611834]	[65]	[49323704]	[49323704]
345_15526	chr4	183616757	183617157	+	1000	71.0	[4.611834]	[129]	[4.611834]	[129]	[183616975]	[183616975]
345_15532	chr5	134426329	134426729	+	1000	71.0	[11.270045]	[145]	[11.270045]	[145]	[134426550]	[134426550]
345_15533	chr5	168877404	168877804	+	1000	71.0	[4.611834]	[99]	[5.088419]	[99]	[168877592]	[168877592]
345_15534	chr6	13883923	13884323	+	1000	71.0	[4.611834]	[131]	[4.611834]	[131]	[13884128]	[13884128]
345_15538	chr6	50956024	50956424	+	1000	71.0	[9.465482]	[139]	[4.611834]	[139]	[50956257]	[50956257]
345_15542	chr6	137768372	137768772	+	1000	71.0	[9.465482]	[118]	[4.611834]	[118]	[137768583]	[137768583]
345_15545	chr7	30273562	30273962	+	1000	71.0	[4.611834, 4.611834]	[77, 105]	[4.611834, 4.611834]	[77, 105]	[30273731, 30273759]	[30273731, 30273759]
345_15551	chr7	134077560	134077960	+	1000	71.0	[9.465482, 11.270045]	[86, 153]	[4.611834, 11.270045]	[86, 153]	[134077741, 134077808]	[134077741, 134077808]
345_15555	chr7	148913937	148914337	+	1000	71.0	[4.611834]	[147]	[4.611834]	[147]	[148914177]	[148914177]
345_15557	chr8	40593702	40594102	+	1000	71.0	[4.611834, 4.611834]	[101, 122]	[4.611834, 4.611834]	[101, 122]	[40593894, 40593915]	[40593894, 40593915]
345_15558	chr8	54153378	54153778	+	1000	71.0	[9.465482]	[96]	[4.611834]	[96]	[54153573]	[54153573]
345_15559	chr8	58670243	58670643	+	1000	71.0	[9.465482, 9.465482]	[96, 141]	[4.611834, 4.611834]	[96, 141]	[58670434, 58670479]	[58670434, 58670479]
345_15561	chr8	102667504	102667904	+	1000	71.0	[11.270045, 4.611834, 4.611834]	[65, 89, 119]	[11.270045, 4.611834, 4.611834]	[65, 89, 119]	[102667668, 102667692, 102667722]	[102667668, 102667692, 102667722]
345_15566	chr9	94709787	94710187	+	1000	71.0	[11.270045, 4.611834, 4.611834]	[125, 132, 135]	[11.270045, 4.611834, 4.611834]	[125, 132, 135]	[94710009, 94710016, 94710019]	[94710009, 94710016, 94710019]
345_15569	chr9	131046651	131047051	+	1000	71.0	[11.270045]	[142]	[11.270045]	[142]	[131046845]	[131046845]
345_15573	chrX	47647640	47648040	+	1000	71.0	[4.611834]	[158]	[4.611834]	[158]	[47647886]	[47647886]
345_15582	chr1	155834167	155834567	+	1000	70.0	[8.356634]	[65]	[4.611834]	[65]	[155834331]	[155834331]
345_15584	chr1	180581699	180582099	+	1000	70.0	[8.356634]	[144]	[4.611834]	[144]	[180581931]	[180581931]
345_15586	chr1	220112601	220113001	+	1000	70.0	[5.088419]	[135]	[4.611834]	[135]	[220112834]	[220112834]
345_15587	chr1	228502470	228502870	+	1000	70.0	[4.611834, 11.270045]	[69, 110]	[4.611834, 11.270045]	[69, 110]	[228502631, 228502672]	[228502631, 228502672]
345_15588	chr1	229507523	229507923	+	1000	70.0	[4.611834, 5.088419, 9.465482]	[67, 105, 132]	[9.465482, 4.611834, 4.611834]	[67, 105, 132]	[229507680, 229507718, 229507745]	[229507680, 229507718, 229507745]
345_15590	chr10	32981862	32982262	+	1000	70.0	[9.465482]	[140]	[4.611834]	[140]	[32982098]	[32982098]
345_15592	chr10	63538659	63539059	+	1000	70.0	[4.611834]	[91]	[9.465482]	[91]	[63538846]	[63538846]
345_15596	chr10	101034456	101034856	+	1000	70.0	[4.611834]	[101]	[4.611834]	[101]	[101034635]	[101034635]
345_15598	chr11	34426877	34427277	+	1000	70.0	[9.465482, 4.611834]	[87, 132]	[4.611834, 9.465482]	[87, 132]	[34427050, 34427095]	[34427050, 34427095]
345_156	chr3	20022881	20023281	+	1000	718.0	[9.465482]	[83]	[4.611834]	[83]	[20023060]	[20023060]
345_1560	chr13	95285770	95286170	+	1000	474.0	[4.611834]	[73]	[8.356634]	[73]	[95285941]	[95285941]
345_15602	chr11	72134599	72134999	+	1000	70.0	[9.465482]	[76]	[4.611834]	[76]	[72134770]	[72134770]
345_15605	chr11	123003447	123003847	+	1000	70.0	[4.611834]	[142]	[4.611834]	[142]	[123003688]	[123003688]
345_15608	chr12	9455512	9455912	+	1000	70.0	[4.611834]	[103]	[4.611834]	[103]	[9455714]	[9455714]
345_15612	chr12	83150768	83151168	+	1000	70.0	[8.356634]	[151]	[4.611834]	[151]	[83151004]	[83151004]
345_15614	chr12	92398458	92398858	+	1000	70.0	[4.611834, 11.270045]	[99, 127]	[8.356634, 11.270045]	[99, 127]	[92398633, 92398661]	[92398633, 92398661]
345_15617	chr12	121933748	121934148	+	1000	70.0	[9.465482]	[121]	[4.611834]	[121]	[121933958]	[121933958]
345_15619	chr13	25042461	25042861	+	1000	70.0	[5.088419]	[96]	[4.611834]	[96]	[25042646]	[25042646]
345_15620	chr13	27428045	27428445	+	1000	70.0	[4.611834, 5.088419]	[133, 174]	[4.611834, 4.611834]	[133, 174]	[27428250, 27428291]	[27428250, 27428291]
345_15622	chr13	52281386	52281786	+	1000	70.0	[4.611834]	[132]	[9.465482]	[132]	[52281617]	[52281617]
345_15627	chr14	88296332	88296732	+	1000	70.0	[11.270045]	[119]	[11.270045]	[119]	[88296539]	[88296539]
345_1563	chr6	159499023	159499423	+	1000	474.0	[4.611834]	[95]	[4.611834]	[95]	[159499216]	[159499216]
345_15630	chr15	40301410	40301810	+	1000	70.0	[4.611834]	[121]	[4.611834]	[121]	[40301627]	[40301627]
345_15631	chr15	42025371	42025771	+	1000	70.0	[4.611834]	[64]	[5.088419]	[64]	[42025535]	[42025535]
345_15633	chr15	58243071	58243471	+	1000	70.0	[4.611834, 9.465482]	[99, 152]	[9.465482, 4.611834]	[99, 152]	[58243265, 58243318]	[58243265, 58243318]
345_15635	chr15	81950824	81951224	+	1000	70.0	[4.611834]	[119]	[4.611834]	[119]	[81951037]	[81951037]
345_15637	chr16	178163	178563	+	1000	70.0	[4.611834, 4.611834]	[74, 102]	[4.611834, 8.356634]	[74, 102]	[178320, 178348]	[178320, 178348]
345_15639	chr16	18535409	18535809	+	1000	70.0	[4.611834]	[116]	[4.611834]	[116]	[18535624]	[18535624]
345_15640	chr16	75069599	75069999	+	1000	70.0	[4.611834]	[105]	[4.611834]	[105]	[75069803]	[75069803]
345_15642	chr17	7293123	7293523	+	1000	70.0	[11.270045]	[138]	[11.270045]	[138]	[7293357]	[7293357]
345_15647	chr17	74715087	74715487	+	1000	70.0	[4.611834, 11.270045]	[147, 150]	[4.611834, 11.270045]	[147, 150]	[74715319, 74715322]	[74715319, 74715322]
345_15648	chr17	74876074	74876474	+	1000	70.0	[4.611834]	[100]	[4.611834]	[100]	[74876269]	[74876269]
345_15650	chr17	81349752	81350152	+	1000	70.0	[4.611834]	[136]	[4.611834]	[136]	[81349966]	[81349966]
345_15651	chr18	8848241	8848641	+	1000	70.0	[4.611834, 9.465482]	[66, 139]	[8.356634, 4.611834]	[66, 139]	[8848401, 8848474]	[8848401, 8848474]
345_15652	chr18	62420617	62421017	+	1000	70.0	[4.611834, 4.611834, 4.611834]	[56, 83, 133]	[4.611834, 9.465482, 4.611834]	[56, 83, 133]	[62420771, 62420798, 62420848]	[62420771, 62420798, 62420848]
345_15653	chr19	6462444	6462844	+	1000	70.0	[4.611834]	[102]	[4.611834]	[102]	[6462636]	[6462636]
