#PeakID(python identify_motif.py ./ENCODE_processed_files/TFDP1_idr.fa TFDP1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
964_12311	chr6	116406002	116406402	+	1000	58.0	[7.5797467]	[178]	[9.4829645]	[111]	[116406238]	[116406171]
964_12312	chr6	142030169	142030569	+	1000	58.0	[9.4829645]	[123]	[]	[]	[142030390]	[]
964_12315	chr6	149317047	149317447	+	1000	58.0	[9.4829645]	[120]	[]	[]	[149317199]	[]
964_12319	chr7	4631672	4632072	+	1000	58.0	[12.889068, 8.519867]	[91, 135]	[]	[]	[4631847, 4631891]	[]
964_1232	chr1	174999713	175000113	+	1000	192.0	[8.8998375]	[113]	[]	[]	[174999889]	[]
964_12321	chr7	50309036	50309436	+	1000	58.0	[]	[]	[12.889068]	[170]	[]	[50309270]
964_12329	chr8	28700944	28701344	+	1000	58.0	[]	[]	[8.519867]	[169]	[]	[28701146]
964_1233	chr11	9384420	9384820	+	1000	192.0	[]	[]	[9.4829645, 8.653531, 7.6702986]	[81, 141, 151]	[]	[9384595, 9384655, 9384665]
964_12330	chr8	37849729	37850129	+	1000	58.0	[]	[]	[8.169096, 7.5797467]	[75, 105]	[]	[37849896, 37849926]
964_12334	chr8	55879662	55880062	+	1000	58.0	[]	[]	[9.4829645]	[144]	[]	[55879842]
964_12336	chr8	98116977	98117377	+	1000	58.0	[]	[]	[9.4829645]	[136]	[]	[98117203]
964_12341	chr8	128049856	128050256	+	1000	58.0	[]	[]	[7.5797467]	[110]	[]	[128050059]
964_1235	chr11	75768272	75768672	+	1000	192.0	[]	[]	[8.8998375]	[113]	[]	[75768462]
964_12350	chr9	125241572	125241972	+	1000	58.0	[12.889068]	[147]	[]	[]	[125241790]	[]
964_12351	chr9	128117577	128117977	+	1000	58.0	[]	[]	[8.519867]	[78]	[]	[128117751]
964_12357	chr9	135983790	135984190	+	1000	58.0	[8.8998375]	[69]	[]	[]	[135983951]	[]
964_12358	chr9	136978056	136978456	+	1000	58.0	[]	[]	[8.8998375]	[109]	[]	[136978244]
964_1236	chr12	4538677	4539077	+	1000	192.0	[12.889068]	[103]	[]	[]	[4538869]	[]
964_12361	chrX	19343558	19343958	+	1000	58.0	[]	[]	[8.501586]	[77]	[]	[19343722]
964_12364	chrX	55000079	55000479	+	1000	58.0	[]	[]	[9.4829645]	[77]	[]	[55000240]
964_12365	chrX	71365875	71366275	+	1000	58.0	[9.758087]	[121]	[]	[]	[71366053]	[]
964_12368	chrX	152941510	152941910	+	1000	58.0	[8.519867, 8.8998375]	[85, 143]	[]	[]	[152941679, 152941737]	[]
964_12372	chr1	11803356	11803756	+	1000	57.0	[7.5797467]	[179]	[]	[]	[11803545]	[]
964_12373	chr1	15152470	15152870	+	1000	57.0	[7.5797467]	[151]	[7.5797467]	[171]	[15152642]	[15152662]
964_12374	chr1	15381073	15381473	+	1000	57.0	[]	[]	[9.4829645]	[142]	[]	[15381308]
964_12380	chr1	36299813	36300213	+	1000	57.0	[7.5797467]	[101]	[]	[]	[36299977]	[]
964_12386	chr1	58782294	58782694	+	1000	57.0	[12.889068]	[88]	[]	[]	[58782475]	[]
964_12388	chr1	71080618	71081018	+	1000	57.0	[]	[]	[12.889068]	[164]	[]	[71080800]
964_1239	chr19	49388052	49388452	+	1000	192.0	[12.889068]	[97]	[]	[]	[49388236]	[]
964_12395	chr1	117339866	117340266	+	1000	57.0	[7.5797467]	[190]	[]	[]	[117340117]	[]
964_12399	chr1	150234531	150234931	+	1000	57.0	[8.8998375]	[73]	[]	[]	[150234696]	[]
964_12404	chr1	178506557	178506957	+	637	57.0	[8.169096]	[133]	[]	[]	[178506776]	[]
964_12412	chr10	27240218	27240618	+	1000	57.0	[12.889068]	[129]	[]	[]	[27240435]	[]
964_12418	chr10	60979583	60979983	+	1000	57.0	[8.501586]	[89]	[]	[]	[60979769]	[]
964_12425	chr10	97640352	97640752	+	1000	57.0	[]	[]	[8.653531]	[129]	[]	[97640564]
964_12429	chr10	132331572	132331972	+	1000	57.0	[]	[]	[8.417865]	[132]	[]	[132331735]
964_12430	chr10	133520323	133520723	+	1000	57.0	[9.4829645]	[170]	[]	[]	[133520509]	[]
964_12436	chr11	46392537	46392937	+	1000	57.0	[]	[]	[8.8998375]	[180]	[]	[46392733]
964_1244	chr7	150405109	150405509	+	1000	192.0	[9.4829645]	[148]	[]	[]	[150405350]	[]
964_12440	chr11	68751277	68751677	+	1000	57.0	[8.417865]	[89]	[]	[]	[68751454]	[]
964_12444	chr11	86151359	86151759	+	1000	57.0	[8.501586]	[107]	[]	[]	[86151555]	[]
964_12447	chr11	117327649	117328049	+	1000	57.0	[9.758087]	[86]	[]	[]	[117327810]	[]
964_12451	chr12	12350075	12350475	+	1000	57.0	[]	[]	[7.6702986, 8.519867]	[128, 174]	[]	[12350271, 12350317]
964_12457	chr12	52010042	52010442	+	1000	57.0	[12.889068]	[128]	[]	[]	[52010259]	[]
964_12458	chr12	54325734	54326134	+	1000	57.0	[]	[]	[9.4829645]	[105]	[]	[54325939]
964_1246	chr9	83980594	83980994	+	1000	192.0	[7.6702986, 12.889068]	[87, 99]	[]	[]	[83980773, 83980785]	[]
964_12469	chr13	29595622	29596022	+	1000	57.0	[]	[]	[8.653531]	[215]	[]	[29595872]
964_1247	chr1	19251437	19251837	+	1000	191.0	[8.09991, 9.4829645]	[137, 158]	[]	[]	[19251651, 19251672]	[]
964_12472	chr14	36976469	36976869	+	1000	57.0	[7.6702986]	[159]	[]	[]	[36976657]	[]
964_12477	chr15	31365693	31366093	+	1000	57.0	[]	[]	[8.169096, 8.8998375]	[106, 136]	[]	[31365892, 31365922]
964_12479	chr15	59696328	59696728	+	1000	57.0	[]	[]	[9.4829645]	[163]	[]	[59696570]
964_12485	chr15	80999810	81000210	+	1000	57.0	[]	[]	[7.5797467]	[172]	[]	[81000011]
964_12489	chr16	9072857	9073257	+	1000	57.0	[]	[]	[7.817822]	[124]	[]	[9073051]
964_12492	chr16	30786281	30786681	+	1000	57.0	[8.501586, 7.5797467]	[83, 170]	[]	[]	[30786441, 30786528]	[]
964_12498	chr16	81746038	81746438	+	1000	57.0	[]	[]	[8.519867]	[104]	[]	[81746234]
964_125	chr4	39977885	39978285	+	1000	475.0	[12.889068]	[123]	[12.889068]	[141]	[39978097]	[39978115]
964_12501	chr17	35567527	35567927	+	1000	57.0	[]	[]	[12.889068]	[178]	[]	[35567746]
964_12502	chr17	39056851	39057251	+	1000	57.0	[]	[]	[8.501586]	[138]	[]	[39057089]
964_12503	chr17	43778792	43779192	+	1000	57.0	[]	[]	[9.758087]	[133]	[]	[43779016]
964_12509	chr19	2739008	2739408	+	1000	57.0	[8.169096]	[82]	[7.6622133]	[77]	[2739180]	[2739175]
964_1251	chr17	32486264	32486664	+	1000	191.0	[12.889068]	[135]	[]	[]	[32486490]	[]
964_12516	chr19	35644335	35644735	+	1000	57.0	[]	[]	[9.4829645]	[136]	[]	[35644496]
964_1252	chr17	76385840	76386240	+	1000	191.0	[7.6702986]	[132]	[9.4829645]	[89]	[76386048]	[76386005]
964_12521	chr19	41262310	41262710	+	1000	57.0	[8.501586]	[178]	[]	[]	[41262499]	[]
964_12522	chr19	42254071	42254471	+	1000	57.0	[9.4829645]	[196]	[]	[]	[42254295]	[]
964_12523	chr19	48646078	48646478	+	1000	57.0	[7.6702986]	[154]	[]	[]	[48646277]	[]
964_12525	chr19	49813050	49813450	+	1000	57.0	[]	[]	[12.889068]	[191]	[]	[49813243]
964_12528	chr19	55179093	55179493	+	1000	57.0	[]	[]	[8.417865]	[121]	[]	[55179306]
964_12530	chr2	10029081	10029481	+	1000	57.0	[9.4829645]	[146]	[]	[]	[10029307]	[]
964_12542	chr2	120253029	120253429	+	1000	57.0	[]	[]	[8.417865]	[171]	[]	[120253260]
964_12548	chr2	231052691	231053091	+	1000	57.0	[]	[]	[8.519867]	[67]	[]	[231052855]
964_12549	chr2	231530332	231530732	+	1000	57.0	[8.519867]	[98]	[8.8998375, 9.4829645]	[126, 150]	[231530485]	[231530513, 231530537]
964_1255	chr7	123748960	123749360	+	1000	191.0	[8.169096]	[96]	[8.169096]	[179]	[123749116]	[123749199]
964_12551	chr2	241844190	241844590	+	1000	57.0	[8.09991, 9.4829645]	[84, 92]	[]	[]	[241844363, 241844371]	[]
964_12557	chr20	2102251	2102651	+	1000	57.0	[8.8998375]	[103]	[]	[]	[2102405]	[]
964_12559	chr20	38452975	38453375	+	1000	57.0	[]	[]	[8.8998375]	[96]	[]	[38453165]
964_1256	chrX	70289891	70290291	+	1000	191.0	[9.4829645]	[127]	[]	[]	[70290110]	[]
964_12562	chr20	56358709	56359109	+	1000	57.0	[]	[]	[9.758087]	[85]	[]	[56358864]
964_12564	chr21	36155986	36156386	+	1000	57.0	[8.653531]	[157]	[8.519867]	[192]	[36156195]	[36156230]
964_1257	chr1	112619487	112619887	+	1000	190.0	[]	[]	[9.4829645]	[140]	[]	[112619702]
964_12571	chr22	31399218	31399618	+	1000	57.0	[]	[]	[9.758087, 9.4829645]	[59, 141]	[]	[31399374, 31399456]
964_12572	chr22	31749979	31750379	+	1000	57.0	[]	[]	[8.417865]	[180]	[]	[31750190]
964_12573	chr22	37807647	37808047	+	1000	57.0	[]	[]	[8.417865, 8.8998375]	[102, 139]	[]	[37807798, 37807835]
964_12580	chr3	41117466	41117866	+	1000	57.0	[]	[]	[8.501586]	[152]	[]	[41117686]
964_12581	chr3	45994958	45995358	+	1000	57.0	[7.5367184]	[146]	[]	[]	[45995127]	[]
964_12583	chr3	48663411	48663811	+	1000	57.0	[]	[]	[8.8998375]	[152]	[]	[48663604]
964_12587	chr3	119418233	119418633	+	1000	57.0	[7.5797467]	[167]	[]	[]	[119418483]	[]
964_12589	chr3	128075565	128075965	+	1000	57.0	[]	[]	[9.4829645]	[140]	[]	[128075782]
964_1259	chr11	32892377	32892777	+	1000	190.0	[12.889068]	[117]	[8.501586]	[65]	[32892586]	[32892534]
964_12593	chr3	171960188	171960588	+	1000	57.0	[]	[]	[7.5797467]	[68]	[]	[171960355]
964_12595	chr3	195657446	195657846	+	1000	57.0	[8.169096]	[136]	[9.4829645, 9.4829645]	[173, 207]	[195657616]	[195657653, 195657687]
964_12597	chr3	197029672	197030072	+	1000	57.0	[]	[]	[8.519867, 9.4829645]	[66, 104]	[]	[197029827, 197029865]
964_12599	chr4	5051304	5051704	+	1000	57.0	[]	[]	[9.4829645, 9.4829645]	[114, 133]	[]	[5051498, 5051517]
964_12600	chr4	7068836	7069236	+	1000	57.0	[]	[]	[12.889068, 9.4829645]	[92, 115]	[]	[7069006, 7069029]
964_12601	chr4	39698199	39698599	+	1000	57.0	[9.4829645, 9.4829645]	[125, 200]	[]	[]	[39698357, 39698432]	[]
964_12604	chr4	80215394	80215794	+	1000	57.0	[8.519867]	[109]	[]	[]	[80215596]	[]
964_12606	chr4	170026255	170026655	+	1000	57.0	[]	[]	[8.501586]	[149]	[]	[170026412]
964_12610	chr5	83474372	83474772	+	1000	57.0	[]	[]	[8.8998375]	[131]	[]	[83474559]
964_12617	chr5	148383565	148383965	+	1000	57.0	[]	[]	[8.169096]	[106]	[]	[148383757]
964_1262	chr19	5340849	5341249	+	1000	190.0	[9.4829645, 9.758087, 12.889068]	[70, 97, 149]	[]	[]	[5341014, 5341041, 5341093]	[]
964_12620	chr5	171494794	171495194	+	1000	57.0	[]	[]	[7.5797467]	[199]	[]	[171495005]
964_1263	chr19	45405936	45406336	+	1000	190.0	[]	[]	[12.889068]	[94]	[]	[45406109]
964_12638	chr6	44074468	44074868	+	1000	57.0	[]	[]	[7.5797467]	[147]	[]	[44074685]
964_12649	chr6	162727560	162727960	+	1000	57.0	[]	[]	[8.8998375]	[207]	[]	[162727774]
964_1265	chr2	27086401	27086801	+	1000	190.0	[]	[]	[12.889068]	[145]	[]	[27086643]
964_12651	chr7	21945949	21946349	+	1000	57.0	[9.4829645]	[134]	[]	[]	[21946174]	[]
964_12655	chr7	75780799	75781199	+	1000	57.0	[9.4829645]	[95]	[]	[]	[75780957]	[]
964_1266	chr20	31739123	31739523	+	1000	190.0	[8.501586]	[155]	[9.758087]	[96]	[31739355]	[31739296]
964_12671	chr8	38152639	38153039	+	1000	57.0	[]	[]	[8.501586]	[111]	[]	[38152825]
964_12672	chr8	42139966	42140366	+	1000	57.0	[]	[]	[9.4829645]	[177]	[]	[42140214]
964_12676	chr8	98944154	98944554	+	1000	57.0	[9.758087]	[128]	[]	[]	[98944378]	[]
964_12677	chr8	102579091	102579491	+	1000	57.0	[]	[]	[12.889068]	[158]	[]	[102579323]
964_12684	chr8	143635604	143636004	+	1000	57.0	[]	[]	[8.519867]	[232]	[]	[143635849]
964_12685	chr9	2621411	2621811	+	1000	57.0	[]	[]	[8.8998375]	[148]	[]	[2621649]
964_12686	chr9	38392510	38392910	+	1000	57.0	[9.758087, 8.169096]	[97, 146]	[]	[]	[38392706, 38392755]	[]
964_12699	chr9	136511692	136512092	+	1000	57.0	[8.501586]	[119]	[]	[]	[136511880]	[]
964_127	chr7	106569487	106569887	+	1000	474.0	[]	[]	[12.889068]	[89]	[]	[106569657]
964_1270	chr6	153002653	153003053	+	1000	190.0	[12.889068]	[88]	[8.519867]	[125]	[153002839]	[153002876]
964_12701	chrX	48867762	48868162	+	1000	57.0	[12.889068]	[156]	[]	[]	[48867995]	[]
964_12702	chrX	123731616	123732016	+	1000	57.0	[8.417865]	[97]	[]	[]	[123731792]	[]
964_12703	chrX	154374408	154374808	+	1000	57.0	[]	[]	[8.653531]	[57]	[]	[154374563]
964_12704	chr1	6579686	6580086	+	1000	56.0	[]	[]	[8.8998375]	[205]	[]	[6579901]
964_1271	chr7	151080725	151081125	+	1000	190.0	[12.889068]	[86]	[]	[]	[151080903]	[]
964_12710	chr1	37795358	37795758	+	1000	56.0	[]	[]	[12.889068]	[80]	[]	[37795528]
964_12713	chr1	41160478	41160878	+	1000	56.0	[]	[]	[7.5797467]	[143]	[]	[41160646]
964_12718	chr1	77779312	77779712	+	1000	56.0	[9.4829645]	[145]	[]	[]	[77779550]	[]
964_12720	chr1	109655987	109656387	+	1000	56.0	[]	[]	[9.4829645]	[135]	[]	[109656192]
964_12724	chr1	145919392	145919792	+	1000	56.0	[7.5797467, 12.889068]	[63, 97]	[]	[]	[145919548, 145919582]	[]
964_1273	chr1	24848109	24848509	+	1000	189.0	[]	[]	[7.5797467]	[86]	[]	[24848268]
964_12731	chr1	202958228	202958628	+	1000	56.0	[]	[]	[9.4829645, 8.8998375]	[188, 241]	[]	[202958423, 202958476]
964_12734	chr1	231039196	231039596	+	1000	56.0	[7.5846877, 8.169096]	[113, 147]	[8.417865]	[108]	[231039399, 231039433]	[231039394]
964_12736	chr1	241846874	241847274	+	1000	56.0	[7.5797467]	[205]	[]	[]	[241847109]	[]
964_12739	chr10	44959278	44959678	+	1000	56.0	[7.5367184]	[128]	[]	[]	[44959477]	[]
964_1274	chr1	44986497	44986897	+	1000	189.0	[7.5797467]	[166]	[]	[]	[44986723]	[]
964_12742	chr10	92699475	92699875	+	1000	56.0	[12.889068]	[154]	[]	[]	[92699672]	[]
964_12745	chr10	102245196	102245596	+	1000	56.0	[]	[]	[7.6622133]	[115]	[]	[102245400]
964_12747	chr11	33869547	33869947	+	1000	56.0	[8.8998375]	[200]	[9.758087]	[141]	[33869780]	[33869721]
964_12749	chr11	59556810	59557210	+	1000	56.0	[7.5846877]	[90]	[]	[]	[59556993]	[]
964_12751	chr11	64803175	64803575	+	951	56.0	[8.8998375]	[113]	[]	[]	[64803342]	[]
964_12754	chr11	65614217	65614617	+	1000	56.0	[8.8998375, 7.5797467]	[68, 106]	[8.519867]	[76]	[65614380, 65614418]	[65614388]
964_12758	chr11	112226323	112226723	+	1000	56.0	[]	[]	[9.758087]	[129]	[]	[112226485]
964_1276	chr1	235504407	235504807	+	1000	189.0	[]	[]	[9.758087]	[78]	[]	[235504577]
964_12762	chr12	49337010	49337410	+	1000	56.0	[9.4829645, 8.501586]	[115, 165]	[]	[]	[49337202, 49337252]	[]
964_12765	chr12	54188857	54189257	+	1000	56.0	[8.169096]	[215]	[7.6622133]	[198]	[54189081]	[54189064]
964_12768	chr12	105084258	105084658	+	924	56.0	[9.4829645]	[122]	[]	[]	[105084473]	[]
964_1277	chr11	72814198	72814598	+	1000	189.0	[9.4829645, 9.4829645]	[128, 149]	[8.8998375]	[90]	[72814409, 72814430]	[72814371]
964_12773	chr13	93225922	93226322	+	1000	56.0	[7.5797467]	[182]	[]	[]	[93226155]	[]
964_12774	chr13	100674721	100675121	+	1000	56.0	[]	[]	[9.4829645]	[146]	[]	[100674873]
964_12776	chr13	113748075	113748475	+	1000	56.0	[]	[]	[8.8998375]	[162]	[]	[113748313]
964_12778	chr14	64880042	64880442	+	1000	56.0	[12.889068]	[99]	[]	[]	[64880232]	[]
964_12779	chr14	101677968	101678368	+	1000	56.0	[12.889068]	[219]	[]	[]	[101678200]	[]
964_1278	chr12	92929412	92929812	+	1000	189.0	[9.4829645]	[146]	[]	[]	[92929645]	[]
964_12781	chr15	40243084	40243484	+	1000	56.0	[12.889068]	[135]	[]	[]	[40243285]	[]
964_12782	chr15	52179558	52179958	+	1000	56.0	[8.519867]	[75]	[]	[]	[52179712]	[]
964_12784	chr15	75450971	75451371	+	1000	56.0	[8.653531]	[124]	[]	[]	[75451123]	[]
964_12785	chr15	75578610	75579010	+	743	56.0	[9.4829645]	[126]	[8.8998375]	[161]	[75578820]	[75578855]
964_12787	chr16	569720	570120	+	1000	56.0	[7.6702986]	[190]	[]	[]	[569947]	[]
964_1279	chr14	45253040	45253440	+	1000	189.0	[7.5367184]	[127]	[]	[]	[45253265]	[]
964_12790	chr16	4314536	4314936	+	1000	56.0	[8.8998375]	[86]	[]	[]	[4314708]	[]
964_128	chr19	4342717	4343117	+	1000	471.0	[12.889068]	[128]	[]	[]	[4342945]	[]
964_12800	chr16	75122232	75122632	+	1000	56.0	[12.889068]	[126]	[]	[]	[75122453]	[]
964_12806	chr17	4731406	4731806	+	1000	56.0	[8.8998375]	[128]	[]	[]	[4731599]	[]
964_12807	chr17	13601679	13602079	+	843	56.0	[9.758087]	[94]	[]	[]	[13601858]	[]
964_1281	chr18	12407788	12408188	+	1000	189.0	[7.6702986]	[86]	[]	[]	[12407970]	[]
964_12811	chr17	31457381	31457781	+	1000	56.0	[9.758087, 8.501586]	[134, 155]	[]	[]	[31457557, 31457578]	[]
964_12814	chr17	41688224	41688624	+	1000	56.0	[]	[]	[8.417865]	[76]	[]	[41688389]
964_12815	chr17	41793179	41793579	+	1000	56.0	[]	[]	[9.758087]	[164]	[]	[41793400]
964_12820	chr17	59365515	59365915	+	1000	56.0	[]	[]	[7.5797467]	[168]	[]	[59365761]
964_12824	chr17	75878553	75878953	+	1000	56.0	[]	[]	[8.8998375]	[81]	[]	[75878720]
964_12826	chr17	80545267	80545667	+	1000	56.0	[]	[]	[12.889068]	[100]	[]	[80545440]
964_12827	chr17	81285364	81285764	+	1000	56.0	[8.417865]	[139]	[]	[]	[81285553]	[]
964_12828	chr18	3601426	3601826	+	1000	56.0	[7.5367184]	[185]	[]	[]	[3601631]	[]
964_12829	chr18	23452773	23453173	+	1000	56.0	[7.6702986]	[181]	[]	[]	[23453002]	[]
964_1283	chr3	49340043	49340443	+	1000	189.0	[8.8998375]	[136]	[9.4829645]	[160]	[49340241]	[49340265]
964_12830	chr18	26227525	26227925	+	1000	56.0	[]	[]	[9.4829645]	[183]	[]	[26227759]
964_12832	chr18	50281455	50281855	+	1000	56.0	[]	[]	[9.4829645]	[64]	[]	[50281618]
964_1284	chr6	35688794	35689194	+	1000	189.0	[]	[]	[9.758087]	[85]	[]	[35688964]
964_12840	chr19	40425432	40425832	+	1000	56.0	[]	[]	[8.169096]	[87]	[]	[40425601]
964_12841	chr19	40489351	40489751	+	1000	56.0	[9.4829645]	[129]	[]	[]	[40489526]	[]
964_12845	chr19	50362909	50363309	+	1000	56.0	[7.5846877]	[136]	[]	[]	[50363100]	[]
964_1285	chr6	44257399	44257799	+	1000	189.0	[]	[]	[8.8998375]	[110]	[]	[44257550]
964_12854	chr2	30231087	30231487	+	1000	56.0	[12.889068, 9.4829645]	[121, 187]	[]	[]	[30231254, 30231320]	[]
964_12857	chr2	70994685	70995085	+	1000	56.0	[]	[]	[8.8998375]	[120]	[]	[70994853]
964_1287	chr1	2526137	2526537	+	1000	188.0	[]	[]	[12.889068]	[173]	[]	[2526381]
964_12870	chr2	128027300	128027700	+	1000	56.0	[8.8998375, 8.8998375]	[137, 144]	[]	[]	[128027513, 128027520]	[]
964_12875	chr20	17925335	17925735	+	1000	56.0	[7.5797467]	[144]	[]	[]	[17925556]	[]
964_12877	chr20	31951619	31952019	+	1000	56.0	[]	[]	[8.501586]	[114]	[]	[31951825]
964_1288	chr11	62881466	62881866	+	1000	188.0	[]	[]	[8.8998375]	[152]	[]	[62881679]
964_12886	chr21	37564827	37565227	+	1000	56.0	[9.4829645]	[153]	[]	[]	[37565013]	[]
964_1289	chr12	53324799	53325199	+	1000	188.0	[12.889068]	[103]	[]	[]	[53324976]	[]
964_129	chr17	36948607	36949007	+	1000	468.0	[]	[]	[12.889068]	[122]	[]	[36948828]
964_1290	chr13	33817916	33818316	+	1000	188.0	[12.889068, 8.417865, 8.519867]	[117, 161, 184]	[]	[]	[33818094, 33818138, 33818161]	[]
964_12900	chr3	5188287	5188687	+	1000	56.0	[]	[]	[9.4829645]	[132]	[]	[5188440]
964_12901	chr3	8629317	8629717	+	1000	56.0	[8.09991]	[152]	[]	[]	[8629511]	[]
964_12905	chr3	50320976	50321376	+	1000	56.0	[8.519867, 9.758087]	[110, 180]	[7.5797467]	[95]	[50321148, 50321218]	[50321133]
964_12907	chr3	129428562	129428962	+	1000	56.0	[8.417865]	[142]	[]	[]	[129428798]	[]
964_12915	chr3	195909729	195910129	+	1000	56.0	[]	[]	[9.758087]	[202]	[]	[195909958]
964_12917	chr4	2402132	2402532	+	1000	56.0	[]	[]	[9.4829645]	[124]	[]	[2402355]
964_12919	chr4	10018877	10019277	+	1000	56.0	[7.5797467]	[203]	[]	[]	[10019127]	[]
964_12921	chr4	10461111	10461511	+	1000	56.0	[]	[]	[12.889068]	[59]	[]	[10461268]
964_12937	chr5	141325990	141326390	+	1000	56.0	[7.5797467]	[139]	[8.8998375]	[171]	[141326203]	[141326235]
964_12939	chr5	150778583	150778983	+	1000	56.0	[]	[]	[9.4829645]	[162]	[]	[150778798]
964_1294	chr6	2765234	2765634	+	1000	188.0	[9.4829645]	[150]	[7.5367184]	[97]	[2765450]	[2765397]
964_12940	chr5	154445732	154446132	+	1000	56.0	[9.758087]	[159]	[9.758087]	[173]	[154445952]	[154445966]
964_12942	chr5	173326645	173327045	+	1000	56.0	[]	[]	[7.5797467]	[154]	[]	[173326840]
964_1295	chr7	159005698	159006098	+	1000	188.0	[]	[]	[9.4829645]	[137]	[]	[159005934]
964_12950	chr6	27213652	27214052	+	1000	56.0	[7.817822]	[121]	[]	[]	[27213804]	[]
964_12952	chr6	27541587	27541987	+	1000	56.0	[8.8998375]	[146]	[]	[]	[27541800]	[]
964_12956	chr6	34196333	34196733	+	1000	56.0	[8.09991]	[232]	[]	[]	[34196569]	[]
964_12957	chr6	34657178	34657578	+	1000	56.0	[8.501586]	[157]	[]	[]	[34657390]	[]
964_12959	chr6	37038655	37039055	+	1000	56.0	[8.501586]	[223]	[]	[]	[37038887]	[]
964_1296	chr1	10472320	10472720	+	1000	187.0	[9.4829645]	[91]	[]	[]	[10472496]	[]
964_12960	chr6	43772471	43772871	+	1000	56.0	[]	[]	[7.5797467]	[236]	[]	[43772718]
964_12966	chr6	144151076	144151476	+	1000	56.0	[7.5797467]	[164]	[]	[]	[144151286]	[]
964_12971	chr6	161274024	161274424	+	1000	56.0	[7.5797467]	[60]	[]	[]	[161274181]	[]
964_12972	chr6	168884489	168884889	+	1000	56.0	[12.889068]	[194]	[]	[]	[168884737]	[]
964_12985	chr8	37796567	37796967	+	1000	56.0	[8.8998375]	[93]	[]	[]	[37796733]	[]
964_12986	chr8	37835492	37835892	+	970	56.0	[]	[]	[9.4829645]	[126]	[]	[37835700]
964_12990	chr8	141264196	141264596	+	1000	56.0	[9.4829645]	[124]	[]	[]	[141264409]	[]
964_12993	chr9	19380059	19380459	+	1000	56.0	[]	[]	[7.817822]	[136]	[]	[19380278]
964_12995	chr9	77177245	77177645	+	1000	56.0	[8.653531]	[83]	[]	[]	[77177401]	[]
964_12996	chr9	87497614	87498014	+	1000	56.0	[7.6702986]	[142]	[]	[]	[87497846]	[]
964_12998	chr9	93134224	93134624	+	1000	56.0	[]	[]	[9.758087]	[195]	[]	[93134434]
964_12999	chr9	94259114	94259514	+	1000	56.0	[]	[]	[8.169096]	[137]	[]	[94259321]
964_130	chr9	96418205	96418605	+	1000	468.0	[]	[]	[12.889068, 8.653531]	[85, 99]	[]	[96418385, 96418399]
964_1300	chr4	128811892	128812292	+	1000	187.0	[9.4829645]	[115]	[]	[]	[128812106]	[]
964_13001	chr9	98429569	98429969	+	1000	56.0	[7.817822]	[157]	[]	[]	[98429760]	[]
964_13006	chr9	128703281	128703681	+	1000	56.0	[12.889068]	[158]	[]	[]	[128703456]	[]
964_13021	chrX	104166237	104166637	+	1000	56.0	[]	[]	[12.889068]	[70]	[]	[104166407]
964_13024	chrX	123765032	123765432	+	1000	56.0	[]	[]	[9.4829645]	[91]	[]	[123765184]
964_13026	chrX	135344559	135344959	+	1000	56.0	[]	[]	[9.758087]	[157]	[]	[135344774]
964_1303	chr1	43368063	43368463	+	1000	186.0	[]	[]	[7.5367184]	[103]	[]	[43368251]
964_13031	chr1	1692424	1692824	+	1000	55.0	[9.758087]	[185]	[]	[]	[1692643]	[]
964_13032	chr1	3624658	3625058	+	1000	55.0	[9.4829645]	[141]	[8.169096]	[124]	[3624836]	[3624819]
964_13038	chr1	24705103	24705503	+	1000	55.0	[]	[]	[9.4829645]	[110]	[]	[24705292]
964_1304	chr1	169794846	169795246	+	1000	186.0	[9.758087]	[114]	[]	[]	[169795035]	[]
964_13040	chr1	27508260	27508660	+	1000	55.0	[]	[]	[7.6702986]	[120]	[]	[27508472]
964_13045	chr1	39883306	39883706	+	1000	55.0	[8.09991]	[113]	[]	[]	[39883457]	[]
964_13048	chr1	52927157	52927557	+	1000	55.0	[]	[]	[9.758087]	[166]	[]	[52927378]
964_13049	chr1	53889687	53890087	+	1000	55.0	[]	[]	[9.4829645]	[150]	[]	[53889910]
964_1305	chr14	103715280	103715680	+	1000	186.0	[]	[]	[12.889068]	[92]	[]	[103715447]
964_13054	chr1	111619476	111619876	+	1000	55.0	[]	[]	[8.519867]	[106]	[]	[111619633]
964_13058	chr1	145964272	145964672	+	1000	55.0	[]	[]	[7.5797467]	[103]	[]	[145964446]
964_1306	chr17	17281005	17281405	+	1000	186.0	[12.889068]	[137]	[]	[]	[17281226]	[]
964_13062	chr1	156399287	156399687	+	1000	55.0	[]	[]	[7.5797467]	[174]	[]	[156399536]
964_13064	chr1	161766015	161766415	+	1000	55.0	[7.6702986]	[163]	[]	[]	[161766239]	[]
964_1307	chr17	28902789	28903189	+	1000	186.0	[]	[]	[9.4829645]	[76]	[]	[28902963]
964_13071	chr1	202236375	202236775	+	1000	55.0	[9.4829645]	[100]	[]	[]	[202236573]	[]
964_1308	chr19	34428232	34428632	+	1000	186.0	[]	[]	[9.4829645, 9.758087]	[63, 96]	[]	[34428392, 34428425]
