#PeakID(python identify_motif.py ./ENCODE_processed_files/PBX2_idr.fa PBX2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
919_13805	chr7	36527007	36527407	+	547	23.0	[7.59513]	[140]	[]	[]	[36527244]	[]
919_1381	chr1	11805676	11806076	+	1000	83.0	[]	[]	[9.45908]	[102]	[]	[11805878]
919_13824	chr7	106563927	106564327	+	647	23.0	[]	[]	[6.951835]	[143]	[]	[106564098]
919_13850	chr7	134201514	134201914	+	552	23.0	[]	[]	[7.3269696]	[151]	[]	[134201752]
919_13851	chr7	135147845	135148245	+	540	23.0	[9.133486]	[147]	[]	[]	[135148036]	[]
919_13857	chr7	140062130	140062530	+	635	23.0	[]	[]	[10.668542]	[52]	[]	[140062282]
919_1386	chr11	20035609	20036009	+	1000	83.0	[8.661762]	[102]	[]	[]	[20035810]	[]
919_13870	chr7	158148916	158149316	+	550	23.0	[9.765003, 8.7029915, 10.436662]	[67, 105, 143]	[9.549196]	[55]	[158149079, 158149117, 158149155]	[158149067]
919_13871	chr7	158764867	158765267	+	552	23.0	[7.249742]	[146]	[]	[]	[158765109]	[]
919_13882	chr8	123014764	123015164	+	612	23.0	[]	[]	[8.077128]	[139]	[]	[123014971]
919_13886	chr9	88781703	88782103	+	544	23.0	[8.34459]	[124]	[]	[]	[88781911]	[]
919_1389	chr17	17663271	17663671	+	1000	83.0	[13.096307]	[110]	[]	[]	[17663471]	[]
919_13893	chr9	109013651	109014051	+	573	23.0	[]	[]	[8.580075]	[92]	[]	[109013802]
919_13894	chr9	116382122	116382522	+	639	23.0	[8.270616]	[85]	[]	[]	[116382304]	[]
919_13902	chr9	132978507	132978907	+	561	23.0	[7.1611385, 6.880627]	[171, 211]	[]	[]	[132978698, 132978738]	[]
919_13903	chr9	133153254	133153654	+	587	23.0	[13.096307]	[138]	[]	[]	[133153476]	[]
919_13905	chr9	136645274	136645674	+	635	23.0	[]	[]	[13.096307]	[113]	[]	[136645475]
919_13925	chr1	23098792	23099192	+	602	22.0	[]	[]	[11.295278]	[121]	[]	[23099012]
919_13928	chr1	31683998	31684398	+	569	22.0	[]	[]	[8.270616, 8.655526]	[126, 130]	[]	[31684183, 31684187]
919_13932	chr1	54487494	54487894	+	548	22.0	[7.2307167]	[224]	[]	[]	[54487732]	[]
919_13933	chr1	108884953	108885353	+	587	22.0	[15.3284025]	[132]	[]	[]	[108885158]	[]
919_13938	chr1	180168008	180168408	+	543	22.0	[]	[]	[8.290325]	[113]	[]	[180168196]
919_1396	chr6	13912975	13913375	+	1000	83.0	[8.880494, 11.295278]	[92, 169]	[]	[]	[13913145, 13913222]	[]
919_13964	chr13	90673726	90674126	+	554	22.0	[8.655526]	[144]	[]	[]	[90673946]	[]
919_1398	chr7	4775374	4775774	+	1000	83.0	[]	[]	[7.249742]	[103]	[]	[4775561]
919_13980	chr15	84749402	84749802	+	545	22.0	[7.2781315]	[123]	[]	[]	[84749574]	[]
919_1399	chr8	65644506	65644906	+	1000	83.0	[11.995326]	[109]	[]	[]	[65644706]	[]
919_13996	chr17	41727163	41727563	+	564	22.0	[]	[]	[9.715816]	[181]	[]	[41727381]
919_14008	chr19	45125960	45126360	+	554	22.0	[]	[]	[8.231745]	[172]	[]	[45126148]
919_14030	chr22	31102402	31102802	+	543	22.0	[]	[]	[8.661762]	[239]	[]	[31102646]
919_14043	chr4	177287288	177287688	+	556	22.0	[9.511999]	[92]	[9.703858]	[103]	[177287461]	[177287472]
919_14047	chr5	132774011	132774411	+	585	22.0	[8.129065]	[98]	[]	[]	[132774197]	[]
919_14048	chr5	136080347	136080747	+	561	22.0	[9.514142]	[162]	[]	[]	[136080540]	[]
919_14053	chr6	5378045	5378445	+	555	22.0	[6.655311]	[102]	[]	[]	[5378228]	[]
919_1407	chr12	117155328	117155728	+	1000	82.0	[11.995326]	[97]	[]	[]	[117155517]	[]
919_14075	chr6	159762614	159763014	+	600	22.0	[]	[]	[6.8074355]	[152]	[]	[159762825]
919_1408	chr15	36951821	36952221	+	1000	82.0	[]	[]	[8.231745]	[88]	[]	[36951993]
919_14089	chr7	131586088	131586488	+	542	22.0	[8.231745]	[132]	[7.6186666]	[167]	[131586297]	[131586332]
919_1409	chr19	8525388	8525788	+	1000	82.0	[6.671917, 12.034296, 8.270616]	[94, 109, 113]	[]	[]	[8525571, 8525586, 8525590]	[]
919_14090	chr7	137970505	137970905	+	542	22.0	[9.76323]	[134]	[]	[]	[137970724]	[]
919_14094	chr8	782715	783115	+	601	22.0	[7.560086]	[172]	[]	[]	[782943]	[]
919_14095	chr8	19322125	19322525	+	553	22.0	[7.760843]	[79]	[]	[]	[19322285]	[]
919_141	chr19	49496116	49496516	+	1000	259.0	[]	[]	[15.3284025]	[103]	[]	[49496317]
919_1421	chr9	130893656	130894056	+	1000	82.0	[11.98683]	[134]	[]	[]	[130893861]	[]
919_1426	chr12	6554114	6554514	+	1000	81.0	[]	[]	[13.096307]	[97]	[]	[6554309]
919_143	chr7	100101312	100101712	+	1000	256.0	[9.45908]	[99]	[7.597396]	[74]	[100101511]	[100101486]
919_1430	chr16	19179860	19180260	+	1000	81.0	[13.547267]	[91]	[]	[]	[19180050]	[]
919_1431	chr17	8222360	8222760	+	1000	81.0	[9.238381]	[94]	[6.951835, 15.3284025]	[78, 105]	[8222553]	[8222537, 8222564]
919_1433	chr19	57746529	57746929	+	1000	81.0	[9.015262]	[96]	[]	[]	[57746724]	[]
919_1435	chr21	35504340	35504740	+	1000	81.0	[7.59513]	[132]	[13.547267]	[111]	[35504568]	[35504547]
919_1437	chr6	41578110	41578510	+	1000	81.0	[]	[]	[13.767965]	[105]	[]	[41578311]
919_1438	chr6	43174553	43174953	+	1000	81.0	[]	[]	[11.995326]	[130]	[]	[43174767]
919_1441	chr9	73869296	73869696	+	1000	81.0	[10.611208]	[92]	[]	[]	[73869485]	[]
919_1443	chrUn_KI270744v1	108031	108431	+	1000	81.0	[]	[]	[7.9515624]	[64]	[]	[108192]
919_1449	chr16	67935599	67935999	+	1000	80.0	[13.096307]	[111]	[]	[]	[67935805]	[]
919_1456	chr2	144582529	144582929	+	1000	80.0	[6.859688, 8.833028]	[104, 154]	[]	[]	[144582729, 144582779]	[]
919_1465	chr7	64563001	64563401	+	1000	80.0	[13.767965]	[91]	[]	[]	[64563190]	[]
919_1468	chrX	153470401	153470801	+	1000	80.0	[]	[]	[7.6864405]	[119]	[]	[153470614]
919_1469	chr1	121595095	121595495	+	1000	79.0	[7.335466]	[94]	[]	[]	[121595287]	[]
919_1471	chr10	43455464	43455864	+	1000	79.0	[8.653753]	[129]	[]	[]	[43455683]	[]
919_1473	chr14	64338634	64339034	+	1000	79.0	[]	[]	[7.6864405]	[106]	[]	[64338838]
919_1477	chr17	47844250	47844650	+	1000	79.0	[]	[]	[11.995326]	[153]	[]	[47844486]
919_148	chr3	49786481	49786881	+	1000	255.0	[]	[]	[13.096307]	[100]	[]	[49786679]
919_1480	chr18	76492853	76493253	+	1000	79.0	[]	[]	[9.45908]	[99]	[]	[76493051]
919_1482	chr2	216393166	216393566	+	1000	79.0	[8.013846]	[70]	[]	[]	[216393331]	[]
919_1498	chr17	46818633	46819033	+	1000	78.0	[]	[]	[7.597396, 15.3284025]	[54, 105]	[]	[46818786, 46818837]
919_150	chr7	138002154	138002554	+	1000	255.0	[6.897348]	[95]	[]	[]	[138002347]	[]
919_1500	chr18	11947255	11947655	+	1000	78.0	[]	[]	[8.787421]	[127]	[]	[11947475]
919_1509	chr7	129401494	129401894	+	1000	78.0	[9.133486, 13.096307]	[79, 98]	[]	[]	[129401672, 129401691]	[]
919_1512	chr1	165842677	165843077	+	1000	77.0	[]	[]	[11.2828665]	[87]	[]	[165842850]
919_1517	chr10	72098768	72099168	+	1000	77.0	[7.2086043, 11.315171]	[93, 110]	[]	[]	[72098958, 72098975]	[]
919_152	chr12	53379717	53380117	+	1000	254.0	[]	[]	[7.597396]	[100]	[]	[53379915]
919_1520	chr17	32882695	32883095	+	1000	77.0	[]	[]	[8.461827, 7.990104]	[82, 93]	[]	[32882875, 32882886]
919_1522	chr19	33101175	33101575	+	1000	77.0	[8.34459, 6.8464055]	[101, 113]	[]	[]	[33101370, 33101382]	[]
919_1528	chr3	140942464	140942864	+	1000	77.0	[]	[]	[9.45908]	[111]	[]	[140942671]
919_153	chr14	103122020	103122420	+	1000	253.0	[]	[]	[7.218759]	[102]	[]	[103122221]
919_1531	chr5	14581532	14581932	+	1000	77.0	[7.597396]	[98]	[]	[]	[14581724]	[]
919_1533	chr7	73603375	73603775	+	1000	77.0	[15.3284025]	[97]	[]	[]	[73603571]	[]
919_1535	chr9	131270269	131270669	+	1000	77.0	[9.45908]	[90]	[]	[]	[131270445]	[]
919_1537	chrX	71254542	71254942	+	1000	77.0	[13.767965]	[105]	[]	[]	[71254746]	[]
919_154	chr2	44168291	44168691	+	1000	253.0	[11.019517]	[95]	[]	[]	[44168482]	[]
919_1540	chr1	207017608	207018008	+	1000	76.0	[11.98683]	[139]	[]	[]	[207017816]	[]
919_1541	chr1	219173661	219174061	+	1000	76.0	[9.76323]	[120]	[]	[]	[219173870]	[]
919_1542	chr1	224513739	224514139	+	1000	76.0	[8.138656]	[111]	[]	[]	[224513938]	[]
919_1544	chr10	73649035	73649435	+	1000	76.0	[9.76323]	[83]	[11.98683]	[115]	[73649211]	[73649243]
919_1547	chr11	95790267	95790667	+	1000	76.0	[7.597396]	[103]	[]	[]	[95790460]	[]
919_1549	chr12	67269014	67269414	+	1000	76.0	[8.161369]	[97]	[]	[]	[67269208]	[]
919_1553	chr15	81324066	81324466	+	1000	76.0	[10.2141905]	[102]	[]	[]	[81324266]	[]
919_1556	chr18	62526329	62526729	+	1000	76.0	[]	[]	[11.2828665]	[109]	[]	[62526533]
919_1557	chr19	8513711	8514111	+	1000	76.0	[10.748932]	[111]	[]	[]	[8513912]	[]
919_156	chr19	1652766	1653166	+	1000	252.0	[7.750059]	[74]	[6.7731476]	[101]	[1652926]	[1652953]
919_1566	chr6	16001149	16001549	+	1000	76.0	[15.3284025]	[110]	[13.767965]	[100]	[16001356]	[16001346]
919_1571	chr1	12618116	12618516	+	1000	75.0	[15.3284025]	[99]	[]	[]	[12618313]	[]
919_1574	chr11	65712227	65712627	+	1000	75.0	[9.45908]	[125]	[]	[]	[65712447]	[]
919_1578	chr2	10408314	10408714	+	1000	75.0	[]	[]	[11.98683]	[102]	[]	[10408509]
919_1581	chr2	85420610	85421010	+	1000	75.0	[8.138656]	[93]	[]	[]	[85420796]	[]
919_1589	chr5	177457537	177457937	+	1000	75.0	[10.930472]	[96]	[]	[]	[177457731]	[]
919_1592	chr9	124659351	124659751	+	1000	75.0	[13.767965]	[99]	[]	[]	[124659548]	[]
919_1593	chrX	39808614	39809014	+	1000	75.0	[]	[]	[9.063183]	[115]	[]	[39808826]
919_1594	chrX	48071714	48072114	+	1000	75.0	[]	[]	[13.767965]	[106]	[]	[48071916]
919_1601	chr10	110864600	110865000	+	1000	74.0	[7.636366, 7.781394]	[109, 113]	[9.155567, 15.3284025]	[97, 117]	[110864800, 110864804]	[110864788, 110864808]
919_1602	chr11	96817555	96817955	+	1000	74.0	[15.3284025]	[139]	[]	[]	[96817776]	[]
919_1603	chr12	23555810	23556210	+	1000	74.0	[6.6778507]	[83]	[]	[]	[23555987]	[]
919_1609	chr19	11798260	11798660	+	1000	74.0	[]	[]	[13.767965]	[95]	[]	[11798454]
919_1610	chr19	12868742	12869142	+	1000	74.0	[7.597396]	[99]	[]	[]	[12868941]	[]
919_1612	chr2	127700540	127700940	+	1000	74.0	[7.307082, 11.98683]	[74, 157]	[]	[]	[127700692, 127700775]	[]
919_1623	chr7	99558347	99558747	+	1000	74.0	[]	[]	[9.45908]	[94]	[]	[99558540]
919_1629	chr10	17161767	17162167	+	1000	73.0	[]	[]	[13.767965]	[97]	[]	[17161961]
919_163	chr1	21607776	21608176	+	1000	250.0	[]	[]	[15.3284025]	[96]	[]	[21607968]
919_1630	chr11	64665461	64665861	+	1000	73.0	[]	[]	[11.98683]	[84]	[]	[64665645]
919_1634	chr14	23469221	23469621	+	1000	73.0	[]	[]	[15.3284025, 11.019517]	[101, 138]	[]	[23469405, 23469442]
919_1636	chr16	79400721	79401121	+	1000	73.0	[]	[]	[7.94979]	[65]	[]	[79400884]
919_164	chr1	26378439	26378839	+	1000	250.0	[7.6186666]	[63]	[11.315171]	[103]	[26378598]	[26378638]
919_1646	chr3	171460263	171460663	+	1000	73.0	[]	[]	[10.502711]	[119]	[]	[171460469]
919_1648	chr5	31531984	31532384	+	1000	73.0	[7.6864405]	[91]	[]	[]	[31532175]	[]
919_1649	chr5	109656827	109657227	+	1000	73.0	[9.76323]	[106]	[]	[]	[109657028]	[]
919_165	chr16	46399196	46399596	+	1000	250.0	[]	[]	[9.703858]	[103]	[]	[46399399]
919_1650	chr5	122942529	122942929	+	1000	73.0	[8.129065]	[141]	[]	[]	[122942747]	[]
919_1651	chr6	67896537	67896937	+	1000	73.0	[]	[]	[7.279904]	[109]	[]	[67896743]
919_1655	chr1	117928785	117929185	+	1000	72.0	[]	[]	[11.2828665]	[109]	[]	[117928992]
919_1656	chr1	172442366	172442766	+	1000	72.0	[]	[]	[8.138656, 7.7142496]	[102, 142]	[]	[172442558, 172442598]
919_166	chr17	75393760	75394160	+	1000	250.0	[10.077273]	[97]	[]	[]	[75393949]	[]
919_1662	chr14	21014683	21015083	+	1000	72.0	[15.3284025]	[129]	[10.245942]	[76]	[21014910]	[21014857]
919_1664	chr16	87854518	87854918	+	1000	72.0	[11.995326]	[111]	[]	[]	[87854727]	[]
919_167	chr19	14529065	14529465	+	1000	250.0	[]	[]	[13.767965]	[103]	[]	[14529260]
919_1671	chr2	102660125	102660525	+	1000	72.0	[]	[]	[13.096307]	[112]	[]	[102660330]
919_1678	chr4	56513452	56513852	+	1000	72.0	[7.94979]	[95]	[]	[]	[56513647]	[]
919_1680	chr6	1703828	1704228	+	1000	72.0	[8.655526]	[128]	[]	[]	[1704054]	[]
919_1682	chr6	52664129	52664529	+	1000	72.0	[8.4530525]	[105]	[7.6186666]	[109]	[52664329]	[52664333]
919_1688	chrX	48800482	48800882	+	1000	72.0	[]	[]	[9.238381, 11.315171]	[102, 110]	[]	[48800681, 48800689]
919_1689	chrX	121161428	121161828	+	1000	72.0	[]	[]	[9.456024]	[140]	[]	[121161655]
919_169	chr9	129835269	129835669	+	1000	249.0	[13.096307]	[96]	[]	[]	[129835463]	[]
919_1690	chr1	20308488	20308888	+	1000	71.0	[]	[]	[13.096307]	[101]	[]	[20308685]
919_1691	chr1	39691316	39691716	+	1000	71.0	[7.94979]	[111]	[]	[]	[39691519]	[]
919_1697	chr11	10751108	10751508	+	1000	71.0	[]	[]	[9.45908]	[130]	[]	[10751326]
919_1702	chr17	79797223	79797623	+	1000	71.0	[]	[]	[11.315171]	[96]	[]	[79797419]
919_1703	chr19	8832728	8833128	+	1000	71.0	[11.995326]	[114]	[]	[]	[8832933]	[]
919_1704	chr19	17469965	17470365	+	1000	71.0	[7.4669967, 10.2141905]	[84, 131]	[]	[]	[17470144, 17470191]	[]
919_1707	chr2	88016800	88017200	+	1000	71.0	[10.434889]	[110]	[]	[]	[88017003]	[]
919_1709	chr2	189506583	189506983	+	1000	71.0	[]	[]	[11.98683]	[99]	[]	[189506777]
919_1711	chr22	20469201	20469601	+	1000	71.0	[10.611208, 8.653753]	[78, 100]	[]	[]	[20469368, 20469390]	[]
919_1717	chr4	80335488	80335888	+	1000	71.0	[11.995326]	[97]	[]	[]	[80335683]	[]
919_1718	chr5	113099851	113100251	+	1000	71.0	[10.668542]	[104]	[]	[]	[113100050]	[]
919_172	chr2	62705387	62705787	+	1000	247.0	[7.9622016]	[96]	[]	[]	[62705581]	[]
919_1729	chr1	108016410	108016810	+	1000	70.0	[]	[]	[12.174601]	[100]	[]	[108016608]
919_1731	chr1	143239061	143239461	+	1000	70.0	[]	[]	[7.5991683]	[81]	[]	[143239241]
919_1737	chr14	24270980	24271380	+	1000	70.0	[]	[]	[15.3284025]	[109]	[]	[24271183]
919_1738	chr15	49046430	49046830	+	1000	70.0	[11.2828665]	[89]	[]	[]	[49046617]	[]
919_174	chr22	38705397	38705797	+	1000	246.0	[]	[]	[13.096307]	[109]	[]	[38705605]
919_1741	chr17	47867038	47867438	+	1000	70.0	[9.549196]	[116]	[]	[]	[47867245]	[]
919_1743	chr17	80832287	80832687	+	1000	70.0	[10.434889]	[108]	[]	[]	[80832489]	[]
919_175	chr1	155085247	155085647	+	1000	245.0	[9.45908, 13.767965]	[64, 106]	[]	[]	[155085406, 155085448]	[]
919_1752	chr3	170734443	170734843	+	1000	70.0	[13.096307]	[108]	[]	[]	[170734643]	[]
919_1756	chr6	129683930	129684330	+	1000	70.0	[7.94979, 7.417628]	[114, 145]	[9.765003]	[91]	[129684136, 129684167]	[129684113]
919_176	chr16	66880255	66880655	+	1000	245.0	[]	[]	[11.295278]	[103]	[]	[66880456]
919_1764	chr1	28648436	28648836	+	1000	69.0	[10.434889]	[85]	[]	[]	[28648617]	[]
919_1765	chr1	36730132	36730532	+	1000	69.0	[13.767965]	[111]	[]	[]	[36730325]	[]
919_1766	chr1	151494713	151495113	+	1000	69.0	[11.98683]	[92]	[]	[]	[151494904]	[]
919_177	chr19	11813969	11814369	+	1000	244.0	[]	[]	[13.767965]	[101]	[]	[11814169]
919_1770	chr12	31659115	31659515	+	1000	69.0	[10.748932]	[94]	[]	[]	[31659308]	[]
919_1774	chr16	72099233	72099633	+	1000	69.0	[]	[]	[13.767965]	[118]	[]	[72099441]
919_1775	chr17	1716190	1716590	+	1000	69.0	[11.995326]	[98]	[]	[]	[1716387]	[]
919_1777	chr17	29580316	29580716	+	1000	69.0	[10.434889]	[107]	[]	[]	[29580522]	[]
919_178	chr11	3379085	3379485	+	1000	243.0	[13.767965]	[101]	[]	[]	[3379281]	[]
919_1781	chr19	7509597	7509997	+	1000	69.0	[13.767965]	[88]	[]	[]	[7509783]	[]
919_1782	chr19	10648295	10648695	+	1000	69.0	[11.98683, 11.315171]	[85, 104]	[]	[]	[10648476, 10648495]	[]
919_1791	chr3	46406977	46407377	+	1000	69.0	[7.9515624]	[74]	[]	[]	[46407142]	[]
919_1795	chr5	5390160	5390560	+	1000	69.0	[]	[]	[13.767965]	[103]	[]	[5390357]
919_1796	chr5	43313552	43313952	+	1000	69.0	[]	[]	[8.664022]	[67]	[]	[43313704]
919_180	chr21	33641583	33641983	+	1000	242.0	[]	[]	[6.9739804]	[101]	[]	[33641779]
919_1813	chr12	124917182	124917582	+	1000	68.0	[9.510227]	[99]	[]	[]	[124917375]	[]
919_1814	chr14	39174989	39175389	+	1000	68.0	[]	[]	[10.611208]	[119]	[]	[39175199]
919_1817	chr17	22337451	22337851	+	1000	68.0	[10.434889]	[124]	[7.0993586]	[76]	[22337652]	[22337604]
919_182	chr20	62238118	62238518	+	1000	241.0	[]	[]	[6.9739804]	[104]	[]	[62238316]
919_1822	chr2	174395564	174395964	+	1000	68.0	[]	[]	[8.129065]	[133]	[]	[174395791]
919_1823	chr20	34875995	34876395	+	1000	68.0	[]	[]	[11.2828665]	[99]	[]	[34876183]
919_1824	chr20	46731783	46732183	+	1000	68.0	[15.3284025]	[106]	[]	[]	[46731979]	[]
919_1832	chr6	27617855	27618255	+	1000	68.0	[]	[]	[7.983867]	[85]	[]	[27618036]
919_1833	chr6	96521620	96522020	+	1000	68.0	[]	[]	[7.953706]	[63]	[]	[96521779]
919_1835	chr6	157514976	157515376	+	1000	68.0	[12.034296]	[92]	[]	[]	[157515153]	[]
919_1836	chr6	170438488	170438888	+	1000	68.0	[7.6864405]	[91]	[]	[]	[170438679]	[]
919_1839	chr8	11350183	11350583	+	1000	68.0	[6.9974184]	[69]	[]	[]	[11350350]	[]
919_184	chr9	129178151	129178551	+	1000	241.0	[13.767965]	[98]	[]	[]	[129178349]	[]
919_1846	chr10	99620374	99620774	+	1000	67.0	[]	[]	[9.549196]	[105]	[]	[99620566]
919_1850	chr14	102594498	102594898	+	1000	67.0	[13.767965]	[103]	[]	[]	[102594696]	[]
919_1851	chr15	91289241	91289641	+	1000	67.0	[13.767965]	[132]	[]	[]	[91289456]	[]
919_1853	chr16	15521982	15522382	+	1000	67.0	[]	[]	[10.434889]	[97]	[]	[15522179]
919_1860	chr19	2375342	2375742	+	1000	67.0	[11.995326, 11.995326]	[100, 162]	[]	[]	[2375503, 2375565]	[]
919_1861	chr19	40090433	40090833	+	1000	67.0	[]	[]	[13.767965]	[91]	[]	[40090617]
919_1864	chr20	33630496	33630896	+	1000	67.0	[13.767965]	[96]	[]	[]	[33630692]	[]
919_1867	chr4	40121539	40121939	+	1000	67.0	[]	[]	[11.2828665]	[108]	[]	[40121735]
919_187	chr16	34595025	34595425	+	1000	238.0	[]	[]	[9.531195]	[97]	[]	[34595222]
919_1870	chr4	174420246	174420646	+	1000	67.0	[11.98683]	[103]	[]	[]	[174420445]	[]
919_1875	chr7	137992146	137992546	+	1000	67.0	[13.767965]	[94]	[]	[]	[137992330]	[]
919_188	chr17	63550026	63550426	+	1000	238.0	[13.096307]	[92]	[]	[]	[63550217]	[]
919_1880	chr1	28259048	28259448	+	1000	66.0	[]	[]	[7.9515624]	[111]	[]	[28259254]
919_1883	chr1	85062086	85062486	+	1000	66.0	[]	[]	[11.315171]	[105]	[]	[85062286]
919_1884	chr1	201551737	201552137	+	1000	66.0	[]	[]	[7.1611385, 13.767965]	[85, 93]	[]	[201551916, 201551924]
919_1886	chr10	46001408	46001808	+	1000	66.0	[6.719383, 9.689502]	[84, 95]	[9.108106]	[65]	[46001589, 46001600]	[46001570]
919_1888	chr10	99659201	99659601	+	1000	66.0	[]	[]	[13.096307]	[152]	[]	[99659444]
919_189	chr20	33720131	33720531	+	1000	238.0	[]	[]	[9.45908]	[101]	[]	[33720332]
919_1892	chr12	51172998	51173398	+	1000	66.0	[]	[]	[7.0062857]	[86]	[]	[51173175]
919_1894	chr12	53268040	53268440	+	1000	66.0	[11.995326]	[115]	[]	[]	[53268249]	[]
919_1895	chr13	21615402	21615802	+	1000	66.0	[8.461827, 12.034296]	[55, 103]	[]	[]	[21615556, 21615604]	[]
919_19	chr7	107168653	107169053	+	1000	471.0	[15.3284025]	[90]	[]	[]	[107168807]	[]
919_1902	chr17	39164825	39165225	+	1000	66.0	[]	[]	[11.315171]	[100]	[]	[39165024]
919_1908	chr19	3573756	3574156	+	1000	66.0	[]	[]	[8.653753]	[117]	[]	[3573967]
919_1912	chr2	151672195	151672595	+	1000	66.0	[15.3284025]	[92]	[]	[]	[151672382]	[]
919_1916	chr20	62924542	62924942	+	1000	66.0	[]	[]	[10.930472]	[129]	[]	[62924765]
919_192	chr17	18183183	18183583	+	1000	236.0	[9.063183, 15.3284025]	[65, 94]	[]	[]	[18183347, 18183376]	[]
919_1924	chr5	148808813	148809213	+	1000	66.0	[]	[]	[7.4612455, 7.287168]	[117, 133]	[]	[148809025, 148809041]
919_1927	chr6	40164419	40164819	+	1000	66.0	[]	[]	[9.715816]	[95]	[]	[40164610]
919_193	chr19	17616875	17617275	+	1000	236.0	[]	[]	[15.3284025]	[107]	[]	[17617078]
919_1931	chr1	168179146	168179546	+	1000	65.0	[15.3284025]	[66]	[12.843303]	[146]	[168179310]	[168179390]
919_1932	chr1	168466147	168466547	+	1000	65.0	[]	[]	[8.887406]	[121]	[]	[168466359]
919_1936	chr10	80165081	80165481	+	1000	65.0	[13.767965]	[100]	[]	[]	[80165278]	[]
919_1940	chr11	118980358	118980758	+	1000	65.0	[]	[]	[9.063183]	[85]	[]	[118980538]
919_1941	chr11	125451360	125451760	+	1000	65.0	[]	[]	[11.98683]	[98]	[]	[125451549]
919_1946	chr15	38588754	38589154	+	1000	65.0	[11.995326]	[102]	[]	[]	[38588955]	[]
919_195	chr6	32175956	32176356	+	1000	236.0	[7.9622016]	[95]	[8.976292]	[112]	[32176149]	[32176166]
919_1951	chr19	12736854	12737254	+	1000	65.0	[11.295278]	[109]	[]	[]	[12737058]	[]
919_1952	chr19	18153989	18154389	+	1000	65.0	[]	[]	[11.295278]	[115]	[]	[18154199]
919_1964	chr6	31676881	31677281	+	1000	65.0	[7.249742]	[166]	[9.370035]	[132]	[31677125]	[31677091]
919_1966	chr7	100081565	100081965	+	1000	65.0	[]	[]	[10.434889]	[144]	[]	[100081770]
919_198	chr11	125111681	125112081	+	1000	235.0	[]	[]	[15.3284025]	[102]	[]	[125111883]
919_1980	chr12	75964118	75964518	+	1000	64.0	[]	[]	[8.270616, 13.767965]	[99, 103]	[]	[75964314, 75964318]
919_1981	chr12	108123448	108123848	+	1000	64.0	[]	[]	[7.1611385, 8.232354]	[89, 151]	[]	[108123632, 108123694]
919_1984	chr16	27245842	27246242	+	1000	64.0	[]	[]	[15.3284025]	[139]	[]	[27246068]
919_1985	chr16	27268627	27269027	+	1000	64.0	[9.45908]	[115]	[]	[]	[27268836]	[]
919_199	chr1	21906849	21907249	+	1000	233.0	[15.3284025]	[89]	[]	[]	[21907038]	[]
919_1991	chr19	51926666	51927066	+	1000	64.0	[]	[]	[9.734841, 7.3372383]	[99, 110]	[]	[51926863, 51926874]
919_2002	chr22	23246911	23247311	+	1000	64.0	[7.6186666]	[79]	[7.52839]	[83]	[23247079]	[23247083]
919_2003	chr3	113696749	113697149	+	1000	64.0	[7.677944, 9.063183]	[91, 95]	[]	[]	[113696936, 113696940]	[]
919_201	chr1	185316092	185316492	+	1000	232.0	[]	[]	[9.370035]	[100]	[]	[185316286]
919_2012	chr7	152314057	152314457	+	1000	64.0	[]	[]	[7.597396]	[79]	[]	[152314229]
919_2015	chrX	49174650	49175050	+	1000	64.0	[]	[]	[11.995326]	[106]	[]	[49174847]
919_2016	chrX	153793885	153794285	+	1000	64.0	[10.436662]	[104]	[]	[]	[153794087]	[]
919_2017	chr1	31928737	31929137	+	1000	63.0	[8.655526]	[124]	[]	[]	[31928949]	[]
919_2019	chr1	113073005	113073405	+	1000	63.0	[]	[]	[9.063183]	[103]	[]	[113073208]
919_202	chr11	22625726	22626126	+	1000	232.0	[]	[]	[13.547267]	[103]	[]	[22625926]
919_2024	chr1	206651933	206652333	+	1000	63.0	[15.3284025]	[91]	[]	[]	[206652124]	[]
919_203	chr3	36993192	36993592	+	1000	232.0	[9.76323]	[98]	[]	[]	[36993384]	[]
919_2030	chr11	59058327	59058727	+	1000	63.0	[]	[]	[13.547267]	[97]	[]	[59058523]
919_2037	chr14	76956715	76957115	+	1000	63.0	[]	[]	[11.295278]	[111]	[]	[76956926]
919_2038	chr15	64381397	64381797	+	1000	63.0	[]	[]	[6.9863925]	[103]	[]	[64381599]
919_2042	chr17	49708076	49708476	+	1000	63.0	[7.2820473]	[104]	[]	[]	[49708266]	[]
919_2045	chr2	218659550	218659950	+	1000	63.0	[9.45908]	[112]	[]	[]	[218659754]	[]
919_2047	chr20	54062668	54063068	+	1000	63.0	[]	[]	[11.98683, 11.295278]	[58, 110]	[]	[54062822, 54062874]
919_205	chr12	120201054	120201454	+	1000	231.0	[]	[]	[7.94979]	[98]	[]	[120201251]
919_2054	chr22	22721000	22721400	+	1000	63.0	[10.215962]	[106]	[]	[]	[22721157]	[]
919_2055	chr3	12405659	12406059	+	1000	63.0	[]	[]	[9.549196]	[113]	[]	[12405860]
919_2056	chr3	58463671	58464071	+	1000	63.0	[9.76323]	[108]	[]	[]	[58463873]	[]
919_2061	chr5	172765275	172765675	+	1000	63.0	[8.129065]	[107]	[]	[]	[172765474]	[]
