#PeakID(python identify_motif.py ./ENCODE_processed_files/CEBPB_idr.fa CEBPB --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
878_17741	chr14	35578122	35578522	+	1000	72.0	[14.601852]	[110]	[11.2542715]	[109]	[35578330]	[35578329]
878_17742	chr14	44965719	44966119	+	1000	72.0	[11.523669]	[116]	[10.00991]	[115]	[44965932]	[44965931]
878_17743	chr14	55252117	55252517	+	1000	72.0	[]	[]	[8.194376]	[95]	[]	[55252309]
878_17744	chr14	64674800	64675200	+	1000	72.0	[14.601852]	[102]	[11.2542715]	[101]	[64675000]	[64674999]
878_17745	chr14	68247850	68248250	+	1000	72.0	[11.9157095]	[105]	[11.489543]	[104]	[68248044]	[68248043]
878_1775	chr3	33889654	33890054	+	1000	319.0	[]	[]	[11.993677]	[100]	[]	[33889852]
878_17750	chr15	28908663	28909063	+	1000	72.0	[11.303083]	[97]	[11.9157095]	[96]	[28908860]	[28908859]
878_17751	chr15	29102372	29102772	+	1000	72.0	[11.473993]	[106]	[12.432437]	[105]	[29102573]	[29102572]
878_17752	chr15	41544264	41544664	+	1000	72.0	[11.523669]	[174]	[9.82345]	[173]	[41544508]	[41544507]
878_17753	chr15	44633600	44634000	+	1000	72.0	[11.381051]	[104]	[8.832556]	[103]	[44633801]	[44633800]
878_17754	chr15	49191884	49192284	+	1000	72.0	[9.095225, 6.960019]	[56, 95]	[9.245763]	[94]	[49192035, 49192074]	[49192073]
878_17756	chr15	58866185	58866585	+	1000	72.0	[6.6318045]	[100]	[]	[]	[58866385]	[]
878_17758	chr15	68228273	68228673	+	1000	72.0	[9.211636]	[106]	[8.865818]	[105]	[68228474]	[68228473]
878_17759	chr15	72782924	72783324	+	1000	72.0	[8.865818]	[115]	[9.211636]	[114]	[72783130]	[72783129]
878_17761	chr15	95425865	95426265	+	1000	72.0	[]	[]	[8.194376]	[108]	[]	[95426064]
878_17763	chr16	10802704	10803104	+	1000	72.0	[11.330633]	[95]	[14.710344]	[94]	[10802899]	[10802898]
878_17767	chr16	27271491	27271891	+	1000	72.0	[]	[]	[8.194376]	[111]	[]	[27271695]
878_17769	chr16	30443666	30444066	+	1000	72.0	[9.741591]	[101]	[9.359631, 6.4122977]	[100, 148]	[30443860]	[30443859, 30443907]
878_1777	chr4	2952375	2952775	+	1000	319.0	[11.660454]	[106]	[12.432437]	[105]	[2952576]	[2952575]
878_17770	chr16	54779558	54779958	+	1000	72.0	[12.102169]	[95]	[11.489543]	[94]	[54779740]	[54779739]
878_17771	chr16	57621877	57622277	+	1000	72.0	[]	[]	[8.194376]	[105]	[]	[57622075]
878_17772	chr16	70272523	70272923	+	1000	72.0	[11.473993]	[120]	[12.432437]	[119]	[70272735]	[70272734]
878_17774	chr16	81582777	81583177	+	1000	72.0	[]	[]	[8.194376]	[105]	[]	[81582981]
878_17775	chr17	600718	601118	+	1000	72.0	[]	[]	[8.194376]	[109]	[]	[600924]
878_17776	chr17	22320982	22321382	+	1000	72.0	[9.824262, 9.546091]	[102, 119]	[8.439652, 9.741591]	[101, 118]	[22321183, 22321200]	[22321182, 22321199]
878_17777	chr17	40216503	40216903	+	1000	72.0	[9.82345]	[78]	[11.523669]	[77]	[40216681]	[40216680]
878_17779	chr17	44365603	44366003	+	1000	72.0	[8.194376]	[125]	[]	[]	[44365824]	[]
878_1778	chr4	94485597	94485997	+	1000	319.0	[9.82345]	[106]	[11.523669]	[105]	[94485803]	[94485802]
878_17780	chr17	47404855	47405255	+	1000	72.0	[11.9157095]	[131]	[11.489543]	[130]	[47405066]	[47405065]
878_17783	chr17	55765475	55765875	+	1000	72.0	[6.740297]	[98]	[11.415177]	[97]	[55765672]	[55765671]
878_17784	chr17	61149125	61149525	+	1000	72.0	[11.660454]	[102]	[12.432437]	[101]	[61149324]	[61149323]
878_17786	chr17	67095289	67095689	+	1000	72.0	[7.215275]	[134]	[8.302869]	[133]	[67095501]	[67095500]
878_17787	chr17	75126445	75126845	+	1000	72.0	[11.523669]	[100]	[10.00991]	[99]	[75126639]	[75126638]
878_17788	chr17	76237835	76238235	+	1000	72.0	[7.215275]	[112]	[8.302869]	[111]	[76238037]	[76238036]
878_17789	chr17	78284087	78284487	+	1000	72.0	[6.2855186]	[133]	[9.251139]	[132]	[78284316]	[78284315]
878_17791	chr18	725661	726061	+	1000	72.0	[10.00991]	[100]	[11.523669]	[99]	[725837]	[725836]
878_17793	chr18	23432909	23433309	+	1000	72.0	[8.194376]	[115]	[]	[]	[23433118]	[]
878_17794	chr18	26339177	26339577	+	1000	72.0	[11.415177]	[109]	[6.553837]	[108]	[26339383]	[26339382]
878_17795	chr18	35987658	35988058	+	1000	72.0	[12.102169]	[103]	[11.489543]	[102]	[35987860]	[35987859]
878_17798	chr19	3670109	3670509	+	1000	72.0	[]	[]	[9.762746]	[105]	[]	[3670307]
878_17799	chr19	5176471	5176871	+	1000	72.0	[12.102169]	[96]	[11.489543]	[95]	[5176666]	[5176665]
878_178	chr6	43725057	43725457	+	1000	613.0	[8.03347, 8.007916]	[79, 121]	[11.807217]	[78]	[43725234, 43725276]	[43725233]
878_1780	chr7	106358039	106358439	+	1000	319.0	[6.817318]	[98]	[6.8213468]	[97]	[106358235]	[106358234]
878_17800	chr19	6336059	6336459	+	1000	72.0	[6.491527, 11.523669]	[92, 112]	[8.908765, 9.82345]	[91, 111]	[6336234, 6336254]	[6336233, 6336253]
878_17801	chr19	11125908	11126308	+	1000	72.0	[10.00991]	[71]	[11.523669]	[70]	[11126076]	[11126075]
878_17802	chr19	14502652	14503052	+	1000	72.0	[11.523669]	[120]	[9.82345]	[119]	[14502862]	[14502861]
878_17803	chr19	16746075	16746475	+	1000	72.0	[]	[]	[11.415177]	[103]	[]	[16746272]
878_17804	chr19	16890830	16891230	+	1000	72.0	[9.82345]	[136]	[11.523669]	[135]	[16891042]	[16891041]
878_17805	chr19	38134463	38134863	+	1000	72.0	[7.215275]	[97]	[8.302869]	[96]	[38134658]	[38134657]
878_17806	chr19	40797967	40798367	+	1000	72.0	[11.489543]	[109]	[7.1624045]	[108]	[40798174]	[40798173]
878_17807	chr19	41204292	41204692	+	1000	72.0	[8.00134]	[103]	[]	[]	[41204493]	[]
878_17808	chr19	51734731	51735131	+	1000	72.0	[11.523669]	[128]	[9.82345]	[127]	[51734949]	[51734948]
878_17809	chr2	10737537	10737937	+	1000	72.0	[11.523669]	[130]	[9.82345]	[129]	[10737747]	[10737746]
878_1781	chrX	155215436	155215836	+	1000	319.0	[11.440731, 8.109833]	[98, 127]	[14.601852, 7.1624045]	[97, 126]	[155215634, 155215663]	[155215633, 155215662]
878_17813	chr2	39061243	39061643	+	1000	72.0	[8.194376]	[113]	[]	[]	[39061445]	[]
878_17814	chr2	44186817	44187217	+	1000	72.0	[11.303083, 8.865818]	[98, 129]	[12.102169]	[97]	[44187012, 44187043]	[44187011]
878_17815	chr2	48287243	48287643	+	1000	72.0	[11.489543]	[100]	[12.102169]	[99]	[48287438]	[48287437]
878_17816	chr2	65220403	65220803	+	1000	72.0	[8.194376]	[138]	[]	[]	[65220626]	[]
878_17817	chr2	68733365	68733765	+	1000	72.0	[8.194376]	[101]	[]	[]	[68733561]	[]
878_17818	chr2	70371708	70372108	+	1000	72.0	[11.303083]	[95]	[12.102169]	[94]	[70371895]	[70371894]
878_17819	chr2	73887995	73888395	+	1000	72.0	[]	[]	[8.194376]	[77]	[]	[73888171]
878_17820	chr2	74506367	74506767	+	1000	72.0	[9.82345]	[65]	[11.523669]	[64]	[74506531]	[74506530]
878_17821	chr2	88075016	88075416	+	1000	72.0	[11.807217, 6.6917005, 9.741591]	[100, 124, 134]	[8.03347, 7.2681837, 9.546091]	[99, 123, 133]	[88075199, 88075223, 88075233]	[88075198, 88075222, 88075232]
878_17823	chr2	95997414	95997814	+	1000	72.0	[14.415392]	[96]	[11.2542715]	[95]	[95997610]	[95997609]
878_17824	chr2	96119334	96119734	+	1000	72.0	[]	[]	[8.007916]	[91]	[]	[96119521]
878_17825	chr2	96329869	96330269	+	1000	72.0	[9.245763]	[108]	[6.960019]	[107]	[96330069]	[96330068]
878_17826	chr2	98678173	98678573	+	1000	72.0	[12.102169]	[92]	[11.303083]	[91]	[98678365]	[98678364]
878_17828	chr2	106521023	106521423	+	1000	72.0	[11.381051]	[124]	[8.832556]	[123]	[106521233]	[106521232]
878_17829	chr2	128024789	128025189	+	1000	72.0	[6.494157, 9.770579, 9.546091]	[71, 114, 153]	[14.710344]	[113]	[128024955, 128024998, 128025037]	[128024997]
878_17830	chr2	170206244	170206644	+	1000	72.0	[6.276478]	[112]	[8.807002, 9.633099]	[94, 111]	[170206452]	[170206434, 170206451]
878_17831	chr2	172182617	172183017	+	1000	72.0	[8.194376]	[114]	[8.194376]	[143]	[172182803]	[172182832]
878_17832	chr2	178263234	178263634	+	1000	72.0	[7.401735]	[124]	[8.302869]	[123]	[178263431]	[178263430]
878_17833	chr2	195410020	195410420	+	1000	72.0	[9.741591]	[96]	[9.359631]	[95]	[195410214]	[195410213]
878_17834	chr2	201248388	201248788	+	1000	72.0	[8.219931]	[101]	[11.993677]	[100]	[201248579]	[201248578]
878_17839	chr20	32488271	32488671	+	1000	72.0	[6.554649, 12.102169]	[110, 118]	[8.331161, 11.489543]	[109, 117]	[32488473, 32488481]	[32488472, 32488480]
878_17840	chr20	33812158	33812558	+	1000	72.0	[8.143959]	[117]	[9.82345]	[116]	[33812369]	[33812368]
878_17842	chr20	53064933	53065333	+	1000	72.0	[8.007916]	[101]	[]	[]	[53065133]	[]
878_17846	chr21	39429428	39429828	+	1000	72.0	[11.993677]	[97]	[8.219931]	[96]	[39429623]	[39429622]
878_17848	chr22	20925257	20925657	+	1000	72.0	[6.630199]	[116]	[11.523669]	[115]	[20925462]	[20925461]
878_1785	chr2	43018271	43018671	+	1000	318.0	[8.143959, 8.109833]	[82, 105]	[9.82345, 12.102169]	[81, 104]	[43018450, 43018473]	[43018449, 43018472]
878_17850	chr22	41470398	41470798	+	1000	72.0	[11.523669]	[103]	[10.00991]	[102]	[41470600]	[41470599]
878_17851	chr22	45158943	45159343	+	1000	72.0	[8.302869, 9.437598]	[80, 120]	[7.215275, 6.2855186]	[79, 119]	[45159114, 45159154]	[45159113, 45159153]
878_17852	chr22	50507997	50508397	+	1000	72.0	[6.6318045]	[97]	[7.9591045]	[96]	[50508189]	[50508188]
878_17854	chr3	23704303	23704703	+	1000	72.0	[12.102169]	[98]	[11.303083]	[97]	[23704494]	[23704493]
878_17857	chr3	27424794	27425194	+	1000	72.0	[12.432437]	[99]	[11.660454]	[98]	[27424991]	[27424990]
878_17858	chr3	38070010	38070410	+	1000	72.0	[8.061021]	[101]	[14.415392]	[100]	[38070203]	[38070202]
878_17859	chr3	39980772	39981172	+	1000	72.0	[11.2542715]	[115]	[14.415392]	[114]	[39980976]	[39980975]
878_1786	chr2	127852385	127852785	+	1000	318.0	[14.710344]	[99]	[14.523885]	[98]	[127852583]	[127852582]
878_17860	chr3	42055244	42055644	+	1000	72.0	[11.303083]	[108]	[11.9157095]	[107]	[42055445]	[42055444]
878_17862	chr3	52683578	52683978	+	1000	72.0	[9.82345]	[98]	[11.523669]	[97]	[52683771]	[52683770]
878_17864	chr3	65184334	65184734	+	1000	72.0	[6.4412866, 9.82345]	[78, 109]	[8.832556, 11.523669]	[77, 108]	[65184510, 65184541]	[65184509, 65184540]
878_17866	chr3	101182752	101183152	+	1000	72.0	[9.82345]	[98]	[11.523669]	[97]	[101182947]	[101182946]
878_17867	chr3	129703933	129704333	+	1000	72.0	[8.194376]	[116]	[]	[]	[129704140]	[]
878_17868	chr3	135597850	135598250	+	1000	72.0	[12.102169]	[104]	[11.489543]	[103]	[135598051]	[135598050]
878_1787	chr20	35978030	35978430	+	1000	318.0	[8.194376]	[108]	[]	[]	[35978233]	[]
878_17870	chr3	138199840	138200240	+	1000	72.0	[7.4068704]	[104]	[]	[]	[138200019]	[]
878_17873	chr3	158509848	158510248	+	1000	72.0	[8.646096]	[107]	[11.381051]	[106]	[158510052]	[158510051]
878_17874	chr3	172070767	172071167	+	1000	72.0	[11.381051]	[124]	[8.832556]	[123]	[172070980]	[172070979]
878_17879	chr3	185253633	185254033	+	1000	72.0	[9.555131]	[99]	[9.359631]	[98]	[185253829]	[185253828]
878_1788	chr5	132684544	132684944	+	1000	318.0	[12.102169]	[105]	[11.303083]	[104]	[132684748]	[132684747]
878_17880	chr3	186947008	186947408	+	1000	72.0	[9.684778]	[90]	[8.908765]	[89]	[186947196]	[186947195]
878_17884	chr4	855837	856237	+	1000	72.0	[8.194376]	[100]	[]	[]	[856037]	[]
878_17886	chr4	40455520	40455920	+	1000	72.0	[]	[]	[8.194376]	[100]	[]	[40455702]
878_1789	chr6	18044105	18044505	+	1000	318.0	[14.523885]	[97]	[11.330633]	[96]	[18044302]	[18044301]
878_17890	chr4	72703114	72703514	+	1000	72.0	[12.102169]	[122]	[8.109833]	[121]	[72703324]	[72703323]
878_17892	chr4	126748388	126748788	+	1000	72.0	[12.102169]	[123]	[11.489543]	[122]	[126748604]	[126748603]
878_17894	chr4	145535215	145535615	+	1000	72.0	[8.439652]	[105]	[9.824262]	[104]	[145535417]	[145535416]
878_17895	chr4	168696776	168697176	+	1000	72.0	[11.9157095]	[96]	[11.489543]	[95]	[168696968]	[168696967]
878_17897	chr5	19606038	19606438	+	1000	72.0	[12.102169, 8.111438]	[104, 133]	[11.489543]	[103]	[19606237, 19606266]	[19606236]
878_17898	chr5	53427961	53428361	+	1000	72.0	[8.007916]	[108]	[]	[]	[53428153]	[]
878_17899	chr5	62327115	62327515	+	1000	72.0	[6.601625]	[111]	[8.9867325]	[110]	[62327319]	[62327318]
878_1790	chr1	219883408	219883808	+	1000	317.0	[12.102169]	[97]	[11.303083]	[96]	[219883604]	[219883603]
878_17900	chr5	72234156	72234556	+	1000	72.0	[]	[]	[6.526395]	[110]	[]	[72234366]
878_17901	chr5	75639906	75640306	+	1000	72.0	[8.194376]	[99]	[]	[]	[75640101]	[]
878_17902	chr5	78353507	78353907	+	1000	72.0	[11.9157095]	[113]	[11.303083]	[112]	[78353714]	[78353713]
878_17903	chr5	79408029	79408429	+	1000	72.0	[8.194376]	[98]	[]	[]	[79408226]	[]
878_17904	chr5	82421142	82421542	+	1000	72.0	[]	[]	[6.250924]	[95]	[]	[82421335]
878_17905	chr5	95595543	95595943	+	1000	72.0	[8.194376]	[103]	[]	[]	[95595744]	[]
878_17907	chr5	119379943	119380343	+	1000	72.0	[6.167986]	[126]	[6.1770263]	[125]	[119380160]	[119380159]
878_17908	chr5	120508084	120508484	+	1000	72.0	[6.4412866]	[154]	[8.646096]	[153]	[120508331]	[120508330]
878_1791	chr11	47376570	47376970	+	1000	317.0	[8.646096]	[104]	[11.381051]	[103]	[47376773]	[47376772]
878_17910	chr5	135894841	135895241	+	1000	72.0	[9.637802]	[98]	[8.253193]	[97]	[135895039]	[135895038]
878_17913	chr5	149968246	149968646	+	1000	72.0	[11.523669]	[129]	[9.82345]	[128]	[149968468]	[149968467]
878_17914	chr5	157641932	157642332	+	1000	72.0	[11.473993]	[104]	[12.245977]	[103]	[157642133]	[157642132]
878_17915	chr5	173839075	173839475	+	1000	72.0	[6.637587]	[111]	[]	[]	[173839267]	[]
878_17919	chr6	167030	167430	+	1000	72.0	[]	[]	[8.007916]	[103]	[]	[167230]
878_1792	chr11	57532074	57532474	+	1000	317.0	[11.381051]	[104]	[8.832556]	[103]	[57532274]	[57532273]
878_17920	chr6	2034279	2034679	+	1000	72.0	[14.415392]	[115]	[11.2542715]	[114]	[2034487]	[2034486]
878_17921	chr6	3986243	3986643	+	1000	72.0	[12.102169]	[97]	[11.489543]	[96]	[3986431]	[3986430]
878_17927	chr6	16270530	16270930	+	1000	72.0	[6.554649]	[119]	[8.331161]	[118]	[16270741]	[16270740]
878_17928	chr6	17640464	17640864	+	1000	72.0	[6.587911, 8.302869, 9.437598]	[77, 126, 166]	[7.215275]	[125]	[17640625, 17640674, 17640714]	[17640673]
878_17929	chr6	25931135	25931535	+	1000	72.0	[11.228718]	[101]	[6.553837]	[100]	[25931326]	[25931325]
878_17931	chr6	28823105	28823505	+	1000	72.0	[11.1945915]	[104]	[8.586416, 8.832556]	[84, 103]	[28823293]	[28823273, 28823292]
878_17934	chr6	35699814	35700214	+	1000	72.0	[9.82345]	[118]	[11.523669]	[117]	[35700000]	[35699999]
878_17935	chr6	36063341	36063741	+	1000	72.0	[9.82345]	[111]	[11.523669]	[110]	[36063542]	[36063541]
878_17936	chr6	37225345	37225745	+	1000	72.0	[8.254057]	[115]	[9.714958]	[114]	[37225552]	[37225551]
878_17937	chr6	51454214	51454614	+	1000	72.0	[11.489543]	[92]	[11.9157095]	[91]	[51454397]	[51454396]
878_17938	chr6	52358611	52359011	+	1000	72.0	[10.00991]	[100]	[11.523669]	[99]	[52358809]	[52358808]
878_17939	chr6	53465797	53466197	+	1000	72.0	[11.303083]	[97]	[12.102169]	[96]	[53465982]	[53465981]
878_1794	chr14	69133076	69133476	+	1000	317.0	[8.194376]	[99]	[]	[]	[69133274]	[]
878_17940	chr6	96781569	96781969	+	1000	72.0	[11.489543]	[115]	[12.102169]	[114]	[96781772]	[96781771]
878_17941	chr6	108510463	108510863	+	1000	72.0	[]	[]	[8.194376]	[110]	[]	[108510663]
878_17943	chr6	121594037	121594437	+	1000	72.0	[14.710344]	[104]	[14.710344]	[103]	[121594240]	[121594239]
878_17944	chr6	125471730	125472130	+	1000	72.0	[8.194376]	[98]	[]	[]	[125471927]	[]
878_17946	chr6	129852191	129852591	+	1000	72.0	[6.471978]	[61]	[]	[]	[129852342]	[]
878_17948	chr6	158081476	158081876	+	1000	72.0	[8.194376, 9.437598]	[107, 147]	[]	[]	[158081679, 158081719]	[]
878_17949	chr6	158389207	158389607	+	1000	72.0	[]	[]	[8.194376]	[98]	[]	[158389404]
878_17950	chr6	159628734	159629134	+	1000	72.0	[11.440731]	[106]	[14.601852]	[105]	[159628939]	[159628938]
878_17951	chr6	168935247	168935647	+	1000	72.0	[9.871238]	[106]	[9.095225]	[105]	[168935448]	[168935447]
878_17952	chr7	6353209	6353609	+	1000	72.0	[6.740297]	[103]	[11.415177]	[102]	[6353412]	[6353411]
878_17953	chr7	13904059	13904459	+	1000	72.0	[12.102169]	[96]	[11.489543]	[95]	[13904254]	[13904253]
878_17956	chr7	26284778	26285178	+	1000	72.0	[11.1945915]	[95]	[8.832556]	[94]	[26284969]	[26284968]
878_17957	chr7	37105767	37106167	+	1000	72.0	[11.9157095]	[96]	[11.489543]	[95]	[37105958]	[37105957]
878_17960	chr7	70834421	70834821	+	1000	72.0	[11.489543]	[100]	[11.9157095]	[99]	[70834619]	[70834618]
878_17961	chr7	91611557	91611957	+	1000	72.0	[8.832556]	[99]	[11.381051]	[98]	[91611755]	[91611754]
878_17967	chr8	1682878	1683278	+	1000	72.0	[8.007916, 6.3066726]	[82, 123]	[]	[]	[1683056, 1683097]	[]
878_17968	chr8	38140239	38140639	+	1000	72.0	[6.3618803]	[107]	[9.546091]	[106]	[38140440]	[38140439]
878_17969	chr8	41823153	41823553	+	1000	72.0	[9.446639]	[107]	[]	[]	[41823344]	[]
878_17971	chr8	47262170	47262570	+	1000	72.0	[9.633099, 8.219931]	[63, 99]	[11.993677]	[98]	[47262328, 47262364]	[47262363]
878_17972	chr8	49129766	49130166	+	1000	72.0	[6.6318045, 6.587911]	[133, 156]	[8.145564]	[132]	[49129994, 49130017]	[49129993]
878_17974	chr8	76992827	76993227	+	1000	72.0	[7.401735]	[103]	[8.116408]	[102]	[76993026]	[76993025]
878_17975	chr8	95211513	95211913	+	1000	72.0	[6.960019]	[110]	[]	[]	[95211713]	[]
878_17976	chr8	99089742	99090142	+	1000	72.0	[8.194376]	[82]	[]	[]	[99089912]	[]
878_17978	chr8	100997388	100997788	+	1000	72.0	[8.035466]	[101]	[6.553837]	[100]	[100997579]	[100997578]
878_17984	chr8	127149781	127150181	+	1000	72.0	[14.601852]	[113]	[11.2542715]	[112]	[127149986]	[127149985]
878_17986	chr9	35771889	35772289	+	1000	72.0	[11.489543]	[91]	[11.9157095]	[90]	[35772076]	[35772075]
878_17988	chr9	69831632	69832032	+	1000	72.0	[11.440731]	[92]	[14.415392]	[91]	[69831824]	[69831823]
878_17989	chr9	77848901	77849301	+	1000	72.0	[9.555131]	[100]	[9.546091]	[99]	[77849098]	[77849097]
878_1799	chr5	81759194	81759594	+	1000	317.0	[10.00991]	[98]	[11.523669]	[97]	[81759392]	[81759391]
878_17991	chr9	111960488	111960888	+	1000	72.0	[6.553837]	[138]	[11.415177]	[137]	[111960719]	[111960718]
878_17993	chrX	7798315	7798715	+	1000	72.0	[14.601852]	[102]	[11.440731]	[101]	[7798513]	[7798512]
878_17994	chrX	9574726	9575126	+	1000	72.0	[11.489543]	[102]	[11.9157095]	[101]	[9574927]	[9574926]
878_17995	chrX	12865320	12865720	+	1000	72.0	[8.007916]	[93]	[]	[]	[12865510]	[]
878_17997	chrX	84956307	84956707	+	1000	72.0	[]	[]	[8.007916]	[97]	[]	[84956498]
878_17999	chr1	1619139	1619539	+	1000	71.0	[9.82345]	[116]	[11.523669]	[115]	[1619328]	[1619327]
878_18000	chr1	13808756	13809156	+	1000	71.0	[9.871238]	[150]	[9.095225]	[149]	[13808979]	[13808978]
878_18001	chr1	14897024	14897424	+	1000	71.0	[]	[]	[11.1945915, 6.576071]	[102, 174]	[]	[14897195, 14897267]
878_18002	chr1	16352368	16352768	+	1000	71.0	[]	[]	[7.277224]	[108]	[]	[16352572]
878_18003	chr1	21788177	21788577	+	1000	71.0	[11.523669]	[100]	[10.00991]	[99]	[21788373]	[21788372]
878_18004	chr1	22025748	22026148	+	1000	71.0	[]	[]	[6.2599645]	[110]	[]	[22025946]
878_18005	chr1	26639339	26639739	+	1000	71.0	[11.523669]	[114]	[10.00991]	[113]	[26639542]	[26639541]
878_18007	chr1	31925846	31926246	+	1000	71.0	[9.82345]	[139]	[11.523669]	[138]	[31926082]	[31926081]
878_18008	chr1	42772560	42772960	+	1000	71.0	[10.00991]	[82]	[11.523669]	[81]	[42772734]	[42772733]
878_18009	chr1	45326001	45326401	+	1000	71.0	[9.684778]	[111]	[9.095225]	[110]	[45326205]	[45326204]
878_18011	chr1	45742397	45742797	+	1000	71.0	[11.523669]	[110]	[9.82345]	[109]	[45742591]	[45742590]
878_18012	chr1	53995689	53996089	+	1000	71.0	[14.601852]	[104]	[11.2542715]	[103]	[53995889]	[53995888]
878_18013	chr1	91503962	91504362	+	1000	71.0	[8.302869]	[112]	[7.215275]	[111]	[91504164]	[91504163]
878_18015	chr1	93519165	93519565	+	1000	71.0	[9.871238]	[148]	[8.908765]	[147]	[93519397]	[93519396]
878_18016	chr1	110350680	110351080	+	1000	71.0	[9.359631]	[100]	[9.555131]	[99]	[110350874]	[110350873]
878_18017	chr1	112642065	112642465	+	1000	71.0	[11.523669]	[116]	[9.82345]	[115]	[112642271]	[112642270]
878_18019	chr1	116314538	116314938	+	1000	71.0	[11.222141]	[113]	[11.2542715]	[112]	[116314738]	[116314737]
878_18022	chr1	154995582	154995982	+	1000	71.0	[7.401735]	[65]	[8.302869]	[64]	[154995743]	[154995742]
878_18023	chr1	155168141	155168541	+	1000	71.0	[11.523669]	[96]	[9.82345]	[95]	[155168320]	[155168319]
878_18025	chr1	160101016	160101416	+	1000	71.0	[7.9249783]	[97]	[]	[]	[160101203]	[]
878_18027	chr1	161768423	161768823	+	1000	71.0	[8.194376]	[98]	[]	[]	[161768621]	[]
878_18028	chr1	165623606	165624006	+	1000	71.0	[12.102169]	[96]	[11.489543]	[95]	[165623800]	[165623799]
878_18030	chr1	171476829	171477229	+	1000	71.0	[11.332239]	[98]	[11.332239]	[97]	[171477025]	[171477024]
878_18032	chr1	184682951	184683351	+	1000	71.0	[8.832556]	[101]	[11.1945915]	[100]	[184683149]	[184683148]
878_18033	chr1	184752051	184752451	+	1000	71.0	[9.546091]	[102]	[9.741591]	[101]	[184752250]	[184752249]
878_18036	chr1	196699004	196699404	+	1000	71.0	[12.245977]	[98]	[11.473993]	[97]	[196699198]	[196699197]
878_18037	chr1	205124243	205124643	+	1000	71.0	[11.523669]	[119]	[9.82345]	[118]	[205124451]	[205124450]
878_18038	chr1	211934031	211934431	+	1000	71.0	[10.00991]	[111]	[11.523669]	[110]	[211934233]	[211934232]
878_1804	chr9	33165390	33165790	+	1000	317.0	[11.415177, 8.473779]	[82, 94]	[9.741591]	[101]	[33165570, 33165582]	[33165589]
878_18040	chr1	226321723	226322123	+	1000	71.0	[11.9157095]	[102]	[11.303083]	[101]	[226321919]	[226321918]
878_18041	chr1	228057707	228058107	+	1000	71.0	[11.523669]	[98]	[9.82345]	[97]	[228057898]	[228057897]
878_18043	chr1	234937029	234937429	+	1000	71.0	[11.381051]	[100]	[8.832556]	[99]	[234937225]	[234937224]
878_18047	chr1	246599311	246599711	+	1000	71.0	[]	[]	[8.194376]	[97]	[]	[246599507]
878_18048	chr1	246709152	246709552	+	1000	71.0	[11.303083]	[143]	[12.102169]	[142]	[246709373]	[246709372]
878_18049	chr10	2748283	2748683	+	1000	71.0	[11.489543, 8.331161]	[100, 128]	[12.102169]	[99]	[2748477, 2748505]	[2748476]
878_18050	chr10	28781811	28782211	+	1000	71.0	[9.82345]	[84]	[11.523669]	[83]	[28781984]	[28781983]
878_18051	chr10	59707315	59707715	+	1000	71.0	[11.303083]	[99]	[12.102169, 6.774371]	[98, 135]	[59707502]	[59707501, 59707538]
878_18053	chr10	68837291	68837691	+	1000	71.0	[11.381051]	[97]	[8.832556]	[96]	[68837487]	[68837486]
878_18054	chr10	70762760	70763160	+	1000	71.0	[10.00991]	[100]	[11.523669]	[99]	[70762960]	[70762959]
878_18056	chr10	99596710	99597110	+	1000	71.0	[6.740297]	[105]	[11.415177]	[104]	[99596910]	[99596909]
878_18057	chr10	99681594	99681994	+	1000	71.0	[9.359631]	[106]	[9.555131]	[105]	[99681793]	[99681792]
878_18061	chr10	125593649	125594049	+	1000	71.0	[12.102169]	[98]	[11.489543]	[97]	[125593846]	[125593845]
878_18063	chr11	8878764	8879164	+	1000	71.0	[12.102169]	[111]	[11.489543]	[110]	[8878967]	[8878966]
878_18066	chr11	19049343	19049743	+	1000	71.0	[]	[]	[8.194376]	[91]	[]	[19049534]
878_18067	chr11	31821239	31821639	+	1000	71.0	[8.832556]	[107]	[6.6917005, 11.381051]	[60, 106]	[31821439]	[31821392, 31821438]
878_18068	chr11	34959795	34960195	+	1000	71.0	[12.102169]	[88]	[11.303083]	[87]	[34959980]	[34959979]
878_18069	chr11	47768625	47769025	+	1000	71.0	[11.523669]	[133]	[10.00991]	[132]	[47768841]	[47768840]
878_18070	chr11	60328470	60328870	+	1000	71.0	[12.102169]	[97]	[11.489543]	[96]	[60328662]	[60328661]
878_18071	chr11	65457167	65457567	+	1000	71.0	[8.865818]	[108]	[9.025176]	[107]	[65457371]	[65457370]
878_18072	chr11	66382140	66382540	+	1000	71.0	[9.82345]	[99]	[11.523669]	[98]	[66382338]	[66382337]
878_18074	chr11	74575991	74576391	+	1000	71.0	[14.415392]	[135]	[11.2542715]	[134]	[74576210]	[74576209]
878_18075	chr11	75673915	75674315	+	1000	71.0	[11.1945915]	[99]	[]	[]	[75674111]	[]
878_18077	chr11	95690107	95690507	+	1000	71.0	[11.440731]	[113]	[7.5933304, 14.601852]	[81, 112]	[95690313]	[95690281, 95690312]
