#PeakID(python identify_motif.py ./ENCODE_processed_files/GATA2_idr.fa GATA2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
946_19551	chr17	67158110	67158510	+	1000	55.0	[8.065871]	[139]	[9.93833]	[131]	[67158338]	[67158330]
946_19556	chr17	77541990	77542390	+	1000	55.0	[]	[]	[12.699877]	[142]	[]	[77542214]
946_19557	chr17	78364606	78365006	+	1000	55.0	[8.065871]	[175]	[]	[]	[78364829]	[]
946_19564	chr18	32018294	32018694	+	1000	55.0	[7.242745, 7.083552]	[71, 99]	[]	[]	[32018450, 32018478]	[]
946_19573	chr19	6739881	6740281	+	1000	55.0	[12.699877]	[168]	[]	[]	[6740103]	[]
946_19585	chr19	38361195	38361595	+	1000	55.0	[]	[]	[12.699877]	[113]	[]	[38361395]
946_19595	chr19	49148328	49148728	+	1000	55.0	[10.555019]	[161]	[]	[]	[49148550]	[]
946_196	chr5	56123711	56124111	+	1000	452.0	[12.699877]	[55]	[]	[]	[56123865]	[]
946_19610	chr2	42463598	42463998	+	1000	55.0	[8.174054]	[148]	[]	[]	[42463797]	[]
946_1962	chr5	126976858	126977258	+	1000	178.0	[7.7934723]	[102]	[]	[]	[126977036]	[]
946_19627	chr2	144372586	144372986	+	1000	55.0	[]	[]	[7.242745]	[134]	[]	[144372816]
946_19636	chr2	176814673	176815073	+	1000	55.0	[]	[]	[7.373495, 7.6269035]	[124, 148]	[]	[176814895, 176814919]
946_19637	chr2	181810810	181811210	+	1000	55.0	[9.387603, 8.174054]	[134, 146]	[]	[]	[181811007, 181811019]	[]
946_1964	chr6	7198704	7199104	+	1000	178.0	[]	[]	[12.699877]	[113]	[]	[7198917]
946_19642	chr20	6034634	6035034	+	1000	55.0	[]	[]	[9.722767]	[80]	[]	[6034797]
946_19645	chr20	37270530	37270930	+	1000	55.0	[9.722767]	[84]	[]	[]	[37270705]	[]
946_19658	chr21	34113895	34114295	+	977	55.0	[9.93833, 9.93833]	[112, 119]	[]	[]	[34114096, 34114103]	[]
946_1966	chr7	106679239	106679639	+	1000	178.0	[12.699877]	[73]	[]	[]	[106679412]	[]
946_19684	chr22	20166337	20166737	+	1000	55.0	[8.065871]	[163]	[]	[]	[20166545]	[]
946_19686	chr22	20255973	20256373	+	1000	55.0	[7.373495]	[128]	[]	[]	[20256196]	[]
946_19690	chr22	20710058	20710458	+	1000	55.0	[]	[]	[7.000952]	[84]	[]	[20710239]
946_1970	chr1	12161817	12162217	+	1000	177.0	[]	[]	[12.699877]	[142]	[]	[12162052]
946_19711	chr22	24758133	24758533	+	1000	55.0	[7.6269035]	[119]	[]	[]	[24758339]	[]
946_19714	chr22	50545585	50545985	+	1000	55.0	[]	[]	[9.722767]	[114]	[]	[50545782]
946_19716	chr3	4806680	4807080	+	1000	55.0	[]	[]	[12.699877]	[182]	[]	[4806922]
946_1973	chr1	154627172	154627572	+	1000	177.0	[9.722767]	[100]	[]	[]	[154627369]	[]
946_19734	chr3	47910656	47911056	+	1000	55.0	[8.174054]	[118]	[]	[]	[47910872]	[]
946_19735	chr3	53083890	53084290	+	1000	55.0	[]	[]	[12.699877]	[141]	[]	[53084126]
946_19737	chr3	71401009	71401409	+	1000	55.0	[9.387603, 7.7934723]	[89, 99]	[]	[]	[71401171, 71401181]	[]
946_19741	chr3	119211243	119211643	+	1000	55.0	[]	[]	[10.555019]	[226]	[]	[119211491]
946_19743	chr3	129184069	129184469	+	1000	55.0	[]	[]	[9.722767]	[241]	[]	[129184314]
946_19744	chr3	138174560	138174960	+	1000	55.0	[8.567237]	[103]	[]	[]	[138174751]	[]
946_1975	chr10	102599706	102600106	+	1000	177.0	[12.699877]	[80]	[]	[]	[102599877]	[]
946_19755	chr3	193794240	193794640	+	1000	55.0	[9.93833]	[111]	[]	[]	[193794420]	[]
946_1976	chr11	12116391	12116791	+	1000	177.0	[]	[]	[10.555019]	[114]	[]	[12116604]
946_19760	chr3	198076648	198077048	+	1000	55.0	[10.555019]	[108]	[]	[]	[198076856]	[]
946_19761	chr4	1772904	1773304	+	1000	55.0	[]	[]	[8.065871, 8.174054]	[99, 146]	[]	[1773079, 1773126]
946_19771	chr4	158809832	158810232	+	1000	55.0	[]	[]	[12.699877]	[91]	[]	[158809994]
946_1978	chr15	64438998	64439398	+	1000	177.0	[9.93833, 7.7934723]	[61, 147]	[]	[]	[64439149, 64439235]	[]
946_19784	chr5	74116210	74116610	+	1000	55.0	[]	[]	[12.699877]	[153]	[]	[74116454]
946_1979	chr17	55816822	55817222	+	1000	177.0	[]	[]	[9.93833]	[144]	[]	[55817060]
946_19790	chr5	132820187	132820587	+	1000	55.0	[]	[]	[7.5779095]	[172]	[]	[132820380]
946_19800	chr5	154355112	154355512	+	1000	55.0	[8.174054, 9.93833]	[113, 121]	[]	[]	[154355295, 154355303]	[]
946_1981	chr2	28269501	28269901	+	1000	177.0	[12.699877]	[130]	[]	[]	[28269707]	[]
946_19810	chr6	4703277	4703677	+	1000	55.0	[10.555019]	[105]	[]	[]	[4703476]	[]
946_19819	chr6	21109481	21109881	+	1000	55.0	[]	[]	[10.555019]	[147]	[]	[21109694]
946_1983	chr2	145693103	145693503	+	1000	177.0	[10.555019]	[94]	[]	[]	[145693284]	[]
946_19873	chr7	44566041	44566441	+	1000	55.0	[]	[]	[12.699877]	[106]	[]	[44566211]
946_19897	chr7	135731128	135731528	+	1000	55.0	[9.93833]	[112]	[7.6269035]	[97]	[135731316]	[135731301]
946_19898	chr7	139242719	139243119	+	984	55.0	[]	[]	[12.699877]	[111]	[]	[139242902]
946_19901	chr7	142804630	142805030	+	1000	55.0	[]	[]	[8.065871]	[203]	[]	[142804880]
946_19924	chr8	70184869	70185269	+	1000	55.0	[9.722767]	[105]	[]	[]	[70185045]	[]
946_19933	chr8	109362966	109363366	+	1000	55.0	[]	[]	[10.555019, 12.699877, 9.722767]	[112, 117, 143]	[]	[109363166, 109363171, 109363197]
946_19942	chr9	93453389	93453789	+	1000	55.0	[]	[]	[7.083552]	[94]	[]	[93453572]
946_19954	chr9	128733358	128733758	+	1000	55.0	[10.555019]	[139]	[]	[]	[128733571]	[]
946_1996	chr1	93446945	93447345	+	1000	176.0	[]	[]	[7.6269035]	[148]	[]	[93447183]
946_19961	chr9	136673310	136673710	+	1000	55.0	[7.7934723]	[125]	[]	[]	[136673487]	[]
946_19969	chrX	48919931	48920331	+	1000	55.0	[]	[]	[8.174054]	[133]	[]	[48920162]
946_19976	chr1	8561040	8561440	+	1000	54.0	[]	[]	[9.93833]	[159]	[]	[8561283]
946_19978	chr1	11615092	11615492	+	1000	54.0	[8.065871]	[137]	[]	[]	[11615322]	[]
946_1998	chr10	64508106	64508506	+	1000	176.0	[12.699877, 12.699877, 8.567237]	[102, 126, 131]	[7.373495]	[144]	[64508297, 64508321, 64508326]	[64508339]
946_2	chr22	20025400	20025800	+	1000	1299.0	[12.699877]	[129]	[]	[]	[20025623]	[]
946_20	chr22	23223813	23224213	+	1000	962.0	[12.699877, 9.93833]	[88, 118]	[]	[]	[23223999, 23224029]	[]
946_200	chr21	34908415	34908815	+	1000	450.0	[]	[]	[9.93833]	[118]	[]	[34908618]
946_20007	chr1	43360633	43361033	+	1000	54.0	[]	[]	[7.5779095]	[148]	[]	[43360871]
946_2002	chr14	57009504	57009904	+	1000	176.0	[12.699877]	[82]	[9.93833]	[144]	[57009678]	[57009740]
946_2003	chr14	90573755	90574155	+	1000	176.0	[7.5779095]	[149]	[]	[]	[90573996]	[]
946_20031	chr1	116626909	116627309	+	646	54.0	[]	[]	[9.722767]	[107]	[]	[116627108]
946_20049	chr1	182206674	182207074	+	1000	54.0	[9.93833]	[120]	[]	[]	[182206878]	[]
946_2005	chr16	87721596	87721996	+	1000	176.0	[9.722767]	[120]	[]	[]	[87721798]	[]
946_20050	chr1	182382038	182382438	+	1000	54.0	[]	[]	[12.699877]	[167]	[]	[182382287]
946_20054	chr1	200708701	200709101	+	1000	54.0	[]	[]	[8.174054]	[146]	[]	[200708916]
946_20060	chr1	204434347	204434747	+	1000	54.0	[]	[]	[9.93833]	[176]	[]	[204434590]
946_20069	chr1	223264529	223264929	+	1000	54.0	[]	[]	[7.169444]	[78]	[]	[223264689]
946_20071	chr1	230977804	230978204	+	1000	54.0	[]	[]	[12.699877]	[181]	[]	[230978006]
946_20079	chr10	11115315	11115715	+	1000	54.0	[8.174054]	[79]	[8.174054]	[100]	[11115492]	[11115513]
946_20080	chr10	11450417	11450817	+	1000	54.0	[]	[]	[12.699877, 7.7934723]	[140, 183]	[]	[11450612, 11450655]
946_20086	chr10	45726612	45727012	+	1000	54.0	[12.699877]	[99]	[]	[]	[45726807]	[]
946_20088	chr10	47311542	47311942	+	1000	54.0	[10.555019]	[110]	[]	[]	[47311742]	[]
946_2009	chr19	12886164	12886564	+	1000	176.0	[]	[]	[12.699877]	[115]	[]	[12886361]
946_20102	chr10	84258032	84258432	+	1000	54.0	[]	[]	[9.93833]	[133]	[]	[84258261]
946_20106	chr10	104332392	104332792	+	982	54.0	[]	[]	[10.555019, 7.083552]	[153, 184]	[]	[104332607, 104332638]
946_20107	chr10	119538567	119538967	+	1000	54.0	[10.555019]	[90]	[]	[]	[119538743]	[]
946_20113	chr11	12764205	12764605	+	1000	54.0	[10.555019]	[127]	[]	[]	[12764409]	[]
946_20118	chr11	44219814	44220214	+	1000	54.0	[12.699877]	[116]	[8.065871]	[89]	[44220022]	[44219995]
946_20133	chr11	65502945	65503345	+	1000	54.0	[7.5779095]	[96]	[12.699877]	[155]	[65503131]	[65503190]
946_20135	chr11	72041340	72041740	+	1000	54.0	[]	[]	[7.242745]	[121]	[]	[72041561]
946_20142	chr11	130002501	130002901	+	1000	54.0	[12.699877]	[99]	[]	[]	[130002688]	[]
946_20146	chr12	26696560	26696960	+	1000	54.0	[]	[]	[12.699877]	[121]	[]	[26696753]
946_20149	chr12	46661049	46661449	+	1000	54.0	[12.699877]	[154]	[]	[]	[46661283]	[]
946_2015	chr4	143513321	143513721	+	1000	176.0	[9.722767]	[101]	[]	[]	[143513519]	[]
946_20153	chr12	54259525	54259925	+	1000	54.0	[7.083552]	[147]	[]	[]	[54259708]	[]
946_20158	chr12	56336818	56337218	+	1000	54.0	[12.699877]	[126]	[]	[]	[56337018]	[]
946_20164	chr12	93247478	93247878	+	1000	54.0	[12.699877]	[148]	[]	[]	[93247702]	[]
946_20168	chr12	107131714	107132114	+	1000	54.0	[9.93833, 7.7934723]	[150, 172]	[8.065871]	[112]	[107131934, 107131956]	[107131896]
946_2017	chr5	124655936	124656336	+	1000	176.0	[9.93833]	[140]	[]	[]	[124656154]	[]
946_20170	chr12	112130636	112131036	+	1000	54.0	[12.699877]	[86]	[]	[]	[112130801]	[]
946_20177	chr13	32261498	32261898	+	1000	54.0	[]	[]	[8.567237]	[107]	[]	[32261672]
946_20178	chr13	40672290	40672690	+	1000	54.0	[]	[]	[7.7934723, 7.242745]	[122, 182]	[]	[40672459, 40672519]
946_20182	chr13	91136866	91137266	+	1000	54.0	[7.6269035]	[127]	[7.000952]	[186]	[91137031]	[91137090]
946_20190	chr13	91722138	91722538	+	1000	54.0	[8.174054]	[151]	[]	[]	[91722360]	[]
946_202	chr2	6893853	6894253	+	1000	449.0	[]	[]	[7.6269035]	[105]	[]	[6894058]
946_2022	chr8	23527729	23528129	+	1000	176.0	[8.174054]	[129]	[12.699877]	[170]	[23527933]	[23527974]
946_20226	chr15	43824492	43824892	+	1000	54.0	[]	[]	[9.93833]	[126]	[]	[43824715]
946_20233	chr15	64459369	64459769	+	1000	54.0	[9.93833]	[94]	[8.567237]	[146]	[64459559]	[64459611]
946_2024	chr8	142934431	142934831	+	1000	176.0	[]	[]	[7.5779095]	[103]	[]	[142934626]
946_20254	chr16	31094192	31094592	+	1000	54.0	[7.373495]	[180]	[]	[]	[31094386]	[]
946_20258	chr16	57846446	57846846	+	1000	54.0	[]	[]	[8.065871]	[116]	[]	[57846654]
946_20259	chr16	67781540	67781940	+	1000	54.0	[7.6269035]	[142]	[7.169444]	[119]	[67781765]	[67781742]
946_20260	chr16	69465225	69465625	+	1000	54.0	[9.93833]	[139]	[9.722767]	[114]	[69465460]	[69465435]
946_20270	chr16	78428197	78428597	+	1000	54.0	[]	[]	[12.699877]	[72]	[]	[78428350]
946_20271	chr16	78993285	78993685	+	1000	54.0	[]	[]	[8.567237, 7.083552, 7.7934723]	[69, 90, 112]	[]	[78993444, 78993465, 78993487]
946_20284	chr17	15236181	15236581	+	1000	54.0	[]	[]	[9.387603]	[212]	[]	[15236420]
946_20285	chr17	20189963	20190363	+	1000	54.0	[9.722767]	[150]	[7.5779095]	[90]	[20190205]	[20190145]
946_2029	chr11	65806975	65807375	+	1000	175.0	[]	[]	[9.387603]	[109]	[]	[65807174]
946_20294	chr17	39547795	39548195	+	1000	54.0	[12.699877, 9.722767]	[120, 147]	[]	[]	[39548008, 39548035]	[]
946_20296	chr17	44708507	44708907	+	1000	54.0	[]	[]	[9.722767]	[147]	[]	[44708717]
946_2030	chr12	116385814	116386214	+	1000	175.0	[8.567237]	[157]	[8.250492]	[119]	[116386055]	[116386017]
946_20300	chr17	55662219	55662619	+	1000	54.0	[]	[]	[7.7934723]	[119]	[]	[55662409]
946_20303	chr17	62423727	62424127	+	1000	54.0	[]	[]	[8.250492]	[165]	[]	[62423944]
946_20307	chr17	74235072	74235472	+	1000	54.0	[9.93833]	[150]	[]	[]	[74235313]	[]
946_2031	chr12	132494237	132494637	+	1000	175.0	[12.699877]	[79]	[7.6269035]	[133]	[132494402]	[132494456]
946_20310	chr17	78130167	78130567	+	1000	54.0	[]	[]	[9.93833]	[134]	[]	[78130338]
946_20317	chr18	8998939	8999339	+	1000	54.0	[8.250492]	[88]	[]	[]	[8999117]	[]
946_20327	chr19	4968414	4968814	+	1000	54.0	[]	[]	[7.5779095]	[170]	[]	[4968646]
946_20330	chr19	11421581	11421981	+	1000	54.0	[9.722767]	[114]	[]	[]	[11421785]	[]
946_20333	chr19	18318174	18318574	+	1000	54.0	[]	[]	[12.699877]	[129]	[]	[18318400]
946_20344	chr19	48821616	48822016	+	1000	54.0	[]	[]	[7.242745]	[198]	[]	[48821856]
946_20358	chr2	9232880	9233280	+	923	54.0	[]	[]	[7.169444]	[183]	[]	[9233107]
946_20361	chr2	26785371	26785771	+	1000	54.0	[]	[]	[7.169444]	[137]	[]	[26785580]
946_20362	chr2	37718760	37719160	+	1000	54.0	[]	[]	[12.699877]	[188]	[]	[37718988]
946_20377	chr2	96353055	96353455	+	1000	54.0	[8.065871]	[158]	[]	[]	[96353271]	[]
946_2038	chr2	195513192	195513592	+	1000	175.0	[]	[]	[12.699877, 7.7934723]	[74, 155]	[]	[195513362, 195513443]
946_20385	chr2	152166547	152166947	+	1000	54.0	[]	[]	[9.387603]	[154]	[]	[152166795]
946_20392	chr2	191846153	191846553	+	1000	54.0	[]	[]	[10.555019]	[149]	[]	[191846395]
946_20393	chr2	195562272	195562672	+	1000	54.0	[7.242745]	[82]	[]	[]	[195562451]	[]
946_20399	chr20	5549067	5549467	+	1000	54.0	[]	[]	[10.555019]	[224]	[]	[5549307]
946_20404	chr20	33423245	33423645	+	1000	54.0	[]	[]	[7.6269035]	[158]	[]	[33423450]
946_20413	chr20	49706549	49706949	+	1000	54.0	[9.387603]	[133]	[]	[]	[49706737]	[]
946_2043	chr7	131586245	131586645	+	1000	175.0	[8.567237]	[104]	[9.93833, 9.722767]	[61, 92]	[131586444]	[131586401, 131586432]
946_2045	chr8	95228810	95229210	+	1000	175.0	[]	[]	[12.699877, 7.6269035]	[145, 158]	[]	[95229028, 95229041]
946_20482	chr22	41048699	41049099	+	1000	54.0	[]	[]	[12.699877]	[118]	[]	[41048861]
946_20484	chr22	45549064	45549464	+	1000	54.0	[]	[]	[7.5779095]	[102]	[]	[45549256]
946_20490	chr3	9404666	9405066	+	1000	54.0	[8.065871]	[99]	[7.5779095]	[72]	[9404845]	[9404818]
946_205	chr16	70428176	70428576	+	1000	446.0	[10.555019]	[162]	[]	[]	[70428408]	[]
946_20506	chr3	45453928	45454328	+	1000	54.0	[]	[]	[7.6269035, 7.7934723]	[207, 219]	[]	[45454147, 45454159]
946_20512	chr3	71579796	71580196	+	1000	54.0	[]	[]	[8.065871]	[103]	[]	[71579983]
946_20518	chr3	151819917	151820317	+	734	54.0	[]	[]	[9.93833]	[143]	[]	[151820155]
946_20520	chr3	152436744	152437144	+	1000	54.0	[12.699877]	[162]	[]	[]	[152436984]	[]
946_20525	chr3	195259212	195259612	+	1000	54.0	[]	[]	[12.699877]	[170]	[]	[195259449]
946_2053	chr1	108016433	108016833	+	1000	174.0	[]	[]	[12.699877]	[113]	[]	[108016642]
946_20537	chr4	107989778	107990178	+	1000	54.0	[]	[]	[9.387603]	[126]	[]	[107990003]
946_20541	chr4	173275146	173275546	+	1000	54.0	[]	[]	[12.699877, 7.5779095]	[132, 152]	[]	[173275370, 173275390]
946_20545	chr5	16465441	16465841	+	1000	54.0	[]	[]	[7.373495]	[164]	[]	[16465677]
946_2059	chr11	96082422	96082822	+	1000	174.0	[]	[]	[9.722767]	[162]	[]	[96082650]
946_20616	chr6	142940370	142940770	+	1000	54.0	[10.555019]	[167]	[]	[]	[142940604]	[]
946_2062	chr19	5090962	5091362	+	1000	174.0	[]	[]	[8.065871, 12.699877]	[81, 138]	[]	[5091135, 5091192]
946_20623	chr6	159979035	159979435	+	1000	54.0	[9.722767]	[76]	[]	[]	[159979210]	[]
946_20632	chr7	22394036	22394436	+	1000	54.0	[]	[]	[7.7934723]	[90]	[]	[22394195]
946_20635	chr7	32496134	32496534	+	1000	54.0	[9.93833]	[152]	[]	[]	[32496294]	[]
946_2064	chr2	10369820	10370220	+	1000	174.0	[12.699877]	[86]	[]	[]	[10370000]	[]
946_2065	chr20	3930771	3931171	+	1000	174.0	[12.699877]	[99]	[]	[]	[3930965]	[]
946_20658	chr7	123557949	123558349	+	1000	54.0	[]	[]	[7.5779095]	[172]	[]	[123558195]
946_20664	chr7	135723619	135724019	+	1000	54.0	[]	[]	[9.93833]	[157]	[]	[135723865]
946_2067	chr3	158789580	158789980	+	1000	174.0	[9.93833]	[68]	[10.555019, 7.373495]	[146, 157]	[158789740]	[158789818, 158789829]
946_20677	chr7	158819782	158820182	+	1000	54.0	[7.5779095]	[79]	[]	[]	[158819938]	[]
946_20685	chr8	41438969	41439369	+	1000	54.0	[]	[]	[9.722767]	[135]	[]	[41439178]
946_20694	chr8	96524150	96524550	+	1000	54.0	[7.242745]	[77]	[]	[]	[96524312]	[]
946_20698	chr8	104587859	104588259	+	1000	54.0	[9.722767]	[153]	[]	[]	[104588066]	[]
946_20717	chr9	93171280	93171680	+	1000	54.0	[]	[]	[9.387603, 12.699877]	[117, 154]	[]	[93171484, 93171521]
946_20718	chr9	93668501	93668901	+	1000	54.0	[]	[]	[7.5779095]	[130]	[]	[93668728]
946_2073	chr1	21687141	21687541	+	1000	173.0	[]	[]	[9.722767]	[114]	[]	[21687355]
946_20731	chr9	128197239	128197639	+	1000	54.0	[10.555019]	[186]	[7.000952]	[171]	[128197468]	[128197453]
946_20740	chrX	11341396	11341796	+	1000	54.0	[]	[]	[7.242745]	[131]	[]	[11341616]
946_20745	chrX	120251451	120251851	+	1000	54.0	[9.93833]	[131]	[]	[]	[120251656]	[]
946_20752	chr1	9686984	9687384	+	1000	53.0	[]	[]	[9.93833]	[101]	[]	[9687176]
946_20754	chr1	10339730	10340130	+	1000	53.0	[]	[]	[10.555019]	[105]	[]	[10339930]
946_20761	chr1	19917794	19918194	+	1000	53.0	[8.065871]	[66]	[]	[]	[19917955]	[]
946_2077	chr1	204516022	204516422	+	1000	173.0	[9.387603]	[110]	[]	[]	[204516213]	[]
946_2078	chr1	244299276	244299676	+	1000	173.0	[9.93833]	[112]	[]	[]	[244299481]	[]
946_20788	chr1	38569937	38570337	+	1000	53.0	[8.065871, 8.065871]	[106, 133]	[]	[]	[38570114, 38570141]	[]
946_2079	chr11	5151735	5152135	+	1000	173.0	[7.6269035]	[141]	[]	[]	[5151930]	[]
946_208	chr22	30216699	30217099	+	1000	444.0	[7.7934723]	[61]	[12.699877]	[150]	[30216856]	[30216945]
946_20809	chr1	65469207	65469607	+	1000	53.0	[7.5779095]	[123]	[12.699877]	[153]	[65469426]	[65469456]
946_20812	chr1	108699248	108699648	+	1000	53.0	[]	[]	[10.555019]	[183]	[]	[108699489]
946_20816	chr1	109931137	109931537	+	1000	53.0	[]	[]	[8.567237]	[145]	[]	[109931315]
946_20818	chr1	112707263	112707663	+	1000	53.0	[]	[]	[7.083552]	[134]	[]	[112707431]
946_20819	chr1	113391208	113391608	+	1000	53.0	[7.169444]	[88]	[]	[]	[113391364]	[]
946_20823	chr1	145879794	145880194	+	1000	53.0	[8.174054]	[104]	[]	[]	[145879993]	[]
946_20824	chr1	151056521	151056921	+	1000	53.0	[9.93833, 8.174054]	[83, 149]	[]	[]	[151056690, 151056756]	[]
946_20825	chr1	152024176	152024576	+	1000	53.0	[7.242745]	[138]	[8.065871]	[107]	[152024409]	[152024378]
946_20835	chr1	174964934	174965334	+	1000	53.0	[9.722767]	[105]	[]	[]	[174965132]	[]
946_20842	chr1	183996420	183996820	+	1000	53.0	[12.699877]	[141]	[]	[]	[183996649]	[]
946_20850	chr1	203328710	203329110	+	1000	53.0	[9.387603]	[168]	[]	[]	[203328920]	[]
946_20851	chr1	203625506	203625906	+	1000	53.0	[]	[]	[8.174054]	[231]	[]	[203625738]
946_20854	chr1	206955498	206955898	+	1000	53.0	[12.699877, 8.065871]	[130, 168]	[]	[]	[206955660, 206955698]	[]
946_20856	chr1	208044754	208045154	+	1000	53.0	[]	[]	[8.174054]	[122]	[]	[208044954]
946_20860	chr1	219876668	219877068	+	1000	53.0	[]	[]	[12.699877]	[128]	[]	[219876883]
946_20874	chr10	17029454	17029854	+	1000	53.0	[12.699877]	[143]	[]	[]	[17029629]	[]
946_20877	chr10	22672506	22672906	+	1000	53.0	[]	[]	[7.5779095]	[159]	[]	[22672748]
946_20881	chr10	30752629	30753029	+	1000	53.0	[10.555019, 10.555019]	[53, 75]	[]	[]	[30752780, 30752802]	[]
946_20890	chr10	62244927	62245327	+	1000	53.0	[9.387603]	[96]	[]	[]	[62245080]	[]
946_20894	chr10	71534588	71534988	+	1000	53.0	[]	[]	[8.174054]	[97]	[]	[71534772]
946_2090	chr22	22111285	22111685	+	1000	173.0	[10.555019]	[71]	[]	[]	[22111454]	[]
946_20902	chr10	101588927	101589327	+	1000	53.0	[]	[]	[9.722767]	[108]	[]	[101589134]
946_20909	chr11	4146788	4147188	+	1000	53.0	[]	[]	[9.93833]	[138]	[]	[4146968]
946_2091	chr3	139339296	139339696	+	1000	173.0	[]	[]	[9.93833, 7.5779095]	[117, 125]	[]	[139339505, 139339513]
946_20913	chr11	31782217	31782617	+	1000	53.0	[12.699877]	[130]	[]	[]	[31782432]	[]
946_20914	chr11	32466473	32466873	+	1000	53.0	[12.699877]	[177]	[]	[]	[32466680]	[]
946_20916	chr11	35082537	35082937	+	1000	53.0	[]	[]	[7.6269035]	[139]	[]	[35082706]
946_20917	chr11	36409099	36409499	+	1000	53.0	[9.722767]	[119]	[]	[]	[36409314]	[]
946_20927	chr11	69450597	69450997	+	1000	53.0	[]	[]	[12.699877]	[148]	[]	[69450822]
946_2093	chr6	26204518	26204918	+	1000	173.0	[]	[]	[9.722767]	[115]	[]	[26204716]
946_20935	chr11	86706228	86706628	+	1000	53.0	[]	[]	[7.7934723]	[120]	[]	[86706445]
946_20937	chr11	96319846	96320246	+	570	53.0	[]	[]	[12.699877]	[155]	[]	[96320073]
946_20947	chr12	14843357	14843757	+	1000	53.0	[9.387603]	[79]	[10.555019]	[110]	[14843527]	[14843558]
946_20977	chr13	23570033	23570433	+	1000	53.0	[]	[]	[9.722767]	[133]	[]	[23570221]
946_2098	chr8	102392660	102393060	+	1000	173.0	[]	[]	[12.699877]	[138]	[]	[102392897]
946_20980	chr13	44436450	44436850	+	1000	53.0	[]	[]	[9.93833]	[170]	[]	[44436693]
946_20981	chr13	76029051	76029451	+	1000	53.0	[]	[]	[9.93833]	[103]	[]	[76029250]
946_20994	chr13	94664860	94665260	+	1000	53.0	[10.555019]	[149]	[12.699877]	[97]	[94665080]	[94665028]
946_21008	chr14	90796375	90796775	+	1000	53.0	[]	[]	[8.567237]	[131]	[]	[90796584]
946_2101	chr1	30184542	30184942	+	1000	172.0	[12.699877]	[91]	[]	[]	[30184728]	[]
946_21011	chr15	29821315	29821715	+	1000	53.0	[8.250492]	[91]	[]	[]	[29821498]	[]
946_21028	chr15	77729459	77729859	+	1000	53.0	[]	[]	[8.174054]	[122]	[]	[77729674]
946_21037	chr16	12002576	12002976	+	1000	53.0	[]	[]	[12.699877]	[176]	[]	[12002774]
946_21040	chr16	19639971	19640371	+	1000	53.0	[]	[]	[7.7934723]	[93]	[]	[19640158]
946_2106	chr12	101696743	101697143	+	1000	172.0	[]	[]	[12.699877]	[106]	[]	[101696935]
946_21063	chr17	31340274	31340674	+	1000	53.0	[8.174054]	[119]	[]	[]	[31340488]	[]
946_21064	chr17	32150328	32150728	+	1000	53.0	[10.555019]	[92]	[7.6269035]	[121]	[32150511]	[32150540]
946_21065	chr17	41689504	41689904	+	1000	53.0	[7.6269035]	[167]	[]	[]	[41689735]	[]
946_21071	chr17	50884436	50884836	+	1000	53.0	[]	[]	[12.699877]	[147]	[]	[50884664]
946_21074	chr17	66364911	66365311	+	1000	53.0	[9.93833]	[95]	[]	[]	[66365104]	[]
946_2111	chr22	21865019	21865419	+	1000	172.0	[10.555019, 10.555019]	[90, 109]	[12.699877]	[179]	[21865178, 21865197]	[21865267]
946_21110	chr19	46041137	46041537	+	1000	53.0	[7.083552, 12.699877]	[87, 98]	[]	[]	[46041300, 46041311]	[]
946_21115	chr19	50823302	50823702	+	1000	53.0	[]	[]	[12.699877]	[162]	[]	[50823551]
946_21122	chr2	11753467	11753867	+	1000	53.0	[10.555019]	[124]	[]	[]	[11753683]	[]
946_21125	chr2	26191679	26192079	+	1000	53.0	[]	[]	[9.387603, 7.242745]	[91, 139]	[]	[26191864, 26191912]
946_21127	chr2	26938425	26938825	+	1000	53.0	[]	[]	[10.555019]	[119]	[]	[26938597]
946_21135	chr2	62505089	62505489	+	1000	53.0	[7.5779095]	[117]	[]	[]	[62505288]	[]
946_21138	chr2	69437337	69437737	+	1000	53.0	[]	[]	[8.567237]	[163]	[]	[69437549]
946_2114	chr3	48294604	48295004	+	1000	172.0	[]	[]	[12.699877]	[115]	[]	[48294814]
946_21140	chr2	73779831	73780231	+	1000	53.0	[]	[]	[8.567237]	[127]	[]	[73780045]
946_2115	chr3	173007157	173007557	+	1000	172.0	[]	[]	[10.555019]	[100]	[]	[173007351]
946_21157	chr2	168803236	168803636	+	1000	53.0	[]	[]	[7.5779095, 9.93833]	[163, 187]	[]	[168803461, 168803485]
946_21159	chr2	170462638	170463038	+	1000	53.0	[7.6269035]	[134]	[]	[]	[170462864]	[]
946_21164	chr2	190618050	190618450	+	1000	53.0	[12.699877]	[129]	[]	[]	[190618247]	[]
946_21171	chr20	3084939	3085339	+	1000	53.0	[]	[]	[12.699877]	[165]	[]	[3085180]
946_21179	chr20	35166362	35166762	+	1000	53.0	[12.699877]	[97]	[]	[]	[35166557]	[]
946_2118	chr5	172144349	172144749	+	1000	172.0	[8.174054]	[60]	[]	[]	[172144501]	[]
946_21182	chr20	38091396	38091796	+	1000	53.0	[]	[]	[9.93833]	[141]	[]	[38091590]
