#PeakID(python identify_motif.py ./ENCODE_processed_files/CREB1_idr.fa CREB1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
789_16909	chr4	2936073	2936473	+	761	44.0	[9.501078]	[162]	[6.7580795]	[174]	[2936239]	[2936251]
789_16917	chr4	128601348	128601748	+	1000	44.0	[7.435873]	[90]	[]	[]	[128601531]	[]
789_16919	chr4	182865512	182865912	+	1000	44.0	[14.340561]	[56]	[7.304901, 11.507445]	[56, 59]	[182865667]	[182865667, 182865670]
789_1692	chrX	154490593	154490993	+	1000	217.0	[7.3216233]	[87]	[7.573706]	[87]	[154490775]	[154490775]
789_16937	chr5	176396287	176396687	+	1000	44.0	[9.253607]	[114]	[9.253607]	[114]	[176396489]	[176396489]
789_16955	chr6	39226059	39226459	+	1000	44.0	[7.2336946]	[129]	[]	[]	[39226283]	[]
789_16958	chr6	52301299	52301699	+	645	44.0	[]	[]	[6.730626]	[165]	[]	[52301542]
789_1696	chr14	49586342	49586742	+	1000	216.0	[12.391855]	[88]	[12.391855]	[88]	[49586529]	[49586529]
789_16982	chr7	23426868	23427268	+	1000	44.0	[]	[]	[9.726789]	[67]	[]	[23427026]
789_16984	chr7	45088792	45089192	+	1000	44.0	[12.391855]	[134]	[12.391855]	[134]	[45089011]	[45089011]
789_16988	chr7	75791454	75791854	+	902	44.0	[11.325602]	[97]	[7.587105]	[97]	[75791635]	[75791635]
789_1699	chr18	1508832	1509232	+	1000	216.0	[7.8243337]	[87]	[7.778084]	[87]	[1509018]	[1509018]
789_170	chr16	67562140	67562540	+	1000	593.0	[7.302018]	[124]	[7.6658115]	[124]	[67562361]	[67562361]
789_17002	chr7	100642447	100642847	+	1000	44.0	[]	[]	[6.7814016]	[166]	[]	[100642646]
789_17018	chr7	138400492	138400892	+	1000	44.0	[9.250724]	[112]	[]	[]	[138400668]	[]
789_17021	chr7	150400015	150400415	+	1000	44.0	[]	[]	[6.599558]	[180]	[]	[150400229]
789_17029	chr8	65853533	65853933	+	1000	44.0	[7.6658115]	[83]	[7.302018]	[83]	[65853694]	[65853694]
789_17037	chr8	141026715	141027115	+	1000	44.0	[9.233536]	[148]	[]	[]	[141026962]	[]
789_17039	chr8	143500596	143500996	+	1000	44.0	[7.8243337]	[122]	[7.778084]	[122]	[143500802]	[143500802]
789_17049	chr9	98375217	98375617	+	1000	44.0	[6.6892962]	[124]	[9.522412]	[127]	[98375417]	[98375420]
789_17058	chr9	124438168	124438568	+	1000	44.0	[12.391855]	[112]	[12.391855]	[112]	[124438370]	[124438370]
789_17064	chr9	130760006	130760406	+	1000	44.0	[9.015383]	[126]	[]	[]	[130760226]	[]
789_17065	chr9	130763448	130763848	+	1000	44.0	[]	[]	[8.492485, 6.6389275]	[193, 206]	[]	[130763685, 130763698]
789_17066	chr9	130815387	130815787	+	1000	44.0	[9.501078]	[113]	[6.6892962]	[95]	[130815576]	[130815558]
789_17081	chrX	48153769	48154169	+	1000	44.0	[14.340561]	[105]	[7.304901, 6.7814016]	[105, 108]	[48153954]	[48153954, 48153957]
789_17092	chrX	155612398	155612798	+	1000	44.0	[9.55874]	[115]	[7.7968802]	[115]	[155612594]	[155612594]
789_17097	chr1	5111590	5111990	+	778	43.0	[12.391855, 14.340561, 9.250724, 14.340561, 14.340561]	[58, 79, 103, 124, 148]	[12.391855, 7.304901, 7.304901, 7.304901]	[58, 79, 124, 148]	[5111744, 5111765, 5111789, 5111810, 5111834]	[5111744, 5111765, 5111810, 5111834]
789_17098	chr1	6235179	6235579	+	1000	43.0	[11.325602]	[96]	[7.587105, 6.7580795]	[96, 154]	[6235355]	[6235355, 6235413]
789_17099	chr1	8869602	8870002	+	1000	43.0	[7.587105]	[150]	[11.325602]	[150]	[8869787]	[8869787]
789_17105	chr1	13808581	13808981	+	1000	43.0	[]	[]	[9.233536]	[107]	[]	[13808775]
789_17109	chr1	21866337	21866737	+	1000	43.0	[]	[]	[9.614517]	[145]	[]	[21866561]
789_1711	chr1	27542478	27542878	+	1000	215.0	[]	[]	[9.77304]	[66]	[]	[27542637]
789_17113	chr1	26862671	26863071	+	1000	43.0	[9.250724]	[111]	[]	[]	[26862882]	[]
789_17115	chr1	31964085	31964485	+	1000	43.0	[6.730626]	[124]	[]	[]	[31964283]	[]
789_17121	chr1	40698998	40699398	+	1000	43.0	[9.55974, 9.77304]	[119, 146]	[]	[]	[40699216, 40699243]	[]
789_17128	chr1	64268650	64269050	+	1000	43.0	[12.391855]	[100]	[12.391855]	[100]	[64268850]	[64268850]
789_17130	chr1	65277605	65278005	+	707	43.0	[]	[]	[7.435873]	[162]	[]	[65277792]
789_17138	chr1	159817607	159818007	+	1000	43.0	[7.435873]	[71]	[6.6461034]	[112]	[159817770]	[159817811]
789_17149	chr1	212477112	212477512	+	1000	43.0	[]	[]	[9.479219]	[61]	[]	[212477270]
789_17159	chr1	234544106	234544506	+	1000	43.0	[7.5233374]	[56]	[7.2848296]	[56]	[234544262]	[234544262]
789_17177	chr10	87660700	87661100	+	1000	43.0	[6.730626]	[118]	[]	[]	[87660904]	[]
789_17189	chr11	17267574	17267974	+	1000	43.0	[14.340561, 6.726624]	[73, 161]	[7.304901]	[73]	[17267734, 17267822]	[17267734]
789_172	chr2	169584141	169584541	+	1000	592.0	[6.6389275]	[80]	[]	[]	[169584319]	[]
789_17210	chr11	88484800	88485200	+	1000	43.0	[9.614517, 11.507445]	[134, 152]	[]	[]	[88485012, 88485030]	[]
789_17212	chr11	96361747	96362147	+	541	43.0	[6.6892962]	[115]	[6.7580795]	[168]	[96361927]	[96361980]
789_17216	chr11	126353261	126353661	+	1000	43.0	[6.6892962]	[77]	[]	[]	[126353422]	[]
789_17226	chr12	56521597	56521997	+	1000	43.0	[8.320283]	[120]	[8.105255]	[120]	[56521806]	[56521806]
789_17229	chr12	71689217	71689617	+	1000	43.0	[7.5523715]	[198]	[9.501078, 10.066811]	[124, 198]	[71689466]	[71689392, 71689466]
789_17236	chr12	111838398	111838798	+	1000	43.0	[]	[]	[9.522412]	[122]	[]	[111838617]
789_17251	chr14	19372705	19373105	+	926	43.0	[9.015383]	[181]	[]	[]	[19372934]	[]
789_17259	chr14	65940061	65940461	+	1000	43.0	[7.304901]	[133]	[14.340561]	[133]	[65940280]	[65940280]
789_17272	chr15	63395644	63396044	+	968	43.0	[7.0390015, 6.7580795]	[154, 183]	[6.730626]	[198]	[63395843, 63395872]	[63395887]
789_17274	chr15	75163246	75163646	+	1000	43.0	[]	[]	[6.730626]	[146]	[]	[75163477]
789_17276	chr15	84839182	84839582	+	1000	43.0	[11.325602, 7.5523715]	[114, 150]	[7.587105, 6.726624, 10.066811]	[114, 142, 150]	[84839366, 84839402]	[84839366, 84839394, 84839402]
789_17278	chr15	95559908	95560308	+	789	43.0	[]	[]	[7.435873]	[160]	[]	[95560102]
789_17290	chr16	66598094	66598494	+	1000	43.0	[6.7814016, 7.304901]	[132, 135]	[14.340561]	[135]	[66598321, 66598324]	[66598324]
789_17299	chr16	85441089	85441489	+	1000	43.0	[9.522412]	[94]	[]	[]	[85441241]	[]
789_173	chr11	77474192	77474592	+	1000	591.0	[8.105255, 7.302018, 12.391855]	[63, 79, 115]	[8.320283, 7.6658115, 12.391855]	[63, 79, 115]	[77474350, 77474366, 77474402]	[77474350, 77474366, 77474402]
789_1731	chr20	23132452	23132852	+	1000	214.0	[7.2540293, 7.2540293]	[85, 134]	[6.6892962]	[71]	[23132636, 23132685]	[23132622]
789_17315	chr17	45146785	45147185	+	1000	43.0	[11.325602]	[62]	[7.587105]	[62]	[45146945]	[45146945]
789_17317	chr17	47821637	47822037	+	1000	43.0	[9.522412]	[107]	[]	[]	[47821800]	[]
789_17322	chr17	57363141	57363541	+	1000	43.0	[7.2208457, 7.304901, 7.0390015]	[97, 100, 125]	[14.340561]	[100]	[57363325, 57363328, 57363353]	[57363328]
789_17328	chr17	74295818	74296218	+	1000	43.0	[11.325602]	[82]	[7.587105]	[82]	[74295997]	[74295997]
789_17329	chr17	75368368	75368768	+	1000	43.0	[]	[]	[9.535811]	[195]	[]	[75368596]
789_17333	chr17	78737324	78737724	+	848	43.0	[11.325602]	[151]	[7.587105]	[151]	[78737563]	[78737563]
789_17338	chr18	2627829	2628229	+	1000	43.0	[6.6461034]	[84]	[9.501078, 6.6461034]	[74, 112]	[2627991]	[2627981, 2628019]
789_17346	chr19	2977792	2978192	+	1000	43.0	[8.492485]	[182]	[]	[]	[2978041]	[]
789_17347	chr19	4180116	4180516	+	1000	43.0	[6.7118297]	[146]	[6.702695]	[118]	[4180348]	[4180320]
789_17353	chr19	13818038	13818438	+	1000	43.0	[9.55974]	[177]	[]	[]	[13818249]	[]
789_17363	chr19	40864632	40865032	+	835	43.0	[10.268989]	[84]	[]	[]	[40864807]	[]
789_17377	chr2	28449774	28450174	+	946	43.0	[11.507445]	[156]	[6.599558]	[133]	[28450022]	[28449999]
789_17379	chr2	39494694	39495094	+	863	43.0	[14.340561]	[107]	[7.304901, 11.507445]	[107, 110]	[39494898]	[39494898, 39494901]
789_17382	chr2	68565825	68566225	+	1000	43.0	[]	[]	[9.535811]	[99]	[]	[68566010]
789_17388	chr2	74077598	74077998	+	1000	43.0	[6.730626]	[193]	[8.492485, 6.7118297]	[134, 198]	[74077823]	[74077764, 74077828]
789_1739	chr13	64075851	64076251	+	1000	213.0	[7.6658115]	[100]	[7.302018, 9.233536]	[100, 138]	[64076047]	[64076047, 64076085]
789_17391	chr2	112272679	112273079	+	946	43.0	[10.066811]	[97]	[7.5523715]	[97]	[112272874]	[112272874]
789_1740	chr14	20343419	20343819	+	1000	213.0	[12.391855]	[104]	[12.391855]	[104]	[20343621]	[20343621]
789_17403	chr2	240728851	240729251	+	1000	43.0	[]	[]	[11.507445]	[157]	[]	[240729076]
789_17404	chr2	241732524	241732924	+	1000	43.0	[7.6658115]	[130]	[7.302018]	[130]	[241732740]	[241732740]
789_17408	chr20	23025514	23025914	+	1000	43.0	[8.320283]	[79]	[8.105255]	[79]	[23025686]	[23025686]
789_17415	chr20	50980232	50980632	+	1000	43.0	[14.340561]	[118]	[7.304901, 6.7814016]	[118, 121]	[50980449]	[50980449, 50980452]
789_17426	chr21	37455426	37455826	+	1000	43.0	[6.6389275]	[172]	[]	[]	[37455638]	[]
789_17449	chr22	22033537	22033937	+	1000	43.0	[14.340561]	[118]	[7.304901, 11.507445]	[118, 121]	[22033730]	[22033730, 22033733]
789_17452	chr22	22615079	22615479	+	1000	43.0	[8.492485]	[74]	[]	[]	[22615238]	[]
789_17453	chr22	22929225	22929625	+	1000	43.0	[6.6461034]	[104]	[]	[]	[22929417]	[]
789_17459	chr22	38514552	38514952	+	1000	43.0	[12.391855]	[106]	[12.391855]	[106]	[38514753]	[38514753]
789_17463	chr22	50330828	50331228	+	1000	43.0	[]	[]	[6.6389275]	[116]	[]	[50331042]
789_17466	chr3	10173890	10174290	+	1000	43.0	[8.105255]	[94]	[8.320283]	[94]	[10174060]	[10174060]
789_17467	chr3	11770475	11770875	+	1000	43.0	[6.7814016]	[127]	[10.053962]	[130]	[11770629]	[11770632]
789_17469	chr3	21531934	21532334	+	1000	43.0	[14.340561]	[154]	[7.304901]	[154]	[21532148]	[21532148]
789_1747	chr5	171534099	171534499	+	1000	213.0	[6.939924, 7.6658115]	[62, 151]	[7.302018]	[151]	[171534254, 171534343]	[171534343]
789_17489	chr3	185024984	185025384	+	985	43.0	[14.340561]	[141]	[6.730626, 7.304901]	[85, 141]	[185025219]	[185025163, 185025219]
789_17493	chr3	196123158	196123558	+	1000	43.0	[7.587105]	[77]	[11.325602]	[77]	[196123335]	[196123335]
789_17506	chr4	128349792	128350192	+	1000	43.0	[8.320283]	[128]	[8.105255]	[128]	[128349991]	[128349991]
789_17523	chr5	134047673	134048073	+	1000	43.0	[7.2848296]	[120]	[7.5233374]	[120]	[134047880]	[134047880]
789_17524	chr5	134223870	134224270	+	1000	43.0	[8.105255]	[94]	[8.320283]	[94]	[134224057]	[134224057]
789_17526	chr5	138186187	138186587	+	1000	43.0	[11.507445]	[129]	[9.522412]	[132]	[138186410]	[138186413]
789_17531	chr5	149367477	149367877	+	872	43.0	[9.522412]	[144]	[]	[]	[149367676]	[]
789_17538	chr6	2962708	2963108	+	1000	43.0	[6.726624]	[115]	[]	[]	[2962895]	[]
789_17539	chr6	2993835	2994235	+	1000	43.0	[7.587105]	[138]	[11.325602]	[138]	[2994071]	[2994071]
789_1754	chr12	95637061	95637461	+	1000	212.0	[7.5305133]	[60]	[7.611034, 6.7814016]	[60, 91]	[95637221]	[95637221, 95637252]
789_17544	chr6	11968352	11968752	+	1000	43.0	[]	[]	[6.7814016]	[238]	[]	[11968602]
789_17548	chr6	17804177	17804577	+	1000	43.0	[6.726624]	[99]	[9.726789]	[126]	[17804375]	[17804402]
789_17550	chr6	31068853	31069253	+	1000	43.0	[7.435873]	[71]	[]	[]	[31069024]	[]
789_17566	chr6	135334147	135334547	+	1000	43.0	[7.2336946, 14.340561]	[108, 124]	[7.304901, 6.6892962]	[124, 127]	[135334352, 135334368]	[135334368, 135334371]
789_17569	chr6	144647377	144647777	+	1000	43.0	[7.573706]	[98]	[7.3216233]	[98]	[144647565]	[144647565]
789_17581	chr7	5549268	5549668	+	1000	43.0	[9.015383]	[103]	[]	[]	[5549448]	[]
789_1759	chr2	30284044	30284444	+	1000	212.0	[9.501078, 11.325602]	[78, 123]	[7.587105]	[123]	[30284212, 30284257]	[30284257]
789_17604	chr7	128904737	128905137	+	1000	43.0	[]	[]	[9.270329]	[132]	[]	[128904935]
789_17610	chr7	150978838	150979238	+	1000	43.0	[]	[]	[9.472043]	[169]	[]	[150979041]
789_17619	chr8	66113971	66114371	+	1000	43.0	[]	[]	[7.2336946]	[59]	[]	[66114124]
789_17620	chr8	72035097	72035497	+	987	43.0	[6.6461034]	[87]	[]	[]	[72035273]	[]
789_17633	chr8	144526869	144527269	+	1000	43.0	[7.3216233]	[203]	[7.573706]	[203]	[144527089]	[144527089]
789_17634	chr8	144785881	144786281	+	1000	43.0	[12.391855]	[129]	[12.391855]	[129]	[144786082]	[144786082]
789_17645	chr9	127445981	127446381	+	808	43.0	[]	[]	[7.2208457]	[180]	[]	[127446196]
789_17650	chr9	130859868	130860268	+	1000	43.0	[6.6461034, 6.939924]	[132, 146]	[]	[]	[130860096, 130860110]	[]
789_17654	chr9	131054743	131055143	+	1000	43.0	[]	[]	[6.6461034]	[152]	[]	[131054941]
789_1766	chr1	224930260	224930660	+	1000	211.0	[14.340561]	[92]	[7.304901]	[92]	[224930451]	[224930451]
789_17665	chrX	40100667	40101067	+	965	43.0	[8.320283]	[93]	[8.105255]	[93]	[40100854]	[40100854]
789_17670	chrX	65875595	65875995	+	1000	43.0	[11.325602]	[116]	[7.587105]	[116]	[65875802]	[65875802]
789_17672	chrX	121197499	121197899	+	973	43.0	[7.8243337]	[96]	[7.778084]	[96]	[121197672]	[121197672]
789_17697	chr1	32989272	32989672	+	904	42.0	[11.325602]	[139]	[7.587105]	[139]	[32989448]	[32989448]
789_17702	chr1	40849965	40850365	+	1000	42.0	[9.614517]	[106]	[]	[]	[40850160]	[]
789_17703	chr1	41109903	41110303	+	1000	42.0	[]	[]	[7.2540293, 6.599558]	[69, 107]	[]	[41110064, 41110102]
789_17704	chr1	53480682	53481082	+	1000	42.0	[]	[]	[6.726624]	[141]	[]	[53480918]
789_17705	chr1	54411681	54412081	+	978	42.0	[7.6658115]	[96]	[7.302018]	[96]	[54411845]	[54411845]
789_17706	chr1	58885309	58885709	+	1000	42.0	[]	[]	[6.9124703]	[124]	[]	[58885524]
789_17720	chr1	156257062	156257462	+	1000	42.0	[9.522412]	[148]	[]	[]	[156257296]	[]
789_17727	chr1	201503490	201503890	+	969	42.0	[7.6658115]	[105]	[7.302018]	[105]	[201503670]	[201503670]
789_17739	chr10	15440415	15440815	+	1000	42.0	[7.778084]	[98]	[7.8243337]	[98]	[15440611]	[15440611]
789_17743	chr10	44245476	44245876	+	891	42.0	[7.304901]	[101]	[14.340561]	[101]	[44245672]	[44245672]
789_17746	chr10	50310843	50311243	+	1000	42.0	[6.6892962]	[114]	[]	[]	[50311043]	[]
789_17751	chr10	73095348	73095748	+	1000	42.0	[7.435873]	[130]	[]	[]	[73095552]	[]
789_17757	chr10	102711622	102712022	+	1000	42.0	[11.325602]	[123]	[7.587105]	[123]	[102711829]	[102711829]
789_17762	chr11	765268	765668	+	586	42.0	[6.599558]	[91]	[]	[]	[765458]	[]
789_1777	chr11	111602212	111602612	+	1000	210.0	[7.144837]	[85]	[6.9573374]	[85]	[111602390]	[111602390]
789_17772	chr11	34570484	34570884	+	1000	42.0	[7.573706]	[151]	[6.893674, 7.3216233]	[79, 151]	[34570733]	[34570661, 34570733]
789_17777	chr11	59891667	59892067	+	937	42.0	[]	[]	[6.6892962]	[102]	[]	[59891868]
789_17782	chr11	64301510	64301910	+	1000	42.0	[6.9910398]	[84]	[7.0666766, 6.702695]	[84, 122]	[64301689]	[64301689, 64301727]
789_17787	chr11	69160579	69160979	+	1000	42.0	[]	[]	[6.6389275]	[102]	[]	[69160760]
789_17793	chr11	101049030	101049430	+	1000	42.0	[]	[]	[6.6892962]	[124]	[]	[101049249]
789_17794	chr11	102390678	102391078	+	1000	42.0	[9.614517]	[142]	[]	[]	[102390912]	[]
789_17796	chr11	113663574	113663974	+	996	42.0	[9.270329]	[174]	[9.270329]	[135]	[113663812]	[113663773]
789_1780	chr19	11535987	11536387	+	1000	210.0	[12.391855]	[92]	[12.391855]	[92]	[11536179]	[11536179]
789_17806	chr12	56496692	56497092	+	1000	42.0	[7.302018]	[103]	[7.6658115]	[103]	[56496894]	[56496894]
789_1781	chr19	35641472	35641872	+	1000	210.0	[12.391855]	[123]	[12.391855]	[123]	[35641685]	[35641685]
789_17812	chr12	93530431	93530831	+	1000	42.0	[9.253607, 14.340561]	[64, 118]	[9.253607, 6.726624, 7.304901]	[64, 67, 118]	[93530582, 93530636]	[93530582, 93530585, 93530636]
789_17814	chr12	101705865	101706265	+	570	42.0	[]	[]	[7.435873]	[53]	[]	[101706016]
789_17816	chr12	111686744	111687144	+	1000	42.0	[9.253607]	[115]	[9.253607, 8.492485]	[115, 123]	[111686955]	[111686955, 111686963]
789_17828	chr13	91647331	91647731	+	1000	42.0	[7.304901]	[86]	[14.340561]	[86]	[91647502]	[91647502]
789_17849	chr15	75108094	75108494	+	956	42.0	[7.2540293, 11.507445, 7.304901]	[115, 150, 153]	[14.340561]	[153]	[75108305, 75108340, 75108343]	[75108343]
789_1785	chr3	15378130	15378530	+	1000	210.0	[7.7968802]	[84]	[9.55874]	[84]	[15378309]	[15378309]
789_17859	chr16	1603243	1603643	+	1000	42.0	[14.340561, 6.6461034]	[131, 140]	[7.304901]	[131]	[1603442, 1603451]	[1603442]
789_1787	chr6	109382052	109382452	+	1000	210.0	[7.0666766]	[83]	[6.9910398]	[83]	[109382232]	[109382232]
789_17876	chr16	85563491	85563891	+	1000	42.0	[6.599558]	[217]	[]	[]	[85563733]	[]
789_17878	chr16	89026139	89026539	+	1000	42.0	[6.939924]	[174]	[]	[]	[89026380]	[]
789_17881	chr17	3969117	3969517	+	1000	42.0	[11.507445]	[95]	[]	[]	[3969301]	[]
789_17885	chr17	8436479	8436879	+	1000	42.0	[]	[]	[6.7814016]	[188]	[]	[8436705]
789_17892	chr17	39154350	39154750	+	1000	42.0	[]	[]	[6.6461034]	[190]	[]	[39154578]
789_17902	chr17	75191535	75191935	+	1000	42.0	[6.702695, 8.320283]	[106, 134]	[6.702695, 8.105255]	[104, 134]	[75191721, 75191749]	[75191719, 75191749]
789_17903	chr17	76094632	76095032	+	1000	42.0	[8.906043]	[104]	[]	[]	[76094808]	[]
789_17905	chr18	774093	774493	+	1000	42.0	[9.253607]	[177]	[9.253607]	[177]	[774287]	[774287]
789_17908	chr18	3621926	3622326	+	1000	42.0	[7.778084]	[169]	[7.8243337]	[169]	[3622162]	[3622162]
789_17918	chr19	3950771	3951171	+	1000	42.0	[6.599558]	[97]	[]	[]	[3950959]	[]
789_1792	chr11	73376128	73376528	+	1000	209.0	[7.144837]	[102]	[6.9573374]	[102]	[73376323]	[73376323]
789_17923	chr19	17225537	17225937	+	1000	42.0	[12.391855]	[176]	[12.391855]	[176]	[17225782]	[17225782]
789_17925	chr19	18441683	18442083	+	1000	42.0	[9.250724]	[219]	[6.893674, 9.726789]	[182, 206]	[18441920]	[18441883, 18441907]
789_17928	chr19	21625182	21625582	+	1000	42.0	[14.340561]	[168]	[7.304901, 7.2208457]	[168, 171]	[21625414]	[21625414, 21625417]
789_1793	chr16	87388482	87388882	+	1000	209.0	[]	[]	[10.268989, 10.268989]	[115, 157]	[]	[87388685, 87388727]
789_17935	chr19	42283150	42283550	+	1000	42.0	[9.726789]	[190]	[]	[]	[42283369]	[]
789_17937	chr19	44587879	44588279	+	1000	42.0	[]	[]	[7.435873]	[193]	[]	[44588122]
789_17944	chr19	55460349	55460749	+	1000	42.0	[7.6658115]	[117]	[7.302018]	[117]	[55460558]	[55460558]
789_17948	chr2	8837309	8837709	+	1000	42.0	[8.906043]	[137]	[]	[]	[8837522]	[]
789_17951	chr2	11779146	11779546	+	1000	42.0	[]	[]	[6.939924]	[140]	[]	[11779384]
789_17955	chr2	38654978	38655378	+	1000	42.0	[12.391855]	[84]	[12.391855]	[84]	[38655161]	[38655161]
789_17969	chr2	169716156	169716556	+	1000	42.0	[6.730626]	[134]	[]	[]	[169716357]	[]
789_17973	chr2	183112630	183113030	+	685	42.0	[6.6461034]	[152]	[]	[]	[183112854]	[]
789_17977	chr2	223930570	223930970	+	1000	42.0	[9.55874]	[120]	[7.7968802]	[120]	[223930782]	[223930782]
789_17983	chr20	34312667	34313067	+	949	42.0	[6.726624]	[162]	[]	[]	[34312913]	[]
789_17989	chr20	58252040	58252440	+	1000	42.0	[]	[]	[9.472043]	[170]	[]	[58252283]
789_18	chr7	76166394	76166794	+	1000	735.0	[12.391855]	[129]	[8.906043, 12.391855]	[79, 129]	[76166619]	[76166569, 76166619]
789_18002	chr22	20583691	20584091	+	1000	42.0	[]	[]	[6.7118297]	[166]	[]	[20583933]
789_18012	chr22	22516886	22517286	+	1000	42.0	[9.77304]	[114]	[]	[]	[22517053]	[]
789_18023	chr3	5107030	5107430	+	1000	42.0	[6.730626, 9.77304]	[86, 91]	[8.492485]	[150]	[5107199, 5107204]	[5107263]
789_18027	chr3	36958551	36958951	+	1000	42.0	[6.6389275]	[108]	[]	[]	[36958753]	[]
789_18029	chr3	44532867	44533267	+	1000	42.0	[]	[]	[7.2208457]	[144]	[]	[44533074]
789_18034	chr3	47989866	47990266	+	1000	42.0	[9.472043]	[161]	[]	[]	[47990113]	[]
789_1804	chr8	73520586	73520986	+	1000	209.0	[9.015383, 6.6389275, 7.304901]	[101, 139, 142]	[14.340561]	[142]	[73520771, 73520809, 73520812]	[73520812]
789_18045	chr3	185537463	185537863	+	1000	42.0	[10.053962]	[171]	[6.6892962]	[174]	[185537683]	[185537686]
789_18057	chr4	72706620	72707020	+	875	42.0	[7.587105, 8.939746]	[66, 110]	[11.325602]	[66]	[72706775, 72706819]	[72706775]
789_18062	chr4	104490830	104491230	+	956	42.0	[]	[]	[6.939924]	[114]	[]	[104491038]
789_18085	chr5	150436059	150436459	+	1000	42.0	[10.268989]	[125]	[]	[]	[150436276]	[]
789_18088	chr5	159773208	159773608	+	1000	42.0	[7.3216233]	[94]	[7.573706]	[94]	[159773400]	[159773400]
789_18094	chr6	2973675	2974075	+	1000	42.0	[]	[]	[9.233536]	[147]	[]	[2973896]
789_18098	chr6	4008352	4008752	+	1000	42.0	[7.5523715]	[113]	[10.066811]	[113]	[4008553]	[4008553]
789_181	chr19	58573375	58573775	+	1000	585.0	[]	[]	[6.702695]	[123]	[]	[58573598]
789_18103	chr6	15263765	15264165	+	1000	42.0	[7.778084]	[88]	[7.8243337]	[88]	[15263950]	[15263950]
789_18123	chr6	40399872	40400272	+	571	42.0	[7.587105, 7.587105]	[74, 112]	[11.325602, 11.325602]	[74, 112]	[40400045, 40400083]	[40400045, 40400083]
789_18127	chr6	68968032	68968432	+	984	42.0	[]	[]	[6.730626]	[139]	[]	[68968269]
789_1813	chr5	32174133	32174533	+	1000	208.0	[12.391855]	[102]	[12.391855]	[102]	[32174332]	[32174332]
789_18133	chr6	106858637	106859037	+	1000	42.0	[7.5523715]	[156]	[10.066811]	[156]	[106858886]	[106858886]
789_18138	chr6	129854157	129854557	+	739	42.0	[6.9124703]	[169]	[]	[]	[129854407]	[]
789_18158	chr7	106585405	106585805	+	728	42.0	[6.6389275]	[79]	[]	[]	[106585584]	[]
789_1816	chr1	28886666	28887066	+	1000	207.0	[12.391855]	[92]	[12.391855]	[92]	[28886852]	[28886852]
789_18163	chr7	120089115	120089515	+	1000	42.0	[6.939924, 7.304901]	[102, 105]	[6.893674, 9.726789, 14.340561, 9.726789, 9.093543, 9.726789, 9.726789, 9.726789, 9.726789, 9.726789, 9.726789, 9.726789]	[92, 97, 105, 110, 118, 123, 128, 133, 138, 143, 148, 153]	[120089312, 120089315]	[120089302, 120089307, 120089315, 120089320, 120089328, 120089333, 120089338, 120089343, 120089348, 120089353, 120089358, 120089363]
789_18170	chr7	135939216	135939616	+	1000	42.0	[]	[]	[7.0390015]	[181]	[]	[135939466]
789_18172	chr7	140675216	140675616	+	1000	42.0	[6.6892962]	[112]	[]	[]	[140675414]	[]
789_18173	chr7	150379939	150380339	+	1000	42.0	[6.730626]	[87]	[]	[]	[150380117]	[]
789_18179	chr8	20311379	20311779	+	870	42.0	[7.5305133, 11.325602, 11.325602]	[97, 109, 121]	[7.611034, 7.587105, 7.587105]	[97, 109, 121]	[20311566, 20311578, 20311590]	[20311566, 20311578, 20311590]
789_18183	chr8	66119807	66120207	+	1000	42.0	[11.325602]	[114]	[7.587105]	[114]	[66120005]	[66120005]
789_18185	chr8	98454223	98454623	+	1000	42.0	[]	[]	[6.730626, 6.6389275]	[98, 129]	[]	[98454381, 98454412]
789_18187	chr8	106659766	106660166	+	871	42.0	[11.325602]	[165]	[7.587105, 6.730626]	[165, 178]	[106659989]	[106659989, 106660002]
789_18191	chr8	127859721	127860121	+	1000	42.0	[]	[]	[6.6892962]	[133]	[]	[127859948]
789_18195	chr8	145069179	145069579	+	1000	42.0	[]	[]	[9.250724]	[93]	[]	[145069345]
789_18199	chr9	85929466	85929866	+	1000	42.0	[6.9910398]	[95]	[7.0666766]	[95]	[85929620]	[85929620]
789_182	chr6	8064312	8064712	+	1000	585.0	[]	[]	[6.6461034]	[65]	[]	[8064468]
789_18213	chr9	128007515	128007915	+	1000	42.0	[7.587105]	[95]	[11.325602]	[95]	[128007686]	[128007686]
789_18218	chr9	130736132	130736532	+	1000	42.0	[]	[]	[9.270329]	[125]	[]	[130736309]
789_18219	chr9	130738937	130739337	+	1000	42.0	[7.587105]	[178]	[11.325602]	[178]	[130739121]	[130739121]
789_18227	chr9	131025118	131025518	+	1000	42.0	[6.9124703]	[85]	[9.015383]	[88]	[131025273]	[131025276]
789_18229	chr9	131084934	131085334	+	985	42.0	[]	[]	[10.268989]	[122]	[]	[131085092]
789_18236	chr9	131636619	131637019	+	1000	42.0	[6.702695]	[141]	[]	[]	[131636854]	[]
789_1824	chr4	143512912	143513312	+	1000	207.0	[7.6658115]	[100]	[7.302018]	[100]	[143513111]	[143513111]
789_18254	chr1	9473014	9473414	+	822	41.0	[11.325602]	[109]	[7.587105, 6.6389275]	[109, 144]	[9473201]	[9473201, 9473236]
