#PeakID(python identify_motif.py ./ENCODE_processed_files/JUNB_idr.fa JUNB --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
771_15748	chr9	105695038	105695438	+	582	26.0	[10.325372]	[112]	[7.9050317]	[112]	[105695241]	[105695241]
771_1575	chr6	36441375	36441775	+	1000	69.0	[8.124977]	[171]	[10.846566]	[171]	[36441607]	[36441607]
771_15754	chr9	123407270	123407670	+	659	26.0	[13.28149]	[92]	[11.291996]	[92]	[123407433]	[123407433]
771_15758	chr9	129258083	129258483	+	616	26.0	[]	[]	[6.406234]	[68]	[]	[129258245]
771_1576	chr6	125812702	125813102	+	1000	69.0	[15.927315]	[96]	[13.506975]	[96]	[125812885]	[125812885]
771_1577	chr6	147141659	147142059	+	1000	69.0	[7.976533, 8.124977]	[122, 151]	[10.846566]	[151]	[147141866, 147141895]	[147141895]
771_15772	chrX	11352426	11352826	+	751	26.0	[8.124977]	[226]	[10.846566]	[226]	[11352666]	[11352666]
771_15775	chrX	40434943	40435343	+	762	26.0	[9.625255]	[141]	[9.743723]	[141]	[40435143]	[40435143]
771_15776	chrX	47193517	47193917	+	766	26.0	[12.491025]	[184]	[12.4798975]	[184]	[47193739]	[47193739]
771_1578	chr7	16740215	16740615	+	1000	69.0	[9.447621]	[143]	[7.0198283]	[143]	[16740439]	[16740439]
771_15781	chrX	150482747	150483147	+	700	26.0	[13.28149, 7.1563168]	[137, 152]	[11.291996, 9.016658]	[137, 152]	[150482973, 150482988]	[150482973, 150482988]
771_15782	chrX	152639966	152640366	+	667	26.0	[10.545317]	[173]	[8.426227]	[173]	[152640216]	[152640216]
771_15785	chr1	1397567	1397967	+	635	25.0	[]	[]	[7.4109645]	[217]	[]	[1397807]
771_15787	chr1	1576093	1576493	+	673	25.0	[6.504784, 13.506975]	[86, 93]	[15.927315]	[93]	[1576272, 1576279]	[1576279]
771_15788	chr1	1883410	1883810	+	682	25.0	[9.78519]	[104]	[7.6843505]	[104]	[1883580]	[1883580]
771_1579	chr7	36474310	36474710	+	1000	69.0	[9.834072, 7.3685164]	[114, 139]	[10.276045]	[114]	[36474518, 36474543]	[36474518]
771_158	chr6	53615642	53616042	+	1000	178.0	[7.52174]	[89]	[]	[]	[53615827]	[]
771_1580	chr7	37031970	37032370	+	1000	69.0	[10.846566, 13.28149]	[98, 112]	[8.124977, 11.291996]	[98, 112]	[37032149, 37032163]	[37032149, 37032163]
771_15803	chr1	12573807	12574207	+	700	25.0	[9.834072]	[158]	[10.276045]	[158]	[12574036]	[12574036]
771_15806	chr1	14780242	14780642	+	638	25.0	[7.352811]	[112]	[10.056789]	[112]	[14780453]	[14780453]
771_1581	chr7	50497079	50497479	+	1000	69.0	[13.712336]	[82]	[10.861151]	[82]	[50497255]	[50497255]
771_15813	chr1	19313450	19313850	+	556	25.0	[6.475763]	[163]	[]	[]	[19313687]	[]
771_1582	chr7	135650746	135651146	+	1000	69.0	[]	[]	[7.473444]	[128]	[]	[135650972]
771_15826	chr1	26105979	26106379	+	666	25.0	[12.305938]	[157]	[9.763456]	[157]	[26106164]	[26106164]
771_15832	chr1	26921744	26922144	+	673	25.0	[7.1910195]	[109]	[]	[]	[26921897]	[]
771_15844	chr1	33097252	33097652	+	725	25.0	[10.325372]	[142]	[7.9050317]	[142]	[33097407]	[33097407]
771_15849	chr1	37682326	37682726	+	704	25.0	[12.491025]	[133]	[12.4798975]	[133]	[37682539]	[37682539]
771_1585	chr8	65717313	65717713	+	1000	69.0	[6.500429, 11.291996]	[128, 144]	[6.9308314, 13.28149]	[91, 144]	[65717523, 65717539]	[65717486, 65717539]
771_15853	chr1	38784503	38784903	+	638	25.0	[7.0369763]	[122]	[]	[]	[38784719]	[]
771_1586	chr9	127561821	127562221	+	1000	69.0	[11.291996]	[114]	[13.28149]	[114]	[127562023]	[127562023]
771_15876	chr1	58584554	58584954	+	605	25.0	[10.861151]	[111]	[13.712336]	[111]	[58584746]	[58584746]
771_15877	chr1	59391243	59391643	+	721	25.0	[]	[]	[6.7159123]	[97]	[]	[59391404]
771_15878	chr1	61446631	61447031	+	572	25.0	[10.770802]	[107]	[13.061545]	[107]	[61446828]	[61446828]
771_1588	chrX	49079754	49080154	+	1000	69.0	[13.28149]	[93]	[11.291996]	[93]	[49079930]	[49079930]
771_15884	chr1	93177951	93178351	+	592	25.0	[12.491025]	[147]	[12.4798975]	[147]	[93178170]	[93178170]
771_15886	chr1	93878397	93878797	+	676	25.0	[7.9050317]	[101]	[10.325372, 7.4553385, 7.995023]	[101, 111, 135]	[93878593]	[93878593, 93878603, 93878627]
771_1589	chr1	16013199	16013599	+	1000	68.0	[11.291996]	[103]	[13.28149]	[103]	[16013393]	[16013393]
771_15893	chr1	110616579	110616979	+	651	25.0	[10.770802]	[133]	[13.061545]	[133]	[110616744]	[110616744]
771_1590	chr1	23110724	23111124	+	1000	68.0	[11.066511]	[107]	[8.646172]	[107]	[23110929]	[23110929]
771_15902	chr1	148264681	148265081	+	553	25.0	[9.625255]	[194]	[9.743723]	[194]	[148264890]	[148264890]
771_15903	chr1	150171711	150172111	+	571	25.0	[13.191141]	[153]	[10.641206]	[153]	[150171952]	[150171952]
771_15906	chr1	154024614	154025014	+	614	25.0	[8.646172]	[128]	[11.066511]	[128]	[154024812]	[154024812]
771_15908	chr1	154405197	154405597	+	609	25.0	[10.770802]	[90]	[13.061545]	[90]	[154405379]	[154405379]
771_15909	chr1	154866418	154866818	+	697	25.0	[12.183796]	[98]	[9.885598, 7.383095]	[98, 137]	[154866609]	[154866609, 154866648]
771_15915	chr1	159817636	159818036	+	615	25.0	[13.712336]	[111]	[10.861151]	[111]	[159817820]	[159817820]
771_15924	chr1	167747962	167748362	+	651	25.0	[10.770802]	[115]	[13.061545]	[115]	[167748176]	[167748176]
771_15925	chr1	167829827	167830227	+	721	25.0	[10.770802]	[104]	[13.061545]	[104]	[167830017]	[167830017]
771_15927	chr1	173426021	173426421	+	558	25.0	[]	[]	[6.7108865]	[154]	[]	[173426235]
771_1593	chr1	32236089	32236489	+	1000	68.0	[6.8162637]	[120]	[10.097851]	[120]	[32236282]	[32236282]
771_15934	chr1	184033595	184033995	+	664	25.0	[7.0369763]	[93]	[]	[]	[184033773]	[]
771_15956	chr1	206652571	206652971	+	678	25.0	[]	[]	[7.9042892]	[147]	[]	[206652796]
771_15957	chr1	206687973	206688373	+	724	25.0	[10.770802]	[123]	[13.061545]	[123]	[206688158]	[206688158]
771_1596	chr1	109822121	109822521	+	1000	68.0	[8.646172]	[123]	[11.066511]	[123]	[109822287]	[109822287]
771_15967	chr1	228164522	228164922	+	680	25.0	[7.976533]	[86]	[]	[]	[228164680]	[]
771_15976	chr10	5283498	5283898	+	691	25.0	[]	[]	[8.921245]	[137]	[]	[5283715]
771_15977	chr10	5291621	5292021	+	576	25.0	[8.270454]	[185]	[]	[]	[5291830]	[]
771_1598	chr1	219088907	219089307	+	1000	68.0	[10.846566]	[188]	[8.124977]	[188]	[219089154]	[219089154]
771_15987	chr10	28381862	28382262	+	602	25.0	[6.744095]	[82]	[7.699934]	[82]	[28382035]	[28382035]
771_1599	chr1	235504744	235505144	+	1000	68.0	[13.712336]	[146]	[10.861151]	[146]	[235504969]	[235504969]
771_15990	chr10	32961834	32962234	+	614	25.0	[]	[]	[7.558171]	[196]	[]	[32962076]
771_15998	chr10	49188184	49188584	+	750	25.0	[7.352811, 8.004303]	[110, 154]	[10.056789]	[110]	[49188390, 49188434]	[49188390]
771_160	chr18	3652855	3653255	+	1000	177.0	[10.325372, 10.846566]	[84, 95]	[7.3442326, 7.9050317, 8.124977]	[74, 84, 95]	[3653033, 3653044]	[3653023, 3653033, 3653044]
771_1600	chr1	248828882	248829282	+	1000	68.0	[8.124977, 8.869647]	[118, 158]	[10.846566, 8.736378]	[118, 158]	[248829091, 248829131]	[248829091, 248829131]
771_16018	chr10	119250574	119250974	+	585	25.0	[6.725914]	[124]	[9.447061, 7.091337]	[124, 170]	[119250749]	[119250749, 119250795]
771_1602	chr10	17216203	17216603	+	1000	68.0	[10.861151]	[120]	[13.712336]	[120]	[17216360]	[17216360]
771_16020	chr11	251491	251891	+	698	25.0	[]	[]	[6.4833126]	[98]	[]	[251675]
771_16021	chr11	269484	269884	+	636	25.0	[9.667006]	[146]	[7.2471085]	[146]	[269704]	[269704]
771_16026	chr11	3831651	3832051	+	717	25.0	[6.475763]	[119]	[]	[]	[3831833]	[]
771_1603	chr10	28735217	28735617	+	1000	68.0	[13.712336]	[89]	[10.861151]	[89]	[28735397]	[28735397]
771_16032	chr11	12047375	12047775	+	732	25.0	[9.614127]	[148]	[9.75485]	[148]	[12047593]	[12047593]
771_16040	chr11	57237142	57237542	+	701	25.0	[7.5484767]	[153]	[9.660112]	[153]	[57237332]	[57237332]
771_16046	chr11	63888101	63888501	+	684	25.0	[8.124977]	[166]	[10.846566]	[166]	[63888297]	[63888297]
771_16048	chr11	65371021	65371421	+	598	25.0	[]	[]	[7.3442326, 7.392705]	[98, 114]	[]	[65371205, 65371221]
771_1605	chr10	70667182	70667582	+	1000	68.0	[7.232081]	[152]	[]	[]	[70667413]	[]
771_16052	chr11	67054946	67055346	+	715	25.0	[]	[]	[8.490399]	[216]	[]	[67055187]
771_16054	chr11	72111223	72111623	+	726	25.0	[8.124977]	[176]	[10.846566]	[176]	[72111459]	[72111459]
771_16056	chr11	72741446	72741846	+	668	25.0	[]	[]	[7.2914376]	[124]	[]	[72741643]
771_1606	chr11	68267383	68267783	+	1000	68.0	[15.927315]	[118]	[13.506975]	[118]	[68267582]	[68267582]
771_1607	chr11	76702424	76702824	+	1000	68.0	[10.770802]	[120]	[13.061545]	[120]	[76702643]	[76702643]
771_16073	chr12	1714065	1714465	+	695	25.0	[9.447061]	[93]	[6.725914]	[93]	[1714252]	[1714252]
771_16075	chr12	12704585	12704985	+	696	25.0	[8.267943]	[174]	[]	[]	[12704827]	[]
771_16076	chr12	25333852	25334252	+	619	25.0	[9.447061]	[151]	[6.725914]	[151]	[25334089]	[25334089]
771_16077	chr12	30457612	30458012	+	741	25.0	[15.927315]	[139]	[13.506975]	[139]	[30457799]	[30457799]
771_16079	chr12	32047350	32047750	+	720	25.0	[]	[]	[8.921245]	[184]	[]	[32047592]
771_1608	chr11	91792652	91793052	+	1000	68.0	[13.712336]	[93]	[10.861151]	[93]	[91792833]	[91792833]
771_1609	chr11	119087617	119088017	+	1000	68.0	[10.846566]	[167]	[8.124977]	[167]	[119087821]	[119087821]
771_16096	chr12	57248869	57249269	+	655	25.0	[13.28149]	[101]	[11.291996]	[101]	[57249032]	[57249032]
771_16097	chr12	62268929	62269329	+	693	25.0	[10.861151]	[82]	[13.712336]	[82]	[62269111]	[62269111]
771_1610	chr12	28243018	28243418	+	1000	68.0	[7.5484767]	[133]	[9.660112]	[133]	[28243226]	[28243226]
771_16101	chr12	76158556	76158956	+	611	25.0	[9.016658]	[119]	[7.1563168]	[119]	[76158716]	[76158716]
771_16105	chr12	95173880	95174280	+	614	25.0	[8.138908]	[102]	[7.4588656]	[125]	[95174043]	[95174066]
771_1611	chr12	46549733	46550133	+	1000	68.0	[12.491025]	[139]	[12.4798975]	[139]	[46549967]	[46549967]
771_16114	chr12	117128280	117128680	+	668	25.0	[7.9042892, 13.191141]	[108, 138]	[10.641206]	[138]	[117128467, 117128497]	[117128497]
771_1612	chr12	89664045	89664445	+	1000	68.0	[11.066511]	[100]	[8.646172]	[100]	[89664237]	[89664237]
771_16125	chr13	33367909	33368309	+	683	25.0	[15.927315]	[127]	[13.506975]	[127]	[33368130]	[33368130]
771_16130	chr13	52165430	52165830	+	696	25.0	[7.91695]	[98]	[10.391972]	[98]	[52165622]	[52165622]
771_16134	chr13	80589062	80589462	+	656	25.0	[9.660112]	[112]	[7.5484767]	[112]	[80589222]	[80589222]
771_16139	chr13	91628634	91629034	+	672	25.0	[6.889081]	[100]	[6.8779535]	[100]	[91628834]	[91628834]
771_1614	chr15	38589423	38589823	+	1000	68.0	[9.236603, 8.646172]	[83, 130]	[7.677511, 11.066511]	[83, 130]	[38589604, 38589651]	[38589604, 38589651]
771_16143	chr13	93341304	93341704	+	687	25.0	[]	[]	[6.504784]	[160]	[]	[93341494]
771_16146	chr13	97975637	97976037	+	596	25.0	[]	[]	[6.8016787]	[195]	[]	[97975866]
771_1615	chr15	97993263	97993663	+	1000	68.0	[10.861151]	[142]	[13.712336]	[142]	[97993464]	[97993464]
771_16151	chr13	110713062	110713462	+	710	25.0	[]	[]	[7.4738283]	[109]	[]	[110713259]
771_16154	chr14	34842976	34843376	+	630	25.0	[13.506975]	[97]	[15.927315]	[97]	[34843135]	[34843135]
771_16158	chr14	74619551	74619951	+	692	25.0	[15.927315]	[196]	[13.506975]	[196]	[74619791]	[74619791]
771_1616	chr16	20084613	20085013	+	1000	68.0	[15.927315]	[96]	[13.506975]	[96]	[20084799]	[20084799]
771_16160	chr14	91149367	91149767	+	671	25.0	[13.061545]	[98]	[10.770802]	[98]	[91149558]	[91149558]
771_16161	chr14	100423620	100424020	+	718	25.0	[7.9050317]	[97]	[10.325372]	[97]	[100423813]	[100423813]
771_16166	chr15	40455014	40455414	+	624	25.0	[7.4102755]	[155]	[7.0978985]	[155]	[40455258]	[40455258]
771_16168	chr15	40745607	40746007	+	674	25.0	[]	[]	[7.483108]	[119]	[]	[40745803]
771_1617	chr16	74563813	74564213	+	1000	68.0	[15.927315]	[96]	[13.506975]	[96]	[74563991]	[74563991]
771_16182	chr15	63479593	63479993	+	725	25.0	[6.7552223]	[179]	[7.6888065]	[179]	[63479788]	[63479788]
771_16189	chr15	67882304	67882704	+	693	25.0	[]	[]	[7.976533]	[184]	[]	[67882542]
771_16190	chr15	69760843	69761243	+	736	25.0	[10.545317]	[90]	[8.426227]	[90]	[69761003]	[69761003]
771_16193	chr15	75204729	75205129	+	578	25.0	[7.3685164]	[166]	[]	[]	[75204970]	[]
771_16196	chr15	80977494	80977894	+	745	25.0	[9.625255]	[118]	[9.743723]	[118]	[80977685]	[80977685]
771_16199	chr15	82677706	82678106	+	667	25.0	[7.232081]	[139]	[]	[]	[82677901]	[]
771_1620	chr17	16419040	16419440	+	1000	68.0	[15.927315]	[128]	[13.506975]	[128]	[16419246]	[16419246]
771_16201	chr15	84928187	84928587	+	713	25.0	[7.3206153]	[108]	[]	[]	[84928376]	[]
771_16204	chr15	90149045	90149445	+	691	25.0	[9.146254]	[115]	[7.026721]	[115]	[90149239]	[90149239]
771_16206	chr15	94858476	94858876	+	622	25.0	[]	[]	[7.232081]	[154]	[]	[94858717]
771_1621	chr17	77363701	77364101	+	1000	68.0	[]	[]	[7.531723]	[205]	[]	[77363950]
771_16211	chr16	4802729	4803129	+	671	25.0	[7.383095]	[210]	[]	[]	[4802979]	[]
771_16215	chr16	11857102	11857502	+	594	25.0	[8.007028]	[118]	[10.027612]	[118]	[11857263]	[11857263]
771_16217	chr16	19130711	19131111	+	677	25.0	[7.2471085]	[130]	[9.667006]	[130]	[19130935]	[19130935]
771_1622	chr19	958878	959278	+	1000	68.0	[11.066511]	[111]	[8.646172]	[111]	[959077]	[959077]
771_16220	chr16	20866169	20866569	+	631	25.0	[10.545317]	[71]	[8.426227, 7.381787]	[71, 110]	[20866334]	[20866334, 20866373]
771_16221	chr16	20897265	20897665	+	660	25.0	[9.462089]	[156]	[12.31283]	[156]	[20897489]	[20897489]
771_16228	chr16	57802792	57803192	+	738	25.0	[6.500429]	[78]	[]	[]	[57802952]	[]
771_1624	chr1_KI270713v1_random	27868	28268	+	1000	68.0	[6.5963187, 7.9050317, 6.653973]	[82, 131, 144]	[9.576656, 10.325372]	[82, 131]	[28041, 28090, 28103]	[28041, 28090]
771_16240	chr16	81190689	81191089	+	700	25.0	[11.291996]	[102]	[13.28149]	[102]	[81190888]	[81190888]
771_16244	chr16	82152543	82152943	+	713	25.0	[8.124977]	[116]	[10.846566]	[116]	[82152757]	[82152757]
771_16248	chr16	85354606	85355006	+	717	25.0	[13.061545]	[193]	[10.770802]	[193]	[85354848]	[85354848]
771_16249	chr16	85564243	85564643	+	695	25.0	[]	[]	[8.138908]	[153]	[]	[85564412]
771_1625	chr2	12361407	12361807	+	1000	68.0	[11.066511]	[98]	[8.646172]	[98]	[12361588]	[12361588]
771_16250	chr16	85602050	85602450	+	680	25.0	[7.109026]	[201]	[7.399148]	[201]	[85602286]	[85602286]
771_1626	chr2	28392657	28393057	+	1000	68.0	[13.712336]	[118]	[10.861151]	[118]	[28392861]	[28392861]
771_16261	chr17	8221261	8221661	+	596	25.0	[7.4233932]	[209]	[]	[]	[8221491]	[]
771_16262	chr17	10150037	10150437	+	692	25.0	[15.927315]	[87]	[13.506975]	[87]	[10150211]	[10150211]
771_16269	chr17	37828547	37828947	+	601	25.0	[13.191141]	[141]	[10.641206]	[141]	[37828725]	[37828725]
771_1627	chr2	100278824	100279224	+	1000	68.0	[]	[]	[6.5979047]	[109]	[]	[100279031]
771_16274	chr17	40903145	40903545	+	625	25.0	[11.066511]	[103]	[8.646172]	[103]	[40903332]	[40903332]
771_1628	chr2	190404555	190404955	+	1000	68.0	[11.291996]	[104]	[13.28149]	[104]	[190404739]	[190404739]
771_16282	chr17	45583620	45584020	+	707	25.0	[]	[]	[6.7159123]	[140]	[]	[45583809]
771_16289	chr17	68172406	68172806	+	658	25.0	[7.9445877]	[110]	[]	[]	[68172606]	[]
771_16294	chr17	78137197	78137597	+	711	25.0	[]	[]	[6.3543315]	[158]	[]	[78137446]
771_16299	chr17	81665573	81665973	+	750	25.0	[7.6302204]	[151]	[7.619093]	[151]	[81665792]	[81665792]
771_163	chr20	25237778	25238178	+	1000	174.0	[11.882428, 13.712336]	[77, 110]	[9.89249, 10.861151]	[77, 110]	[25237936, 25237969]	[25237936, 25237969]
771_16303	chr18	1511843	1512243	+	651	25.0	[]	[]	[7.5734572]	[86]	[]	[1512015]
771_16308	chr18	9951205	9951605	+	613	25.0	[]	[]	[7.52174]	[77]	[]	[9951372]
771_16316	chr18	58202302	58202702	+	593	25.0	[13.712336]	[112]	[10.861151]	[112]	[58202481]	[58202481]
771_16318	chr19	2524842	2525242	+	690	25.0	[10.325372]	[163]	[7.9050317]	[163]	[2525033]	[2525033]
771_1633	chr22	37677008	37677408	+	1000	68.0	[11.066511]	[95]	[8.646172]	[95]	[37677200]	[37677200]
771_16330	chr19	10290128	10290528	+	628	25.0	[7.3685164]	[134]	[]	[]	[10290306]	[]
771_1634	chr3	13352706	13353106	+	1000	68.0	[10.846566]	[104]	[8.124977]	[104]	[13352910]	[13352910]
771_16345	chr19	35067075	35067475	+	748	25.0	[8.921245]	[152]	[]	[]	[35067316]	[]
771_1635	chr3	14265485	14265885	+	1000	68.0	[13.712336]	[116]	[8.562418, 10.861151]	[91, 116]	[14265690]	[14265665, 14265690]
771_16354	chr19	43668826	43669226	+	745	25.0	[9.667448]	[136]	[7.246666]	[136]	[43669046]	[43669046]
771_16355	chr19	44553727	44554127	+	639	25.0	[]	[]	[7.691465]	[155]	[]	[44553934]
771_1636	chr3	48989639	48990039	+	1000	68.0	[9.885598]	[88]	[12.183796]	[88]	[48989817]	[48989817]
771_1637	chr3	116000233	116000633	+	1000	68.0	[13.506975, 9.614127]	[98, 108]	[15.927315, 9.75485]	[98, 108]	[116000426, 116000436]	[116000426, 116000436]
771_16378	chr19	54373713	54374113	+	604	25.0	[8.40005]	[205]	[]	[]	[54373939]	[]
771_16381	chr19	55178948	55179348	+	728	25.0	[]	[]	[7.7516675]	[164]	[]	[55179197]
771_16387	chr1_KI270709v1_random	1276	1676	+	567	25.0	[10.104691, 6.6684]	[64, 116]	[7.36485, 6.337772]	[64, 116]	[1438, 1490]	[1438, 1490]
771_16388	chr1_KI270714v1_random	9561	9961	+	714	25.0	[]	[]	[7.3206153]	[168]	[]	[9782]
771_1639	chr4	80127306	80127706	+	1000	68.0	[11.066511, 7.619093]	[114, 168]	[8.646172, 7.6302204]	[114, 168]	[80127502, 80127556]	[80127502, 80127556]
771_16393	chr2	12050434	12050834	+	566	25.0	[10.264917]	[141]	[9.8452]	[141]	[12050627]	[12050627]
771_16394	chr2	23390095	23390495	+	684	25.0	[13.28149]	[150]	[11.291996]	[150]	[23390333]	[23390333]
771_16398	chr2	48148894	48149294	+	677	25.0	[7.1737247]	[123]	[]	[]	[48149114]	[]
771_16407	chr2	69603333	69603733	+	601	25.0	[8.646172]	[139]	[11.066511]	[139]	[69603548]	[69603548]
771_16408	chr2	70115690	70116090	+	557	25.0	[]	[]	[7.483108]	[205]	[]	[70115914]
771_1641	chr5	17118633	17119033	+	1000	68.0	[7.4553385, 15.927315]	[105, 116]	[13.506975]	[116]	[17118833, 17118844]	[17118844]
771_16416	chr2	112784277	112784677	+	696	25.0	[9.447621, 7.4588656, 7.9050317]	[94, 114, 144]	[7.0198283, 10.325372]	[94, 144]	[112784448, 112784468, 112784498]	[112784448, 112784498]
771_1642	chr5	39164804	39165204	+	979	68.0	[9.968816, 13.061545]	[86, 112]	[7.2397733, 10.770802]	[86, 112]	[39164981, 39165007]	[39164981, 39165007]
771_16428	chr2	169827022	169827422	+	633	25.0	[6.650433]	[141]	[]	[]	[169827186]	[]
771_16431	chr2	170313720	170314120	+	585	25.0	[13.28149]	[109]	[11.291996]	[109]	[170313917]	[170313917]
771_16433	chr2	173210482	173210882	+	707	25.0	[7.6888065, 6.991077, 10.325372]	[102, 125, 175]	[6.7552223, 6.580194, 7.9050317]	[102, 125, 175]	[173210636, 173210659, 173210709]	[173210636, 173210659, 173210709]
771_16439	chr2	200713109	200713509	+	722	25.0	[9.89249]	[112]	[11.882428]	[112]	[200713276]	[200713276]
771_16442	chr2	216217448	216217848	+	685	25.0	[9.743723]	[178]	[9.625255]	[178]	[216217680]	[216217680]
771_16443	chr2	216577475	216577875	+	705	25.0	[11.066511]	[125]	[8.646172]	[125]	[216577675]	[216577675]
771_16444	chr2	227451357	227451757	+	690	25.0	[]	[]	[8.40005]	[118]	[]	[227451561]
771_16446	chr2	232901975	232902375	+	658	25.0	[7.6302204, 12.183796]	[68, 94]	[7.619093, 9.885598]	[68, 94]	[232902132, 232902158]	[232902132, 232902158]
771_16447	chr20	539857	540257	+	645	25.0	[8.124977]	[164]	[10.846566]	[164]	[540081]	[540081]
771_16453	chr20	34538539	34538939	+	589	25.0	[]	[]	[7.452026]	[79]	[]	[34538704]
771_16454	chr20	35208289	35208689	+	690	25.0	[]	[]	[6.6484528]	[166]	[]	[35208498]
771_16469	chr20	51617284	51617684	+	592	25.0	[9.743723]	[185]	[9.625255]	[185]	[51617523]	[51617523]
771_1647	chr6	36098817	36099217	+	1000	68.0	[]	[]	[7.5262027]	[158]	[]	[36099065]
771_16471	chr20	57558953	57559353	+	762	25.0	[11.066511]	[168]	[8.646172]	[168]	[57559197]	[57559197]
771_16478	chr21	33931505	33931905	+	691	25.0	[8.646172]	[225]	[11.066511]	[225]	[33931743]	[33931743]
771_1649	chr6	108578508	108578908	+	1000	68.0	[13.191141]	[126]	[10.641206]	[126]	[108578718]	[108578718]
771_16497	chr22	19446110	19446510	+	690	25.0	[]	[]	[6.5955176]	[137]	[]	[19446315]
771_16499	chr22	19575339	19575739	+	747	25.0	[]	[]	[7.8418097]	[113]	[]	[19575515]
771_165	chr1	89545574	89545974	+	1000	173.0	[13.28149]	[103]	[11.291996]	[103]	[89545773]	[89545773]
771_1650	chr6	135498226	135498626	+	1000	68.0	[8.124977]	[97]	[10.846566]	[97]	[135498419]	[135498419]
771_16502	chr22	19742129	19742529	+	690	25.0	[7.4553385]	[154]	[]	[]	[19742299]	[]
771_16505	chr22	19828951	19829351	+	598	25.0	[]	[]	[7.8418097]	[77]	[]	[19829112]
771_1651	chr6	158632233	158632633	+	1000	68.0	[15.927315]	[136]	[7.691465, 13.506975]	[129, 136]	[158632455]	[158632448, 158632455]
771_16521	chr22	20565007	20565407	+	706	25.0	[10.545317]	[119]	[8.426227]	[119]	[20565182]	[20565182]
771_16527	chr22	20839289	20839689	+	685	25.0	[7.381787, 7.4738283]	[133, 141]	[]	[]	[20839515, 20839523]	[]
771_16528	chr22	20850930	20851330	+	711	25.0	[7.8418097]	[62]	[]	[]	[20851089]	[]
771_1653	chr7	74272601	74273001	+	1000	68.0	[9.763456]	[119]	[12.305938]	[119]	[74272809]	[74272809]
771_16530	chr22	20914494	20914894	+	724	25.0	[6.5913215]	[136]	[6.9799495]	[136]	[20914694]	[20914694]
771_16532	chr22	21018136	21018536	+	655	25.0	[7.2397733]	[76]	[9.968816]	[76]	[21018297]	[21018297]
771_16533	chr22	21079382	21079782	+	686	25.0	[7.4738283]	[178]	[]	[]	[21079628]	[]
771_16537	chr22	21678591	21678991	+	638	25.0	[]	[]	[6.4479933]	[72]	[]	[21678743]
771_1654	chr7	105664859	105665259	+	1000	68.0	[10.545317]	[101]	[8.426227]	[101]	[105665057]	[105665057]
771_16545	chr22	22366144	22366544	+	637	25.0	[10.056789]	[168]	[7.352811]	[168]	[22366369]	[22366369]
771_16546	chr22	22375941	22376341	+	688	25.0	[7.4738283]	[77]	[]	[]	[22376105]	[]
771_16548	chr22	22437597	22437997	+	585	25.0	[6.4181166, 6.6572723, 10.325372]	[70, 77, 119]	[6.3488994, 7.9050317]	[77, 119]	[22437750, 22437757, 22437799]	[22437757, 22437799]
771_1655	chr7	123538112	123538512	+	1000	68.0	[13.28149, 13.191141]	[111, 144]	[11.291996, 10.641206]	[111, 144]	[123538306, 123538339]	[123538306, 123538339]
771_16551	chr22	22591914	22592314	+	627	25.0	[10.545317]	[166]	[8.426227]	[166]	[22592137]	[22592137]
771_16554	chr22	22706350	22706750	+	695	25.0	[7.6888065]	[169]	[6.7552223]	[169]	[22706567]	[22706567]
771_16566	chr22	23061290	23061690	+	720	25.0	[7.2397733]	[187]	[9.968816]	[187]	[23061500]	[23061500]
771_1657	chr8	102567912	102568312	+	1000	68.0	[7.0198283]	[109]	[9.447621, 7.232081]	[109, 121]	[102568110]	[102568110, 102568122]
771_16571	chr22	41845986	41846386	+	724	25.0	[]	[]	[7.483108]	[103]	[]	[41846164]
771_16573	chr22	46604376	46604776	+	684	25.0	[6.4833126]	[158]	[]	[]	[46604606]	[]
771_16577	chr3	4963620	4964020	+	730	25.0	[13.191141]	[159]	[10.641206]	[159]	[4963869]	[4963869]
771_16579	chr3	5186031	5186431	+	683	25.0	[6.4479933]	[206]	[]	[]	[5186254]	[]
771_16581	chr3	11272089	11272489	+	590	25.0	[6.416048]	[128]	[]	[]	[11272260]	[]
771_16582	chr3	11288235	11288635	+	697	25.0	[7.026721]	[106]	[9.146254]	[106]	[11288405]	[11288405]
771_16589	chr3	15011223	15011623	+	601	25.0	[]	[]	[7.514847]	[173]	[]	[15011457]
771_1659	chrX	13059653	13060053	+	1000	68.0	[10.861151]	[141]	[13.712336]	[141]	[13059878]	[13059878]
771_16592	chr3	31356968	31357368	+	618	25.0	[10.770802]	[81]	[13.061545]	[81]	[31357124]	[31357124]
771_16597	chr3	42035812	42036212	+	670	25.0	[7.558171]	[114]	[]	[]	[42036022]	[]
771_16601	chr3	49929808	49930208	+	646	25.0	[6.406234]	[96]	[]	[]	[49929994]	[]
771_16608	chr3	101635274	101635674	+	613	25.0	[10.861151]	[182]	[13.712336]	[182]	[101635515]	[101635515]
771_16609	chr3	101936540	101936940	+	699	25.0	[13.28149]	[97]	[11.291996, 8.270454]	[97, 113]	[101936731]	[101936731, 101936747]
771_16613	chr3	133843650	133844050	+	747	25.0	[13.506975]	[82]	[15.927315]	[82]	[133843827]	[133843827]
