#PeakID(python identify_motif.py ./ENCODE_processed_files/ELK1_idr.fa ELK1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
120_1542	chr6	109382630	109383030	+	1000	50.0	[10.118435]	[159]	[6.259324, 8.720509]	[121, 136]	[109382870]	[109382832, 109382847]
120_1543	chr6	154520303	154520703	+	1000	50.0	[]	[]	[7.405859]	[120]	[]	[154520501]
120_1544	chr7	101138473	101138873	+	1000	50.0	[]	[]	[10.946643]	[112]	[]	[101138671]
120_1545	chr7	104983694	104984094	+	1000	50.0	[6.401216]	[116]	[]	[]	[104983896]	[]
120_1546	chr7	151083283	151083683	+	1000	50.0	[7.23561]	[141]	[12.6155815]	[109]	[151083503]	[151083471]
120_1547	chr9	85940791	85941191	+	1000	50.0	[]	[]	[16.446117]	[110]	[]	[85940996]
120_1548	chr1	959058	959458	+	1000	49.0	[7.221968]	[100]	[14.663861, 10.118435]	[118, 150]	[959248]	[959266, 959298]
120_1549	chr1	3747177	3747577	+	740	49.0	[10.785713]	[111]	[]	[]	[3747379]	[]
120_155	chr20	51338589	51338989	+	1000	134.0	[]	[]	[6.1561913]	[136]	[]	[51338805]
120_1550	chr1	4075194	4075594	+	1000	49.0	[]	[]	[11.900691]	[92]	[]	[4075383]
120_1552	chr1	155004013	155004413	+	1000	49.0	[16.446117, 5.645092]	[84, 114]	[9.8508215]	[131]	[155004169, 155004199]	[155004216]
120_1553	chr1	212791654	212792054	+	1000	49.0	[]	[]	[7.7827754, 5.819759]	[83, 119]	[]	[212791833, 212791869]
120_1554	chr1	226186530	226186930	+	1000	49.0	[12.43198]	[164]	[8.920127, 5.544434, 11.900691]	[130, 148, 170]	[226186759]	[226186725, 226186743, 226186765]
120_1557	chr10	68811326	68811726	+	1000	49.0	[]	[]	[7.806739]	[123]	[]	[68811525]
120_1559	chr12	48105866	48106266	+	1000	49.0	[9.66722, 9.66722]	[69, 139]	[8.181883]	[95]	[48106031, 48106101]	[48106057]
120_156	chr6	41787410	41787810	+	1000	134.0	[9.434147, 5.450635, 14.663861, 10.089861]	[72, 111, 121, 135]	[8.524351, 8.6928]	[69, 104]	[41787564, 41787603, 41787613, 41787627]	[41787561, 41787596]
120_1560	chr12	50025502	50025902	+	1000	49.0	[13.550472]	[93]	[7.806739]	[137]	[50025690]	[50025734]
120_1562	chr13	113449118	113449518	+	1000	49.0	[7.785617, 7.785617, 7.785617]	[85, 119, 153]	[]	[]	[113449295, 113449329, 113449363]	[]
120_1563	chr15	38453893	38454293	+	1000	49.0	[9.66722]	[95]	[8.181883]	[121]	[38454087]	[38454113]
120_1564	chr15	63504358	63504758	+	1000	49.0	[10.785713]	[136]	[]	[]	[63504579]	[]
120_1565	chr15	84715983	84716383	+	1000	49.0	[]	[]	[11.900691, 9.8508215]	[114, 120]	[]	[84716186, 84716192]
120_1566	chr16	58515274	58515674	+	1000	49.0	[14.663861]	[117]	[7.8849635]	[88]	[58515485]	[58515456]
120_1567	chr16	89240845	89241245	+	1000	49.0	[]	[]	[12.6155815, 12.6155815]	[116, 146]	[]	[89241060, 89241090]
120_157	chr9	124940913	124941313	+	1000	134.0	[5.8366838, 14.663861]	[70, 95]	[]	[]	[124941075, 124941100]	[]
120_1573	chr2	38602739	38603139	+	1000	49.0	[]	[]	[13.681358]	[120]	[]	[38602944]
120_1574	chr2	130342657	130343057	+	1000	49.0	[10.118435]	[111]	[]	[]	[130342859]	[]
120_1575	chr2	197434849	197435249	+	1000	49.0	[5.900729]	[90]	[11.900691]	[112]	[197435020]	[197435042]
120_1576	chr20	2664042	2664442	+	1000	49.0	[8.920127, 5.453353]	[75, 99]	[14.663861]	[128]	[2664196, 2664220]	[2664249]
120_1577	chr20	31060287	31060687	+	1000	49.0	[5.840594]	[133]	[]	[]	[31060471]	[]
120_1578	chr20	32358018	32358418	+	1000	49.0	[6.2567697]	[107]	[8.524351]	[144]	[32358181]	[32358218]
120_1579	chr20	35664762	35665162	+	1000	49.0	[12.6155815]	[141]	[]	[]	[35665002]	[]
120_1580	chr20	36605457	36605857	+	1000	49.0	[]	[]	[6.401216]	[82]	[]	[36605634]
120_1581	chr20	46758046	46758446	+	1000	49.0	[]	[]	[14.663861]	[81]	[]	[46758227]
120_1582	chr21	43728591	43728991	+	1000	49.0	[5.521414]	[205]	[]	[]	[43728820]	[]
120_1584	chr22	20859512	20859912	+	1000	49.0	[]	[]	[6.9851656, 8.720509]	[158, 196]	[]	[20859706, 20859744]
120_1587	chr3	49120638	49121038	+	1000	49.0	[]	[]	[7.6020155, 7.8849635, 9.66722, 7.8849635]	[70, 76, 92, 98]	[]	[49120807, 49120813, 49120829, 49120835]
120_1588	chr3	180601887	180602287	+	1000	49.0	[]	[]	[12.6155815]	[142]	[]	[180602114]
120_1589	chr3	197736745	197737145	+	1000	49.0	[]	[]	[14.663861]	[85]	[]	[197736909]
120_159	chr19	19515999	19516399	+	1000	133.0	[16.446117]	[117]	[7.353675, 10.118435]	[67, 104]	[19516214]	[19516164, 19516201]
120_1590	chr4	78775734	78776134	+	1000	49.0	[7.8849635]	[142]	[14.663861]	[154]	[78775962]	[78775974]
120_1591	chr5	10353393	10353793	+	1000	49.0	[14.663861]	[133]	[]	[]	[10353616]	[]
120_1592	chr5	95962117	95962517	+	1000	49.0	[6.2402864]	[154]	[]	[]	[95962335]	[]
120_1593	chr5	105392860	105393260	+	1000	49.0	[7.806739]	[146]	[16.446117]	[159]	[105393080]	[105393093]
120_1595	chr6	26204320	26204720	+	1000	49.0	[]	[]	[6.0731683]	[165]	[]	[26204531]
120_1597	chr6	33061959	33062359	+	1000	49.0	[10.702384]	[84]	[]	[]	[33062122]	[]
120_1598	chr6	33289304	33289704	+	1000	49.0	[]	[]	[14.663861]	[176]	[]	[33289553]
120_16	chr14	75294073	75294473	+	1000	555.0	[]	[]	[9.135932]	[136]	[]	[75294297]
120_160	chr1	25708088	25708488	+	1000	132.0	[]	[]	[7.806739]	[116]	[]	[25708287]
120_1600	chr7	12686536	12686936	+	1000	49.0	[14.663861]	[89]	[]	[]	[12686724]	[]
120_1601	chr7	92448332	92448732	+	1000	49.0	[]	[]	[16.446117]	[137]	[]	[92448569]
120_1603	chr8	42843210	42843610	+	1000	49.0	[]	[]	[8.181883]	[131]	[]	[42843425]
120_1604	chr9	26892629	26893029	+	1000	49.0	[]	[]	[14.663861]	[109]	[]	[26892823]
120_1605	chr9	128160157	128160557	+	1000	49.0	[]	[]	[5.717571]	[101]	[]	[128160332]
120_1606	chr9	131189614	131190014	+	1000	49.0	[]	[]	[8.920127]	[175]	[]	[131189835]
120_1607	chrX	11393866	11394266	+	1000	49.0	[]	[]	[10.702384]	[119]	[]	[11394067]
120_1608	chr1	7954091	7954491	+	1000	48.0	[14.663861]	[106]	[8.181883]	[144]	[7954290]	[7954328]
120_1609	chr1	15975913	15976313	+	1000	48.0	[]	[]	[14.663861]	[112]	[]	[15976120]
120_1612	chr1	52033609	52034009	+	1000	48.0	[14.663861]	[134]	[12.6155815, 5.676263]	[104, 152]	[52033830]	[52033800, 52033848]
120_1614	chr1	66924997	66925397	+	1000	48.0	[7.5894604]	[138]	[12.6155815]	[153]	[66925211]	[66925226]
120_1617	chr1	183471836	183472236	+	1000	48.0	[]	[]	[9.96414]	[119]	[]	[183472016]
120_1619	chr10	35126459	35126859	+	1000	48.0	[]	[]	[13.681358]	[132]	[]	[35126691]
120_162	chr7	127651783	127652183	+	1000	132.0	[12.6155815]	[91]	[]	[]	[127651972]	[]
120_1620	chr10	71797749	71798149	+	1000	48.0	[8.720509]	[127]	[]	[]	[71797953]	[]
120_1621	chr10	72354798	72355198	+	1000	48.0	[7.081328]	[162]	[]	[]	[72355049]	[]
120_1622	chr11	46936480	46936880	+	1000	48.0	[8.601443]	[77]	[]	[]	[46936635]	[]
120_1625	chr11	65570240	65570640	+	1000	48.0	[]	[]	[10.702384]	[141]	[]	[65570459]
120_1626	chr12	53180436	53180836	+	1000	48.0	[12.6155815]	[110]	[]	[]	[53180638]	[]
120_1627	chr12	110048386	110048786	+	1000	48.0	[]	[]	[7.8865533]	[176]	[]	[110048632]
120_1628	chr12	122752562	122752962	+	1000	48.0	[6.0425715]	[137]	[9.63774, 6.0021086]	[103, 120]	[122752797]	[122752763, 122752780]
120_1629	chr15	43824518	43824918	+	1000	48.0	[12.7289]	[108]	[9.415397]	[87]	[43824721]	[43824700]
120_1630	chr15	78131327	78131727	+	1000	48.0	[14.663861]	[136]	[]	[]	[78131546]	[]
120_1633	chr17	4731197	4731597	+	1000	48.0	[]	[]	[13.550472]	[150]	[]	[4731428]
120_1634	chr17	43677914	43678314	+	1000	48.0	[14.663861]	[152]	[]	[]	[43678127]	[]
120_1635	chr17	59619658	59620058	+	1000	48.0	[]	[]	[7.070727, 7.0684943]	[146, 165]	[]	[59619880, 59619899]
120_1636	chr18	35343814	35344214	+	1000	48.0	[]	[]	[10.118435]	[64]	[]	[35343967]
120_1637	chr19	3505838	3506238	+	1000	48.0	[]	[]	[9.63774, 7.9376245]	[96, 136]	[]	[3506031, 3506071]
120_1638	chr19	12933602	12934002	+	1000	48.0	[9.66722, 9.66722]	[53, 59]	[]	[]	[12933754, 12933760]	[]
120_1639	chr19	19394809	19395209	+	1000	48.0	[14.663861]	[117]	[]	[]	[19395005]	[]
120_164	chr5	68434235	68434635	+	1000	131.0	[5.87242]	[81]	[]	[]	[68434415]	[]
120_1640	chr19	32405414	32405814	+	1000	48.0	[11.900691]	[85]	[9.833897]	[103]	[32405594]	[32405612]
120_1641	chr19	57769428	57769828	+	1000	48.0	[]	[]	[14.663861]	[137]	[]	[57769643]
120_1644	chr2	44361621	44362021	+	1000	48.0	[12.7289]	[133]	[]	[]	[44361854]	[]
120_1645	chr2	96921968	96922368	+	1000	48.0	[7.806739]	[106]	[]	[]	[96922171]	[]
120_1647	chr2	200811601	200812001	+	1000	48.0	[7.353675]	[132]	[]	[]	[200811808]	[]
120_1648	chr20	50931269	50931669	+	1000	48.0	[11.900691]	[123]	[]	[]	[50931438]	[]
120_165	chr9	86354236	86354636	+	1000	131.0	[]	[]	[5.676263, 14.663861]	[74, 121]	[]	[86354404, 86354451]
120_1651	chr22	21568690	21569090	+	1000	48.0	[5.4413013]	[192]	[]	[]	[21568932]	[]
120_1654	chr5	110738744	110739144	+	1000	48.0	[9.63774]	[99]	[12.6155815, 16.446117]	[131, 151]	[110738942]	[110738974, 110738994]
120_1656	chr5	140664576	140664976	+	1000	48.0	[7.353675]	[163]	[14.663861]	[142]	[140664820]	[140664799]
120_1657	chr6	26568683	26569083	+	1000	48.0	[8.30505]	[69]	[]	[]	[26568834]	[]
120_1659	chr6	27145917	27146317	+	1000	48.0	[10.702384, 11.697124]	[76, 100]	[]	[]	[27146077, 27146101]	[]
120_166	chr16	25106957	25107357	+	1000	130.0	[]	[]	[14.663861]	[116]	[]	[25107145]
120_1660	chr6	33208282	33208682	+	1000	48.0	[10.118435]	[112]	[]	[]	[33208488]	[]
120_1662	chr6	143450548	143450948	+	1000	48.0	[]	[]	[6.133603]	[89]	[]	[143450736]
120_1667	chr7	140479218	140479618	+	1000	48.0	[8.601443]	[66]	[12.6155815, 12.43198]	[72, 88]	[140479371]	[140479377, 140479393]
120_1669	chr8	28890119	28890519	+	1000	48.0	[14.663861]	[96]	[]	[]	[28890280]	[]
120_167	chr3	14651519	14651919	+	1000	130.0	[]	[]	[16.446117]	[148]	[]	[14651752]
120_1670	chr8	116766220	116766620	+	1000	48.0	[7.5894604]	[196]	[6.1042967]	[107]	[116766465]	[116766376]
120_1671	chr8	144901505	144901905	+	1000	48.0	[]	[]	[12.6155815]	[126]	[]	[144901708]
120_1672	chr9	33264785	33265185	+	1000	48.0	[14.663861]	[130]	[8.932364]	[157]	[33264999]	[33265026]
120_1673	chr9	100098883	100099283	+	1000	48.0	[]	[]	[12.6155815, 7.0910826, 5.95339]	[74, 101, 158]	[]	[100099036, 100099063, 100099120]
120_1674	chr9	120876445	120876845	+	1000	48.0	[6.155368]	[122]	[]	[]	[120876603]	[]
120_1675	chr9	128771773	128772173	+	1000	48.0	[]	[]	[12.6155815, 5.8366838]	[69, 149]	[]	[128771938, 128772018]
120_1676	chr9	136410428	136410828	+	1000	48.0	[7.353675, 11.900691]	[103, 109]	[]	[]	[136410626, 136410632]	[]
120_1677	chr9	136483736	136484136	+	1000	48.0	[14.663861]	[92]	[]	[]	[136483905]	[]
120_1678	chrUn_GL000220v1	119678	120078	+	1000	48.0	[6.111302]	[83]	[7.824828]	[117]	[119861]	[119895]
120_1679	chr1	9717547	9717947	+	1000	47.0	[10.702384]	[148]	[]	[]	[9717784]	[]
120_168	chr6	67885677	67886077	+	1000	130.0	[14.663861]	[112]	[]	[]	[67885885]	[]
120_1680	chr1	23597057	23597457	+	1000	47.0	[7.806739]	[130]	[]	[]	[23597285]	[]
120_1681	chr1	28552725	28553125	+	1000	47.0	[10.785713]	[85]	[]	[]	[28552903]	[]
120_1684	chr1	193059216	193059616	+	1000	47.0	[]	[]	[7.191661]	[69]	[]	[193059384]
120_1685	chr1	207751837	207752237	+	1000	47.0	[]	[]	[10.118435]	[127]	[]	[207752039]
120_1686	chr10	125719500	125719900	+	1000	47.0	[16.446117]	[122]	[]	[]	[125719698]	[]
120_1687	chr11	57668003	57668403	+	1000	47.0	[16.446117]	[139]	[]	[]	[57668218]	[]
120_1688	chr11	83157675	83158075	+	1000	47.0	[]	[]	[11.900691]	[78]	[]	[83157843]
120_1689	chr12	6970546	6970946	+	1000	47.0	[5.97259, 8.801478]	[126, 155]	[]	[]	[6970719, 6970748]	[]
120_169	chrX	13734521	13734921	+	1000	130.0	[13.550472]	[113]	[7.0684943]	[110]	[13734733]	[13734730]
120_1690	chr12	121794193	121794593	+	1000	47.0	[]	[]	[9.833897]	[131]	[]	[121794412]
120_1691	chr14	69766878	69767278	+	1000	47.0	[12.6155815]	[107]	[9.914867]	[56]	[69767084]	[69767033]
120_1692	chr15	44288460	44288860	+	1000	47.0	[]	[]	[6.0021086, 7.898935]	[143, 153]	[]	[44288693, 44288703]
120_1693	chr15	55318923	55319323	+	1000	47.0	[]	[]	[12.6155815]	[172]	[]	[55319144]
120_1694	chr15	72375901	72376301	+	1000	47.0	[]	[]	[14.663861]	[117]	[]	[72376118]
120_1695	chr15	72685971	72686371	+	1000	47.0	[]	[]	[11.900691, 14.663861]	[100, 134]	[]	[72686161, 72686195]
120_1698	chr16	22205828	22206228	+	1000	47.0	[9.914867, 7.7827754]	[100, 138]	[]	[]	[22206017, 22206055]	[]
120_1699	chr16	69385747	69386147	+	1000	47.0	[11.899101]	[94]	[]	[]	[69385933]	[]
120_17	chr6	15895735	15896135	+	1000	536.0	[9.434147]	[106]	[13.550472]	[103]	[15895941]	[15895938]
120_1700	chr16	81096774	81097174	+	1000	47.0	[6.7590513]	[102]	[]	[]	[81096966]	[]
120_1701	chr17	7251800	7252200	+	1000	47.0	[6.080818]	[185]	[5.676263, 16.446117]	[119, 157]	[7252047]	[7251981, 7252019]
120_1702	chr17	36948723	36949123	+	1000	47.0	[12.6155815]	[144]	[7.353675]	[80]	[36948960]	[36948896]
120_1703	chr17	44014831	44015231	+	1000	47.0	[6.133603, 5.4200087]	[122, 150]	[9.8508215, 9.536335]	[91, 147]	[44015052, 44015080]	[44015021, 44015077]
120_1706	chr18	46173790	46174190	+	1000	47.0	[10.118435]	[141]	[6.133603]	[134]	[46174028]	[46174021]
120_1707	chr19	6737118	6737518	+	1000	47.0	[6.133603]	[109]	[]	[]	[6737322]	[]
120_1708	chr19	6737752	6738152	+	1000	47.0	[]	[]	[6.1569576]	[229]	[]	[6737995]
120_1709	chr19	13747693	13748093	+	1000	47.0	[]	[]	[12.6155815]	[128]	[]	[13747913]
120_171	chr15	92809117	92809517	+	1000	129.0	[14.663861]	[116]	[]	[]	[92809315]	[]
120_1710	chr19	19191945	19192345	+	1000	47.0	[13.681358, 6.259324]	[149, 157]	[]	[]	[19192150, 19192158]	[]
120_1711	chr19	35545286	35545686	+	1000	47.0	[14.663861, 5.92804]	[144, 171]	[7.104724]	[97]	[35545491, 35545518]	[35545444]
120_1712	chr19	44025122	44025522	+	1000	47.0	[]	[]	[16.446117]	[110]	[]	[44025320]
120_1713	chr19	45079028	45079428	+	1000	47.0	[10.118435]	[137]	[5.4935203]	[100]	[45079245]	[45079208]
120_1714	chr19	49487225	49487625	+	1000	47.0	[11.419997]	[118]	[]	[]	[49487430]	[]
120_1715	chr2	120222999	120223399	+	1000	47.0	[11.899101]	[85]	[]	[]	[120223176]	[]
120_172	chr2	105398878	105399278	+	1000	129.0	[]	[]	[5.92804]	[63]	[]	[105399038]
120_1725	chr22	46035839	46036239	+	1000	47.0	[]	[]	[12.6155815]	[136]	[]	[46036075]
120_1727	chr3	37994136	37994536	+	1000	47.0	[6.2402864]	[182]	[]	[]	[37994332]	[]
120_1728	chr3	101676961	101677361	+	1000	47.0	[16.446117]	[95]	[]	[]	[101677153]	[]
120_173	chr10	45410866	45411266	+	1000	128.0	[]	[]	[7.806739]	[144]	[]	[45411093]
120_1733	chr5	178130769	178131169	+	1000	47.0	[]	[]	[13.681358]	[166]	[]	[178130999]
120_1734	chr6	30326660	30327060	+	1000	47.0	[]	[]	[9.135932, 11.899101]	[126, 132]	[]	[30326875, 30326881]
120_1735	chr6	33200629	33201029	+	1000	47.0	[7.682986]	[127]	[10.702384]	[133]	[33200856]	[33200862]
120_1736	chr6	42979032	42979432	+	1000	47.0	[]	[]	[10.785713, 9.135932, 7.1501074]	[107, 151, 157]	[]	[42979188, 42979232, 42979238]
120_1737	chr7	66740445	66740845	+	1000	47.0	[12.6155815]	[85]	[]	[]	[66740627]	[]
120_1739	chr8	93754602	93755002	+	1000	47.0	[]	[]	[16.446117]	[117]	[]	[93754816]
120_174	chr17	16285960	16286360	+	1000	128.0	[]	[]	[9.833897]	[104]	[]	[16286140]
120_1741	chr9	129802938	129803338	+	1000	47.0	[10.118435, 6.1569576]	[87, 104]	[]	[]	[129803124, 129803141]	[]
120_1744	chr1	26890043	26890443	+	1000	46.0	[]	[]	[13.550472]	[147]	[]	[26890290]
120_1745	chr1	43969618	43970018	+	1000	46.0	[]	[]	[14.663861]	[150]	[]	[43969841]
120_1746	chr1	120176365	120176765	+	1000	46.0	[8.181883]	[84]	[9.997651]	[109]	[120176522]	[120176547]
120_1748	chr1	143272925	143273325	+	1000	46.0	[5.840594]	[84]	[]	[]	[143273108]	[]
120_175	chr19	44890449	44890849	+	1000	128.0	[]	[]	[16.446117]	[106]	[]	[44890643]
120_1750	chr1	182430653	182431053	+	1000	46.0	[6.8277817, 16.446117]	[69, 94]	[]	[]	[182430809, 182430834]	[]
120_1753	chr10	61765569	61765969	+	1000	46.0	[5.87242]	[153]	[]	[]	[61765817]	[]
120_1754	chr10	73110278	73110678	+	1000	46.0	[8.932364]	[128]	[]	[]	[73110480]	[]
120_1756	chr11	44530393	44530793	+	1000	46.0	[]	[]	[7.806739]	[133]	[]	[44530625]
120_1757	chr11	57657550	57657950	+	1000	46.0	[5.49511]	[117]	[8.181883]	[140]	[57657739]	[57657762]
120_1758	chr11	65858039	65858439	+	1000	46.0	[6.3700876]	[166]	[6.8671594, 11.899101]	[99, 140]	[65858264]	[65858197, 65858238]
120_1759	chr11	67428220	67428620	+	1000	46.0	[7.1501074]	[52]	[]	[]	[67428371]	[]
120_176	chr19	50376165	50376565	+	1000	128.0	[16.446117]	[152]	[16.446117, 7.866587]	[94, 112]	[50376414]	[50376356, 50376374]
120_1760	chr11	95923882	95924282	+	1000	46.0	[13.681358]	[100]	[]	[]	[95924078]	[]
120_1761	chr12	6723863	6724263	+	1000	46.0	[11.899101, 8.307604]	[65, 139]	[]	[]	[6724023, 6724097]	[]
120_1762	chr12	6752924	6753324	+	1000	46.0	[10.118435]	[124]	[]	[]	[6753133]	[]
120_1763	chr12	55829465	55829865	+	1000	46.0	[]	[]	[5.4413013, 12.6155815]	[104, 110]	[]	[55829630, 55829636]
120_1764	chr12	66130547	66130947	+	1000	46.0	[16.446117]	[108]	[9.914867, 7.5894604]	[123, 130]	[66130741]	[66130756, 66130763]
120_1765	chr12	123601851	123602251	+	1000	46.0	[9.536335, 5.54029, 11.900691]	[79, 127, 133]	[]	[]	[123602023, 123602071, 123602077]	[]
120_1766	chr12	132710527	132710927	+	1000	46.0	[]	[]	[10.118435]	[200]	[]	[132710771]
120_1768	chr14	77707854	77708254	+	1000	46.0	[10.785713, 9.833254]	[83, 112]	[]	[]	[77708026, 77708055]	[]
120_177	chr15	34101798	34102198	+	1000	127.0	[10.118435, 10.118435]	[106, 117]	[8.312699]	[136]	[34102004, 34102015]	[34102034]
120_1770	chr15	42273187	42273587	+	1000	46.0	[7.23561, 7.1745977]	[93, 140]	[11.419997]	[158]	[42273373, 42273420]	[42273438]
120_1771	chr15	82540306	82540706	+	1000	46.0	[]	[]	[7.353675]	[132]	[]	[82540501]
120_1772	chr16	527431	527831	+	1000	46.0	[]	[]	[8.312699, 7.353675]	[144, 178]	[]	[527639, 527673]
120_1773	chr16	807762	808162	+	1000	46.0	[]	[]	[8.612574]	[114]	[]	[807959]
120_1774	chr16	4288340	4288740	+	1000	46.0	[]	[]	[16.446117, 6.111302]	[68, 153]	[]	[4288500, 4288585]
120_1777	chr16	83807756	83808156	+	1000	46.0	[]	[]	[11.616154]	[65]	[]	[83807920]
120_1778	chr17	13017978	13018378	+	1000	46.0	[10.785713]	[172]	[7.405859]	[145]	[13018214]	[13018187]
120_178	chr6	149648500	149648900	+	1000	127.0	[]	[]	[16.446117]	[97]	[]	[149648682]
120_1781	chr17	41689144	41689544	+	1000	46.0	[]	[]	[5.909324]	[149]	[]	[41689367]
120_1782	chr17	42577568	42577968	+	1000	46.0	[]	[]	[9.833897, 8.720509]	[105, 155]	[]	[42577746, 42577796]
120_1783	chr17	81295138	81295538	+	1000	46.0	[12.6155815]	[94]	[10.118435]	[68]	[81295328]	[81295302]
120_1784	chr17	81512610	81513010	+	1000	46.0	[9.135932]	[137]	[]	[]	[81512830]	[]
120_1785	chr17	82065680	82066080	+	1000	46.0	[6.133603]	[95]	[]	[]	[82065863]	[]
120_1786	chr18	11851167	11851567	+	1000	46.0	[10.702384]	[135]	[]	[]	[11851399]	[]
120_1787	chr19	4246756	4247156	+	1000	46.0	[]	[]	[8.204471]	[125]	[]	[4246968]
120_1788	chr19	35748218	35748618	+	1000	46.0	[10.785713]	[111]	[7.0684943]	[108]	[35748427]	[35748424]
120_1789	chr19	55485020	55485420	+	1000	46.0	[]	[]	[10.118435]	[103]	[]	[55485188]
120_179	chr9	133336047	133336447	+	1000	127.0	[8.181883, 11.899101]	[53, 136]	[]	[]	[133336198, 133336281]	[]
120_1790	chr19	57746549	57746949	+	1000	46.0	[]	[]	[14.663861]	[155]	[]	[57746796]
120_1791	chr2	3379454	3379854	+	1000	46.0	[9.96414]	[110]	[10.946643]	[126]	[3379658]	[3379674]
120_1792	chr2	3518846	3519246	+	1000	46.0	[11.899101]	[101]	[]	[]	[3519028]	[]
120_1793	chr2	23926909	23927309	+	1000	46.0	[]	[]	[11.899101]	[138]	[]	[23927127]
120_1794	chr2	102050789	102051189	+	1000	46.0	[]	[]	[16.446117]	[119]	[]	[102051005]
120_1795	chr2	161308247	161308647	+	1000	46.0	[12.6155815]	[111]	[]	[]	[161308420]	[]
120_1796	chr2	171687297	171687697	+	1000	46.0	[10.118435]	[153]	[]	[]	[171687499]	[]
120_1797	chr2	176269184	176269584	+	1000	46.0	[7.353675, 14.663861]	[157, 189]	[]	[]	[176269403, 176269435]	[]
120_1798	chr2	200889147	200889547	+	1000	46.0	[16.446117]	[124]	[6.669387, 6.133603]	[102, 144]	[200889359]	[200889337, 200889379]
120_1799	chr2	218397925	218398325	+	1000	46.0	[]	[]	[6.669387]	[134]	[]	[218398151]
120_180	chr14	39174889	39175289	+	1000	126.0	[]	[]	[11.616154]	[150]	[]	[39175136]
120_1800	chr22	18077669	18078069	+	1000	46.0	[]	[]	[9.8508215]	[112]	[]	[18077865]
120_1801	chr22	19988869	19989269	+	1000	46.0	[]	[]	[12.43198]	[73]	[]	[19989031]
120_1802	chr22	20206222	20206622	+	1000	46.0	[]	[]	[5.95339]	[103]	[]	[20206397]
120_1804	chr22	39532655	39533055	+	1000	46.0	[10.118435, 6.8745704]	[107, 158]	[]	[]	[39532844, 39532895]	[]
120_1805	chr3	124901295	124901695	+	1000	46.0	[14.663861]	[68]	[]	[]	[124901455]	[]
120_1806	chr3	155854346	155854746	+	1000	46.0	[7.8849635]	[129]	[]	[]	[155854568]	[]
120_1807	chr3	156674401	156674801	+	1000	46.0	[13.681358]	[70]	[]	[]	[156674571]	[]
120_1808	chr4	2934678	2935078	+	1000	46.0	[12.6155815]	[102]	[9.63774]	[132]	[2934870]	[2934900]
120_1812	chr5	160008913	160009313	+	1000	46.0	[9.914867, 11.900691]	[123, 143]	[]	[]	[160009116, 160009136]	[]
120_1813	chr6	10404473	10404873	+	1000	46.0	[8.601443]	[149]	[]	[]	[10404625]	[]
120_1815	chr6	108261006	108261406	+	1000	46.0	[]	[]	[7.8849635]	[142]	[]	[108261246]
120_1816	chr6	157184202	157184602	+	1000	46.0	[14.663861]	[83]	[]	[]	[157184374]	[]
120_1817	chr7	129224408	129224808	+	1000	46.0	[12.6155815]	[167]	[5.5418797]	[132]	[129224609]	[129224574]
120_1818	chr8	27772455	27772855	+	1000	46.0	[8.601443]	[90]	[14.663861]	[108]	[27772632]	[27772650]
120_1819	chr8	143829180	143829580	+	1000	46.0	[]	[]	[7.070727, 9.8508215]	[99, 167]	[]	[143829347, 143829415]
120_182	chr21	36319961	36320361	+	1000	126.0	[10.118435, 12.6155815]	[69, 107]	[]	[]	[36320129, 36320167]	[]
120_1820	chr8	144852898	144853298	+	1000	46.0	[]	[]	[12.6155815]	[71]	[]	[144853061]
120_1822	chr9	127451207	127451607	+	1000	46.0	[10.946643]	[114]	[]	[]	[127451406]	[]
120_1824	chr1	32179555	32179955	+	1000	45.0	[5.92804]	[85]	[9.96414]	[105]	[32179706]	[32179726]
120_1825	chr1	67430219	67430619	+	1000	45.0	[]	[]	[9.63774, 8.499255]	[108, 126]	[]	[67430416, 67430434]
120_1829	chr1	145927380	145927780	+	1000	45.0	[16.446117]	[119]	[]	[]	[145927597]	[]
120_183	chr9	128218682	128219082	+	1000	126.0	[]	[]	[14.663861]	[113]	[]	[128218882]
120_1831	chr1	150926089	150926489	+	1000	45.0	[7.6020155]	[150]	[]	[]	[150926331]	[]
120_1832	chr1	161153966	161154366	+	1000	45.0	[]	[]	[13.681358]	[163]	[]	[161154206]
120_1833	chr1	183983770	183984170	+	1000	45.0	[]	[]	[6.133603]	[143]	[]	[183983997]
120_1834	chr1	184754687	184755087	+	1000	45.0	[]	[]	[7.898935, 12.6155815]	[111, 152]	[]	[184754870, 184754911]
120_1836	chr10	70590300	70590700	+	1000	45.0	[]	[]	[7.806739]	[113]	[]	[70590487]
120_1837	chr10	133393973	133394373	+	1000	45.0	[5.5428443, 7.8849635]	[80, 96]	[6.133603]	[150]	[133394130, 133394146]	[133394200]
120_1838	chr11	69444356	69444756	+	1000	45.0	[]	[]	[8.898363]	[120]	[]	[69444557]
120_1839	chr11	75562551	75562951	+	1000	45.0	[]	[]	[11.697124]	[112]	[]	[75562760]
120_184	chr1	235128665	235129065	+	1000	125.0	[]	[]	[16.446117]	[90]	[]	[235128852]
120_1840	chr11	112086555	112086955	+	1000	45.0	[]	[]	[16.446117]	[189]	[]	[112086795]
