#PeakID(python identify_motif.py ./ENCODE_processed_files/CTCF_idr.fa CTCF --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
322_20418	chr2	18178727	18179127	+	1000	148.0	[]	[]	[14.868766]	[107]	[]	[18178934]
322_20421	chr2	78979608	78980008	+	1000	148.0	[]	[]	[4.6259913, 6.1425385, 18.51433]	[94, 97, 118]	[]	[78979798, 78979801, 78979822]
322_20422	chr2	85888984	85889384	+	1000	148.0	[8.437952]	[71]	[13.798629]	[84]	[85889146]	[85889159]
322_20423	chr2	150487617	150488017	+	1000	148.0	[6.7042646]	[106]	[8.582843]	[105]	[150487818]	[150487817]
322_20426	chr2	174349990	174350390	+	1000	148.0	[]	[]	[12.443296]	[113]	[]	[174350193]
322_20427	chr2	197012027	197012427	+	1000	148.0	[15.118827]	[108]	[]	[]	[197012226]	[]
322_20428	chr2	201680719	201681119	+	1000	148.0	[17.553564]	[86]	[6.4711437, 8.8517475]	[112, 127]	[201680903]	[201680929, 201680944]
322_20434	chr3	32733618	32734018	+	1000	148.0	[15.050309]	[100]	[]	[]	[32733810]	[]
322_20435	chr3	47440089	47440489	+	1000	148.0	[8.656509]	[92]	[]	[]	[47440278]	[]
322_20439	chr3	81490460	81490860	+	1000	148.0	[19.988625]	[104]	[]	[]	[81490658]	[]
322_20440	chr3	134473920	134474320	+	1000	148.0	[]	[]	[19.01406]	[105]	[]	[134474122]
322_20441	chr3	138946160	138946560	+	1000	148.0	[]	[]	[7.2343593]	[109]	[]	[138946364]
322_20443	chr3	184748521	184748921	+	1000	148.0	[]	[]	[13.08581]	[103]	[]	[184748723]
322_20444	chr4	1548856	1549256	+	1000	148.0	[]	[]	[18.711021]	[65]	[]	[1549021]
322_20446	chr4	77044533	77044933	+	1000	148.0	[]	[]	[18.909248]	[82]	[]	[77044715]
322_20447	chr4	82275807	82276207	+	1000	148.0	[14.064084]	[101]	[4.82153]	[101]	[82276007]	[82276007]
322_20448	chr5	5394395	5394795	+	1000	148.0	[]	[]	[17.142414]	[86]	[]	[5394579]
322_20449	chr5	67156960	67157360	+	1000	148.0	[16.87688]	[104]	[9.595662]	[104]	[67157160]	[67157160]
322_20453	chr6	118508980	118509380	+	1000	148.0	[]	[]	[15.51074]	[107]	[]	[118509186]
322_20457	chr7	16695617	16696017	+	1000	148.0	[16.413334]	[106]	[]	[]	[16695819]	[]
322_20460	chr7	85041586	85041986	+	1000	148.0	[20.961151, 7.0298147]	[105, 149]	[]	[]	[85041790, 85041834]	[]
322_20461	chr7	116122986	116123386	+	1000	148.0	[5.6902266]	[94]	[14.768918]	[94]	[116123175]	[116123175]
322_20467	chr8	130764508	130764908	+	1000	148.0	[14.501694]	[103]	[]	[]	[130764702]	[]
322_20468	chr8	139646876	139647276	+	1000	148.0	[9.75032]	[97]	[16.969482]	[87]	[139647070]	[139647060]
322_20470	chr9	69549419	69549819	+	1000	148.0	[7.838812]	[82]	[14.705169]	[92]	[69549596]	[69549606]
322_20471	chr9	72592726	72593126	+	1000	148.0	[]	[]	[18.527273]	[109]	[]	[72592930]
322_20480	chr1	15364751	15365151	+	1000	147.0	[]	[]	[7.796203, 4.905087]	[110, 155]	[]	[15364944, 15364989]
322_20486	chr1	208449947	208450347	+	1000	147.0	[]	[]	[12.333867]	[79]	[]	[208450125]
322_20489	chr10	63819743	63820143	+	1000	147.0	[]	[]	[11.626549]	[105]	[]	[63819945]
322_2049	chr2	48111144	48111544	+	1000	361.0	[16.493166]	[86]	[4.861486]	[86]	[48111329]	[48111329]
322_20490	chr10	122980201	122980601	+	1000	147.0	[10.348841]	[87]	[]	[]	[122980386]	[]
322_20492	chr11	13354376	13354776	+	1000	147.0	[11.209705]	[88]	[]	[]	[13354564]	[]
322_20495	chr11	64305899	64306299	+	1000	147.0	[13.0208435]	[109]	[]	[]	[64306104]	[]
322_20497	chr11	124758324	124758724	+	1000	147.0	[5.854672]	[56]	[5.596438]	[56]	[124758475]	[124758475]
322_205	chr22	21646684	21647084	+	1000	620.0	[4.588584]	[107]	[11.522165]	[106]	[21646887]	[21646886]
322_20504	chr12	53211765	53212165	+	1000	147.0	[12.986021]	[99]	[]	[]	[53211953]	[]
322_20505	chr12	67415498	67415898	+	1000	147.0	[]	[]	[8.332095]	[108]	[]	[67415689]
322_20507	chr13	45362897	45363297	+	1000	147.0	[14.034057]	[105]	[]	[]	[45363097]	[]
322_20512	chr14	93219100	93219500	+	1000	147.0	[]	[]	[15.960536]	[109]	[]	[93219303]
322_20517	chr16	2153501	2153901	+	1000	147.0	[8.898694]	[121]	[16.253016]	[104]	[2153714]	[2153697]
322_20519	chr16	6016495	6016895	+	1000	147.0	[15.4332905]	[85]	[]	[]	[6016676]	[]
322_20522	chr17	47742619	47743019	+	1000	147.0	[]	[]	[18.465746]	[105]	[]	[47742811]
322_20525	chr17	80248839	80249239	+	1000	147.0	[14.838298]	[98]	[]	[]	[80249029]	[]
322_20526	chr18	30889871	30890271	+	1000	147.0	[]	[]	[11.20105]	[103]	[]	[30890074]
322_20527	chr18	61901358	61901758	+	1000	147.0	[4.5522485]	[90]	[18.166004]	[89]	[61901548]	[61901547]
322_2053	chr5	10283976	10284376	+	1000	361.0	[20.135662]	[95]	[]	[]	[10284171]	[]
322_20532	chr2	60152223	60152623	+	1000	147.0	[]	[]	[9.218947]	[86]	[]	[60152408]
322_20533	chr2	62787325	62787725	+	1000	147.0	[14.846152]	[97]	[]	[]	[62787516]	[]
322_20535	chr2	84865148	84865548	+	1000	147.0	[]	[]	[17.196815]	[103]	[]	[84865342]
322_20541	chr2	216696692	216697092	+	1000	147.0	[10.8810425]	[114]	[]	[]	[216696900]	[]
322_20542	chr2	219119430	219119830	+	1000	147.0	[]	[]	[16.786547]	[117]	[]	[219119625]
322_20545	chr20	22312747	22313147	+	1000	147.0	[]	[]	[15.670352]	[100]	[]	[22312941]
322_20548	chr22	18000987	18001387	+	1000	147.0	[13.054287]	[107]	[5.8295527]	[72]	[18001182]	[18001147]
322_20549	chr22	22879357	22879757	+	1000	147.0	[8.223296, 17.334894]	[77, 91]	[]	[]	[22879531, 22879545]	[]
322_2055	chr6	44221511	44221911	+	1000	361.0	[17.03415]	[97]	[5.7598805]	[123]	[44221706]	[44221732]
322_20550	chr22	27886532	27886932	+	1000	147.0	[12.1486435]	[99]	[6.5933433]	[99]	[27886729]	[27886729]
322_20556	chr3	70064161	70064561	+	1000	147.0	[16.742235]	[108]	[]	[]	[70064367]	[]
322_20557	chr3	114290845	114291245	+	1000	147.0	[19.129934, 4.6152678]	[76, 148]	[10.464274, 5.4683175]	[76, 135]	[114291020, 114291092]	[114291020, 114291079]
322_20558	chr3	125163707	125164107	+	1000	147.0	[8.257636, 5.355199]	[72, 75]	[8.231241]	[117]	[125163862, 125163865]	[125163907]
322_20562	chr4	10074648	10075048	+	1000	147.0	[12.018386, 9.437221]	[93, 118]	[5.2057467]	[82]	[10074839, 10074864]	[10074828]
322_20565	chr4	110514885	110515285	+	1000	147.0	[]	[]	[12.032423]	[100]	[]	[110515078]
322_20566	chr4	120156106	120156506	+	1000	147.0	[19.840508]	[102]	[]	[]	[120156307]	[]
322_20567	chr4	122732247	122732647	+	1000	147.0	[7.834321]	[82]	[]	[]	[122732427]	[]
322_2057	chr7	5494591	5494991	+	1000	361.0	[16.34902]	[95]	[10.107834]	[84]	[5494785]	[5494774]
322_20570	chr4	153643403	153643803	+	1000	147.0	[]	[]	[14.539385]	[108]	[]	[153643604]
322_20571	chr4	157992036	157992436	+	1000	147.0	[14.533781]	[105]	[]	[]	[157992232]	[]
322_20575	chr5	76074494	76074894	+	1000	147.0	[10.124133]	[100]	[]	[]	[76074685]	[]
322_20576	chr5	78964906	78965306	+	1000	147.0	[]	[]	[11.430512, 4.6231008]	[87, 90]	[]	[78965092, 78965095]
322_20577	chr5	79774554	79774954	+	1000	147.0	[8.755969, 7.289854]	[97, 144]	[12.0410185]	[97]	[79774745, 79774792]	[79774745]
322_20578	chr5	118956734	118957134	+	1000	147.0	[]	[]	[15.041809]	[95]	[]	[118956926]
322_20579	chr5	141567511	141567911	+	1000	147.0	[]	[]	[20.828016]	[88]	[]	[141567696]
322_2058	chr7	105652346	105652746	+	1000	361.0	[14.107446]	[87]	[]	[]	[105652530]	[]
322_20584	chr6	31442514	31442914	+	1000	147.0	[5.7493706, 4.8255286]	[89, 100]	[13.498755]	[116]	[31442692, 31442703]	[31442719]
322_20587	chr6	108250464	108250864	+	1000	147.0	[7.6941447]	[97]	[]	[]	[108250653]	[]
322_20588	chr6	112337147	112337547	+	1000	147.0	[10.13706]	[101]	[6.094601]	[84]	[112337347]	[112337330]
322_20604	chrX	20530303	20530703	+	1000	147.0	[16.647123]	[91]	[]	[]	[20530494]	[]
322_20608	chrX	134908476	134908876	+	1000	147.0	[]	[]	[10.560677]	[115]	[]	[134908678]
322_20609	chrX	154051195	154051595	+	1000	147.0	[]	[]	[12.190338]	[104]	[]	[154051392]
322_20613	chr1	48203319	48203719	+	1000	146.0	[]	[]	[7.345169]	[104]	[]	[48203502]
322_20616	chr1	90616352	90616752	+	1000	146.0	[5.9439993, 9.566326, 8.698506]	[73, 99, 102]	[]	[]	[90616517, 90616543, 90616546]	[]
322_20617	chr1	92623176	92623576	+	1000	146.0	[]	[]	[12.928117]	[108]	[]	[92623382]
322_20619	chr1	113874537	113874937	+	1000	146.0	[5.576975]	[133]	[6.1006713]	[109]	[113874766]	[113874742]
322_2062	chr1	5745788	5746188	+	1000	360.0	[6.816103, 4.7381797]	[92, 103]	[17.789164]	[92]	[5745974, 5745985]	[5745974]
322_20620	chr1	153404711	153405111	+	1000	146.0	[6.893758, 5.027772]	[97, 127]	[12.57606]	[127]	[153404892, 153404922]	[153404922]
322_20621	chr1	163359126	163359526	+	1000	146.0	[18.944283]	[102]	[7.014014]	[102]	[163359327]	[163359327]
322_20625	chr10	43683490	43683890	+	1000	146.0	[5.026176]	[96]	[12.826636, 7.2256384]	[95, 121]	[43683679]	[43683678, 43683704]
322_20627	chr10	57657149	57657549	+	1000	146.0	[8.244845]	[82]	[14.978956]	[95]	[57657324]	[57657337]
322_20628	chr10	91758545	91758945	+	1000	146.0	[14.466358]	[109]	[]	[]	[91758742]	[]
322_20631	chr10	104274674	104275074	+	1000	146.0	[6.830946]	[88]	[5.2735405]	[127]	[104274861]	[104274900]
322_20641	chr12	51424971	51425371	+	1000	146.0	[4.8825974, 17.80919]	[92, 102]	[6.5702195]	[71]	[51425159, 51425169]	[51425138]
322_20649	chr14	32560267	32560667	+	1000	146.0	[]	[]	[7.9027905]	[93]	[]	[32560452]
322_2065	chr1	26997616	26998016	+	1000	360.0	[20.972078, 6.7801805]	[91, 139]	[]	[]	[26997805, 26997853]	[]
322_20651	chr14	106141768	106142168	+	1000	146.0	[]	[]	[19.520868, 19.083403]	[65, 128]	[]	[106141922, 106141985]
322_20654	chr15	43511554	43511954	+	1000	146.0	[5.7024384, 8.863416]	[101, 104]	[10.553786]	[101]	[43511750, 43511753]	[43511750]
322_20657	chr16	17258791	17259191	+	1000	146.0	[12.723796]	[97]	[]	[]	[17258985]	[]
322_20659	chr16	27779866	27780266	+	1000	146.0	[9.7027445, 6.4323626]	[105, 108]	[]	[]	[27780070, 27780073]	[]
322_20662	chr17	12256378	12256778	+	1000	146.0	[15.73342]	[99]	[9.096394]	[99]	[12256566]	[12256566]
322_20665	chr17	32461725	32462125	+	1000	146.0	[18.334557]	[81]	[]	[]	[32461905]	[]
322_20666	chr17	58200029	58200429	+	1000	146.0	[18.302935]	[88]	[8.808713]	[88]	[58200215]	[58200215]
322_20667	chr17	66727904	66728304	+	1000	146.0	[16.437544]	[115]	[]	[]	[66728113]	[]
322_20668	chr18	58231929	58232329	+	1000	146.0	[]	[]	[14.146589]	[90]	[]	[58232118]
322_2067	chr1	108746309	108746709	+	1000	360.0	[11.116194, 9.015629]	[102, 159]	[]	[]	[108746501, 108746558]	[]
322_20671	chr19	38441656	38442056	+	1000	146.0	[5.981628]	[105]	[11.2976265]	[90]	[38441853]	[38441838]
322_20672	chr19	38685749	38686149	+	1000	146.0	[7.2847157]	[101]	[5.5821733, 11.103361]	[98, 150]	[38685937]	[38685934, 38685986]
322_20677	chr2	198314534	198314934	+	1000	146.0	[15.866247]	[115]	[]	[]	[198314747]	[]
322_20679	chr20	2207498	2207898	+	1000	146.0	[10.174944]	[100]	[]	[]	[2207686]	[]
322_2068	chr1	112707260	112707660	+	1000	360.0	[]	[]	[15.765734]	[111]	[]	[112707471]
322_20682	chr20	63215067	63215467	+	1000	146.0	[]	[]	[10.834036]	[77]	[]	[63215244]
322_20688	chr22_KI270731v1_random	4758	5158	+	1000	146.0	[17.736263]	[66]	[]	[]	[4924]	[]
322_20691	chr3	101196113	101196513	+	1000	146.0	[]	[]	[14.259418]	[93]	[]	[101196299]
322_20695	chr3	149352452	149352852	+	1000	146.0	[9.3337755]	[100]	[]	[]	[149352648]	[]
322_20699	chr4	7295937	7296337	+	1000	146.0	[]	[]	[17.67705, 8.143844, 6.277383]	[93, 107, 146]	[]	[7296125, 7296139, 7296178]
322_207	chr6	29753037	29753437	+	1000	619.0	[]	[]	[6.9086432, 4.3842516]	[114, 139]	[]	[29753246, 29753271]
322_2070	chr1	157156001	157156401	+	1000	360.0	[4.7233677]	[157]	[21.115988]	[101]	[157156246]	[157156190]
322_20703	chr4	139452965	139453365	+	1000	146.0	[5.3371015]	[109]	[9.450118]	[144]	[139453171]	[139453206]
322_20704	chr4	153634729	153635129	+	1000	146.0	[16.765978]	[115]	[]	[]	[153634938]	[]
322_20705	chr4	169486120	169486520	+	1000	146.0	[6.9999766]	[115]	[5.4911833, 7.1584573]	[87, 115]	[169486333]	[169486305, 169486333]
322_20708	chr5	81425471	81425871	+	1000	146.0	[15.350847]	[102]	[]	[]	[81425669]	[]
322_2071	chr1	160085596	160085996	+	1000	360.0	[18.057343]	[90]	[7.1012473]	[138]	[160085786]	[160085834]
322_20710	chr5	116576034	116576434	+	1000	146.0	[11.8241415]	[110]	[]	[]	[116576237]	[]
322_20713	chr5	141234080	141234480	+	1000	146.0	[5.2024727]	[106]	[]	[]	[141234283]	[]
322_20714	chr5	150589764	150590164	+	1000	146.0	[6.4743247]	[87]	[]	[]	[150589951]	[]
322_20717	chr7	21254057	21254457	+	1000	146.0	[5.9850793]	[145]	[12.343849]	[91]	[21254300]	[21254246]
322_20719	chr7	92178845	92179245	+	1000	146.0	[16.385414]	[101]	[4.416472]	[68]	[92179042]	[92179009]
322_2072	chr1	167066596	167066996	+	1000	360.0	[10.278699, 6.448824]	[99, 109]	[]	[]	[167066794, 167066804]	[]
322_20720	chr7	101815453	101815853	+	1000	146.0	[]	[]	[6.733937, 15.220204]	[94, 104]	[]	[101815646, 101815656]
322_20722	chr8	11279492	11279892	+	1000	146.0	[]	[]	[15.539297]	[98]	[]	[11279684]
322_20726	chr8	79615400	79615800	+	1000	146.0	[9.523194]	[109]	[]	[]	[79615603]	[]
322_20729	chr8	117304110	117304510	+	1000	146.0	[]	[]	[16.738562]	[106]	[]	[117304300]
322_20732	chr9	19048993	19049393	+	1000	146.0	[19.128931]	[80]	[]	[]	[19049164]	[]
322_20735	chr9	110623444	110623844	+	1000	146.0	[]	[]	[13.73763, 5.162667]	[106, 154]	[]	[110623640, 110623688]
322_20736	chr9	111691730	111692130	+	1000	146.0	[]	[]	[15.356054]	[94]	[]	[111691922]
322_20744	chrX	124406652	124407052	+	1000	146.0	[12.695243]	[103]	[]	[]	[124406848]	[]
322_20752	chr1	121097490	121097890	+	1000	145.0	[5.2167687]	[100]	[19.36603]	[100]	[121097688]	[121097688]
322_20757	chr1	234212712	234213112	+	1000	145.0	[4.6997952, 14.2134905]	[87, 117]	[]	[]	[234212892, 234212922]	[]
322_20759	chr10	1368836	1369236	+	1000	145.0	[6.1622972]	[85]	[7.0405583]	[97]	[1369019]	[1369031]
322_20760	chr10	14478642	14479042	+	1000	145.0	[]	[]	[5.014868, 9.159087]	[68, 108]	[]	[14478804, 14478844]
322_20762	chr10	29386347	29386747	+	1000	145.0	[17.569002]	[104]	[]	[]	[29386550]	[]
322_20764	chr10	87735217	87735617	+	1000	145.0	[8.501414]	[80]	[9.594281]	[106]	[87735392]	[87735418]
322_20769	chr11	67374132	67374532	+	1000	145.0	[5.694816, 5.46713]	[135, 145]	[9.881474]	[83]	[67374363, 67374373]	[67374311]
322_2077	chr11	119533827	119534227	+	1000	360.0	[6.5892544]	[151]	[13.01601]	[89]	[119534074]	[119534012]
322_20770	chr11	68798218	68798618	+	1000	145.0	[]	[]	[18.322874]	[100]	[]	[68798410]
322_20772	chr11	100930177	100930577	+	1000	145.0	[]	[]	[16.459648]	[94]	[]	[100930368]
322_20776	chr12	5022441	5022841	+	1000	145.0	[16.547459]	[88]	[5.756065]	[77]	[5022629]	[5022618]
322_20778	chr12	121839292	121839692	+	1000	145.0	[]	[]	[11.473403]	[77]	[]	[121839466]
322_20779	chr13	27375693	27376093	+	1000	145.0	[14.507774]	[119]	[]	[]	[27375906]	[]
322_2078	chr12	49644515	49644915	+	1000	360.0	[19.091757]	[106]	[]	[]	[49644717]	[]
322_20782	chr13	75258159	75258559	+	1000	145.0	[]	[]	[15.3792715]	[99]	[]	[75258358]
322_20785	chr14	87944966	87945366	+	1000	145.0	[15.188944]	[108]	[]	[]	[87945168]	[]
322_20787	chr14	105281802	105282202	+	1000	145.0	[]	[]	[10.489153]	[111]	[]	[105282006]
322_20789	chr15	101652246	101652646	+	1000	145.0	[]	[]	[13.603304]	[97]	[]	[101652442]
322_2079	chr12	63843811	63844211	+	1000	360.0	[14.290817]	[112]	[8.859841]	[112]	[63844017]	[63844017]
322_20797	chr16	73196757	73197157	+	1000	145.0	[5.761264]	[107]	[11.748763, 5.580116]	[94, 104]	[73196964]	[73196951, 73196961]
322_208	chr6	109705177	109705577	+	1000	619.0	[19.102684, 7.3523097]	[62, 148]	[7.1569457]	[61]	[109705331, 109705417]	[109705330]
322_2080	chr12	82358618	82359018	+	1000	360.0	[]	[]	[20.066236]	[84]	[]	[82358793]
322_20804	chr17	67158096	67158496	+	1000	145.0	[]	[]	[14.209741]	[94]	[]	[67158289]
322_20805	chr17	79187943	79188343	+	1000	145.0	[17.96332]	[106]	[8.064103]	[133]	[79188144]	[79188171]
322_20807	chr18	35127229	35127629	+	1000	145.0	[]	[]	[15.266725]	[74]	[]	[35127401]
322_20808	chr18	62249490	62249890	+	1000	145.0	[9.63935]	[79]	[22.279346]	[79]	[62249669]	[62249669]
322_20809	chr18	74116966	74117366	+	1000	145.0	[]	[]	[11.333947, 5.173946]	[102, 112]	[]	[74117167, 74117177]
322_20810	chr18	74353174	74353574	+	1000	145.0	[15.591213]	[92]	[]	[]	[74353365]	[]
322_20813	chr19	47414444	47414844	+	1000	145.0	[]	[]	[8.493001]	[112]	[]	[47414648]
322_20817	chr2	20326154	20326554	+	1000	145.0	[]	[]	[18.32878]	[90]	[]	[20326340]
322_20822	chr2	164992810	164993210	+	1000	145.0	[17.030535]	[113]	[]	[]	[164993015]	[]
322_20823	chr2	197113191	197113591	+	1000	145.0	[9.2947445]	[107]	[]	[]	[197113396]	[]
322_20827	chr20	8751448	8751848	+	1000	145.0	[19.994488]	[100]	[6.1590476]	[99]	[8751643]	[8751642]
322_20829	chr20	21048795	21049195	+	1000	145.0	[18.052933]	[101]	[12.616848]	[100]	[21048991]	[21048990]
322_20831	chr20	64069704	64070104	+	1000	145.0	[]	[]	[20.81116]	[88]	[]	[64069885]
322_20832	chr21	17585878	17586278	+	1000	145.0	[]	[]	[17.375391]	[83]	[]	[17586060]
322_20835	chr22	19430851	19431251	+	1000	145.0	[9.259538]	[99]	[6.986507]	[124]	[19431047]	[19431072]
322_20840	chr3	94249503	94249903	+	1000	145.0	[19.887674]	[103]	[]	[]	[94249698]	[]
322_20842	chr3	123559041	123559441	+	1000	145.0	[]	[]	[19.641052]	[108]	[]	[123559241]
322_20843	chr3	131033468	131033868	+	1000	145.0	[11.264429]	[98]	[5.0049562]	[98]	[131033657]	[131033657]
322_20846	chr3	186277518	186277918	+	1000	145.0	[8.977857]	[118]	[8.677438]	[96]	[186277728]	[186277706]
322_20850	chr4	123102874	123103274	+	1000	145.0	[10.21381]	[99]	[]	[]	[123103069]	[]
322_20851	chr4	151649481	151649881	+	1000	145.0	[6.3881416]	[79]	[]	[]	[151649656]	[]
322_20852	chr4	165537023	165537423	+	1000	145.0	[16.956882]	[88]	[]	[]	[165537202]	[]
322_20855	chr5	36177957	36178357	+	1000	145.0	[12.653957]	[103]	[]	[]	[36178153]	[]
322_20857	chr5	61934011	61934411	+	1000	145.0	[5.391978]	[128]	[13.646439]	[104]	[61934233]	[61934209]
322_20859	chr5	141172371	141172771	+	1000	145.0	[10.235539]	[104]	[6.468581]	[59]	[141172568]	[141172523]
322_20861	chr5	163503114	163503514	+	1000	145.0	[5.1493526]	[127]	[12.433821]	[96]	[163503330]	[163503299]
322_20865	chr6	36977352	36977752	+	1000	145.0	[16.9888]	[119]	[]	[]	[36977555]	[]
322_20868	chr6	46855962	46856362	+	1000	145.0	[6.98256, 5.2200475]	[87, 121]	[18.166004]	[86]	[46856141, 46856175]	[46856140]
322_20870	chr6	84284385	84284785	+	1000	145.0	[15.398842]	[100]	[5.573445]	[89]	[84284578]	[84284567]
322_20877	chr7	134108804	134109204	+	1000	145.0	[]	[]	[8.459506]	[97]	[]	[134108991]
322_20878	chr7	150286099	150286499	+	1000	145.0	[6.694316]	[104]	[]	[]	[150286303]	[]
322_2088	chr4	1809922	1810322	+	1000	360.0	[7.6528287]	[147]	[12.645116, 9.909867]	[76, 146]	[1810166]	[1810095, 1810165]
322_20884	chr9	126514169	126514569	+	1000	145.0	[11.546737]	[113]	[]	[]	[126514378]	[]
322_20895	chr1	64663675	64664075	+	1000	144.0	[14.5338]	[112]	[]	[]	[64663882]	[]
322_20897	chr1	155325100	155325500	+	1000	144.0	[]	[]	[14.382774]	[107]	[]	[155325303]
322_20902	chr1	228463641	228464041	+	1000	144.0	[15.192236]	[113]	[]	[]	[228463840]	[]
322_20904	chr1	241499910	241500310	+	1000	144.0	[]	[]	[14.948472]	[81]	[]	[241500088]
322_20905	chr10	6406240	6406640	+	1000	144.0	[]	[]	[10.001584]	[99]	[]	[6406430]
322_2091	chr5	173144251	173144651	+	1000	360.0	[15.778214, 5.66096]	[95, 133]	[]	[]	[173144438, 173144476]	[]
322_20910	chr10	87850753	87851153	+	1000	144.0	[14.332526]	[105]	[]	[]	[87850946]	[]
322_20911	chr10	90751395	90751795	+	1000	144.0	[9.9816065, 16.468771]	[67, 106]	[]	[]	[90751547, 90751586]	[]
322_20913	chr11	5369858	5370258	+	1000	144.0	[]	[]	[5.0731807, 10.65449]	[64, 111]	[]	[5370016, 5370063]
322_20919	chr11	64343804	64344204	+	1000	144.0	[6.820851]	[99]	[16.194998]	[96]	[64343999]	[64343996]
322_2092	chr5	176660785	176661185	+	1000	360.0	[21.38607]	[91]	[]	[]	[176660970]	[]
322_20920	chr11	68271094	68271494	+	1000	144.0	[7.915773]	[102]	[]	[]	[68271293]	[]
322_20921	chr11	75214307	75214707	+	1000	144.0	[12.347413]	[89]	[]	[]	[75214490]	[]
322_20928	chr12	6537842	6538242	+	1000	144.0	[]	[]	[21.248625]	[102]	[]	[6538044]
322_20933	chr14	20934155	20934555	+	1000	144.0	[8.060404]	[61]	[19.912292]	[86]	[20934314]	[20934339]
322_20935	chr14	73295186	73295586	+	1000	144.0	[17.842691]	[100]	[]	[]	[73295382]	[]
322_20936	chr14	91858564	91858964	+	1000	144.0	[6.4220185]	[66]	[]	[]	[91858728]	[]
322_2094	chr6	125314095	125314495	+	1000	360.0	[8.388071, 6.1947756, 5.4944086]	[73, 74, 100]	[]	[]	[125314265, 125314266, 125314292]	[]
322_20947	chr17	4304419	4304819	+	1000	144.0	[]	[]	[17.31688]	[86]	[]	[4304605]
322_20952	chr17	57402073	57402473	+	1000	144.0	[]	[]	[6.5262675, 9.811865]	[83, 109]	[]	[57402255, 57402281]
322_20953	chr17	75267594	75267994	+	1000	144.0	[6.2583294]	[104]	[]	[]	[75267793]	[]
322_20954	chr18	3885217	3885617	+	1000	144.0	[4.5319524]	[104]	[]	[]	[3885414]	[]
322_20957	chr18	37282385	37282785	+	1000	144.0	[7.5735126]	[93]	[]	[]	[37282575]	[]
322_20958	chr18	48711879	48712279	+	1000	144.0	[13.664625]	[97]	[]	[]	[48712072]	[]
322_20959	chr18	57561841	57562241	+	1000	144.0	[]	[]	[18.250162]	[85]	[]	[57562022]
322_2096	chr7	153381539	153381939	+	1000	360.0	[19.807556]	[98]	[5.2194567, 6.728127]	[72, 98]	[153381735]	[153381709, 153381735]
322_20960	chr18	70490329	70490729	+	1000	144.0	[22.070503]	[102]	[]	[]	[70490529]	[]
322_20967	chr2	70301141	70301541	+	1000	144.0	[17.009497]	[105]	[]	[]	[70301342]	[]
322_2097	chr8	140636025	140636425	+	1000	360.0	[]	[]	[11.856289]	[93]	[]	[140636216]
322_20970	chr2	129397205	129397605	+	1000	144.0	[]	[]	[18.31318]	[93]	[]	[129397397]
322_20971	chr2	156892488	156892888	+	1000	144.0	[]	[]	[13.138398]	[102]	[]	[156892683]
322_20973	chr2	197851467	197851867	+	1000	144.0	[12.421612]	[109]	[6.7341228]	[143]	[197851668]	[197851702]
322_20975	chr2	222561811	222562211	+	1000	144.0	[]	[]	[14.336488]	[108]	[]	[222562010]
322_20976	chr2	224284301	224284701	+	1000	144.0	[]	[]	[18.203497]	[123]	[]	[224284515]
322_20986	chr22	35627152	35627552	+	1000	144.0	[10.400419]	[105]	[]	[]	[35627339]	[]
322_2099	chrX	66110141	66110541	+	1000	360.0	[11.994198]	[61]	[9.727286]	[140]	[66110295]	[66110374]
322_20991	chr3	48989717	48990117	+	1000	144.0	[]	[]	[8.573228]	[120]	[]	[48989937]
322_20995	chr3	75422080	75422480	+	1000	144.0	[5.0537963]	[59]	[15.165841]	[86]	[75422239]	[75422266]
322_20996	chr3	112043615	112044015	+	1000	144.0	[]	[]	[19.80063]	[111]	[]	[112043821]
322_20999	chr4	42519815	42520215	+	1000	144.0	[]	[]	[15.438105]	[100]	[]	[42520007]
322_21009	chr6	16286047	16286447	+	1000	144.0	[14.347902]	[105]	[8.092908, 6.508342]	[80, 104]	[16286249]	[16286224, 16286248]
322_21010	chr6	44264833	44265233	+	1000	144.0	[4.7601867]	[109]	[10.8868265]	[106]	[44265037]	[44265034]
322_21017	chr7	774479	774879	+	1000	144.0	[]	[]	[5.0505996, 15.177863, 9.891897]	[57, 104, 107]	[]	[774633, 774680, 774683]
322_21018	chr7	19665407	19665807	+	1000	144.0	[]	[]	[12.887122]	[106]	[]	[19665607]
322_21019	chr7	22853954	22854354	+	1000	144.0	[15.009418]	[68]	[]	[]	[22854117]	[]
322_2102	chr1	44786062	44786462	+	1000	359.0	[9.501679]	[106]	[9.3789835, 4.431963]	[99, 127]	[44786266]	[44786259, 44786287]
322_21022	chr7	25895318	25895718	+	1000	144.0	[]	[]	[18.36764]	[116]	[]	[25895526]
322_21024	chr7	80699017	80699417	+	1000	144.0	[16.04964]	[106]	[]	[]	[80699219]	[]
322_21026	chr7	117993406	117993806	+	1000	144.0	[8.918155]	[101]	[]	[]	[117993602]	[]
322_21028	chr7	134197365	134197765	+	1000	144.0	[]	[]	[7.5252976]	[106]	[]	[134197564]
322_21029	chr7	135710852	135711252	+	1000	144.0	[4.684565, 4.4873924]	[69, 78]	[10.240719]	[68]	[135711015, 135711024]	[135711014]
