#PeakID(python identify_motif.py ./ENCODE_processed_files/SOX6_idr.fa SOX6 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
986_14170	chr5	179836699	179837099	+	1000	78.5	[9.315548]	[163]	[]	[]	[179836927]	[]
986_14171	chr5	180071879	180072279	+	1000	78.5	[]	[]	[8.055507]	[148]	[]	[180072091]
986_14172	chr6	34969563	34969963	+	1000	78.5	[]	[]	[11.78397]	[78]	[]	[34969716]
986_14176	chr6	47309800	47310200	+	1000	78.5	[7.8125415]	[124]	[]	[]	[47310000]	[]
986_14208	chrX	132044967	132045367	+	1000	78.5	[]	[]	[12.637342]	[80]	[]	[132045141]
986_1422	chr2	72543539	72543939	+	1000	252.5	[]	[]	[7.8125415]	[107]	[]	[72543737]
986_14240	chr11	35030728	35031128	+	1000	78.0	[]	[]	[6.2220955]	[126]	[]	[35030944]
986_14243	chr11	96012115	96012515	+	1000	78.0	[6.6004295]	[138]	[11.946385]	[166]	[96012316]	[96012344]
986_14244	chr11	117143944	117144344	+	1000	78.0	[]	[]	[11.946385]	[154]	[]	[117144125]
986_1425	chr4	81421500	81421900	+	1000	252.5	[]	[]	[7.6431108]	[127]	[]	[81421718]
986_14253	chr12	104286951	104287351	+	1000	78.0	[]	[]	[12.026935]	[120]	[]	[104287134]
986_14266	chr15	65902351	65902751	+	1000	78.0	[11.946385]	[92]	[]	[]	[65902508]	[]
986_14269	chr16	23967081	23967481	+	1000	78.0	[]	[]	[9.153132]	[166]	[]	[23967322]
986_14277	chr17	34598384	34598784	+	1000	78.0	[6.3118367, 7.6431108]	[106, 131]	[]	[]	[34598587, 34598612]	[]
986_14295	chr2	240251074	240251474	+	1000	78.0	[8.055507]	[154]	[]	[]	[240251323]	[]
986_14302	chr22	26645184	26645584	+	1000	78.0	[6.4234533]	[97]	[]	[]	[26645362]	[]
986_14307	chr3	15042919	15043319	+	1000	78.0	[]	[]	[10.006505]	[144]	[]	[15043151]
986_1434	chr4	159151090	159151490	+	1000	251.5	[]	[]	[6.2220955]	[103]	[]	[159151278]
986_14340	chr6	37018185	37018585	+	1000	78.0	[6.2220955]	[182]	[]	[]	[37018412]	[]
986_14374	chr1	15627971	15628371	+	1000	77.5	[]	[]	[6.2220955]	[116]	[]	[15628185]
986_1438	chr3	12953231	12953631	+	1000	251.0	[6.2220955]	[124]	[]	[]	[12953445]	[]
986_14388	chr1	153920469	153920869	+	1000	77.5	[]	[]	[8.910168]	[167]	[]	[153920715]
986_14391	chr1	166700622	166701022	+	1000	77.5	[11.946385]	[108]	[]	[]	[166700822]	[]
986_14392	chr1	170074436	170074836	+	1000	77.5	[]	[]	[6.3845105]	[218]	[]	[170074659]
986_14393	chr1	180815222	180815622	+	1000	77.5	[8.055507]	[78]	[]	[]	[180815376]	[]
986_14395	chr1	198481629	198482029	+	1000	77.5	[6.5548015]	[124]	[6.2237215]	[104]	[198481853]	[198481833]
986_14400	chr1	244969421	244969821	+	1000	77.5	[6.3845105]	[136]	[6.2220955]	[114]	[244969644]	[244969622]
986_14409	chr10	112678665	112679065	+	1000	77.5	[]	[]	[6.8433943, 7.0058093, 8.910168]	[63, 87, 127]	[]	[112678817, 112678841, 112678881]
986_14418	chr12	57693592	57693992	+	1000	77.5	[]	[]	[6.3845105]	[145]	[]	[57693827]
986_14420	chr12	76033322	76033722	+	1000	77.5	[6.2220955]	[70]	[]	[]	[76033477]	[]
986_14421	chr13	31162246	31162646	+	1000	77.5	[12.026935, 9.153132]	[126, 164]	[]	[]	[31162443, 31162481]	[]
986_14425	chr14	75298992	75299392	+	1000	77.5	[]	[]	[13.042722]	[95]	[]	[75299176]
986_14427	chr15	33678614	33679014	+	1000	77.5	[]	[]	[12.799757]	[142]	[]	[33678825]
986_14428	chr15	43791773	43792173	+	1000	77.5	[7.6431108]	[168]	[]	[]	[43791981]	[]
986_14434	chr17	2711694	2712094	+	1000	77.5	[]	[]	[8.910168]	[70]	[]	[2711855]
986_14453	chr19	45730824	45731224	+	1000	77.5	[]	[]	[12.026935]	[171]	[]	[45731063]
986_14464	chr2	72534587	72534987	+	1000	77.5	[6.5548015]	[136]	[12.799757]	[127]	[72534789]	[72534780]
986_14469	chr2	170155004	170155404	+	1000	77.5	[]	[]	[6.7628446]	[85]	[]	[170155180]
986_14475	chr20	49671417	49671817	+	1000	77.5	[6.3845105, 7.805526]	[67, 120]	[]	[]	[49671580, 49671633]	[]
986_14477	chr20	54044146	54044546	+	1000	77.5	[7.0058093]	[115]	[]	[]	[54044347]	[]
986_14478	chr20	63658094	63658494	+	1000	77.5	[]	[]	[7.8125415]	[122]	[]	[63658282]
986_1448	chr22	26632570	26632970	+	1000	250.0	[6.2220955]	[138]	[]	[]	[26632788]	[]
986_14480	chr21	38968775	38969175	+	1000	77.5	[]	[]	[6.3118367]	[94]	[]	[38968964]
986_14486	chr22	45642988	45643388	+	1000	77.5	[]	[]	[7.2768254]	[172]	[]	[45643239]
986_1449	chr6	36118513	36118913	+	1000	250.0	[]	[]	[6.2220955]	[160]	[]	[36118739]
986_14493	chr3	179604559	179604959	+	1000	77.5	[11.78397]	[94]	[]	[]	[179604741]	[]
986_14507	chr5	91381720	91382120	+	1000	77.5	[]	[]	[7.805526, 10.16892]	[100, 166]	[]	[91381902, 91381968]
986_14519	chr6	11064824	11065224	+	1000	77.5	[13.042722]	[114]	[]	[]	[11065019]	[]
986_1452	chr7	106723446	106723846	+	1000	250.0	[]	[]	[6.8433943, 6.5548015, 12.799757]	[73, 99, 145]	[]	[106723615, 106723641, 106723687]
986_14520	chr6	21022267	21022667	+	1000	77.5	[]	[]	[10.16892]	[79]	[]	[21022441]
986_14521	chr6	30722579	30722979	+	1000	77.5	[8.910168]	[97]	[]	[]	[30722753]	[]
986_14531	chr7	77122213	77122613	+	1000	77.5	[]	[]	[6.2220955]	[179]	[]	[77122446]
986_14537	chr7	111486519	111486919	+	1000	77.5	[]	[]	[6.3845105]	[141]	[]	[111486744]
986_14550	chrX	152072202	152072602	+	1000	77.5	[12.880307]	[133]	[6.7628446, 13.042722]	[67, 100]	[152072426]	[152072360, 152072393]
986_14563	chr1	146007212	146007612	+	1000	77.0	[8.908878]	[60]	[]	[]	[146007363]	[]
986_14566	chr1	161941710	161942110	+	1000	77.0	[6.2220955, 12.026935]	[107, 116]	[]	[]	[161941910, 161941919]	[]
986_14582	chr11	35337185	35337585	+	880	77.0	[13.042722, 8.055507]	[97, 133]	[]	[]	[35337359, 35337395]	[]
986_14590	chr11	96263316	96263716	+	1000	77.0	[]	[]	[6.2220955]	[72]	[]	[96263470]
986_14602	chr14	81267905	81268305	+	1000	77.0	[]	[]	[6.8433943]	[137]	[]	[81268131]
986_1461	chr17	42519025	42519425	+	1000	249.0	[]	[]	[12.18935]	[160]	[]	[42519263]
986_14610	chr16	65767121	65767521	+	1000	77.0	[7.6431108]	[146]	[]	[]	[65767357]	[]
986_14616	chr17	58985414	58985814	+	1000	77.0	[]	[]	[9.153132, 12.637342]	[154, 163]	[]	[58985636, 58985645]
986_14619	chr17	82868609	82869009	+	1000	77.0	[]	[]	[6.2220955]	[68]	[]	[82868762]
986_14636	chr2	195594294	195594694	+	1000	77.0	[]	[]	[13.042722]	[135]	[]	[195594523]
986_14644	chr21	35138687	35139087	+	1000	77.0	[9.072583]	[127]	[]	[]	[35138890]	[]
986_14668	chr5	72816407	72816807	+	1000	77.0	[11.946385]	[191]	[]	[]	[72816657]	[]
986_14669	chr5	78908179	78908579	+	1000	77.0	[]	[]	[6.3118367, 9.925955]	[73, 150]	[]	[78908351, 78908428]
986_1468	chr10	25493111	25493511	+	1000	248.0	[11.78397]	[59]	[]	[]	[25493264]	[]
986_14686	chr6	72580298	72580698	+	1000	77.0	[]	[]	[6.3923864]	[73]	[]	[72580463]
986_14690	chr6	137923907	137924307	+	1000	77.0	[7.2768254]	[191]	[]	[]	[137924116]	[]
986_14706	chr8	42894162	42894562	+	1000	77.0	[]	[]	[6.2220955]	[138]	[]	[42894393]
986_14722	chr1	2212652	2213052	+	1000	76.5	[11.78397]	[114]	[]	[]	[2212834]	[]
986_14731	chr1	51690206	51690606	+	1000	76.5	[11.946385, 6.2220955]	[60, 81]	[]	[]	[51690365, 51690386]	[]
986_14755	chr11	61797175	61797575	+	1000	76.5	[]	[]	[8.658898]	[71]	[]	[61797341]
986_14757	chr11	74398591	74398991	+	1000	76.5	[12.026935]	[178]	[]	[]	[74398836]	[]
986_14765	chr12	23555827	23556227	+	1000	76.5	[6.2220955]	[140]	[]	[]	[23556051]	[]
986_14768	chr12	108783308	108783708	+	1000	76.5	[]	[]	[6.2220955]	[158]	[]	[108783557]
986_14776	chr15	43514166	43514566	+	1000	76.5	[]	[]	[6.2220955]	[130]	[]	[43514389]
986_14801	chr18	11851210	11851610	+	1000	76.5	[]	[]	[12.18935]	[109]	[]	[11851415]
986_14803	chr19	507140	507540	+	1000	76.5	[]	[]	[8.055507]	[100]	[]	[507316]
986_1481	chr5	139342149	139342549	+	1000	247.5	[10.16892]	[118]	[6.4234533]	[108]	[139342364]	[139342354]
986_14827	chr2	171523529	171523929	+	1000	76.5	[6.3845105, 8.908878]	[125, 138]	[]	[]	[171523704, 171523717]	[]
986_14831	chr20	35344281	35344681	+	1000	76.5	[]	[]	[7.2768254]	[110]	[]	[35344452]
986_1484	chr18	6682974	6683374	+	1000	247.0	[6.2220955]	[94]	[9.315548, 9.315548]	[116, 121]	[6683166]	[6683188, 6683193]
986_14845	chr3	115658282	115658682	+	1000	76.5	[12.18935]	[144]	[]	[]	[115658483]	[]
986_14870	chr5	124649701	124650101	+	1000	76.5	[]	[]	[6.3845105, 6.2237215]	[95, 134]	[]	[124649878, 124649917]
986_14873	chr5	139268515	139268915	+	1000	76.5	[6.4666862, 6.2220955, 10.006505]	[144, 154, 161]	[]	[]	[139268735, 139268745, 139268752]	[]
986_14878	chr6	26494099	26494499	+	1000	76.5	[8.908878]	[132]	[9.315548]	[59]	[26494329]	[26494256]
986_1488	chr5	98954645	98955045	+	1000	247.0	[6.2220955, 11.946385, 12.18935]	[89, 129, 136]	[]	[]	[98954824, 98954864, 98954871]	[]
986_14882	chr6	37845577	37845977	+	905	76.5	[12.799757]	[143]	[6.3845105]	[115]	[37845803]	[37845775]
986_14883	chr6	133952915	133953315	+	1000	76.5	[6.2220955]	[196]	[]	[]	[133953164]	[]
986_14891	chr7	100827717	100828117	+	1000	76.5	[]	[]	[8.055507]	[149]	[]	[100827919]
986_14910	chr9	130794953	130795353	+	1000	76.5	[8.910168]	[126]	[]	[]	[130795149]	[]
986_1493	chr3	69719297	69719697	+	1000	246.5	[9.315548]	[77]	[]	[]	[69719470]	[]
986_14954	chr12	106739280	106739680	+	1000	76.0	[]	[]	[6.2220955]	[161]	[]	[106739500]
986_14956	chr12	120317684	120318084	+	1000	76.0	[]	[]	[6.3118367, 12.880307, 12.880307]	[110, 143, 154]	[]	[120317875, 120317908, 120317919]
986_14972	chr17	16273506	16273906	+	1000	76.0	[]	[]	[12.18935]	[122]	[]	[16273711]
986_14973	chr17	27491858	27492258	+	1000	76.0	[6.3845105]	[74]	[]	[]	[27492027]	[]
986_14981	chr17	63550149	63550549	+	1000	76.0	[]	[]	[6.3845105]	[166]	[]	[63550352]
986_14983	chr17	75778800	75779200	+	1000	76.0	[12.799757]	[132]	[7.8125415]	[108]	[75779024]	[75779000]
986_1499	chr11	120339520	120339920	+	1000	246.0	[6.7628446]	[80]	[]	[]	[120339699]	[]
986_14999	chr1_KI270714v1_random	13113	13513	+	1000	76.0	[7.0058093]	[69]	[]	[]	[13274]	[]
986_15004	chr2	38603349	38603749	+	1000	76.0	[6.3845105, 6.2220955]	[101, 179]	[]	[]	[38603505, 38603583]	[]
986_1501	chr7	140175354	140175754	+	1000	246.0	[12.18935]	[148]	[]	[]	[140175582]	[]
986_15015	chr2	108588150	108588550	+	1000	76.0	[]	[]	[12.026935]	[108]	[]	[108588327]
986_15016	chr2	112784261	112784661	+	1000	76.0	[]	[]	[9.76354]	[101]	[]	[112784434]
986_15023	chr21	29712791	29713191	+	1000	76.0	[12.799757]	[69]	[]	[]	[29712946]	[]
986_15024	chr21	35416852	35417252	+	1000	76.0	[9.315548]	[66]	[]	[]	[35417013]	[]
986_1504	chr14	68295318	68295718	+	1000	245.5	[6.7628446]	[120]	[]	[]	[68295536]	[]
986_15064	chr6	311702	312102	+	1000	76.0	[]	[]	[6.3118367, 6.7628446]	[108, 122]	[]	[311894, 311908]
986_15067	chr6	18264625	18265025	+	1000	76.0	[10.16892]	[190]	[]	[]	[18264853]	[]
986_15078	chr7	2735255	2735655	+	1000	76.0	[]	[]	[8.055507]	[95]	[]	[2735441]
986_15082	chr7	44490565	44490965	+	1000	76.0	[]	[]	[9.153132]	[149]	[]	[44490802]
986_151	chr7	102992968	102993368	+	1000	625.5	[6.2220955]	[88]	[]	[]	[102993151]	[]
986_15107	chrX	107152982	107153382	+	1000	76.0	[]	[]	[6.2220955]	[144]	[]	[107153202]
986_1511	chr16	30922888	30923288	+	1000	245.0	[12.799757]	[108]	[]	[]	[30923090]	[]
986_15110	chr1	15761612	15762012	+	1000	75.5	[10.16892]	[92]	[]	[]	[15761789]	[]
986_15114	chr1	42958684	42959084	+	1000	75.5	[6.2220955]	[180]	[]	[]	[42958910]	[]
986_15131	chr1	236168676	236169076	+	1000	75.5	[8.665914]	[138]	[]	[]	[236168894]	[]
986_15138	chr10	110567059	110567459	+	1000	75.5	[]	[]	[7.805526]	[123]	[]	[110567235]
986_1514	chr12	54359370	54359770	+	1000	244.5	[]	[]	[12.026935]	[82]	[]	[54359539]
986_15145	chr11	62548832	62549232	+	1000	75.5	[13.042722]	[110]	[]	[]	[62549040]	[]
986_15149	chr12	50025401	50025801	+	1000	75.5	[]	[]	[7.6431108]	[155]	[]	[50025608]
986_15152	chr12	109467825	109468225	+	1000	75.5	[10.006505]	[175]	[6.2220955]	[141]	[109468060]	[109468026]
986_15160	chr15	34708379	34708779	+	1000	75.5	[7.6431108]	[153]	[]	[]	[34708620]	[]
986_15167	chr15	92820312	92820712	+	1000	75.5	[9.315548]	[228]	[]	[]	[92820546]	[]
986_15182	chr17	64927465	64927865	+	1000	75.5	[6.2237215]	[93]	[6.2220955]	[148]	[64927655]	[64927710]
986_15194	chr19	48637451	48637851	+	1000	75.5	[]	[]	[6.2220955]	[134]	[]	[48637618]
986_15201	chr2	47198888	47199288	+	1000	75.5	[]	[]	[6.2220955]	[162]	[]	[47199122]
986_1521	chr3	178170649	178171049	+	1000	244.0	[8.910168]	[107]	[]	[]	[178170856]	[]
986_15226	chr3	195811786	195812186	+	1000	75.5	[]	[]	[8.910168]	[103]	[]	[195811963]
986_1523	chr8	9074973	9075373	+	1000	244.0	[]	[]	[6.3845105]	[68]	[]	[9075129]
986_15233	chr4	159158086	159158486	+	1000	75.5	[12.799757]	[102]	[9.072583]	[160]	[159158273]	[159158331]
986_15238	chr5	54323469	54323869	+	1000	75.5	[9.315548]	[87]	[6.5548015]	[106]	[54323652]	[54323671]
986_15244	chr6	4358615	4359015	+	1000	75.5	[6.2220955]	[189]	[]	[]	[4358859]	[]
986_15286	chr8	140341724	140342124	+	1000	75.5	[]	[]	[8.665914]	[116]	[]	[140341912]
986_1529	chr5	180553452	180553852	+	1000	243.5	[12.18935]	[123]	[]	[]	[180553652]	[]
986_15297	chrX	136880450	136880850	+	1000	75.5	[]	[]	[8.496483]	[72]	[]	[136880605]
986_153	chr1	231160105	231160505	+	1000	620.5	[]	[]	[6.6004295]	[145]	[]	[231160348]
986_15310	chr1	154627838	154628238	+	1000	75.0	[9.315548]	[122]	[]	[]	[154628042]	[]
986_15312	chr1	164735662	164736062	+	1000	75.0	[]	[]	[11.78397]	[136]	[]	[164735870]
986_15315	chr1	203327726	203328126	+	1000	75.0	[6.3845105]	[104]	[]	[]	[203327880]	[]
986_15323	chr1	230977442	230977842	+	1000	75.0	[10.16892]	[105]	[8.908878]	[121]	[230977599]	[230977615]
986_15324	chr1	234849124	234849524	+	1000	75.0	[6.2220955]	[166]	[]	[]	[234849372]	[]
986_15336	chr11	20367337	20367737	+	1000	75.0	[]	[]	[6.3845105]	[157]	[]	[20367570]
986_15342	chr11	96260241	96260641	+	1000	75.0	[6.3845105, 6.2220955]	[96, 108]	[]	[]	[96260424, 96260436]	[]
986_15344	chr12	9588096	9588496	+	1000	75.0	[8.496483]	[150]	[6.5548015]	[69]	[9588330]	[9588249]
986_15380	chr19	2427635	2428035	+	1000	75.0	[6.2237215]	[139]	[]	[]	[2427838]	[]
986_15393	chr2	54600025	54600425	+	1000	75.0	[6.6004295]	[96]	[]	[]	[54600206]	[]
986_15395	chr2	61017021	61017421	+	1000	75.0	[]	[]	[6.8433943]	[136]	[]	[61017226]
986_15396	chr2	64607050	64607450	+	1000	75.0	[6.5548015]	[149]	[]	[]	[64607283]	[]
986_15403	chr2	189516471	189516871	+	1000	75.0	[]	[]	[9.925955]	[62]	[]	[189516623]
986_15415	chr3	57060379	57060779	+	1000	75.0	[12.18935]	[136]	[]	[]	[57060576]	[]
986_15434	chr5	72559915	72560315	+	1000	75.0	[]	[]	[12.799757]	[153]	[]	[72560161]
986_1544	chr4	17544229	17544629	+	1000	242.0	[8.910168, 8.496483]	[82, 177]	[]	[]	[17544383, 17544478]	[]
986_15440	chr5	133936590	133936990	+	1000	75.0	[6.3845105]	[144]	[]	[]	[133936826]	[]
986_15442	chr5	138178498	138178898	+	1000	75.0	[]	[]	[12.026935]	[151]	[]	[138178740]
986_15458	chr7	7148869	7149269	+	1000	75.0	[7.0770936]	[190]	[]	[]	[7149116]	[]
986_15461	chr7	65373675	65374075	+	1000	75.0	[12.026935]	[108]	[]	[]	[65373851]	[]
986_15477	chr8	38347924	38348324	+	1000	75.0	[12.799757]	[173]	[6.2220955]	[103]	[38348169]	[38348099]
986_1548	chr1	116415715	116416115	+	1000	241.5	[6.4234533]	[111]	[]	[]	[116415901]	[]
986_1549	chr1	220927432	220927832	+	1000	241.5	[10.16892]	[71]	[]	[]	[220927598]	[]
986_155	chr10	100359041	100359441	+	1000	616.0	[11.946385, 9.315548]	[118, 158]	[]	[]	[100359249, 100359289]	[]
986_15506	chr1	116573387	116573787	+	1000	74.5	[]	[]	[6.2220955]	[117]	[]	[116573598]
986_15512	chr1	179365703	179366103	+	1000	74.5	[6.3923864]	[65]	[]	[]	[179365862]	[]
986_15532	chr11	96608181	96608581	+	1000	74.5	[12.880307]	[139]	[]	[]	[96608393]	[]
986_15547	chr15	42544862	42545262	+	1000	74.5	[12.880307]	[115]	[]	[]	[42545024]	[]
986_15557	chr15	77064611	77065011	+	1000	74.5	[7.6431108]	[89]	[]	[]	[77064797]	[]
986_15558	chr15	90213485	90213885	+	1000	74.5	[12.026935]	[76]	[]	[]	[90213653]	[]
986_1557	chr3	182365100	182365500	+	1000	241.5	[12.026935]	[166]	[]	[]	[182365346]	[]
986_15571	chr17	79836011	79836411	+	1000	74.5	[7.0058093]	[174]	[]	[]	[79836242]	[]
986_1558	chr6	27687372	27687772	+	1000	241.5	[9.153132]	[109]	[]	[]	[27687570]	[]
986_15588	chr2	171878418	171878818	+	1000	74.5	[11.946385]	[144]	[]	[]	[171878654]	[]
986_1559	chr9	116274320	116274720	+	1000	241.5	[12.799757]	[99]	[6.2220955]	[125]	[116274515]	[116274541]
986_15590	chr2	201642228	201642628	+	1000	74.5	[9.925955]	[99]	[]	[]	[201642422]	[]
986_15601	chr22	21726694	21727094	+	1000	74.5	[]	[]	[6.3845105]	[145]	[]	[21726937]
986_15607	chr3	15267920	15268320	+	1000	74.5	[]	[]	[8.055507]	[130]	[]	[15268142]
986_15609	chr3	37174784	37175184	+	1000	74.5	[6.2220955]	[67]	[]	[]	[37174939]	[]
986_15614	chr3	149086532	149086932	+	1000	74.5	[9.315548]	[153]	[]	[]	[149086774]	[]
986_15634	chr5	163437167	163437567	+	1000	74.5	[7.805526]	[157]	[]	[]	[163437354]	[]
986_15645	chr6	38789266	38789666	+	1000	74.5	[]	[]	[9.072583]	[138]	[]	[38789484]
986_15650	chr6	146357836	146358236	+	1000	74.5	[]	[]	[12.799757]	[183]	[]	[146358064]
986_15661	chr7	123624538	123624938	+	1000	74.5	[]	[]	[6.2220955]	[110]	[]	[123624717]
986_15668	chr8	42843129	42843529	+	1000	74.5	[6.2220955]	[126]	[]	[]	[42843354]	[]
986_1567	chr5	145854617	145855017	+	1000	240.5	[8.055507]	[106]	[]	[]	[145854823]	[]
986_15676	chr9	98169118	98169518	+	1000	74.5	[]	[]	[6.8433943]	[73]	[]	[98169291]
986_1569	chr1	93567414	93567814	+	1000	240.0	[6.8433943]	[55]	[]	[]	[93567566]	[]
986_15696	chr1	25338211	25338611	+	1000	74.0	[9.315548]	[111]	[]	[]	[25338368]	[]
986_157	chr6	22025624	22026024	+	1000	616.0	[6.2220955, 9.76354]	[99, 119]	[]	[]	[22025814, 22025834]	[]
986_1570	chr1	154616918	154617318	+	1000	240.0	[]	[]	[12.880307]	[137]	[]	[154617148]
986_15711	chr1	221812917	221813317	+	1000	74.0	[6.2220955]	[138]	[]	[]	[221813113]	[]
986_15713	chr10	72328187	72328587	+	1000	74.0	[6.3845105]	[100]	[]	[]	[72328386]	[]
986_15717	chr10	100151867	100152267	+	1000	74.0	[6.3118367]	[136]	[]	[]	[100152069]	[]
986_1572	chr15	73564336	73564736	+	1000	240.0	[]	[]	[6.3845105, 10.16892]	[81, 101]	[]	[73564503, 73564523]
986_15731	chr12	106300715	106301115	+	1000	74.0	[]	[]	[10.16892]	[144]	[]	[106300944]
986_15771	chr19	48738926	48739326	+	1000	74.0	[]	[]	[7.8125415]	[172]	[]	[48739168]
986_15803	chr22	21846193	21846593	+	1000	74.0	[]	[]	[12.880307]	[189]	[]	[21846443]
986_15806	chr22	22486455	22486855	+	1000	74.0	[]	[]	[6.3845105, 9.315548]	[148, 196]	[]	[22486651, 22486699]
986_1581	chr1	167229753	167230153	+	1000	239.0	[9.76354]	[146]	[]	[]	[167229997]	[]
986_15832	chr5	91027498	91027898	+	1000	74.0	[13.042722]	[133]	[]	[]	[91027721]	[]
986_15847	chr6	70376571	70376971	+	1000	74.0	[]	[]	[9.315548]	[131]	[]	[70376796]
986_15851	chr7	831686	832086	+	1000	74.0	[]	[]	[10.16892]	[149]	[]	[831918]
986_15865	chr8	119919683	119920083	+	1000	74.0	[]	[]	[6.5548015]	[135]	[]	[119919884]
986_1587	chr7	12715673	12716073	+	1000	239.0	[8.055507]	[126]	[]	[]	[12715879]	[]
986_15916	chr11	72308500	72308900	+	1000	73.5	[]	[]	[6.3845105]	[104]	[]	[72308651]
986_1592	chr17	43315819	43316219	+	1000	238.5	[9.315548]	[80]	[12.18935]	[152]	[43315995]	[43316067]
986_15935	chr15	92882004	92882404	+	1000	73.5	[6.3845105]	[105]	[9.153132]	[130]	[92882174]	[92882199]
986_1594	chr6	27472637	27473037	+	1000	238.5	[]	[]	[9.072583, 11.946385]	[67, 75]	[]	[27472801, 27472809]
986_15940	chr16	13957668	13958068	+	1000	73.5	[]	[]	[9.153132]	[174]	[]	[13957910]
986_15950	chr18	3450427	3450827	+	1000	73.5	[6.4234533]	[179]	[]	[]	[3450638]	[]
986_15956	chr19	40603688	40604088	+	1000	73.5	[12.18935]	[158]	[]	[]	[40603899]	[]
986_1597	chr1	150977101	150977501	+	1000	238.0	[]	[]	[9.153132]	[104]	[]	[150977302]
986_15970	chr2	144359118	144359518	+	1000	73.5	[]	[]	[6.3923864]	[124]	[]	[144359308]
986_15985	chr22	21860500	21860900	+	1000	73.5	[]	[]	[13.042722]	[113]	[]	[21860670]
986_15988	chr3	5441966	5442366	+	1000	73.5	[6.2220955]	[146]	[]	[]	[5442207]	[]
986_1600	chr5	119330499	119330899	+	1000	238.0	[6.2220955]	[141]	[]	[]	[119330737]	[]
986_16004	chr3	177284439	177284839	+	1000	73.5	[6.3845105]	[110]	[]	[]	[177284638]	[]
986_16006	chr4	17810625	17811025	+	1000	73.5	[]	[]	[6.6004295]	[125]	[]	[17810814]
986_16024	chr6	28727489	28727889	+	1000	73.5	[6.2220955]	[114]	[]	[]	[28727640]	[]
986_16027	chr6	42166479	42166879	+	1000	73.5	[7.0058093]	[141]	[]	[]	[42166706]	[]
986_16028	chr6	42746849	42747249	+	1000	73.5	[6.3845105]	[148]	[]	[]	[42747096]	[]
986_16029	chr6	87702490	87702890	+	1000	73.5	[]	[]	[6.2220955]	[173]	[]	[87702724]
986_16033	chr6	157240464	157240864	+	1000	73.5	[10.006505]	[114]	[6.3845105]	[126]	[157240653]	[157240665]
986_16035	chr7	5529536	5529936	+	1000	73.5	[]	[]	[11.78397]	[141]	[]	[5529773]
986_16053	chr9	5879500	5879900	+	1000	73.5	[]	[]	[6.2220955]	[122]	[]	[5879662]
986_16055	chr9	120403255	120403655	+	1000	73.5	[]	[]	[6.5548015]	[105]	[]	[120403446]
986_16060	chr1	8561055	8561455	+	1000	73.0	[8.665914]	[134]	[8.055507]	[177]	[8561249]	[8561292]
986_16061	chr1	8722994	8723394	+	1000	73.0	[]	[]	[6.4234533]	[111]	[]	[8723196]
986_16076	chr1	93708853	93709253	+	1000	73.0	[11.946385]	[135]	[]	[]	[93709072]	[]
986_1608	chr16	75043085	75043485	+	1000	237.0	[6.3845105]	[126]	[]	[]	[75043310]	[]
986_16091	chr10	31137014	31137414	+	1000	73.0	[6.2220955]	[142]	[9.072583]	[108]	[31137249]	[31137215]
986_16098	chr10	92757091	92757491	+	1000	73.0	[]	[]	[6.2220955]	[106]	[]	[92757280]
986_16108	chr11	66510420	66510820	+	1000	73.0	[6.2237215]	[81]	[]	[]	[66510576]	[]
986_1611	chr21	42547092	42547492	+	1000	237.0	[]	[]	[6.3845105]	[86]	[]	[42547264]
986_16110	chr11	76735867	76736267	+	1000	73.0	[]	[]	[9.153132]	[133]	[]	[76736083]
986_16117	chr12	6961944	6962344	+	1000	73.0	[]	[]	[6.3845105]	[124]	[]	[6962109]
986_16118	chr12	28136087	28136487	+	1000	73.0	[]	[]	[6.3845105]	[122]	[]	[28136298]
986_16123	chr12	89856433	89856833	+	1000	73.0	[]	[]	[6.3845105]	[112]	[]	[89856633]
986_16129	chr14	55118124	55118524	+	1000	73.0	[]	[]	[6.4234533]	[160]	[]	[55118354]
986_16131	chr14	104700718	104701118	+	1000	73.0	[9.76354]	[84]	[]	[]	[104700885]	[]
986_16136	chr15	64521779	64522179	+	1000	73.0	[]	[]	[9.153132]	[177]	[]	[64522026]
986_16153	chr17	5486517	5486917	+	1000	73.0	[6.2220955]	[145]	[]	[]	[5486703]	[]
986_16178	chr2	36512212	36512612	+	1000	73.0	[]	[]	[7.0058093]	[156]	[]	[36512444]
986_1618	chr21	33947726	33948126	+	1000	236.5	[8.055507]	[170]	[6.3845105, 7.0058093]	[95, 122]	[33947966]	[33947891, 33947918]
986_16187	chr2	112187803	112188203	+	1000	73.0	[6.7628446]	[101]	[]	[]	[112187996]	[]
986_16193	chr2	168346700	168347100	+	1000	73.0	[]	[]	[12.18935, 6.3845105]	[132, 183]	[]	[168346867, 168346918]
986_1620	chr3	129793972	129794372	+	1000	236.5	[7.8125415]	[100]	[9.072583]	[121]	[129794160]	[129794181]
986_16204	chr20	54207747	54208147	+	1000	73.0	[]	[]	[6.2220955]	[189]	[]	[54207987]
986_16222	chr3	158644319	158644719	+	1000	73.0	[6.2220955]	[124]	[]	[]	[158644537]	[]
986_16240	chr5	39137918	39138318	+	1000	73.0	[]	[]	[6.3845105]	[188]	[]	[39138113]
