#PeakID(python identify_motif.py ./ENCODE_processed_files/ETS1_idr.fa ETS1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
503_17452	chr17	7483202	7483602	+	1000	29.0	[]	[]	[6.7005134]	[125]	[]	[7483417]
503_17465	chr17	39152840	39153240	+	1000	29.0	[]	[]	[7.3383374]	[171]	[]	[39153087]
503_17475	chr17	48871597	48871997	+	1000	29.0	[]	[]	[8.681774]	[155]	[]	[48871780]
503_17484	chr17	64537535	64537935	+	1000	29.0	[6.993913]	[97]	[7.3395963, 7.208534]	[87, 134]	[64537707]	[64537697, 64537744]
503_17495	chr17	77141429	77141829	+	1000	29.0	[8.620302]	[147]	[]	[]	[77141628]	[]
503_17499	chr17	80260837	80261237	+	1000	29.0	[8.620302]	[159]	[]	[]	[80261002]	[]
503_17534	chr19	4077864	4078264	+	907	29.0	[]	[]	[9.783327]	[144]	[]	[4078085]
503_1754	chr9	131275736	131276136	+	1000	100.0	[11.405568]	[174]	[6.859596]	[186]	[131275969]	[131275981]
503_17543	chr19	11361353	11361753	+	1000	29.0	[6.6836414]	[90]	[]	[]	[11361510]	[]
503_17548	chr19	14528967	14529367	+	1000	29.0	[]	[]	[6.4858923]	[154]	[]	[14529181]
503_17550	chr19	15431993	15432393	+	1000	29.0	[8.503526]	[74]	[6.591707]	[57]	[15432164]	[15432147]
503_17553	chr19	18883904	18884304	+	1000	29.0	[11.206739]	[92]	[]	[]	[18884085]	[]
503_17556	chr19	19732755	19733155	+	830	29.0	[6.4858923]	[94]	[]	[]	[19732916]	[]
503_17563	chr19	38233816	38234216	+	766	29.0	[]	[]	[8.77996]	[129]	[]	[38234041]
503_17575	chr19	44141330	44141730	+	1000	29.0	[]	[]	[11.851124]	[191]	[]	[44141569]
503_17576	chr19	44448316	44448716	+	1000	29.0	[12.963955, 11.2133]	[71, 77]	[]	[]	[44448482, 44448488]	[]
503_17591	chr2	6909728	6910128	+	1000	29.0	[9.276331]	[90]	[]	[]	[6909912]	[]
503_17600	chr2	46914018	46914418	+	1000	29.0	[]	[]	[8.638506, 6.993913, 6.615002]	[90, 103, 181]	[]	[46914178, 46914191, 46914269]
503_17609	chr2	74421942	74422342	+	1000	29.0	[10.796905]	[112]	[]	[]	[74422149]	[]
503_1761	chr10	11898540	11898940	+	1000	99.0	[12.376983]	[95]	[]	[]	[11898718]	[]
503_17626	chr2	219459451	219459851	+	1000	29.0	[]	[]	[9.783327]	[133]	[]	[219459634]
503_17633	chr20	38692718	38693118	+	1000	29.0	[6.8419666]	[117]	[]	[]	[38692896]	[]
503_17644	chr21	5154404	5154804	+	719	29.0	[10.835977]	[112]	[]	[]	[5154574]	[]
503_17645	chr21	31735686	31736086	+	785	29.0	[]	[]	[6.8936343]	[84]	[]	[31735870]
503_17656	chr22	19114979	19115379	+	1000	29.0	[6.4858923]	[142]	[]	[]	[19115145]	[]
503_1767	chr12	57782598	57782998	+	1000	99.0	[6.993913]	[151]	[6.4858923]	[135]	[57782844]	[57782828]
503_17673	chr22	19996985	19997385	+	993	29.0	[6.461904]	[137]	[]	[]	[19997146]	[]
503_17678	chr22	20244566	20244966	+	1000	29.0	[]	[]	[12.327155]	[100]	[]	[20244752]
503_1768	chr12	132710610	132711010	+	1000	99.0	[9.975595]	[144]	[9.834179]	[128]	[132710787]	[132710771]
503_17684	chr22	20798486	20798886	+	1000	29.0	[7.349987]	[166]	[9.005733]	[116]	[20798718]	[20798668]
503_17687	chr22	20878594	20878994	+	1000	29.0	[8.77996]	[192]	[]	[]	[20878829]	[]
503_17690	chr22	21028691	21029091	+	1000	29.0	[7.750857]	[120]	[]	[]	[21028889]	[]
503_17702	chr22	21989059	21989459	+	1000	29.0	[10.897183]	[153]	[]	[]	[21989309]	[]
503_17720	chr22	22667966	22668366	+	1000	29.0	[7.7460794]	[202]	[]	[]	[22668201]	[]
503_17735	chr22	38127216	38127616	+	1000	29.0	[]	[]	[7.659544]	[188]	[]	[38127433]
503_1775	chr16	88773766	88774166	+	1000	99.0	[6.993913]	[154]	[]	[]	[88773965]	[]
503_17757	chr3	72169583	72169983	+	1000	29.0	[6.8936343]	[141]	[]	[]	[72169797]	[]
503_17768	chr3	143120429	143120829	+	779	29.0	[]	[]	[8.8909]	[168]	[]	[143120615]
503_1778	chr19	17267226	17267626	+	1000	99.0	[]	[]	[12.885004]	[132]	[]	[17267448]
503_178	chr16	67846618	67847018	+	1000	221.0	[8.681774]	[134]	[]	[]	[67846848]	[]
503_17801	chr5	54744341	54744741	+	806	29.0	[]	[]	[10.897183]	[78]	[]	[54744516]
503_17815	chr5	141524744	141525144	+	1000	29.0	[6.4858923]	[196]	[]	[]	[141524962]	[]
503_17822	chr5	154405145	154405545	+	1000	29.0	[6.406941]	[153]	[]	[]	[154405371]	[]
503_17824	chr6	3409718	3410118	+	1000	29.0	[6.993913]	[106]	[]	[]	[3409894]	[]
503_17825	chr6	13912960	13913360	+	1000	29.0	[10.310211]	[111]	[]	[]	[13913169]	[]
503_17827	chr6	15036753	15037153	+	1000	29.0	[]	[]	[8.880239]	[129]	[]	[15036952]
503_1783	chr21	25734737	25735137	+	1000	99.0	[]	[]	[12.885004]	[130]	[]	[25734905]
503_17845	chr6	32081278	32081678	+	1000	29.0	[]	[]	[14.901949]	[112]	[]	[32081437]
503_17872	chr6	161168183	161168583	+	1000	29.0	[]	[]	[6.615002]	[214]	[]	[161168406]
503_17878	chr7	1532475	1532875	+	1000	29.0	[]	[]	[7.3395963]	[126]	[]	[1532662]
503_17884	chr7	23531118	23531518	+	889	29.0	[7.2023387]	[188]	[]	[]	[23531330]	[]
503_17889	chr7	50467968	50468368	+	1000	29.0	[6.591707]	[97]	[]	[]	[50468123]	[]
503_17890	chr7	66557495	66557895	+	1000	29.0	[]	[]	[7.1916623]	[189]	[]	[66557728]
503_1790	chr7	99505018	99505418	+	1000	99.0	[8.354743]	[92]	[12.885004]	[166]	[99505190]	[99505264]
503_17919	chr7	139936790	139937190	+	1000	29.0	[6.8936343]	[168]	[]	[]	[139937020]	[]
503_17927	chr8	19817987	19818387	+	826	29.0	[]	[]	[6.615002]	[185]	[]	[19818183]
503_17929	chr8	63039305	63039705	+	1000	29.0	[]	[]	[7.8463583]	[121]	[]	[63039509]
503_17931	chr8	101108777	101109177	+	1000	29.0	[]	[]	[6.615002]	[77]	[]	[101108931]
503_17934	chr8	107305074	107305474	+	1000	29.0	[8.261184]	[103]	[]	[]	[107305251]	[]
503_17944	chr9	87510023	87510423	+	1000	29.0	[10.310211]	[138]	[]	[]	[87510241]	[]
503_17946	chr9	93450326	93450726	+	1000	29.0	[8.423885]	[75]	[7.349987]	[164]	[93450486]	[93450575]
503_1795	chr9	137277496	137277896	+	1000	99.0	[9.913131]	[200]	[8.638506, 7.8463583]	[184, 218]	[137277699]	[137277683, 137277717]
503_17951	chr9	99104329	99104729	+	1000	29.0	[6.751365]	[157]	[]	[]	[99104505]	[]
503_17952	chr9	114398069	114398469	+	1000	29.0	[6.993913]	[188]	[]	[]	[114398298]	[]
503_17957	chr9	123339321	123339721	+	1000	29.0	[7.659544]	[115]	[]	[]	[123339503]	[]
503_17959	chr9	127452017	127452417	+	1000	29.0	[7.259386]	[181]	[]	[]	[127452232]	[]
503_17995	chrX	153953292	153953692	+	1000	29.0	[7.0065327]	[99]	[]	[]	[153953484]	[]
503_180	chr11	65858090	65858490	+	1000	220.0	[8.214487]	[77]	[]	[]	[65858264]	[]
503_1800	chr10	5666463	5666863	+	1000	98.0	[6.406941]	[130]	[]	[]	[5666667]	[]
503_18003	chr1	7608883	7609283	+	923	28.0	[]	[]	[10.310211, 6.406941]	[115, 168]	[]	[7609080, 7609133]
503_18017	chr1	26914142	26914542	+	1000	28.0	[7.4008026]	[208]	[]	[]	[26914359]	[]
503_1802	chr11	65084017	65084417	+	1000	98.0	[7.3395963]	[115]	[]	[]	[65084216]	[]
503_18020	chr1	28258536	28258936	+	664	28.0	[8.830775]	[87]	[]	[]	[28258692]	[]
503_18030	chr1	34843047	34843447	+	910	28.0	[]	[]	[10.897183, 12.327155]	[94, 124]	[]	[34843213, 34843243]
503_18031	chr1	35202064	35202464	+	1000	28.0	[]	[]	[7.259386]	[152]	[]	[35202305]
503_18033	chr1	37561774	37562174	+	1000	28.0	[]	[]	[9.913131]	[73]	[]	[37561927]
503_18046	chr1	65255799	65256199	+	1000	28.0	[11.941725]	[94]	[]	[]	[65255992]	[]
503_18054	chr1	99766383	99766783	+	796	28.0	[]	[]	[14.901949]	[222]	[]	[99766633]
503_18062	chr1	153609095	153609495	+	1000	28.0	[]	[]	[7.01007]	[177]	[]	[153609312]
503_1807	chr16	57447232	57447632	+	1000	98.0	[]	[]	[9.834179, 6.993913]	[111, 143]	[]	[57447432, 57447464]
503_1808	chr16	70251743	70252143	+	1000	98.0	[]	[]	[7.1473274]	[134]	[]	[70251956]
503_18083	chr1	212606761	212607161	+	1000	28.0	[]	[]	[6.7055626]	[139]	[]	[212606988]
503_18087	chr1	225962261	225962661	+	1000	28.0	[7.4008026]	[193]	[]	[]	[225962495]	[]
503_18093	chr1	234725337	234725737	+	1000	28.0	[]	[]	[8.631947]	[127]	[]	[234725518]
503_18094	chr1	234842829	234843229	+	1000	28.0	[10.897183]	[98]	[]	[]	[234843018]	[]
503_18096	chr1	246699180	246699580	+	1000	28.0	[6.6215615]	[183]	[]	[]	[246699375]	[]
503_18115	chr11	3797880	3798280	+	1000	28.0	[]	[]	[6.7055626]	[130]	[]	[3798055]
503_18119	chr11	13873220	13873620	+	892	28.0	[]	[]	[7.499129]	[142]	[]	[13873433]
503_18124	chr11	45880149	45880549	+	1000	28.0	[10.050274]	[112]	[]	[]	[45880335]	[]
503_18141	chr11	71772137	71772537	+	964	28.0	[12.327155]	[144]	[]	[]	[71772347]	[]
503_18142	chr11	72224863	72225263	+	939	28.0	[]	[]	[7.4008026]	[239]	[]	[72225112]
503_18149	chr11	78046125	78046525	+	1000	28.0	[8.681774]	[110]	[]	[]	[78046299]	[]
503_18169	chr12	57459420	57459820	+	1000	28.0	[7.1016955]	[114]	[]	[]	[57459575]	[]
503_1820	chr2	96305318	96305718	+	1000	98.0	[6.993913]	[79]	[]	[]	[96305479]	[]
503_18204	chr14	67541754	67542154	+	787	28.0	[]	[]	[10.327956]	[101]	[]	[67541941]
503_18208	chr14	92039914	92040314	+	1000	28.0	[6.780644]	[95]	[]	[]	[92040102]	[]
503_18225	chr16	188650	189050	+	1000	28.0	[12.327155]	[136]	[]	[]	[188843]	[]
503_18244	chr16	84726027	84726427	+	1000	28.0	[6.406941]	[139]	[7.916553]	[160]	[84726256]	[84726277]
503_18266	chr17	41528157	41528557	+	1000	28.0	[7.795907]	[151]	[]	[]	[41528379]	[]
503_18277	chr17	49407998	49408398	+	955	28.0	[]	[]	[6.406941]	[165]	[]	[49408194]
503_1828	chr5	134411718	134412118	+	1000	98.0	[9.1684675]	[58]	[]	[]	[134411875]	[]
503_18280	chr17	59154230	59154630	+	1000	28.0	[7.349987]	[221]	[8.123926]	[230]	[59154469]	[59154478]
503_18288	chr17	82093893	82094293	+	1000	28.0	[6.993913]	[186]	[]	[]	[82094133]	[]
503_18290	chr17	82876678	82877078	+	661	28.0	[6.406941]	[131]	[]	[]	[82876883]	[]
503_18292	chr18	12271627	12272027	+	1000	28.0	[8.880239]	[93]	[]	[]	[12271811]	[]
503_18300	chr19	1131988	1132388	+	1000	28.0	[7.4008026]	[116]	[]	[]	[1132165]	[]
503_1831	chr5	150357428	150357828	+	1000	98.0	[12.885004]	[121]	[]	[]	[150357648]	[]
503_18310	chr19	4636210	4636610	+	934	28.0	[7.2706137]	[135]	[]	[]	[4636429]	[]
503_18324	chr19	12064724	12065124	+	1000	28.0	[6.8936343]	[150]	[]	[]	[12064950]	[]
503_18326	chr19	12778231	12778631	+	1000	28.0	[]	[]	[10.150553]	[170]	[]	[12778467]
503_18349	chr19	47446959	47447359	+	1000	28.0	[]	[]	[8.497711]	[239]	[]	[47447202]
503_18357	chr19	50377479	50377879	+	1000	28.0	[8.322755]	[150]	[]	[]	[50377729]	[]
503_18362	chr19	54518805	54519205	+	1000	28.0	[]	[]	[10.796905]	[133]	[]	[54518984]
503_18379	chr2	46315413	46315813	+	1000	28.0	[]	[]	[12.327155]	[127]	[]	[46315630]
503_1838	chr8	124538917	124539317	+	1000	98.0	[10.421151, 11.851124]	[64, 70]	[9.1897955]	[97]	[124539070, 124539076]	[124539103]
503_18387	chr2	85266398	85266798	+	1000	28.0	[]	[]	[13.471976]	[130]	[]	[85266627]
503_1839	chr9	111630992	111631392	+	1000	98.0	[13.471976]	[118]	[]	[]	[111631209]	[]
503_18396	chr2	157492220	157492620	+	1000	28.0	[6.8419666]	[87]	[]	[]	[157492388]	[]
503_1840	chr9	135992623	135993023	+	1000	98.0	[7.3587046]	[159]	[6.993913]	[149]	[135992868]	[135992858]
503_18416	chr20	41116214	41116614	+	1000	28.0	[]	[]	[11.433704]	[150]	[]	[41116436]
503_18429	chr20	63699186	63699586	+	1000	28.0	[6.615002]	[109]	[6.9994493]	[103]	[63699368]	[63699362]
503_18447	chr22	19658378	19658778	+	1000	28.0	[8.830775]	[126]	[]	[]	[19658552]	[]
503_1845	chr1	169794767	169795167	+	1000	97.0	[]	[]	[8.681774]	[105]	[]	[169794945]
503_18452	chr22	19817943	19818343	+	970	28.0	[6.615002]	[189]	[]	[]	[19818183]	[]
503_18458	chr22	20052754	20053154	+	1000	28.0	[8.261184]	[146]	[]	[]	[20052930]	[]
503_18471	chr22	20611724	20612124	+	1000	28.0	[8.372218]	[143]	[]	[]	[20611922]	[]
503_18473	chr22	20811134	20811534	+	839	28.0	[7.3005238]	[117]	[7.7460794]	[185]	[20811311]	[20811379]
503_18475	chr22	20978320	20978720	+	1000	28.0	[]	[]	[6.8936343]	[106]	[]	[20978523]
503_18479	chr22	21455404	21455804	+	1000	28.0	[8.880239, 8.880239]	[177, 196]	[]	[]	[21455625, 21455644]	[]
503_18504	chr22	22660882	22661282	+	1000	28.0	[7.349987]	[120]	[]	[]	[22661091]	[]
503_18505	chr22	22703610	22704010	+	998	28.0	[]	[]	[8.112281]	[228]	[]	[22703848]
503_1851	chr12	48814609	48815009	+	1000	97.0	[6.859596]	[113]	[]	[]	[48814799]	[]
503_1852	chr12	64222050	64222450	+	1000	97.0	[]	[]	[11.405568]	[136]	[]	[64222284]
503_18522	chr22	29096950	29097350	+	624	28.0	[]	[]	[12.376983]	[136]	[]	[29097179]
503_18525	chr22	31081175	31081575	+	1000	28.0	[]	[]	[7.4201775]	[109]	[]	[31081369]
503_18531	chr22	42070468	42070868	+	798	28.0	[]	[]	[6.406941]	[152]	[]	[42070688]
503_18536	chr3	5426222	5426622	+	1000	28.0	[7.915865]	[104]	[]	[]	[5426400]	[]
503_18543	chr3	38017726	38018126	+	1000	28.0	[10.897183]	[183]	[]	[]	[38017968]	[]
503_18551	chr3	52197780	52198180	+	1000	28.0	[]	[]	[6.491429]	[178]	[]	[52198007]
503_18552	chr3	57596372	57596772	+	1000	28.0	[]	[]	[10.310211]	[95]	[]	[57596564]
503_18556	chr3	124621479	124621879	+	1000	28.0	[]	[]	[11.819135]	[67]	[]	[124621644]
503_18562	chr3	129120354	129120754	+	931	28.0	[]	[]	[8.77996]	[184]	[]	[129120583]
503_1857	chr15	84715949	84716349	+	1000	97.0	[]	[]	[11.851124, 9.975595]	[153, 159]	[]	[84716186, 84716192]
503_18577	chr3	197510052	197510452	+	1000	28.0	[]	[]	[6.4858923]	[88]	[]	[197510207]
503_1858	chr15	101652173	101652573	+	1000	97.0	[]	[]	[11.405568]	[159]	[]	[101652379]
503_18583	chr4	13483695	13484095	+	632	28.0	[]	[]	[6.606036]	[141]	[]	[13483921]
503_18609	chr5	100535139	100535539	+	1000	28.0	[]	[]	[6.8739552, 14.901949]	[68, 133]	[]	[100535291, 100535356]
503_1862	chr17	63420531	63420931	+	1000	97.0	[]	[]	[7.4008026]	[93]	[]	[63420698]
503_18622	chr5	177300198	177300598	+	660	28.0	[]	[]	[7.3383374]	[101]	[]	[177300393]
503_18629	chr6	3742326	3742726	+	1000	28.0	[9.783327]	[182]	[]	[]	[3742519]	[]
503_18633	chr6	25153095	25153495	+	1000	28.0	[]	[]	[8.6883335]	[113]	[]	[25153304]
503_18653	chr6	44264165	44264565	+	1000	28.0	[7.7460794]	[147]	[]	[]	[44264374]	[]
503_18661	chr6	90368978	90369378	+	1000	28.0	[]	[]	[6.4858923]	[147]	[]	[90369202]
503_18662	chr6	105810509	105810909	+	1000	28.0	[7.01007]	[160]	[]	[]	[105810752]	[]
503_18670	chr6	149431881	149432281	+	1000	28.0	[6.993913]	[160]	[]	[]	[149432112]	[]
503_18673	chr6	161229632	161230032	+	1000	28.0	[]	[]	[7.8463583]	[164]	[]	[161229875]
503_18675	chr6	167827665	167828065	+	1000	28.0	[6.751365]	[156]	[]	[]	[167827905]	[]
503_18676	chr7	592262	592662	+	1000	28.0	[6.8936343]	[118]	[]	[]	[592476]	[]
503_1868	chr21	34615212	34615612	+	1000	97.0	[]	[]	[6.882673]	[147]	[]	[34615445]
503_18680	chr7	22563048	22563448	+	759	28.0	[9.005733]	[134]	[]	[]	[22563221]	[]
503_18694	chr7	99142636	99143036	+	1000	28.0	[8.123926]	[135]	[]	[]	[99142801]	[]
503_18695	chr7	99406460	99406860	+	1000	28.0	[10.897183]	[179]	[]	[]	[99406688]	[]
503_18699	chr7	112422875	112423275	+	1000	28.0	[]	[]	[6.633814]	[128]	[]	[112423090]
503_187	chr7	93232127	93232527	+	1000	219.0	[8.8589115]	[137]	[]	[]	[93232338]	[]
503_18732	chr8	101051686	101052086	+	1000	28.0	[]	[]	[8.638506]	[165]	[]	[101051929]
503_18733	chr8	101332930	101333330	+	929	28.0	[12.885004]	[113]	[6.615002]	[144]	[101333100]	[101333131]
503_18739	chr8	128556643	128557043	+	1000	28.0	[7.8463583]	[144]	[]	[]	[128556886]	[]
503_18747	chr8	144019713	144020113	+	1000	28.0	[]	[]	[6.612075]	[168]	[]	[144019964]
503_1876	chr5	139637630	139638030	+	1000	97.0	[]	[]	[10.947011]	[147]	[]	[139637846]
503_18761	chr9	87713488	87713888	+	1000	28.0	[]	[]	[6.730932]	[157]	[]	[87713730]
503_18765	chr9	93588004	93588404	+	1000	28.0	[]	[]	[12.327155]	[152]	[]	[93588238]
503_18771	chr9	112061258	112061658	+	1000	28.0	[]	[]	[12.327155]	[126]	[]	[112061463]
503_18775	chr9	126723199	126723599	+	1000	28.0	[9.326159]	[74]	[7.795907]	[124]	[126723371]	[126723421]
503_1882	chr1	23800754	23801154	+	1000	96.0	[9.834179]	[103]	[]	[]	[23800929]	[]
503_18827	chr1	6448548	6448948	+	1000	27.0	[6.993913]	[127]	[6.406941]	[124]	[6448735]	[6448732]
503_18858	chr1	28926832	28927232	+	1000	27.0	[]	[]	[14.393928]	[91]	[]	[28926998]
503_1886	chr1	99969773	99970173	+	1000	96.0	[8.404206, 9.467575]	[105, 144]	[]	[]	[99969954, 99969993]	[]
503_1887	chr1	150067511	150067911	+	1000	96.0	[6.882673, 9.975595]	[101, 140]	[]	[]	[150067702, 150067741]	[]
503_18882	chr1	116138989	116139389	+	778	27.0	[8.880239]	[103]	[8.880239]	[125]	[116139160]	[116139182]
503_18888	chr1	154385535	154385935	+	965	27.0	[9.834179]	[128]	[]	[]	[154385733]	[]
503_189	chr2	27081180	27081580	+	1000	218.0	[]	[]	[7.3587046]	[141]	[]	[27081415]
503_18908	chr1	207805795	207806195	+	858	27.0	[11.455031]	[209]	[]	[]	[207806038]	[]
503_1891	chr12	49060633	49061033	+	1000	96.0	[]	[]	[8.155915]	[127]	[]	[49060860]
503_18910	chr1	222711329	222711729	+	908	27.0	[]	[]	[8.77996]	[147]	[]	[222711487]
503_18921	chr1	234960703	234961103	+	839	27.0	[]	[]	[8.830775]	[125]	[]	[234960872]
503_18923	chr1	235083600	235084000	+	1000	27.0	[7.3383374]	[205]	[]	[]	[235083839]	[]
503_18948	chr10	103696436	103696836	+	945	27.0	[8.261184]	[153]	[]	[]	[103696659]	[]
503_18959	chr11	19712290	19712690	+	1000	27.0	[7.5145535, 6.7005134]	[144, 186]	[]	[]	[19712464, 19712506]	[]
503_18960	chr11	20079992	20080392	+	780	27.0	[7.7851515]	[188]	[]	[]	[20080196]	[]
503_18965	chr11	47175731	47176131	+	640	27.0	[7.937324]	[179]	[]	[]	[47175982]	[]
503_18972	chr11	64164747	64165147	+	1000	27.0	[9.276331]	[113]	[]	[]	[64164952]	[]
503_18979	chr11	66559114	66559514	+	1000	27.0	[6.862329]	[75]	[]	[]	[66559282]	[]
503_1898	chr19	16086413	16086813	+	1000	96.0	[10.310211, 6.751365, 7.208534]	[72, 82, 127]	[]	[]	[16086569, 16086579, 16086624]	[]
503_18996	chr12	1662683	1663083	+	730	27.0	[]	[]	[7.57576]	[104]	[]	[1662840]
503_1900	chr19	39970946	39971346	+	1000	96.0	[10.421151]	[128]	[11.2133]	[113]	[39971150]	[39971135]
503_19003	chr12	47207171	47207571	+	1000	27.0	[7.8463583]	[135]	[]	[]	[47207379]	[]
503_19018	chr12	108689329	108689729	+	1000	27.0	[]	[]	[8.423885]	[142]	[]	[108689555]
503_19022	chr12	122984150	122984550	+	1000	27.0	[]	[]	[10.310211]	[137]	[]	[122984367]
503_19023	chr12	124509689	124510089	+	888	27.0	[]	[]	[9.642532]	[186]	[]	[124509906]
503_19050	chr14	91264376	91264776	+	1000	27.0	[8.880239]	[126]	[]	[]	[91264528]	[]
503_19064	chr15	75683732	75684132	+	930	27.0	[]	[]	[7.099728]	[153]	[]	[75683974]
503_19066	chr15	85047164	85047564	+	1000	27.0	[]	[]	[8.322755]	[142]	[]	[85047375]
503_19073	chr16	2007884	2008284	+	1000	27.0	[7.8463583]	[87]	[]	[]	[2008047]	[]
503_19077	chr16	8866319	8866719	+	885	27.0	[]	[]	[6.406941]	[123]	[]	[8866515]
503_19087	chr16	70437970	70438370	+	1000	27.0	[8.880239]	[154]	[]	[]	[70438197]	[]
503_1909	chr3	196632424	196632824	+	1000	96.0	[]	[]	[11.206739]	[175]	[]	[196632668]
503_19091	chr16	84228204	84228604	+	795	27.0	[]	[]	[7.3383374]	[167]	[]	[84228422]
503_19107	chr17	18363172	18363572	+	1000	27.0	[7.750857]	[156]	[]	[]	[18363329]	[]
503_1911	chr5	177303624	177304024	+	1000	96.0	[12.885004]	[135]	[]	[]	[177303787]	[]
503_19110	chr17	32912209	32912609	+	1000	27.0	[]	[]	[7.4008026]	[145]	[]	[32912397]
503_19111	chr17	33874500	33874900	+	967	27.0	[]	[]	[7.475481, 9.276331]	[94, 102]	[]	[33874656, 33874664]
503_19113	chr17	38719882	38720282	+	1000	27.0	[]	[]	[9.834179]	[221]	[]	[38720130]
503_1912	chr6	2841690	2842090	+	1000	96.0	[8.404206]	[111]	[]	[]	[2841897]	[]
503_19127	chr17	48624847	48625247	+	972	27.0	[7.208534]	[171]	[]	[]	[48625032]	[]
503_19131	chr17	64331950	64332350	+	837	27.0	[6.406941]	[126]	[]	[]	[64332142]	[]
503_1914	chr6	28136615	28137015	+	1000	96.0	[14.901949]	[187]	[]	[]	[28136836]	[]
503_19153	chr19	953126	953526	+	1000	27.0	[]	[]	[11.819135]	[73]	[]	[953298]
503_19164	chr19	7450571	7450971	+	1000	27.0	[]	[]	[7.01007, 7.01007]	[80, 148]	[]	[7450726, 7450794]
503_19174	chr19	16383243	16383643	+	1000	27.0	[6.4858923]	[68]	[]	[]	[16383410]	[]
503_19180	chr19	18364937	18365337	+	870	27.0	[]	[]	[8.830775]	[119]	[]	[18365094]
503_19182	chr19	18941004	18941404	+	832	27.0	[]	[]	[8.00715]	[209]	[]	[18941221]
503_19185	chr19	19261300	19261700	+	660	27.0	[]	[]	[8.819032]	[75]	[]	[19261464]
503_19212	chr19	52397646	52398046	+	1000	27.0	[9.975595, 9.975595]	[65, 116]	[12.963955]	[104]	[52397811, 52397862]	[52397850]
503_19214	chr19	54684456	54684856	+	1000	27.0	[8.76831]	[155]	[]	[]	[54684707]	[]
503_19227	chr2	31233824	31234224	+	1000	27.0	[]	[]	[7.2925353]	[119]	[]	[31234036]
503_19234	chr2	64606960	64607360	+	927	27.0	[]	[]	[8.00715]	[122]	[]	[64607141]
503_19236	chr2	66481167	66481567	+	1000	27.0	[]	[]	[6.615002]	[152]	[]	[66481402]
503_19239	chr2	71226716	71227116	+	869	27.0	[6.993913]	[132]	[]	[]	[71226936]	[]
503_19247	chr2	108614028	108614428	+	1000	27.0	[]	[]	[6.4858923]	[71]	[]	[108614187]
503_19255	chr2	156320052	156320452	+	1000	27.0	[14.393928]	[114]	[]	[]	[156320213]	[]
503_1926	chr1	150010560	150010960	+	1000	95.0	[10.947011]	[83]	[10.947011]	[100]	[150010743]	[150010760]
503_19268	chr2	218962914	218963314	+	759	27.0	[]	[]	[7.5145535]	[177]	[]	[218963104]
503_1927	chr1	165768710	165769110	+	1000	95.0	[10.698719, 7.3383374]	[98, 142]	[11.851124, 9.975595]	[76, 82]	[165768908, 165768952]	[165768886, 165768892]
503_19282	chr20	57450423	57450823	+	985	27.0	[]	[]	[10.897183]	[112]	[]	[57450607]
503_19288	chr21	35046789	35047189	+	896	27.0	[]	[]	[8.497711]	[121]	[]	[35047010]
503_1929	chr1	236281850	236282250	+	1000	95.0	[6.615002]	[156]	[]	[]	[236282093]	[]
503_19290	chr21	36422189	36422589	+	1000	27.0	[7.099728]	[183]	[]	[]	[36422407]	[]
503_193	chr5	81971861	81972261	+	1000	217.0	[]	[]	[8.423885]	[151]	[]	[81972101]
503_19315	chr22	19881085	19881485	+	1000	27.0	[9.80219]	[133]	[]	[]	[19881287]	[]
503_19316	chr22	19895143	19895543	+	1000	27.0	[12.327155]	[165]	[]	[]	[19895331]	[]
503_19353	chr22	22044259	22044659	+	1000	27.0	[]	[]	[7.4008026]	[100]	[]	[22044453]
503_1936	chr17	43483628	43484028	+	1000	95.0	[]	[]	[12.327155]	[147]	[]	[43483865]
503_19360	chr22	22698268	22698668	+	947	27.0	[]	[]	[7.259386]	[188]	[]	[22698477]
503_19367	chr22	22823204	22823604	+	1000	27.0	[6.7005134]	[212]	[8.372218]	[145]	[22823455]	[22823388]
503_19380	chr22	36426169	36426569	+	689	27.0	[10.310211]	[140]	[]	[]	[36426398]	[]
503_19386	chr22	41800212	41800612	+	1000	27.0	[]	[]	[7.259386]	[154]	[]	[41800424]
503_1939	chr17	64506050	64506450	+	1000	95.0	[]	[]	[8.681774]	[151]	[]	[64506298]
503_19395	chr3	9786946	9787346	+	877	27.0	[8.123926]	[148]	[]	[]	[9787120]	[]
503_19415	chr3	129626701	129627101	+	842	27.0	[11.455031]	[114]	[9.783327]	[147]	[129626886]	[129626919]
503_19444	chr4	55733887	55734287	+	1000	27.0	[]	[]	[6.633814]	[156]	[]	[55734137]
503_19447	chr4	81421414	81421814	+	1000	27.0	[8.5297]	[101]	[]	[]	[81421580]	[]
503_19464	chr5	52800575	52800975	+	1000	27.0	[6.615002]	[189]	[]	[]	[52800820]	[]
503_19468	chr5	78483782	78484182	+	1000	27.0	[9.276331]	[116]	[]	[]	[78483993]	[]
503_1947	chr19	43935107	43935507	+	1000	95.0	[8.354743, 9.783327, 9.834179]	[86, 147, 173]	[]	[]	[43935270, 43935331, 43935357]	[]
503_19477	chr5	140114511	140114911	+	1000	27.0	[]	[]	[8.880239, 6.8739552]	[131, 140]	[]	[140114678, 140114687]
