#PeakID(python identify_motif.py ./ENCODE_processed_files/CUX1_idr.fa CUX1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
152_13696	chr15	55404193	55404593	+	967	33.0	[6.0151424]	[178]	[10.203943]	[178]	[55404424]	[55404424]
152_13698	chr15	65550731	65551131	+	1000	33.0	[10.203943]	[227]	[6.0151424]	[227]	[65550961]	[65550961]
152_137	chr7	12433968	12434368	+	1000	194.0	[6.0151424, 6.0151424, 5.975493]	[88, 101, 147]	[10.203943, 10.203943]	[88, 101]	[12434152, 12434165, 12434211]	[12434152, 12434165]
152_1370	chr6	16338536	16338936	+	1000	80.0	[10.203943, 10.203943]	[132, 154]	[6.0151424, 6.0151424]	[132, 154]	[16338746, 16338768]	[16338746, 16338768]
152_13700	chr15	67550203	67550603	+	950	33.0	[6.0151424, 5.975493]	[109, 127]	[10.203943]	[109]	[67550404, 67550422]	[67550404]
152_13704	chr15	81265841	81266241	+	1000	33.0	[5.975493]	[95]	[]	[]	[81265993]	[]
152_13709	chr15	94845173	94845573	+	1000	33.0	[5.975493, 10.935475]	[96, 100]	[10.935475]	[100]	[94845367, 94845371]	[94845371]
152_1371	chr6	37667505	37667905	+	1000	80.0	[10.935475]	[108]	[10.935475]	[108]	[37667686]	[37667686]
152_13716	chr16	12293377	12293777	+	946	33.0	[6.0151424]	[124]	[10.203943]	[124]	[12293594]	[12293594]
152_13717	chr16	15996624	15997024	+	760	33.0	[10.203943]	[154]	[6.0151424]	[154]	[15996858]	[15996858]
152_13719	chr16	19682733	19683133	+	1000	33.0	[6.0151424, 6.0151424, 6.0151424, 6.0151424, 6.0151424, 6.0151424, 6.0151424]	[112, 116, 120, 124, 128, 132, 136]	[10.203943, 10.203943, 10.203943, 10.203943, 10.203943, 10.203943, 10.203943]	[112, 116, 120, 124, 128, 132, 136]	[19682912, 19682916, 19682920, 19682924, 19682928, 19682932, 19682936]	[19682912, 19682916, 19682920, 19682924, 19682928, 19682932, 19682936]
152_13721	chr16	20904555	20904955	+	1000	33.0	[6.0151424]	[151]	[10.203943]	[151]	[20904730]	[20904730]
152_13722	chr16	21554791	21555191	+	993	33.0	[]	[]	[5.975493]	[95]	[]	[21554977]
152_13725	chr16	25063682	25064082	+	996	33.0	[10.935475]	[128]	[10.935475]	[128]	[25063844]	[25063844]
152_13727	chr16	30072211	30072611	+	993	33.0	[10.203943]	[122]	[6.0151424]	[122]	[30072428]	[30072428]
152_13730	chr16	57601749	57602149	+	969	33.0	[10.203943]	[103]	[6.0151424]	[103]	[57601938]	[57601938]
152_13734	chr16	81446129	81446529	+	925	33.0	[6.0151424]	[143]	[10.203943]	[143]	[81446353]	[81446353]
152_13735	chr16	87769287	87769687	+	1000	33.0	[10.203943]	[129]	[6.0151424, 5.975493]	[129, 163]	[87769485]	[87769485, 87769519]
152_13736	chr17	4904468	4904868	+	991	33.0	[10.203943, 6.0151424]	[129, 142]	[6.0151424, 10.203943]	[129, 142]	[4904677, 4904690]	[4904677, 4904690]
152_13737	chr17	13980907	13981307	+	641	33.0	[6.0151424, 6.0151424, 6.0151424, 6.0151424, 6.0151424]	[92, 104, 108, 112, 116]	[10.203943, 10.203943, 10.203943, 10.203943, 10.203943]	[92, 104, 108, 112, 116]	[13981088, 13981100, 13981104, 13981108, 13981112]	[13981088, 13981100, 13981104, 13981108, 13981112]
152_13739	chr17	27352578	27352978	+	851	33.0	[6.0151424, 6.0151424]	[89, 134]	[10.203943, 10.203943]	[89, 134]	[27352752, 27352797]	[27352752, 27352797]
152_1374	chr6	82894184	82894584	+	1000	80.0	[10.203943]	[159]	[6.0151424]	[159]	[82894418]	[82894418]
152_13742	chr17	32351032	32351432	+	1000	33.0	[6.0151424, 6.0151424, 6.0151424]	[79, 101, 110]	[10.203943, 10.203943, 10.203943]	[79, 101, 110]	[32351198, 32351220, 32351229]	[32351198, 32351220, 32351229]
152_13745	chr17	38672246	38672646	+	1000	33.0	[5.975493, 6.0151424]	[100, 151]	[10.203943]	[151]	[38672412, 38672463]	[38672463]
152_13747	chr17	41535055	41535455	+	1000	33.0	[10.203943]	[129]	[6.0151424]	[129]	[41535281]	[41535281]
152_1375	chr6	104957651	104958051	+	1000	80.0	[10.935475]	[160]	[10.935475]	[160]	[104957881]	[104957881]
152_13751	chr17	46178443	46178843	+	988	33.0	[10.203943]	[150]	[6.0151424]	[150]	[46178629]	[46178629]
152_13754	chr17	50026853	50027253	+	1000	33.0	[5.975493, 5.975493]	[182, 186]	[5.975493]	[170]	[50027078, 50027082]	[50027066]
152_13756	chr17	50443569	50443969	+	1000	33.0	[10.203943]	[130]	[6.0151424]	[130]	[50443780]	[50443780]
152_1376	chr6	149646619	149647019	+	1000	80.0	[10.935475]	[82]	[10.935475]	[82]	[149646798]	[149646798]
152_13760	chr17	58413662	58414062	+	1000	33.0	[10.203943]	[100]	[6.0151424]	[100]	[58413839]	[58413839]
152_13766	chr17	64507740	64508140	+	1000	33.0	[6.0151424]	[156]	[10.203943]	[156]	[64507970]	[64507970]
152_13769	chr17	67360051	67360451	+	829	33.0	[10.203943]	[96]	[6.0151424]	[96]	[67360246]	[67360246]
152_1377	chr6	157842217	157842617	+	1000	80.0	[10.935475]	[132]	[10.935475]	[132]	[157842442]	[157842442]
152_13773	chr17	80457226	80457626	+	1000	33.0	[6.0151424]	[123]	[10.203943]	[123]	[80457438]	[80457438]
152_13775	chr17	82200106	82200506	+	751	33.0	[10.935475]	[107]	[10.935475]	[107]	[82200301]	[82200301]
152_13776	chr17	82346445	82346845	+	1000	33.0	[10.935475]	[92]	[10.935475]	[92]	[82346634]	[82346634]
152_13777	chr17	82681604	82682004	+	953	33.0	[10.203943]	[112]	[6.0151424]	[112]	[82681758]	[82681758]
152_1378	chr6	158031538	158031938	+	1000	80.0	[6.0151424]	[93]	[10.203943]	[93]	[158031727]	[158031727]
152_13788	chr18	11923499	11923899	+	918	33.0	[6.0151424]	[146]	[10.203943]	[146]	[11923743]	[11923743]
152_13791	chr18	23727101	23727501	+	802	33.0	[6.0151424, 6.0151424, 6.0151424, 6.0151424, 6.0151424, 6.0151424, 6.0151424]	[114, 118, 122, 126, 130, 134, 138]	[10.203943, 10.203943, 10.203943, 10.203943, 10.203943, 10.203943, 10.203943]	[114, 118, 122, 126, 130, 134, 138]	[23727310, 23727314, 23727318, 23727322, 23727326, 23727330, 23727334]	[23727310, 23727314, 23727318, 23727322, 23727326, 23727330, 23727334]
152_13799	chr19	6602663	6603063	+	778	33.0	[10.203943]	[72]	[6.0151424]	[72]	[6602816]	[6602816]
152_138	chr15	41409494	41409894	+	1000	191.0	[5.975493, 10.203943]	[124, 176]	[6.0151424]	[176]	[41409677, 41409729]	[41409729]
152_13805	chr19	15101432	15101832	+	923	33.0	[6.0151424]	[88]	[10.203943]	[88]	[15101615]	[15101615]
152_13809	chr19	35205695	35206095	+	952	33.0	[6.0151424]	[100]	[10.203943]	[100]	[35205882]	[35205882]
152_1381	chr7	128697653	128698053	+	1000	80.0	[6.0151424]	[108]	[10.203943]	[108]	[128697825]	[128697825]
152_13815	chr19	43459395	43459795	+	1000	33.0	[6.0151424, 10.203943, 10.203943]	[70, 142, 161]	[10.203943, 6.0151424, 6.0151424]	[70, 142, 161]	[43459549, 43459621, 43459640]	[43459549, 43459621, 43459640]
152_13818	chr19	45528172	45528572	+	799	33.0	[10.935475]	[116]	[10.935475, 5.975493]	[116, 161]	[45528373]	[45528373, 45528418]
152_13823	chr19	48661101	48661501	+	737	33.0	[6.0151424]	[179]	[10.203943]	[179]	[48661336]	[48661336]
152_13825	chr19	48740770	48741170	+	931	33.0	[10.935475]	[145]	[10.935475]	[145]	[48741001]	[48741001]
152_1383	chr8	68215207	68215607	+	1000	80.0	[6.0151424, 10.203943]	[127, 145]	[10.203943, 6.0151424]	[127, 145]	[68215416, 68215434]	[68215416, 68215434]
152_13835	chr2	20080691	20081091	+	1000	33.0	[10.935475]	[136]	[10.935475]	[136]	[20080913]	[20080913]
152_13837	chr2	26012649	26013049	+	660	33.0	[10.203943]	[99]	[6.0151424]	[99]	[26012833]	[26012833]
152_1384	chrX	23756148	23756548	+	1000	80.0	[6.0151424]	[160]	[10.203943]	[160]	[23756395]	[23756395]
152_13843	chr2	65156289	65156689	+	924	33.0	[6.0151424]	[115]	[10.203943]	[115]	[65156499]	[65156499]
152_13847	chr2	85561787	85562187	+	935	33.0	[10.935475]	[191]	[10.935475]	[191]	[85562026]	[85562026]
152_13849	chr2	90391327	90391727	+	661	33.0	[10.203943]	[140]	[6.0151424]	[140]	[90391565]	[90391565]
152_1385	chrX	48475822	48476222	+	1000	80.0	[10.935475]	[123]	[10.935475]	[123]	[48476023]	[48476023]
152_13850	chr2	100541460	100541860	+	961	33.0	[6.0151424, 5.975493]	[122, 145]	[10.203943]	[122]	[100541674, 100541697]	[100541674]
152_13852	chr2	105521283	105521683	+	683	33.0	[6.0151424]	[86]	[10.203943]	[86]	[105521468]	[105521468]
152_13854	chr2	121429552	121429952	+	594	33.0	[10.203943]	[115]	[6.0151424]	[115]	[121429758]	[121429758]
152_13860	chr2	159468288	159468688	+	1000	33.0	[10.935475]	[143]	[5.975493, 10.935475]	[137, 143]	[159468527]	[159468521, 159468527]
152_13863	chr2	169027657	169028057	+	1000	33.0	[10.203943]	[112]	[6.0151424]	[112]	[169027864]	[169027864]
152_13865	chr2	170319617	170320017	+	899	33.0	[10.203943, 6.0151424]	[101, 105]	[6.0151424, 10.203943]	[101, 105]	[170319784, 170319788]	[170319784, 170319788]
152_13866	chr2	171157001	171157401	+	1000	33.0	[10.203943]	[111]	[6.0151424]	[111]	[171157210]	[171157210]
152_1387	chr1	40153048	40153448	+	1000	79.0	[10.203943]	[159]	[6.0151424]	[159]	[40153285]	[40153285]
152_13878	chr2	189206524	189206924	+	668	33.0	[10.203943]	[97]	[6.0151424]	[97]	[189206719]	[189206719]
152_1388	chr1	61725335	61725735	+	1000	79.0	[10.203943]	[73]	[6.0151424]	[73]	[61725492]	[61725492]
152_13882	chr2	206083308	206083708	+	626	33.0	[10.203943, 5.975493]	[73, 123]	[6.0151424]	[73]	[206083478, 206083528]	[206083478]
152_13885	chr2	230626621	230627021	+	996	33.0	[6.0151424, 6.0151424, 6.0151424, 6.0151424, 6.0151424, 6.0151424]	[120, 124, 128, 132, 136, 140]	[10.203943, 10.203943, 10.203943, 10.203943, 10.203943, 10.203943]	[120, 124, 128, 132, 136, 140]	[230626826, 230626830, 230626834, 230626838, 230626842, 230626846]	[230626826, 230626830, 230626834, 230626838, 230626842, 230626846]
152_13886	chr2	231358102	231358502	+	926	33.0	[6.0151424]	[166]	[10.203943]	[166]	[231358351]	[231358351]
152_13888	chr20	13898028	13898428	+	1000	33.0	[6.0151424]	[89]	[10.203943]	[89]	[13898209]	[13898209]
152_13893	chr20	37396521	37396921	+	1000	33.0	[10.935475]	[94]	[10.935475]	[94]	[37396715]	[37396715]
152_13898	chr20	49677525	49677925	+	957	33.0	[6.0151424, 6.0151424, 6.0151424, 6.0151424, 6.0151424]	[117, 121, 125, 129, 133]	[10.203943, 10.203943, 10.203943, 10.203943, 10.203943]	[117, 121, 125, 129, 133]	[49677738, 49677742, 49677746, 49677750, 49677754]	[49677738, 49677742, 49677746, 49677750, 49677754]
152_13899	chr20	51329919	51330319	+	840	33.0	[10.935475, 6.0151424]	[175, 187]	[5.975493, 5.975493, 5.975493, 10.935475, 5.975493, 5.975493, 10.203943]	[159, 167, 171, 175, 179, 183, 187]	[51330096, 51330108]	[51330080, 51330088, 51330092, 51330096, 51330100, 51330104, 51330108]
152_139	chr3	69724802	69725202	+	1000	191.0	[6.0151424]	[132]	[10.203943]	[132]	[69725015]	[69725015]
152_13910	chr21	33309051	33309451	+	1000	33.0	[]	[]	[5.975493, 5.975493]	[99, 103]	[]	[33309212, 33309216]
152_13918	chr21	39346527	39346927	+	1000	33.0	[10.935475]	[120]	[10.935475]	[120]	[39346704]	[39346704]
152_13920	chr21	46636206	46636606	+	973	33.0	[6.0151424]	[128]	[10.203943]	[128]	[46636428]	[46636428]
152_13925	chr22	19295881	19296281	+	1000	33.0	[10.203943]	[189]	[6.0151424]	[189]	[19296117]	[19296117]
152_13926	chr22	19344537	19344937	+	941	33.0	[10.203943]	[114]	[6.0151424]	[114]	[19344694]	[19344694]
152_13927	chr22	19364431	19364831	+	1000	33.0	[10.203943]	[116]	[6.0151424]	[116]	[19364647]	[19364647]
152_13932	chr22	19686624	19687024	+	776	33.0	[6.0151424]	[202]	[10.203943]	[202]	[19686846]	[19686846]
152_13936	chr22	19957644	19958044	+	937	33.0	[5.975493]	[114]	[]	[]	[19957840]	[]
152_1394	chr10	15442112	15442512	+	1000	79.0	[6.0151424]	[118]	[10.203943]	[118]	[15442323]	[15442323]
152_13942	chr22	20482053	20482453	+	1000	33.0	[]	[]	[5.975493]	[103]	[]	[20482238]
152_13951	chr22	20855356	20855756	+	1000	33.0	[]	[]	[5.975493]	[166]	[]	[20855539]
152_13955	chr22	21016689	21017089	+	994	33.0	[10.203943]	[153]	[6.0151424]	[153]	[21016921]	[21016921]
152_13957	chr22	21096144	21096544	+	863	33.0	[]	[]	[5.975493]	[144]	[]	[21096336]
152_13967	chr22	21914605	21915005	+	1000	33.0	[]	[]	[5.975493]	[125]	[]	[21914816]
152_1397	chr10	78925910	78926310	+	1000	79.0	[6.0151424]	[150]	[10.203943]	[150]	[78926157]	[78926157]
152_13979	chr22	22518126	22518526	+	1000	33.0	[]	[]	[5.975493]	[110]	[]	[22518309]
152_13981	chr22	22598914	22599314	+	987	33.0	[5.975493]	[111]	[]	[]	[22599122]	[]
152_13995	chr22	28574468	28574868	+	725	33.0	[6.0151424]	[132]	[10.203943]	[132]	[28574690]	[28574690]
152_14	chr3	196537302	196537702	+	1000	453.0	[10.203943, 10.203943, 10.203943, 10.203943, 10.203943, 10.203943]	[57, 61, 65, 69, 73, 80]	[6.0151424, 6.0151424, 6.0151424, 6.0151424, 6.0151424, 6.0151424]	[57, 61, 65, 69, 73, 80]	[196537455, 196537459, 196537463, 196537467, 196537471, 196537478]	[196537455, 196537459, 196537463, 196537467, 196537471, 196537478]
152_140	chr6	32167757	32168157	+	1000	191.0	[10.935475]	[98]	[10.935475]	[98]	[32167949]	[32167949]
152_1400	chr12	121400790	121401190	+	1000	79.0	[6.0151424]	[95]	[10.203943]	[95]	[121400982]	[121400982]
152_14003	chr3	4631020	4631420	+	911	33.0	[10.935475]	[90]	[10.935475]	[90]	[4631208]	[4631208]
152_14005	chr3	9646735	9647135	+	1000	33.0	[6.0151424]	[89]	[5.975493, 10.203943]	[85, 89]	[9646893]	[9646889, 9646893]
152_14006	chr3	12553518	12553918	+	706	33.0	[10.935475]	[154]	[10.935475]	[154]	[12553765]	[12553765]
152_14009	chr3	15339905	15340305	+	1000	33.0	[5.975493]	[112]	[]	[]	[15340105]	[]
152_14011	chr3	17747211	17747611	+	1000	33.0	[6.0151424]	[125]	[10.203943]	[125]	[17747402]	[17747402]
152_14012	chr3	28345723	28346123	+	1000	33.0	[6.0151424]	[111]	[10.203943]	[111]	[28345928]	[28345928]
152_14014	chr3	32699426	32699826	+	965	33.0	[]	[]	[5.975493]	[129]	[]	[32699650]
152_14015	chr3	33890357	33890757	+	1000	33.0	[6.0151424, 10.203943]	[119, 123]	[10.203943, 6.0151424]	[119, 123]	[33890541, 33890545]	[33890541, 33890545]
152_1402	chr15	23467037	23467437	+	1000	79.0	[10.203943]	[138]	[6.0151424]	[138]	[23467267]	[23467267]
152_14021	chr3	44522584	44522984	+	564	33.0	[10.203943]	[137]	[6.0151424]	[137]	[44522807]	[44522807]
152_14026	chr3	58002982	58003382	+	638	33.0	[]	[]	[5.975493]	[158]	[]	[58003224]
152_14027	chr3	60278851	60279251	+	901	33.0	[10.203943, 10.203943]	[188, 211]	[6.0151424, 6.0151424]	[188, 211]	[60279044, 60279067]	[60279044, 60279067]
152_14029	chr3	72448901	72449301	+	682	33.0	[5.975493]	[153]	[]	[]	[72449146]	[]
152_1403	chr15	69043519	69043919	+	1000	79.0	[10.203943]	[118]	[6.0151424]	[118]	[69043728]	[69043728]
152_14042	chr3	156813651	156814051	+	1000	33.0	[6.0151424]	[107]	[10.203943]	[107]	[156813841]	[156813841]
152_14044	chr3	157618043	157618443	+	1000	33.0	[6.0151424]	[77]	[10.203943]	[77]	[157618207]	[157618207]
152_14048	chr3	184117064	184117464	+	1000	33.0	[6.0151424]	[114]	[10.203943]	[114]	[184117268]	[184117268]
152_1405	chr17	42087386	42087786	+	1000	79.0	[10.203943]	[182]	[6.0151424]	[182]	[42087625]	[42087625]
152_14053	chr3	194079543	194079943	+	557	33.0	[10.203943]	[165]	[6.0151424]	[165]	[194079783]	[194079783]
152_14057	chr3	197331035	197331435	+	1000	33.0	[10.203943]	[93]	[6.0151424]	[93]	[197331225]	[197331225]
152_14059	chr4	2433014	2433414	+	877	33.0	[6.0151424]	[214]	[10.203943]	[214]	[2433259]	[2433259]
152_14062	chr4	37821973	37822373	+	933	33.0	[6.0151424, 10.203943]	[114, 151]	[10.203943, 6.0151424]	[114, 151]	[37822164, 37822201]	[37822164, 37822201]
152_14066	chr4	48853881	48854281	+	1000	33.0	[5.975493]	[141]	[]	[]	[48854112]	[]
152_14068	chr4	73923310	73923710	+	976	33.0	[]	[]	[5.975493]	[111]	[]	[73923521]
152_14069	chr4	74311744	74312144	+	569	33.0	[10.203943]	[119]	[6.0151424]	[119]	[74311961]	[74311961]
152_1407	chr19	50228179	50228579	+	1000	79.0	[6.0151424, 6.0151424, 10.203943]	[78, 82, 96]	[10.203943, 10.203943, 6.0151424]	[78, 82, 96]	[50228346, 50228350, 50228364]	[50228346, 50228350, 50228364]
152_14070	chr4	76058758	76059158	+	892	33.0	[6.0151424]	[126]	[5.975493, 10.203943]	[67, 126]	[76058972]	[76058913, 76058972]
152_14075	chr4	122602751	122603151	+	997	33.0	[5.975493]	[106]	[]	[]	[122602920]	[]
152_14077	chr4	126495174	126495574	+	908	33.0	[6.0151424]	[85]	[10.203943]	[85]	[126495331]	[126495331]
152_14080	chr4	138960349	138960749	+	1000	33.0	[10.203943, 10.203943]	[109, 125]	[6.0151424, 6.0151424]	[109, 125]	[138960537, 138960553]	[138960537, 138960553]
152_14084	chr4	158949097	158949497	+	949	33.0	[6.0151424]	[114]	[10.203943]	[114]	[158949282]	[158949282]
152_14089	chr4	185425942	185426342	+	992	33.0	[]	[]	[5.975493]	[176]	[]	[185426191]
152_14091	chr5	10302999	10303399	+	814	33.0	[6.0151424]	[207]	[10.203943]	[207]	[10303249]	[10303249]
152_14093	chr5	10593940	10594340	+	790	33.0	[6.0151424, 6.0151424, 6.0151424]	[140, 144, 148]	[10.203943, 10.203943, 10.203943]	[140, 144, 148]	[10594163, 10594167, 10594171]	[10594163, 10594167, 10594171]
152_14096	chr5	36943455	36943855	+	1000	33.0	[6.0151424]	[96]	[10.203943]	[96]	[36943613]	[36943613]
152_14099	chr5	40870881	40871281	+	875	33.0	[10.935475, 6.0151424]	[119, 157]	[10.935475, 10.203943]	[119, 157]	[40871067, 40871105]	[40871067, 40871105]
152_141	chrX	457192	457592	+	1000	190.0	[10.203943, 10.203943, 10.203943, 10.203943, 10.203943, 10.203943, 5.975493]	[58, 76, 86, 121, 128, 141, 148]	[6.0151424, 6.0151424, 6.0151424, 6.0151424, 6.0151424, 6.0151424]	[58, 76, 86, 121, 128, 141]	[457346, 457364, 457374, 457409, 457416, 457429, 457436]	[457346, 457364, 457374, 457409, 457416, 457429]
152_1410	chr2	241489192	241489592	+	1000	79.0	[10.203943]	[152]	[5.975493, 6.0151424]	[108, 152]	[241489436]	[241489392, 241489436]
152_14100	chr5	68451657	68452057	+	661	33.0	[10.203943]	[125]	[6.0151424]	[125]	[68451872]	[68451872]
152_14103	chr5	79576534	79576934	+	1000	33.0	[10.935475]	[166]	[10.935475]	[166]	[79576741]	[79576741]
152_1411	chr20	41116347	41116747	+	1000	79.0	[10.203943]	[121]	[6.0151424]	[121]	[41116563]	[41116563]
152_14118	chr5	132778667	132779067	+	995	33.0	[6.0151424]	[103]	[10.203943]	[103]	[132778853]	[132778853]
152_14119	chr5	134510130	134510530	+	816	33.0	[10.935475]	[103]	[10.935475]	[103]	[134510327]	[134510327]
152_14121	chr5	139268448	139268848	+	1000	33.0	[6.0151424]	[133]	[10.203943]	[133]	[139268648]	[139268648]
152_14125	chr5	149404678	149405078	+	945	33.0	[10.935475]	[124]	[10.935475]	[124]	[149404898]	[149404898]
152_14130	chr5	160399340	160399740	+	1000	33.0	[10.203943]	[123]	[6.0151424]	[123]	[160399497]	[160399497]
152_14131	chr5	163443791	163444191	+	963	33.0	[6.0151424, 10.203943]	[62, 85]	[10.203943, 6.0151424]	[62, 85]	[163443952, 163443975]	[163443952, 163443975]
152_14134	chr6	291332	291732	+	1000	33.0	[6.0151424, 5.975493]	[188, 192]	[10.203943]	[188]	[291574, 291578]	[291574]
152_14136	chr6	2993633	2994033	+	847	33.0	[10.203943]	[118]	[6.0151424]	[118]	[2993821]	[2993821]
152_14141	chr6	6984662	6985062	+	1000	33.0	[10.203943]	[95]	[6.0151424]	[95]	[6984845]	[6984845]
152_14142	chr6	7679969	7680369	+	934	33.0	[10.203943, 5.975493]	[114, 150]	[6.0151424]	[114]	[7680165, 7680201]	[7680165]
152_14146	chr6	13664689	13665089	+	800	33.0	[10.203943]	[147]	[6.0151424]	[147]	[13664922]	[13664922]
152_14147	chr6	13666889	13667289	+	1000	33.0	[10.203943]	[146]	[6.0151424]	[146]	[13667123]	[13667123]
152_1415	chr3	52189162	52189562	+	1000	79.0	[6.0151424]	[115]	[10.203943]	[115]	[52189365]	[52189365]
152_14154	chr6	15070893	15071293	+	1000	33.0	[10.203943, 10.203943]	[202, 213]	[6.0151424, 6.0151424]	[202, 213]	[15071131, 15071142]	[15071131, 15071142]
152_14156	chr6	17980566	17980966	+	926	33.0	[6.0151424]	[191]	[10.203943]	[191]	[17980809]	[17980809]
152_14157	chr6	18037371	18037771	+	809	33.0	[10.203943, 10.203943]	[158, 171]	[6.0151424, 6.0151424]	[158, 171]	[18037596, 18037609]	[18037596, 18037609]
152_14158	chr6	18056815	18057215	+	1000	33.0	[6.0151424, 6.0151424]	[94, 98]	[10.203943, 10.203943]	[94, 98]	[18057002, 18057006]	[18057002, 18057006]
152_1416	chr3	170778609	170779009	+	1000	79.0	[]	[]	[5.975493]	[107]	[]	[170778790]
152_14162	chr6	28580471	28580871	+	873	33.0	[10.203943]	[130]	[6.0151424]	[130]	[28580690]	[28580690]
152_14163	chr6	28750529	28750929	+	991	33.0	[10.935475]	[89]	[10.935475]	[89]	[28750701]	[28750701]
152_14168	chr6	30715027	30715427	+	833	33.0	[10.203943]	[90]	[6.0151424]	[90]	[30715197]	[30715197]
152_1417	chr3	171935254	171935654	+	1000	79.0	[10.203943]	[135]	[6.0151424]	[135]	[171935475]	[171935475]
152_14174	chr6	31707230	31707630	+	969	33.0	[6.0151424]	[88]	[10.203943]	[88]	[31707411]	[31707411]
152_14176	chr6	32131689	32132089	+	964	33.0	[5.975493]	[99]	[]	[]	[32131858]	[]
152_14180	chr6	34680961	34681361	+	1000	33.0	[10.203943]	[83]	[6.0151424]	[83]	[34681137]	[34681137]
152_1419	chr6	8099721	8100121	+	1000	79.0	[10.203943]	[127]	[6.0151424]	[127]	[8099925]	[8099925]
152_14197	chr6	51051247	51051647	+	597	33.0	[6.0151424]	[73]	[10.203943]	[73]	[51051412]	[51051412]
152_14198	chr6	52547666	52548066	+	1000	33.0	[5.975493]	[124]	[]	[]	[52547870]	[]
152_142	chr1	180611284	180611684	+	1000	189.0	[10.935475]	[87]	[10.935475]	[87]	[180611469]	[180611469]
152_14201	chr6	73282508	73282908	+	995	33.0	[10.935475]	[122]	[5.975493, 10.935475]	[96, 122]	[73282708]	[73282682, 73282708]
152_14208	chr6	116500631	116501031	+	634	33.0	[6.0151424]	[102]	[10.203943]	[102]	[116500822]	[116500822]
152_14213	chr6	132813213	132813613	+	1000	33.0	[6.0151424]	[107]	[10.203943]	[107]	[132813410]	[132813410]
152_14223	chr6	146950245	146950645	+	997	33.0	[10.203943]	[104]	[6.0151424]	[104]	[146950441]	[146950441]
152_1423	chr6	159989744	159990144	+	1000	79.0	[6.0151424]	[90]	[10.203943]	[90]	[159989920]	[159989920]
152_14241	chr7	22872433	22872833	+	983	33.0	[6.0151424]	[156]	[10.203943]	[156]	[22872672]	[22872672]
152_14242	chr7	27693858	27694258	+	1000	33.0	[6.0151424]	[136]	[10.203943]	[136]	[27694088]	[27694088]
152_14245	chr7	45000625	45001025	+	1000	33.0	[6.0151424, 6.0151424]	[118, 122]	[10.203943, 10.203943]	[118, 122]	[45000826, 45000830]	[45000826, 45000830]
152_14246	chr7	50276603	50277003	+	784	33.0	[6.0151424]	[132]	[10.203943]	[132]	[50276826]	[50276826]
152_14247	chr7	54996069	54996469	+	1000	33.0	[10.203943]	[129]	[6.0151424]	[129]	[54996283]	[54996283]
152_14249	chr7	65930323	65930723	+	755	33.0	[6.0151424]	[93]	[10.203943]	[93]	[65930495]	[65930495]
152_1425	chr7	128099189	128099589	+	1000	79.0	[]	[]	[5.975493]	[104]	[]	[128099370]
152_14255	chr7	84824196	84824596	+	1000	33.0	[]	[]	[5.975493]	[150]	[]	[84824446]
152_14258	chr7	91894971	91895371	+	972	33.0	[5.975493]	[160]	[]	[]	[91895137]	[]
152_1426	chr8	41508437	41508837	+	1000	79.0	[10.203943]	[160]	[6.0151424]	[160]	[41508684]	[41508684]
152_14261	chr7	97819159	97819559	+	997	33.0	[6.0151424, 10.203943]	[88, 137]	[10.203943, 6.0151424]	[88, 137]	[97819336, 97819385]	[97819336, 97819385]
152_14262	chr7	99699462	99699862	+	752	33.0	[6.0151424]	[121]	[10.203943]	[121]	[99699677]	[99699677]
152_14268	chr7	102440011	102440411	+	1000	33.0	[6.0151424]	[137]	[10.203943]	[137]	[102440232]	[102440232]
152_14270	chr7	106282519	106282919	+	805	33.0	[10.203943]	[153]	[6.0151424]	[153]	[106282739]	[106282739]
152_14273	chr7	107132424	107132824	+	651	33.0	[6.0151424]	[270]	[10.203943]	[270]	[107132609]	[107132609]
152_14279	chr7	117008519	117008919	+	905	33.0	[]	[]	[5.975493]	[111]	[]	[117008715]
152_14282	chr7	117184353	117184753	+	1000	33.0	[5.975493]	[85]	[]	[]	[117184531]	[]
152_14287	chr7	121090056	121090456	+	1000	33.0	[6.0151424]	[134]	[10.203943]	[134]	[121090264]	[121090264]
152_14291	chr7	128692877	128693277	+	947	33.0	[10.935475]	[133]	[10.935475]	[133]	[128693104]	[128693104]
152_14292	chr7	128742410	128742810	+	836	33.0	[]	[]	[5.975493]	[135]	[]	[128742607]
152_14293	chr7	128743202	128743602	+	985	33.0	[5.975493]	[106]	[5.975493]	[145]	[128743383]	[128743422]
152_14294	chr7	129225906	129226306	+	1000	33.0	[6.0151424]	[169]	[10.203943]	[169]	[129226140]	[129226140]
152_14295	chr7	129344263	129344663	+	1000	33.0	[]	[]	[5.975493]	[148]	[]	[129344441]
152_14296	chr7	129853512	129853912	+	987	33.0	[10.203943]	[123]	[6.0151424]	[123]	[129853732]	[129853732]
152_14298	chr7	131421101	131421501	+	813	33.0	[6.0151424]	[128]	[10.203943]	[128]	[131421314]	[131421314]
152_14300	chr7	133018272	133018672	+	813	33.0	[10.203943, 10.203943]	[141, 154]	[6.0151424, 6.0151424]	[141, 154]	[133018481, 133018494]	[133018481, 133018494]
