#PeakID(python scan_motif.py ./ENCODE_processed_files/NR2C2_idr.fa NR2C2 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
151_14457	chr17	63770229	63770629	+	1000	82.0	[9.443364]	[151]	[]	[]	[63770446]	[]
151_14458	chr17	68291391	68291791	+	1000	82.0	[9.164563]	[124]	[]	[]	[68291557]	[]
151_14465	chr19	1274180	1274580	+	1000	82.0	[9.164563]	[96]	[9.443364]	[87]	[1274366]	[1274357]
151_1447	chr10	48470079	48470479	+	1000	400.0	[]	[]	[9.443364]	[120]	[]	[48470270]
151_14474	chr19	55460614	55461014	+	1000	82.0	[7.9852743]	[150]	[]	[]	[55460842]	[]
151_14478	chr2	28684103	28684503	+	1000	82.0	[9.443364]	[97]	[]	[]	[28684288]	[]
151_1448	chr16	2251374	2251774	+	1000	400.0	[7.9852743]	[129]	[]	[]	[2251590]	[]
151_14480	chr2	70070866	70071266	+	1000	82.0	[]	[]	[9.443364]	[185]	[]	[70071106]
151_14484	chr2	165953799	165954199	+	1000	82.0	[9.443364]	[120]	[]	[]	[165953999]	[]
151_14490	chr2	230667192	230667592	+	1000	82.0	[]	[]	[9.443364]	[186]	[]	[230667423]
151_14491	chr2	235444187	235444587	+	1000	82.0	[9.443364]	[177]	[]	[]	[235444408]	[]
151_14495	chr20	44736179	44736579	+	1000	82.0	[9.443364]	[122]	[]	[]	[44736373]	[]
151_14498	chr20	64036500	64036900	+	1000	82.0	[]	[]	[9.443364, 9.164563]	[104, 111]	[]	[64036701, 64036708]
151_14502	chr21	33541134	33541534	+	1000	82.0	[]	[]	[9.443364]	[152]	[]	[33541374]
151_14503	chr21	45111264	45111664	+	1000	82.0	[]	[]	[9.164563]	[89]	[]	[45111448]
151_14504	chr22	21040640	21041040	+	1000	82.0	[9.443364]	[173]	[]	[]	[21040875]	[]
151_14509	chr3	72482893	72483293	+	1000	82.0	[9.443364]	[105]	[]	[]	[72483094]	[]
151_14515	chr4	657487	657887	+	976	82.0	[7.9852743, 9.164563, 9.164563, 7.9852743, 9.164563, 9.164563]	[97, 108, 119, 143, 154, 165]	[]	[]	[657645, 657656, 657667, 657691, 657702, 657713]	[]
151_14518	chr4	40264892	40265292	+	1000	82.0	[9.164563]	[83]	[]	[]	[40265073]	[]
151_14519	chr4	105140922	105141322	+	1000	82.0	[9.443364]	[151]	[]	[]	[105141158]	[]
151_1452	chr1	30769159	30769559	+	1000	399.0	[9.164563]	[105]	[]	[]	[30769358]	[]
151_14521	chr4	153083362	153083762	+	1000	82.0	[9.443364]	[94]	[]	[]	[153083520]	[]
151_14522	chr4	153493712	153494112	+	1000	82.0	[9.443364]	[126]	[]	[]	[153493901]	[]
151_14526	chr5	37369976	37370376	+	1000	82.0	[9.443364]	[95]	[]	[]	[37370156]	[]
151_14533	chr5	134527611	134528011	+	1000	82.0	[9.164563]	[159]	[]	[]	[134527836]	[]
151_14534	chr5	134964719	134965119	+	874	82.0	[]	[]	[9.443364, 9.443364, 9.443364]	[145, 152, 164]	[]	[134964919, 134964926, 134964938]
151_14535	chr5	138032756	138033156	+	1000	82.0	[]	[]	[7.7064734]	[198]	[]	[138032958]
151_14537	chr5	151322089	151322489	+	985	82.0	[]	[]	[9.443364]	[108]	[]	[151322290]
151_14541	chr6	16239696	16240096	+	1000	82.0	[]	[]	[9.164563]	[183]	[]	[16239936]
151_14546	chr6	27374538	27374938	+	1000	82.0	[]	[]	[9.443364]	[132]	[]	[27374733]
151_14548	chr6	33377622	33378022	+	557	82.0	[]	[]	[9.443364]	[52]	[]	[33377773]
151_1455	chr22	19854695	19855095	+	1000	399.0	[]	[]	[7.7064734]	[158]	[]	[19854926]
151_14554	chr6	79078154	79078554	+	1000	82.0	[]	[]	[7.7064734]	[176]	[]	[79078382]
151_14558	chr7	12805593	12805993	+	1000	82.0	[]	[]	[9.443364]	[123]	[]	[12805798]
151_14559	chr7	25259677	25260077	+	1000	82.0	[9.164563]	[149]	[]	[]	[25259882]	[]
151_14562	chr7	107118504	107118904	+	1000	82.0	[9.443364]	[149]	[]	[]	[107118705]	[]
151_14566	chr7	152520844	152521244	+	1000	82.0	[9.443364]	[116]	[9.164563]	[133]	[152521000]	[152521017]
151_14567	chr8	27948329	27948729	+	1000	82.0	[9.443364]	[127]	[]	[]	[27948509]	[]
151_14568	chr8	53843193	53843593	+	1000	82.0	[7.7064734]	[171]	[]	[]	[53843434]	[]
151_1457	chr8	19817083	19817483	+	1000	399.0	[]	[]	[9.443364]	[108]	[]	[19817277]
151_14572	chr8	102742817	102743217	+	1000	82.0	[9.164563]	[96]	[]	[]	[102742994]	[]
151_14574	chr8	130434530	130434930	+	1000	82.0	[9.164563]	[87]	[]	[]	[130434710]	[]
151_14575	chr9	27462415	27462815	+	1000	82.0	[9.443364]	[110]	[]	[]	[27462611]	[]
151_14576	chr9	33076488	33076888	+	1000	82.0	[7.7064734]	[135]	[]	[]	[33076708]	[]
151_14577	chr9	35491579	35491979	+	1000	82.0	[9.443364]	[121]	[]	[]	[35491735]	[]
151_1458	chr2	100562653	100563053	+	1000	398.0	[9.443364]	[65]	[]	[]	[100562812]	[]
151_14580	chr9	92486368	92486768	+	1000	82.0	[]	[]	[9.443364]	[144]	[]	[92486572]
151_14581	chr9	98918030	98918430	+	1000	82.0	[]	[]	[9.443364]	[104]	[]	[98918217]
151_14584	chr9	133160872	133161272	+	1000	82.0	[9.443364]	[155]	[]	[]	[133161103]	[]
151_14585	chr9	136614439	136614839	+	1000	82.0	[]	[]	[9.164563]	[77]	[]	[136614601]
151_14586	chr9	137085955	137086355	+	1000	82.0	[]	[]	[9.443364]	[139]	[]	[137086188]
151_14587	chr9	137236305	137236705	+	987	82.0	[]	[]	[9.443364]	[122]	[]	[137236500]
151_1459	chr4	48804892	48805292	+	1000	398.0	[9.443364]	[133]	[9.443364]	[119]	[48805113]	[48805099]
151_14590	chrX	130092131	130092531	+	1000	82.0	[9.443364]	[128]	[]	[]	[130092345]	[]
151_14594	chr1	9129305	9129705	+	1000	81.0	[]	[]	[9.164563]	[199]	[]	[9129552]
151_14595	chr1	10420554	10420954	+	1000	81.0	[]	[]	[9.443364]	[164]	[]	[10420799]
151_14596	chr1	23168528	23168928	+	1000	81.0	[]	[]	[7.9852743]	[75]	[]	[23168679]
151_146	chr12	121888431	121888831	+	1000	1163.0	[9.164563]	[115]	[]	[]	[121888644]	[]
151_14601	chr1	31084861	31085261	+	1000	81.0	[]	[]	[9.443364]	[116]	[]	[31085043]
151_14604	chr1	51312691	51313091	+	1000	81.0	[9.164563, 9.443364]	[101, 108]	[]	[]	[51312869, 51312876]	[]
151_14605	chr1	51671756	51672156	+	1000	81.0	[9.443364]	[146]	[]	[]	[51671980]	[]
151_14606	chr1	53945459	53945859	+	1000	81.0	[7.7064734]	[184]	[7.7064734]	[140]	[53945678]	[53945634]
151_14609	chr1	155940679	155941079	+	1000	81.0	[9.443364]	[156]	[]	[]	[155940893]	[]
151_14610	chr1	157156082	157156482	+	1000	81.0	[7.7064734, 9.164563]	[72, 94]	[]	[]	[157156234, 157156256]	[]
151_14611	chr1	162422909	162423309	+	1000	81.0	[9.443364]	[120]	[]	[]	[162423122]	[]
151_14613	chr1	182584734	182585134	+	1000	81.0	[]	[]	[9.443364]	[137]	[]	[182584956]
151_14616	chr1	201887065	201887465	+	1000	81.0	[9.164563]	[104]	[]	[]	[201887247]	[]
151_14617	chr1	202143006	202143406	+	1000	81.0	[9.443364]	[77]	[]	[]	[202143166]	[]
151_14618	chr1	206685375	206685775	+	1000	81.0	[7.7064734]	[136]	[]	[]	[206685590]	[]
151_14619	chr1	211556375	211556775	+	1000	81.0	[]	[]	[9.443364]	[101]	[]	[211556559]
151_1462	chr14	75069269	75069669	+	1000	397.0	[9.164563]	[134]	[9.443364]	[142]	[75069491]	[75069499]
151_14622	chr10	21670356	21670756	+	1000	81.0	[9.164563]	[140]	[]	[]	[21670587]	[]
151_14623	chr10	22623651	22624051	+	1000	81.0	[9.443364]	[142]	[]	[]	[22623887]	[]
151_14625	chr10	60295327	60295727	+	1000	81.0	[]	[]	[9.443364]	[213]	[]	[60295548]
151_14628	chr11	46308572	46308972	+	1000	81.0	[9.443364, 7.7064734]	[112, 154]	[]	[]	[46308779, 46308821]	[]
151_14630	chr11	47376771	47377171	+	1000	81.0	[9.443364]	[95]	[]	[]	[47376954]	[]
151_14640	chr12	1618372	1618772	+	1000	81.0	[]	[]	[9.443364, 9.443364]	[98, 105]	[]	[1618566, 1618573]
151_14643	chr12	30851315	30851715	+	1000	81.0	[9.443364]	[65]	[]	[]	[30851471]	[]
151_14646	chr12	54306849	54307249	+	1000	81.0	[9.443364]	[118]	[9.164563]	[79]	[54307046]	[54307007]
151_14649	chr12	95158845	95159245	+	1000	81.0	[9.443364]	[77]	[]	[]	[95158999]	[]
151_14651	chr12	113184982	113185382	+	1000	81.0	[7.7064734]	[82]	[]	[]	[113185153]	[]
151_14652	chr12	113238185	113238585	+	1000	81.0	[]	[]	[9.164563]	[189]	[]	[113238423]
151_14654	chr12	117561974	117562374	+	995	81.0	[9.164563, 9.443364]	[110, 124]	[]	[]	[117562176, 117562190]	[]
151_14655	chr12	119627694	119628094	+	881	81.0	[]	[]	[7.7064734]	[149]	[]	[119627933]
151_14657	chr12	123449292	123449692	+	1000	81.0	[9.443364]	[73]	[9.164563]	[112]	[123449464]	[123449503]
151_14658	chr12	124492954	124493354	+	1000	81.0	[9.164563]	[105]	[9.164563]	[116]	[124493146]	[124493157]
151_14659	chr12	132474526	132474926	+	1000	81.0	[]	[]	[9.164563, 9.164563, 9.164563, 9.164563, 9.164563]	[105, 128, 151, 174, 197]	[]	[132474685, 132474708, 132474731, 132474754, 132474777]
151_1466	chr1	212035000	212035400	+	1000	396.0	[9.164563]	[96]	[]	[]	[212035189]	[]
151_14662	chr14	22336909	22337309	+	1000	81.0	[]	[]	[9.164563]	[143]	[]	[22337149]
151_14663	chr14	64503700	64504100	+	1000	81.0	[7.7064734]	[196]	[]	[]	[64503921]	[]
151_14668	chr15	67884699	67885099	+	1000	81.0	[]	[]	[7.7064734]	[92]	[]	[67884868]
151_14670	chr15	74780058	74780458	+	1000	81.0	[]	[]	[9.443364]	[176]	[]	[74780295]
151_14672	chr15	90157978	90158378	+	1000	81.0	[9.443364]	[184]	[]	[]	[90158225]	[]
151_14674	chr16	2003777	2004177	+	1000	81.0	[9.164563]	[63]	[]	[]	[2003934]	[]
151_14677	chr16	29663247	29663647	+	1000	81.0	[9.164563]	[138]	[]	[]	[29663434]	[]
151_1468	chr16	23821934	23822334	+	1000	396.0	[]	[]	[9.443364]	[119]	[]	[23822143]
151_14681	chr16	66524861	66525261	+	1000	81.0	[9.164563]	[115]	[]	[]	[66525068]	[]
151_14684	chr16	84886564	84886964	+	1000	81.0	[9.443364]	[113]	[]	[]	[84886743]	[]
151_14685	chr16	87387241	87387641	+	1000	81.0	[9.443364]	[217]	[9.443364]	[133]	[87387483]	[87387399]
151_14688	chr17	17605430	17605830	+	1000	81.0	[]	[]	[9.443364]	[124]	[]	[17605609]
151_14689	chr17	17900505	17900905	+	596	81.0	[9.164563]	[69]	[]	[]	[17900665]	[]
151_14694	chr17	39723462	39723862	+	1000	81.0	[9.443364]	[101]	[]	[]	[39723659]	[]
151_14695	chr17	43983560	43983960	+	1000	81.0	[]	[]	[7.7064734, 7.7064734]	[171, 177]	[]	[43983785, 43983791]
151_14697	chr17	47209305	47209705	+	1000	81.0	[]	[]	[9.164563]	[143]	[]	[47209539]
151_14698	chr17	48051655	48052055	+	1000	81.0	[]	[]	[9.443364]	[108]	[]	[48051828]
151_1470	chr7	10973025	10973425	+	1000	396.0	[]	[]	[9.443364]	[77]	[]	[10973181]
151_14706	chr17	79835903	79836303	+	1000	81.0	[]	[]	[7.9852743, 9.443364]	[112, 149]	[]	[79836113, 79836150]
151_14708	chr18	22933435	22933835	+	1000	81.0	[7.7064734]	[131]	[]	[]	[22933603]	[]
151_14709	chr19	799330	799730	+	1000	81.0	[]	[]	[9.443364, 7.7064734]	[58, 69]	[]	[799482, 799493]
151_1471	chr7	44606790	44607190	+	1000	396.0	[7.9852743]	[173]	[9.164563]	[164]	[44607022]	[44607013]
151_14711	chr19	9834784	9835184	+	1000	81.0	[7.7064734]	[224]	[]	[]	[9835014]	[]
151_14713	chr19	18322470	18322870	+	1000	81.0	[9.443364]	[123]	[]	[]	[18322651]	[]
151_14715	chr19	37692049	37692449	+	1000	81.0	[9.443364]	[118]	[]	[]	[37692252]	[]
151_14717	chr19	43755275	43755675	+	1000	81.0	[9.443364]	[128]	[]	[]	[43755489]	[]
151_14718	chr19	45883218	45883618	+	1000	81.0	[7.7064734]	[173]	[]	[]	[45883463]	[]
151_14721	chr19	55461317	55461717	+	1000	81.0	[7.9852743]	[76]	[]	[]	[55461470]	[]
151_14724	chr2	15554514	15554914	+	1000	81.0	[9.443364]	[94]	[]	[]	[15554707]	[]
151_14728	chr2	64283641	64284041	+	1000	81.0	[]	[]	[9.164563]	[119]	[]	[64283847]
151_1473	chr3	33791705	33792105	+	1000	395.0	[9.443364]	[97]	[]	[]	[33791892]	[]
151_14731	chr2	88858064	88858464	+	1000	81.0	[9.443364]	[183]	[]	[]	[88858305]	[]
151_14735	chr2	113164207	113164607	+	926	81.0	[9.443364]	[118]	[]	[]	[113164424]	[]
151_14737	chr2	121534547	121534947	+	1000	81.0	[]	[]	[9.443364]	[119]	[]	[121534755]
151_14742	chr2	216774900	216775300	+	1000	81.0	[9.164563]	[133]	[]	[]	[216775100]	[]
151_14744	chr2	241410746	241411146	+	1000	81.0	[9.164563]	[88]	[]	[]	[241410920]	[]
151_14745	chr20	4119588	4119988	+	674	81.0	[9.443364]	[176]	[]	[]	[4119820]	[]
151_14746	chr20	22717426	22717826	+	1000	81.0	[9.164563, 9.443364]	[114, 135]	[]	[]	[22717626, 22717647]	[]
151_14751	chr20	38947934	38948334	+	1000	81.0	[9.164563]	[154]	[]	[]	[38948178]	[]
151_14752	chr20	44601784	44602184	+	1000	81.0	[]	[]	[9.164563]	[139]	[]	[44602016]
151_14755	chr21	35578945	35579345	+	1000	81.0	[]	[]	[9.443364]	[112]	[]	[35579144]
151_14756	chr21	38293823	38294223	+	1000	81.0	[9.443364]	[91]	[]	[]	[38293999]	[]
151_14757	chr22	17562959	17563359	+	1000	81.0	[]	[]	[9.164563]	[123]	[]	[17563182]
151_14761	chr22	32752996	32753396	+	1000	81.0	[9.164563, 9.164563, 9.443364, 9.443364]	[104, 112, 129, 136]	[]	[]	[32753196, 32753204, 32753221, 32753228]	[]
151_14762	chr3	14251260	14251660	+	1000	81.0	[]	[]	[9.443364]	[102]	[]	[14251417]
151_14767	chr3	46558180	46558580	+	1000	81.0	[]	[]	[9.443364]	[158]	[]	[46558380]
151_14769	chr3	50324414	50324814	+	1000	81.0	[9.164563, 9.164563]	[66, 143]	[]	[]	[50324578, 50324655]	[]
151_1477	chr15	40694939	40695339	+	1000	394.0	[]	[]	[9.164563]	[120]	[]	[40695147]
151_14774	chr3	118531025	118531425	+	1000	81.0	[]	[]	[9.443364]	[230]	[]	[118531274]
151_14775	chr3	128339487	128339887	+	1000	81.0	[]	[]	[9.443364]	[136]	[]	[128339705]
151_14778	chr3	169773310	169773710	+	1000	81.0	[7.7064734]	[171]	[]	[]	[169773550]	[]
151_1478	chr20	64286723	64287123	+	1000	394.0	[9.164563, 9.164563, 9.164563, 9.164563, 9.164563, 7.7064734, 7.7064734, 7.7064734, 9.164563, 9.164563, 9.164563, 7.7064734]	[96, 102, 108, 133, 139, 152, 158, 164, 170, 177, 184, 191]	[]	[]	[64286878, 64286884, 64286890, 64286915, 64286921, 64286934, 64286940, 64286946, 64286952, 64286959, 64286966, 64286973]	[]
151_14784	chr4	37629025	37629425	+	1000	81.0	[]	[]	[9.164563]	[86]	[]	[37629199]
151_14785	chr4	37648161	37648561	+	1000	81.0	[9.443364]	[107]	[]	[]	[37648347]	[]
151_14788	chr4	109735844	109736244	+	1000	81.0	[]	[]	[9.443364, 9.443364]	[80, 135]	[]	[109736018, 109736073]
151_14789	chr5	10311795	10312195	+	1000	81.0	[]	[]	[9.164563]	[73]	[]	[10311958]
151_14793	chr5	43631201	43631601	+	1000	81.0	[]	[]	[9.443364]	[153]	[]	[43631449]
151_14794	chr5	56085147	56085547	+	1000	81.0	[9.443364]	[112]	[]	[]	[56085325]	[]
151_14795	chr5	68628159	68628559	+	1000	81.0	[7.9852743]	[182]	[]	[]	[68628382]	[]
151_14796	chr5	69045776	69046176	+	1000	81.0	[9.443364]	[185]	[]	[]	[69045967]	[]
151_14798	chr5	135255429	135255829	+	1000	81.0	[]	[]	[9.443364]	[107]	[]	[135255618]
151_14801	chr5	141914239	141914639	+	1000	81.0	[]	[]	[9.164563]	[135]	[]	[141914428]
151_14804	chr5	173029577	173029977	+	1000	81.0	[9.164563, 9.443364]	[102, 152]	[]	[]	[173029777, 173029827]	[]
151_14805	chr5	176823226	176823626	+	1000	81.0	[9.164563]	[113]	[]	[]	[176823418]	[]
151_14808	chr6	3356203	3356603	+	1000	81.0	[]	[]	[7.9852743]	[144]	[]	[3356409]
151_1481	chr17	44141836	44142236	+	1000	393.0	[7.7064734]	[129]	[9.164563]	[81]	[44142062]	[44142014]
151_14810	chr6	15033162	15033562	+	1000	81.0	[]	[]	[9.443364]	[142]	[]	[15033352]
151_14814	chr6	26350046	26350446	+	1000	81.0	[9.443364]	[145]	[]	[]	[26350256]	[]
151_14817	chr6	33345053	33345453	+	1000	81.0	[7.9852743]	[84]	[9.164563]	[151]	[33345223]	[33345290]
151_14819	chr6	41182646	41183046	+	1000	81.0	[]	[]	[9.443364]	[92]	[]	[41182821]
151_1482	chr6	135054649	135055049	+	1000	393.0	[9.164563]	[138]	[]	[]	[135054879]	[]
151_14822	chr6	73521446	73521846	+	1000	81.0	[7.7064734]	[154]	[]	[]	[73521695]	[]
151_14825	chr6	143804834	143805234	+	1000	81.0	[9.164563]	[122]	[]	[]	[143805030]	[]
151_14832	chr8	1705714	1706114	+	1000	81.0	[9.164563]	[170]	[9.164563]	[132]	[1705946]	[1705908]
151_14836	chr8	89796767	89797167	+	1000	81.0	[9.443364]	[168]	[]	[]	[89797006]	[]
151_14837	chr8	143940237	143940637	+	1000	81.0	[]	[]	[7.7064734]	[174]	[]	[143940438]
151_1484	chr1	32650665	32651065	+	1000	392.0	[7.7064734]	[198]	[]	[]	[32650898]	[]
151_14840	chr9	76375081	76375481	+	1000	81.0	[]	[]	[9.443364]	[143]	[]	[76375302]
151_14842	chr9	98174898	98175298	+	911	81.0	[]	[]	[9.164563, 9.443364]	[119, 126]	[]	[98175099, 98175106]
151_14843	chr9	108468387	108468787	+	1000	81.0	[]	[]	[9.164563]	[164]	[]	[108468624]
151_14844	chr9	113581830	113582230	+	1000	81.0	[]	[]	[9.164563]	[185]	[]	[113582081]
151_14845	chr9	122940854	122941254	+	1000	81.0	[7.9852743]	[169]	[]	[]	[122941087]	[]
151_14846	chr9	129023336	129023736	+	1000	81.0	[]	[]	[9.443364]	[131]	[]	[129023541]
151_14847	chr9	135908836	135909236	+	1000	81.0	[9.164563]	[156]	[]	[]	[135909055]	[]
151_1485	chr17	82212683	82213083	+	1000	392.0	[9.164563]	[62]	[]	[]	[82212838]	[]
151_14852	chrX	31862885	31863285	+	1000	81.0	[9.443364]	[147]	[]	[]	[31863127]	[]
151_14853	chrX	40360402	40360802	+	1000	81.0	[9.164563, 9.443364, 7.9852743]	[74, 86, 154]	[]	[]	[40360558, 40360570, 40360638]	[]
151_14854	chrX	118884086	118884486	+	1000	81.0	[7.9852743]	[85]	[]	[]	[118884247]	[]
151_14855	chrX	119467946	119468346	+	1000	81.0	[]	[]	[9.443364]	[131]	[]	[119468150]
151_14858	chr1	20486295	20486695	+	1000	80.0	[]	[]	[9.164563]	[162]	[]	[20486534]
151_14861	chr1	26035541	26035941	+	1000	80.0	[7.7064734]	[130]	[]	[]	[26035767]	[]
151_14864	chr1	30452186	30452586	+	1000	80.0	[]	[]	[9.443364, 9.443364, 9.443364, 9.443364]	[104, 122, 140, 158]	[]	[30452356, 30452374, 30452392, 30452410]
151_14866	chr1	40875580	40875980	+	1000	80.0	[]	[]	[9.443364]	[63]	[]	[40875733]
151_14870	chr1	59412699	59413099	+	1000	80.0	[9.164563]	[106]	[]	[]	[59412900]	[]
151_14872	chr1	89823037	89823437	+	1000	80.0	[]	[]	[9.164563]	[151]	[]	[89823192]
151_14874	chr1	148264627	148265027	+	1000	80.0	[7.7064734]	[83]	[]	[]	[148264788]	[]
151_14875	chr1	149886670	149887070	+	1000	80.0	[]	[]	[9.164563]	[123]	[]	[149886867]
151_14877	chr1	150982081	150982481	+	1000	80.0	[9.443364]	[66]	[]	[]	[150982243]	[]
151_14880	chr1	184768446	184768846	+	1000	80.0	[9.443364]	[155]	[]	[]	[184768667]	[]
151_14882	chr1	201912168	201912568	+	1000	80.0	[]	[]	[9.164563, 9.164563]	[105, 112]	[]	[201912354, 201912361]
151_14885	chr1	211525184	211525584	+	1000	80.0	[9.443364]	[216]	[]	[]	[211525431]	[]
151_14889	chr1	246176378	246176778	+	1000	80.0	[]	[]	[9.443364]	[132]	[]	[246176607]
151_14891	chr10	12485535	12485935	+	1000	80.0	[9.164563]	[131]	[]	[]	[12485727]	[]
151_14894	chr10	23445593	23445993	+	1000	80.0	[9.443364]	[148]	[]	[]	[23445835]	[]
151_14899	chr10	42768760	42769160	+	1000	80.0	[9.443364]	[100]	[]	[]	[42768928]	[]
151_149	chr17	44014829	44015229	+	1000	1162.0	[9.164563]	[101]	[]	[]	[44015027]	[]
151_14901	chr10	61655403	61655803	+	1000	80.0	[]	[]	[9.443364]	[142]	[]	[61655597]
151_14904	chr10	109923325	109923725	+	1000	80.0	[7.7064734]	[149]	[]	[]	[109923549]	[]
151_14905	chr10	110376280	110376680	+	1000	80.0	[]	[]	[9.443364]	[151]	[]	[110376513]
151_14908	chr11	34600496	34600896	+	1000	80.0	[]	[]	[9.164563]	[142]	[]	[34600704]
151_1491	chr15	41477138	41477538	+	1000	390.0	[]	[]	[9.164563]	[136]	[]	[41477371]
151_14910	chr11	48058085	48058485	+	1000	80.0	[]	[]	[9.443364]	[106]	[]	[48058289]
151_14911	chr11	57277076	57277476	+	1000	80.0	[]	[]	[9.164563]	[111]	[]	[57277262]
151_14913	chr11	72079115	72079515	+	1000	80.0	[9.443364]	[171]	[]	[]	[72079326]	[]
151_14914	chr11	75307026	75307426	+	1000	80.0	[9.164563, 9.164563]	[117, 131]	[]	[]	[75307242, 75307256]	[]
151_14917	chr11	123536668	123537068	+	756	80.0	[]	[]	[9.443364]	[162]	[]	[123536916]
151_14918	chr12	49069658	49070058	+	1000	80.0	[9.443364]	[155]	[]	[]	[49069842]	[]
151_14920	chr12	54292367	54292767	+	1000	80.0	[]	[]	[9.443364]	[159]	[]	[54292532]
151_14924	chr12	111406389	111406789	+	1000	80.0	[9.164563]	[148]	[]	[]	[111406627]	[]
151_14925	chr12	118136688	118137088	+	1000	80.0	[7.7064734]	[157]	[9.443364]	[211]	[118136842]	[118136896]
151_14927	chr13	100600901	100601301	+	840	80.0	[]	[]	[9.443364, 9.443364]	[120, 158]	[]	[100601079, 100601117]
151_14929	chr15	43122274	43122674	+	1000	80.0	[9.443364, 9.443364]	[104, 122]	[]	[]	[43122442, 43122460]	[]
151_1493	chr19	44813581	44813981	+	1000	390.0	[]	[]	[9.443364, 9.443364, 9.443364, 9.443364, 7.9852743]	[96, 103, 133, 140, 147]	[]	[44813763, 44813770, 44813800, 44813807, 44813814]
151_14931	chr15	58392606	58393006	+	1000	80.0	[]	[]	[9.443364]	[177]	[]	[58392828]
151_14936	chr15	89419400	89419800	+	917	80.0	[9.164563, 9.164563]	[100, 138]	[]	[]	[89419595, 89419633]	[]
151_14937	chr16	2474650	2475050	+	1000	80.0	[]	[]	[9.164563]	[127]	[]	[2474843]
151_14940	chr16	29943460	29943860	+	1000	80.0	[]	[]	[9.443364]	[105]	[]	[29943645]
151_14942	chr16	66020622	66021022	+	1000	80.0	[]	[]	[9.164563, 9.443364]	[170, 178]	[]	[66020860, 66020868]
151_14943	chr16	70800856	70801256	+	1000	80.0	[]	[]	[9.164563]	[205]	[]	[70801086]
151_14944	chr16	88526100	88526500	+	1000	80.0	[9.443364]	[146]	[]	[]	[88526330]	[]
151_14946	chr17	3719998	3720398	+	1000	80.0	[9.443364]	[98]	[]	[]	[3720163]	[]
151_14952	chr17	63937970	63938370	+	711	80.0	[9.164563]	[93]	[]	[]	[63938134]	[]
151_14960	chr19	16824717	16825117	+	1000	80.0	[]	[]	[9.443364]	[145]	[]	[16824918]
151_14961	chr19	18013698	18014098	+	1000	80.0	[9.443364]	[87]	[]	[]	[18013879]	[]
151_14963	chr19	38196288	38196688	+	626	80.0	[9.443364, 9.443364, 9.443364, 9.443364]	[61, 81, 120, 140]	[]	[]	[38196445, 38196465, 38196504, 38196524]	[]
151_14964	chr19	40865186	40865586	+	1000	80.0	[9.443364]	[82]	[]	[]	[40865362]	[]
151_14965	chr19	43584072	43584472	+	1000	80.0	[9.443364]	[140]	[]	[]	[43584306]	[]
151_14968	chr19	47950085	47950485	+	1000	80.0	[9.443364]	[110]	[]	[]	[47950280]	[]
151_14969	chr19	49766499	49766899	+	1000	80.0	[]	[]	[9.443364]	[142]	[]	[49766712]
151_14970	chr2	10275533	10275933	+	1000	80.0	[]	[]	[9.443364, 9.443364]	[135, 186]	[]	[10275721, 10275772]
151_14974	chr2	24491789	24492189	+	1000	80.0	[]	[]	[9.443364]	[159]	[]	[24492030]
151_14975	chr2	27428238	27428638	+	1000	80.0	[]	[]	[7.7064734]	[148]	[]	[27428449]
151_14976	chr2	38552274	38552674	+	1000	80.0	[9.164563]	[147]	[]	[]	[38552473]	[]
151_14979	chr2	61629759	61630159	+	1000	80.0	[]	[]	[9.443364]	[97]	[]	[61629951]
151_1498	chr15	63896652	63897052	+	1000	389.0	[9.443364, 9.164563]	[129, 155]	[9.443364]	[135]	[63896872, 63896898]	[63896878]
151_14981	chr2	64866865	64867265	+	1000	80.0	[9.443364]	[93]	[9.164563]	[167]	[64867025]	[64867099]
151_14983	chr2	88021995	88022395	+	1000	80.0	[]	[]	[9.443364]	[118]	[]	[88022185]
151_14985	chr2	152497732	152498132	+	1000	80.0	[]	[]	[9.443364]	[135]	[]	[152497963]
151_14989	chr2	217943443	217943843	+	1000	80.0	[]	[]	[9.164563]	[192]	[]	[217943683]
151_14991	chr20	23050942	23051342	+	1000	80.0	[]	[]	[9.443364]	[180]	[]	[23051191]
151_14992	chr20	23155062	23155462	+	1000	80.0	[]	[]	[9.164563]	[169]	[]	[23155288]
151_14993	chr20	32473514	32473914	+	1000	80.0	[]	[]	[9.164563, 7.9852743]	[74, 142]	[]	[32473685, 32473753]
151_14994	chr20	63235488	63235888	+	1000	80.0	[]	[]	[9.443364]	[120]	[]	[63235688]
151_15	chr16	30922423	30922823	+	1000	1295.0	[7.9852743, 7.9852743]	[101, 114]	[]	[]	[30922624, 30922637]	[]
151_15002	chr22	39212688	39213088	+	1000	80.0	[9.164563]	[108]	[]	[]	[39212885]	[]
151_15004	chr22	39965865	39966265	+	1000	80.0	[9.443364]	[67]	[]	[]	[39966016]	[]
151_15009	chr3	39408924	39409324	+	1000	80.0	[]	[]	[9.443364]	[155]	[]	[39409169]
151_1501	chr3	16264779	16265179	+	1000	389.0	[7.9852743]	[101]	[]	[]	[16264973]	[]
151_15010	chr3	46416429	46416829	+	1000	80.0	[]	[]	[9.443364]	[152]	[]	[46416631]
