#PeakID(python scan_motif.py ./ENCODE_processed_files/NR2C1_idr.fa NR2C1 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
768_14119	chr10	22427100	22427500	+	729	40.5	[10.371254]	[94]	[]	[]	[22427260]	[]
768_14127	chr10	75207133	75207533	+	655	40.5	[10.371254]	[107]	[]	[]	[75207330]	[]
768_14129	chr11	12867556	12867956	+	611	40.5	[10.338945, 10.371254]	[86, 159]	[]	[]	[12867717, 12867790]	[]
768_1413	chrX	70289730	70290130	+	1000	227.0	[7.9191227]	[116]	[10.338945]	[151]	[70289936]	[70289971]
768_14132	chr11	61348037	61348437	+	648	40.5	[]	[]	[10.371254]	[116]	[]	[61348194]
768_14133	chr11	65371606	65372006	+	674	40.5	[]	[]	[10.371254]	[230]	[]	[65371843]
768_14136	chr11	76788142	76788542	+	561	40.5	[10.338945]	[116]	[]	[]	[76788351]	[]
768_14141	chr12	32755472	32755872	+	590	40.5	[7.9191227]	[78]	[]	[]	[32755630]	[]
768_14142	chr12	50924074	50924474	+	647	40.5	[]	[]	[10.338945]	[199]	[]	[50924300]
768_14146	chr12	92929488	92929888	+	651	40.5	[]	[]	[10.338945]	[182]	[]	[92929691]
768_14148	chr14	22886653	22887053	+	718	40.5	[7.9514318]	[145]	[7.9514318]	[156]	[22886880]	[22886891]
768_1415	chr10	45972268	45972668	+	1000	226.5	[10.371254]	[148]	[]	[]	[45972503]	[]
768_14151	chr15	75039185	75039585	+	682	40.5	[10.338945]	[97]	[10.371254]	[169]	[75039345]	[75039417]
768_14153	chr16	4271273	4271673	+	702	40.5	[7.9191227]	[138]	[]	[]	[4271470]	[]
768_14161	chr17	64392831	64393231	+	681	40.5	[10.371254]	[178]	[]	[]	[64393049]	[]
768_1417	chr12	71663796	71664196	+	1000	226.0	[10.338945]	[144]	[]	[]	[71664014]	[]
768_14170	chr19	733924	734324	+	559	40.5	[]	[]	[10.338945, 10.338945]	[120, 165]	[]	[734102, 734147]
768_14172	chr19	12545213	12545613	+	681	40.5	[]	[]	[10.371254]	[136]	[]	[12545405]
768_14173	chr19	13151397	13151797	+	704	40.5	[7.9191227, 7.9514318]	[133, 180]	[]	[]	[13151558, 13151605]	[]
768_14182	chr2	15554473	15554873	+	728	40.5	[10.371254]	[233]	[]	[]	[15554707]	[]
768_14187	chr2	68829244	68829644	+	626	40.5	[10.371254]	[113]	[]	[]	[68829449]	[]
768_1419	chr5	79991064	79991464	+	1000	226.0	[]	[]	[7.9514318]	[90]	[]	[79991250]
768_14191	chr2	172102334	172102734	+	607	40.5	[7.9191227]	[97]	[]	[]	[172102493]	[]
768_14192	chr2	178451279	178451679	+	717	40.5	[7.9191227]	[176]	[]	[]	[178451484]	[]
768_14193	chr2	215288741	215289141	+	579	40.5	[10.371254]	[121]	[]	[]	[215288921]	[]
768_14195	chr20	3888730	3889130	+	713	40.5	[10.371254]	[101]	[]	[]	[3888903]	[]
768_14196	chr20	17958696	17959096	+	725	40.5	[10.371254]	[136]	[]	[]	[17958902]	[]
768_142	chr16	31117446	31117846	+	1000	1108.0	[]	[]	[10.338945]	[78]	[]	[31117623]
768_14202	chr20	50744168	50744568	+	702	40.5	[]	[]	[7.9514318, 10.338945]	[80, 134]	[]	[50744341, 50744395]
768_14209	chr22	22433657	22434057	+	684	40.5	[7.9514318]	[184]	[]	[]	[22433875]	[]
768_14215	chr22	41444639	41445039	+	714	40.5	[10.371254]	[175]	[7.9191227]	[181]	[41444868]	[41444874]
768_1422	chr2	27020323	27020723	+	1000	225.5	[]	[]	[10.338945]	[99]	[]	[27020522]
768_14225	chr3	177280939	177281339	+	698	40.5	[10.371254]	[136]	[10.338945]	[148]	[177281133]	[177281145]
768_14228	chr4	78610448	78610848	+	720	40.5	[]	[]	[10.338945]	[107]	[]	[78610611]
768_1423	chr4	73104074	73104474	+	1000	225.5	[]	[]	[10.371254]	[81]	[]	[73104252]
768_14234	chr5	142295956	142296356	+	560	40.5	[]	[]	[10.371254, 10.371254, 10.371254]	[139, 148, 154]	[]	[142296158, 142296167, 142296173]
768_1424	chr16	67774103	67774503	+	1000	225.0	[10.371254, 10.371254]	[122, 129]	[]	[]	[67774314, 67774321]	[]
768_1425	chr3	6769769	6770169	+	1000	225.0	[]	[]	[10.338945, 10.371254]	[107, 178]	[]	[6769947, 6770018]
768_14250	chr6	67885927	67886327	+	701	40.5	[10.371254]	[86]	[]	[]	[67886101]	[]
768_14258	chr7	7182702	7183102	+	640	40.5	[10.338945]	[153]	[]	[]	[7182953]	[]
768_14259	chr7	12747971	12748371	+	666	40.5	[]	[]	[10.371254]	[142]	[]	[12748192]
768_1426	chr7	1176309	1176709	+	1000	225.0	[10.371254, 10.371254]	[144, 161]	[]	[]	[1176534, 1176551]	[]
768_14260	chr7	18000670	18001070	+	713	40.5	[]	[]	[10.371254]	[221]	[]	[18000900]
768_14264	chr7	74173138	74173538	+	719	40.5	[10.371254]	[120]	[]	[]	[74173346]	[]
768_14274	chr8	54020767	54021167	+	689	40.5	[10.371254]	[117]	[]	[]	[54020973]	[]
768_14277	chr9	124770319	124770719	+	712	40.5	[10.338945]	[88]	[]	[]	[124770487]	[]
768_14278	chr9	127898347	127898747	+	710	40.5	[]	[]	[10.338945]	[144]	[]	[127898543]
768_14279	chr9	130927662	130928062	+	711	40.5	[]	[]	[10.371254]	[180]	[]	[130927888]
768_14281	chr9	135905015	135905415	+	613	40.5	[]	[]	[10.371254]	[95]	[]	[135905208]
768_14282	chrX	24464481	24464881	+	726	40.5	[]	[]	[10.338945, 10.371254]	[74, 81]	[]	[24464649, 24464656]
768_14284	chr1	8858100	8858500	+	630	40.0	[10.338945]	[86]	[]	[]	[8858274]	[]
768_14285	chr1	9657578	9657978	+	700	40.0	[10.371254]	[137]	[]	[]	[9657729]	[]
768_1429	chr5	40755797	40756197	+	1000	224.5	[]	[]	[10.371254]	[103]	[]	[40755992]
768_14296	chr1	30903787	30904187	+	578	40.0	[10.371254]	[178]	[]	[]	[30904010]	[]
768_14298	chr1	41242674	41243074	+	692	40.0	[7.9514318]	[147]	[]	[]	[41242913]	[]
768_1430	chr6	15956288	15956688	+	1000	224.5	[]	[]	[10.371254]	[100]	[]	[15956477]
768_14300	chr1	44809341	44809741	+	669	40.0	[10.338945]	[192]	[]	[]	[44809542]	[]
768_14303	chr1	54137352	54137752	+	673	40.0	[7.9191227]	[190]	[]	[]	[54137551]	[]
768_14307	chr1	109718916	109719316	+	702	40.0	[]	[]	[10.338945]	[145]	[]	[109719113]
768_14311	chr1	155080945	155081345	+	596	40.0	[10.338945]	[174]	[7.9191227, 7.9514318]	[156, 233]	[155081134]	[155081116, 155081193]
768_14312	chr1	176878890	176879290	+	683	40.0	[]	[]	[10.338945]	[149]	[]	[176879128]
768_14314	chr1	182604491	182604891	+	618	40.0	[]	[]	[7.9514318]	[151]	[]	[182604659]
768_14317	chr1	227449426	227449826	+	707	40.0	[10.371254]	[139]	[]	[]	[227449601]	[]
768_14322	chr10	73965841	73966241	+	709	40.0	[10.371254]	[117]	[]	[]	[73966012]	[]
768_14327	chr11	47215153	47215553	+	708	40.0	[10.371254]	[211]	[]	[]	[47215365]	[]
768_1433	chr20	34112255	34112655	+	1000	224.0	[]	[]	[7.9514318]	[83]	[]	[34112429]
768_14336	chr12	112419734	112420134	+	697	40.0	[10.371254]	[180]	[]	[]	[112419921]	[]
768_14338	chr12	119669649	119670049	+	670	40.0	[]	[]	[10.371254]	[87]	[]	[119669802]
768_1434	chr20	34875772	34876172	+	1000	224.0	[10.371254]	[107]	[]	[]	[34875972]	[]
768_14343	chr14	58243785	58244185	+	696	40.0	[10.371254]	[157]	[]	[]	[58243987]	[]
768_14346	chr15	65531543	65531943	+	689	40.0	[]	[]	[10.371254]	[226]	[]	[65531793]
768_14347	chr15	73474740	73475140	+	692	40.0	[]	[]	[10.371254]	[64]	[]	[73474904]
768_14348	chr15	76931262	76931662	+	696	40.0	[7.9191227]	[109]	[]	[]	[76931469]	[]
768_14350	chr16	8798195	8798595	+	711	40.0	[10.371254]	[107]	[7.9514318, 10.371254]	[116, 156]	[8798350]	[8798359, 8798399]
768_14351	chr16	30376699	30377099	+	606	40.0	[]	[]	[10.338945]	[174]	[]	[30376890]
768_14355	chr17	7584584	7584984	+	694	40.0	[10.371254]	[165]	[]	[]	[7584777]	[]
768_14365	chr17	78411540	78411940	+	639	40.0	[10.371254]	[66]	[]	[]	[78411691]	[]
768_14366	chr17	82212671	82213071	+	698	40.0	[10.338945]	[68]	[]	[]	[82212838]	[]
768_14368	chr17	83126492	83126892	+	556	40.0	[10.338945]	[138]	[]	[]	[83126674]	[]
768_14373	chr18	12233356	12233756	+	649	40.0	[]	[]	[10.371254]	[139]	[]	[12233574]
768_14374	chr18	12874996	12875396	+	663	40.0	[]	[]	[10.371254]	[209]	[]	[12875232]
768_14375	chr18	49487107	49487507	+	601	40.0	[7.9191227]	[159]	[]	[]	[49487323]	[]
768_14377	chr19	3718796	3719196	+	709	40.0	[10.371254]	[89]	[]	[]	[3718969]	[]
768_14378	chr19	3988020	3988420	+	572	40.0	[]	[]	[10.371254]	[179]	[]	[3988243]
768_14383	chr19	12788751	12789151	+	698	40.0	[10.338945]	[141]	[]	[]	[12788910]	[]
768_14387	chr19	38615288	38615688	+	676	40.0	[10.371254]	[160]	[]	[]	[38615487]	[]
768_1439	chr12	14385340	14385740	+	1000	223.0	[10.338945]	[145]	[]	[]	[14385570]	[]
768_14390	chr19	45441084	45441484	+	664	40.0	[10.371254]	[117]	[10.338945]	[154]	[45441291]	[45441328]
768_144	chr19	4723618	4724018	+	1000	1107.0	[]	[]	[10.338945, 7.9191227]	[116, 132]	[]	[4723830, 4723846]
768_14400	chr20	31881985	31882385	+	673	40.0	[10.371254]	[87]	[10.338945]	[115]	[31882153]	[31882181]
768_14405	chr21	45140342	45140742	+	554	40.0	[]	[]	[10.371254]	[72]	[]	[45140504]
768_14410	chr22	20018641	20019041	+	683	40.0	[10.371254]	[149]	[]	[]	[20018865]	[]
768_14419	chr22	22936927	22937327	+	663	40.0	[10.371254]	[113]	[]	[]	[22937090]	[]
768_1442	chr3	52238058	52238458	+	1000	222.5	[10.371254, 10.371254, 10.371254]	[147, 154, 160]	[]	[]	[52238284, 52238291, 52238297]	[]
768_14422	chr22	23155327	23155727	+	712	40.0	[]	[]	[10.338945]	[159]	[]	[23155524]
768_14427	chr22	41413297	41413697	+	706	40.0	[7.9514318]	[98]	[]	[]	[41413474]	[]
768_14428	chr22	46603534	46603934	+	691	40.0	[]	[]	[10.371254]	[139]	[]	[46603745]
768_1443	chr10	31977355	31977755	+	1000	222.0	[]	[]	[10.338945, 10.338945]	[87, 104]	[]	[31977523, 31977540]
768_14431	chr3	49723899	49724299	+	622	40.0	[10.338945]	[142]	[]	[]	[49724119]	[]
768_14433	chr3	141644885	141645285	+	674	40.0	[10.338945]	[136]	[]	[]	[141645104]	[]
768_14436	chr3	194139145	194139545	+	666	40.0	[]	[]	[7.9191227]	[167]	[]	[194139347]
768_14443	chr4	25379507	25379907	+	656	40.0	[10.338945]	[150]	[]	[]	[25379702]	[]
768_14447	chr4	86936249	86936649	+	690	40.0	[7.9514318]	[141]	[]	[]	[86936459]	[]
768_14448	chr4	127515320	127515720	+	629	40.0	[10.371254]	[193]	[]	[]	[127515545]	[]
768_1445	chr16	88498660	88499060	+	1000	222.0	[7.9514318, 7.9191227]	[146, 175]	[10.338945]	[168]	[88498814, 88498843]	[88498836]
768_14450	chr5	14742462	14742862	+	705	40.0	[]	[]	[10.338945]	[131]	[]	[14742613]
768_14453	chr5	52799876	52800276	+	709	40.0	[7.9191227]	[154]	[]	[]	[52800063]	[]
768_14454	chr5	82289980	82290380	+	656	40.0	[10.371254]	[123]	[10.371254]	[111]	[82290200]	[82290188]
768_1447	chr19	4082171	4082571	+	1000	221.5	[]	[]	[10.371254]	[140]	[]	[4082385]
768_14480	chr7	25047777	25048177	+	540	40.0	[10.371254]	[164]	[]	[]	[25048016]	[]
768_14484	chr7	76138310	76138710	+	549	40.0	[10.338945]	[182]	[]	[]	[76138497]	[]
768_14491	chr7	151087460	151087860	+	622	40.0	[10.338945]	[189]	[]	[]	[151087662]	[]
768_14495	chr8	90647200	90647600	+	703	40.0	[7.9514318]	[150]	[10.371254]	[104]	[90647423]	[90647377]
768_14500	chr8	144061078	144061478	+	637	40.0	[10.371254, 10.371254]	[179, 196]	[]	[]	[144061280, 144061297]	[]
768_14501	chr9	35079640	35080040	+	576	40.0	[7.9191227]	[211]	[]	[]	[35079862]	[]
768_14502	chr9	35604132	35604532	+	545	40.0	[10.338945, 10.338945]	[196, 232]	[]	[]	[35604343, 35604379]	[]
768_14504	chr9	131079922	131080322	+	701	40.0	[10.338945]	[75]	[]	[]	[131080085]	[]
768_14505	chrX	53422321	53422721	+	601	40.0	[]	[]	[7.9191227]	[232]	[]	[53422548]
768_14508	chr1	16162617	16163017	+	693	39.5	[]	[]	[7.9191227]	[108]	[]	[16162771]
768_1451	chr19	4540138	4540538	+	1000	221.0	[10.338945]	[161]	[]	[]	[4540331]	[]
768_14517	chr1	91500574	91500974	+	574	39.5	[7.9191227]	[203]	[]	[]	[91500800]	[]
768_14522	chr1	180218796	180219196	+	640	39.5	[]	[]	[10.371254, 10.371254]	[124, 131]	[]	[180219018, 180219025]
768_14524	chr1	192809073	192809473	+	619	39.5	[10.371254]	[169]	[]	[]	[192809311]	[]
768_1453	chr19	12723834	12724234	+	1000	220.5	[7.9191227]	[121]	[]	[]	[12724050]	[]
768_14537	chr10	79145565	79145965	+	660	39.5	[]	[]	[10.371254, 10.338945]	[130, 148]	[]	[79145791, 79145809]
768_1454	chr10	11353279	11353679	+	1000	220.0	[]	[]	[10.371254]	[88]	[]	[11353460]
768_14540	chr11	3648894	3649294	+	560	39.5	[]	[]	[10.338945]	[115]	[]	[3649065]
768_14541	chr11	5164732	5165132	+	649	39.5	[10.371254]	[155]	[]	[]	[5164925]	[]
768_14548	chr11	63745909	63746309	+	641	39.5	[]	[]	[10.338945]	[98]	[]	[63746092]
768_14553	chr11	117144954	117145354	+	676	39.5	[10.371254]	[132]	[10.371254]	[121]	[117145137]	[117145126]
768_14554	chr11	118570780	118571180	+	672	39.5	[]	[]	[10.371254]	[85]	[]	[118570954]
768_14562	chr12	121626055	121626455	+	618	39.5	[]	[]	[10.371254, 7.9191227]	[109, 124]	[]	[121626223, 121626238]
768_14568	chr13	108961469	108961869	+	688	39.5	[10.371254]	[99]	[10.371254, 10.371254]	[78, 113]	[108961655]	[108961634, 108961669]
768_1457	chr14	61367183	61367583	+	1000	220.0	[10.371254, 10.371254, 10.371254]	[131, 158, 173]	[]	[]	[61367389, 61367416, 61367431]	[]
768_14570	chr15	30625916	30626316	+	687	39.5	[]	[]	[10.338945]	[115]	[]	[30626116]
768_14573	chr15	67076337	67076737	+	685	39.5	[]	[]	[10.338945]	[193]	[]	[67076563]
768_14575	chr15	74907223	74907623	+	684	39.5	[]	[]	[10.338945]	[110]	[]	[74907391]
768_14577	chr15	81095668	81096068	+	641	39.5	[]	[]	[10.371254]	[119]	[]	[81095851]
768_14578	chr15	84632841	84633241	+	583	39.5	[]	[]	[10.371254]	[245]	[]	[84633091]
768_14585	chr16	28840448	28840848	+	558	39.5	[]	[]	[10.371254]	[226]	[]	[28840685]
768_14587	chr16	85462428	85462828	+	589	39.5	[10.371254]	[159]	[]	[]	[85462597]	[]
768_1459	chr20	31606381	31606781	+	1000	219.5	[]	[]	[10.338945, 10.338945]	[83, 90]	[]	[31606562, 31606569]
768_14591	chr17	33480781	33481181	+	670	39.5	[]	[]	[10.371254, 10.371254]	[103, 128]	[]	[33480944, 33480969]
768_14598	chr17	62459391	62459791	+	565	39.5	[]	[]	[10.371254]	[158]	[]	[62459558]
768_146	chr2	73214052	73214452	+	1000	1105.5	[7.9514318, 10.338945]	[73, 91]	[]	[]	[73214222, 73214240]	[]
768_14605	chr19	530729	531129	+	677	39.5	[10.338945]	[200]	[]	[]	[530939]	[]
768_14612	chr19	35066714	35067114	+	545	39.5	[10.338945]	[151]	[]	[]	[35066941]	[]
768_14618	chr19	51503583	51503983	+	598	39.5	[]	[]	[10.371254]	[75]	[]	[51503736]
768_1462	chr19	48960965	48961365	+	1000	218.5	[]	[]	[10.371254, 10.338945, 10.371254, 10.371254]	[60, 71, 78, 89]	[]	[48961123, 48961134, 48961141, 48961152]
768_14620	chr2	24047035	24047435	+	645	39.5	[]	[]	[10.338945]	[180]	[]	[24047257]
768_14621	chr2	27075786	27076186	+	692	39.5	[]	[]	[10.371254]	[170]	[]	[27075970]
768_14625	chr2	68225190	68225590	+	685	39.5	[]	[]	[10.371254]	[134]	[]	[68225400]
768_14627	chr2	174249118	174249518	+	585	39.5	[]	[]	[10.338945]	[81]	[]	[174249285]
768_1463	chr17	75035398	75035798	+	1000	218.0	[10.371254]	[106]	[]	[]	[75035604]	[]
768_14630	chr2	238234408	238234808	+	598	39.5	[10.338945]	[161]	[]	[]	[238234600]	[]
768_14632	chr20	37095081	37095481	+	685	39.5	[]	[]	[10.371254]	[195]	[]	[37095305]
768_14633	chr20	49677741	49678141	+	635	39.5	[]	[]	[10.371254]	[199]	[]	[49677975]
768_14635	chr21	35169327	35169727	+	641	39.5	[10.371254]	[124]	[]	[]	[35169545]	[]
768_14637	chr22	19950195	19950595	+	613	39.5	[10.338945]	[179]	[]	[]	[19950434]	[]
768_14639	chr22	20731519	20731919	+	670	39.5	[10.371254]	[104]	[]	[]	[20731713]	[]
768_1464	chr19	40056016	40056416	+	1000	218.0	[7.9514318]	[93]	[]	[]	[40056195]	[]
768_14640	chr22	20929916	20930316	+	679	39.5	[10.371254]	[148]	[]	[]	[20930101]	[]
768_1465	chr1	26169738	26170138	+	1000	217.5	[7.9191227]	[154]	[]	[]	[26169986]	[]
768_14650	chr22	23030664	23031064	+	677	39.5	[10.371254]	[184]	[]	[]	[23030912]	[]
768_14655	chr22	50533397	50533797	+	671	39.5	[10.371254]	[170]	[]	[]	[50533636]	[]
768_14658	chr3	39187364	39187764	+	693	39.5	[]	[]	[10.371254, 10.338945]	[171, 178]	[]	[39187603, 39187610]
768_1466	chr21	46455703	46456103	+	1000	217.5	[]	[]	[10.338945]	[165]	[]	[46455953]
768_14662	chr3	69724684	69725084	+	694	39.5	[10.371254]	[78]	[]	[]	[69724857]	[]
768_14663	chr3	157118632	157119032	+	677	39.5	[]	[]	[10.338945]	[143]	[]	[157118850]
768_14666	chr3	195889548	195889948	+	565	39.5	[]	[]	[10.371254]	[111]	[]	[195889700]
768_1467	chr5	6686810	6687210	+	1000	217.5	[]	[]	[7.9191227]	[105]	[]	[6687004]
768_14673	chr4	17810454	17810854	+	673	39.5	[]	[]	[7.9191227]	[123]	[]	[17810674]
768_14674	chr4	39036835	39037235	+	561	39.5	[10.338945]	[291]	[]	[]	[39037062]	[]
768_14678	chr5	109743494	109743894	+	701	39.5	[]	[]	[10.338945]	[104]	[]	[109743661]
768_14681	chr5	177491247	177491647	+	566	39.5	[10.338945]	[200]	[]	[]	[177491496]	[]
768_14689	chr6	26064661	26065061	+	632	39.5	[7.9191227]	[217]	[]	[]	[26064881]	[]
768_14694	chr6	31567599	31567999	+	651	39.5	[]	[]	[10.371254, 10.371254]	[76, 100]	[]	[31567773, 31567797]
768_14699	chr6	139379182	139379582	+	649	39.5	[10.371254, 7.9514318]	[140, 153]	[]	[]	[139379418, 139379431]	[]
768_147	chr6	31959105	31959505	+	1000	1103.0	[]	[]	[10.338945, 10.371254]	[86, 100]	[]	[31959267, 31959281]
768_14701	chr6	150273930	150274330	+	574	39.5	[10.338945]	[205]	[]	[]	[150274163]	[]
768_14705	chr7	1883355	1883755	+	688	39.5	[]	[]	[10.371254]	[186]	[]	[1883586]
768_14708	chr7	6392892	6393292	+	692	39.5	[10.371254]	[129]	[]	[]	[6393104]	[]
768_14709	chr7	44123300	44123700	+	645	39.5	[]	[]	[10.338945]	[107]	[]	[44123483]
768_14713	chr7	106776580	106776980	+	668	39.5	[10.338945]	[225]	[]	[]	[106776827]	[]
768_1472	chr8	141369363	141369763	+	1000	217.0	[10.371254, 10.338945]	[72, 95]	[]	[]	[141369519, 141369542]	[]
768_14732	chr8	127946644	127947044	+	668	39.5	[10.371254]	[168]	[10.338945]	[161]	[127946857]	[127946850]
768_14742	chr1	6280745	6281145	+	614	39.0	[10.371254]	[148]	[10.338945]	[188]	[6280944]	[6280984]
768_1475	chr17	50209942	50210342	+	1000	216.5	[10.371254]	[152]	[]	[]	[50210147]	[]
768_14750	chr1	29145909	29146309	+	653	39.0	[10.371254]	[208]	[]	[]	[29146155]	[]
768_14751	chr1	39184236	39184636	+	648	39.0	[10.371254]	[173]	[]	[]	[39184418]	[]
768_14756	chr1	65469794	65470194	+	647	39.0	[10.371254]	[126]	[]	[]	[65469957]	[]
768_14758	chr1	86395306	86395706	+	686	39.0	[10.371254, 7.9191227]	[135, 155]	[7.9191227]	[128]	[86395525, 86395545]	[86395518]
768_1476	chr18	641253	641653	+	1000	216.5	[]	[]	[10.338945]	[84]	[]	[641420]
768_14761	chr1	150365577	150365977	+	648	39.0	[]	[]	[7.9514318]	[217]	[]	[150365818]
768_14773	chr10	7408592	7408992	+	666	39.0	[]	[]	[10.338945, 7.9514318]	[154, 209]	[]	[7408774, 7408829]
768_14778	chr10	89701476	89701876	+	682	39.0	[]	[]	[10.338945]	[166]	[]	[89701690]
768_14779	chr11	827448	827848	+	663	39.0	[7.9514318]	[184]	[]	[]	[827695]	[]
768_1478	chr1	203291156	203291556	+	1000	216.0	[]	[]	[10.338945]	[82]	[]	[203291331]
768_14781	chr11	6745539	6745939	+	674	39.0	[]	[]	[10.338945]	[185]	[]	[6745768]
768_14782	chr11	33871864	33872264	+	657	39.0	[10.371254]	[132]	[]	[]	[33872076]	[]
768_14784	chr11	69297559	69297959	+	669	39.0	[10.338945]	[147]	[]	[]	[69297714]	[]
768_14785	chr11	74023111	74023511	+	548	39.0	[]	[]	[10.338945]	[142]	[]	[74023266]
768_14786	chr11	76825826	76826226	+	668	39.0	[]	[]	[10.338945]	[124]	[]	[76826040]
768_14789	chr11	110337745	110338145	+	675	39.0	[]	[]	[10.371254, 10.371254]	[99, 116]	[]	[110337911, 110337928]
768_1479	chr1	207520137	207520537	+	1000	216.0	[]	[]	[10.371254]	[84]	[]	[207520315]
768_14790	chr11	116777089	116777489	+	677	39.0	[]	[]	[10.371254]	[141]	[]	[116777286]
768_14796	chr12	70658893	70659293	+	682	39.0	[]	[]	[10.371254]	[180]	[]	[70659130]
768_14798	chr12	116508139	116508539	+	608	39.0	[10.338945, 10.371254]	[141, 147]	[]	[]	[116508321, 116508327]	[]
768_1480	chr16	684243	684643	+	1000	216.0	[]	[]	[10.371254]	[97]	[]	[684439]
768_14800	chr13	30616810	30617210	+	680	39.0	[]	[]	[10.371254]	[180]	[]	[30617043]
768_14803	chr14	21456161	21456561	+	621	39.0	[]	[]	[10.338945]	[184]	[]	[21456389]
768_14809	chr16	31034132	31034532	+	602	39.0	[10.371254]	[95]	[]	[]	[31034290]	[]
768_14811	chr16	75087165	75087565	+	586	39.0	[10.371254]	[71]	[10.371254]	[56]	[75087333]	[75087318]
768_14813	chr16	81493665	81494065	+	666	39.0	[]	[]	[10.338945]	[76]	[]	[81493840]
768_14819	chr17	28033617	28034017	+	677	39.0	[]	[]	[10.338945]	[188]	[]	[28033862]
768_1482	chr19	56125755	56126155	+	1000	216.0	[10.371254]	[96]	[]	[]	[56125944]	[]
768_14820	chr17	42318362	42318762	+	630	39.0	[10.371254]	[202]	[]	[]	[42318594]	[]
768_14823	chr17	78986494	78986894	+	676	39.0	[10.371254]	[94]	[]	[]	[78986652]	[]
768_14825	chr18	3597938	3598338	+	651	39.0	[10.371254]	[166]	[]	[]	[3598134]	[]
768_14828	chr18	74242607	74243007	+	680	39.0	[]	[]	[10.371254]	[137]	[]	[74242786]
768_14829	chr19	1262707	1263107	+	651	39.0	[7.9514318, 7.9514318]	[116, 123]	[]	[]	[1262872, 1262879]	[]
768_1483	chr2	28355493	28355893	+	1000	216.0	[10.371254]	[88]	[10.371254]	[111]	[28355677]	[28355700]
768_14834	chr19	17291657	17292057	+	663	39.0	[10.338945]	[178]	[10.371254]	[108]	[17291905]	[17291835]
768_14835	chr19	18109517	18109917	+	669	39.0	[]	[]	[7.9514318]	[95]	[]	[18109708]
768_14839	chr19	45341097	45341497	+	665	39.0	[]	[]	[7.9514318]	[219]	[]	[45341338]
768_14842	chr2	88057474	88057874	+	684	39.0	[10.371254]	[99]	[]	[]	[88057630]	[]
768_14844	chr2	148561280	148561680	+	676	39.0	[]	[]	[10.371254]	[202]	[]	[148561498]
768_14845	chr2	161265859	161266259	+	602	39.0	[]	[]	[10.371254]	[98]	[]	[161266013]
768_14855	chr22	19344517	19344917	+	675	39.0	[]	[]	[10.338945]	[167]	[]	[19344715]
768_14859	chr22	20561082	20561482	+	544	39.0	[10.371254]	[175]	[]	[]	[20561304]	[]
768_1486	chr12	75772051	75772451	+	1000	215.5	[]	[]	[10.371254]	[109]	[]	[75772260]
768_14865	chr22	21980543	21980943	+	591	39.0	[]	[]	[10.338945]	[143]	[]	[21980782]
768_14870	chr22	22669963	22670363	+	677	39.0	[10.371254]	[182]	[]	[]	[22670177]	[]
768_14873	chr22	23121719	23122119	+	620	39.0	[]	[]	[10.371254]	[182]	[]	[23121960]
768_14876	chr3	3127269	3127669	+	604	39.0	[10.338945]	[118]	[]	[]	[3127459]	[]
768_14878	chr3	33074564	33074964	+	572	39.0	[10.338945, 10.371254]	[165, 199]	[]	[]	[33074731, 33074765]	[]
768_14880	chr3	39173245	39173645	+	600	39.0	[10.371254]	[116]	[]	[]	[39173449]	[]
768_14882	chr3	40336711	40337111	+	659	39.0	[]	[]	[10.338945]	[135]	[]	[40336887]
768_14887	chr3	183428692	183429092	+	621	39.0	[]	[]	[10.371254]	[130]	[]	[183428868]
768_1489	chr12	55927728	55928128	+	1000	215.0	[10.338945]	[99]	[]	[]	[55927916]	[]
768_1490	chr7	91880521	91880921	+	1000	215.0	[7.9191227]	[156]	[]	[]	[91880757]	[]
768_14905	chr6	7141832	7142232	+	677	39.0	[10.371254]	[106]	[]	[]	[7141997]	[]
768_14915	chr6	36195967	36196367	+	576	39.0	[]	[]	[10.371254]	[195]	[]	[36196199]
768_14919	chr6	109695420	109695820	+	596	39.0	[]	[]	[10.371254]	[126]	[]	[109695634]
768_1492	chr19	40612075	40612475	+	1000	214.5	[]	[]	[10.338945, 7.9191227, 10.338945, 10.371254, 10.371254]	[79, 86, 93, 111, 130]	[]	[40612232, 40612239, 40612246, 40612264, 40612283]
768_14920	chr6	129703995	129704395	+	679	39.0	[10.371254]	[163]	[]	[]	[129704230]	[]
768_14925	chr7	55593538	55593938	+	687	39.0	[10.338945, 10.338945]	[114, 142]	[]	[]	[55593705, 55593733]	[]
768_14928	chr7	100532920	100533320	+	645	39.0	[10.371254]	[65]	[]	[]	[100533084]	[]
768_14929	chr7	100887696	100888096	+	667	39.0	[7.9514318]	[124]	[]	[]	[100887878]	[]
768_14930	chr7	101321841	101322241	+	631	39.0	[10.338945]	[140]	[]	[]	[101322002]	[]
768_14934	chr7	107076886	107077286	+	657	39.0	[10.371254]	[179]	[]	[]	[107077085]	[]
768_14935	chr7	121033030	121033430	+	655	39.0	[10.338945]	[193]	[]	[]	[121033258]	[]
768_1494	chr5	72955215	72955615	+	1000	214.5	[10.338945, 10.371254]	[56, 119]	[]	[]	[72955366, 72955429]	[]
768_14942	chr8	89901843	89902243	+	686	39.0	[10.338945]	[115]	[]	[]	[89902057]	[]
