#PeakID(python identify_motif.py ./ENCODE_processed_files/KLF13_idr.fa KLF13 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
92_2204	chr1	2683964	2684364	+	1000	55.5	[5.2519817]	[119]	[]	[]	[2684149]	[]
92_2205	chr1	3775855	3776255	+	1000	55.5	[5.1315317]	[90]	[]	[]	[3776012]	[]
92_2209	chr1	202159222	202159622	+	1000	55.5	[3.8553112]	[143]	[]	[]	[202159461]	[]
92_2212	chr1	235161019	235161419	+	1000	55.5	[3.6849618]	[111]	[]	[]	[235161182]	[]
92_2213	chr12	122526993	122527393	+	1000	55.5	[]	[]	[3.942809]	[142]	[]	[122527146]
92_2216	chr15	44663688	44664088	+	1000	55.5	[3.8697524]	[59]	[]	[]	[44663839]	[]
92_2218	chr17	73311226	73311626	+	1000	55.5	[10.214974]	[118]	[]	[]	[73311433]	[]
92_2222	chr19	45669026	45669426	+	1000	55.5	[9.656895, 6.819353]	[79, 146]	[]	[]	[45669194, 45669261]	[]
92_2225	chr19	55476068	55476468	+	1000	55.5	[]	[]	[7.6300774]	[132]	[]	[55476287]
92_2226	chr2	9555192	9555592	+	1000	55.5	[15.1437, 4.508987, 6.2316566]	[91, 122, 142]	[]	[]	[9555361, 9555392, 9555412]	[]
92_2230	chr22	17368961	17369361	+	1000	55.5	[]	[]	[4.9352484]	[96]	[]	[17369154]
92_2240	chr3	9749909	9750309	+	1000	55.5	[]	[]	[6.5480566]	[112]	[]	[9750110]
92_2244	chr4	88523585	88523985	+	1000	55.5	[11.1475]	[155]	[3.7479758]	[191]	[88523790]	[88523826]
92_225	chr12	49568007	49568407	+	1000	156.5	[]	[]	[21.126402]	[99]	[]	[49568195]
92_2250	chr6	7313055	7313455	+	1000	55.5	[16.241953]	[108]	[6.8844867]	[74]	[7313247]	[7313213]
92_2256	chr6	47309755	47310155	+	1000	55.5	[]	[]	[4.4891644]	[99]	[]	[47309948]
92_2260	chr9	130929729	130930129	+	1000	55.5	[]	[]	[9.848337]	[132]	[]	[130929943]
92_2267	chr1	26997657	26998057	+	1000	55.0	[]	[]	[12.722741]	[89]	[]	[26997844]
92_2268	chr1	52056399	52056799	+	1000	55.0	[4.460317]	[139]	[]	[]	[52056582]	[]
92_2274	chr11	47248799	47249199	+	1000	55.0	[]	[]	[8.899849]	[77]	[]	[47248960]
92_2276	chr12	6872321	6872721	+	1000	55.0	[]	[]	[10.363544]	[208]	[]	[6872565]
92_2278	chr12	131710440	131710840	+	1000	55.0	[5.85978]	[123]	[9.418288]	[106]	[131710609]	[131710592]
92_2279	chr12	133080090	133080490	+	1000	55.0	[]	[]	[7.9135036]	[71]	[]	[133080242]
92_2285	chr17	36486390	36486790	+	1000	55.0	[]	[]	[12.9041195, 4.106744]	[156, 168]	[]	[36486625, 36486637]
92_2288	chr18	54224553	54224953	+	1000	55.0	[17.597673]	[160]	[]	[]	[54224778]	[]
92_2289	chr19	34773003	34773403	+	1000	55.0	[12.9893875]	[191]	[]	[]	[34773239]	[]
92_2295	chr22	21626692	21627092	+	1000	55.0	[]	[]	[4.0064096]	[147]	[]	[21626917]
92_2301	chr22	35376782	35377182	+	1000	55.0	[11.165533]	[139]	[]	[]	[35376990]	[]
92_2308	chr6	43427299	43427699	+	1000	55.0	[]	[]	[16.969505]	[172]	[]	[43427544]
92_2310	chr6	56542594	56542994	+	1000	55.0	[8.634551]	[112]	[]	[]	[56542780]	[]
92_2312	chr7	66844747	66845147	+	1000	55.0	[]	[]	[16.307228]	[118]	[]	[66844946]
92_2316	chr8	47960846	47961246	+	1000	55.0	[]	[]	[9.42697]	[95]	[]	[47961032]
92_2325	chr1	23367936	23368336	+	1000	54.5	[3.5590556]	[109]	[]	[]	[23368107]	[]
92_2327	chr1	26692817	26693217	+	1000	54.5	[8.83503]	[125]	[]	[]	[26693034]	[]
92_2334	chr11	2992370	2992770	+	1000	54.5	[]	[]	[9.891353]	[95]	[]	[2992523]
92_2336	chr11	118145343	118145743	+	784	54.5	[6.1991334, 3.7741902]	[96, 139]	[]	[]	[118145539, 118145582]	[]
92_2344	chr15	90143160	90143560	+	1000	54.5	[]	[]	[3.4704027]	[122]	[]	[90143324]
92_2347	chr16	20806366	20806766	+	1000	54.5	[]	[]	[10.07953]	[186]	[]	[20806600]
92_2353	chr19	796790	797190	+	1000	54.5	[]	[]	[4.960493]	[189]	[]	[797034]
92_2360	chr2	9630877	9631277	+	1000	54.5	[4.722783]	[105]	[6.910123]	[151]	[9631080]	[9631126]
92_2362	chr2	222656138	222656538	+	1000	54.5	[4.7528524]	[172]	[]	[]	[222656381]	[]
92_2371	chr3	149086194	149086594	+	1000	54.5	[11.317056]	[142]	[]	[]	[149086399]	[]
92_2372	chr3	155854324	155854724	+	1000	54.5	[3.8902488]	[137]	[]	[]	[155854509]	[]
92_2374	chr5	16550264	16550664	+	1000	54.5	[14.559984, 4.078786]	[133, 175]	[]	[]	[16550471, 16550513]	[]
92_2375	chr5	43483651	43484051	+	1000	54.5	[6.3165455]	[144]	[]	[]	[43483864]	[]
92_2378	chr6	13873684	13874084	+	1000	54.5	[8.861888]	[162]	[]	[]	[13873878]	[]
92_2380	chr6	28136693	28137093	+	1000	54.5	[]	[]	[4.1599607]	[92]	[]	[28136870]
92_2388	chr7	101856693	101857093	+	1000	54.5	[8.514769]	[170]	[]	[]	[101856940]	[]
92_2391	chr8	8701395	8701795	+	1000	54.5	[7.359192]	[137]	[]	[]	[8701580]	[]
92_2392	chr8	129939845	129940245	+	1000	54.5	[]	[]	[15.65681]	[133]	[]	[129940019]
92_2393	chr9	96566681	96567081	+	1000	54.5	[5.6781545]	[117]	[]	[]	[96566885]	[]
92_2399	chrX	154547226	154547626	+	921	54.5	[]	[]	[10.928488]	[119]	[]	[154547413]
92_240	chr9	128322294	128322694	+	1000	153.5	[5.070967, 7.5126653]	[65, 70]	[]	[]	[128322451, 128322456]	[]
92_2402	chr1	10472224	10472624	+	1000	54.0	[3.7597754]	[220]	[]	[]	[10472473]	[]
92_2403	chr1	23559298	23559698	+	1000	54.0	[13.239194]	[202]	[]	[]	[23559545]	[]
92_2405	chr1	36368960	36369360	+	1000	54.0	[]	[]	[8.501323]	[121]	[]	[36369165]
92_2407	chr1	183471856	183472256	+	1000	54.0	[]	[]	[4.8135595]	[73]	[]	[183472008]
92_2417	chr15	90265398	90265798	+	1000	54.0	[8.547197]	[198]	[]	[]	[90265629]	[]
92_2425	chr19	1082593	1082993	+	1000	54.0	[7.991186]	[127]	[14.262938]	[95]	[1082799]	[1082767]
92_2427	chr19	10332871	10333271	+	1000	54.0	[6.171061]	[142]	[]	[]	[10333077]	[]
92_2430	chr19	45178193	45178593	+	1000	54.0	[]	[]	[7.5047016]	[113]	[]	[45178399]
92_2432	chr19	49592077	49592477	+	1000	54.0	[14.493542, 20.261883]	[85, 145]	[]	[]	[49592245, 49592305]	[]
92_2434	chr2	190319662	190320062	+	1000	54.0	[6.936765]	[65]	[3.9018793]	[150]	[190319818]	[190319903]
92_2435	chr20	59031843	59032243	+	1000	54.0	[6.3643365, 4.1032763]	[163, 192]	[]	[]	[59032044, 59032073]	[]
92_2436	chr21	39445782	39446182	+	1000	54.0	[3.222515]	[155]	[5.32879]	[145]	[39446032]	[39446022]
92_2437	chr21	46264806	46265206	+	1000	54.0	[6.5397167, 7.469511, 8.127727, 5.669987]	[119, 134, 151, 166]	[]	[]	[46264973, 46264988, 46265005, 46265020]	[]
92_2440	chr22	21621994	21622394	+	1000	54.0	[10.259252]	[244]	[]	[]	[21622244]	[]
92_2451	chr4	102827369	102827769	+	1000	54.0	[4.5886574, 6.133858, 4.445164]	[102, 107, 112]	[]	[]	[102827562, 102827567, 102827572]	[]
92_2453	chr6	7389388	7389788	+	1000	54.0	[5.601194]	[81]	[]	[]	[7389548]	[]
92_2457	chr6	32968741	32969141	+	1000	54.0	[14.122438]	[132]	[]	[]	[32968937]	[]
92_2475	chr1	32963923	32964323	+	652	53.5	[]	[]	[5.073143]	[207]	[]	[32964133]
92_2478	chr1	108963154	108963554	+	1000	53.5	[4.1852484]	[94]	[]	[]	[108963336]	[]
92_2484	chr1	207052956	207053356	+	1000	53.5	[11.1475]	[173]	[]	[]	[207053156]	[]
92_2488	chr10	87862203	87862603	+	1000	53.5	[9.217568]	[76]	[]	[]	[87862370]	[]
92_2498	chr16	67465762	67466162	+	654	53.5	[7.210617, 5.5247774]	[120, 164]	[]	[]	[67465935, 67465979]	[]
92_2499	chr17	7242812	7243212	+	1000	53.5	[]	[]	[5.3110924]	[178]	[]	[7243049]
92_2500	chr17	28865139	28865539	+	1000	53.5	[]	[]	[4.8933606]	[105]	[]	[28865339]
92_2507	chr19	56121311	56121711	+	1000	53.5	[14.493542]	[130]	[]	[]	[56121522]	[]
92_251	chr2	183124675	183125075	+	1000	150.5	[]	[]	[3.49817]	[162]	[]	[183124897]
92_2514	chr22	19970665	19971065	+	1000	53.5	[]	[]	[7.0003614]	[134]	[]	[19970890]
92_2518	chr22	22203560	22203960	+	1000	53.5	[]	[]	[16.524214]	[185]	[]	[22203775]
92_2522	chr3	44729453	44729853	+	1000	53.5	[]	[]	[3.6321113]	[151]	[]	[44729684]
92_2523	chr3	193592958	193593358	+	1000	53.5	[]	[]	[3.214931, 4.3565598]	[152, 180]	[]	[193593167, 193593195]
92_2532	chr8	140510991	140511391	+	1000	53.5	[6.24373]	[149]	[]	[]	[140511220]	[]
92_2533	chr8	144082302	144082702	+	1000	53.5	[3.49817]	[147]	[]	[]	[144082507]	[]
92_254	chr5	141618972	141619372	+	1000	149.5	[]	[]	[6.992685, 5.96166]	[143, 156]	[]	[141619201, 141619214]
92_2549	chr1	32817236	32817636	+	1000	53.0	[]	[]	[3.680857]	[163]	[]	[32817474]
92_2550	chr1	52404351	52404751	+	1000	53.0	[]	[]	[4.1537685]	[101]	[]	[52404523]
92_2553	chr1	174159198	174159598	+	1000	53.0	[]	[]	[3.7183995, 8.504989]	[86, 125]	[]	[174159366, 174159405]
92_2555	chr10	123135073	123135473	+	1000	53.0	[5.510403]	[126]	[]	[]	[123135277]	[]
92_2557	chr11	44065993	44066393	+	1000	53.0	[]	[]	[8.032459]	[211]	[]	[44066207]
92_2559	chr13	24922836	24923236	+	1000	53.0	[]	[]	[9.116674]	[190]	[]	[24923044]
92_256	chr7	135510199	135510599	+	1000	149.5	[]	[]	[5.17027]	[147]	[]	[135510440]
92_2561	chr15	41660477	41660877	+	1000	53.0	[7.8941674]	[177]	[]	[]	[41660685]	[]
92_2562	chr17	82098909	82099309	+	1000	53.0	[]	[]	[10.148418]	[178]	[]	[82099153]
92_2567	chr19	39390727	39391127	+	1000	53.0	[]	[]	[16.245296]	[143]	[]	[39390920]
92_2571	chr19	45717128	45717528	+	1000	53.0	[7.4394264]	[118]	[]	[]	[45717329]	[]
92_2572	chr2	65056428	65056828	+	1000	53.0	[5.503786]	[143]	[]	[]	[65056612]	[]
92_2574	chr2	175167851	175168251	+	1000	53.0	[3.608781]	[95]	[]	[]	[175168041]	[]
92_2578	chr22	21743947	21744347	+	1000	53.0	[4.415506]	[148]	[]	[]	[21744122]	[]
92_2590	chr6	27132853	27133253	+	1000	53.0	[3.4312341]	[96]	[]	[]	[27133017]	[]
92_260	chr22	19806484	19806884	+	1000	148.0	[3.129579]	[102]	[6.5819454]	[97]	[19806681]	[19806676]
92_2603	chr9	92325267	92325667	+	1000	53.0	[3.1996772]	[128]	[]	[]	[92325490]	[]
92_2605	chr9	130870114	130870514	+	1000	53.0	[4.9368725]	[71]	[]	[]	[130870280]	[]
92_2616	chr1	109263548	109263948	+	1000	52.5	[]	[]	[8.21159]	[122]	[]	[109263750]
92_2622	chr1	198156739	198157139	+	1000	52.5	[13.137822]	[174]	[]	[]	[198156963]	[]
92_2628	chr11	65382194	65382594	+	1000	52.5	[]	[]	[13.229619, 5.5123987]	[72, 117]	[]	[65382352, 65382397]
92_2632	chr12	12266879	12267279	+	1000	52.5	[3.4025702, 4.6397076]	[150, 152]	[]	[]	[12267089, 12267091]	[]
92_2642	chr17	49570037	49570437	+	1000	52.5	[3.7789679, 8.93866]	[104, 122]	[]	[]	[49570199, 49570217]	[]
92_2646	chr17	79401067	79401467	+	1000	52.5	[13.984361]	[140]	[]	[]	[79401268]	[]
92_2651	chr19	17932663	17933063	+	1000	52.5	[]	[]	[3.4849365, 6.2810025]	[94, 109]	[]	[17932830, 17932845]
92_2653	chr19	40465851	40466251	+	1000	52.5	[7.1069603]	[172]	[13.137822]	[129]	[40466088]	[40466045]
92_267	chr19	2236222	2236622	+	1000	147.0	[3.4581616]	[87]	[3.2154768]	[136]	[2236387]	[2236436]
92_2674	chr3	9500501	9500901	+	1000	52.5	[4.679429, 8.816675]	[88, 89]	[]	[]	[9500677, 9500678]	[]
92_2677	chr3	160449999	160450399	+	1000	52.5	[]	[]	[3.3237221, 6.5453115]	[94, 170]	[]	[160450160, 160450236]
92_2678	chr4	48340939	48341339	+	1000	52.5	[10.187478]	[123]	[]	[]	[48341159]	[]
92_2680	chr4	138241548	138241948	+	1000	52.5	[14.080251]	[129]	[]	[]	[138241759]	[]
92_2689	chr6	53359593	53359993	+	1000	52.5	[4.7953477]	[99]	[]	[]	[53359770]	[]
92_2692	chr7	47979384	47979784	+	1000	52.5	[4.2101727]	[154]	[]	[]	[47979633]	[]
92_2694	chr7	101138224	101138624	+	1000	52.5	[6.093728]	[120]	[]	[]	[101138438]	[]
92_2697	chr9	113401260	113401660	+	1000	52.5	[]	[]	[5.5935936, 7.9297466]	[92, 106]	[]	[113401412, 113401426]
92_2702	chr1	3624522	3624922	+	1000	52.0	[12.072583]	[166]	[]	[]	[3624765]	[]
92_2704	chr1	31815858	31816258	+	1000	52.0	[]	[]	[7.327646]	[138]	[]	[31816057]
92_2705	chr1	32716605	32717005	+	1000	52.0	[]	[]	[6.9416304]	[183]	[]	[32716841]
92_2708	chr1	154936523	154936923	+	1000	52.0	[5.245089]	[82]	[5.169213]	[145]	[154936692]	[154936755]
92_2711	chr1	219173750	219174150	+	1000	52.0	[]	[]	[4.059572]	[118]	[]	[219173941]
92_2721	chr12	108562367	108562767	+	1000	52.0	[3.5739396, 9.79178]	[112, 117]	[3.4011593]	[77]	[108562568, 108562573]	[108562533]
92_2722	chr12	112125167	112125567	+	1000	52.0	[15.5408]	[118]	[]	[]	[112125377]	[]
92_2724	chr15	40108849	40109249	+	1000	52.0	[]	[]	[3.3190086]	[124]	[]	[40109035]
92_2728	chr17	28711354	28711754	+	1000	52.0	[5.9796104, 13.137822]	[161, 184]	[]	[]	[28711531, 28711554]	[]
92_2730	chr17	82751817	82752217	+	1000	52.0	[]	[]	[4.0818214]	[143]	[]	[82752054]
92_2731	chr18	658193	658593	+	1000	52.0	[]	[]	[9.228874]	[108]	[]	[658398]
92_2732	chr18	22933098	22933498	+	1000	52.0	[]	[]	[15.79815]	[144]	[]	[22933300]
92_2736	chr19	49487482	49487882	+	1000	52.0	[]	[]	[5.513235]	[143]	[]	[49487672]
92_2739	chr2	118013680	118014080	+	1000	52.0	[3.5513391]	[130]	[14.493542]	[76]	[118013897]	[118013843]
92_274	chr4	4290035	4290435	+	1000	145.5	[]	[]	[16.589485]	[115]	[]	[4290243]
92_2741	chr2	159712353	159712753	+	1000	52.0	[]	[]	[5.0374374]	[165]	[]	[159712598]
92_2755	chr5	39423255	39423655	+	866	52.0	[]	[]	[9.217568]	[133]	[]	[39423425]
92_2757	chr5	72108747	72109147	+	1000	52.0	[]	[]	[12.171205]	[125]	[]	[72108966]
92_2758	chr5	176388785	176389185	+	1000	52.0	[]	[]	[6.0219107]	[95]	[]	[176388976]
92_2766	chr6	36885764	36886164	+	1000	52.0	[]	[]	[3.9443247]	[83]	[]	[36885916]
92_2767	chr6	80004712	80005112	+	1000	52.0	[]	[]	[13.396455]	[139]	[]	[80004934]
92_2769	chr7	77798668	77799068	+	1000	52.0	[]	[]	[4.9821105]	[68]	[]	[77798827]
92_2774	chr8	65644230	65644630	+	1000	52.0	[]	[]	[3.5099764]	[212]	[]	[65644445]
92_2777	chr9	133376056	133376456	+	1000	52.0	[9.111831, 10.837636, 8.299659]	[85, 106, 174]	[]	[]	[133376213, 133376234, 133376302]	[]
92_2780	chr1	27568518	27568918	+	1000	51.5	[6.7384577]	[132]	[4.7228427]	[115]	[27568737]	[27568720]
92_2781	chr1	92785181	92785581	+	1000	51.5	[10.750452]	[107]	[]	[]	[92785355]	[]
92_2785	chr1	222465406	222465806	+	1000	51.5	[4.727328]	[98]	[]	[]	[222465562]	[]
92_2789	chr12	22544333	22544733	+	1000	51.5	[3.6125493]	[133]	[]	[]	[22544550]	[]
92_2791	chr12	104288682	104289082	+	1000	51.5	[6.4264174]	[84]	[]	[]	[104288851]	[]
92_2792	chr12	110048422	110048822	+	1000	51.5	[5.849132]	[64]	[4.7615566]	[75]	[110048578]	[110048589]
92_2796	chr16	1773341	1773741	+	1000	51.5	[]	[]	[4.6153793, 3.380195]	[135, 156]	[]	[1773545, 1773566]
92_2800	chr16	88688104	88688504	+	1000	51.5	[4.4781404]	[117]	[]	[]	[88688267]	[]
92_2803	chr17	48055633	48056033	+	1000	51.5	[]	[]	[4.3460517]	[81]	[]	[48055797]
92_2804	chr17	49575831	49576231	+	1000	51.5	[]	[]	[5.730387, 3.2879279, 13.212533]	[89, 120, 151]	[]	[49575997, 49576028, 49576059]
92_2806	chr17	79836148	79836548	+	1000	51.5	[]	[]	[16.915667]	[154]	[]	[79836362]
92_2809	chr19	13150209	13150609	+	1000	51.5	[4.5544395]	[90]	[6.493171, 4.8768063]	[122, 123]	[13150399]	[13150431, 13150432]
92_2811	chr19	50376257	50376657	+	1000	51.5	[9.662587]	[110]	[]	[]	[50376437]	[]
92_2812	chr2	27409561	27409961	+	1000	51.5	[12.171205]	[82]	[]	[]	[27409741]	[]
92_2816	chr2	112275232	112275632	+	1000	51.5	[6.4869814]	[158]	[]	[]	[112275460]	[]
92_282	chr15	31346136	31346536	+	1000	144.5	[5.003299]	[87]	[]	[]	[31346301]	[]
92_2831	chr4	1167547	1167947	+	825	51.5	[13.386938]	[127]	[]	[]	[1167755]	[]
92_2832	chr5	154754742	154755142	+	1000	51.5	[]	[]	[5.636827]	[135]	[]	[154754960]
92_2834	chr5	181243917	181244317	+	1000	51.5	[3.2627847]	[98]	[]	[]	[181244091]	[]
92_2841	chr7	151227187	151227587	+	1000	51.5	[]	[]	[6.7765102]	[123]	[]	[151227397]
92_2843	chr8	95024782	95025182	+	1000	51.5	[]	[]	[13.984361, 4.799166]	[94, 105]	[]	[95024940, 95024951]
92_2858	chr11	65421955	65422355	+	1000	51.0	[6.097556]	[164]	[]	[]	[65422187]	[]
92_2860	chr12	119667792	119668192	+	1000	51.0	[4.0826344]	[170]	[]	[]	[119668006]	[]
92_2861	chr14	24299549	24299949	+	1000	51.0	[6.5397167]	[165]	[7.500884]	[143]	[24299785]	[24299763]
92_2865	chr17	76737726	76738126	+	1000	51.0	[3.7139058]	[109]	[]	[]	[76737914]	[]
92_2869	chr19	3985329	3985729	+	1000	51.0	[]	[]	[10.071208]	[196]	[]	[3985564]
92_2872	chr19	18594192	18594592	+	1000	51.0	[]	[]	[3.3441179]	[197]	[]	[18594439]
92_2873	chr19	55339448	55339848	+	1000	51.0	[]	[]	[12.876591]	[166]	[]	[55339689]
92_2874	chr19	58476148	58476548	+	1000	51.0	[9.22091]	[108]	[3.2229831]	[184]	[58476299]	[58476375]
92_2875	chr2	24792911	24793311	+	1000	51.0	[12.115446]	[93]	[]	[]	[24793067]	[]
92_2879	chr2	127700528	127700928	+	985	51.0	[]	[]	[10.055885]	[131]	[]	[127700747]
92_2892	chr3	11846702	11847102	+	1000	51.0	[7.2394466]	[115]	[3.5297701]	[151]	[11846891]	[11846927]
92_2896	chr5	112976607	112977007	+	1000	51.0	[9.165289]	[86]	[5.938441]	[76]	[112976780]	[112976770]
92_2925	chr1	145964353	145964753	+	1000	50.5	[14.7675295]	[75]	[]	[]	[145964524]	[]
92_2927	chr1	202348452	202348852	+	1000	50.5	[4.3147125]	[74]	[]	[]	[202348619]	[]
92_2928	chr1	202810711	202811111	+	1000	50.5	[]	[]	[6.4264174]	[172]	[]	[202810901]
92_2931	chr11	2400368	2400768	+	1000	50.5	[]	[]	[6.1941743]	[141]	[]	[2400572]
92_2934	chr11	73376162	73376562	+	1000	50.5	[]	[]	[5.379211]	[91]	[]	[73376352]
92_2935	chr11	108008759	108009159	+	1000	50.5	[]	[]	[4.761035]	[138]	[]	[108008976]
92_2943	chr17	49362321	49362721	+	1000	50.5	[4.644012]	[101]	[14.035862]	[167]	[49362493]	[49362559]
92_2946	chr19	19225109	19225509	+	1000	50.5	[8.169402, 8.354185]	[154, 186]	[]	[]	[19225290, 19225322]	[]
92_2950	chr2	85561413	85561813	+	894	50.5	[]	[]	[4.764971]	[120]	[]	[85561608]
92_2951	chr2	157261293	157261693	+	1000	50.5	[6.6670537]	[168]	[]	[]	[157261510]	[]
92_2967	chr3	158110058	158110458	+	1000	50.5	[]	[]	[5.2536545]	[165]	[]	[158110301]
92_2968	chr4	674224	674624	+	763	50.5	[11.686825]	[121]	[]	[]	[674378]	[]
92_2977	chr6	85593668	85594068	+	935	50.5	[7.7334514]	[135]	[]	[]	[85593881]	[]
92_298	chr5	157743425	157743825	+	1000	141.5	[14.035862]	[95]	[]	[]	[157743598]	[]
92_2981	chr7	12403784	12404184	+	1000	50.5	[8.784749, 4.8181105]	[88, 132]	[]	[]	[12403957, 12404001]	[]
92_2987	chr8	143636339	143636739	+	1000	50.5	[]	[]	[5.5517106]	[176]	[]	[143636564]
92_2998	chr9	133149294	133149694	+	784	50.5	[8.319601]	[108]	[]	[]	[133149485]	[]
92_3016	chr1	228457543	228457943	+	1000	50.0	[3.3258717]	[172]	[]	[]	[228457779]	[]
92_3017	chr1	230642218	230642618	+	1000	50.0	[6.093728]	[85]	[]	[]	[230642402]	[]
92_3028	chr15	48331418	48331818	+	1000	50.0	[3.4681165, 6.266394]	[165, 169]	[3.4529357, 3.6014907]	[117, 137]	[48331635, 48331639]	[48331587, 48331607]
92_3033	chr16	3124243	3124643	+	1000	50.0	[4.433071, 9.6607485]	[148, 170]	[]	[]	[3124394, 3124416]	[]
92_3035	chr16	28846352	28846752	+	1000	50.0	[]	[]	[7.5461473]	[245]	[]	[28846598]
92_3037	chr16	88264875	88265275	+	1000	50.0	[5.9430666]	[111]	[4.1139464]	[74]	[88265085]	[88265048]
92_3038	chr16	88498051	88498451	+	1000	50.0	[6.1468544, 18.705444]	[100, 181]	[]	[]	[88498213, 88498294]	[]
92_3039	chr17	35142028	35142428	+	1000	50.0	[10.142897, 3.3927]	[136, 143]	[]	[]	[35142224, 35142231]	[]
92_3041	chr17	39637146	39637546	+	1000	50.0	[8.111012]	[118]	[]	[]	[39637360]	[]
92_3045	chr19	8513753	8514153	+	1000	50.0	[]	[]	[6.166382]	[118]	[]	[8513946]
92_3048	chr19	49055979	49056379	+	1000	50.0	[3.972155]	[191]	[]	[]	[49056217]	[]
92_3049	chr19	58380649	58381049	+	1000	50.0	[5.6074743]	[81]	[]	[]	[58380815]	[]
92_3050	chr19	58559175	58559575	+	1000	50.0	[]	[]	[3.960591]	[85]	[]	[58559335]
92_3055	chr21	29641910	29642310	+	1000	50.0	[]	[]	[3.2419105]	[191]	[]	[29642116]
92_306	chr3	41199231	41199631	+	1000	140.0	[12.255271]	[102]	[]	[]	[41199397]	[]
92_3064	chr22	42079502	42079902	+	1000	50.0	[]	[]	[6.1991334]	[208]	[]	[42079749]
92_3066	chr3	40452910	40453310	+	1000	50.0	[8.038352]	[146]	[]	[]	[40453087]	[]
92_3069	chr3	195270167	195270567	+	1000	50.0	[12.077347]	[166]	[]	[]	[195270384]	[]
92_3072	chr5	179698940	179699340	+	1000	50.0	[]	[]	[4.326955]	[139]	[]	[179699178]
92_3088	chr7	131327625	131328025	+	1000	50.0	[3.7977958, 17.597673]	[180, 202]	[]	[]	[131327811, 131327833]	[]
92_3090	chr7	157404967	157405367	+	1000	50.0	[]	[]	[3.3063116, 3.9648974]	[188, 219]	[]	[157405169, 157405200]
92_3094	chr8	143933998	143934398	+	1000	50.0	[]	[]	[6.4264174, 5.2610364]	[208, 223]	[]	[143934231, 143934246]
92_3098	chr9	129175910	129176310	+	1000	50.0	[]	[]	[7.3331556]	[218]	[]	[129176158]
92_3099	chr9	130732772	130733172	+	1000	50.0	[]	[]	[10.040267]	[154]	[]	[130733015]
92_3109	chr1	169893723	169894123	+	1000	49.5	[3.3923366]	[182]	[]	[]	[169893959]	[]
92_311	chr19	49877202	49877602	+	1000	138.5	[5.362129]	[142]	[15.25873]	[96]	[49877442]	[49877396]
92_312	chr12	68223179	68223579	+	1000	138.0	[3.8563]	[106]	[]	[]	[68223372]	[]
92_3120	chr12	121399661	121400061	+	1000	49.5	[3.4126627, 10.055885]	[114, 128]	[]	[]	[121399859, 121399873]	[]
92_3123	chr15	50355014	50355414	+	1000	49.5	[6.212207]	[152]	[]	[]	[50355229]	[]
92_3125	chr15	72474006	72474406	+	1000	49.5	[]	[]	[3.899134]	[161]	[]	[72474248]
92_3127	chr15	89575109	89575509	+	1000	49.5	[6.072246]	[99]	[]	[]	[89575297]	[]
92_3132	chr17	27332653	27333053	+	1000	49.5	[]	[]	[7.472273]	[176]	[]	[27332871]
92_3143	chr2	27771422	27771822	+	1000	49.5	[]	[]	[15.316871]	[186]	[]	[27771654]
92_3145	chr2	126655785	126656185	+	1000	49.5	[]	[]	[4.298359]	[159]	[]	[126656008]
92_3147	chr2	173354465	173354865	+	1000	49.5	[3.878711]	[139]	[5.1441364]	[113]	[173354656]	[173354630]
92_3158	chr5	109410165	109410565	+	1000	49.5	[]	[]	[7.489578, 8.61309, 9.339033]	[88, 150, 174]	[]	[109410328, 109410390, 109410414]
92_316	chr3	4868519	4868919	+	1000	137.0	[]	[]	[11.400819]	[149]	[]	[4868756]
92_3161	chr6	14210784	14211184	+	1000	49.5	[7.6417327]	[96]	[]	[]	[14210942]	[]
92_3165	chr6	42104122	42104522	+	1000	49.5	[]	[]	[5.2187696]	[131]	[]	[42104318]
92_3166	chr6	69796908	69797308	+	1000	49.5	[5.23837]	[114]	[6.24373, 7.4167757]	[55, 80]	[69797118]	[69797059, 69797084]
92_3172	chr7	130205194	130205594	+	1000	49.5	[4.7352414]	[78]	[]	[]	[130205352]	[]
92_3173	chr7	149787350	149787750	+	1000	49.5	[8.001658]	[121]	[]	[]	[149787550]	[]
92_3187	chr1	20786481	20786881	+	1000	49.0	[]	[]	[5.1586237]	[187]	[]	[20786690]
92_3190	chr1	146938276	146938676	+	1000	49.0	[]	[]	[3.2310734]	[67]	[]	[146938427]
92_3191	chr1	155135028	155135428	+	1000	49.0	[3.964409]	[138]	[]	[]	[155135213]	[]
92_3192	chr1	156920401	156920801	+	1000	49.0	[6.5128508]	[62]	[]	[]	[156920561]	[]
92_3195	chr10	84293592	84293992	+	1000	49.0	[5.094364]	[128]	[]	[]	[84293781]	[]
92_3196	chr10	118754951	118755351	+	1000	49.0	[]	[]	[5.110599]	[114]	[]	[118755113]
92_3197	chr11	60841850	60842250	+	1000	49.0	[3.1306286]	[81]	[]	[]	[60842012]	[]
92_3200	chr11	65711829	65712229	+	1000	49.0	[]	[]	[5.488357]	[92]	[]	[65712007]
92_3205	chr13	27449949	27450349	+	1000	49.0	[11.7416935]	[104]	[3.8247988]	[150]	[27450131]	[27450177]
