#PeakID(python identify_motif.py ./ENCODE_processed_files/ELF4_idr.fa ELF4 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
765_14680	chrX	41046862	41047262	+	689	26.0	[]	[]	[6.2577987]	[161]	[]	[41047065]
765_14681	chrX	110393324	110393724	+	677	26.0	[8.144602]	[106]	[]	[]	[110393495]	[]
765_14686	chr1	14436189	14436589	+	688	25.5	[7.648226]	[188]	[]	[]	[14436379]	[]
765_14689	chr1	27523286	27523686	+	671	25.5	[]	[]	[6.1621504]	[166]	[]	[27523467]
765_1469	chr15	92882271	92882671	+	1000	126.5	[6.932916]	[162]	[]	[]	[92882477]	[]
765_14699	chr1	110438913	110439313	+	687	25.5	[]	[]	[8.161925]	[172]	[]	[110439112]
765_14701	chr1	151575039	151575439	+	632	25.5	[6.170477]	[144]	[]	[]	[151575201]	[]
765_14703	chr1	160658804	160659204	+	699	25.5	[]	[]	[14.216931]	[123]	[]	[160659004]
765_14704	chr1	175193050	175193450	+	695	25.5	[]	[]	[5.2712436]	[160]	[]	[175193273]
765_14710	chr1	227244241	227244641	+	668	25.5	[9.0423565]	[129]	[]	[]	[227244470]	[]
765_14716	chr10	42650372	42650772	+	611	25.5	[5.9723406]	[131]	[]	[]	[42650590]	[]
765_1472	chr19	39412193	39412593	+	1000	126.5	[]	[]	[9.760506]	[127]	[]	[39412392]
765_14730	chr11	34405180	34405580	+	669	25.5	[]	[]	[6.8700957]	[149]	[]	[34405364]
765_14741	chr12	23686091	23686491	+	657	25.5	[]	[]	[14.216931]	[142]	[]	[23686274]
765_14746	chr12	116385126	116385526	+	661	25.5	[8.93221]	[96]	[]	[]	[116385302]	[]
765_14748	chr13	92347862	92348262	+	636	25.5	[5.4400463]	[220]	[]	[]	[92348109]	[]
765_14758	chr15	63193917	63194317	+	669	25.5	[]	[]	[5.9723406]	[82]	[]	[63194089]
765_14761	chr15	64560914	64561314	+	562	25.5	[]	[]	[14.216931]	[157]	[]	[64561112]
765_14766	chr16	22192242	22192642	+	683	25.5	[]	[]	[5.262917]	[127]	[]	[22192446]
765_14778	chr17	64708656	64709056	+	673	25.5	[4.88202]	[213]	[]	[]	[64708870]	[]
765_14784	chr18	48566687	48567087	+	643	25.5	[]	[]	[11.120997]	[99]	[]	[48566864]
765_14792	chr19	46193139	46193539	+	684	25.5	[]	[]	[4.948085]	[155]	[]	[46193342]
765_14794	chr19	47607936	47608336	+	659	25.5	[]	[]	[5.400049]	[181]	[]	[47608177]
765_14795	chr19	49500086	49500486	+	631	25.5	[6.0580544]	[92]	[5.836276]	[141]	[49500250]	[49500299]
765_1480	chr17	48478262	48478662	+	1000	126.0	[13.003143]	[152]	[]	[]	[48478484]	[]
765_14811	chr20	5634004	5634404	+	621	25.5	[16.013987]	[130]	[]	[]	[5634189]	[]
765_14815	chr20	50186247	50186647	+	570	25.5	[]	[]	[5.3240585]	[157]	[]	[50186451]
765_1483	chr4	126955961	126956361	+	1000	126.0	[]	[]	[16.005661]	[177]	[]	[126956176]
765_14844	chr22	26573220	26573620	+	671	25.5	[]	[]	[6.8101335]	[130]	[]	[26573390]
765_14852	chr3	47511844	47512244	+	685	25.5	[]	[]	[9.714044]	[119]	[]	[47512001]
765_14853	chr3	57068605	57069005	+	682	25.5	[]	[]	[5.1512856]	[103]	[]	[57068756]
765_14854	chr3	81713005	81713405	+	688	25.5	[9.540632]	[108]	[]	[]	[81713180]	[]
765_14858	chr3	155282988	155283388	+	680	25.5	[5.9538746]	[116]	[7.494065]	[95]	[155283181]	[155283160]
765_1486	chr7	128343702	128344102	+	1000	126.0	[13.003143]	[104]	[]	[]	[128343899]	[]
765_14866	chr4	48140958	48141358	+	618	25.5	[9.714044]	[100]	[]	[]	[48141154]	[]
765_14869	chr4	139163682	139164082	+	643	25.5	[6.8700957]	[216]	[]	[]	[139163903]	[]
765_14870	chr4	139305378	139305778	+	590	25.5	[]	[]	[6.2230716]	[172]	[]	[139305625]
765_14872	chr4	174280569	174280969	+	705	25.5	[]	[]	[16.005661]	[157]	[]	[174280814]
765_14884	chr5	139697992	139698392	+	677	25.5	[5.253919]	[109]	[]	[]	[139698194]	[]
765_14893	chr6	31902876	31903276	+	685	25.5	[]	[]	[11.104471]	[170]	[]	[31903107]
765_14894	chr6	37189080	37189480	+	664	25.5	[7.541783]	[221]	[]	[]	[37189308]	[]
765_1490	chr12	57111149	57111549	+	1000	125.5	[]	[]	[6.3277173]	[129]	[]	[57111371]
765_14911	chr7	24669937	24670337	+	610	25.5	[]	[]	[6.4070063]	[99]	[]	[24670131]
765_14921	chr7	128822493	128822893	+	590	25.5	[6.084387]	[152]	[]	[]	[128822672]	[]
765_14924	chr7	136174512	136174912	+	617	25.5	[12.04467, 8.40433]	[77, 101]	[]	[]	[136174676, 136174700]	[]
765_1493	chr4	78629223	78629623	+	1000	125.5	[6.8700957]	[70]	[]	[]	[78629393]	[]
765_14930	chr8	123512238	123512638	+	691	25.5	[7.620028]	[89]	[]	[]	[123512406]	[]
765_14934	chr8	142401880	142402280	+	587	25.5	[9.950654]	[109]	[]	[]	[142402082]	[]
765_14939	chr9	123329276	123329676	+	687	25.5	[4.7480197]	[161]	[]	[]	[123329526]	[]
765_14949	chrX	107155311	107155711	+	665	25.5	[4.91621]	[157]	[]	[]	[107155528]	[]
765_14951	chrX	134990696	134991096	+	584	25.5	[]	[]	[6.4446983]	[133]	[]	[134990851]
765_14954	chrX	155641448	155641848	+	684	25.5	[9.818174]	[155]	[]	[]	[155641674]	[]
765_1496	chr8	144074216	144074616	+	1000	125.5	[]	[]	[9.252683, 9.112072]	[53, 101]	[]	[144074369, 144074417]
765_14961	chr1	28860136	28860536	+	658	25.0	[11.609216]	[133]	[]	[]	[28860293]	[]
765_14963	chr1	32109098	32109498	+	612	25.0	[]	[]	[7.619102]	[87]	[]	[32109257]
765_14978	chr1	180156162	180156562	+	633	25.0	[6.823362]	[140]	[6.4070063]	[100]	[180156357]	[180156317]
765_14987	chr1	223153307	223153707	+	654	25.0	[12.04467, 4.88202]	[92, 150]	[]	[]	[223153486, 223153544]	[]
765_14990	chr1	234986838	234987238	+	667	25.0	[]	[]	[12.04467]	[146]	[]	[234987061]
765_150	chr9	129824036	129824436	+	1000	334.0	[]	[]	[9.112072]	[120]	[]	[129824251]
765_1500	chr20	44736216	44736616	+	1000	125.0	[9.41785]	[103]	[]	[]	[44736417]	[]
765_15002	chr11	3169361	3169761	+	639	25.0	[]	[]	[5.922789]	[140]	[]	[3169534]
765_15006	chr11	47509234	47509634	+	678	25.0	[13.3788395]	[197]	[]	[]	[47509475]	[]
765_15007	chr11	75343437	75343837	+	603	25.0	[9.714044]	[183]	[]	[]	[75343661]	[]
765_15008	chr11	97973328	97973728	+	642	25.0	[]	[]	[8.144602]	[134]	[]	[97973545]
765_1501	chr22	37686125	37686525	+	1000	125.0	[18.177921]	[127]	[]	[]	[37686348]	[]
765_15017	chr12	113758477	113758877	+	616	25.0	[5.9723406]	[114]	[]	[]	[113758686]	[]
765_15018	chr12	121773147	121773547	+	597	25.0	[]	[]	[9.009658]	[152]	[]	[121773371]
765_15026	chr14	71130558	71130958	+	650	25.0	[11.120997]	[107]	[]	[]	[71130754]	[]
765_15043	chr17	36920579	36920979	+	619	25.0	[5.3279123]	[114]	[]	[]	[36920780]	[]
765_15046	chr17	41738064	41738464	+	670	25.0	[6.4468985]	[174]	[]	[]	[41738300]	[]
765_15054	chr17	64709050	64709450	+	665	25.0	[]	[]	[12.04467]	[106]	[]	[64709253]
765_15059	chr18	8943906	8944306	+	598	25.0	[6.7682753]	[132]	[]	[]	[8944115]	[]
765_15061	chr19	921434	921834	+	653	25.0	[]	[]	[7.0842395]	[88]	[]	[921605]
765_15075	chr2	69824828	69825228	+	567	25.0	[7.619102]	[79]	[]	[]	[69824988]	[]
765_15077	chr2	74119342	74119742	+	683	25.0	[]	[]	[5.9723406]	[124]	[]	[74119497]
765_1508	chr5	170331126	170331526	+	1000	124.5	[12.909726]	[110]	[4.7415504]	[71]	[170331333]	[170331294]
765_15081	chr2	158350959	158351359	+	655	25.0	[]	[]	[6.8225946]	[132]	[]	[158351147]
765_15087	chr20	3407929	3408329	+	642	25.0	[]	[]	[10.32586]	[115]	[]	[3408138]
765_15091	chr20	50464480	50464880	+	579	25.0	[]	[]	[8.230315]	[87]	[]	[50464641]
765_15095	chr22	20067534	20067934	+	625	25.0	[]	[]	[4.7575436]	[76]	[]	[20067686]
765_151	chr1	28505839	28506239	+	1000	332.5	[]	[]	[13.3788395]	[71]	[]	[28505992]
765_15104	chr22	23170077	23170477	+	660	25.0	[6.2442493]	[186]	[]	[]	[23170308]	[]
765_15109	chr3	13890765	13891165	+	556	25.0	[]	[]	[8.66667]	[96]	[]	[13890952]
765_1511	chr7	92447187	92447587	+	1000	124.5	[7.486628]	[85]	[11.990436, 11.206578]	[111, 126]	[92447355]	[92447381, 92447396]
765_15113	chr3	38222247	38222647	+	663	25.0	[5.3541145]	[148]	[]	[]	[38222420]	[]
765_15114	chr3	40366846	40367246	+	662	25.0	[]	[]	[4.7799063]	[142]	[]	[40367031]
765_15124	chr4	154464630	154465030	+	583	25.0	[]	[]	[6.8101335]	[161]	[]	[154464875]
765_15137	chr5	181070002	181070402	+	650	25.0	[4.724895]	[100]	[]	[]	[181070158]	[]
765_15146	chr6	28741605	28742005	+	557	25.0	[6.386815]	[88]	[]	[]	[28741769]	[]
765_1515	chr1	224356583	224356983	+	1000	124.0	[]	[]	[6.6752214]	[124]	[]	[224356797]
765_15157	chr6	48403615	48404015	+	585	25.0	[]	[]	[9.153988]	[85]	[]	[48403784]
765_15167	chr6	136930485	136930885	+	553	25.0	[]	[]	[5.7266955, 12.054617]	[83, 120]	[]	[136930654, 136930691]
765_15176	chr7	100640929	100641329	+	578	25.0	[]	[]	[5.902801]	[175]	[]	[100641168]
765_15177	chr7	103379571	103379971	+	664	25.0	[6.084387]	[111]	[]	[]	[103379762]	[]
765_15189	chr7	157250556	157250956	+	649	25.0	[4.7887053]	[106]	[]	[]	[157250749]	[]
765_15190	chr8	26267312	26267712	+	662	25.0	[]	[]	[11.206578]	[148]	[]	[26267526]
765_15191	chr8	30082076	30082476	+	580	25.0	[5.7305493]	[91]	[]	[]	[30082266]	[]
765_15192	chr8	55772630	55773030	+	677	25.0	[6.716344]	[199]	[6.9788046]	[161]	[55772878]	[55772840]
765_15193	chr8	55774841	55775241	+	637	25.0	[13.3788395]	[126]	[]	[]	[55775036]	[]
765_15199	chr8	133297473	133297873	+	608	25.0	[]	[]	[9.0423565]	[138]	[]	[133297629]
765_1520	chr16	85334713	85335113	+	1000	124.0	[12.105591]	[88]	[]	[]	[85334884]	[]
765_15200	chr9	5675120	5675520	+	675	25.0	[8.093627]	[158]	[]	[]	[5675357]	[]
765_15201	chr9	87740022	87740422	+	675	25.0	[4.7887053]	[158]	[]	[]	[87740215]	[]
765_15206	chr9	127561528	127561928	+	573	25.0	[]	[]	[12.04467]	[123]	[]	[127561737]
765_15209	chr9	130773755	130774155	+	672	25.0	[]	[]	[7.5872273]	[117]	[]	[130773959]
765_15210	chr9	131022727	131023127	+	662	25.0	[]	[]	[5.1929984]	[96]	[]	[131022914]
765_15212	chr9	131206834	131207234	+	664	25.0	[]	[]	[4.7700043]	[156]	[]	[131207043]
765_15213	chrX	31847757	31848157	+	576	25.0	[12.052997]	[139]	[]	[]	[31847982]	[]
765_15217	chr1	1422895	1423295	+	587	24.5	[7.4644446, 5.4387693]	[72, 140]	[16.013987]	[116]	[1423066, 1423134]	[1423110]
765_15221	chr1	23648186	23648586	+	651	24.5	[]	[]	[13.501622]	[102]	[]	[23648353]
765_15224	chr1	27012949	27013349	+	552	24.5	[]	[]	[5.434191]	[172]	[]	[27013197]
765_15234	chr1	111669145	111669545	+	620	24.5	[]	[]	[6.5297885]	[111]	[]	[111669314]
765_15235	chr1	151001591	151001991	+	631	24.5	[]	[]	[5.5861115]	[76]	[]	[151001757]
765_15245	chr1	202999143	202999543	+	650	24.5	[]	[]	[5.0186024]	[195]	[]	[202999379]
765_1525	chr16	30896964	30897364	+	1000	123.5	[]	[]	[8.230315]	[55]	[]	[30897115]
765_15254	chr1	244998948	244999348	+	623	24.5	[7.648226]	[124]	[]	[]	[244999131]	[]
765_15275	chr11	75349880	75350280	+	623	24.5	[]	[]	[6.1743307]	[123]	[]	[75350041]
765_15281	chr12	83015916	83016316	+	604	24.5	[5.9616046]	[79]	[]	[]	[83016090]	[]
765_15290	chr14	105069794	105070194	+	608	24.5	[11.609216]	[193]	[]	[]	[105070005]	[]
765_15293	chr15	67150336	67150736	+	564	24.5	[8.948737]	[126]	[]	[]	[67150531]	[]
765_15297	chr15	84724879	84725279	+	635	24.5	[]	[]	[8.948737]	[129]	[]	[84725059]
765_15306	chr17	32008758	32009158	+	630	24.5	[]	[]	[13.675034]	[118]	[]	[32008971]
765_15310	chr17	75295100	75295500	+	638	24.5	[]	[]	[7.3065095]	[58]	[]	[75295252]
765_15311	chr17	77389634	77390034	+	629	24.5	[6.416735]	[154]	[]	[]	[77389845]	[]
765_15316	chr18	815421	815821	+	645	24.5	[]	[]	[8.334412]	[131]	[]	[815622]
765_15321	chr19	4267226	4267626	+	544	24.5	[8.110154]	[136]	[]	[]	[4267398]	[]
765_15328	chr19	49423738	49424138	+	574	24.5	[5.044214]	[171]	[8.644028]	[187]	[49423928]	[49423944]
765_15332	chr2	39779233	39779633	+	590	24.5	[]	[]	[8.144602]	[209]	[]	[39779449]
765_15340	chr2	170230044	170230444	+	652	24.5	[]	[]	[5.7305493]	[118]	[]	[170230250]
765_15343	chr2	202375732	202376132	+	652	24.5	[10.607415]	[87]	[]	[]	[202375898]	[]
765_15346	chr20	49276833	49277233	+	642	24.5	[4.7587557, 7.541783]	[135, 200]	[]	[]	[49276994, 49277059]	[]
765_15354	chr21	42401677	42402077	+	590	24.5	[12.054617]	[112]	[]	[]	[42401879]	[]
765_1536	chr19	52269397	52269797	+	1000	123.0	[18.177921]	[107]	[]	[]	[52269589]	[]
765_15364	chr22	20806050	20806450	+	641	24.5	[]	[]	[9.291121]	[191]	[]	[20806297]
765_15368	chr22	21585565	21585965	+	636	24.5	[]	[]	[5.4531956]	[96]	[]	[21585736]
765_1537	chr7	96709603	96710003	+	1000	123.0	[]	[]	[5.7266955]	[253]	[]	[96709844]
765_1538	chr9	98833242	98833642	+	1000	123.0	[10.760686]	[171]	[]	[]	[98833476]	[]
765_15385	chr3	197377868	197378268	+	647	24.5	[5.037672]	[171]	[]	[]	[197378079]	[]
765_15393	chr5	10308790	10309190	+	643	24.5	[]	[]	[5.9616046]	[121]	[]	[10308942]
765_15413	chr6	82893788	82894188	+	638	24.5	[]	[]	[10.760686]	[187]	[]	[82894012]
765_15419	chr6	146990636	146991036	+	540	24.5	[]	[]	[6.7682753]	[223]	[]	[146990864]
765_15430	chr7	100535753	100536153	+	651	24.5	[]	[]	[10.760686]	[188]	[]	[100535979]
765_15442	chr8	1757684	1758084	+	654	24.5	[5.9723406]	[152]	[]	[]	[1757862]	[]
765_15443	chr8	16456434	16456834	+	575	24.5	[5.446841, 11.609216]	[53, 60]	[]	[]	[16456586, 16456593]	[]
765_15447	chr8	56013725	56014125	+	561	24.5	[]	[]	[5.133758]	[189]	[]	[56013925]
765_1545	chr18	3596546	3596946	+	1000	122.5	[6.5297885]	[117]	[12.052997]	[89]	[3596758]	[3596730]
765_15454	chr8	144770628	144771028	+	541	24.5	[5.526778, 5.8836584]	[119, 175]	[]	[]	[144770798, 144770854]	[]
765_15458	chr9	107282727	107283127	+	653	24.5	[]	[]	[5.976023, 5.2765217]	[138, 159]	[]	[107282937, 107282958]
765_1546	chr2	108448936	108449336	+	1000	122.5	[6.550012, 9.112275, 12.8932]	[102, 114, 120]	[]	[]	[108449097, 108449109, 108449115]	[]
765_15470	chrX	71118265	71118665	+	646	24.5	[]	[]	[9.199468]	[219]	[]	[71118496]
765_1548	chr7	99473266	99473666	+	1000	122.5	[8.093627]	[102]	[]	[]	[99473447]	[]
765_15487	chr1	43073631	43074031	+	580	24.0	[4.7814426]	[120]	[]	[]	[43073838]	[]
765_15494	chr1	116439735	116440135	+	632	24.0	[]	[]	[6.8700957]	[171]	[]	[116439934]
765_15495	chr1	117367187	117367587	+	627	24.0	[7.648226]	[206]	[]	[]	[117367426]	[]
765_15497	chr1	151739545	151739945	+	624	24.0	[]	[]	[9.291121, 8.81036]	[98, 124]	[]	[151739729, 151739755]
765_155	chr17	45148307	45148707	+	1000	329.0	[8.993131]	[129]	[]	[]	[45148530]	[]
765_1551	chr16	10743635	10744035	+	1000	122.0	[7.106328]	[79]	[]	[]	[10743807]	[]
765_15510	chr1	223726510	223726910	+	615	24.0	[]	[]	[5.321804]	[190]	[]	[223726709]
765_15525	chr11	336543	336943	+	632	24.0	[]	[]	[12.052997]	[181]	[]	[336727]
765_15546	chr14	21527237	21527637	+	610	24.0	[8.596752]	[153]	[]	[]	[21527456]	[]
765_15547	chr14	22824565	22824965	+	584	24.0	[7.2299266]	[90]	[]	[]	[22824738]	[]
765_15553	chr14	100166606	100167006	+	619	24.0	[5.5861115]	[154]	[]	[]	[100166834]	[]
765_15555	chr15	42574408	42574808	+	571	24.0	[6.4070063]	[119]	[]	[]	[42574610]	[]
765_15564	chr16	11160767	11161167	+	609	24.0	[7.5501094]	[123]	[7.5639834]	[193]	[11160930]	[11161000]
765_15566	chr16	14127929	14128329	+	568	24.0	[5.9296927]	[151]	[]	[]	[14128148]	[]
765_15574	chr16	88810465	88810865	+	620	24.0	[6.8926835]	[178]	[7.730605]	[188]	[88810698]	[88810708]
765_15591	chr19	6602500	6602900	+	583	24.0	[7.619102]	[110]	[]	[]	[6602662]	[]
765_15592	chr19	12640116	12640516	+	595	24.0	[5.0448217]	[106]	[]	[]	[12640279]	[]
765_15593	chr19	17985496	17985896	+	638	24.0	[]	[]	[7.2299266]	[79]	[]	[17985650]
765_1560	chr3	119498242	119498642	+	1000	122.0	[16.005661]	[178]	[15.081987]	[133]	[119498469]	[119498424]
765_15600	chr2	23916568	23916968	+	628	24.0	[8.948737]	[222]	[]	[]	[23916796]	[]
765_15607	chr2	102069836	102070236	+	620	24.0	[5.151082]	[61]	[]	[]	[102069991]	[]
765_15613	chr2	230439679	230440079	+	571	24.0	[]	[]	[12.04467]	[145]	[]	[230439846]
765_15629	chr22	19495786	19496186	+	581	24.0	[]	[]	[12.04467]	[135]	[]	[19495944]
765_15644	chr3	72336965	72337365	+	627	24.0	[6.3768682]	[134]	[]	[]	[72337194]	[]
765_15647	chr3	169863344	169863744	+	586	24.0	[]	[]	[8.153599]	[82]	[]	[169863524]
765_15654	chr4	74683031	74683431	+	617	24.0	[7.648226]	[140]	[]	[]	[74683211]	[]
765_15657	chr4	163165417	163165817	+	593	24.0	[]	[]	[4.9250174]	[109]	[]	[163165599]
765_15658	chr4	168520008	168520408	+	627	24.0	[7.0842395]	[184]	[]	[]	[168520215]	[]
765_15701	chr7	128526128	128526528	+	587	24.0	[]	[]	[4.916691]	[113]	[]	[128526336]
765_15703	chr7	131336875	131337275	+	614	24.0	[]	[]	[5.4400463]	[140]	[]	[131337088]
765_15717	chr8	124687887	124688287	+	633	24.0	[6.2577987]	[87]	[]	[]	[124688057]	[]
765_15722	chr9	72114220	72114620	+	612	24.0	[]	[]	[6.9788046]	[114]	[]	[72114423]
765_15729	chr9	131017685	131018085	+	630	24.0	[5.572535]	[147]	[]	[]	[131017915]	[]
765_1573	chr1	1115960	1116360	+	1000	121.0	[]	[]	[5.743222]	[152]	[]	[1116190]
765_15735	chr1	16054540	16054940	+	624	23.5	[]	[]	[12.052997]	[63]	[]	[16054703]
765_15737	chr1	21686519	21686919	+	548	23.5	[6.1402225]	[194]	[5.2675695]	[161]	[21686761]	[21686728]
765_15738	chr1	32761390	32761790	+	589	23.5	[9.042153]	[140]	[]	[]	[32761591]	[]
765_15742	chr1	109452997	109453397	+	564	23.5	[4.7015176]	[132]	[6.869615]	[100]	[109453185]	[109453153]
765_15745	chr1	150366406	150366806	+	569	23.5	[7.2576513]	[167]	[]	[]	[150366636]	[]
765_15759	chr1	223935518	223935918	+	555	23.5	[5.0411386]	[142]	[]	[]	[223935711]	[]
765_15760	chr1	230068914	230069314	+	599	23.5	[6.2442493]	[144]	[]	[]	[230069154]	[]
765_15762	chr1	243264584	243264984	+	597	23.5	[]	[]	[8.81036]	[203]	[]	[243264821]
765_15791	chr12	124994545	124994945	+	593	23.5	[7.648226]	[164]	[]	[]	[124994747]	[]
765_15794	chr13	91134266	91134666	+	567	23.5	[]	[]	[6.170477]	[133]	[]	[91134427]
765_158	chr19	55216419	55216819	+	1000	328.0	[12.052997]	[121]	[]	[]	[55216634]	[]
765_15800	chr15	55279697	55280097	+	599	23.5	[]	[]	[7.435178]	[146]	[]	[55279922]
765_15804	chr15	75627634	75628034	+	607	23.5	[11.120997]	[99]	[]	[]	[75627826]	[]
765_1581	chr2	130371772	130372172	+	1000	121.0	[]	[]	[12.054617]	[104]	[]	[130371968]
765_15810	chr16	75305349	75305749	+	593	23.5	[]	[]	[8.165431]	[155]	[]	[75305524]
765_15812	chr17	13538498	13538898	+	562	23.5	[8.093627]	[165]	[]	[]	[13538700]	[]
765_15818	chr17	49688027	49688427	+	588	23.5	[8.153599]	[166]	[]	[]	[49688218]	[]
765_1582	chr20	62776928	62777328	+	1000	121.0	[5.414966, 6.084387]	[111, 150]	[]	[]	[62777107, 62777146]	[]
765_15820	chr17	81709059	81709459	+	610	23.5	[]	[]	[7.541783]	[138]	[]	[81709227]
765_15825	chr19	8086077	8086477	+	582	23.5	[9.018655]	[112]	[]	[]	[8086250]	[]
765_15826	chr19	10839218	10839618	+	603	23.5	[]	[]	[5.1929984]	[137]	[]	[10839415]
765_15829	chr19	34165367	34165767	+	582	23.5	[]	[]	[8.153599]	[193]	[]	[34165594]
765_1583	chr22	20219670	20220070	+	1000	121.0	[]	[]	[10.760686]	[95]	[]	[20219852]
765_15836	chr2	20821973	20822373	+	618	23.5	[]	[]	[7.619102]	[175]	[]	[20822212]
765_15841	chr2	131153963	131154363	+	581	23.5	[]	[]	[5.836276]	[104]	[]	[131154127]
765_15843	chr2	177148939	177149339	+	584	23.5	[]	[]	[5.2712436]	[153]	[]	[177149156]
765_15847	chr2	190378510	190378910	+	595	23.5	[]	[]	[6.8700957]	[148]	[]	[190378676]
765_1585	chr4	76234298	76234698	+	1000	121.0	[8.948737]	[145]	[6.869615]	[111]	[76234536]	[76234502]
765_15852	chr20	40563451	40563851	+	594	23.5	[10.045377]	[110]	[]	[]	[40563620]	[]
765_15856	chr22	19462782	19463182	+	596	23.5	[]	[]	[5.1929984]	[217]	[]	[19463003]
765_15857	chr22	19541313	19541713	+	608	23.5	[8.81036]	[131]	[]	[]	[19541525]	[]
765_15870	chr22	23032027	23032427	+	594	23.5	[6.7032003]	[143]	[]	[]	[23032249]	[]
765_15872	chr3	10145597	10145997	+	586	23.5	[]	[]	[9.0423565]	[138]	[]	[10145810]
765_15873	chr3	44510999	44511399	+	594	23.5	[5.7305493]	[124]	[]	[]	[44511176]	[]
765_15874	chr3	45037688	45038088	+	565	23.5	[]	[]	[6.001497]	[126]	[]	[45037911]
765_15875	chr3	131071862	131072262	+	611	23.5	[6.7032003]	[135]	[]	[]	[131072082]	[]
765_15891	chr5	54293995	54294395	+	608	23.5	[]	[]	[8.087363]	[215]	[]	[54294242]
765_15892	chr5	69106197	69106597	+	598	23.5	[8.93221]	[197]	[]	[]	[69106424]	[]
765_15900	chr6	15262391	15262791	+	579	23.5	[]	[]	[18.177921]	[130]	[]	[15262619]
765_15913	chr6	112879896	112880296	+	545	23.5	[7.0842395]	[100]	[]	[]	[112880091]	[]
765_15918	chr7	24897004	24897404	+	556	23.5	[]	[]	[5.151082]	[191]	[]	[24897239]
765_15919	chr7	47216426	47216826	+	587	23.5	[]	[]	[6.869615]	[128]	[]	[47216651]
765_15920	chr7	65272971	65273371	+	602	23.5	[]	[]	[13.501622]	[80]	[]	[65273140]
765_15933	chr7	127348439	127348839	+	550	23.5	[]	[]	[6.3987226]	[181]	[]	[127348623]
765_15937	chr7	149883253	149883653	+	555	23.5	[10.760686]	[158]	[]	[]	[149883480]	[]
765_15942	chr8	65864513	65864913	+	592	23.5	[]	[]	[6.4471016, 5.202945]	[128, 198]	[]	[65864675, 65864745]
765_15956	chrX	16712694	16713094	+	606	23.5	[5.714426]	[126]	[]	[]	[16712879]	[]
765_15959	chrX	40647510	40647910	+	562	23.5	[]	[]	[15.081987]	[93]	[]	[40647678]
765_1596	chrX	72572901	72573301	+	1000	120.5	[7.124477]	[152]	[]	[]	[72573148]	[]
765_15960	chrX	49879069	49879469	+	589	23.5	[]	[]	[4.6965804]	[168]	[]	[49879314]
765_1597	chr1	14777478	14777878	+	1000	120.0	[]	[]	[11.104471]	[114]	[]	[14777662]
765_15973	chr1	27235327	27235727	+	576	23.0	[5.627288]	[231]	[]	[]	[27235575]	[]
765_15977	chr1	40809370	40809770	+	567	23.0	[]	[]	[7.6647525]	[185]	[]	[40809572]
765_15979	chr1	46406654	46407054	+	552	23.0	[5.419707]	[224]	[]	[]	[46406901]	[]
765_15980	chr1	52532702	52533102	+	579	23.0	[]	[]	[8.093627]	[130]	[]	[52532906]
765_15985	chr1	152071088	152071488	+	545	23.0	[]	[]	[4.99143]	[86]	[]	[152071248]
765_1600	chr1	181022781	181023181	+	1000	120.0	[]	[]	[7.255535]	[122]	[]	[181022994]
765_16001	chr10	22369011	22369411	+	566	23.0	[]	[]	[12.052997]	[75]	[]	[22369176]
765_16004	chr10	48474829	48475229	+	559	23.0	[]	[]	[8.93221]	[82]	[]	[48474981]
765_1601	chr11	59547696	59548096	+	1000	120.0	[]	[]	[6.7032003]	[125]	[]	[59547857]
765_16010	chr10	119516246	119516646	+	581	23.0	[]	[]	[12.122915]	[115]	[]	[119516455]
765_16036	chr13	114234654	114235054	+	588	23.0	[]	[]	[15.081987]	[117]	[]	[114234856]
765_16042	chr16	9089624	9090024	+	578	23.0	[]	[]	[6.61811]	[170]	[]	[9089805]
765_16044	chr16	77656986	77657386	+	542	23.0	[8.008537]	[137]	[]	[]	[77657193]	[]
765_16046	chr17	8410308	8410708	+	566	23.0	[12.263526]	[145]	[]	[]	[8410508]	[]
765_16067	chr2	27705929	27706329	+	583	23.0	[11.120997]	[201]	[5.0411386]	[185]	[27706179]	[27706163]
765_16070	chr2	85536386	85536786	+	577	23.0	[12.052997]	[162]	[]	[]	[85536628]	[]
765_16071	chr2	121651819	121652219	+	566	23.0	[11.120997]	[100]	[]	[]	[121651978]	[]
765_16072	chr2	202848822	202849222	+	578	23.0	[12.052997]	[139]	[]	[]	[202849018]	[]
765_16078	chr20	34365723	34366123	+	598	23.0	[8.93221]	[207]	[]	[]	[34365967]	[]
765_16080	chr20	50195289	50195689	+	575	23.0	[]	[]	[5.325487]	[220]	[]	[50195535]
765_16085	chr22	19092720	19093120	+	546	23.0	[6.9310164]	[152]	[]	[]	[19092876]	[]
765_16093	chr22	21575994	21576394	+	566	23.0	[]	[]	[5.7305493, 7.619102]	[122, 129]	[]	[21576195, 21576202]
765_16096	chr22	22394117	22394517	+	592	23.0	[]	[]	[6.353482]	[142]	[]	[22394286]
765_16097	chr22	22537835	22538235	+	549	23.0	[6.64995]	[167]	[]	[]	[22538015]	[]
765_16103	chr3	12878851	12879251	+	555	23.0	[5.9151025]	[181]	[]	[]	[12879034]	[]
