#PeakID(python identify_motif.py ./ENCODE_processed_files/TAL1_idr.fa TAL1 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
345_11959	chr3	42051766	42052166	+	1000	97.0	[4.611834]	[141]	[4.611834]	[141]	[42052004]	[42052004]
345_1196	chr6	133957887	133958287	+	1000	518.0	[4.611834, 9.465482]	[79, 99]	[9.465482, 4.611834]	[79, 99]	[133958066, 133958086]	[133958066, 133958086]
345_11960	chr3	99066858	99067258	+	1000	97.0	[9.465482]	[145]	[4.611834]	[145]	[99067088]	[99067088]
345_1197	chr8	8346125	8346525	+	1000	518.0	[9.465482]	[98]	[4.611834]	[98]	[8346320]	[8346320]
345_11974	chr5	101084353	101084753	+	1000	97.0	[4.611834]	[139]	[8.356634]	[139]	[101084582]	[101084582]
345_1198	chr1	28926867	28927267	+	1000	517.0	[4.611834, 9.465482]	[97, 100]	[4.611834, 4.611834]	[97, 100]	[28927060, 28927063]	[28927060, 28927063]
345_11983	chr6	75621846	75622246	+	1000	97.0	[8.356634]	[95]	[4.611834]	[95]	[75622040]	[75622040]
345_11984	chr7	12957467	12957867	+	1000	97.0	[4.611834, 4.611834]	[155, 164]	[4.611834, 4.611834]	[155, 164]	[12957709, 12957718]	[12957709, 12957718]
345_11992	chr8	116443138	116443538	+	1000	97.0	[4.611834, 4.611834]	[55, 72]	[9.465482, 4.611834]	[55, 72]	[116443293, 116443310]	[116443293, 116443310]
345_12	chr10	46001249	46001649	+	1000	793.0	[4.611834]	[113]	[4.611834]	[113]	[46001454]	[46001454]
345_120	chr21	34908415	34908815	+	1000	728.0	[4.611834, 4.611834]	[117, 146]	[4.611834, 4.611834]	[117, 146]	[34908630, 34908659]	[34908630, 34908659]
345_12000	chr9	124939955	124940355	+	1000	97.0	[4.611834]	[75]	[4.611834]	[75]	[124940130]	[124940130]
345_12004	chr1	17013870	17014270	+	1000	96.0	[4.611834]	[58]	[9.465482]	[58]	[17014027]	[17014027]
345_12021	chr10	70541652	70542052	+	1000	96.0	[11.270045]	[133]	[11.270045]	[133]	[70541868]	[70541868]
345_12024	chr11	1041989	1042389	+	1000	96.0	[4.611834, 4.611834, 4.611834]	[63, 101, 112]	[4.611834, 4.611834, 4.611834]	[63, 101, 112]	[1042145, 1042183, 1042194]	[1042145, 1042183, 1042194]
345_12036	chr14	77407168	77407568	+	1000	96.0	[4.611834]	[96]	[4.611834]	[96]	[77407333]	[77407333]
345_1205	chr8	38210641	38211041	+	1000	517.0	[9.465482, 4.611834]	[89, 138]	[4.611834, 9.465482]	[89, 138]	[38210829, 38210878]	[38210829, 38210878]
345_12053	chr19	18438629	18439029	+	1000	96.0	[4.611834]	[140]	[4.611834]	[140]	[18438867]	[18438867]
345_12055	chr2	10122579	10122979	+	1000	96.0	[4.611834]	[78]	[4.611834]	[78]	[10122752]	[10122752]
345_12065	chr3	9976951	9977351	+	1000	96.0	[4.611834, 4.611834]	[125, 161]	[4.611834, 4.611834]	[125, 161]	[9977163, 9977199]	[9977163, 9977199]
345_12067	chr3	34033816	34034216	+	1000	96.0	[4.611834, 5.088419]	[126, 141]	[8.356634, 4.611834]	[126, 141]	[34034040, 34034055]	[34034040, 34034055]
345_12068	chr3	42166918	42167318	+	1000	96.0	[9.465482]	[121]	[4.611834]	[121]	[42167138]	[42167138]
345_12074	chr4	80219655	80220055	+	1000	96.0	[4.611834]	[131]	[4.611834]	[131]	[80219878]	[80219878]
345_12075	chr4	105161971	105162371	+	1000	96.0	[11.270045, 4.611834]	[66, 99]	[11.270045, 4.611834]	[66, 99]	[105162134, 105162167]	[105162134, 105162167]
345_12077	chr5	31375960	31376360	+	1000	96.0	[4.611834, 4.611834]	[72, 110]	[4.611834, 9.465482]	[72, 110]	[31376130, 31376168]	[31376130, 31376168]
345_1208	chr1	153059324	153059724	+	1000	516.0	[4.611834]	[121]	[4.611834]	[121]	[153059543]	[153059543]
345_12083	chr6	7166371	7166771	+	1000	96.0	[11.270045, 11.270045]	[84, 132]	[11.270045, 11.270045]	[84, 132]	[7166545, 7166593]	[7166545, 7166593]
345_12085	chr6	31777108	31777508	+	1000	96.0	[4.611834, 4.611834]	[100, 153]	[4.611834, 4.611834]	[100, 153]	[31777278, 31777331]	[31777278, 31777331]
345_12095	chr7	140478731	140479131	+	1000	96.0	[4.611834]	[138]	[4.611834]	[138]	[140478966]	[140478966]
345_12104	chr9	136511776	136512176	+	1000	96.0	[4.611834]	[128]	[4.611834]	[128]	[136511994]	[136511994]
345_12105	chrX	20217863	20218263	+	1000	96.0	[4.611834]	[82]	[4.611834]	[82]	[20218037]	[20218037]
345_12106	chrX	40273327	40273727	+	1000	96.0	[11.270045]	[112]	[11.270045]	[112]	[40273521]	[40273521]
345_12111	chr1	54355932	54356332	+	1000	95.0	[4.611834]	[112]	[4.611834]	[112]	[54356140]	[54356140]
345_12116	chr1	93660130	93660530	+	1000	95.0	[4.611834, 9.465482]	[80, 122]	[4.611834, 4.611834]	[80, 122]	[93660292, 93660334]	[93660292, 93660334]
345_1212	chr1	180933194	180933594	+	1000	515.0	[8.356634]	[104]	[4.611834]	[104]	[180933392]	[180933392]
345_12124	chr10	42979228	42979628	+	1000	95.0	[5.088419]	[132]	[4.611834]	[132]	[42979451]	[42979451]
345_12127	chr11	34758289	34758689	+	1000	95.0	[4.611834, 4.611834]	[140, 156]	[4.611834, 4.611834]	[140, 156]	[34758523, 34758539]	[34758523, 34758539]
345_1213	chr1	182236182	182236582	+	1000	515.0	[4.611834]	[115]	[4.611834]	[115]	[182236391]	[182236391]
345_12130	chr11	113681226	113681626	+	1000	95.0	[11.270045]	[163]	[11.270045]	[163]	[113681464]	[113681464]
345_12131	chr11	123735915	123736315	+	1000	95.0	[11.270045]	[96]	[11.270045]	[96]	[123736111]	[123736111]
345_12136	chr14	29645117	29645517	+	1000	95.0	[4.611834, 11.270045]	[77, 150]	[4.611834, 11.270045]	[77, 150]	[29645294, 29645367]	[29645294, 29645367]
345_12140	chr15	42608159	42608559	+	1000	95.0	[9.465482, 4.611834]	[89, 151]	[4.611834, 5.088419]	[89, 151]	[42608334, 42608396]	[42608334, 42608396]
345_12141	chr15	78564957	78565357	+	1000	95.0	[4.611834]	[118]	[4.611834]	[118]	[78565167]	[78565167]
345_12145	chr17	37710299	37710699	+	1000	95.0	[4.611834, 5.088419, 5.088419]	[70, 92, 116]	[4.611834, 4.611834, 4.611834]	[70, 92, 116]	[37710468, 37710490, 37710514]	[37710468, 37710490, 37710514]
345_12146	chr17	44260267	44260667	+	1000	95.0	[4.611834, 8.356634]	[68, 122]	[4.611834, 4.611834]	[68, 122]	[44260430, 44260484]	[44260430, 44260484]
345_12153	chr19	49487446	49487846	+	1000	95.0	[4.611834]	[80]	[4.611834]	[80]	[49487618]	[49487618]
345_1216	chr16	88799899	88800299	+	1000	515.0	[4.611834, 4.611834, 9.465482, 8.356634]	[75, 118, 125, 136]	[4.611834, 4.611834, 4.611834, 4.611834]	[75, 118, 125, 136]	[88800073, 88800116, 88800123, 88800134]	[88800073, 88800116, 88800123, 88800134]
345_12163	chr20	48682671	48683071	+	1000	95.0	[5.088419, 11.270045, 11.270045]	[71, 78, 115]	[4.611834, 11.270045, 11.270045]	[71, 78, 115]	[48682832, 48682839, 48682876]	[48682832, 48682839, 48682876]
345_12165	chr21	45482934	45483334	+	1000	95.0	[4.611834, 4.611834, 4.611834, 4.611834, 5.088419]	[66, 76, 114, 149, 152]	[4.611834, 9.465482, 4.611834, 4.611834, 4.611834]	[66, 76, 114, 149, 152]	[45483096, 45483106, 45483144, 45483179, 45483182]	[45483096, 45483106, 45483144, 45483179, 45483182]
345_12167	chr3	23953524	23953924	+	1000	95.0	[4.611834]	[113]	[9.465482]	[113]	[23953736]	[23953736]
345_12168	chr3	124653818	124654218	+	1000	95.0	[4.611834]	[115]	[9.465482]	[115]	[124654025]	[124654025]
345_12170	chr3	171935417	171935817	+	1000	95.0	[4.611834]	[54]	[4.611834]	[54]	[171935569]	[171935569]
345_12173	chr4	146428297	146428697	+	1000	95.0	[4.611834, 4.611834]	[93, 96]	[9.465482, 4.611834]	[93, 96]	[146428488, 146428491]	[146428488, 146428491]
345_12175	chr5	14696084	14696484	+	1000	95.0	[8.356634]	[142]	[4.611834]	[142]	[14696309]	[14696309]
345_12176	chr5	71932888	71933288	+	1000	95.0	[4.611834]	[130]	[4.611834]	[130]	[71933112]	[71933112]
345_12187	chr7	30296190	30296590	+	1000	95.0	[4.611834]	[155]	[4.611834]	[155]	[30296434]	[30296434]
345_1219	chr6	122712304	122712704	+	1000	515.0	[4.611834]	[75]	[4.611834]	[75]	[122712479]	[122712479]
345_12190	chr7	100444665	100445065	+	1000	95.0	[4.611834]	[75]	[4.611834]	[75]	[100444826]	[100444826]
345_12193	chr8	60232854	60233254	+	1000	95.0	[4.611834]	[92]	[4.611834]	[92]	[60233034]	[60233034]
345_12200	chr9	101664423	101664823	+	1000	95.0	[4.611834]	[134]	[4.611834]	[134]	[101664647]	[101664647]
345_12209	chr10	20901155	20901555	+	1000	94.0	[4.611834, 4.611834, 4.611834]	[82, 114, 135]	[4.611834, 9.465482, 8.356634]	[82, 114, 135]	[20901331, 20901363, 20901384]	[20901331, 20901363, 20901384]
345_12216	chr11	68839938	68840338	+	1000	94.0	[11.270045, 4.611834, 11.270045]	[124, 152, 159]	[11.270045, 8.356634, 11.270045]	[124, 152, 159]	[68840148, 68840176, 68840183]	[68840148, 68840176, 68840183]
345_1222	chr16	29009261	29009661	+	1000	514.0	[4.611834, 4.611834]	[109, 112]	[4.611834, 4.611834]	[109, 112]	[29009469, 29009472]	[29009469, 29009472]
345_12224	chr12	56116464	56116864	+	1000	94.0	[4.611834]	[145]	[9.465482]	[145]	[56116709]	[56116709]
345_12226	chr12	116236147	116236547	+	1000	94.0	[4.611834]	[122]	[4.611834]	[122]	[116236353]	[116236353]
345_12227	chr12	120072375	120072775	+	1000	94.0	[4.611834]	[129]	[4.611834]	[129]	[120072590]	[120072590]
345_12236	chr16	69404505	69404905	+	1000	94.0	[4.611834]	[145]	[5.088419]	[145]	[69404739]	[69404739]
345_12239	chr17	37065788	37066188	+	1000	94.0	[5.088419]	[94]	[4.611834]	[94]	[37065981]	[37065981]
345_12253	chr3	19960740	19961140	+	1000	94.0	[4.611834]	[117]	[4.611834]	[117]	[19960946]	[19960946]
345_12259	chr4	20480101	20480501	+	1000	94.0	[11.270045]	[94]	[11.270045]	[94]	[20480293]	[20480293]
345_12262	chr5	54323422	54323822	+	1000	94.0	[9.465482]	[64]	[4.611834]	[64]	[54323581]	[54323581]
345_12263	chr5	56676471	56676871	+	1000	94.0	[4.611834, 4.611834, 4.611834]	[86, 126, 156]	[4.611834, 4.611834, 9.465482]	[86, 126, 156]	[56676646, 56676686, 56676716]	[56676646, 56676686, 56676716]
345_12265	chr5	164301671	164302071	+	1000	94.0	[4.611834, 9.465482]	[122, 145]	[8.356634, 4.611834]	[122, 145]	[164301892, 164301915]	[164301892, 164301915]
345_12286	chrX	48911835	48912235	+	1000	94.0	[4.611834, 5.088419]	[84, 127]	[4.611834, 4.611834]	[84, 127]	[48912014, 48912057]	[48912014, 48912057]
345_12293	chr1	58893241	58893641	+	1000	93.0	[4.611834]	[109]	[4.611834]	[109]	[58893428]	[58893428]
345_12304	chr10	68331917	68332317	+	1000	93.0	[4.611834, 4.611834]	[71, 92]	[4.611834, 4.611834]	[71, 92]	[68332079, 68332100]	[68332079, 68332100]
345_12306	chr10	101797436	101797836	+	1000	93.0	[4.611834]	[87]	[4.611834]	[87]	[101797620]	[101797620]
345_12308	chr11	12167095	12167495	+	1000	93.0	[4.611834]	[126]	[4.611834]	[126]	[12167320]	[12167320]
345_12312	chr11	65132450	65132850	+	1000	93.0	[11.270045]	[105]	[11.270045]	[105]	[65132645]	[65132645]
345_12314	chr11	75170830	75171230	+	1000	93.0	[4.611834]	[93]	[4.611834]	[93]	[75170994]	[75170994]
345_12315	chr11	93741249	93741649	+	1000	93.0	[4.611834]	[121]	[4.611834]	[121]	[93741462]	[93741462]
345_12318	chr12	70754193	70754593	+	1000	93.0	[4.611834, 4.611834]	[138, 147]	[4.611834, 4.611834]	[138, 147]	[70754425, 70754434]	[70754425, 70754434]
345_1232	chr10	18735762	18736162	+	1000	513.0	[4.611834, 4.611834]	[121, 127]	[4.611834, 4.611834]	[121, 127]	[18735976, 18735982]	[18735976, 18735982]
345_12325	chr12	128317140	128317540	+	1000	93.0	[11.270045]	[81]	[11.270045]	[81]	[128317318]	[128317318]
345_12328	chr13	113298295	113298695	+	1000	93.0	[4.611834, 4.611834]	[87, 140]	[4.611834, 9.465482]	[87, 140]	[113298480, 113298533]	[113298480, 113298533]
345_12330	chr14	31205706	31206106	+	1000	93.0	[4.611834, 4.611834]	[95, 130]	[9.465482, 9.465482]	[95, 130]	[31205892, 31205927]	[31205892, 31205927]
345_12332	chr14	75278665	75279065	+	1000	93.0	[4.611834, 4.611834, 4.611834]	[71, 84, 151]	[9.465482, 9.465482, 4.611834]	[71, 84, 151]	[75278833, 75278846, 75278913]	[75278833, 75278846, 75278913]
345_12339	chr16	87956807	87957207	+	1000	93.0	[4.611834, 4.611834, 9.465482]	[97, 104, 107]	[4.611834, 4.611834, 4.611834]	[97, 104, 107]	[87957004, 87957011, 87957014]	[87957004, 87957011, 87957014]
345_12341	chr17	11950807	11951207	+	1000	93.0	[4.611834]	[69]	[4.611834]	[69]	[11950974]	[11950974]
345_12343	chr17	58007065	58007465	+	1000	93.0	[4.611834]	[96]	[4.611834]	[96]	[58007255]	[58007255]
345_12350	chr19	54696807	54697207	+	1000	93.0	[4.611834]	[147]	[4.611834]	[147]	[54697049]	[54697049]
345_12358	chr2	205014211	205014611	+	1000	93.0	[4.611834]	[146]	[8.356634]	[146]	[205014456]	[205014456]
345_12368	chr3	112786216	112786616	+	1000	93.0	[11.270045, 4.611834]	[112, 115]	[11.270045, 4.611834]	[112, 115]	[112786425, 112786428]	[112786425, 112786428]
345_12369	chr3	112794863	112795263	+	1000	93.0	[4.611834]	[148]	[4.611834]	[148]	[112795106]	[112795106]
345_12378	chr5	136679182	136679582	+	1000	93.0	[4.611834]	[115]	[4.611834]	[115]	[136679382]	[136679382]
345_12380	chr5	172765288	172765688	+	1000	93.0	[4.611834, 4.611834, 4.611834]	[90, 93, 111]	[4.611834, 4.611834, 4.611834]	[90, 93, 111]	[172765465, 172765468, 172765486]	[172765465, 172765468, 172765486]
345_12381	chr6	26234720	26235120	+	1000	93.0	[5.088419]	[75]	[4.611834]	[75]	[26234876]	[26234876]
345_12384	chr6	32973014	32973414	+	1000	93.0	[4.611834]	[202]	[4.611834]	[202]	[32973222]	[32973222]
345_12385	chr6	50973462	50973862	+	1000	93.0	[9.465482, 11.270045]	[143, 165]	[4.611834, 11.270045]	[143, 165]	[50973691, 50973713]	[50973691, 50973713]
345_12389	chr7	112480749	112481149	+	1000	93.0	[4.611834, 8.356634]	[117, 124]	[4.611834, 4.611834]	[117, 124]	[112480951, 112480958]	[112480951, 112480958]
345_12392	chr8	20509892	20510292	+	1000	93.0	[4.611834]	[95]	[4.611834]	[95]	[20510081]	[20510081]
345_12399	chrX	17968411	17968811	+	1000	93.0	[4.611834, 4.611834, 4.611834, 11.270045]	[89, 111, 151, 154]	[4.611834, 4.611834, 4.611834, 11.270045]	[89, 111, 151, 154]	[17968587, 17968609, 17968649, 17968652]	[17968587, 17968609, 17968649, 17968652]
345_12400	chrX	20265197	20265597	+	1000	93.0	[4.611834, 4.611834]	[114, 117]	[4.611834, 4.611834]	[114, 117]	[20265408, 20265411]	[20265408, 20265411]
345_12404	chr1	2560659	2561059	+	1000	92.0	[4.611834]	[122]	[4.611834]	[122]	[2560859]	[2560859]
345_12428	chr14	61489029	61489429	+	1000	92.0	[4.611834]	[161]	[4.611834]	[161]	[61489262]	[61489262]
345_1243	chr14	24256172	24256572	+	1000	511.0	[4.611834, 9.465482]	[67, 91]	[4.611834, 4.611834]	[67, 91]	[24256336, 24256360]	[24256336, 24256360]
345_12430	chr15	40751731	40752131	+	1000	92.0	[11.270045, 4.611834]	[107, 115]	[11.270045, 4.611834]	[107, 115]	[40751931, 40751939]	[40751931, 40751939]
345_12431	chr15	44956397	44956797	+	1000	92.0	[4.611834]	[68]	[4.611834]	[68]	[44956557]	[44956557]
345_12434	chr16	23784781	23785181	+	1000	92.0	[4.611834]	[71]	[4.611834]	[71]	[23784948]	[23784948]
345_12436	chr16	88523835	88524235	+	1000	92.0	[8.356634]	[55]	[4.611834]	[55]	[88523990]	[88523990]
345_12438	chr17	7282968	7283368	+	1000	92.0	[11.270045]	[101]	[11.270045]	[101]	[7283164]	[7283164]
345_12442	chr17	82267155	82267555	+	1000	92.0	[4.611834]	[143]	[4.611834]	[143]	[82267377]	[82267377]
345_1245	chr5	168813597	168813997	+	1000	511.0	[11.270045]	[57]	[11.270045]	[57]	[168813752]	[168813752]
345_12453	chr2	42927499	42927899	+	1000	92.0	[4.611834]	[132]	[4.611834]	[132]	[42927724]	[42927724]
345_12457	chr2	102064222	102064622	+	1000	92.0	[4.611834]	[101]	[4.611834]	[101]	[102064402]	[102064402]
345_1246	chr1	121595095	121595495	+	1000	510.0	[4.611834]	[138]	[4.611834]	[138]	[121595331]	[121595331]
345_12460	chr2	178473392	178473792	+	1000	92.0	[4.611834, 9.465482]	[115, 128]	[5.088419, 4.611834]	[115, 128]	[178473603, 178473616]	[178473603, 178473616]
345_12462	chr2	196331169	196331569	+	1000	92.0	[4.611834]	[82]	[4.611834]	[82]	[196331339]	[196331339]
345_12466	chr3	12862363	12862763	+	1000	92.0	[5.088419, 4.611834, 4.611834]	[67, 90, 121]	[4.611834, 9.465482, 4.611834]	[67, 90, 121]	[12862518, 12862541, 12862572]	[12862518, 12862541, 12862572]
345_12467	chr3	13575376	13575776	+	1000	92.0	[4.611834, 4.611834]	[122, 206]	[4.611834, 4.611834]	[122, 206]	[13575543, 13575627]	[13575543, 13575627]
345_12470	chr3	128573909	128574309	+	1000	92.0	[4.611834]	[148]	[4.611834]	[148]	[128574152]	[128574152]
345_12472	chr3	146554476	146554876	+	1000	92.0	[8.356634, 4.611834, 4.611834]	[107, 113, 135]	[4.611834, 4.611834, 5.088419]	[107, 113, 135]	[146554680, 146554686, 146554708]	[146554680, 146554686, 146554708]
345_12475	chr4	86099347	86099747	+	1000	92.0	[4.611834]	[66]	[4.611834]	[66]	[86099507]	[86099507]
345_1249	chr16	66617802	66618202	+	1000	510.0	[4.611834, 5.088419]	[63, 87]	[4.611834, 4.611834]	[63, 87]	[66617959, 66617983]	[66617959, 66617983]
345_12495	chr7	108236996	108237396	+	1000	92.0	[4.611834, 4.611834]	[68, 130]	[5.088419, 4.611834]	[68, 130]	[108237156, 108237218]	[108237156, 108237218]
345_12501	chr8	57931080	57931480	+	1000	92.0	[11.270045]	[127]	[11.270045]	[127]	[57931299]	[57931299]
345_12503	chr8	109611280	109611680	+	1000	92.0	[4.611834]	[131]	[4.611834]	[131]	[109611495]	[109611495]
345_12512	chr1	842770	843170	+	1000	91.0	[11.270045, 4.611834]	[118, 123]	[11.270045, 4.611834]	[118, 123]	[842987, 842992]	[842987, 842992]
345_12515	chr1	54396988	54397388	+	1000	91.0	[4.611834, 11.270045]	[124, 139]	[4.611834, 11.270045]	[124, 139]	[54397208, 54397223]	[54397208, 54397223]
345_12516	chr1	78052745	78053145	+	1000	91.0	[4.611834]	[84]	[4.611834]	[84]	[78052924]	[78052924]
345_12518	chr1	184929700	184930100	+	1000	91.0	[4.611834]	[104]	[8.356634]	[104]	[184929897]	[184929897]
345_12533	chr12	123998235	123998635	+	1000	91.0	[4.611834]	[147]	[4.611834]	[147]	[123998479]	[123998479]
345_12536	chr13	114320042	114320442	+	1000	91.0	[4.611834]	[91]	[4.611834]	[91]	[114320232]	[114320232]
345_12537	chr14	20476780	20477180	+	1000	91.0	[11.270045]	[59]	[11.270045]	[59]	[20476939]	[20476939]
345_12538	chr14	21104123	21104523	+	1000	91.0	[4.611834]	[108]	[4.611834]	[108]	[21104309]	[21104309]
345_12557	chr2	130370501	130370901	+	1000	91.0	[9.465482, 4.611834]	[127, 137]	[4.611834, 5.088419]	[127, 137]	[130370702, 130370712]	[130370702, 130370712]
345_1256	chr5	72166335	72166735	+	1000	509.0	[4.611834, 4.611834, 4.611834]	[66, 97, 100]	[4.611834, 4.611834, 4.611834]	[66, 97, 100]	[72166492, 72166523, 72166526]	[72166492, 72166523, 72166526]
345_12565	chr21	34159485	34159885	+	1000	91.0	[11.270045]	[72]	[11.270045]	[72]	[34159649]	[34159649]
345_12566	chr21	38956873	38957273	+	1000	91.0	[11.270045, 4.611834]	[77, 107]	[11.270045, 4.611834]	[77, 107]	[38957044, 38957074]	[38957044, 38957074]
345_12567	chr22	20111061	20111461	+	1000	91.0	[4.611834, 4.611834]	[142, 176]	[5.088419, 9.465482]	[142, 176]	[20111257, 20111291]	[20111257, 20111291]
345_1257	chr6	7165107	7165507	+	1000	509.0	[4.611834]	[61]	[4.611834]	[61]	[7165266]	[7165266]
345_12571	chr3	58324083	58324483	+	1000	91.0	[4.611834, 9.465482]	[72, 112]	[4.611834, 4.611834]	[72, 112]	[58324248, 58324288]	[58324248, 58324288]
345_12576	chr3	184171647	184172047	+	1000	91.0	[5.088419]	[144]	[4.611834]	[144]	[184171889]	[184171889]
345_12580	chr4	55154930	55155330	+	1000	91.0	[9.465482]	[142]	[4.611834]	[142]	[55155155]	[55155155]
345_12583	chr5	39177576	39177976	+	1000	91.0	[4.611834, 4.611834]	[122, 152]	[4.611834, 4.611834]	[122, 152]	[39177792, 39177822]	[39177792, 39177822]
345_12593	chr6	2766334	2766734	+	1000	91.0	[11.270045]	[80]	[11.270045]	[80]	[2766496]	[2766496]
345_12594	chr6	15434176	15434576	+	1000	91.0	[4.611834]	[146]	[4.611834]	[146]	[15434401]	[15434401]
345_12599	chr6	47149550	47149950	+	1000	91.0	[11.270045]	[86]	[11.270045]	[86]	[47149730]	[47149730]
345_12605	chr7	4712846	4713246	+	1000	91.0	[4.611834]	[123]	[9.465482]	[123]	[4713058]	[4713058]
345_1261	chr8	105520447	105520847	+	1000	509.0	[9.465482]	[83]	[4.611834]	[83]	[105520628]	[105520628]
345_12611	chr7	77362819	77363219	+	1000	91.0	[11.270045]	[121]	[11.270045]	[121]	[77363026]	[77363026]
345_12612	chr7	130025937	130026337	+	1000	91.0	[4.611834]	[131]	[4.611834]	[131]	[130026146]	[130026146]
345_12614	chr8	18822466	18822866	+	1000	91.0	[4.611834, 4.611834]	[116, 146]	[4.611834, 4.611834]	[116, 146]	[18822675, 18822705]	[18822675, 18822705]
345_1262	chr12	92379113	92379513	+	1000	508.0	[4.611834, 4.611834]	[99, 102]	[4.611834, 4.611834]	[99, 102]	[92379312, 92379315]	[92379312, 92379315]
345_12620	chrX	2543122	2543522	+	1000	91.0	[5.088419]	[126]	[4.611834]	[126]	[2543341]	[2543341]
345_12621	chrX	24005886	24006286	+	1000	91.0	[4.611834, 9.465482]	[122, 146]	[4.611834, 4.611834]	[122, 146]	[24006103, 24006127]	[24006103, 24006127]
345_12624	chr1	46132376	46132776	+	1000	90.0	[4.611834, 4.611834]	[95, 150]	[4.611834, 8.356634]	[95, 150]	[46132553, 46132608]	[46132553, 46132608]
345_1263	chr12	108691583	108691983	+	1000	508.0	[4.611834, 4.611834, 4.611834, 4.611834, 4.611834]	[71, 74, 99, 102, 111]	[4.611834, 4.611834, 4.611834, 4.611834, 4.611834]	[71, 74, 99, 102, 111]	[108691752, 108691755, 108691780, 108691783, 108691792]	[108691752, 108691755, 108691780, 108691783, 108691792]
345_12636	chr10	74589365	74589765	+	1000	90.0	[9.465482, 4.611834]	[70, 132]	[4.611834, 4.611834]	[70, 132]	[74589526, 74589588]	[74589526, 74589588]
345_12638	chr11	551598	551998	+	1000	90.0	[4.611834, 4.611834]	[116, 150]	[4.611834, 4.611834]	[116, 150]	[551811, 551845]	[551811, 551845]
345_12640	chr11	62491944	62492344	+	1000	90.0	[4.611834]	[144]	[8.356634]	[144]	[62492183]	[62492183]
345_12643	chr11	123061883	123062283	+	1000	90.0	[4.611834]	[155]	[4.611834]	[155]	[123062114]	[123062114]
345_12645	chr12	1171666	1172066	+	1000	90.0	[4.611834]	[113]	[8.356634]	[113]	[1171874]	[1171874]
345_12653	chr14	81432198	81432598	+	1000	90.0	[9.465482]	[134]	[4.611834]	[134]	[81432432]	[81432432]
345_12658	chr15	75669781	75670181	+	1000	90.0	[5.088419, 4.611834]	[55, 118]	[4.611834, 9.465482]	[55, 118]	[75669935, 75669998]	[75669935, 75669998]
345_12660	chr16	68752637	68753037	+	1000	90.0	[4.611834]	[151]	[9.465482]	[151]	[68752854]	[68752854]
345_12662	chr16	85607284	85607684	+	1000	90.0	[11.270045, 11.270045]	[97, 124]	[11.270045, 11.270045]	[97, 124]	[85607459, 85607486]	[85607459, 85607486]
345_12663	chr17	27544533	27544933	+	1000	90.0	[5.088419]	[72]	[4.611834]	[72]	[27544704]	[27544704]
345_12664	chr17	48570239	48570639	+	1000	90.0	[4.611834, 4.611834]	[108, 111]	[4.611834, 4.611834]	[108, 111]	[48570443, 48570446]	[48570443, 48570446]
345_12665	chr17	76161814	76162214	+	1000	90.0	[4.611834]	[88]	[5.088419]	[88]	[76162000]	[76162000]
345_12667	chr18	322537	322937	+	1000	90.0	[4.611834, 4.611834]	[85, 91]	[9.465482, 4.611834]	[85, 91]	[322705, 322711]	[322705, 322711]
345_12668	chr18	2848920	2849320	+	1000	90.0	[4.611834]	[90]	[4.611834]	[90]	[2849090]	[2849090]
345_12673	chr19	55407535	55407935	+	1000	90.0	[4.611834]	[84]	[4.611834]	[84]	[55407718]	[55407718]
345_12676	chr2	119759920	119760320	+	1000	90.0	[4.611834]	[137]	[4.611834]	[137]	[119760155]	[119760155]
345_12684	chr22	40560556	40560956	+	1000	90.0	[4.611834, 4.611834]	[62, 111]	[4.611834, 9.465482]	[62, 111]	[40560709, 40560758]	[40560709, 40560758]
345_12685	chr3	6510718	6511118	+	1000	90.0	[4.611834]	[114]	[4.611834]	[114]	[6510919]	[6510919]
345_1269	chr5	29796074	29796474	+	1000	508.0	[9.465482]	[129]	[4.611834]	[129]	[29796298]	[29796298]
345_12699	chr6	116036074	116036474	+	1000	90.0	[4.611834]	[99]	[4.611834]	[99]	[116036262]	[116036262]
345_12702	chr6	160973380	160973780	+	1000	90.0	[4.611834, 11.270045]	[64, 104]	[4.611834, 11.270045]	[64, 104]	[160973540, 160973580]	[160973540, 160973580]
345_12703	chr7	26234046	26234446	+	1000	90.0	[4.611834, 4.611834]	[92, 127]	[4.611834, 4.611834]	[92, 127]	[26234230, 26234265]	[26234230, 26234265]
345_12708	chr7	123744402	123744802	+	1000	90.0	[5.088419]	[103]	[4.611834]	[103]	[123744593]	[123744593]
345_1271	chr10	98236881	98237281	+	1000	507.0	[4.611834, 11.270045, 5.088419]	[89, 104, 146]	[4.611834, 11.270045, 4.611834]	[89, 104, 146]	[98237066, 98237081, 98237123]	[98237066, 98237081, 98237123]
345_12715	chr8	68045596	68045996	+	1000	90.0	[8.356634]	[104]	[4.611834]	[104]	[68045786]	[68045786]
345_12717	chr8	105375415	105375815	+	1000	90.0	[8.356634, 9.465482]	[118, 153]	[4.611834, 4.611834]	[118, 153]	[105375611, 105375646]	[105375611, 105375646]
345_12720	chr9	34426338	34426738	+	1000	90.0	[4.611834]	[67]	[4.611834]	[67]	[34426504]	[34426504]
