#PeakID(python identify_motif.py ./ENCODE_processed_files/NR2C2_idr.fa NR2C2 --motif_path ./motifs/ --distance 50  --cutoff --size 400 --repeat ../hg38_repeats/hg38_repeats_merged.nodup.all.txt)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
151_17097	chr6	116255198	116255598	+	1000	73.0	[9.443364]	[93]	[]	[]	[116255384]	[]
151_17098	chr6	136593776	136594176	+	1000	73.0	[]	[]	[9.443364]	[104]	[]	[136593979]
151_17102	chr6	149431947	149432347	+	1000	73.0	[9.164563, 9.443364]	[86, 108]	[]	[]	[149432122, 149432144]	[]
151_17108	chr7	42888469	42888869	+	1000	73.0	[]	[]	[9.443364]	[170]	[]	[42888696]
151_17116	chr7	121023625	121024025	+	1000	73.0	[9.443364]	[175]	[]	[]	[121023868]	[]
151_17120	chr7	133081094	133081494	+	1000	73.0	[9.443364, 9.443364]	[127, 206]	[]	[]	[133081247, 133081326]	[]
151_17122	chr7	159026661	159027061	+	1000	73.0	[]	[]	[9.443364, 9.443364]	[87, 94]	[]	[159026842, 159026849]
151_17129	chr8	60176500	60176900	+	1000	73.0	[]	[]	[9.443364]	[83]	[]	[60176680]
151_17132	chr8	90579703	90580103	+	1000	73.0	[9.443364]	[114]	[]	[]	[90579885]	[]
151_17135	chr8	129420492	129420892	+	1000	73.0	[]	[]	[9.443364]	[109]	[]	[129420698]
151_17138	chr9	4924099	4924499	+	1000	73.0	[9.164563]	[139]	[]	[]	[4924320]	[]
151_17148	chr9	137223645	137224045	+	1000	73.0	[7.7064734]	[170]	[]	[]	[137223882]	[]
151_17150	chrX	12975987	12976387	+	1000	73.0	[7.7064734]	[138]	[]	[]	[12976157]	[]
151_17151	chrX	48702101	48702501	+	1000	73.0	[]	[]	[9.164563, 9.443364]	[84, 93]	[]	[48702268, 48702277]
151_17152	chrX	132219288	132219688	+	1000	73.0	[9.443364]	[173]	[]	[]	[132219536]	[]
151_17153	chr1	2271917	2272317	+	1000	72.0	[9.164563, 9.443364]	[106, 114]	[7.9852743]	[156]	[2272108, 2272116]	[2272158]
151_17166	chr1	77350047	77350447	+	1000	72.0	[]	[]	[9.164563]	[171]	[]	[77350288]
151_1717	chr21	45318823	45319223	+	1000	353.0	[9.443364]	[107]	[]	[]	[45319021]	[]
151_17171	chr1	118969362	118969762	+	1000	72.0	[9.164563]	[145]	[9.443364]	[87]	[118969582]	[118969524]
151_17174	chr1	145990360	145990760	+	1000	72.0	[]	[]	[9.443364]	[116]	[]	[145990575]
151_17197	chr10	104332419	104332819	+	1000	72.0	[9.443364]	[128]	[9.443364]	[162]	[104332629]	[104332663]
151_172	chr3	128123799	128124199	+	1000	1140.0	[7.7064734]	[94]	[]	[]	[128123991]	[]
151_17202	chr11	57349679	57350079	+	570	72.0	[]	[]	[7.7064734]	[183]	[]	[57349922]
151_17216	chr12	6451779	6452179	+	1000	72.0	[9.443364]	[107]	[]	[]	[6451955]	[]
151_17221	chr12	50603774	50604174	+	1000	72.0	[]	[]	[9.443364]	[129]	[]	[50603995]
151_17224	chr12	75831514	75831914	+	1000	72.0	[]	[]	[9.164563]	[132]	[]	[75831693]
151_17225	chr12	95173632	95174032	+	1000	72.0	[9.443364, 9.443364]	[120, 131]	[]	[]	[95173820, 95173831]	[]
151_17237	chr14	57060258	57060658	+	1000	72.0	[9.443364]	[75]	[]	[]	[57060418]	[]
151_17238	chr14	73762435	73762835	+	1000	72.0	[9.443364]	[129]	[]	[]	[73762620]	[]
151_17239	chr14	104800268	104800668	+	1000	72.0	[]	[]	[9.443364]	[126]	[]	[104800440]
151_17241	chr15	52679204	52679604	+	1000	72.0	[9.443364]	[126]	[]	[]	[52679393]	[]
151_17250	chr16	689503	689903	+	1000	72.0	[9.443364, 9.164563, 9.443364, 9.164563]	[64, 71, 79, 115]	[]	[]	[689657, 689664, 689672, 689708]	[]
151_17267	chr16	87918904	87919304	+	1000	72.0	[7.7064734, 9.443364]	[157, 168]	[]	[]	[87919136, 87919147]	[]
151_17268	chr16	88856921	88857321	+	1000	72.0	[9.164563]	[182]	[]	[]	[88857112]	[]
151_1728	chr19	17226223	17226623	+	1000	351.0	[7.9852743]	[148]	[]	[]	[17226416]	[]
151_17282	chr17	74373818	74374218	+	1000	72.0	[]	[]	[9.443364]	[147]	[]	[74374048]
151_17286	chr19	1812531	1812931	+	1000	72.0	[9.164563]	[212]	[]	[]	[1812768]	[]
151_17287	chr19	6494482	6494882	+	1000	72.0	[9.164563]	[151]	[]	[]	[6494695]	[]
151_17289	chr19	10236251	10236651	+	1000	72.0	[9.443364]	[140]	[]	[]	[10236457]	[]
151_17291	chr19	14784824	14785224	+	1000	72.0	[]	[]	[9.443364]	[165]	[]	[14784990]
151_17293	chr19	33101022	33101422	+	881	72.0	[]	[]	[9.443364]	[140]	[]	[33101259]
151_173	chr12	120194541	120194941	+	1000	1139.0	[9.164563]	[105]	[]	[]	[120194739]	[]
151_17302	chr19	53867414	53867814	+	1000	72.0	[]	[]	[9.443364]	[157]	[]	[53867658]
151_17311	chr2	73981197	73981597	+	1000	72.0	[]	[]	[9.443364]	[129]	[]	[73981419]
151_17319	chr2	112481676	112482076	+	1000	72.0	[]	[]	[7.7064734]	[162]	[]	[112481907]
151_1732	chr8	144950646	144951046	+	1000	351.0	[7.7064734]	[92]	[9.164563]	[151]	[144950803]	[144950862]
151_17322	chr2	144645358	144645758	+	779	72.0	[9.164563]	[180]	[]	[]	[144645566]	[]
151_17329	chr2	196718996	196719396	+	1000	72.0	[]	[]	[9.164563]	[101]	[]	[196719161]
151_17340	chr20	3846964	3847364	+	1000	72.0	[]	[]	[9.443364]	[230]	[]	[3847205]
151_17345	chr20	44457011	44457411	+	1000	72.0	[9.164563]	[129]	[]	[]	[44457218]	[]
151_1735	chr12	56010101	56010501	+	1000	350.0	[]	[]	[9.443364]	[141]	[]	[56010342]
151_1736	chr16	28974550	28974950	+	1000	350.0	[9.443364]	[79]	[]	[]	[28974722]	[]
151_17364	chr3	17313760	17314160	+	1000	72.0	[]	[]	[9.443364]	[77]	[]	[17313922]
151_1737	chr19	49876648	49877048	+	1000	350.0	[]	[]	[7.9852743]	[157]	[]	[49876896]
151_17374	chr3	156599495	156599895	+	1000	72.0	[9.164563]	[171]	[9.443364]	[152]	[156599746]	[156599727]
151_1738	chr21	39004022	39004422	+	1000	350.0	[9.443364]	[108]	[]	[]	[39004229]	[]
151_17383	chr5	78521527	78521927	+	652	72.0	[]	[]	[9.164563]	[212]	[]	[78521745]
151_17384	chr5	94746708	94747108	+	1000	72.0	[]	[]	[9.443364]	[139]	[]	[94746944]
151_17394	chr6	26211941	26212341	+	1000	72.0	[]	[]	[9.443364]	[71]	[]	[26212109]
151_174	chr14	77707846	77708246	+	1000	1138.0	[]	[]	[7.9852743]	[132]	[]	[77708078]
151_17400	chr6	84052431	84052831	+	1000	72.0	[9.443364]	[109]	[]	[]	[84052612]	[]
151_17416	chr7	106871057	106871457	+	1000	72.0	[9.443364]	[155]	[]	[]	[106871253]	[]
151_17429	chr8	37903862	37904262	+	1000	72.0	[9.164563]	[100]	[]	[]	[37904053]	[]
151_17433	chr8	65644806	65645206	+	1000	72.0	[7.7064734]	[136]	[]	[]	[65644993]	[]
151_17438	chr8	116761587	116761987	+	1000	72.0	[]	[]	[9.443364]	[111]	[]	[116761789]
151_17441	chr8	129691000	129691400	+	1000	72.0	[9.164563]	[174]	[]	[]	[129691242]	[]
151_17443	chr8	145052331	145052731	+	1000	72.0	[]	[]	[9.164563]	[131]	[]	[145052557]
151_17444	chr9	32550734	32551134	+	1000	72.0	[]	[]	[7.7064734]	[156]	[]	[32550963]
151_17458	chr1	11785195	11785595	+	1000	71.0	[]	[]	[9.164563]	[149]	[]	[11785419]
151_17472	chr1	89900772	89901172	+	1000	71.0	[9.164563]	[86]	[]	[]	[89900936]	[]
151_17479	chr1	145982280	145982680	+	1000	71.0	[9.443364]	[184]	[9.443364, 9.443364]	[135, 150]	[145982527]	[145982478, 145982493]
151_17489	chr1	206559834	206560234	+	1000	71.0	[]	[]	[9.164563, 9.443364]	[137, 148]	[]	[206560036, 206560047]
151_17498	chr10	16314203	16314603	+	633	71.0	[]	[]	[9.164563, 9.443364]	[121, 128]	[]	[16314402, 16314409]
151_175	chr1	43389696	43390096	+	1000	1137.0	[9.443364, 9.164563]	[112, 119]	[]	[]	[43389908, 43389915]	[]
151_1750	chr2	241315467	241315867	+	1000	349.0	[]	[]	[9.443364]	[109]	[]	[241315672]
151_17502	chr10	77889396	77889796	+	1000	71.0	[9.443364]	[157]	[9.443364]	[107]	[77889618]	[77889568]
151_17509	chr11	914771	915171	+	1000	71.0	[9.164563]	[108]	[]	[]	[914943]	[]
151_1751	chr22	43263179	43263579	+	1000	349.0	[9.443364, 9.164563, 9.443364]	[98, 105, 124]	[]	[]	[43263359, 43263366, 43263385]	[]
151_1752	chr5	176448132	176448532	+	1000	349.0	[9.443364, 9.164563]	[121, 151]	[]	[]	[176448350, 176448380]	[]
151_1753	chr17	82530992	82531392	+	1000	348.0	[]	[]	[9.164563, 9.443364]	[98, 109]	[]	[82531187, 82531198]
151_17537	chr13	97249103	97249503	+	997	71.0	[]	[]	[9.443364]	[106]	[]	[97249304]
151_17551	chr15	63073847	63074247	+	1000	71.0	[9.443364]	[101]	[]	[]	[63074011]	[]
151_17552	chr15	69031398	69031798	+	1000	71.0	[]	[]	[9.164563]	[150]	[]	[69031615]
151_17554	chr15	95760408	95760808	+	1000	71.0	[9.443364]	[101]	[]	[]	[95760584]	[]
151_1756	chr9	124595741	124596141	+	1000	348.0	[9.443364, 9.443364]	[75, 121]	[]	[]	[124595904, 124595950]	[]
151_17563	chr16	88701007	88701407	+	1000	71.0	[]	[]	[9.164563]	[142]	[]	[88701225]
151_17564	chr16	89412737	89413137	+	1000	71.0	[9.443364, 9.443364]	[93, 100]	[]	[]	[89412905, 89412912]	[]
151_17577	chr17	79777426	79777826	+	1000	71.0	[]	[]	[7.7064734]	[152]	[]	[79777612]
151_1758	chr11	450148	450548	+	1000	347.0	[]	[]	[7.7064734, 9.164563]	[124, 175]	[]	[450348, 450399]
151_17581	chr18	54357617	54358017	+	1000	71.0	[7.7064734]	[112]	[7.9852743]	[118]	[54357802]	[54357808]
151_17582	chr19	927167	927567	+	954	71.0	[]	[]	[9.443364]	[167]	[]	[927386]
151_17598	chr19	55080418	55080818	+	1000	71.0	[7.7064734]	[89]	[]	[]	[55080582]	[]
151_17602	chr2	61887498	61887898	+	1000	71.0	[9.443364]	[93]	[]	[]	[61887686]	[]
151_17604	chr2	66469513	66469913	+	814	71.0	[]	[]	[9.443364]	[143]	[]	[66469676]
151_17608	chr2	118672056	118672456	+	1000	71.0	[]	[]	[9.443364]	[70]	[]	[118672225]
151_17612	chr2	189143099	189143499	+	1000	71.0	[9.164563]	[142]	[]	[]	[189143319]	[]
151_17617	chr20	22729181	22729581	+	1000	71.0	[9.443364]	[121]	[]	[]	[22729376]	[]
151_17624	chr20	35902032	35902432	+	1000	71.0	[9.443364]	[157]	[]	[]	[35902258]	[]
151_1763	chr6	106325519	106325919	+	1000	347.0	[7.9852743]	[83]	[]	[]	[106325696]	[]
151_17631	chr20	64241086	64241486	+	1000	71.0	[9.164563, 9.443364]	[95, 155]	[9.443364]	[111]	[64241258, 64241318]	[64241274]
151_17636	chr21	44853696	44854096	+	1000	71.0	[9.443364]	[147]	[]	[]	[44853940]	[]
151_17638	chr22	20606295	20606695	+	1000	71.0	[9.164563]	[121]	[]	[]	[20606451]	[]
151_1764	chr9	35814253	35814653	+	1000	347.0	[]	[]	[9.443364]	[184]	[]	[35814491]
151_17640	chr22	22753544	22753944	+	1000	71.0	[]	[]	[7.9852743]	[122]	[]	[22753760]
151_17655	chr3	187139107	187139507	+	1000	71.0	[]	[]	[7.7064734]	[164]	[]	[187139324]
151_17677	chr5	154190461	154190861	+	1000	71.0	[]	[]	[7.7064734]	[191]	[]	[154190663]
151_1768	chr16	11742864	11743264	+	1000	346.0	[]	[]	[7.7064734]	[84]	[]	[11743041]
151_17683	chr5	181194500	181194900	+	1000	71.0	[9.443364]	[89]	[9.443364]	[80]	[181194689]	[181194680]
151_17686	chr6	26402104	26402504	+	1000	71.0	[]	[]	[9.164563]	[101]	[]	[26402286]
151_1769	chr19	37467288	37467688	+	1000	346.0	[]	[]	[7.7064734]	[104]	[]	[37467487]
151_17693	chr6	36217950	36218350	+	1000	71.0	[]	[]	[9.164563]	[168]	[]	[36218179]
151_17701	chr6	135180852	135181252	+	1000	71.0	[]	[]	[7.7064734]	[93]	[]	[135181009]
151_17704	chr6	144349605	144350005	+	1000	71.0	[]	[]	[9.164563]	[85]	[]	[144349768]
151_17708	chr6	157393704	157394104	+	1000	71.0	[]	[]	[9.443364]	[177]	[]	[157393919]
151_1772	chr9	126805727	126806127	+	1000	346.0	[]	[]	[9.164563]	[83]	[]	[126805910]
151_17726	chr7	112422744	112423144	+	1000	71.0	[9.443364, 9.164563]	[163, 178]	[]	[]	[112422963, 112422978]	[]
151_17732	chr7	159025402	159025802	+	1000	71.0	[]	[]	[9.443364]	[159]	[]	[159025624]
151_17740	chr8	124199977	124200377	+	652	71.0	[9.443364]	[113]	[]	[]	[124200164]	[]
151_17755	chr9	136373507	136373907	+	1000	71.0	[]	[]	[9.443364]	[113]	[]	[136373715]
151_1776	chr10	110395831	110396231	+	1000	345.0	[9.443364]	[129]	[]	[]	[110396041]	[]
151_17765	chrX	153488397	153488797	+	1000	71.0	[9.164563, 9.443364]	[169, 176]	[]	[]	[153488618, 153488625]	[]
151_1777	chr11	406734	407134	+	1000	345.0	[7.7064734]	[91]	[]	[]	[406919]	[]
151_17772	chr1	18204633	18205033	+	1000	70.0	[]	[]	[9.443364]	[116]	[]	[18204818]
151_17787	chr1	54575158	54575558	+	835	70.0	[]	[]	[9.164563]	[112]	[]	[54575359]
151_17788	chr1	60894087	60894487	+	1000	70.0	[9.164563, 9.443364]	[160, 167]	[]	[]	[60894258, 60894265]	[]
151_17790	chr1	108816333	108816733	+	1000	70.0	[9.443364]	[140]	[]	[]	[108816545]	[]
151_17794	chr1	115975960	115976360	+	1000	70.0	[9.164563]	[160]	[]	[]	[115976182]	[]
151_17797	chr1	145999344	145999744	+	1000	70.0	[]	[]	[7.9852743]	[115]	[]	[145999548]
151_17798	chr1	146938144	146938544	+	1000	70.0	[7.7064734]	[165]	[]	[]	[146938378]	[]
151_178	chr19	39125769	39126169	+	1000	1133.0	[9.164563, 9.443364]	[158, 165]	[]	[]	[39126009, 39126016]	[]
151_1780	chr20	28602624	28603024	+	1000	345.0	[]	[]	[9.164563]	[103]	[]	[28602827]
151_17801	chr1	156895072	156895472	+	872	70.0	[9.443364]	[130]	[]	[]	[156895299]	[]
151_17807	chr1	182029834	182030234	+	1000	70.0	[9.164563]	[155]	[]	[]	[182030073]	[]
151_17813	chr1	207034896	207035296	+	684	70.0	[9.443364]	[115]	[]	[]	[207035063]	[]
151_17814	chr1	207084768	207085168	+	1000	70.0	[9.164563]	[143]	[]	[]	[207085002]	[]
151_17825	chr10	41855806	41856206	+	1000	70.0	[9.164563]	[132]	[]	[]	[41856038]	[]
151_17830	chr10	70677636	70678036	+	1000	70.0	[]	[]	[9.164563]	[125]	[]	[70677838]
151_17831	chr10	72691957	72692357	+	1000	70.0	[7.7064734]	[97]	[]	[]	[72692126]	[]
151_17845	chr11	45245245	45245645	+	1000	70.0	[]	[]	[9.443364]	[152]	[]	[45245467]
151_17856	chr11	119318734	119319134	+	1000	70.0	[9.443364]	[75]	[]	[]	[119318899]	[]
151_17864	chr12	51024885	51025285	+	1000	70.0	[]	[]	[9.443364]	[123]	[]	[51025050]
151_17868	chr12	104601306	104601706	+	1000	70.0	[9.443364]	[131]	[]	[]	[104601504]	[]
151_17881	chr14	22846218	22846618	+	983	70.0	[9.443364, 9.164563]	[80, 90]	[9.443364]	[140]	[22846385, 22846395]	[22846445]
151_17885	chr14	49768378	49768778	+	1000	70.0	[9.443364]	[232]	[]	[]	[49768620]	[]
151_1789	chr3	198080447	198080847	+	1000	344.0	[]	[]	[7.7064734, 9.443364]	[75, 124]	[]	[198080620, 198080669]
151_17896	chr15	73951202	73951602	+	855	70.0	[]	[]	[9.164563]	[128]	[]	[73951385]
151_17900	chr16	3500875	3501275	+	1000	70.0	[]	[]	[7.7064734, 7.9852743, 9.443364]	[75, 116, 149]	[]	[3501038, 3501079, 3501112]
151_17902	chr16	29594468	29594868	+	1000	70.0	[]	[]	[7.7064734]	[59]	[]	[29594624]
151_17910	chr16	87869129	87869529	+	1000	70.0	[9.164563]	[80]	[]	[]	[87869287]	[]
151_17912	chr17	7012244	7012644	+	1000	70.0	[9.443364]	[139]	[]	[]	[7012465]	[]
151_17915	chr17	17206348	17206748	+	1000	70.0	[9.443364]	[223]	[]	[]	[17206592]	[]
151_17927	chr17	76383196	76383596	+	1000	70.0	[]	[]	[9.164563]	[119]	[]	[76383372]
151_1793	chr10	72275427	72275827	+	1000	342.0	[7.9852743, 7.9852743]	[79, 86]	[]	[]	[72275595, 72275602]	[]
151_1794	chr11	72103110	72103510	+	1000	342.0	[]	[]	[9.164563]	[97]	[]	[72103297]
151_17947	chr19	48964725	48965125	+	1000	70.0	[9.164563]	[148]	[]	[]	[48964969]	[]
151_17951	chr2	8645069	8645469	+	895	70.0	[]	[]	[7.9852743, 9.164563]	[119, 152]	[]	[8645281, 8645314]
151_17953	chr2	10042599	10042999	+	1000	70.0	[]	[]	[9.164563]	[151]	[]	[10042839]
151_17961	chr2	58959976	58960376	+	1000	70.0	[9.443364]	[69]	[]	[]	[58960136]	[]
151_17963	chr2	70135828	70136228	+	1000	70.0	[]	[]	[9.443364]	[135]	[]	[70136024]
151_17969	chr2	130930720	130931120	+	1000	70.0	[]	[]	[9.443364, 9.164563, 9.164563]	[124, 131, 138]	[]	[130930914, 130930921, 130930928]
151_17974	chr2	219552456	219552856	+	1000	70.0	[]	[]	[7.9852743]	[91]	[]	[219552608]
151_17981	chr20	22924318	22924718	+	1000	70.0	[]	[]	[9.443364]	[115]	[]	[22924525]
151_1799	chr19	50025100	50025500	+	1000	342.0	[]	[]	[9.164563]	[114]	[]	[50025311]
151_1800	chr20	50958587	50958987	+	1000	342.0	[7.9852743]	[154]	[]	[]	[50958835]	[]
151_18001	chr3	128127284	128127684	+	646	70.0	[]	[]	[9.443364, 9.164563]	[101, 151]	[]	[128127450, 128127500]
151_18006	chr3	194075830	194076230	+	1000	70.0	[9.443364]	[138]	[]	[]	[194076042]	[]
151_18013	chr4	128386974	128387374	+	1000	70.0	[7.9852743]	[103]	[]	[]	[128387159]	[]
151_18017	chr5	10501606	10502006	+	1000	70.0	[7.7064734]	[157]	[]	[]	[10501827]	[]
151_1802	chr3	119795039	119795439	+	1000	342.0	[]	[]	[9.164563]	[72]	[]	[119795208]
151_18023	chr5	172284488	172284888	+	1000	70.0	[]	[]	[9.443364]	[160]	[]	[172284729]
151_18025	chr5	177116893	177117293	+	1000	70.0	[]	[]	[7.9852743]	[83]	[]	[177117076]
151_18034	chr6	15308774	15309174	+	1000	70.0	[]	[]	[9.443364]	[119]	[]	[15308967]
151_18038	chr6	26286939	26287339	+	986	70.0	[]	[]	[9.443364]	[133]	[]	[26287141]
151_1804	chr8	124017587	124017987	+	1000	342.0	[9.443364, 9.443364]	[109, 140]	[]	[]	[124017782, 124017813]	[]
151_1805	chr10	71753443	71753843	+	1000	341.0	[]	[]	[9.164563]	[159]	[]	[71753677]
151_18051	chr6	127341502	127341902	+	947	70.0	[7.9852743]	[136]	[]	[]	[127341673]	[]
151_18063	chr7	44761592	44761992	+	1000	70.0	[9.443364]	[133]	[]	[]	[44761772]	[]
151_18074	chr8	37916090	37916490	+	1000	70.0	[]	[]	[9.443364]	[138]	[]	[37916312]
151_18079	chr8	123635323	123635723	+	1000	70.0	[9.164563]	[161]	[9.443364]	[181]	[123635520]	[123635540]
151_1809	chr19	11435349	11435749	+	1000	341.0	[]	[]	[7.7064734]	[138]	[]	[11435565]
151_181	chr5	132180986	132181386	+	1000	1132.0	[9.443364]	[109]	[9.164563, 9.443364, 9.164563]	[65, 87, 135]	[132181191]	[132181147, 132181169, 132181217]
151_18103	chr9	137550257	137550657	+	1000	70.0	[9.443364]	[149]	[]	[]	[137550491]	[]
151_18106	chrX	123217002	123217402	+	1000	70.0	[9.443364]	[115]	[]	[]	[123217197]	[]
151_18108	chrX	154717873	154718273	+	1000	70.0	[]	[]	[7.7064734]	[89]	[]	[154718061]
151_1811	chr22	21641621	21642021	+	1000	341.0	[]	[]	[9.164563]	[142]	[]	[21641821]
151_18116	chr1	31700923	31701323	+	1000	69.0	[]	[]	[9.164563]	[128]	[]	[31701150]
151_18120	chr1	54406459	54406859	+	1000	69.0	[]	[]	[9.164563]	[169]	[]	[54406704]
151_1813	chr4	139665669	139666069	+	1000	341.0	[9.443364]	[112]	[]	[]	[139665881]	[]
151_18137	chr1	207817695	207818095	+	1000	69.0	[]	[]	[9.443364]	[164]	[]	[207817917]
151_18148	chr10	15169468	15169868	+	1000	69.0	[9.443364]	[70]	[9.443364]	[76]	[15169631]	[15169637]
151_1817	chr16	87721628	87722028	+	1000	340.0	[9.443364]	[110]	[9.443364]	[83]	[87721834]	[87721807]
151_18174	chr11	95450692	95451092	+	996	69.0	[9.443364]	[115]	[]	[]	[95450881]	[]
151_18175	chr11	102317003	102317403	+	1000	69.0	[]	[]	[9.164563]	[142]	[]	[102317203]
151_18184	chr13	41060077	41060477	+	1000	69.0	[9.164563]	[186]	[]	[]	[41060312]	[]
151_18189	chr13	113758723	113759123	+	1000	69.0	[9.164563]	[148]	[9.164563, 7.7064734]	[91, 173]	[113758946]	[113758889, 113758971]
151_182	chr12	95073316	95073716	+	1000	1131.0	[9.164563]	[144]	[9.443364]	[157]	[95073549]	[95073562]
151_18200	chr15	58454356	58454756	+	818	69.0	[9.164563]	[151]	[]	[]	[58454514]	[]
151_18206	chr15	84818513	84818913	+	1000	69.0	[]	[]	[9.443364]	[124]	[]	[84818682]
151_1821	chrX	120630053	120630453	+	1000	340.0	[]	[]	[9.164563]	[94]	[]	[120630246]
151_18212	chr16	3134585	3134985	+	1000	69.0	[7.7064734]	[111]	[]	[]	[3134783]	[]
151_18213	chr16	3459033	3459433	+	1000	69.0	[7.9852743]	[173]	[]	[]	[3459265]	[]
151_1822	chr1	228165687	228166087	+	1000	339.0	[]	[]	[7.7064734]	[186]	[]	[228165936]
151_18233	chr17	55662413	55662813	+	1000	69.0	[9.164563]	[82]	[]	[]	[55662568]	[]
151_18234	chr17	62065826	62066226	+	1000	69.0	[9.443364]	[71]	[]	[]	[62065991]	[]
151_18241	chr18	48975475	48975875	+	1000	69.0	[]	[]	[7.9852743]	[154]	[]	[48975683]
151_18242	chr18	57833583	57833983	+	1000	69.0	[]	[]	[9.443364]	[221]	[]	[57833831]
151_1825	chr19	40055999	40056399	+	1000	339.0	[7.9852743]	[100]	[]	[]	[40056195]	[]
151_18250	chr19	12919088	12919488	+	1000	69.0	[]	[]	[7.7064734]	[118]	[]	[12919302]
151_1826	chr2	27489570	27489970	+	1000	339.0	[9.443364]	[115]	[]	[]	[27489779]	[]
151_18267	chr19	51565751	51566151	+	1000	69.0	[]	[]	[9.443364, 9.443364]	[177, 204]	[]	[51565953, 51565980]
151_1827	chr6	149545929	149546329	+	1000	339.0	[]	[]	[7.7064734]	[79]	[]	[149546099]
151_18275	chr2	46500075	46500475	+	1000	69.0	[7.7064734, 9.443364, 9.164563]	[106, 142, 153]	[]	[]	[46500243, 46500279, 46500290]	[]
151_18285	chr2	152715883	152716283	+	1000	69.0	[]	[]	[9.164563]	[92]	[]	[152716074]
151_18289	chr2	202376851	202377251	+	1000	69.0	[]	[]	[9.164563, 7.7064734]	[126, 140]	[]	[202377060, 202377074]
151_18290	chr2	209114606	209115006	+	1000	69.0	[]	[]	[9.443364]	[102]	[]	[209114804]
151_18293	chr2	230659168	230659568	+	1000	69.0	[7.9852743]	[132]	[]	[]	[230659398]	[]
151_18306	chr22	21043542	21043942	+	1000	69.0	[9.443364]	[171]	[]	[]	[21043792]	[]
151_18319	chr3	155179455	155179855	+	1000	69.0	[]	[]	[9.164563]	[160]	[]	[155179676]
151_18338	chr4	158210174	158210574	+	1000	69.0	[9.164563]	[117]	[]	[]	[158210390]	[]
151_18339	chr4	159151088	159151488	+	865	69.0	[9.443364, 9.443364]	[130, 145]	[]	[]	[159151309, 159151324]	[]
151_18340	chr4	184746946	184747346	+	1000	69.0	[]	[]	[9.443364, 9.443364]	[87, 109]	[]	[184747107, 184747129]
151_18344	chr5	71757799	71758199	+	1000	69.0	[9.164563]	[105]	[]	[]	[71757985]	[]
151_18350	chr5	139690483	139690883	+	1000	69.0	[7.7064734]	[157]	[]	[]	[139690685]	[]
151_18355	chr5	154373781	154374181	+	1000	69.0	[]	[]	[9.443364]	[164]	[]	[154373996]
151_18360	chr5	179700379	179700779	+	1000	69.0	[9.164563]	[104]	[]	[]	[179700574]	[]
151_18372	chr6	79233648	79234048	+	1000	69.0	[]	[]	[9.443364]	[150]	[]	[79233843]
151_1838	chr14	73058142	73058542	+	1000	337.0	[9.164563]	[139]	[9.443364]	[81]	[73058363]	[73058305]
151_18380	chr6	149119141	149119541	+	1000	69.0	[9.164563]	[144]	[]	[]	[149119309]	[]
151_18388	chr7	29798421	29798821	+	1000	69.0	[9.443364]	[114]	[9.443364]	[97]	[29798609]	[29798592]
151_18389	chr7	35993904	35994304	+	1000	69.0	[9.164563, 9.443364]	[132, 139]	[]	[]	[35994130, 35994137]	[]
151_184	chr14	44961926	44962326	+	1000	1129.0	[9.164563]	[114]	[]	[]	[44962138]	[]
151_1840	chr2	191836891	191837291	+	1000	337.0	[9.443364]	[103]	[]	[]	[191837082]	[]
151_18401	chr7	151017896	151018296	+	1000	69.0	[7.7064734]	[97]	[7.7064734]	[145]	[151018079]	[151018127]
151_1841	chr7	102992951	102993351	+	1000	337.0	[9.443364]	[142]	[9.164563]	[151]	[102993173]	[102993182]
151_18411	chr8	76855457	76855857	+	1000	69.0	[9.164563]	[236]	[]	[]	[76855702]	[]
151_18415	chr8	140656816	140657216	+	976	69.0	[]	[]	[9.443364]	[168]	[]	[140657063]
151_18427	chr9	134205053	134205453	+	1000	69.0	[]	[]	[9.443364, 9.443364]	[172, 179]	[]	[134205291, 134205298]
151_18428	chr9	136190333	136190733	+	1000	69.0	[]	[]	[9.443364]	[134]	[]	[136190509]
151_1843	chr11	119057292	119057692	+	1000	336.0	[7.9852743]	[141]	[9.443364]	[124]	[119057510]	[119057493]
151_18439	chr1	8121227	8121627	+	1000	68.0	[]	[]	[9.164563]	[134]	[]	[8121422]
151_1845	chr16	74368057	74368457	+	1000	336.0	[]	[]	[7.9852743, 9.443364]	[71, 118]	[]	[74368225, 74368272]
151_18454	chr1	45011128	45011528	+	1000	68.0	[]	[]	[7.7064734]	[94]	[]	[45011288]
151_18464	chr1	150021259	150021659	+	1000	68.0	[9.164563]	[148]	[]	[]	[150021469]	[]
151_18478	chr1	225810024	225810424	+	1000	68.0	[7.7064734]	[174]	[]	[]	[225810274]	[]
151_18483	chr1	234869347	234869747	+	1000	68.0	[]	[]	[9.164563]	[110]	[]	[234869548]
151_1849	chr3	47164186	47164586	+	1000	336.0	[]	[]	[7.7064734, 9.164563]	[92, 131]	[]	[47164376, 47164415]
151_18491	chr10	63628427	63628827	+	1000	68.0	[]	[]	[9.164563]	[74]	[]	[63628582]
151_18494	chr10	95758665	95759065	+	1000	68.0	[]	[]	[9.443364]	[176]	[]	[95758886]
