#PeakID(python scan_motif.py ./ENCODE_processed_files/TCF12_idr.fa TCF12 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
368_14294	chr20	45346189	45346589	+	750	49.5	[8.891774, 8.069409]	[119, 139]	[8.891774, 8.891774]	[118, 144]	[45346378, 45346398]	[45346377, 45346403]
368_143	chr10	60262757	60263157	+	1000	702.5	[8.891774, 8.090539]	[63, 109]	[8.02331]	[147]	[60262919, 60262965]	[60263003]
368_14303	chr3	47282533	47282933	+	703	49.5	[8.090539]	[165]	[]	[]	[47282740]	[]
368_14305	chr3	195001987	195002387	+	679	49.5	[]	[]	[8.069409, 8.527855]	[135, 163]	[]	[195002199, 195002227]
368_14311	chr5	140186467	140186867	+	559	49.5	[8.320784]	[217]	[]	[]	[140186684]	[]
368_14312	chr5	154968992	154969392	+	776	49.5	[]	[]	[8.182954]	[92]	[]	[154969178]
368_14322	chr7	100111201	100111601	+	675	49.5	[]	[]	[7.7957826]	[99]	[]	[100111398]
368_14325	chr7	158856219	158856619	+	714	49.5	[8.527855, 8.069409]	[133, 177]	[9.473919]	[211]	[158856374, 158856418]	[158856452]
368_14328	chr8	85127703	85128103	+	548	49.5	[8.069409]	[190]	[]	[]	[85127946]	[]
368_14329	chr9	91515219	91515619	+	773	49.5	[]	[]	[8.090539, 9.473919]	[104, 155]	[]	[91515387, 91515438]
368_1433	chr10	103618697	103619097	+	1000	394.5	[8.891774]	[66]	[8.891774]	[65]	[103618851]	[103618850]
368_14332	chr9	131191082	131191482	+	594	49.5	[]	[]	[9.473919]	[132]	[]	[131191233]
368_14334	chrX	87468962	87469362	+	752	49.5	[8.891774]	[128]	[8.891774]	[127]	[87469159]	[87469158]
368_14340	chr1	84581616	84582016	+	759	49.0	[8.891774]	[117]	[8.320784]	[157]	[84581822]	[84581862]
368_14341	chr1	87754147	87754547	+	719	49.0	[8.228404]	[91]	[]	[]	[87754330]	[]
368_14342	chr1	117339887	117340287	+	746	49.0	[]	[]	[8.182954]	[165]	[]	[117340130]
368_14343	chr1	167373316	167373716	+	710	49.0	[8.779576]	[109]	[]	[]	[167373497]	[]
368_14347	chr10	78029508	78029908	+	657	49.0	[8.968127]	[159]	[]	[]	[78029736]	[]
368_14348	chr10	95303513	95303913	+	638	49.0	[]	[]	[8.228404]	[152]	[]	[95303714]
368_14351	chr12	42790731	42791131	+	760	49.0	[]	[]	[7.7957826]	[149]	[]	[42790911]
368_14353	chr12	56158281	56158681	+	686	49.0	[]	[]	[8.228404, 8.182954]	[157, 199]	[]	[56158481, 56158523]
368_14354	chr14	56603643	56604043	+	745	49.0	[8.001244]	[114]	[]	[]	[56603826]	[]
368_14355	chr15	34972281	34972681	+	711	49.0	[8.090539]	[155]	[]	[]	[34972504]	[]
368_14362	chr17	50661728	50662128	+	767	49.0	[]	[]	[8.527855]	[82]	[]	[50661902]
368_14365	chr19	10260283	10260683	+	745	49.0	[8.090539, 7.7957826, 8.779576]	[119, 133, 156]	[]	[]	[10260480, 10260494, 10260517]	[]
368_14372	chr2	111896141	111896541	+	703	49.0	[]	[]	[8.001244]	[102]	[]	[111896308]
368_14375	chr22	17087707	17088107	+	761	49.0	[8.891774]	[162]	[]	[]	[17087923]	[]
368_14377	chr22	37762502	37762902	+	729	49.0	[]	[]	[12.567606]	[89]	[]	[37762673]
368_1438	chr10	13268863	13269263	+	1000	394.0	[8.891774, 7.7957826]	[61, 123]	[8.891774]	[60]	[13269019, 13269081]	[13269018]
368_14380	chr3	153228211	153228611	+	669	49.0	[]	[]	[7.7957826]	[108]	[]	[153228397]
368_14381	chr3	171375933	171376333	+	653	49.0	[]	[]	[8.891774]	[110]	[]	[171376102]
368_14385	chr5	42849326	42849726	+	587	49.0	[8.069409]	[153]	[]	[]	[42849562]	[]
368_14387	chr5	89272291	89272691	+	767	49.0	[]	[]	[8.891774]	[175]	[]	[89272500]
368_14388	chr5	131382490	131382890	+	740	49.0	[]	[]	[8.001244]	[236]	[]	[131382708]
368_14390	chr5	172816853	172817253	+	727	49.0	[7.7957826]	[173]	[]	[]	[172817081]	[]
368_14394	chr6	17663202	17663602	+	586	49.0	[8.069409]	[95]	[]	[]	[17663384]	[]
368_14397	chr6	42901563	42901963	+	763	49.0	[]	[]	[8.182954]	[92]	[]	[42901740]
368_14398	chr6	113362757	113363157	+	748	49.0	[8.069409]	[144]	[]	[]	[113362982]	[]
368_144	chr4	80253542	80253942	+	1000	702.0	[8.891774]	[131]	[8.891774]	[130]	[80253761]	[80253760]
368_1440	chr5	109703747	109704147	+	1000	394.0	[]	[]	[7.7957826, 7.7957826]	[74, 137]	[]	[109703909, 109703972]
368_14401	chr7	26618832	26619232	+	755	49.0	[]	[]	[8.779576]	[269]	[]	[26619043]
368_14405	chr7	130205357	130205757	+	742	49.0	[8.891774]	[206]	[]	[]	[130205577]	[]
368_14406	chr7	133947428	133947828	+	693	49.0	[]	[]	[8.182954]	[148]	[]	[133947664]
368_14411	chr8	125447098	125447498	+	686	49.0	[7.7957826]	[231]	[]	[]	[125447271]	[]
368_14413	chrX	12962221	12962621	+	766	49.0	[8.001244]	[142]	[]	[]	[12962376]	[]
368_14416	chr1	27234039	27234439	+	710	48.5	[]	[]	[8.968127, 8.182954]	[160, 210]	[]	[27234226, 27234276]
368_1442	chr10	61588752	61589152	+	1000	393.5	[]	[]	[9.473919]	[82]	[]	[61588922]
368_14420	chr1	91708598	91708998	+	566	48.5	[7.7957826, 8.02331]	[220, 229]	[]	[]	[91708836, 91708845]	[]
368_14421	chr1	146850354	146850754	+	735	48.5	[]	[]	[8.228404]	[139]	[]	[146850593]
368_14422	chr1	160652409	160652809	+	604	48.5	[8.069409]	[156]	[]	[]	[160652632]	[]
368_14430	chr10	46313936	46314336	+	737	48.5	[8.069409]	[81]	[8.320784]	[114]	[46314102]	[46314135]
368_14434	chr11	65997258	65997658	+	732	48.5	[8.001244]	[124]	[8.090539]	[187]	[65997416]	[65997479]
368_1444	chr17	59702330	59702730	+	1000	393.5	[8.182954, 8.069409]	[78, 81]	[]	[]	[59702508, 59702511]	[]
368_14440	chr15	78212620	78213020	+	676	48.5	[8.891774, 8.001244]	[86, 113]	[]	[]	[78212781, 78212808]	[]
368_14442	chr17	34420920	34421320	+	761	48.5	[8.320784]	[137]	[8.891774]	[212]	[34421093]	[34421168]
368_14444	chr18	2569649	2570049	+	708	48.5	[7.7957826]	[223]	[]	[]	[2569891]	[]
368_14445	chr18	78430156	78430556	+	747	48.5	[]	[]	[7.7957826]	[118]	[]	[78430362]
368_14448	chr19	40750290	40750690	+	675	48.5	[8.182954]	[111]	[]	[]	[40750467]	[]
368_14449	chr2	12737333	12737733	+	723	48.5	[12.567606]	[159]	[]	[]	[12737513]	[]
368_14450	chr2	13018481	13018881	+	609	48.5	[7.7957826]	[164]	[]	[]	[13018693]	[]
368_14451	chr2	28508429	28508829	+	713	48.5	[7.549868]	[174]	[]	[]	[28508626]	[]
368_14452	chr2	70030068	70030468	+	706	48.5	[]	[]	[7.7957826]	[224]	[]	[70030275]
368_14453	chr2	169034209	169034609	+	677	48.5	[]	[]	[8.527855]	[172]	[]	[169034404]
368_14455	chr2	216473188	216473588	+	637	48.5	[7.549868]	[140]	[8.001244]	[145]	[216473396]	[216473401]
368_14456	chr20	34322326	34322726	+	752	48.5	[8.891774]	[168]	[]	[]	[34322526]	[]
368_14457	chr22	17917739	17918139	+	756	48.5	[8.069409]	[272]	[]	[]	[17917967]	[]
368_14458	chr22	19292170	19292570	+	544	48.5	[8.891774]	[189]	[]	[]	[19292409]	[]
368_1446	chr19	52692425	52692825	+	1000	393.0	[8.069409]	[136]	[]	[]	[52692646]	[]
368_14461	chr3	100089856	100090256	+	540	48.5	[]	[]	[8.891774]	[150]	[]	[100090095]
368_14466	chr4	108620456	108620856	+	747	48.5	[]	[]	[7.7957826]	[210]	[]	[108620701]
368_14467	chr4	127659955	127660355	+	748	48.5	[]	[]	[8.320784]	[96]	[]	[127660112]
368_14469	chr5	963837	964237	+	648	48.5	[8.891774]	[161]	[8.891774]	[160]	[964073]	[964072]
368_1447	chr2	159135426	159135826	+	1000	393.0	[7.7957826]	[161]	[]	[]	[159135656]	[]
368_14475	chr6	116170629	116171029	+	658	48.5	[12.567606]	[126]	[]	[]	[116170831]	[]
368_14476	chr6	156617411	156617811	+	745	48.5	[8.968127]	[142]	[]	[]	[156617652]	[]
368_14478	chr7	32747220	32747620	+	682	48.5	[8.320784]	[139]	[]	[]	[32747406]	[]
368_14479	chr7	38335640	38336040	+	733	48.5	[]	[]	[8.001244]	[187]	[]	[38335858]
368_14482	chr8	27980972	27981372	+	723	48.5	[]	[]	[7.549868]	[150]	[]	[27981193]
368_14487	chr1	22342078	22342478	+	751	48.0	[8.968127]	[85]	[8.891774]	[90]	[22342258]	[22342263]
368_1449	chr4	83496042	83496442	+	1000	393.0	[8.891774]	[113]	[8.891774]	[112]	[83496233]	[83496232]
368_14496	chr1	213051295	213051695	+	750	48.0	[]	[]	[8.494345]	[164]	[]	[213051516]
368_14498	chr10	42738686	42739086	+	745	48.0	[]	[]	[8.779576]	[149]	[]	[42738850]
368_14499	chr10	79183077	79183477	+	729	48.0	[8.891774]	[153]	[]	[]	[79183308]	[]
368_14501	chr10	103921742	103922142	+	684	48.0	[]	[]	[8.069409]	[186]	[]	[103921979]
368_14505	chr11	73914256	73914656	+	540	48.0	[]	[]	[12.567606, 8.891774]	[77, 166]	[]	[73914409, 73914498]
368_14506	chr11	86954267	86954667	+	713	48.0	[]	[]	[8.891774]	[124]	[]	[86954457]
368_14507	chr12	24152282	24152682	+	545	48.0	[7.549868, 8.779576]	[102, 135]	[]	[]	[24152466, 24152499]	[]
368_14510	chr12	124190335	124190735	+	711	48.0	[8.891774]	[151]	[8.891774]	[150]	[124190549]	[124190548]
368_14515	chr15	74387093	74387493	+	721	48.0	[]	[]	[12.567606, 8.891774, 8.320784]	[105, 138, 146]	[]	[74387268, 74387301, 74387309]
368_14516	chr15	91472240	91472640	+	628	48.0	[8.320784]	[65]	[]	[]	[91472402]	[]
368_14517	chr16	24994393	24994793	+	746	48.0	[8.090539]	[160]	[8.320784]	[178]	[24994617]	[24994635]
368_14522	chr17	49241650	49242050	+	742	48.0	[8.069409]	[113]	[8.090539]	[143]	[49241828]	[49241858]
368_14530	chr19	34359544	34359944	+	564	48.0	[8.779576]	[278]	[]	[]	[34359760]	[]
368_14533	chr2	74249414	74249814	+	710	48.0	[12.567606]	[132]	[8.891774]	[63]	[74249638]	[74249569]
368_14536	chr2	183196043	183196443	+	661	48.0	[]	[]	[8.182954]	[169]	[]	[183196283]
368_14538	chr2	223488872	223489272	+	606	48.0	[8.891774]	[104]	[]	[]	[223489073]	[]
368_1454	chr10	22683468	22683868	+	1000	391.5	[]	[]	[8.805163]	[114]	[]	[22683682]
368_14544	chr22	21972237	21972637	+	546	48.0	[]	[]	[12.567606, 8.228404]	[174, 193]	[]	[21972452, 21972471]
368_14545	chr22	48070018	48070418	+	593	48.0	[]	[]	[8.320784]	[70]	[]	[48070172]
368_14549	chr4	49494885	49495285	+	740	48.0	[8.090539]	[126]	[]	[]	[49495104]	[]
368_1455	chr11	875945	876345	+	1000	391.5	[]	[]	[8.069409, 8.779576]	[98, 110]	[]	[876139, 876151]
368_14551	chr5	38299554	38299954	+	606	48.0	[8.069409]	[107]	[]	[]	[38299743]	[]
368_14555	chr6	15017815	15018215	+	745	48.0	[]	[]	[8.001244]	[89]	[]	[15017967]
368_14557	chr6	72913793	72914193	+	712	48.0	[]	[]	[8.320784]	[122]	[]	[72914005]
368_14560	chr7	101117281	101117681	+	611	48.0	[8.891774]	[151]	[]	[]	[101117435]	[]
368_14563	chr8	38153743	38154143	+	743	48.0	[8.069409]	[80]	[8.090539, 8.001244]	[70, 158]	[38153907]	[38153897, 38153985]
368_14567	chr9	111866932	111867332	+	696	48.0	[8.090539]	[193]	[]	[]	[111867099]	[]
368_14571	chr1	31944233	31944633	+	699	47.5	[8.228404]	[154]	[8.228404]	[113]	[31944449]	[31944408]
368_14577	chr1	179188054	179188454	+	581	47.5	[8.001244]	[189]	[]	[]	[179188256]	[]
368_14580	chr1	200454378	200454778	+	606	47.5	[8.891774]	[174]	[]	[]	[200454603]	[]
368_14584	chr10	63538683	63539083	+	679	47.5	[8.527855]	[120]	[]	[]	[63538853]	[]
368_14589	chr11	77997697	77998097	+	744	47.5	[8.069409]	[157]	[]	[]	[77997944]	[]
368_14592	chr11	117428864	117429264	+	608	47.5	[8.891774]	[156]	[7.7957826]	[142]	[117429091]	[117429077]
368_14593	chr12	55414317	55414717	+	691	47.5	[12.567606]	[190]	[]	[]	[55414560]	[]
368_14595	chr12	112114822	112115222	+	659	47.5	[]	[]	[9.473919]	[133]	[]	[112115046]
368_14597	chr13	27217867	27218267	+	545	47.5	[]	[]	[8.182954]	[221]	[]	[27218070]
368_14598	chr14	21103823	21104223	+	722	47.5	[]	[]	[8.069409]	[133]	[]	[21103989]
368_14599	chr15	64801947	64802347	+	611	47.5	[]	[]	[8.779576]	[121]	[]	[64802123]
368_146	chr11	57424685	57425085	+	1000	699.5	[12.567606]	[73]	[]	[]	[57424850]	[]
368_14601	chr16	30876280	30876680	+	705	47.5	[8.527855]	[224]	[]	[]	[30876500]	[]
368_14609	chr2	37919700	37920100	+	709	47.5	[8.891774]	[106]	[]	[]	[37919891]	[]
368_1461	chr6	37232584	37232984	+	1000	391.0	[8.069409]	[84]	[]	[]	[37232747]	[]
368_14610	chr2	43054382	43054782	+	738	47.5	[8.891774]	[81]	[8.891774, 7.7957826]	[80, 103]	[43054542]	[43054541, 43054564]
368_14612	chr2	102065687	102066087	+	734	47.5	[8.320784, 8.891774]	[95, 143]	[8.228404]	[76]	[102065863, 102065911]	[102065844]
368_14615	chr2	195352638	195353038	+	738	47.5	[]	[]	[8.805163]	[62]	[]	[195352793]
368_14618	chr20	4600325	4600725	+	598	47.5	[12.567606]	[115]	[]	[]	[4600529]	[]
368_14619	chr20	56392267	56392667	+	736	47.5	[]	[]	[8.182954]	[158]	[]	[56392511]
368_14620	chr21	37079431	37079831	+	672	47.5	[8.069409]	[202]	[]	[]	[37079639]	[]
368_14622	chr22	19727455	19727855	+	705	47.5	[]	[]	[8.001244]	[103]	[]	[19727643]
368_14624	chr22	21893941	21894341	+	591	47.5	[8.779576]	[97]	[8.069409, 8.182954]	[129, 151]	[21894127]	[21894159, 21894181]
368_14628	chr3	45105741	45106141	+	664	47.5	[]	[]	[8.891774]	[197]	[]	[45105955]
368_14629	chr3	58535756	58536156	+	640	47.5	[8.891774]	[154]	[8.320784]	[160]	[58535985]	[58535991]
368_1463	chr7	103657400	103657800	+	1000	391.0	[8.001244]	[100]	[]	[]	[103657594]	[]
368_14630	chr3	153980246	153980646	+	698	47.5	[7.549868]	[90]	[]	[]	[153980422]	[]
368_14638	chr5	32304644	32305044	+	725	47.5	[8.001244]	[100]	[8.069409]	[159]	[32304823]	[32304882]
368_14639	chr5	88833477	88833877	+	717	47.5	[8.891774]	[159]	[8.891774]	[158]	[88833694]	[88833693]
368_1464	chrX	39693310	39693710	+	1000	391.0	[]	[]	[8.891774, 9.473919]	[103, 130]	[]	[39693511, 39693538]
368_14641	chr6	2897750	2898150	+	627	47.5	[]	[]	[8.069409]	[253]	[]	[2897974]
368_14645	chr6	15955377	15955777	+	668	47.5	[8.320784]	[233]	[]	[]	[15955619]	[]
368_14648	chr6	31717509	31717909	+	685	47.5	[8.228404]	[256]	[]	[]	[31717734]	[]
368_1465	chrX	48782839	48783239	+	1000	391.0	[8.891774]	[85]	[]	[]	[48783021]	[]
368_14659	chr7	135653246	135653646	+	740	47.5	[8.891774]	[179]	[8.891774]	[178]	[135653453]	[135653452]
368_1466	chr1	224061395	224061795	+	1000	390.5	[8.001244]	[98]	[]	[]	[224061568]	[]
368_14660	chr7	140054195	140054595	+	703	47.5	[]	[]	[7.549868]	[83]	[]	[140054364]
368_14661	chr7	148708406	148708806	+	682	47.5	[]	[]	[8.02331]	[82]	[]	[148708562]
368_14664	chr9	38038585	38038985	+	717	47.5	[]	[]	[8.228404]	[167]	[]	[38038827]
368_14666	chr9	91898987	91899387	+	737	47.5	[]	[]	[8.069409]	[109]	[]	[91899194]
368_14672	chr1	32013101	32013501	+	730	47.0	[8.228404]	[134]	[]	[]	[32013314]	[]
368_14675	chr1	44799722	44800122	+	694	47.0	[8.228404]	[171]	[]	[]	[44799952]	[]
368_14677	chr1	108842449	108842849	+	700	47.0	[8.069409]	[125]	[]	[]	[108842613]	[]
368_14681	chr1	121184440	121184840	+	561	47.0	[8.494345]	[150]	[]	[]	[121184644]	[]
368_14687	chr11	62919820	62920220	+	731	47.0	[8.891774]	[193]	[]	[]	[62920005]	[]
368_14692	chr12	42892713	42893113	+	695	47.0	[8.320784]	[135]	[]	[]	[42892894]	[]
368_14695	chr14	102235293	102235693	+	736	47.0	[8.228404]	[266]	[]	[]	[102235539]	[]
368_14696	chr15	38254490	38254890	+	727	47.0	[]	[]	[8.182954]	[137]	[]	[38254724]
368_14699	chr17	36590113	36590513	+	642	47.0	[]	[]	[8.090539]	[73]	[]	[36590281]
368_147	chr12	591527	591927	+	1000	698.0	[]	[]	[8.891774]	[123]	[]	[591733]
368_1470	chr8	124491413	124491813	+	1000	390.5	[]	[]	[8.228404]	[56]	[]	[124491569]
368_14701	chr17	81722522	81722922	+	596	47.0	[12.567606]	[180]	[]	[]	[81722694]	[]
368_14703	chr2	8598243	8598643	+	731	47.0	[]	[]	[8.069409]	[151]	[]	[8598456]
368_1471	chr16	17013530	17013930	+	1000	390.0	[8.779576]	[93]	[]	[]	[17013686]	[]
368_14710	chr22	22797745	22798145	+	725	47.0	[8.779576]	[139]	[8.182954]	[193]	[22797912]	[22797966]
368_14711	chr3	143429965	143430365	+	635	47.0	[8.320784]	[139]	[]	[]	[143430191]	[]
368_14712	chr3	170075653	170076053	+	642	47.0	[8.069409]	[158]	[]	[]	[170075903]	[]
368_14714	chr3	196632320	196632720	+	694	47.0	[8.228404]	[139]	[]	[]	[196632518]	[]
368_14715	chr3	197798832	197799232	+	642	47.0	[]	[]	[8.182954]	[186]	[]	[197799067]
368_14716	chr4	1043708	1044108	+	697	47.0	[]	[]	[8.228404]	[309]	[]	[1043958]
368_14717	chr4	38281766	38282166	+	691	47.0	[8.090539]	[254]	[8.090539, 7.7957826]	[243, 259]	[38281987]	[38281976, 38281992]
368_14720	chr4	177319646	177320046	+	625	47.0	[8.320784]	[94]	[]	[]	[177319817]	[]
368_14721	chr6	15211103	15211503	+	732	47.0	[]	[]	[8.968127]	[160]	[]	[15211297]
368_14728	chr7	99499929	99500329	+	726	47.0	[]	[]	[8.090539]	[192]	[]	[99500103]
368_14730	chr8	73647639	73648039	+	734	47.0	[8.320784]	[107]	[]	[]	[73647827]	[]
368_14731	chr8	125383685	125384085	+	629	47.0	[8.001244]	[187]	[]	[]	[125383917]	[]
368_14737	chr9	131275644	131276044	+	647	47.0	[8.090539]	[156]	[]	[]	[131275854]	[]
368_14739	chrX	118965388	118965788	+	727	47.0	[8.320784]	[104]	[]	[]	[118965542]	[]
368_1474	chrX	66009259	66009659	+	1000	390.0	[8.779576]	[106]	[]	[]	[66009445]	[]
368_14743	chr1	23980386	23980786	+	708	46.5	[]	[]	[8.001244]	[151]	[]	[23980632]
368_14746	chr1	35886838	35887238	+	718	46.5	[]	[]	[8.320784]	[183]	[]	[35887041]
368_14747	chr1	36628804	36629204	+	594	46.5	[]	[]	[8.069409]	[159]	[]	[36629043]
368_14749	chr1	53760542	53760942	+	729	46.5	[7.549868]	[121]	[]	[]	[53760719]	[]
368_14751	chr1	70264857	70265257	+	706	46.5	[]	[]	[9.473919]	[103]	[]	[70265054]
368_14753	chr1	116433950	116434350	+	634	46.5	[8.182954]	[252]	[]	[]	[116434155]	[]
368_14755	chr1	154715957	154716357	+	728	46.5	[]	[]	[8.228404]	[167]	[]	[154716195]
368_14757	chr1	161161991	161162391	+	594	46.5	[]	[]	[8.090539]	[130]	[]	[161162182]
368_1476	chr1	151715361	151715761	+	1000	389.5	[8.891774]	[90]	[]	[]	[151715545]	[]
368_14760	chr1	230677077	230677477	+	601	46.5	[12.567606]	[138]	[]	[]	[230677233]	[]
368_14768	chr12	8325071	8325471	+	729	46.5	[]	[]	[8.891774]	[110]	[]	[8325231]
368_14770	chr12	47829258	47829658	+	609	46.5	[]	[]	[8.320784]	[178]	[]	[47829490]
368_14774	chr14	55388166	55388566	+	723	46.5	[8.001244]	[142]	[12.567606]	[114]	[55388380]	[55388352]
368_14775	chr14	76977670	76978070	+	695	46.5	[7.7957826]	[161]	[]	[]	[76977905]	[]
368_14777	chr15	63860103	63860503	+	716	46.5	[8.891774]	[120]	[8.182954]	[147]	[63860311]	[63860338]
368_14783	chr16	56973732	56974132	+	549	46.5	[]	[]	[8.02331]	[149]	[]	[56973899]
368_14786	chr17	30728579	30728979	+	718	46.5	[7.7957826]	[127]	[]	[]	[30728786]	[]
368_14787	chr17	47989697	47990097	+	611	46.5	[8.779576]	[200]	[]	[]	[47989935]	[]
368_14788	chr17	50108711	50109111	+	679	46.5	[8.779576]	[143]	[]	[]	[50108887]	[]
368_14789	chr17	64918760	64919160	+	693	46.5	[7.549868]	[109]	[8.891774, 8.320784, 7.7957826]	[114, 127, 162]	[64918948]	[64918953, 64918966, 64919001]
368_14791	chr19	49403641	49404041	+	603	46.5	[8.891774]	[187]	[]	[]	[49403877]	[]
368_14795	chr2	177219773	177220173	+	560	46.5	[12.567606]	[69]	[]	[]	[177219928]	[]
368_1480	chr1	161013795	161014195	+	1000	389.0	[]	[]	[8.001244]	[135]	[]	[161014016]
368_14800	chr22	20914129	20914529	+	631	46.5	[]	[]	[8.069409]	[178]	[]	[20914355]
368_14803	chr22	22671633	22672033	+	660	46.5	[]	[]	[8.182954]	[85]	[]	[22671792]
368_14804	chr22	30744293	30744693	+	642	46.5	[12.567606]	[106]	[]	[]	[30744480]	[]
368_14805	chr3	20808827	20809227	+	724	46.5	[]	[]	[8.779576]	[121]	[]	[20809035]
368_1481	chr11	69981420	69981820	+	1000	389.0	[8.891774, 8.891774]	[116, 143]	[8.891774, 8.891774]	[115, 142]	[69981627, 69981654]	[69981626, 69981653]
368_14810	chr5	7326269	7326669	+	623	46.5	[8.001244]	[103]	[]	[]	[7326451]	[]
368_14811	chr5	22249169	22249569	+	549	46.5	[8.891774]	[99]	[]	[]	[22249364]	[]
368_14812	chr5	42830862	42831262	+	725	46.5	[8.090539]	[129]	[]	[]	[42831053]	[]
368_14815	chr5	79611928	79612328	+	675	46.5	[]	[]	[8.805163]	[216]	[]	[79612171]
368_14818	chr5	138970809	138971209	+	612	46.5	[]	[]	[8.779576]	[195]	[]	[138971059]
368_14825	chr6	43965183	43965583	+	690	46.5	[8.069409]	[139]	[]	[]	[43965379]	[]
368_14826	chr6	70390122	70390522	+	720	46.5	[8.891774]	[147]	[]	[]	[70390299]	[]
368_14830	chr7	5598730	5599130	+	726	46.5	[8.228404]	[66]	[8.891774, 8.968127]	[123, 131]	[5598892]	[5598949, 5598957]
368_14832	chr7	76046009	76046409	+	611	46.5	[8.527855]	[186]	[]	[]	[76046241]	[]
368_14833	chr7	103430253	103430653	+	692	46.5	[]	[]	[8.891774]	[111]	[]	[103430458]
368_14836	chr7	140005932	140006332	+	709	46.5	[8.069409]	[129]	[]	[]	[140006097]	[]
368_14837	chr7	146057905	146058305	+	668	46.5	[]	[]	[8.069409]	[151]	[]	[146058130]
368_14840	chr9	125176676	125177076	+	654	46.5	[8.001244]	[117]	[]	[]	[125176854]	[]
368_14846	chr1	11681330	11681730	+	654	46.0	[8.891774]	[87]	[8.891774]	[86]	[11681515]	[11681514]
368_14849	chr1	23368677	23369077	+	668	46.0	[9.473919]	[154]	[]	[]	[23368900]	[]
368_14854	chr1	109494036	109494436	+	565	46.0	[8.320784]	[259]	[]	[]	[109494230]	[]
368_14855	chr1	205066415	205066815	+	709	46.0	[12.567606, 8.320784]	[55, 102]	[8.182954]	[139]	[205066567, 205066614]	[205066651]
368_14857	chr1	245961219	245961619	+	588	46.0	[8.891774]	[178]	[]	[]	[245961465]	[]
368_14861	chr10	102132489	102132889	+	607	46.0	[]	[]	[8.02331]	[303]	[]	[102132703]
368_14863	chr10	124532349	124532749	+	643	46.0	[8.001244]	[107]	[]	[]	[124532549]	[]
368_14867	chr12	27847330	27847730	+	697	46.0	[8.001244]	[103]	[]	[]	[27847524]	[]
368_14870	chr12	75840233	75840633	+	604	46.0	[]	[]	[12.567606]	[112]	[]	[75840426]
368_14875	chr13	107906436	107906836	+	576	46.0	[]	[]	[8.069409]	[89]	[]	[107906591]
368_14878	chr14	67588612	67589012	+	669	46.0	[8.891774]	[149]	[]	[]	[67588833]	[]
368_14879	chr14	68781069	68781469	+	635	46.0	[]	[]	[7.7957826]	[103]	[]	[68781246]
368_1488	chr10	79020049	79020449	+	1000	388.5	[8.182954]	[131]	[]	[]	[79020277]	[]
368_14882	chr16	70165030	70165430	+	577	46.0	[]	[]	[8.527855, 8.805163]	[263, 278]	[]	[70165251, 70165266]
368_14883	chr16	84207728	84208128	+	719	46.0	[8.320784]	[150]	[]	[]	[84207971]	[]
368_14885	chr17	51429886	51430286	+	706	46.0	[]	[]	[8.069409]	[103]	[]	[51430057]
368_1489	chr11	27201561	27201961	+	1000	388.5	[]	[]	[8.891774]	[106]	[]	[27201765]
368_14890	chr19	15563099	15563499	+	578	46.0	[]	[]	[8.228404, 8.891774]	[243, 249]	[]	[15563340, 15563346]
368_14892	chr19	49511470	49511870	+	563	46.0	[]	[]	[8.001244]	[171]	[]	[49511686]
368_14893	chr2	20458935	20459335	+	623	46.0	[8.320784]	[117]	[]	[]	[20459148]	[]
368_14896	chr2	64260871	64261271	+	591	46.0	[]	[]	[8.968127, 8.069409]	[217, 229]	[]	[64261090, 64261102]
368_14897	chr2	65845493	65845893	+	626	46.0	[]	[]	[8.001244]	[107]	[]	[65845685]
368_14899	chr2	177350602	177351002	+	708	46.0	[8.891774]	[221]	[]	[]	[177350817]	[]
368_14906	chr22	20320501	20320901	+	642	46.0	[8.069409]	[121]	[]	[]	[20320720]	[]
368_14915	chr3	169923239	169923639	+	585	46.0	[8.891774]	[151]	[8.320784]	[166]	[169923449]	[169923464]
368_14916	chr3	186708945	186709345	+	708	46.0	[]	[]	[8.069409, 8.090539]	[142, 187]	[]	[186709146, 186709191]
368_14918	chr4	26106277	26106677	+	712	46.0	[8.320784]	[136]	[]	[]	[26106499]	[]
368_14920	chr4	88758926	88759326	+	720	46.0	[]	[]	[8.891774]	[125]	[]	[88759142]
368_14924	chr6	6712537	6712937	+	706	46.0	[]	[]	[8.069409]	[124]	[]	[6712716]
368_14929	chr6	30617317	30617717	+	713	46.0	[8.182954]	[125]	[]	[]	[30617486]	[]
368_14932	chr6	160951258	160951658	+	669	46.0	[]	[]	[8.968127]	[114]	[]	[160951413]
368_14933	chr7	72683227	72683627	+	715	46.0	[]	[]	[12.567606, 8.069409]	[128, 165]	[]	[72683437, 72683474]
368_14934	chr7	99472129	99472529	+	692	46.0	[8.968127]	[157]	[]	[]	[99472379]	[]
368_14935	chr7	108020671	108021071	+	705	46.0	[]	[]	[7.7957826]	[192]	[]	[108020909]
368_14937	chr7	135485918	135486318	+	630	46.0	[8.779576]	[241]	[]	[]	[135486115]	[]
368_1494	chr1	2585721	2586121	+	1000	387.5	[8.001244]	[100]	[]	[]	[2585905]	[]
368_14946	chrX	129557859	129558259	+	597	46.0	[8.069409]	[129]	[]	[]	[129558057]	[]
