#PeakID(python scan_motif.py ./ENCODE_processed_files/ATF3_idr.fa ATF3 --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
886_12883	chr4	186726575	186726975	+	1000	163.0	[13.240523]	[134]	[13.4641905]	[134]	[186726744]	[186726744]
886_12898	chrX	48878758	48879158	+	1000	163.0	[6.136028]	[99]	[6.265752]	[99]	[48878953]	[48878953]
886_129	chr1	36464245	36464645	+	1000	1295.0	[6.255852]	[102]	[6.145928]	[102]	[36464442]	[36464442]
886_12903	chr1	45913352	45913752	+	1000	162.5	[8.471095]	[144]	[9.133328]	[144]	[45913559]	[45913559]
886_12905	chr10	3534435	3534835	+	1000	162.5	[5.687681, 11.903437, 6.3307967]	[94, 116, 119]	[5.268915, 12.322203, 5.902131]	[94, 116, 119]	[3534616, 3534638, 3534641]	[3534616, 3534638, 3534641]
886_12908	chr10	116470086	116470486	+	902	162.5	[12.322203]	[163]	[11.903437]	[163]	[116470321]	[116470321]
886_12912	chr14	94681263	94681663	+	1000	162.5	[12.965319, 4.670253]	[86, 103]	[12.536653, 4.670253]	[86, 103]	[94681438, 94681455]	[94681438, 94681455]
886_12913	chr15	34515249	34515649	+	1000	162.5	[12.332103]	[152]	[11.8935375]	[152]	[34515480]	[34515480]
886_12915	chr16	32842854	32843254	+	1000	162.5	[6.3307967]	[103]	[5.902131]	[103]	[32843052]	[32843052]
886_12925	chr2	157221363	157221763	+	1000	162.5	[4.037037]	[114]	[]	[]	[157221548]	[]
886_12927	chr22	30270799	30271199	+	1000	162.5	[6.6060014, 10.028443]	[104, 120]	[6.8296685, 10.031939]	[104, 120]	[30270989, 30271005]	[30270989, 30271005]
886_12930	chr3	45869639	45870039	+	1000	162.5	[12.536653, 6.3307967]	[98, 101]	[12.965319, 5.902131]	[98, 101]	[45869836, 45869839]	[45869836, 45869839]
886_12931	chr3	65151671	65152071	+	1000	162.5	[13.873739]	[105]	[14.1073065]	[105]	[65151868]	[65151868]
886_12932	chr5	56812124	56812524	+	1000	162.5	[5.902131]	[163]	[6.3307967]	[163]	[56812374]	[56812374]
886_12934	chr7	125637	126037	+	1000	162.5	[6.3307967, 4.670253, 6.3307967, 4.670253, 8.490212, 4.670253]	[125, 145, 148, 168, 201, 206]	[5.902131, 4.670253, 5.902131, 4.670253, 7.837879, 4.670253]	[125, 145, 148, 168, 201, 206]	[125793, 125813, 125816, 125836, 125869, 125874]	[125793, 125813, 125816, 125836, 125869, 125874]
886_12947	chr1	111565011	111565411	+	1000	162.0	[7.2392173]	[161]	[7.4727845]	[161]	[111565232]	[111565232]
886_12948	chr10	131088516	131088916	+	1000	162.0	[14.1073065]	[102]	[13.873739]	[102]	[131088714]	[131088714]
886_1295	chr19	2524789	2525189	+	1000	679.0	[4.625799]	[142]	[5.0544653]	[142]	[2525014]	[2525014]
886_12955	chr15	78004828	78005228	+	1000	162.0	[8.130846]	[99]	[8.439688]	[99]	[78005020]	[78005020]
886_12958	chr17	59707407	59707807	+	1000	162.0	[6.6060014]	[172]	[6.8296685]	[172]	[59707643]	[59707643]
886_12960	chr19	2494820	2495220	+	1000	162.0	[8.899761]	[99]	[8.704662]	[99]	[2495012]	[2495012]
886_12966	chr2	121886083	121886483	+	1000	162.0	[9.133328]	[102]	[8.471095]	[102]	[121886285]	[121886285]
886_12968	chr20	750774	751174	+	1000	162.0	[11.8935375]	[79]	[12.332103]	[79]	[750949]	[750949]
886_1297	chr2	113756523	113756923	+	1000	679.0	[17.30608]	[103]	[17.29618]	[103]	[113756724]	[113756724]
886_12971	chr3	49462337	49462737	+	1000	162.0	[10.661659]	[75]	[10.671558, 4.037037]	[75, 91]	[49462488]	[49462488, 49462504]
886_12974	chr6	7234546	7234946	+	1000	162.0	[11.903437]	[115]	[12.322203]	[115]	[7234733]	[7234733]
886_12975	chr6	30156118	30156518	+	1000	162.0	[7.28318, 5.697581]	[76, 110]	[6.73469, 5.259015]	[76, 110]	[30156291, 30156325]	[30156291, 30156325]
886_12977	chr6	89819595	89819995	+	1000	162.0	[12.008184]	[97]	[12.004346]	[97]	[89819784]	[89819784]
886_12988	chr1	146627013	146627413	+	1000	161.5	[4.670253]	[112]	[4.670253]	[112]	[146627219]	[146627219]
886_12996	chr14	93105423	93105823	+	1000	161.5	[6.265752]	[57]	[6.136028]	[57]	[93105578]	[93105578]
886_13004	chr19	50179248	50179648	+	833	161.5	[4.298856, 11.304774]	[99, 117]	[4.3741302, 11.304774]	[99, 117]	[50179446, 50179464]	[50179446, 50179464]
886_13008	chr21	36134107	36134507	+	1000	161.5	[12.536653]	[105]	[12.965319]	[105]	[36134312]	[36134312]
886_13013	chr6	166942819	166943219	+	1000	161.5	[9.348108, 4.670253]	[180, 196]	[9.7015, 4.670253]	[180, 196]	[166943049, 166943065]	[166943049, 166943065]
886_13016	chr7	112711660	112712060	+	1000	161.5	[6.779144]	[92]	[6.8989677]	[92]	[112711839]	[112711839]
886_13017	chr7	116954155	116954555	+	1000	161.5	[]	[]	[4.037037]	[93]	[]	[116954338]
886_1302	chrX	13647661	13648061	+	1000	677.5	[]	[]	[4.037037]	[113]	[]	[13647867]
886_13023	chr1	7624941	7625341	+	1000	161.0	[17.30608]	[108]	[17.29618]	[108]	[7625146]	[7625146]
886_13028	chr1	153001384	153001784	+	540	161.0	[11.688987]	[133]	[11.260322]	[133]	[153001593]	[153001593]
886_13039	chr14	72699884	72700284	+	1000	161.0	[5.902131]	[87]	[6.3307967]	[87]	[72700051]	[72700051]
886_13045	chr19	7858066	7858466	+	1000	161.0	[6.779144]	[102]	[6.8989677]	[102]	[7858225]	[7858225]
886_13048	chr19	18809379	18809779	+	1000	161.0	[6.136028]	[123]	[6.265752]	[123]	[18809583]	[18809583]
886_13051	chr2	12006855	12007255	+	1000	161.0	[13.53349]	[130]	[13.413666]	[130]	[12007070]	[12007070]
886_13054	chr2	127508598	127508998	+	1000	161.0	[6.255852]	[128]	[6.145928]	[128]	[127508784]	[127508784]
886_13058	chr22	35648758	35649158	+	632	161.0	[4.3741302]	[117]	[4.298856]	[117]	[35648957]	[35648957]
886_13060	chr22	45618663	45619063	+	1000	161.0	[6.6017027]	[103]	[7.034206]	[103]	[45618861]	[45618861]
886_13062	chr3	185323736	185324136	+	1000	161.0	[17.939297]	[106]	[17.939297]	[106]	[185323939]	[185323939]
886_13064	chr4	158996696	158997096	+	1000	161.0	[6.6060014]	[166]	[6.8296685]	[166]	[158996946]	[158996946]
886_13065	chr5	6421469	6421869	+	1000	161.0	[12.965319]	[137]	[12.536653]	[137]	[6421686]	[6421686]
886_13070	chr8	42894184	42894584	+	1000	161.0	[7.4727845]	[186]	[7.2392173]	[186]	[42894414]	[42894414]
886_13072	chr8	98910532	98910932	+	953	161.0	[12.322203]	[92]	[11.903437]	[92]	[98910719]	[98910719]
886_13075	chrUn_GL000219v1	56662	57062	+	1000	161.0	[17.30608]	[96]	[17.29618]	[96]	[56858]	[56858]
886_13076	chrX	71072915	71073315	+	1000	161.0	[8.266545]	[98]	[8.061547]	[98]	[71073108]	[71073108]
886_13084	chr10	91006310	91006710	+	1000	160.5	[7.7965717]	[127]	[7.49763]	[127]	[91006480]	[91006480]
886_13085	chr11	71384511	71384911	+	1000	160.5	[11.304774]	[95]	[11.304774]	[95]	[71384706]	[71384706]
886_13093	chr19	10315813	10316213	+	1000	160.5	[]	[]	[4.037037]	[102]	[]	[10316004]
886_13094	chr20	49968800	49969200	+	1000	160.5	[7.2392173]	[123]	[7.4727845]	[123]	[49969022]	[49969022]
886_13095	chr20	50059349	50059749	+	1000	160.5	[]	[]	[4.037037]	[151]	[]	[50059596]
886_1310	chr19	3670127	3670527	+	1000	675.5	[8.704662, 11.304774]	[79, 97]	[8.899761, 11.304774]	[79, 97]	[3670299, 3670317]	[3670299, 3670317]
886_13102	chr6	37630305	37630705	+	1000	160.5	[4.037037]	[141]	[]	[]	[37630516]	[]
886_13104	chr7	102264290	102264690	+	1000	160.5	[7.2392173]	[96]	[7.4727845]	[96]	[102264479]	[102264479]
886_13112	chr1	2175996	2176396	+	1000	160.0	[7.2392173]	[101]	[7.4727845]	[101]	[2176175]	[2176175]
886_13113	chr1	60938234	60938634	+	1000	160.0	[5.902131]	[235]	[6.3307967]	[235]	[60938475]	[60938475]
886_13117	chr10	91923552	91923952	+	1000	160.0	[8.93856]	[92]	[8.834717]	[92]	[91923741]	[91923741]
886_13121	chr11	95254238	95254638	+	1000	160.0	[8.471095]	[118]	[9.133328]	[118]	[95254442]	[95254442]
886_13122	chr12	120940780	120941180	+	1000	160.0	[6.136028]	[127]	[6.265752]	[127]	[120940995]	[120940995]
886_13123	chr12	123997463	123997863	+	1000	160.0	[12.536653]	[99]	[12.965319, 4.037037]	[99, 141]	[123997656]	[123997656, 123997698]
886_13129	chr18	9681146	9681546	+	1000	160.0	[8.704662]	[115]	[8.899761]	[115]	[9681332]	[9681332]
886_1313	chr1	26358803	26359203	+	1000	675.0	[16.662966]	[102]	[16.662966]	[102]	[26359002]	[26359002]
886_13132	chr2	108968610	108969010	+	860	160.0	[12.536653]	[101]	[12.965319]	[101]	[108968809]	[108968809]
886_13134	chr21	45551333	45551733	+	1000	160.0	[4.673748]	[102]	[4.670253]	[102]	[45551506]	[45551506]
886_13139	chr5	145946526	145946926	+	1000	160.0	[4.6076975]	[104]	[4.0652885]	[104]	[145946713]	[145946713]
886_1314	chr1	31170620	31171020	+	1000	675.0	[12.322203]	[103]	[11.903437]	[103]	[31170823]	[31170823]
886_13143	chr6	30901434	30901834	+	1000	160.0	[]	[]	[4.037037]	[109]	[]	[30901637]
886_13144	chr7	23531859	23532259	+	1000	160.0	[16.662966]	[104]	[16.662966]	[104]	[23532048]	[23532048]
886_13147	chr8	73371740	73372140	+	910	160.0	[6.929459]	[187]	[6.919559]	[187]	[73371941]	[73371941]
886_1315	chr1	231200308	231200708	+	1000	675.0	[12.965319]	[87]	[12.536653]	[87]	[231200472]	[231200472]
886_13150	chr9	129790351	129790751	+	1000	160.0	[]	[]	[4.037037]	[103]	[]	[129790519]
886_13151	chr9	132213964	132214364	+	1000	160.0	[12.322203]	[96]	[11.903437]	[96]	[132214157]	[132214157]
886_13152	chrX	119763238	119763638	+	844	160.0	[4.670253]	[129]	[4.670253]	[129]	[119763454]	[119763454]
886_13155	chr1	40161006	40161406	+	1000	159.5	[5.3698244]	[146]	[5.373662]	[146]	[40161174]	[40161174]
886_13158	chr11	117986141	117986541	+	1000	159.5	[10.041749]	[108]	[10.041749]	[108]	[117986346]	[117986346]
886_13167	chr17	4059653	4060053	+	1000	159.5	[5.268915, 12.965319]	[103, 106]	[5.687681, 12.536653]	[103, 106]	[4059846, 4059849]	[4059846, 4059849]
886_13168	chr17	43200149	43200549	+	1000	159.5	[8.439688]	[86]	[8.130846]	[86]	[43200332]	[43200332]
886_13174	chr2	237422294	237422694	+	1000	159.5	[17.939297, 4.670253]	[125, 160]	[17.939297, 4.670253]	[125, 160]	[237422507, 237422542]	[237422507, 237422542]
886_13178	chr4	70715067	70715467	+	1000	159.5	[6.3307967]	[101]	[5.902131]	[101]	[70715260]	[70715260]
886_13182	chr6	2111109	2111509	+	1000	159.5	[12.536653, 6.3307967]	[95, 98]	[12.965319, 5.902131]	[95, 98]	[2111299, 2111302]	[2111299, 2111302]
886_13183	chr6	13360742	13361142	+	1000	159.5	[11.304774]	[107]	[11.304774]	[107]	[13360921]	[13360921]
886_13186	chr7	50502275	50502675	+	1000	159.5	[4.3741302]	[109]	[4.298856]	[109]	[50502443]	[50502443]
886_13188	chr8	105520380	105520780	+	1000	159.5	[8.559512]	[156]	[8.011022]	[156]	[105520564]	[105520564]
886_13197	chr1	171794048	171794448	+	826	159.0	[8.899761]	[97]	[8.704662]	[97]	[171794238]	[171794238]
886_132	chr12	25333891	25334291	+	1000	1288.5	[12.965319]	[83]	[12.536653]	[83]	[25334069]	[25334069]
886_13208	chr11	94457733	94458133	+	1000	159.0	[11.8935375]	[185]	[12.332103]	[185]	[94457943]	[94457943]
886_13212	chr13	42762942	42763342	+	1000	159.0	[7.28318]	[113]	[6.73469]	[113]	[42763153]	[42763153]
886_13216	chr16	19003919	19004319	+	1000	159.0	[17.30608]	[103]	[4.037037, 17.29618]	[98, 103]	[19004117]	[19004112, 19004117]
886_13220	chr19	14476646	14477046	+	1000	159.0	[6.136028]	[125]	[6.265752]	[125]	[14476833]	[14476833]
886_1323	chr6	34248291	34248691	+	1000	674.0	[11.8935375]	[89]	[12.332103]	[89]	[34248478]	[34248478]
886_13231	chr3	124772224	124772624	+	1000	159.0	[4.670253]	[162]	[4.670253]	[162]	[124772442]	[124772442]
886_13235	chr4	70903126	70903526	+	1000	159.0	[5.373662]	[132]	[5.3698244]	[132]	[70903324]	[70903324]
886_13237	chr5	120508095	120508495	+	1000	159.0	[7.806472]	[103]	[7.4877305]	[103]	[120508293]	[120508293]
886_13239	chr6	49852946	49853346	+	1000	159.0	[11.8935375]	[102]	[12.332103]	[102]	[49853144]	[49853144]
886_13242	chr6	111909229	111909629	+	1000	159.0	[5.902131, 13.4641905]	[107, 148]	[6.3307967, 13.240523]	[107, 148]	[111909409, 111909450]	[111909409, 111909450]
886_13243	chr6	125302847	125303247	+	945	159.0	[4.670253]	[293]	[4.670253]	[293]	[125303073]	[125303073]
886_13247	chr7	101240453	101240853	+	1000	159.0	[11.365068]	[104]	[11.37113]	[104]	[101240646]	[101240646]
886_13250	chr8	26382800	26383200	+	1000	159.0	[5.268915, 10.041749]	[79, 108]	[5.687681, 10.041749]	[79, 108]	[26382974, 26383003]	[26382974, 26383003]
886_13252	chr9	6764570	6764970	+	1000	159.0	[4.670253]	[114]	[4.670253]	[114]	[6764782]	[6764782]
886_13256	chr1	47160717	47161117	+	1000	158.5	[7.4877305]	[104]	[7.806472]	[104]	[47160917]	[47160917]
886_13257	chr1	86812291	86812691	+	1000	158.5	[17.939297]	[99]	[17.939297]	[99]	[86812489]	[86812489]
886_13269	chr11	94023856	94024256	+	1000	158.5	[8.130846]	[103]	[8.439688]	[103]	[94024057]	[94024057]
886_13272	chr14	22556267	22556667	+	1000	158.5	[17.939297]	[105]	[17.939297]	[105]	[22556454]	[22556454]
886_13276	chr16	67526178	67526578	+	725	158.5	[10.671558]	[94]	[10.661659]	[94]	[67526367]	[67526367]
886_13279	chr19	5268820	5269220	+	1000	158.5	[12.965319]	[90]	[12.536653]	[90]	[5269006]	[5269006]
886_13280	chr19	58489193	58489593	+	855	158.5	[5.902131]	[121]	[6.3307967]	[121]	[58489399]	[58489399]
886_13285	chr20	29752649	29753049	+	1000	158.5	[17.30608]	[110]	[17.29618]	[110]	[29752849]	[29752849]
886_13289	chr3	42061775	42062175	+	1000	158.5	[7.4727845]	[84]	[7.2392173]	[84]	[42061956]	[42061956]
886_13292	chr4	118278506	118278906	+	1000	158.5	[4.670253]	[167]	[4.670253]	[167]	[118278712]	[118278712]
886_13294	chr6	6851835	6852235	+	740	158.5	[8.130846]	[102]	[8.439688]	[102]	[6852032]	[6852032]
886_1330	chr1	15106498	15106898	+	1000	672.0	[17.939297]	[106]	[17.939297]	[106]	[15106701]	[15106701]
886_13300	chr7	20114438	20114838	+	1000	158.5	[12.257158]	[99]	[12.137334]	[99]	[20114633]	[20114633]
886_13309	chr1	84117835	84118235	+	1000	158.0	[]	[]	[4.037037]	[122]	[]	[84118030]
886_1331	chr17	51152699	51153099	+	1000	672.0	[12.536653]	[108]	[12.965319]	[108]	[51152895]	[51152895]
886_13311	chr1	115829276	115829676	+	1000	158.0	[8.471095]	[124]	[9.133328]	[124]	[115829499]	[115829499]
886_13313	chr1	207302932	207303332	+	1000	158.0	[12.536653]	[134]	[12.965319]	[134]	[207303157]	[207303157]
886_13314	chr10	61769665	61770065	+	1000	158.0	[8.266545]	[103]	[8.061547]	[103]	[61769867]	[61769867]
886_13315	chr10	70589732	70590132	+	1000	158.0	[13.4641905]	[86]	[13.240523]	[86]	[70589916]	[70589916]
886_1332	chr17	61175225	61175625	+	1000	672.0	[6.8545146]	[161]	[7.163356]	[161]	[61175474]	[61175474]
886_13322	chr12	131351544	131351944	+	1000	158.0	[5.0544653]	[107]	[4.625799]	[107]	[131351725]	[131351725]
886_13325	chr13	107970805	107971205	+	1000	158.0	[11.8935375, 4.037037]	[112, 125]	[12.332103]	[112]	[107971005, 107971018]	[107971005]
886_13326	chr15	67914423	67914823	+	1000	158.0	[5.1758685]	[186]	[4.9423013]	[186]	[67914673]	[67914673]
886_13330	chr17	38825186	38825586	+	1000	158.0	[4.673748]	[58]	[4.670253]	[58]	[38825338]	[38825338]
886_13331	chr17	66273107	66273507	+	1000	158.0	[]	[]	[4.037037]	[89]	[]	[66273294]
886_13333	chr18	55287926	55288326	+	1000	158.0	[17.939297, 5.268915]	[119, 130]	[17.939297, 5.687681]	[119, 130]	[55288131, 55288142]	[55288131, 55288142]
886_13338	chr2	195411247	195411647	+	1000	158.0	[4.670253]	[142]	[4.670253]	[142]	[195411477]	[195411477]
886_1334	chr1	11796107	11796507	+	1000	671.5	[]	[]	[4.037037]	[57]	[]	[11796259]
886_13341	chr22	30261147	30261547	+	1000	158.0	[7.163356]	[131]	[6.8545146]	[131]	[30261346]	[30261346]
886_13343	chr3	4464560	4464960	+	1000	158.0	[17.939297]	[108]	[17.939297]	[108]	[4464762]	[4464762]
886_13346	chr3	195737749	195738149	+	1000	158.0	[6.136028]	[99]	[6.265752]	[99]	[195737946]	[195737946]
886_13349	chr4	185395767	185396167	+	1000	158.0	[10.041749, 4.037037]	[89, 114]	[10.041749]	[89]	[185395936, 185395961]	[185395936]
886_13352	chr6	43714307	43714707	+	1000	158.0	[10.661659]	[101]	[10.671558]	[101]	[43714504]	[43714504]
886_13354	chr6	119166383	119166783	+	1000	158.0	[11.688987]	[158]	[11.260322]	[158]	[119166607]	[119166607]
886_13359	chr1	2177949	2178349	+	1000	157.5	[17.939297]	[95]	[17.939297]	[95]	[2178143]	[2178143]
886_13366	chr11	7571685	7572085	+	1000	157.5	[7.2392173]	[112]	[7.4727845]	[112]	[7571894]	[7571894]
886_13367	chr12	12806720	12807120	+	1000	157.5	[8.439688]	[119]	[8.130846]	[119]	[12806931]	[12806931]
886_13368	chr12	39490865	39491265	+	749	157.5	[8.439688]	[86]	[8.130846]	[86]	[39491048]	[39491048]
886_1337	chr16	2267941	2268341	+	1000	671.0	[10.041749, 7.5985394]	[94, 144]	[10.041749, 7.482553]	[94, 144]	[2268113, 2268163]	[2268113, 2268163]
886_13373	chr16	2143561	2143961	+	1000	157.5	[11.260322]	[74]	[11.688987]	[74]	[2143725]	[2143725]
886_13380	chr17	79796878	79797278	+	1000	157.5	[10.041749]	[113]	[10.041749]	[113]	[79797082]	[79797082]
886_13381	chr18	3392086	3392486	+	1000	157.5	[17.939297]	[91]	[17.939297]	[91]	[3392274]	[3392274]
886_13387	chr20	58420742	58421142	+	1000	157.5	[5.902131, 6.3307967]	[106, 109]	[6.3307967, 5.902131]	[106, 109]	[58420945, 58420948]	[58420945, 58420948]
886_13388	chr21	35867995	35868395	+	1000	157.5	[14.1073065]	[103]	[13.873739]	[103]	[35868190]	[35868190]
886_1339	chr1	27867154	27867554	+	1000	670.5	[8.439688]	[103]	[8.130846]	[103]	[27867343]	[27867343]
886_13390	chr3	19899829	19900229	+	1000	157.5	[17.29618]	[102]	[17.30608]	[102]	[19900025]	[19900025]
886_13394	chr4	122692035	122692435	+	1000	157.5	[11.304774]	[172]	[11.304774]	[172]	[122692189]	[122692189]
886_13397	chr5	78615718	78616118	+	1000	157.5	[]	[]	[4.037037]	[94]	[]	[78615910]
886_13398	chr6	2902679	2903079	+	1000	157.5	[7.4727845]	[94]	[7.2392173]	[94]	[2902855]	[2902855]
886_13403	chr6	75327799	75328199	+	1000	157.5	[11.304774]	[101]	[11.304774]	[101]	[75327992]	[75327992]
886_13404	chr7	8258153	8258553	+	1000	157.5	[12.536653]	[107]	[12.965319]	[107]	[8258352]	[8258352]
886_13413	chr9	78074884	78075284	+	1000	157.5	[8.130846]	[94]	[8.439688]	[94]	[78075070]	[78075070]
886_13415	chrX	130176438	130176838	+	899	157.5	[12.965319]	[87]	[12.536653]	[87]	[130176597]	[130176597]
886_13418	chr1	156728685	156729085	+	929	157.0	[6.6060014]	[172]	[6.8296685]	[172]	[156728909]	[156728909]
886_13421	chr10	17432032	17432432	+	1000	157.0	[7.2392173]	[70]	[7.4727845]	[70]	[17432187]	[17432187]
886_13429	chr16	14455550	14455950	+	1000	157.0	[11.304774]	[158]	[11.304774]	[158]	[14455766]	[14455766]
886_1343	chr17	4143470	4143870	+	1000	669.0	[17.29618]	[102]	[17.30608]	[102]	[4143671]	[4143671]
886_13430	chr16	25005664	25006064	+	1000	157.0	[5.902131, 11.304774]	[78, 139]	[6.3307967, 11.304774]	[78, 139]	[25005842, 25005903]	[25005842, 25005903]
886_13431	chr16	56797870	56798270	+	1000	157.0	[12.536653]	[93]	[12.965319]	[93]	[56798060]	[56798060]
886_13432	chr17	72890713	72891113	+	1000	157.0	[5.259015]	[91]	[5.697581]	[91]	[72890875]	[72890875]
886_13434	chr18	13884999	13885399	+	1000	157.0	[12.536653]	[109]	[12.965319]	[109]	[13885202]	[13885202]
886_13438	chr19	18764057	18764457	+	1000	157.0	[6.8296685]	[161]	[6.6060014]	[161]	[18764308]	[18764308]
886_13444	chr21	5065531	5065931	+	961	157.0	[6.8296685]	[107]	[6.6060014]	[107]	[5065715]	[5065715]
886_13449	chr3	80750654	80751054	+	1000	157.0	[8.439688]	[98]	[8.130846]	[98]	[80750848]	[80750848]
886_13454	chr5	127725686	127726086	+	1000	157.0	[]	[]	[4.037037]	[72]	[]	[127725840]
886_13456	chr5	171757765	171758165	+	1000	157.0	[12.965319]	[103]	[12.536653]	[103]	[171757962]	[171757962]
886_13457	chr6	14048867	14049267	+	1000	157.0	[13.53349]	[106]	[13.413666]	[106]	[14049072]	[14049072]
886_13464	chr9	123315983	123316383	+	1000	157.0	[6.919559]	[95]	[6.929459]	[95]	[123316167]	[123316167]
886_13466	chr1	5646401	5646801	+	1000	156.5	[4.625799]	[103]	[5.0544653]	[103]	[5646594]	[5646594]
886_13471	chr1	203047251	203047651	+	1000	156.5	[]	[]	[4.037037]	[95]	[]	[203047441]
886_13481	chr12	93287153	93287553	+	1000	156.5	[11.903437]	[106]	[12.322203]	[106]	[93287348]	[93287348]
886_13482	chr14	76977919	76978319	+	1000	156.5	[4.037037]	[76]	[]	[]	[76978087]	[]
886_13484	chr15	63179081	63179481	+	1000	156.5	[10.041749]	[85]	[10.041749]	[85]	[63179253]	[63179253]
886_13485	chr16	3962763	3963163	+	1000	156.5	[13.240523, 10.661659]	[120, 135]	[13.4641905, 10.671558]	[120, 135]	[3962972, 3962987]	[3962972, 3962987]
886_13487	chr16	67516257	67516657	+	1000	156.5	[11.8935375]	[94]	[12.332103]	[94]	[67516422]	[67516422]
886_13488	chr16	71083520	71083920	+	1000	156.5	[4.670253]	[122]	[4.670253]	[122]	[71083739]	[71083739]
886_13490	chr17	27293850	27294250	+	954	156.5	[16.662966]	[105]	[4.040532, 16.662966]	[67, 105]	[27294049]	[27294011, 27294049]
886_13494	chr19	38155400	38155800	+	1000	156.5	[13.240523]	[122]	[13.4641905]	[122]	[38155615]	[38155615]
886_13496	chr2	9763611	9764011	+	1000	156.5	[4.037037]	[84]	[]	[]	[9763770]	[]
886_13505	chr20	41150665	41151065	+	1000	156.5	[11.304774]	[104]	[11.304774]	[104]	[41150867]	[41150867]
886_13509	chr3	186901249	186901649	+	623	156.5	[4.037037, 4.3741302]	[107, 141]	[4.0306325, 4.298856]	[107, 141]	[186901425, 186901459]	[186901425, 186901459]
886_13510	chr5	72107005	72107405	+	1000	156.5	[8.899761]	[86]	[8.704662]	[86]	[72107185]	[72107185]
886_13515	chr6	157885415	157885815	+	1000	156.5	[12.965319]	[150]	[12.536653]	[150]	[157885642]	[157885642]
886_13516	chr7	67114475	67114875	+	1000	156.5	[4.0652885]	[108]	[4.6076975]	[108]	[67114658]	[67114658]
886_13518	chr8	63168186	63168586	+	1000	156.5	[6.8296685]	[100]	[6.6060014]	[100]	[63168351]	[63168351]
886_13519	chr9	96619714	96620114	+	1000	156.5	[16.662966, 10.671558]	[97, 139]	[16.662966, 10.661659]	[97, 139]	[96619907, 96619949]	[96619907, 96619949]
886_13527	chr1	94901816	94902216	+	1000	156.0	[4.6391053]	[84]	[5.067771]	[84]	[94901971]	[94901971]
886_1353	chr3	155854541	155854941	+	1000	667.5	[7.49763]	[104]	[7.7965717]	[104]	[155854741]	[155854741]
886_13532	chr1	226662952	226663352	+	1000	156.0	[4.037037]	[125]	[]	[]	[226663138]	[]
886_13533	chr10	70758844	70759244	+	1000	156.0	[10.671558]	[123]	[10.661659]	[123]	[70759063]	[70759063]
886_13537	chr12	117128353	117128753	+	1000	156.0	[13.4641905]	[191]	[13.240523]	[191]	[117128595]	[117128595]
886_13541	chr16	2032530	2032930	+	1000	156.0	[6.6060014]	[162]	[6.8296685]	[162]	[2032772]	[2032772]
886_13542	chr17	3969119	3969519	+	1000	156.0	[5.259015]	[145]	[5.697581]	[145]	[3969300]	[3969300]
886_13546	chr2	68878695	68879095	+	982	156.0	[12.536653]	[135]	[12.965319]	[135]	[68878907]	[68878907]
886_1355	chr20	31699170	31699570	+	1000	667.0	[11.8935375]	[98]	[12.332103]	[98]	[31699360]	[31699360]
886_13551	chr22	29061846	29062246	+	1000	156.0	[11.260322, 7.806472]	[61, 100]	[11.688987, 7.4877305]	[61, 100]	[29062007, 29062046]	[29062007, 29062046]
886_13552	chr22	40185881	40186281	+	966	156.0	[10.661659]	[136]	[10.671558]	[136]	[40186101]	[40186101]
886_13554	chr3	141337209	141337609	+	796	156.0	[7.4727845]	[174]	[7.2392173]	[174]	[141337437]	[141337437]
886_13555	chr3	160695039	160695439	+	1000	156.0	[14.1073065, 13.4641905]	[66, 105]	[13.873739, 13.240523]	[66, 105]	[160695205, 160695244]	[160695205, 160695244]
886_13557	chr3	183158439	183158839	+	1000	156.0	[4.625799]	[135]	[5.0544653]	[135]	[183158667]	[183158667]
886_1356	chr4	159175180	159175580	+	1000	667.0	[7.4877305]	[94]	[7.806472]	[94]	[159175362]	[159175362]
886_13560	chr4	67933761	67934161	+	1000	156.0	[4.037037, 12.965319]	[75, 107]	[12.536653]	[107]	[67933920, 67933952]	[67933952]
886_13567	chr6	134358180	134358580	+	1000	156.0	[6.6060014]	[144]	[6.8296685]	[144]	[134358386]	[134358386]
886_13572	chr7	65272825	65273225	+	1000	156.0	[4.670253]	[107]	[4.670253]	[107]	[65273027]	[65273027]
886_13578	chr1	20587622	20588022	+	1000	155.5	[10.661659]	[159]	[10.671558]	[159]	[20587825]	[20587825]
886_13582	chr1	206802420	206802820	+	1000	155.5	[7.9262958]	[120]	[7.367906]	[120]	[206802639]	[206802639]
886_13585	chr10	31822196	31822596	+	1000	155.5	[12.536653]	[104]	[12.965319]	[104]	[31822390]	[31822390]
886_13587	chr10	92397607	92398007	+	1000	155.5	[5.687681]	[91]	[5.268915]	[91]	[92397797]	[92397797]
886_13588	chr10	95485328	95485728	+	942	155.5	[]	[]	[4.037037]	[150]	[]	[95485573]
886_13594	chr11	77034146	77034546	+	1000	155.5	[11.903437]	[94]	[12.322203]	[94]	[77034339]	[77034339]
886_136	chr3	72269986	72270386	+	1000	1281.5	[5.0544653]	[86]	[4.625799]	[86]	[72270170]	[72270170]
886_13608	chr22	22168536	22168936	+	1000	155.5	[4.670253]	[101]	[4.670253]	[101]	[22168707]	[22168707]
