#PeakID(python scan_motif.py ./ENCODE_processed_files/ARID1B_idr.fa ARID1B --motif_path ./motifs/ --distance 50  --cutoff --size 400)	chr	start	end	strand	idrScore	count	motif score +	motif position +	motif score -	motif position -	adjusted motif position +	adjusted motif position -
892_11269	chr11	74437371	74437771	+	1000	187.0	[]	[]	[9.257497]	[116]	[]	[74437582]
892_1127	chr10	16996198	16996598	+	1000	867.0	[9.257497]	[101]	[]	[]	[16996393]	[]
892_11270	chr12	1330404	1330804	+	1000	187.0	[9.257497]	[86]	[]	[]	[1330575]	[]
892_11271	chr12	1566702	1567102	+	1000	187.0	[9.257497]	[112]	[]	[]	[1566904]	[]
892_11276	chr18	48605321	48605721	+	1000	187.0	[9.257497]	[115]	[]	[]	[48605534]	[]
892_11277	chr2	812899	813299	+	1000	187.0	[9.257497]	[115]	[]	[]	[813112]	[]
892_11279	chr2	45786272	45786672	+	1000	187.0	[9.257497]	[164]	[]	[]	[45786488]	[]
892_1128	chr22	29780876	29781276	+	1000	867.0	[9.257497]	[99]	[]	[]	[29781065]	[]
892_11280	chr2	121856345	121856745	+	1000	187.0	[9.257497]	[91]	[9.257497]	[167]	[121856505]	[121856581]
892_11283	chr22	36419281	36419681	+	1000	187.0	[]	[]	[9.257497]	[106]	[]	[36419450]
892_11285	chr3	50291510	50291910	+	1000	187.0	[]	[]	[9.257497]	[117]	[]	[50291723]
892_11286	chr3	100029680	100030080	+	1000	187.0	[]	[]	[9.257497, 9.257497]	[61, 126]	[]	[100029835, 100029900]
892_11288	chr3	169148531	169148931	+	1000	187.0	[]	[]	[9.257497]	[170]	[]	[169148689]
892_11290	chr5	133938149	133938549	+	1000	187.0	[]	[]	[9.257497]	[117]	[]	[133938351]
892_11292	chr6	119303163	119303563	+	1000	187.0	[9.257497]	[118]	[]	[]	[119303347]	[]
892_11293	chr6	126103957	126104357	+	1000	187.0	[]	[]	[9.257497]	[130]	[]	[126104173]
892_11295	chr7	5755624	5756024	+	1000	187.0	[]	[]	[9.257497]	[200]	[]	[5755853]
892_11296	chr7	22317643	22318043	+	1000	187.0	[]	[]	[9.257497]	[121]	[]	[22317849]
892_11297	chr7	130392538	130392938	+	1000	187.0	[9.257497]	[152]	[]	[]	[130392744]	[]
892_11299	chr8	123450990	123451390	+	1000	187.0	[9.257497]	[71]	[]	[]	[123451161]	[]
892_113	chr7	16268939	16269339	+	1000	1601.5	[9.257497]	[129]	[]	[]	[16269157]	[]
892_11300	chr1	113779488	113779888	+	1000	186.5	[9.257497]	[179]	[]	[]	[113779730]	[]
892_11305	chr10	35063866	35064266	+	1000	186.5	[9.257497]	[121]	[9.257497, 9.257497]	[104, 162]	[35064066]	[35064049, 35064107]
892_11307	chr11	35579603	35580003	+	1000	186.5	[]	[]	[9.257497]	[118]	[]	[35579809]
892_1131	chr12	108485427	108485827	+	1000	865.0	[]	[]	[9.257497]	[96]	[]	[108485615]
892_11315	chr17	8386809	8387209	+	1000	186.5	[]	[]	[9.257497]	[150]	[]	[8387047]
892_1132	chr3	37229694	37230094	+	1000	865.0	[]	[]	[9.257497]	[118]	[]	[37229890]
892_11320	chr2	112829227	112829627	+	1000	186.5	[]	[]	[9.257497]	[154]	[]	[112829477]
892_11321	chr2	175726176	175726576	+	1000	186.5	[9.257497, 9.257497]	[69, 96]	[]	[]	[175726336, 175726363]	[]
892_11322	chr2	177554377	177554777	+	1000	186.5	[]	[]	[9.257497]	[148]	[]	[177554604]
892_11323	chr2	208062092	208062492	+	1000	186.5	[9.257497, 9.257497]	[91, 111]	[]	[]	[208062283, 208062303]	[]
892_11324	chr22	21568588	21568988	+	1000	186.5	[]	[]	[9.257497]	[147]	[]	[21568775]
892_11326	chr5	96741923	96742323	+	1000	186.5	[9.257497]	[113]	[]	[]	[96742132]	[]
892_11327	chr5	122421710	122422110	+	1000	186.5	[9.257497]	[94]	[]	[]	[122421895]	[]
892_11329	chr6	12103147	12103547	+	1000	186.5	[9.257497]	[133]	[9.257497]	[149]	[12103321]	[12103337]
892_1133	chr16	79869664	79870064	+	1000	864.5	[9.257497]	[122]	[9.257497]	[93]	[79869883]	[79869854]
892_11331	chr6	122431720	122432120	+	1000	186.5	[9.257497]	[143]	[9.257497, 9.257497]	[104, 133]	[122431934]	[122431895, 122431924]
892_11333	chr7	23256725	23257125	+	1000	186.5	[9.257497]	[78]	[]	[]	[23256900]	[]
892_11338	chr1	10045656	10046056	+	1000	186.0	[9.257497]	[129]	[]	[]	[10045883]	[]
892_11340	chr1	32939703	32940103	+	1000	186.0	[]	[]	[9.257497]	[162]	[]	[32939952]
892_11341	chr1	39178958	39179358	+	1000	186.0	[9.257497]	[88]	[]	[]	[39179115]	[]
892_11342	chr1	91596492	91596892	+	1000	186.0	[]	[]	[9.257497]	[132]	[]	[91596714]
892_11346	chr1	180581694	180582094	+	1000	186.0	[9.257497]	[112]	[]	[]	[180581867]	[]
892_11347	chr1	227335606	227336006	+	1000	186.0	[9.257497]	[155]	[]	[]	[227335789]	[]
892_11348	chr10	30828669	30829069	+	1000	186.0	[]	[]	[9.257497]	[123]	[]	[30828875]
892_11353	chr12	89574931	89575331	+	1000	186.0	[9.257497]	[161]	[9.257497]	[122]	[89575142]	[89575103]
892_11354	chr13	46125514	46125914	+	1000	186.0	[9.257497]	[106]	[]	[]	[46125700]	[]
892_11356	chr16	25359494	25359894	+	1000	186.0	[9.257497]	[108]	[]	[]	[25359683]	[]
892_11357	chr17	9520604	9521004	+	1000	186.0	[9.257497]	[85]	[]	[]	[9520768]	[]
892_11358	chr17	30219814	30220214	+	1000	186.0	[]	[]	[9.257497]	[141]	[]	[30220052]
892_11359	chr17	39014724	39015124	+	1000	186.0	[]	[]	[9.257497]	[111]	[]	[39014887]
892_1136	chr9	127425807	127426207	+	1000	864.5	[9.257497]	[54]	[9.257497]	[143]	[127425961]	[127426050]
892_11361	chr17	45031557	45031957	+	1000	186.0	[]	[]	[9.257497]	[168]	[]	[45031767]
892_11362	chr18	8602059	8602459	+	1000	186.0	[9.257497]	[87]	[]	[]	[8602243]	[]
892_11365	chr19	21617713	21618113	+	1000	186.0	[9.257497, 9.257497]	[94, 118]	[]	[]	[21617891, 21617915]	[]
892_1137	chr1	167984969	167985369	+	1000	864.0	[]	[]	[9.257497]	[85]	[]	[167985149]
892_11373	chr3	13650290	13650690	+	1000	186.0	[]	[]	[9.257497]	[209]	[]	[13650533]
892_11374	chr3	43389599	43389999	+	1000	186.0	[]	[]	[9.257497]	[284]	[]	[43389754]
892_11376	chr3	58059525	58059925	+	1000	186.0	[9.257497, 9.257497]	[116, 137]	[9.257497]	[167]	[58059716, 58059737]	[58059767]
892_11377	chr3	101938398	101938798	+	1000	186.0	[9.257497]	[129]	[]	[]	[101938619]	[]
892_11379	chr3	193836944	193837344	+	1000	186.0	[9.257497]	[135]	[]	[]	[193837107]	[]
892_1138	chr12	93315915	93316315	+	1000	863.5	[9.257497]	[138]	[]	[]	[93316124]	[]
892_11382	chr4	87011635	87012035	+	1000	186.0	[]	[]	[9.257497]	[139]	[]	[87011811]
892_11384	chr6	26478509	26478909	+	1000	186.0	[9.257497]	[181]	[]	[]	[26478729]	[]
892_11386	chr6	47496146	47496546	+	1000	186.0	[]	[]	[9.257497]	[131]	[]	[47496350]
892_11388	chr6	116631417	116631817	+	1000	186.0	[]	[]	[9.257497]	[109]	[]	[116631615]
892_11389	chr6	134077243	134077643	+	1000	186.0	[]	[]	[9.257497]	[171]	[]	[134077488]
892_11391	chr7	92442733	92443133	+	1000	186.0	[]	[]	[9.257497, 9.257497]	[94, 144]	[]	[92442893, 92442943]
892_11392	chr8	125163243	125163643	+	1000	186.0	[]	[]	[9.257497]	[75]	[]	[125163415]
892_11394	chr9	122821486	122821886	+	1000	186.0	[]	[]	[9.257497]	[127]	[]	[122821665]
892_11395	chrX	38634677	38635077	+	1000	186.0	[]	[]	[9.257497]	[131]	[]	[38634897]
892_114	chr6	42199313	42199713	+	1000	1597.5	[9.257497]	[73]	[9.257497]	[121]	[42199480]	[42199528]
892_11400	chr10	70321925	70322325	+	1000	185.5	[9.257497, 9.257497]	[96, 118]	[9.257497]	[147]	[70322120, 70322142]	[70322171]
892_11402	chr11	75334450	75334850	+	1000	185.5	[9.257497]	[101]	[]	[]	[75334637]	[]
892_11404	chr12	68905710	68906110	+	1000	185.5	[9.257497]	[150]	[9.257497]	[129]	[68905958]	[68905937]
892_11405	chr13	107891278	107891678	+	1000	185.5	[9.257497, 9.257497]	[109, 117]	[]	[]	[107891429, 107891437]	[]
892_11406	chr14	58171005	58171405	+	1000	185.5	[9.257497]	[97]	[]	[]	[58171173]	[]
892_11407	chr15	90051119	90051519	+	1000	185.5	[9.257497, 9.257497]	[116, 125]	[]	[]	[90051323, 90051332]	[]
892_11409	chr16	11297460	11297860	+	1000	185.5	[]	[]	[9.257497]	[103]	[]	[11297642]
892_1141	chrX	130952389	130952789	+	1000	863.5	[9.257497]	[141]	[]	[]	[130952621]	[]
892_11410	chr16	29183079	29183479	+	1000	185.5	[9.257497]	[213]	[9.257497]	[129]	[29183326]	[29183242]
892_11411	chr16	57266102	57266502	+	1000	185.5	[]	[]	[9.257497]	[123]	[]	[57266279]
892_11415	chr19	48574680	48575080	+	1000	185.5	[]	[]	[9.257497]	[183]	[]	[48574905]
892_11417	chr20	41072945	41073345	+	1000	185.5	[]	[]	[9.257497]	[114]	[]	[41073139]
892_11418	chr22	42959729	42960129	+	1000	185.5	[]	[]	[9.257497]	[121]	[]	[42959935]
892_11419	chr3	4901704	4902104	+	1000	185.5	[9.257497]	[133]	[]	[]	[4901936]	[]
892_1142	chr1	201578351	201578751	+	1000	862.0	[]	[]	[9.257497]	[130]	[]	[201578571]
892_11421	chr4	76058770	76059170	+	1000	185.5	[9.257497]	[155]	[]	[]	[76058996]	[]
892_11422	chr4	128289439	128289839	+	1000	185.5	[]	[]	[9.257497]	[146]	[]	[128289657]
892_11427	chr6	38573737	38574137	+	1000	185.5	[]	[]	[9.257497, 9.257497]	[91, 167]	[]	[38573911, 38573987]
892_11428	chr6	157813708	157814108	+	1000	185.5	[9.257497]	[137]	[9.257497]	[175]	[157813884]	[157813922]
892_1143	chr1	202076812	202077212	+	1000	862.0	[]	[]	[9.257497]	[110]	[]	[202077019]
892_11431	chr8	54093971	54094371	+	1000	185.5	[9.257497]	[103]	[9.257497]	[178]	[54094126]	[54094201]
892_11432	chr8	55961357	55961757	+	1000	185.5	[9.257497, 9.257497]	[80, 105]	[]	[]	[55961537, 55961562]	[]
892_11434	chrX	38105334	38105734	+	1000	185.5	[9.257497]	[140]	[]	[]	[38105554]	[]
892_11435	chrX	150941575	150941975	+	1000	185.5	[]	[]	[9.257497]	[183]	[]	[150941820]
892_11438	chr1	67570438	67570838	+	1000	185.0	[9.257497]	[143]	[]	[]	[67570670]	[]
892_1144	chr14	96803039	96803439	+	1000	862.0	[9.257497]	[68]	[]	[]	[96803201]	[]
892_11444	chr11	44531057	44531457	+	1000	185.0	[]	[]	[9.257497]	[140]	[]	[44531280]
892_11446	chr12	56928287	56928687	+	1000	185.0	[9.257497]	[83]	[]	[]	[56928451]	[]
892_1145	chr2	6887687	6888087	+	1000	862.0	[]	[]	[9.257497]	[124]	[]	[6887889]
892_11450	chr13	52125567	52125967	+	1000	185.0	[]	[]	[9.257497, 9.257497]	[118, 142]	[]	[52125774, 52125798]
892_11452	chr16	1473067	1473467	+	1000	185.0	[9.257497]	[100]	[]	[]	[1473258]	[]
892_11453	chr16	10351625	10352025	+	1000	185.0	[]	[]	[9.257497, 9.257497]	[120, 127]	[]	[10351829, 10351836]
892_11458	chr18	11901820	11902220	+	1000	185.0	[9.257497, 9.257497]	[75, 98]	[]	[]	[11901983, 11902006]	[]
892_11459	chr19	14527375	14527775	+	1000	185.0	[]	[]	[9.257497]	[144]	[]	[14527559]
892_11463	chr2	76188297	76188697	+	1000	185.0	[9.257497]	[103]	[9.257497]	[148]	[76188489]	[76188534]
892_11468	chr3	10194244	10194644	+	1000	185.0	[]	[]	[9.257497]	[106]	[]	[10194426]
892_11470	chr3	57791274	57791674	+	1000	185.0	[]	[]	[9.257497]	[172]	[]	[57791514]
892_11471	chr3	182812142	182812542	+	1000	185.0	[9.257497]	[179]	[]	[]	[182812372]	[]
892_11473	chr4	13496633	13497033	+	1000	185.0	[]	[]	[9.257497]	[119]	[]	[13496846]
892_11477	chr6	111872022	111872422	+	1000	185.0	[]	[]	[9.257497]	[123]	[]	[111872236]
892_11478	chr6	154613404	154613804	+	1000	185.0	[]	[]	[9.257497]	[132]	[]	[154613597]
892_1148	chr12	124884848	124885248	+	1000	861.5	[]	[]	[9.257497]	[153]	[]	[124885071]
892_11480	chr7	81460588	81460988	+	1000	185.0	[]	[]	[9.257497]	[148]	[]	[81460807]
892_11481	chr7	96303096	96303496	+	1000	185.0	[]	[]	[9.257497]	[101]	[]	[96303295]
892_11483	chr8	2713900	2714300	+	1000	185.0	[9.257497]	[150]	[]	[]	[2714117]	[]
892_11485	chr8	42545162	42545562	+	1000	185.0	[]	[]	[9.257497]	[172]	[]	[42545406]
892_11486	chr8	60284928	60285328	+	1000	185.0	[9.257497]	[174]	[]	[]	[60285153]	[]
892_11487	chr8	73011903	73012303	+	1000	185.0	[]	[]	[9.257497]	[163]	[]	[73012141]
892_11489	chr8	141223252	141223652	+	1000	185.0	[9.257497]	[75]	[]	[]	[141223421]	[]
892_11490	chr9	73146499	73146899	+	1000	185.0	[]	[]	[9.257497]	[119]	[]	[73146692]
892_11491	chrX	11341429	11341829	+	1000	185.0	[]	[]	[9.257497]	[124]	[]	[11341617]
892_11495	chr1	28115173	28115573	+	1000	184.5	[]	[]	[9.257497]	[130]	[]	[28115332]
892_11497	chr1	44791519	44791919	+	1000	184.5	[9.257497]	[172]	[]	[]	[44791745]	[]
892_11498	chr1	53047669	53048069	+	1000	184.5	[]	[]	[9.257497]	[130]	[]	[53047857]
892_11499	chr1	116626918	116627318	+	1000	184.5	[]	[]	[9.257497]	[97]	[]	[116627109]
892_115	chr8	93502000	93502400	+	1000	1596.5	[9.257497]	[91]	[]	[]	[93502184]	[]
892_1150	chr17	47218987	47219387	+	1000	860.5	[9.257497, 9.257497]	[74, 144]	[9.257497]	[119]	[47219157, 47219227]	[47219202]
892_11500	chr1	230145944	230146344	+	1000	184.5	[]	[]	[9.257497]	[192]	[]	[230146188]
892_11501	chr10	60663231	60663631	+	1000	184.5	[]	[]	[9.257497]	[98]	[]	[60663424]
892_11502	chr10	63104187	63104587	+	1000	184.5	[9.257497, 9.257497]	[126, 215]	[]	[]	[63104345, 63104434]	[]
892_11503	chr11	126159855	126160255	+	1000	184.5	[]	[]	[9.257497]	[126]	[]	[126160077]
892_11507	chr12	123036454	123036854	+	1000	184.5	[]	[]	[9.257497, 9.257497]	[103, 108]	[]	[123036648, 123036653]
892_1151	chr19	35380493	35380893	+	1000	860.5	[9.257497]	[65]	[]	[]	[35380658]	[]
892_11510	chr14	32336642	32337042	+	1000	184.5	[9.257497]	[82]	[]	[]	[32336813]	[]
892_11513	chr17	63571862	63572262	+	1000	184.5	[]	[]	[9.257497]	[119]	[]	[63572075]
892_11517	chr19	41427812	41428212	+	1000	184.5	[]	[]	[9.257497]	[189]	[]	[41428061]
892_11518	chr2	24577421	24577821	+	1000	184.5	[]	[]	[9.257497]	[224]	[]	[24577623]
892_11519	chr3	156601352	156601752	+	1000	184.5	[]	[]	[9.257497, 9.257497]	[129, 159]	[]	[156601555, 156601585]
892_1152	chrX	125404665	125405065	+	1000	860.5	[]	[]	[9.257497, 9.257497]	[116, 145]	[]	[125404865, 125404894]
892_11523	chr6	86602104	86602504	+	1000	184.5	[]	[]	[9.257497]	[163]	[]	[86602354]
892_11529	chr1	26317598	26317998	+	1000	184.0	[9.257497]	[192]	[]	[]	[26317827]	[]
892_1153	chr17	15490664	15491064	+	1000	860.0	[]	[]	[9.257497]	[121]	[]	[15490880]
892_11536	chr1	207363236	207363636	+	1000	184.0	[]	[]	[9.257497]	[114]	[]	[207363417]
892_1154	chr9	70485341	70485741	+	1000	860.0	[9.257497]	[76]	[]	[]	[70485512]	[]
892_11541	chr11	78256970	78257370	+	1000	184.0	[]	[]	[9.257497]	[145]	[]	[78257208]
892_11542	chr12	12224233	12224633	+	1000	184.0	[9.257497]	[81]	[]	[]	[12224398]	[]
892_11547	chr2	63842241	63842641	+	1000	184.0	[]	[]	[9.257497]	[303]	[]	[63842478]
892_11548	chr2	138474121	138474521	+	1000	184.0	[]	[]	[9.257497]	[140]	[]	[138474337]
892_1155	chr3	43686914	43687314	+	1000	859.5	[9.257497, 9.257497]	[69, 91]	[]	[]	[43687081, 43687103]	[]
892_11551	chr3	77179670	77180070	+	1000	184.0	[]	[]	[9.257497]	[156]	[]	[77179915]
892_11554	chr5	79845703	79846103	+	1000	184.0	[9.257497]	[102]	[]	[]	[79845904]	[]
892_11557	chr6	14807061	14807461	+	1000	184.0	[]	[]	[9.257497]	[144]	[]	[14807293]
892_11558	chr6	87155344	87155744	+	1000	184.0	[9.257497]	[116]	[]	[]	[87155547]	[]
892_11559	chr6	108574729	108575129	+	1000	184.0	[]	[]	[9.257497, 9.257497, 9.257497]	[75, 107, 139]	[]	[108574894, 108574926, 108574958]
892_1156	chr4	81421486	81421886	+	1000	859.5	[9.257497]	[97]	[]	[]	[81421681]	[]
892_11560	chr7	2406028	2406428	+	1000	184.0	[]	[]	[9.257497]	[127]	[]	[2406251]
892_11562	chr8	123512224	123512624	+	1000	184.0	[9.257497]	[94]	[9.257497]	[145]	[123512393]	[123512444]
892_11565	chr1	95110922	95111322	+	1000	183.5	[9.257497]	[157]	[]	[]	[95111149]	[]
892_11566	chr1	204984441	204984841	+	1000	183.5	[9.257497]	[82]	[9.257497]	[160]	[204984613]	[204984691]
892_11568	chr10	70233603	70234003	+	1000	183.5	[9.257497]	[101]	[9.257497]	[118]	[70233766]	[70233783]
892_1157	chr9	132799098	132799498	+	1000	859.5	[]	[]	[9.257497]	[149]	[]	[132799342]
892_11574	chr14	61342890	61343290	+	1000	183.5	[9.257497]	[104]	[]	[]	[61343077]	[]
892_11577	chr15	58669147	58669547	+	1000	183.5	[9.257497]	[143]	[]	[]	[58669390]	[]
892_11578	chr15	63299973	63300373	+	1000	183.5	[]	[]	[9.257497]	[157]	[]	[63300221]
892_11579	chr15	67680593	67680993	+	1000	183.5	[]	[]	[9.257497]	[169]	[]	[67680839]
892_1158	chr1	67688547	67688947	+	1000	858.5	[]	[]	[9.257497]	[123]	[]	[67688769]
892_11580	chr15	69114576	69114976	+	904	183.5	[]	[]	[9.257497]	[120]	[]	[69114785]
892_11581	chr16	20084624	20085024	+	1000	183.5	[]	[]	[9.257497]	[105]	[]	[20084817]
892_11582	chr16	30808776	30809176	+	1000	183.5	[9.257497]	[92]	[]	[]	[30808962]	[]
892_11583	chr17	30825682	30826082	+	1000	183.5	[9.257497]	[146]	[]	[]	[30825902]	[]
892_11586	chr18	12468492	12468892	+	1000	183.5	[9.257497]	[106]	[]	[]	[12468694]	[]
892_11590	chr2	75960397	75960797	+	1000	183.5	[9.257497]	[114]	[]	[]	[75960581]	[]
892_11591	chr2	83786133	83786533	+	1000	183.5	[9.257497]	[139]	[9.257497]	[133]	[83786350]	[83786344]
892_11592	chr2	182994183	182994583	+	1000	183.5	[]	[]	[9.257497]	[108]	[]	[182994379]
892_11597	chr6	112651275	112651675	+	1000	183.5	[]	[]	[9.257497, 9.257497]	[129, 134]	[]	[112651501, 112651506]
892_116	chr9	125284837	125285237	+	1000	1596.5	[9.257497, 9.257497]	[84, 136]	[]	[]	[125285000, 125285052]	[]
892_11601	chr7	107167786	107168186	+	1000	183.5	[]	[]	[9.257497]	[100]	[]	[107167944]
892_11603	chr8	61712119	61712519	+	1000	183.5	[9.257497]	[74]	[]	[]	[61712285]	[]
892_11605	chr9	87470081	87470481	+	1000	183.5	[9.257497]	[143]	[]	[]	[87470299]	[]
892_11606	chr1	34845382	34845782	+	1000	183.0	[]	[]	[9.257497]	[172]	[]	[34845607]
892_11607	chr1	58999691	59000091	+	1000	183.0	[9.257497]	[79]	[]	[]	[58999869]	[]
892_11609	chr1	84278868	84279268	+	870	183.0	[9.257497]	[129]	[9.257497]	[153]	[84279070]	[84279094]
892_1161	chr4	17670437	17670837	+	1000	858.0	[9.257497]	[148]	[9.257497]	[99]	[17670663]	[17670614]
892_11610	chr1	91716437	91716837	+	1000	183.0	[9.257497]	[121]	[]	[]	[91716632]	[]
892_11613	chr1	221812949	221813349	+	1000	183.0	[9.257497]	[140]	[]	[]	[221813154]	[]
892_11615	chr10	34758376	34758776	+	1000	183.0	[9.257497]	[91]	[]	[]	[34758554]	[]
892_11617	chr11	34422072	34422472	+	1000	183.0	[9.257497]	[123]	[]	[]	[34422275]	[]
892_11619	chr11	61070684	61071084	+	1000	183.0	[9.257497]	[141]	[]	[]	[61070911]	[]
892_1162	chr11	75534440	75534840	+	1000	857.5	[]	[]	[9.257497]	[118]	[]	[75534628]
892_11622	chr11	117087423	117087823	+	1000	183.0	[]	[]	[9.257497, 9.257497]	[164, 169]	[]	[117087631, 117087636]
892_11624	chr12	53267837	53268237	+	1000	183.0	[]	[]	[9.257497]	[111]	[]	[53268033]
892_11628	chr14	95523256	95523656	+	1000	183.0	[]	[]	[9.257497, 9.257497]	[78, 110]	[]	[95523433, 95523465]
892_1163	chr9	63912475	63912875	+	1000	857.5	[9.257497, 9.257497]	[112, 155]	[]	[]	[63912656, 63912699]	[]
892_11631	chr15	67067908	67068308	+	1000	183.0	[]	[]	[9.257497]	[295]	[]	[67068150]
892_11633	chr16	12646353	12646753	+	1000	183.0	[]	[]	[9.257497]	[136]	[]	[12646535]
892_11634	chr16	21217190	21217590	+	1000	183.0	[9.257497]	[74]	[9.257497]	[135]	[21217354]	[21217415]
892_11635	chr18	22452108	22452508	+	1000	183.0	[]	[]	[9.257497]	[142]	[]	[22452341]
892_11637	chr2	24797577	24797977	+	1000	183.0	[]	[]	[9.257497]	[141]	[]	[24797795]
892_11638	chr2	39631682	39632082	+	1000	183.0	[9.257497]	[101]	[]	[]	[39631882]	[]
892_11639	chr2	68306104	68306504	+	1000	183.0	[]	[]	[9.257497]	[158]	[]	[68306289]
892_1164	chr10	125816527	125816927	+	1000	856.5	[]	[]	[9.257497]	[98]	[]	[125816701]
892_11640	chr2	86000232	86000632	+	1000	183.0	[]	[]	[9.257497]	[388]	[]	[86000470]
892_11641	chr2	108361087	108361487	+	1000	183.0	[]	[]	[9.257497, 9.257497, 9.257497]	[99, 128, 161]	[]	[108361268, 108361297, 108361330]
892_11642	chr2	108445129	108445529	+	1000	183.0	[]	[]	[9.257497]	[160]	[]	[108445379]
892_11643	chr2	205053809	205054209	+	1000	183.0	[]	[]	[9.257497, 9.257497]	[82, 144]	[]	[205053977, 205054039]
892_11644	chr20	33829595	33829995	+	1000	183.0	[]	[]	[9.257497]	[159]	[]	[33829811]
892_11647	chr3	58329374	58329774	+	1000	183.0	[9.257497]	[98]	[]	[]	[58329552]	[]
892_11654	chr6	4459048	4459448	+	1000	183.0	[9.257497]	[165]	[9.257497]	[115]	[4459295]	[4459245]
892_11656	chr6	68695908	68696308	+	1000	183.0	[9.257497]	[109]	[]	[]	[68696111]	[]
892_11659	chr9	14514128	14514528	+	1000	183.0	[9.257497]	[83]	[]	[]	[14514289]	[]
892_1166	chr4	172999027	172999427	+	1000	856.0	[9.257497]	[131]	[9.257497]	[97]	[172999247]	[172999213]
892_11661	chr1	40049264	40049664	+	1000	182.5	[9.257497]	[104]	[]	[]	[40049448]	[]
892_11662	chr1	149633865	149634265	+	1000	182.5	[9.257497]	[108]	[9.257497]	[95]	[149634073]	[149634060]
892_11663	chr1	218345182	218345582	+	1000	182.5	[9.257497]	[83]	[]	[]	[218345340]	[]
892_11665	chr11	5621104	5621504	+	1000	182.5	[]	[]	[9.257497]	[198]	[]	[5621337]
892_1167	chr1	201153727	201154127	+	1000	855.5	[9.257497]	[102]	[9.257497]	[86]	[201153926]	[201153910]
892_11671	chr12	39937064	39937464	+	1000	182.5	[]	[]	[9.257497]	[109]	[]	[39937266]
892_11672	chr12	47207122	47207522	+	1000	182.5	[]	[]	[9.257497]	[160]	[]	[47207353]
892_11674	chr15	58249621	58250021	+	1000	182.5	[9.257497]	[101]	[9.257497, 9.257497]	[142, 147]	[58249811]	[58249852, 58249857]
892_11675	chr16	85000987	85001387	+	1000	182.5	[]	[]	[9.257497]	[102]	[]	[85001180]
892_11676	chr17	44907343	44907743	+	1000	182.5	[]	[]	[9.257497]	[134]	[]	[44907555]
892_11679	chr2	10332475	10332875	+	1000	182.5	[9.257497]	[181]	[]	[]	[10332645]	[]
892_1168	chr10	50577732	50578132	+	1000	855.5	[9.257497]	[83]	[]	[]	[50577903]	[]
892_11680	chr2	26978196	26978596	+	1000	182.5	[9.257497]	[72]	[]	[]	[26978359]	[]
892_11681	chr2	43288756	43289156	+	1000	182.5	[9.257497]	[87]	[]	[]	[43288935]	[]
892_11683	chr2	69743452	69743852	+	1000	182.5	[]	[]	[9.257497]	[93]	[]	[69743607]
892_11684	chr2	71089479	71089879	+	1000	182.5	[]	[]	[9.257497, 9.257497, 9.257497]	[95, 137, 158]	[]	[71089659, 71089701, 71089722]
892_11686	chr20	37711040	37711440	+	1000	182.5	[9.257497]	[103]	[]	[]	[37711226]	[]
892_11689	chr4	78780080	78780480	+	1000	182.5	[]	[]	[9.257497, 9.257497]	[103, 116]	[]	[78780249, 78780262]
892_1169	chr3	72086351	72086751	+	1000	855.5	[9.257497]	[65]	[]	[]	[72086509]	[]
892_11690	chr5	112371007	112371407	+	1000	182.5	[9.257497, 9.257497]	[80, 123]	[]	[]	[112371183, 112371226]	[]
892_11692	chr6	73285694	73286094	+	1000	182.5	[9.257497]	[134]	[]	[]	[73285897]	[]
892_11694	chr6	151045834	151046234	+	1000	182.5	[9.257497, 9.257497]	[80, 151]	[]	[]	[151045989, 151046060]	[]
892_11695	chr6	160973383	160973783	+	1000	182.5	[9.257497]	[103]	[]	[]	[160973572]	[]
892_11697	chr7	139908833	139909233	+	1000	182.5	[]	[]	[9.257497, 9.257497]	[107, 149]	[]	[139909019, 139909061]
892_11698	chr8	39951956	39952356	+	1000	182.5	[]	[]	[9.257497]	[139]	[]	[39952172]
892_11699	chr8	101138233	101138633	+	1000	182.5	[9.257497]	[214]	[]	[]	[101138443]	[]
892_117	chr4	70903186	70903586	+	1000	1593.5	[9.257497]	[77]	[]	[]	[70903362]	[]
892_1170	chr6	119311622	119312022	+	1000	855.5	[9.257497, 9.257497]	[56, 116]	[]	[]	[119311775, 119311835]	[]
892_11700	chrX	23963384	23963784	+	1000	182.5	[9.257497]	[115]	[]	[]	[23963573]	[]
892_11702	chrX	123988717	123989117	+	1000	182.5	[]	[]	[9.257497]	[115]	[]	[123988900]
892_11703	chrX	130071656	130072056	+	1000	182.5	[]	[]	[9.257497]	[121]	[]	[130071875]
892_11709	chr1	226350157	226350557	+	1000	182.0	[9.257497, 9.257497]	[100, 135]	[]	[]	[226350349, 226350384]	[]
892_1171	chr9	128078995	128079395	+	1000	855.0	[]	[]	[9.257497]	[154]	[]	[128079171]
892_11711	chr10	30190855	30191255	+	1000	182.0	[9.257497]	[141]	[]	[]	[30191089]	[]
892_11713	chr10	85902012	85902412	+	1000	182.0	[]	[]	[9.257497]	[120]	[]	[85902226]
892_11714	chr11	12578036	12578436	+	1000	182.0	[]	[]	[9.257497]	[120]	[]	[12578238]
892_11716	chr12	14843338	14843738	+	1000	182.0	[9.257497]	[98]	[9.257497]	[129]	[14843528]	[14843559]
892_11718	chr12	118013333	118013733	+	1000	182.0	[]	[]	[9.257497]	[141]	[]	[118013556]
